'Time and date','II ','V ','PLETH ','RESP '
'[09:48:31.810 24/01/1995]',0.889,0.911,-0.478,0.241
'[09:48:31.812 24/01/1995]',0.853,0.911,-0.478,0.241
'[09:48:31.814 24/01/1995]',0.853,0.911,-0.478,0.241
'[09:48:31.816 24/01/1995]',0.853,0.877,-0.472,0.306
'[09:48:31.818 24/01/1995]',0.853,0.877,-0.472,0.306
'[09:48:31.820 24/01/1995]',0.853,0.877,-0.472,0.306
'[09:48:31.822 24/01/1995]',0.853,0.877,-0.472,0.306
'[09:48:31.824 24/01/1995]',0.853,0.877,-0.472,0.241
'[09:48:31.826 24/01/1995]',0.817,0.877,-0.472,0.241
'[09:48:31.828 24/01/1995]',0.817,0.877,-0.472,0.241
'[09:48:31.830 24/01/1995]',0.817,0.877,-0.472,0.241
'[09:48:31.832 24/01/1995]',0.817,0.844,-0.472,0.183
'[09:48:31.834 24/01/1995]',0.817,0.844,-0.472,0.183
'[09:48:31.836 24/01/1995]',0.817,0.844,-0.472,0.183
'[09:48:31.838 24/01/1995]',0.817,0.844,-0.472,0.183
'[09:48:31.840 24/01/1995]',0.817,0.844,-0.467,0.118
'[09:48:31.842 24/01/1995]',0.817,0.844,-0.467,0.118
'[09:48:31.844 24/01/1995]',0.782,0.810,-0.467,0.118
'[09:48:31.846 24/01/1995]',0.782,0.810,-0.467,0.118
'[09:48:31.848 24/01/1995]',0.782,0.810,-0.467,0.052
'[09:48:31.850 24/01/1995]',0.782,0.810,-0.467,0.052
'[09:48:31.852 24/01/1995]',0.782,0.810,-0.467,0.052
'[09:48:31.854 24/01/1995]',0.782,0.810,-0.467,0.052
'[09:48:31.856 24/01/1995]',0.782,0.810,-0.467,-0.004
'[09:48:31.858 24/01/1995]',0.782,0.776,-0.467,-0.004
'[09:48:31.860 24/01/1995]',0.782,0.776,-0.467,-0.004
'[09:48:31.862 24/01/1995]',0.782,0.776,-0.467,-0.004
'[09:48:31.864 24/01/1995]',0.782,0.776,-0.467,-0.070
'[09:48:31.866 24/01/1995]',0.746,0.776,-0.467,-0.070
'[09:48:31.868 24/01/1995]',0.746,0.776,-0.467,-0.070
'[09:48:31.870 24/01/1995]',0.746,0.776,-0.467,-0.070
'[09:48:31.872 24/01/1995]',0.746,0.776,-0.455,-0.136
'[09:48:31.874 24/01/1995]',0.746,0.776,-0.455,-0.136
'[09:48:31.876 24/01/1995]',0.711,0.776,-0.455,-0.136
'[09:48:31.878 24/01/1995]',0.711,0.742,-0.455,-0.136
'[09:48:31.880 24/01/1995]',0.711,0.742,-0.461,-0.201
'[09:48:31.882 24/01/1995]',0.711,0.742,-0.461,-0.201
'[09:48:31.884 24/01/1995]',0.711,0.742,-0.461,-0.201
'[09:48:31.886 24/01/1995]',0.711,0.742,-0.461,-0.201
'[09:48:31.888 24/01/1995]',0.711,0.742,-0.461,-0.259
'[09:48:31.890 24/01/1995]',0.711,0.742,-0.461,-0.259
'[09:48:31.892 24/01/1995]',0.711,0.742,-0.461,-0.259
'[09:48:31.894 24/01/1995]',0.675,0.742,-0.461,-0.259
'[09:48:31.896 24/01/1995]',0.675,0.709,-0.455,-0.324
'[09:48:31.898 24/01/1995]',0.675,0.709,-0.455,-0.324
'[09:48:31.900 24/01/1995]',0.675,0.709,-0.455,-0.324
'[09:48:31.902 24/01/1995]',0.675,0.709,-0.455,-0.324
'[09:48:31.904 24/01/1995]',0.675,0.709,-0.455,-0.390
'[09:48:31.906 24/01/1995]',0.675,0.709,-0.455,-0.390
'[09:48:31.908 24/01/1995]',0.675,0.709,-0.455,-0.390
'[09:48:31.910 24/01/1995]',0.675,0.675,-0.455,-0.390
'[09:48:31.912 24/01/1995]',0.675,0.675,-0.461,-0.447
'[09:48:31.914 24/01/1995]',0.640,0.675,-0.461,-0.447
'[09:48:31.916 24/01/1995]',0.640,0.675,-0.461,-0.447
'[09:48:31.918 24/01/1995]',0.640,0.675,-0.461,-0.447
'[09:48:31.920 24/01/1995]',0.640,0.675,-0.461,-0.512
'[09:48:31.922 24/01/1995]',0.640,0.675,-0.461,-0.512
'[09:48:31.924 24/01/1995]',0.640,0.675,-0.461,-0.512
'[09:48:31.926 24/01/1995]',0.640,0.675,-0.461,-0.512
'[09:48:31.928 24/01/1995]',0.640,0.675,-0.461,-0.447
'[09:48:31.930 24/01/1995]',0.640,0.675,-0.461,-0.447
'[09:48:31.932 24/01/1995]',0.640,0.641,-0.461,-0.447
'[09:48:31.934 24/01/1995]',0.640,0.641,-0.461,-0.447
'[09:48:31.936 24/01/1995]',0.604,0.641,-0.449,-0.390
'[09:48:31.938 24/01/1995]',0.604,0.641,-0.449,-0.390
'[09:48:31.940 24/01/1995]',0.604,0.641,-0.449,-0.390
'[09:48:31.942 24/01/1995]',0.604,0.641,-0.449,-0.390
'[09:48:31.944 24/01/1995]',0.604,0.641,-0.455,-0.324
'[09:48:31.946 24/01/1995]',0.604,0.641,-0.455,-0.324
'[09:48:31.948 24/01/1995]',0.604,0.641,-0.455,-0.324
'[09:48:31.950 24/01/1995]',0.604,0.607,-0.455,-0.324
'[09:48:31.952 24/01/1995]',0.604,0.607,-0.455,-0.259
'[09:48:31.954 24/01/1995]',0.604,0.607,-0.455,-0.259
'[09:48:31.956 24/01/1995]',0.604,0.607,-0.455,-0.259
'[09:48:31.958 24/01/1995]',0.569,0.607,-0.455,-0.259
'[09:48:31.960 24/01/1995]',0.569,0.607,-0.449,-0.201
'[09:48:31.962 24/01/1995]',0.569,0.607,-0.449,-0.201
'[09:48:31.964 24/01/1995]',0.569,0.607,-0.449,-0.201
'[09:48:31.966 24/01/1995]',0.569,0.607,-0.449,-0.201
'[09:48:31.968 24/01/1995]',0.569,0.607,-0.449,-0.136
'[09:48:31.970 24/01/1995]',0.569,0.607,-0.449,-0.136
'[09:48:31.972 24/01/1995]',0.569,0.607,-0.449,-0.136
'[09:48:31.974 24/01/1995]',0.533,0.574,-0.449,-0.136
'[09:48:31.976 24/01/1995]',0.533,0.574,-0.455,-0.070
'[09:48:31.978 24/01/1995]',0.533,0.574,-0.455,-0.070
'[09:48:31.980 24/01/1995]',0.533,0.574,-0.455,-0.070
'[09:48:31.982 24/01/1995]',0.533,0.574,-0.455,-0.070
'[09:48:31.984 24/01/1995]',0.533,0.574,-0.455,-0.004
'[09:48:31.986 24/01/1995]',0.533,0.574,-0.455,-0.004
'[09:48:31.988 24/01/1995]',0.533,0.574,-0.455,-0.004
'[09:48:31.990 24/01/1995]',0.533,0.574,-0.455,-0.004
'[09:48:31.992 24/01/1995]',0.533,0.574,-0.443,0.052
'[09:48:31.994 24/01/1995]',0.533,0.574,-0.443,0.052
'[09:48:31.996 24/01/1995]',0.533,0.574,-0.443,0.052
'[09:48:31.998 24/01/1995]',0.499,0.574,-0.443,0.052
'[09:48:32.000 24/01/1995]',0.499,0.540,-0.443,0.118
'[09:48:32.002 24/01/1995]',0.499,0.540,-0.443,0.118
'[09:48:32.004 24/01/1995]',0.499,0.540,-0.443,0.118
'[09:48:32.006 24/01/1995]',0.499,0.540,-0.443,0.118
'[09:48:32.008 24/01/1995]',0.499,0.540,-0.443,0.183
'[09:48:32.010 24/01/1995]',0.499,0.540,-0.443,0.183
'[09:48:32.012 24/01/1995]',0.428,0.474,-0.443,0.183
'[09:48:32.014 24/01/1995]',0.003,0.069,-0.443,0.183
'[09:48:32.016 24/01/1995]',-0.246,-0.166,-0.437,0.241
'[09:48:32.018 24/01/1995]',-0.388,-0.301,-0.437,0.241
'[09:48:32.020 24/01/1995]',-0.494,-0.402,-0.437,0.241
'[09:48:32.022 24/01/1995]',-0.528,-0.436,-0.437,0.241
'[09:48:32.024 24/01/1995]',-0.528,-0.469,-0.437,0.306
'[09:48:32.026 24/01/1995]',-0.564,-0.469,-0.437,0.306
'[09:48:32.028 24/01/1995]',-0.564,-0.502,-0.437,0.306
'[09:48:32.030 24/01/1995]',-0.564,-0.502,-0.437,0.306
'[09:48:32.032 24/01/1995]',-0.564,-0.502,-0.437,0.241
'[09:48:32.034 24/01/1995]',-0.564,-0.502,-0.437,0.241
'[09:48:32.036 24/01/1995]',-0.564,-0.502,-0.437,0.241
'[09:48:32.038 24/01/1995]',-0.564,-0.469,-0.437,0.241
'[09:48:32.040 24/01/1995]',-0.564,-0.469,-0.431,0.183
'[09:48:32.042 24/01/1995]',-0.564,-0.469,-0.431,0.183
'[09:48:32.044 24/01/1995]',-0.564,-0.469,-0.431,0.183
'[09:48:32.046 24/01/1995]',-0.564,-0.469,-0.431,0.183
'[09:48:32.048 24/01/1995]',-0.528,-0.469,-0.419,0.118
'[09:48:32.050 24/01/1995]',-0.528,-0.469,-0.419,0.118
'[09:48:32.052 24/01/1995]',-0.528,-0.469,-0.419,0.118
'[09:48:32.054 24/01/1995]',-0.528,-0.469,-0.419,0.118
'[09:48:32.056 24/01/1995]',-0.528,-0.469,-0.419,0.052
'[09:48:32.058 24/01/1995]',-0.528,-0.469,-0.419,0.052
'[09:48:32.060 24/01/1995]',-0.528,-0.469,-0.419,0.052
'[09:48:32.062 24/01/1995]',-0.528,-0.469,-0.419,0.052
'[09:48:32.064 24/01/1995]',-0.528,-0.469,-0.407,-0.004
'[09:48:32.066 24/01/1995]',-0.528,-0.469,-0.407,-0.004
'[09:48:32.068 24/01/1995]',-0.528,-0.436,-0.407,-0.004
'[09:48:32.070 24/01/1995]',-0.494,-0.436,-0.407,-0.004
'[09:48:32.072 24/01/1995]',-0.494,-0.436,-0.390,-0.070
'[09:48:32.074 24/01/1995]',-0.494,-0.436,-0.390,-0.070
'[09:48:32.076 24/01/1995]',-0.494,-0.436,-0.390,-0.070
'[09:48:32.078 24/01/1995]',-0.494,-0.436,-0.390,-0.070
'[09:48:32.080 24/01/1995]',-0.494,-0.436,-0.354,-0.136
'[09:48:32.082 24/01/1995]',-0.494,-0.436,-0.354,-0.136
'[09:48:32.084 24/01/1995]',-0.494,-0.436,-0.354,-0.136
'[09:48:32.086 24/01/1995]',-0.494,-0.436,-0.354,-0.136
'[09:48:32.088 24/01/1995]',-0.494,-0.436,-0.301,-0.201
'[09:48:32.090 24/01/1995]',-0.494,-0.436,-0.301,-0.201
'[09:48:32.092 24/01/1995]',-0.494,-0.436,-0.301,-0.201
'[09:48:32.094 24/01/1995]',-0.494,-0.436,-0.301,-0.201
'[09:48:32.096 24/01/1995]',-0.494,-0.436,-0.248,-0.259
'[09:48:32.098 24/01/1995]',-0.459,-0.436,-0.248,-0.259
'[09:48:32.100 24/01/1995]',-0.459,-0.436,-0.248,-0.259
'[09:48:32.102 24/01/1995]',-0.459,-0.402,-0.248,-0.259
'[09:48:32.104 24/01/1995]',-0.459,-0.402,-0.172,-0.324
'[09:48:32.106 24/01/1995]',-0.459,-0.402,-0.172,-0.324
'[09:48:32.108 24/01/1995]',-0.459,-0.402,-0.172,-0.324
'[09:48:32.110 24/01/1995]',-0.459,-0.402,-0.172,-0.324
'[09:48:32.112 24/01/1995]',-0.459,-0.402,-0.071,-0.390
'[09:48:32.114 24/01/1995]',-0.459,-0.402,-0.071,-0.390
'[09:48:32.116 24/01/1995]',-0.459,-0.402,-0.071,-0.390
'[09:48:32.118 24/01/1995]',-0.459,-0.402,-0.071,-0.390
'[09:48:32.120 24/01/1995]',-0.459,-0.402,0.035,-0.447
'[09:48:32.122 24/01/1995]',-0.423,-0.402,0.035,-0.447
'[09:48:32.124 24/01/1995]',-0.459,-0.368,0.035,-0.447
'[09:48:32.126 24/01/1995]',-0.423,-0.368,0.035,-0.447
'[09:48:32.128 24/01/1995]',-0.423,-0.368,0.141,-0.512
'[09:48:32.130 24/01/1995]',-0.423,-0.368,0.141,-0.512
'[09:48:32.132 24/01/1995]',-0.423,-0.368,0.141,-0.512
'[09:48:32.134 24/01/1995]',-0.423,-0.368,0.141,-0.512
'[09:48:32.136 24/01/1995]',-0.423,-0.368,0.248,-0.512
'[09:48:32.138 24/01/1995]',-0.423,-0.368,0.248,-0.512
'[09:48:32.140 24/01/1995]',-0.423,-0.368,0.248,-0.512
'[09:48:32.142 24/01/1995]',-0.423,-0.368,0.248,-0.512
'[09:48:32.144 24/01/1995]',-0.423,-0.368,0.348,-0.512
'[09:48:32.146 24/01/1995]',-0.423,-0.368,0.348,-0.512
'[09:48:32.148 24/01/1995]',-0.423,-0.368,0.348,-0.512
'[09:48:32.150 24/01/1995]',-0.423,-0.368,0.348,-0.512
'[09:48:32.152 24/01/1995]',-0.388,-0.368,0.443,-0.512
'[09:48:32.154 24/01/1995]',-0.388,-0.368,0.443,-0.512
'[09:48:32.156 24/01/1995]',-0.388,-0.368,0.443,-0.512
'[09:48:32.158 24/01/1995]',-0.388,-0.368,0.443,-0.512
'[09:48:32.160 24/01/1995]',-0.388,-0.368,0.525,-0.512
'[09:48:32.162 24/01/1995]',-0.388,-0.334,0.525,-0.512
'[09:48:32.164 24/01/1995]',-0.388,-0.334,0.525,-0.512
'[09:48:32.166 24/01/1995]',-0.388,-0.334,0.525,-0.512
'[09:48:32.168 24/01/1995]',-0.388,-0.334,0.591,-0.512
'[09:48:32.170 24/01/1995]',-0.388,-0.334,0.591,-0.512
'[09:48:32.172 24/01/1995]',-0.388,-0.334,0.591,-0.512
'[09:48:32.174 24/01/1995]',-0.388,-0.334,0.591,-0.512
'[09:48:32.176 24/01/1995]',-0.388,-0.334,0.632,-0.512
'[09:48:32.178 24/01/1995]',-0.388,-0.334,0.632,-0.512
'[09:48:32.180 24/01/1995]',-0.388,-0.334,0.632,-0.512
'[09:48:32.182 24/01/1995]',-0.352,-0.334,0.632,-0.512
'[09:48:32.184 24/01/1995]',-0.352,-0.334,0.661,-0.512
'[09:48:32.186 24/01/1995]',-0.352,-0.334,0.661,-0.512
'[09:48:32.188 24/01/1995]',-0.352,-0.334,0.661,-0.512
'[09:48:32.190 24/01/1995]',-0.352,-0.334,0.661,-0.512
'[09:48:32.192 24/01/1995]',-0.352,-0.334,0.679,-0.512
'[09:48:32.194 24/01/1995]',-0.352,-0.334,0.679,-0.512
'[09:48:32.196 24/01/1995]',-0.352,-0.334,0.679,-0.512
'[09:48:32.198 24/01/1995]',-0.352,-0.301,0.679,-0.512
'[09:48:32.200 24/01/1995]',-0.352,-0.301,0.685,-0.512
'[09:48:32.202 24/01/1995]',-0.352,-0.301,0.685,-0.512
'[09:48:32.204 24/01/1995]',-0.352,-0.301,0.685,-0.512
'[09:48:32.206 24/01/1995]',-0.352,-0.301,0.685,-0.512
'[09:48:32.208 24/01/1995]',-0.352,-0.301,0.673,-0.512
'[09:48:32.210 24/01/1995]',-0.352,-0.301,0.673,-0.512
'[09:48:32.212 24/01/1995]',-0.352,-0.301,0.673,-0.512
'[09:48:32.214 24/01/1995]',-0.352,-0.301,0.673,-0.512
'[09:48:32.216 24/01/1995]',-0.352,-0.301,0.661,-0.512
'[09:48:32.218 24/01/1995]',-0.352,-0.301,0.661,-0.512
'[09:48:32.220 24/01/1995]',-0.317,-0.301,0.661,-0.512
'[09:48:32.222 24/01/1995]',-0.317,-0.301,0.661,-0.512
'[09:48:32.224 24/01/1995]',-0.317,-0.301,0.649,-0.512
'[09:48:32.226 24/01/1995]',-0.317,-0.301,0.649,-0.512
'[09:48:32.228 24/01/1995]',-0.317,-0.301,0.649,-0.512
'[09:48:32.230 24/01/1995]',-0.317,-0.301,0.649,-0.512
'[09:48:32.232 24/01/1995]',-0.317,-0.301,0.614,-0.512
'[09:48:32.234 24/01/1995]',-0.317,-0.301,0.614,-0.512
'[09:48:32.236 24/01/1995]',-0.317,-0.301,0.614,-0.512
'[09:48:32.238 24/01/1995]',-0.317,-0.301,0.614,-0.512
'[09:48:32.240 24/01/1995]',-0.317,-0.301,0.585,-0.512
'[09:48:32.242 24/01/1995]',-0.317,-0.267,0.585,-0.512
'[09:48:32.244 24/01/1995]',-0.317,-0.267,0.585,-0.512
'[09:48:32.246 24/01/1995]',-0.317,-0.267,0.585,-0.512
'[09:48:32.248 24/01/1995]',-0.317,-0.267,0.555,-0.512
'[09:48:32.250 24/01/1995]',-0.317,-0.267,0.555,-0.512
'[09:48:32.252 24/01/1995]',-0.317,-0.267,0.555,-0.512
'[09:48:32.254 24/01/1995]',-0.317,-0.267,0.555,-0.512
'[09:48:32.256 24/01/1995]',-0.317,-0.267,0.519,-0.512
'[09:48:32.258 24/01/1995]',-0.317,-0.267,0.519,-0.512
'[09:48:32.260 24/01/1995]',-0.317,-0.267,0.519,-0.512
'[09:48:32.262 24/01/1995]',-0.317,-0.267,0.519,-0.512
'[09:48:32.264 24/01/1995]',-0.281,-0.267,0.478,-0.512
'[09:48:32.266 24/01/1995]',-0.281,-0.267,0.478,-0.512
'[09:48:32.268 24/01/1995]',-0.281,-0.267,0.478,-0.512
'[09:48:32.270 24/01/1995]',-0.281,-0.267,0.478,-0.512
'[09:48:32.272 24/01/1995]',-0.281,-0.267,0.425,-0.512
'[09:48:32.274 24/01/1995]',-0.281,-0.267,0.425,-0.512
'[09:48:32.276 24/01/1995]',-0.281,-0.267,0.425,-0.512
'[09:48:32.278 24/01/1995]',-0.281,-0.233,0.425,-0.512
'[09:48:32.280 24/01/1995]',-0.281,-0.233,0.378,-0.512
'[09:48:32.282 24/01/1995]',-0.281,-0.233,0.378,-0.512
'[09:48:32.284 24/01/1995]',-0.281,-0.233,0.378,-0.512
'[09:48:32.286 24/01/1995]',-0.281,-0.233,0.378,-0.512
'[09:48:32.288 24/01/1995]',-0.281,-0.233,0.337,-0.512
'[09:48:32.290 24/01/1995]',-0.281,-0.233,0.337,-0.512
'[09:48:32.292 24/01/1995]',-0.281,-0.233,0.337,-0.512
'[09:48:32.294 24/01/1995]',-0.281,-0.233,0.337,-0.512
'[09:48:32.296 24/01/1995]',-0.246,-0.233,0.278,-0.512
'[09:48:32.298 24/01/1995]',-0.246,-0.233,0.278,-0.512
'[09:48:32.300 24/01/1995]',-0.246,-0.233,0.278,-0.512
'[09:48:32.302 24/01/1995]',-0.246,-0.233,0.278,-0.512
'[09:48:32.304 24/01/1995]',-0.246,-0.233,0.225,-0.512
'[09:48:32.306 24/01/1995]',-0.246,-0.233,0.225,-0.512
'[09:48:32.308 24/01/1995]',-0.246,-0.233,0.225,-0.512
'[09:48:32.310 24/01/1995]',-0.246,-0.233,0.225,-0.512
'[09:48:32.312 24/01/1995]',-0.246,-0.233,0.171,-0.512
'[09:48:32.314 24/01/1995]',-0.246,-0.233,0.171,-0.512
'[09:48:32.316 24/01/1995]',-0.246,-0.233,0.171,-0.512
'[09:48:32.318 24/01/1995]',-0.246,-0.233,0.171,-0.512
'[09:48:32.320 24/01/1995]',-0.246,-0.233,0.118,-0.512
'[09:48:32.322 24/01/1995]',-0.246,-0.233,0.118,-0.512
'[09:48:32.324 24/01/1995]',-0.246,-0.233,0.118,-0.512
'[09:48:32.326 24/01/1995]',-0.246,-0.233,0.118,-0.512
'[09:48:32.328 24/01/1995]',0.003,0.003,0.065,-0.512
'[09:48:32.330 24/01/1995]',0.003,0.003,0.065,-0.512
'[09:48:32.332 24/01/1995]',0.003,0.003,0.065,-0.512
'[09:48:32.334 24/01/1995]',0.003,0.003,0.065,-0.512
'[09:48:32.336 24/01/1995]',0.003,0.003,0.018,-0.512
'[09:48:32.338 24/01/1995]',0.003,0.003,0.018,-0.512
'[09:48:32.340 24/01/1995]',0.003,0.003,0.018,-0.512
'[09:48:32.342 24/01/1995]',0.003,0.003,0.018,-0.512
'[09:48:32.344 24/01/1995]',0.003,0.003,-0.029,-0.512
'[09:48:32.346 24/01/1995]',0.003,0.003,-0.029,-0.512
'[09:48:32.348 24/01/1995]',0.003,0.003,-0.029,-0.512
'[09:48:32.350 24/01/1995]',0.003,0.003,-0.029,-0.512
'[09:48:32.352 24/01/1995]',0.003,0.003,-0.071,-0.512
'[09:48:32.354 24/01/1995]',0.003,0.003,-0.071,-0.512
'[09:48:32.356 24/01/1995]',0.003,0.003,-0.071,-0.512
'[09:48:32.358 24/01/1995]',0.003,0.003,-0.071,-0.512
'[09:48:32.360 24/01/1995]',0.003,0.003,-0.106,-0.512
'[09:48:32.362 24/01/1995]',0.003,0.003,-0.106,-0.512
'[09:48:32.364 24/01/1995]',0.003,0.003,-0.106,-0.512
'[09:48:32.366 24/01/1995]',0.003,0.003,-0.106,-0.512
'[09:48:32.368 24/01/1995]',0.003,0.003,-0.142,-0.512
'[09:48:32.370 24/01/1995]',0.003,0.003,-0.142,-0.512
'[09:48:32.372 24/01/1995]',0.003,0.003,-0.142,-0.512
'[09:48:32.374 24/01/1995]',0.003,0.003,-0.142,-0.512
'[09:48:32.376 24/01/1995]',0.003,0.003,-0.172,-0.512
'[09:48:32.378 24/01/1995]',0.003,0.003,-0.172,-0.512
'[09:48:32.380 24/01/1995]',0.003,0.003,-0.172,-0.512
'[09:48:32.382 24/01/1995]',0.003,0.003,-0.172,-0.512
'[09:48:32.384 24/01/1995]',0.003,0.003,-0.189,-0.512
'[09:48:32.386 24/01/1995]',0.003,0.003,-0.189,-0.512
'[09:48:32.388 24/01/1995]',0.003,0.003,-0.189,-0.512
'[09:48:32.390 24/01/1995]',0.003,0.003,-0.189,-0.512
'[09:48:32.392 24/01/1995]',0.003,0.003,-0.218,-0.512
'[09:48:32.394 24/01/1995]',0.003,0.003,-0.218,-0.512
'[09:48:32.396 24/01/1995]',0.003,0.003,-0.218,-0.512
'[09:48:32.398 24/01/1995]',0.003,0.003,-0.218,-0.512
'[09:48:32.400 24/01/1995]',0.003,0.003,-0.231,-0.512
'[09:48:32.402 24/01/1995]',0.003,0.003,-0.231,-0.512
'[09:48:32.404 24/01/1995]',0.003,0.003,-0.231,-0.512
'[09:48:32.406 24/01/1995]',0.003,0.003,-0.231,-0.512
'[09:48:32.408 24/01/1995]',0.003,0.003,-0.248,-0.512
'[09:48:32.410 24/01/1995]',0.003,0.003,-0.248,-0.512
'[09:48:32.412 24/01/1995]',0.003,0.003,-0.248,-0.512
'[09:48:32.414 24/01/1995]',0.003,0.003,-0.248,-0.512
'[09:48:32.416 24/01/1995]',0.003,0.003,-0.254,-0.512
'[09:48:32.418 24/01/1995]',0.003,0.003,-0.254,-0.512
'[09:48:32.420 24/01/1995]',0.003,0.003,-0.254,-0.512
'[09:48:32.422 24/01/1995]',0.003,0.003,-0.254,-0.512
'[09:48:32.424 24/01/1995]',0.003,0.003,-0.272,-0.512
'[09:48:32.426 24/01/1995]',0.003,0.003,-0.272,-0.512
'[09:48:32.428 24/01/1995]',0.003,0.003,-0.272,-0.512
'[09:48:32.430 24/01/1995]',0.003,0.003,-0.272,-0.512
'[09:48:32.432 24/01/1995]',0.003,0.003,-0.278,-0.512
'[09:48:32.434 24/01/1995]',0.003,0.003,-0.278,-0.512
'[09:48:32.436 24/01/1995]',0.003,0.003,-0.278,-0.512
'[09:48:32.438 24/01/1995]',0.003,0.003,-0.278,-0.512
'[09:48:32.440 24/01/1995]',0.003,0.003,-0.289,-0.512
'[09:48:32.442 24/01/1995]',0.003,0.003,-0.289,-0.512
'[09:48:32.444 24/01/1995]',0.003,0.003,-0.289,-0.512
'[09:48:32.446 24/01/1995]',0.003,0.003,-0.289,-0.512
'[09:48:32.448 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.450 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.452 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.454 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.456 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.458 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.460 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.462 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.464 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.466 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.468 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.470 24/01/1995]',0.003,0.003,-0.295,-0.512
'[09:48:32.472 24/01/1995]',0.003,0.003,-0.303,-0.512
'[09:48:32.474 24/01/1995]',0.003,0.003,-0.303,-0.512
'[09:48:32.476 24/01/1995]',0.003,0.003,-0.303,-0.512
'[09:48:32.478 24/01/1995]',0.003,0.003,-0.303,-0.512
'[09:48:32.480 24/01/1995]',0.003,0.003,-0.314,-0.512
'[09:48:32.482 24/01/1995]',0.003,0.003,-0.314,-0.512
'[09:48:32.484 24/01/1995]',0.003,0.003,-0.314,-0.512
'[09:48:32.486 24/01/1995]',0.003,0.003,-0.314,-0.512
'[09:48:32.488 24/01/1995]',0.003,0.003,-0.308,-0.512
'[09:48:32.490 24/01/1995]',0.003,0.003,-0.308,-0.512
'[09:48:32.492 24/01/1995]',0.003,0.003,-0.308,-0.512
'[09:48:32.494 24/01/1995]',0.003,0.003,-0.308,-0.512
'[09:48:32.496 24/01/1995]',0.003,0.003,-0.314,-0.512
'[09:48:32.498 24/01/1995]',0.003,0.003,-0.314,-0.512
'[09:48:32.500 24/01/1995]',0.003,0.003,-0.314,-0.512
'[09:48:32.502 24/01/1995]',0.003,0.003,-0.314,-0.512
'[09:48:32.504 24/01/1995]',0.003,0.003,-0.303,-0.512
'[09:48:32.506 24/01/1995]',0.003,0.003,-0.303,-0.512
'[09:48:32.508 24/01/1995]',0.003,0.003,-0.303,-0.512
'[09:48:32.510 24/01/1995]',0.003,0.003,-0.303,-0.512
'[09:48:32.512 24/01/1995]',0.003,0.003,-0.308,-0.512
'[09:48:32.514 24/01/1995]',0.003,0.003,-0.308,-0.512
'[09:48:32.516 24/01/1995]',0.003,0.003,-0.308,-0.512
'[09:48:32.518 24/01/1995]',0.003,0.003,-0.308,-0.512
'[09:48:32.520 24/01/1995]',0.003,0.003,-0.297,-0.512
'[09:48:32.522 24/01/1995]',0.003,0.003,-0.297,-0.512
'[09:48:32.524 24/01/1995]',0.003,0.003,-0.297,-0.512
'[09:48:32.526 24/01/1995]',0.003,0.003,-0.297,-0.512
'[09:48:32.528 24/01/1995]',0.003,0.003,-0.297,-0.512
'[09:48:32.530 24/01/1995]',0.003,0.003,-0.297,-0.512
'[09:48:32.532 24/01/1995]',0.003,0.003,-0.297,-0.512
'[09:48:32.534 24/01/1995]',0.003,0.003,-0.297,-0.512
'[09:48:32.536 24/01/1995]',0.003,0.003,-0.297,-0.447
'[09:48:32.538 24/01/1995]',0.003,0.003,-0.297,-0.447
'[09:48:32.540 24/01/1995]',0.003,0.003,-0.297,-0.447
'[09:48:32.542 24/01/1995]',0.003,0.003,-0.297,-0.447
'[09:48:32.544 24/01/1995]',0.003,0.003,-0.286,-0.390
'[09:48:32.546 24/01/1995]',0.003,0.003,-0.286,-0.390
'[09:48:32.548 24/01/1995]',0.003,0.003,-0.286,-0.390
'[09:48:32.550 24/01/1995]',0.003,0.003,-0.286,-0.390
'[09:48:32.552 24/01/1995]',0.003,0.003,-0.281,-0.324
'[09:48:32.554 24/01/1995]',0.003,0.003,-0.281,-0.324
'[09:48:32.556 24/01/1995]',0.003,0.003,-0.281,-0.324
'[09:48:32.558 24/01/1995]',0.003,0.003,-0.281,-0.324
'[09:48:32.560 24/01/1995]',0.003,0.003,-0.275,-0.259
'[09:48:32.562 24/01/1995]',0.003,0.003,-0.275,-0.259
'[09:48:32.564 24/01/1995]',0.003,0.003,-0.275,-0.259
'[09:48:32.566 24/01/1995]',0.003,0.003,-0.275,-0.259
'[09:48:32.568 24/01/1995]',0.003,0.003,-0.270,-0.201
'[09:48:32.570 24/01/1995]',0.003,0.003,-0.270,-0.201
'[09:48:32.572 24/01/1995]',0.003,0.003,-0.270,-0.201
'[09:48:32.574 24/01/1995]',0.003,0.003,-0.270,-0.201
'[09:48:32.576 24/01/1995]',0.003,0.003,-0.264,-0.136
