'Time and date','II','MCL1','V','ABP','PAP','PLETH','RESP'
'[14:01:49.598 24/11/1995]',-0.312,0.062,-0.264,163.125,45.150,1.024,-
'[14:01:49.600 24/11/1995]',-0.312,0.062,-0.264,121.950,45.150,1.024,-
'[14:01:49.602 24/11/1995]',-0.312,0.062,-0.264,121.950,45.150,1.024,-
'[14:01:49.604 24/11/1995]',-0.312,0.062,-0.264,121.950,45.150,1.024,-
'[14:01:49.606 24/11/1995]',-0.312,0.062,-0.264,121.950,45.150,1.024,-
'[14:01:49.608 24/11/1995]',-0.312,0.062,-0.264,64.800,45.150,1.024,-
'[14:01:49.610 24/11/1995]',-0.312,0.062,-0.264,64.800,45.150,1.024,-
'[14:01:49.612 24/11/1995]',-0.311,0.062,-0.264,64.800,45.150,1.024,-
'[14:01:49.614 24/11/1995]',-0.310,0.062,-0.264,64.800,45.150,1.024,-
'[14:01:49.616 24/11/1995]',-0.309,0.062,-0.264,20.850,21.075,1.024,-
'[14:01:49.618 24/11/1995]',-0.309,0.062,-0.264,20.850,21.075,1.024,-
'[14:01:49.620 24/11/1995]',-0.309,0.062,-0.254,20.850,21.075,1.024,-
'[14:01:49.622 24/11/1995]',-0.309,0.062,-0.254,20.850,21.075,1.024,-
'[14:01:49.624 24/11/1995]',-0.301,0.060,-0.254,3.000,3.025,1.024,-
'[14:01:49.626 24/11/1995]',-0.293,0.059,-0.254,3.000,3.025,1.024,-
'[14:01:49.628 24/11/1995]',-0.268,0.055,-0.254,3.000,3.025,1.024,-
'[14:01:49.630 24/11/1995]',-0.244,0.052,-0.254,3.000,3.025,1.024,-
'[14:01:49.632 24/11/1995]',-0.207,0.046,-0.244,0.000,0.000,1.024,-
'[14:01:49.634 24/11/1995]',-0.170,0.041,-0.244,0.000,0.000,1.024,-
'[14:01:49.636 24/11/1995]',-0.126,0.035,-0.244,0.000,0.000,1.024,-
'[14:01:49.638 24/11/1995]',-0.082,0.029,-0.244,0.000,0.000,1.024,-
'[14:01:49.640 24/11/1995]',-0.047,0.024,0.001,0.000,0.000,1.024,-
'[14:01:49.642 24/11/1995]',-0.013,0.019,0.001,0.000,0.000,1.024,-
'[14:01:49.644 24/11/1995]',0.005,0.016,0.001,0.000,0.000,1.024,-
'[14:01:49.646 24/11/1995]',0.023,0.013,0.001,0.000,0.000,1.024,-
'[14:01:49.648 24/11/1995]',0.026,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.650 24/11/1995]',0.029,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.652 24/11/1995]',0.027,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.654 24/11/1995]',0.024,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.656 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.658 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.660 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.662 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.664 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.666 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.668 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.670 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.672 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.674 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.676 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.678 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.680 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.682 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.684 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.686 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.688 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.690 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.692 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.694 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.696 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.698 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.700 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.702 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.704 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.706 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.708 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.710 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.712 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.714 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.716 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.718 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.720 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.722 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.724 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.726 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.728 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.730 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.732 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.734 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.736 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.738 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.740 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.742 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.024,-
'[14:01:49.744 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.018,-
'[14:01:49.746 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.018,-
'[14:01:49.748 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.018,-
'[14:01:49.750 24/11/1995]',0.023,0.012,0.001,0.000,0.000,1.018,-
'[14:01:49.752 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.973,-
'[14:01:49.754 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.973,-
'[14:01:49.756 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.973,-
'[14:01:49.758 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.973,-
'[14:01:49.760 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.920,-
'[14:01:49.762 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.920,-
'[14:01:49.764 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.920,-
'[14:01:49.766 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.920,-
'[14:01:49.768 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.872,-
'[14:01:49.770 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.872,-
'[14:01:49.772 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.872,-
'[14:01:49.774 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.872,-
'[14:01:49.776 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.819,-
'[14:01:49.778 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.819,-
'[14:01:49.780 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.819,-
'[14:01:49.782 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.819,-
'[14:01:49.784 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.777,-
'[14:01:49.786 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.777,-
'[14:01:49.788 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.777,-
'[14:01:49.790 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.777,-
'[14:01:49.792 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.735,-
'[14:01:49.794 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.735,-
'[14:01:49.796 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.735,-
'[14:01:49.798 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.735,-
'[14:01:49.800 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.690,-
'[14:01:49.802 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.690,-
'[14:01:49.804 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.690,-
'[14:01:49.806 24/11/1995]',0.023,0.012,0.001,0.000,0.000,0.690,-
'[14:01:49.808 24/11/1995]',0.023,0.012,0.001,1.650,0.450,0.651,-
'[14:01:49.810 24/11/1995]',0.023,0.012,0.001,1.650,0.450,0.651,-
'[14:01:49.812 24/11/1995]',0.023,0.012,0.001,1.650,0.450,0.651,-
'[14:01:49.814 24/11/1995]',0.023,0.012,0.001,1.650,0.450,0.651,-
'[14:01:49.816 24/11/1995]',0.023,0.012,0.001,11.775,3.450,0.613,-
'[14:01:49.818 24/11/1995]',0.023,0.012,0.001,11.775,3.450,0.613,-
'[14:01:49.820 24/11/1995]',0.023,0.012,0.001,11.775,3.450,0.613,-
'[14:01:49.822 24/11/1995]',0.023,0.012,0.001,11.775,3.450,0.613,-
'[14:01:49.824 24/11/1995]',0.023,0.012,0.001,37.050,10.825,0.574,-
'[14:01:49.826 24/11/1995]',0.023,0.012,0.001,37.050,10.825,0.574,-
'[14:01:49.828 24/11/1995]',0.023,0.012,0.001,37.050,10.825,0.574,-
'[14:01:49.830 24/11/1995]',0.023,0.012,0.001,37.050,10.825,0.574,-
'[14:01:49.832 24/11/1995]',0.023,0.012,0.001,70.650,20.725,0.542,-
'[14:01:49.834 24/11/1995]',0.023,0.012,0.001,70.650,20.725,0.542,-
'[14:01:49.836 24/11/1995]',0.023,0.012,0.001,70.650,20.725,0.542,-
'[14:01:49.838 24/11/1995]',0.023,0.012,0.001,70.650,20.725,0.542,-
'[14:01:49.840 24/11/1995]',0.023,0.012,0.001,95.475,28.000,0.511,-
'[14:01:49.842 24/11/1995]',0.023,0.012,0.001,95.475,28.000,0.511,-
'[14:01:49.844 24/11/1995]',0.023,0.012,0.001,95.475,28.000,0.511,-
'[14:01:49.846 24/11/1995]',0.023,0.012,0.001,95.475,28.000,0.511,-
'[14:01:49.848 24/11/1995]',0.023,0.012,0.001,104.925,30.750,0.483,-0.861
'[14:01:49.850 24/11/1995]',0.023,0.012,0.001,104.925,30.750,0.483,-0.861
'[14:01:49.852 24/11/1995]',0.023,0.012,0.001,104.925,30.750,0.483,-0.861
'[14:01:49.854 24/11/1995]',0.023,0.012,0.001,104.925,30.750,0.483,-0.861
'[14:01:49.856 24/11/1995]',0.023,0.012,0.001,105.750,31.050,0.455,-0.717
'[14:01:49.858 24/11/1995]',0.023,0.012,0.001,105.750,31.050,0.455,-0.717
'[14:01:49.860 24/11/1995]',0.023,0.012,0.001,105.750,31.050,0.455,-0.717
'[14:01:49.862 24/11/1995]',0.023,0.012,0.001,105.750,31.050,0.455,-0.717
'[14:01:49.864 24/11/1995]',0.023,0.012,0.001,104.925,30.875,0.427,-0.553
'[14:01:49.866 24/11/1995]',0.023,0.012,0.001,104.925,30.875,0.427,-0.553
'[14:01:49.868 24/11/1995]',0.023,0.012,0.001,104.925,30.875,0.427,-0.553
'[14:01:49.870 24/11/1995]',0.023,0.012,0.001,104.925,30.875,0.427,-0.553
'[14:01:49.872 24/11/1995]',0.023,0.012,0.001,104.025,30.750,0.396,-0.390
'[14:01:49.874 24/11/1995]',0.023,0.012,0.001,104.025,30.750,0.396,-0.390
'[14:01:49.876 24/11/1995]',0.023,0.012,0.001,104.025,30.750,0.396,-0.390
'[14:01:49.878 24/11/1995]',0.023,0.012,0.001,104.025,30.750,0.396,-0.390
'[14:01:49.880 24/11/1995]',0.023,0.012,0.001,103.200,30.625,0.371,-0.246
'[14:01:49.882 24/11/1995]',0.023,0.012,0.001,103.200,30.625,0.371,-0.246
'[14:01:49.884 24/11/1995]',0.023,0.012,0.001,103.200,30.625,0.371,-0.246
'[14:01:49.886 24/11/1995]',0.023,0.012,0.001,103.200,30.625,0.371,-0.246
'[14:01:49.888 24/11/1995]',0.023,0.012,0.001,102.450,30.575,0.336,-0.083
'[14:01:49.890 24/11/1995]',0.023,0.012,0.001,102.450,30.575,0.336,-0.083
'[14:01:49.892 24/11/1995]',0.023,0.012,0.001,102.450,30.575,0.336,-0.083
'[14:01:49.894 24/11/1995]',0.023,0.012,0.001,102.450,30.575,0.336,-0.083
'[14:01:49.896 24/11/1995]',0.023,0.012,0.001,101.775,30.575,0.304,0.081
'[14:01:49.898 24/11/1995]',0.023,0.012,0.001,101.775,30.575,0.304,0.081
'[14:01:49.900 24/11/1995]',0.023,0.012,0.001,101.775,30.575,0.304,0.081
'[14:01:49.902 24/11/1995]',0.023,0.012,0.001,101.775,30.575,0.304,0.081
'[14:01:49.904 24/11/1995]',0.023,0.012,0.001,101.100,30.525,0.273,0.245
'[14:01:49.906 24/11/1995]',0.023,0.012,0.001,101.100,30.525,0.273,0.245
'[14:01:49.908 24/11/1995]',0.023,0.012,0.001,101.100,30.525,0.273,0.245
'[14:01:49.910 24/11/1995]',0.023,0.012,0.001,101.100,30.525,0.273,0.245
'[14:01:49.912 24/11/1995]',0.023,0.012,0.001,100.500,30.525,0.238,0.388
'[14:01:49.914 24/11/1995]',0.023,0.012,0.001,100.500,30.525,0.238,0.388
'[14:01:49.916 24/11/1995]',0.023,0.012,0.001,100.500,30.525,0.238,0.388
'[14:01:49.918 24/11/1995]',0.023,0.012,0.001,100.500,30.525,0.238,0.388
'[14:01:49.920 24/11/1995]',0.023,0.012,0.001,99.900,30.400,0.203,0.552
'[14:01:49.922 24/11/1995]',0.023,0.012,0.001,99.900,30.400,0.203,0.552
'[14:01:49.924 24/11/1995]',0.023,0.012,0.001,99.900,30.400,0.203,0.552
'[14:01:49.926 24/11/1995]',0.023,0.012,0.001,99.900,30.400,0.203,0.552
'[14:01:49.928 24/11/1995]',0.023,0.012,0.001,99.450,30.275,0.172,0.716
'[14:01:49.930 24/11/1995]',0.023,0.012,0.001,99.450,30.275,0.172,0.716
'[14:01:49.932 24/11/1995]',0.023,0.012,0.001,99.450,30.275,0.172,0.716
'[14:01:49.934 24/11/1995]',0.023,0.012,0.001,99.450,30.275,0.172,0.716
'[14:01:49.936 24/11/1995]',0.023,0.012,0.001,99.075,30.225,0.140,0.859
'[14:01:49.938 24/11/1995]',0.023,0.012,0.001,99.075,30.225,0.140,0.859
'[14:01:49.940 24/11/1995]',0.023,0.012,0.001,99.075,30.225,0.140,0.859
'[14:01:49.942 24/11/1995]',0.023,0.012,0.001,99.075,30.225,0.140,0.859
'[14:01:49.944 24/11/1995]',0.023,0.012,0.001,98.625,30.175,0.108,1.022
'[14:01:49.946 24/11/1995]',0.023,0.012,0.001,98.625,30.175,0.108,1.022
'[14:01:49.948 24/11/1995]',0.023,0.012,0.001,98.625,30.175,0.108,1.022
'[14:01:49.950 24/11/1995]',0.023,0.012,0.001,98.625,30.175,0.108,1.022
'[14:01:49.952 24/11/1995]',0.023,0.012,0.001,98.250,30.175,0.081,0.859
'[14:01:49.954 24/11/1995]',0.023,0.012,0.001,98.250,30.175,0.081,0.859
'[14:01:49.956 24/11/1995]',0.023,0.012,0.001,98.250,30.175,0.081,0.859
'[14:01:49.958 24/11/1995]',0.023,0.012,0.001,98.250,30.175,0.081,0.859
'[14:01:49.960 24/11/1995]',0.023,0.012,0.001,97.950,30.100,0.052,0.716
'[14:01:49.962 24/11/1995]',0.023,0.012,0.001,97.950,30.100,0.052,0.716
'[14:01:49.964 24/11/1995]',0.023,0.012,0.001,97.950,30.100,0.052,0.716
'[14:01:49.966 24/11/1995]',0.023,0.012,0.001,97.950,30.100,0.052,0.716
'[14:01:49.968 24/11/1995]',0.023,0.012,0.001,97.650,29.975,0.028,0.552
'[14:01:49.970 24/11/1995]',0.023,0.012,0.001,97.650,29.975,0.028,0.552
'[14:01:49.972 24/11/1995]',0.023,0.012,0.001,97.650,29.975,0.028,0.552
'[14:01:49.974 24/11/1995]',0.023,0.012,0.001,97.650,29.975,0.028,0.552
'[14:01:49.976 24/11/1995]',0.023,0.012,0.001,97.350,29.750,0.004,0.388
'[14:01:49.978 24/11/1995]',0.023,0.012,0.001,97.350,29.750,0.004,0.388
'[14:01:49.980 24/11/1995]',0.023,0.012,0.001,97.350,29.750,0.004,0.388
'[14:01:49.982 24/11/1995]',0.023,0.012,0.001,97.350,29.750,0.004,0.388
'[14:01:49.984 24/11/1995]',0.023,0.012,0.001,97.125,29.525,-0.025,0.245
'[14:01:49.986 24/11/1995]',0.023,0.012,0.001,97.125,29.525,-0.025,0.245
'[14:01:49.988 24/11/1995]',0.023,0.012,0.001,97.125,29.525,-0.025,0.245
'[14:01:49.990 24/11/1995]',0.023,0.012,0.001,97.125,29.525,-0.025,0.245
'[14:01:49.992 24/11/1995]',0.023,0.012,0.001,96.900,29.350,-0.049,0.081
'[14:01:49.994 24/11/1995]',0.023,0.012,0.001,96.900,29.350,-0.049,0.081
'[14:01:49.996 24/11/1995]',0.023,0.012,0.001,96.900,29.350,-0.049,0.081
'[14:01:49.998 24/11/1995]',0.023,0.012,0.001,96.900,29.350,-0.049,0.081
'[14:01:50.000 24/11/1995]',0.023,0.012,0.001,96.675,29.350,-0.077,-0.083
'[14:01:50.002 24/11/1995]',0.023,0.012,0.001,96.675,29.350,-0.077,-0.083
'[14:01:50.004 24/11/1995]',0.023,0.012,0.001,96.675,29.350,-0.077,-0.083
'[14:01:50.006 24/11/1995]',0.023,0.012,0.001,96.675,29.350,-0.077,-0.083
'[14:01:50.008 24/11/1995]',0.023,0.012,0.001,96.525,29.350,-0.102,-0.246
'[14:01:50.010 24/11/1995]',0.023,0.012,0.001,96.525,29.350,-0.102,-0.246
'[14:01:50.012 24/11/1995]',0.023,0.012,0.001,96.525,29.350,-0.102,-0.246
'[14:01:50.014 24/11/1995]',0.023,0.012,0.001,96.525,29.350,-0.102,-0.246
'[14:01:50.016 24/11/1995]',0.023,0.012,0.001,96.375,29.350,-0.130,-0.390
'[14:01:50.018 24/11/1995]',0.023,0.012,0.001,96.375,29.350,-0.130,-0.390
'[14:01:50.020 24/11/1995]',0.023,0.012,0.001,96.375,29.350,-0.130,-0.390
'[14:01:50.022 24/11/1995]',0.023,0.012,0.001,96.375,29.350,-0.130,-0.390
'[14:01:50.024 24/11/1995]',0.023,0.012,0.001,96.225,29.275,-0.154,-0.553
'[14:01:50.026 24/11/1995]',0.023,0.012,0.001,96.225,29.275,-0.154,-0.553
'[14:01:50.028 24/11/1995]',0.023,0.012,0.001,96.225,29.275,-0.154,-0.553
'[14:01:50.030 24/11/1995]',0.023,0.012,0.001,96.225,29.275,-0.154,-0.553
'[14:01:50.032 24/11/1995]',0.023,0.012,0.001,96.150,29.350,-0.182,-0.717
'[14:01:50.034 24/11/1995]',0.023,0.012,0.001,96.150,29.350,-0.182,-0.717
'[14:01:50.036 24/11/1995]',0.023,0.012,0.001,96.150,29.350,-0.182,-0.717
'[14:01:50.038 24/11/1995]',0.023,0.012,0.001,96.150,29.350,-0.182,-0.717
'[14:01:50.040 24/11/1995]',0.023,0.012,0.001,96.000,29.350,-0.200,-0.861
'[14:01:50.042 24/11/1995]',0.023,0.012,0.001,96.000,29.350,-0.200,-0.861
'[14:01:50.044 24/11/1995]',0.023,0.012,0.001,96.000,29.350,-0.200,-0.861
'[14:01:50.046 24/11/1995]',0.023,0.012,0.001,96.000,29.350,-0.200,-0.861
'[14:01:50.048 24/11/1995]',0.023,0.012,0.001,95.850,29.350,-0.224,-
'[14:01:50.050 24/11/1995]',0.023,0.012,0.001,95.850,29.350,-0.224,-
'[14:01:50.052 24/11/1995]',0.023,0.012,0.001,95.850,29.350,-0.224,-
'[14:01:50.054 24/11/1995]',0.023,0.012,0.001,95.850,29.350,-0.224,-
'[14:01:50.056 24/11/1995]',0.023,0.012,0.001,95.700,29.100,-0.238,-0.861
'[14:01:50.058 24/11/1995]',0.023,0.012,0.001,95.700,29.100,-0.238,-0.861
'[14:01:50.060 24/11/1995]',0.023,0.012,0.001,95.700,29.100,-0.238,-0.861
'[14:01:50.062 24/11/1995]',0.023,0.012,0.001,95.700,29.100,-0.238,-0.861
'[14:01:50.064 24/11/1995]',0.023,0.012,0.001,95.475,28.700,-0.259,-0.717
'[14:01:50.066 24/11/1995]',0.023,0.012,0.001,95.475,28.700,-0.259,-0.717
'[14:01:50.068 24/11/1995]',0.023,0.012,0.001,95.475,28.700,-0.259,-0.717
'[14:01:50.070 24/11/1995]',0.023,0.012,0.001,95.475,28.700,-0.259,-0.717
'[14:01:50.072 24/11/1995]',0.023,0.012,0.001,95.175,28.225,-0.277,-0.553
'[14:01:50.074 24/11/1995]',0.023,0.012,0.001,95.175,28.225,-0.277,-0.553
'[14:01:50.076 24/11/1995]',0.023,0.012,0.001,95.175,28.225,-0.277,-0.553
'[14:01:50.078 24/11/1995]',0.023,0.012,0.001,95.175,28.225,-0.277,-0.553
'[14:01:50.080 24/11/1995]',0.023,0.012,0.001,94.800,27.750,-0.287,-0.390
'[14:01:50.082 24/11/1995]',0.023,0.012,0.001,94.800,27.750,-0.287,-0.390
'[14:01:50.084 24/11/1995]',0.023,0.012,0.001,94.800,27.750,-0.287,-0.390
'[14:01:50.086 24/11/1995]',0.023,0.012,0.001,94.800,27.750,-0.287,-0.390
'[14:01:50.088 24/11/1995]',0.023,0.012,0.001,94.500,27.350,-0.304,-0.246
'[14:01:50.090 24/11/1995]',0.023,0.012,0.001,94.500,27.350,-0.304,-0.246
'[14:01:50.092 24/11/1995]',0.023,0.012,0.001,94.500,27.350,-0.304,-0.246
'[14:01:50.094 24/11/1995]',0.023,0.012,0.001,94.500,27.350,-0.304,-0.246
'[14:01:50.096 24/11/1995]',0.023,0.012,0.001,94.050,27.175,-0.315,-0.083
'[14:01:50.098 24/11/1995]',0.023,0.012,0.001,94.050,27.175,-0.315,-0.083
'[14:01:50.100 24/11/1995]',0.023,0.012,0.001,94.050,27.175,-0.315,-0.083
'[14:01:50.102 24/11/1995]',0.023,0.012,0.001,94.050,27.175,-0.315,-0.083
'[14:01:50.104 24/11/1995]',0.023,0.012,0.001,93.750,27.350,-0.333,0.081
'[14:01:50.106 24/11/1995]',0.023,0.012,0.001,93.750,27.350,-0.333,0.081
'[14:01:50.108 24/11/1995]',0.023,0.012,0.001,93.750,27.350,-0.333,0.081
'[14:01:50.110 24/11/1995]',0.023,0.012,0.001,93.750,27.350,-0.333,0.081
'[14:01:50.112 24/11/1995]',0.023,0.012,0.001,93.375,27.925,-0.346,0.245
'[14:01:50.114 24/11/1995]',0.023,0.012,0.001,93.375,27.925,-0.346,0.245
'[14:01:50.116 24/11/1995]',0.023,0.012,0.001,93.375,27.925,-0.346,0.245
'[14:01:50.118 24/11/1995]',0.023,0.012,0.001,93.375,27.925,-0.346,0.245
'[14:01:50.120 24/11/1995]',0.023,0.012,0.001,92.925,28.925,-0.353,0.388
'[14:01:50.122 24/11/1995]',0.023,0.012,0.001,92.925,28.925,-0.353,0.388
'[14:01:50.124 24/11/1995]',0.023,0.012,0.001,92.925,28.925,-0.353,0.388
'[14:01:50.126 24/11/1995]',0.023,0.012,0.001,92.925,28.925,-0.353,0.388
'[14:01:50.128 24/11/1995]',0.023,0.012,0.001,92.550,29.925,-0.364,0.552
'[14:01:50.130 24/11/1995]',0.023,0.012,0.001,92.550,29.925,-0.364,0.552
'[14:01:50.132 24/11/1995]',0.023,0.012,0.001,92.550,29.925,-0.364,0.552
'[14:01:50.134 24/11/1995]',0.023,0.012,0.001,92.550,29.925,-0.364,0.552
'[14:01:50.136 24/11/1995]',0.031,0.012,0.001,92.100,30.700,-0.371,0.716
'[14:01:50.138 24/11/1995]',0.040,0.012,0.001,92.100,30.700,-0.371,0.716
'[14:01:50.140 24/11/1995]',0.068,0.012,0.001,92.100,30.700,-0.371,0.716
'[14:01:50.142 24/11/1995]',0.096,0.012,0.001,92.100,30.700,-0.371,0.716
'[14:01:50.144 24/11/1995]',0.141,0.012,0.001,91.500,31.150,-0.378,0.859
'[14:01:50.146 24/11/1995]',0.186,0.012,0.001,91.500,31.150,-0.378,0.859
'[14:01:50.148 24/11/1995]',0.238,0.012,0.001,91.500,31.150,-0.378,0.859
'[14:01:50.150 24/11/1995]',0.289,0.011,0.001,91.500,31.150,-0.378,0.859
'[14:01:50.152 24/11/1995]',0.330,0.008,0.128,90.825,31.450,-0.385,1.022
'[14:01:50.154 24/11/1995]',0.370,0.005,0.128,90.825,31.450,-0.385,1.022
'[14:01:50.156 24/11/1995]',0.391,0.002,0.118,90.825,31.450,-0.385,1.022
'[14:01:50.158 24/11/1995]',0.413,-0.001,0.118,90.825,31.450,-0.385,1.022
'[14:01:50.160 24/11/1995]',0.416,-0.002,0.118,90.225,31.575,-0.389,0.859
'[14:01:50.162 24/11/1995]',0.418,-0.004,0.108,90.225,31.575,-0.389,0.859
'[14:01:50.164 24/11/1995]',0.411,-0.002,0.099,90.225,31.575,-0.389,0.859
'[14:01:50.166 24/11/1995]',0.404,-0.001,0.099,90.225,31.575,-0.389,0.859
'[14:01:50.168 24/11/1995]',0.401,0.003,0.099,89.850,31.575,-0.396,0.716
'[14:01:50.170 24/11/1995]',0.399,0.006,0.099,89.850,31.575,-0.396,0.716
'[14:01:50.172 24/11/1995]',0.399,0.011,0.099,89.850,31.575,-0.396,0.716
'[14:01:50.174 24/11/1995]',0.399,0.015,0.099,89.850,31.575,-0.396,0.716
'[14:01:50.176 24/11/1995]',0.400,0.019,0.099,89.700,31.400,-0.403,0.552
'[14:01:50.178 24/11/1995]',0.402,0.023,0.099,89.700,31.400,-0.403,0.552
'[14:01:50.180 24/11/1995]',0.404,0.025,0.108,89.700,31.400,-0.403,0.552
'[14:01:50.182 24/11/1995]',0.407,0.027,0.118,89.700,31.400,-0.403,0.552
'[14:01:50.184 24/11/1995]',0.409,0.028,0.118,90.300,31.150,-0.406,0.388
'[14:01:50.186 24/11/1995]',0.412,0.029,0.118,90.300,31.150,-0.406,0.388
'[14:01:50.188 24/11/1995]',0.415,0.030,0.118,90.300,31.150,-0.406,0.388
'[14:01:50.190 24/11/1995]',0.418,0.031,0.118,90.300,31.150,-0.406,0.388
'[14:01:50.192 24/11/1995]',0.421,0.029,0.118,91.950,31.050,-0.406,0.245
'[14:01:50.194 24/11/1995]',0.424,0.027,0.118,91.950,31.050,-0.406,0.245
'[14:01:50.196 24/11/1995]',0.428,0.021,0.118,91.950,31.050,-0.406,0.245
'[14:01:50.198 24/11/1995]',0.431,0.015,0.128,91.950,31.050,-0.406,0.245
'[14:01:50.200 24/11/1995]',0.435,0.007,0.118,95.025,31.100,-0.409,0.081
'[14:01:50.202 24/11/1995]',0.439,-0.002,0.118,95.025,31.100,-0.409,0.081
'[14:01:50.204 24/11/1995]',0.445,-0.009,0.099,95.025,31.100,-0.409,0.081
