'Time and date','III ','I ','V ','ABP ','PAP ','PLETH ','RESP '
'[08:16:52.442 26/10/1994]',0.077,0.056,0.056,104.850,35.500,-0.277,-0.566
'[08:16:52.444 26/10/1994]',0.076,0.067,0.067,104.850,35.500,-0.277,-0.566
'[08:16:52.446 26/10/1994]',0.075,0.067,0.067,104.850,35.500,-0.277,-0.566
'[08:16:52.448 26/10/1994]',0.073,0.056,0.067,109.950,35.850,-0.254,-0.570
'[08:16:52.450 26/10/1994]',0.072,0.056,0.056,109.950,35.850,-0.254,-0.570
'[08:16:52.452 26/10/1994]',0.069,0.044,0.056,109.950,35.850,-0.254,-0.570
'[08:16:52.454 26/10/1994]',0.066,0.044,0.056,109.950,35.850,-0.254,-0.570
'[08:16:52.456 26/10/1994]',0.062,0.044,0.056,113.950,36.263,-0.223,-0.575
'[08:16:52.458 26/10/1994]',0.058,0.044,0.056,113.950,36.263,-0.223,-0.575
'[08:16:52.460 26/10/1994]',0.054,0.044,0.056,113.950,36.263,-0.223,-0.575
'[08:16:52.462 26/10/1994]',0.050,0.044,0.056,113.950,36.263,-0.223,-0.575
'[08:16:52.464 26/10/1994]',0.048,0.044,0.056,116.500,36.675,-0.184,-0.580
'[08:16:52.466 26/10/1994]',0.045,0.044,0.044,116.500,36.675,-0.184,-0.580
'[08:16:52.468 26/10/1994]',0.043,0.044,0.044,116.500,36.675,-0.184,-0.580
'[08:16:52.470 26/10/1994]',0.040,0.034,0.044,116.500,36.675,-0.184,-0.580
'[08:16:52.472 26/10/1994]',0.037,0.034,0.044,117.650,37.025,-0.139,-0.586
'[08:16:52.474 26/10/1994]',0.034,0.022,0.044,117.650,37.025,-0.139,-0.586
'[08:16:52.476 26/10/1994]',0.032,0.022,0.034,117.650,37.025,-0.139,-0.586
'[08:16:52.478 26/10/1994]',0.029,0.022,0.034,117.650,37.025,-0.139,-0.586
'[08:16:52.480 26/10/1994]',0.026,0.022,0.034,117.450,37.438,-0.086,-0.593
'[08:16:52.482 26/10/1994]',0.023,0.034,0.022,117.450,37.438,-0.086,-0.593
'[08:16:52.484 26/10/1994]',0.020,0.022,0.022,117.450,37.438,-0.086,-0.593
'[08:16:52.486 26/10/1994]',0.017,0.022,0.011,117.450,37.438,-0.086,-0.593
'[08:16:52.488 26/10/1994]',0.015,0.011,0.001,116.100,37.725,-0.030,-0.600
'[08:16:52.490 26/10/1994]',0.012,0.011,0.001,116.100,37.725,-0.030,-0.600
'[08:16:52.492 26/10/1994]',0.008,0.011,0.001,116.100,37.725,-0.030,-0.600
'[08:16:52.494 26/10/1994]',0.004,0.001,0.001,116.100,37.725,-0.030,-0.600
'[08:16:52.496 26/10/1994]',-0.001,0.011,0.011,113.900,38.025,0.028,-0.607
'[08:16:52.498 26/10/1994]',-0.006,0.022,0.011,113.900,38.025,0.028,-0.607
'[08:16:52.500 26/10/1994]',-0.011,0.022,0.011,113.900,38.025,0.028,-0.607
'[08:16:52.502 26/10/1994]',-0.017,0.011,0.011,113.900,38.025,0.028,-0.607
'[08:16:52.504 26/10/1994]',-0.022,0.001,0.011,111.000,38.200,0.086,-0.615
'[08:16:52.506 26/10/1994]',-0.028,0.001,0.001,111.000,38.200,0.086,-0.615
'[08:16:52.508 26/10/1994]',-0.030,0.001,0.001,111.000,38.200,0.086,-0.615
'[08:16:52.510 26/10/1994]',-0.033,0.011,0.001,111.000,38.200,0.086,-0.615
'[08:16:52.512 26/10/1994]',-0.034,0.001,0.001,107.800,38.250,0.141,-0.622
'[08:16:52.514 26/10/1994]',-0.034,0.011,0.001,107.800,38.250,0.141,-0.622
'[08:16:52.516 26/10/1994]',-0.034,0.022,0.001,107.800,38.250,0.141,-0.622
'[08:16:52.518 26/10/1994]',-0.034,0.011,0.001,107.800,38.250,0.141,-0.622
'[08:16:52.520 26/10/1994]',-0.035,0.011,0.001,104.250,38.250,0.190,-0.630
'[08:16:52.522 26/10/1994]',-0.035,0.001,0.001,104.250,38.250,0.190,-0.630
'[08:16:52.524 26/10/1994]',-0.035,0.001,0.001,104.250,38.250,0.190,-0.630
'[08:16:52.526 26/10/1994]',-0.035,0.001,0.001,104.250,38.250,0.190,-0.630
'[08:16:52.528 26/10/1994]',-0.035,0.001,-0.010,100.750,38.075,0.232,-0.638
'[08:16:52.530 26/10/1994]',-0.036,0.011,-0.010,100.750,38.075,0.232,-0.638
'[08:16:52.532 26/10/1994]',-0.037,0.011,-0.010,100.750,38.075,0.232,-0.638
'[08:16:52.534 26/10/1994]',-0.038,0.001,-0.010,100.750,38.075,0.232,-0.638
'[08:16:52.536 26/10/1994]',-0.039,0.011,0.001,97.250,37.788,0.266,-0.646
'[08:16:52.538 26/10/1994]',-0.040,0.022,0.001,97.250,37.788,0.266,-0.646
'[08:16:52.540 26/10/1994]',-0.041,0.022,0.001,97.250,37.788,0.266,-0.646
'[08:16:52.542 26/10/1994]',-0.042,0.011,0.001,97.250,37.788,0.266,-0.646
'[08:16:52.544 26/10/1994]',-0.043,0.011,0.001,93.850,37.375,0.292,-0.654
'[08:16:52.546 26/10/1994]',-0.045,0.011,0.001,93.850,37.375,0.292,-0.654
'[08:16:52.548 26/10/1994]',-0.049,0.001,0.001,93.850,37.375,0.292,-0.654
'[08:16:52.550 26/10/1994]',-0.052,0.001,0.001,93.850,37.375,0.292,-0.654
'[08:16:52.552 26/10/1994]',-0.054,0.001,0.001,90.550,36.913,0.308,-0.661
'[08:16:52.554 26/10/1994]',-0.057,0.001,0.001,90.550,36.913,0.308,-0.661
'[08:16:52.556 26/10/1994]',-0.058,0.001,0.001,90.550,36.913,0.308,-0.661
'[08:16:52.558 26/10/1994]',-0.059,0.001,0.001,90.550,36.913,0.308,-0.661
'[08:16:52.560 26/10/1994]',-0.059,0.001,0.001,87.400,36.200,0.318,-0.668
'[08:16:52.562 26/10/1994]',-0.059,0.022,0.011,87.400,36.200,0.318,-0.668
'[08:16:52.564 26/10/1994]',-0.059,0.034,0.011,87.400,36.200,0.318,-0.668
'[08:16:52.566 26/10/1994]',-0.058,0.034,0.011,87.400,36.200,0.318,-0.668
'[08:16:52.568 26/10/1994]',-0.056,0.022,0.001,84.450,35.388,0.320,-0.675
'[08:16:52.570 26/10/1994]',-0.054,0.011,0.001,84.450,35.388,0.320,-0.675
'[08:16:52.572 26/10/1994]',-0.051,0.011,0.001,84.450,35.388,0.320,-0.675
'[08:16:52.574 26/10/1994]',-0.047,0.011,0.001,84.450,35.388,0.320,-0.675
'[08:16:52.576 26/10/1994]',-0.043,0.011,0.001,81.650,34.450,0.315,-0.681
'[08:16:52.578 26/10/1994]',-0.039,0.011,0.001,81.650,34.450,0.315,-0.681
'[08:16:52.580 26/10/1994]',-0.036,0.022,0.001,81.650,34.450,0.315,-0.681
'[08:16:52.582 26/10/1994]',-0.034,0.022,0.001,81.650,34.450,0.315,-0.681
'[08:16:52.584 26/10/1994]',-0.034,0.011,0.001,78.950,33.513,0.304,-0.686
'[08:16:52.586 26/10/1994]',-0.034,0.011,0.001,78.950,33.513,0.304,-0.686
'[08:16:52.588 26/10/1994]',-0.035,0.011,0.001,78.950,33.513,0.304,-0.686
'[08:16:52.590 26/10/1994]',-0.036,0.022,0.001,78.950,33.513,0.304,-0.686
'[08:16:52.592 26/10/1994]',-0.036,0.034,0.001,76.500,32.750,0.287,-0.690
'[08:16:52.594 26/10/1994]',-0.037,0.044,0.001,76.500,32.750,0.287,-0.690
'[08:16:52.596 26/10/1994]',-0.036,0.034,0.001,76.500,32.750,0.287,-0.690
'[08:16:52.598 26/10/1994]',-0.035,0.034,0.001,76.500,32.750,0.287,-0.690
'[08:16:52.600 26/10/1994]',-0.033,0.022,0.001,74.100,32.100,0.266,-0.692
'[08:16:52.602 26/10/1994]',-0.030,0.011,0.001,74.100,32.100,0.266,-0.692
'[08:16:52.604 26/10/1994]',-0.028,0.001,0.001,74.100,32.100,0.266,-0.692
'[08:16:52.606 26/10/1994]',-0.025,-0.010,0.001,74.100,32.100,0.266,-0.692
'[08:16:52.608 26/10/1994]',-0.024,-0.010,0.001,71.950,31.637,0.240,-0.693
'[08:16:52.610 26/10/1994]',-0.022,0.001,0.001,71.950,31.637,0.240,-0.693
'[08:16:52.612 26/10/1994]',-0.022,0.011,0.001,71.950,31.637,0.240,-0.693
'[08:16:52.614 26/10/1994]',-0.023,0.022,0.001,71.950,31.637,0.240,-0.693
'[08:16:52.616 26/10/1994]',-0.025,0.022,0.001,69.800,31.288,0.212,-0.694
'[08:16:52.618 26/10/1994]',-0.026,0.034,0.001,69.800,31.288,0.212,-0.694
'[08:16:52.620 26/10/1994]',-0.029,0.022,0.001,69.800,31.288,0.212,-0.694
'[08:16:52.622 26/10/1994]',-0.031,0.022,0.001,69.800,31.288,0.212,-0.694
'[08:16:52.624 26/10/1994]',-0.032,0.011,0.001,67.950,31.113,0.181,-0.693
'[08:16:52.626 26/10/1994]',-0.033,0.022,0.011,67.950,31.113,0.181,-0.693
'[08:16:52.628 26/10/1994]',-0.033,0.022,0.011,67.950,31.113,0.181,-0.693
'[08:16:52.630 26/10/1994]',-0.033,0.034,0.001,67.950,31.113,0.181,-0.693
'[08:16:52.632 26/10/1994]',-0.030,0.022,0.001,66.200,31.113,0.149,-0.692
'[08:16:52.634 26/10/1994]',-0.028,0.011,0.001,66.200,31.113,0.149,-0.692
'[08:16:52.636 26/10/1994]',-0.025,0.011,0.001,66.200,31.113,0.149,-0.692
'[08:16:52.638 26/10/1994]',-0.022,0.022,0.001,66.200,31.113,0.149,-0.692
'[08:16:52.640 26/10/1994]',-0.019,0.011,0.001,64.600,31.337,0.115,-0.690
'[08:16:52.642 26/10/1994]',-0.017,0.022,0.001,64.600,31.337,0.115,-0.690
'[08:16:52.644 26/10/1994]',-0.015,0.034,0.001,64.600,31.337,0.115,-0.690
'[08:16:52.646 26/10/1994]',-0.014,0.044,0.001,64.600,31.337,0.115,-0.690
'[08:16:52.648 26/10/1994]',-0.013,0.044,0.001,63.150,31.750,0.079,-0.687
'[08:16:52.650 26/10/1994]',-0.011,0.044,0.001,63.150,31.750,0.079,-0.687
'[08:16:52.652 26/10/1994]',-0.011,0.034,0.001,63.150,31.750,0.079,-0.687
'[08:16:52.654 26/10/1994]',-0.011,0.022,-0.010,63.150,31.750,0.079,-0.687
'[08:16:52.656 26/10/1994]',-0.011,0.022,-0.021,61.750,32.225,0.042,-0.684
'[08:16:52.658 26/10/1994]',-0.012,0.022,-0.032,61.750,32.225,0.042,-0.684
'[08:16:52.660 26/10/1994]',-0.014,0.011,-0.032,61.750,32.225,0.042,-0.684
'[08:16:52.662 26/10/1994]',-0.016,0.011,-0.043,61.750,32.225,0.042,-0.684
'[08:16:52.664 26/10/1994]',-0.018,0.022,-0.032,60.500,32.688,0.006,-0.681
'[08:16:52.666 26/10/1994]',-0.021,0.022,-0.021,60.500,32.688,0.006,-0.681
'[08:16:52.668 26/10/1994]',-0.025,0.022,0.001,60.500,32.688,0.006,-0.681
'[08:16:52.670 26/10/1994]',-0.029,0.011,0.001,60.500,32.688,0.006,-0.681
'[08:16:52.672 26/10/1994]',-0.032,0.011,0.011,59.450,33.038,-0.031,-0.678
'[08:16:52.674 26/10/1994]',-0.035,0.022,0.011,59.450,33.038,-0.031,-0.678
'[08:16:52.676 26/10/1994]',-0.036,0.034,0.022,59.450,33.038,-0.031,-0.678
'[08:16:52.678 26/10/1994]',-0.038,0.044,0.022,59.450,33.038,-0.031,-0.678
'[08:16:52.680 26/10/1994]',-0.039,0.034,0.011,58.650,33.212,-0.067,-0.676
'[08:16:52.682 26/10/1994]',-0.040,0.022,0.011,58.650,33.212,-0.067,-0.676
'[08:16:52.684 26/10/1994]',-0.041,0.022,0.001,58.650,33.212,-0.067,-0.676
'[08:16:52.686 26/10/1994]',-0.041,0.011,0.001,58.650,33.212,-0.067,-0.676
'[08:16:52.688 26/10/1994]',-0.040,0.001,0.001,58.050,33.388,-0.102,-0.673
'[08:16:52.690 26/10/1994]',-0.039,0.001,0.001,58.050,33.388,-0.102,-0.673
'[08:16:52.692 26/10/1994]',-0.037,0.011,0.001,58.050,33.388,-0.102,-0.673
'[08:16:52.694 26/10/1994]',-0.036,0.022,0.001,58.050,33.388,-0.102,-0.673
'[08:16:52.696 26/10/1994]',-0.034,0.022,0.001,57.650,33.388,-0.136,-0.670
'[08:16:52.698 26/10/1994]',-0.032,0.011,0.001,57.650,33.388,-0.136,-0.670
'[08:16:52.700 26/10/1994]',-0.029,0.011,0.001,57.650,33.388,-0.136,-0.670
'[08:16:52.702 26/10/1994]',-0.025,0.001,0.001,57.650,33.388,-0.136,-0.670
'[08:16:52.704 26/10/1994]',-0.022,0.001,-0.010,57.450,33.337,-0.169,-0.667
'[08:16:52.706 26/10/1994]',-0.019,-0.010,-0.010,57.450,33.337,-0.169,-0.667
'[08:16:52.708 26/10/1994]',-0.018,-0.010,-0.010,57.450,33.337,-0.169,-0.667
'[08:16:52.710 26/10/1994]',-0.017,0.001,-0.010,57.450,33.337,-0.169,-0.667
'[08:16:52.712 26/10/1994]',-0.018,0.001,-0.010,57.550,33.163,-0.201,-0.664
'[08:16:52.714 26/10/1994]',-0.020,0.001,-0.021,57.550,33.163,-0.201,-0.664
'[08:16:52.716 26/10/1994]',-0.021,0.001,-0.021,57.550,33.163,-0.201,-0.664
'[08:16:52.718 26/10/1994]',-0.021,0.001,-0.021,57.550,33.163,-0.201,-0.664
'[08:16:52.720 26/10/1994]',-0.019,-0.010,-0.032,57.900,32.987,-0.230,-0.661
'[08:16:52.722 26/10/1994]',-0.018,0.001,-0.021,57.900,32.987,-0.230,-0.661
'[08:16:52.724 26/10/1994]',-0.013,0.001,-0.021,57.900,32.987,-0.230,-0.661
'[08:16:52.726 26/10/1994]',-0.008,-0.010,-0.021,57.900,32.987,-0.230,-0.661
'[08:16:52.728 26/10/1994]',0.006,-0.010,-0.021,58.500,32.688,-0.256,-0.658
'[08:16:52.730 26/10/1994]',0.021,0.001,-0.021,58.500,32.688,-0.256,-0.658
'[08:16:52.732 26/10/1994]',0.052,-0.010,-0.032,58.500,32.688,-0.256,-0.658
'[08:16:52.734 26/10/1994]',0.083,-0.021,-0.054,58.500,32.688,-0.256,-0.658
'[08:16:52.736 26/10/1994]',0.135,-0.032,-0.087,59.250,32.337,-0.281,-0.655
'[08:16:52.738 26/10/1994]',0.187,-0.021,-0.131,59.250,32.337,-0.281,-0.655
'[08:16:52.740 26/10/1994]',0.262,-0.032,-0.164,59.250,32.337,-0.281,-0.655
'[08:16:52.742 26/10/1994]',0.336,-0.032,-0.207,59.250,32.337,-0.281,-0.655
'[08:16:52.744 26/10/1994]',0.419,-0.065,-0.263,60.250,31.925,-0.303,-0.653
'[08:16:52.746 26/10/1994]',0.502,-0.109,-0.306,60.250,31.925,-0.303,-0.653
'[08:16:52.748 26/10/1994]',0.571,-0.185,-0.361,60.250,31.925,-0.303,-0.653
'[08:16:52.750 26/10/1994]',0.640,-0.274,-0.405,60.250,31.925,-0.303,-0.653
'[08:16:52.752 26/10/1994]',0.671,-0.372,-0.449,61.450,31.512,-0.323,-0.650
'[08:16:52.754 26/10/1994]',0.702,-0.470,-0.492,61.450,31.512,-0.323,-0.650
'[08:16:52.756 26/10/1994]',0.685,-0.525,-0.514,61.450,31.512,-0.323,-0.650
'[08:16:52.758 26/10/1994]',0.669,-0.558,-0.514,61.450,31.512,-0.323,-0.650
'[08:16:52.760 26/10/1994]',0.613,-0.570,-0.503,62.800,30.988,-0.339,-0.648
'[08:16:52.762 26/10/1994]',0.557,-0.558,-0.481,62.800,30.988,-0.339,-0.648
'[08:16:52.764 26/10/1994]',0.482,-0.536,-0.449,62.800,30.988,-0.339,-0.648
'[08:16:52.766 26/10/1994]',0.407,-0.492,-0.405,62.800,30.988,-0.339,-0.648
'[08:16:52.768 26/10/1994]',0.333,-0.449,-0.361,64.250,30.400,-0.352,-0.646
'[08:16:52.770 26/10/1994]',0.258,-0.394,-0.306,64.250,30.400,-0.352,-0.646
'[08:16:52.772 26/10/1994]',0.197,-0.350,-0.263,64.250,30.400,-0.352,-0.646
'[08:16:52.774 26/10/1994]',0.136,-0.295,-0.218,64.250,30.400,-0.352,-0.646
'[08:16:52.776 26/10/1994]',0.094,-0.252,-0.185,65.850,29.812,-0.361,-0.644
'[08:16:52.778 26/10/1994]',0.052,-0.207,-0.153,65.850,29.812,-0.361,-0.644
'[08:16:52.780 26/10/1994]',0.028,-0.174,-0.120,65.850,29.812,-0.361,-0.644
'[08:16:52.782 26/10/1994]',0.004,-0.142,-0.087,65.850,29.812,-0.361,-0.644
'[08:16:52.784 26/10/1994]',-0.007,-0.098,-0.054,67.550,29.175,-0.367,-0.642
'[08:16:52.786 26/10/1994]',-0.019,-0.076,-0.021,67.550,29.175,-0.367,-0.642
'[08:16:52.788 26/10/1994]',-0.024,-0.054,0.001,67.550,29.175,-0.367,-0.642
'[08:16:52.790 26/10/1994]',-0.028,-0.054,0.011,67.550,29.175,-0.367,-0.642
'[08:16:52.792 26/10/1994]',-0.030,-0.043,0.022,69.250,28.650,-0.369,-0.640
'[08:16:52.794 26/10/1994]',-0.032,-0.021,0.034,69.250,28.650,-0.369,-0.640
'[08:16:52.796 26/10/1994]',-0.035,-0.010,0.044,69.250,28.650,-0.369,-0.640
'[08:16:52.798 26/10/1994]',-0.039,0.001,0.044,69.250,28.650,-0.369,-0.640
'[08:16:52.800 26/10/1994]',-0.044,0.001,0.044,70.800,28.125,-0.367,-0.639
'[08:16:52.802 26/10/1994]',-0.049,0.001,0.044,70.800,28.125,-0.367,-0.639
'[08:16:52.804 26/10/1994]',-0.055,0.001,0.044,70.800,28.125,-0.367,-0.639
'[08:16:52.806 26/10/1994]',-0.061,0.001,0.044,70.800,28.125,-0.367,-0.639
'[08:16:52.808 26/10/1994]',-0.064,0.011,0.056,72.200,27.650,-0.361,-0.637
'[08:16:52.810 26/10/1994]',-0.067,0.011,0.056,72.200,27.650,-0.361,-0.637
'[08:16:52.812 26/10/1994]',-0.069,0.022,0.056,72.200,27.650,-0.361,-0.637
'[08:16:52.814 26/10/1994]',-0.070,0.044,0.056,72.200,27.650,-0.361,-0.637
'[08:16:52.816 26/10/1994]',-0.070,0.044,0.056,73.450,27.238,-0.350,-0.636
'[08:16:52.818 26/10/1994]',-0.069,0.034,0.056,73.450,27.238,-0.350,-0.636
'[08:16:52.820 26/10/1994]',-0.068,0.022,0.044,73.450,27.238,-0.350,-0.636
'[08:16:52.822 26/10/1994]',-0.066,0.011,0.044,73.450,27.238,-0.350,-0.636
'[08:16:52.824 26/10/1994]',-0.065,0.011,0.044,74.450,26.825,-0.337,-0.635
'[08:16:52.826 26/10/1994]',-0.063,0.011,0.044,74.450,26.825,-0.337,-0.635
'[08:16:52.828 26/10/1994]',-0.062,0.022,0.044,74.450,26.825,-0.337,-0.635
'[08:16:52.830 26/10/1994]',-0.061,0.022,0.044,74.450,26.825,-0.337,-0.635
'[08:16:52.832 26/10/1994]',-0.060,0.022,0.044,75.150,26.425,-0.322,-0.634
'[08:16:52.834 26/10/1994]',-0.059,0.022,0.044,75.150,26.425,-0.322,-0.634
'[08:16:52.836 26/10/1994]',-0.057,0.022,0.044,75.150,26.425,-0.322,-0.634
'[08:16:52.838 26/10/1994]',-0.054,0.011,0.034,75.150,26.425,-0.322,-0.634
'[08:16:52.840 26/10/1994]',-0.052,0.011,0.034,75.550,26.012,-0.302,-0.633
'[08:16:52.842 26/10/1994]',-0.051,0.022,0.034,75.550,26.012,-0.302,-0.633
'[08:16:52.844 26/10/1994]',-0.049,0.022,0.034,75.550,26.012,-0.302,-0.633
'[08:16:52.846 26/10/1994]',-0.046,0.011,0.034,75.550,26.012,-0.302,-0.633
'[08:16:52.848 26/10/1994]',-0.043,0.011,0.034,75.750,25.663,-0.282,-0.631
'[08:16:52.850 26/10/1994]',-0.041,0.011,0.022,75.750,25.663,-0.282,-0.631
'[08:16:52.852 26/10/1994]',-0.041,0.011,0.022,75.750,25.663,-0.282,-0.631
'[08:16:52.854 26/10/1994]',-0.040,0.001,0.022,75.750,25.663,-0.282,-0.631
'[08:16:52.856 26/10/1994]',-0.040,0.001,0.022,75.700,25.600,-0.260,-0.630
'[08:16:52.858 26/10/1994]',-0.040,0.001,0.022,75.700,25.600,-0.260,-0.630
'[08:16:52.860 26/10/1994]',-0.041,0.011,0.034,75.700,25.600,-0.260,-0.630
'[08:16:52.862 26/10/1994]',-0.041,0.011,0.044,75.700,25.600,-0.260,-0.630
'[08:16:52.864 26/10/1994]',-0.043,0.022,0.056,75.350,26.012,-0.297,-0.629
'[08:16:52.866 26/10/1994]',-0.044,0.011,0.056,75.350,26.012,-0.297,-0.629
'[08:16:52.868 26/10/1994]',-0.046,0.011,0.056,75.350,26.012,-0.297,-0.629
'[08:16:52.870 26/10/1994]',-0.049,0.011,0.056,75.350,26.012,-0.297,-0.629
'[08:16:52.872 26/10/1994]',-0.050,0.001,0.056,74.850,26.825,-0.271,-0.628
'[08:16:52.874 26/10/1994]',-0.051,0.001,0.044,74.850,26.825,-0.271,-0.628
'[08:16:52.876 26/10/1994]',-0.051,0.001,0.044,74.850,26.825,-0.271,-0.628
'[08:16:52.878 26/10/1994]',-0.051,0.011,0.044,74.850,26.825,-0.271,-0.628
'[08:16:52.880 26/10/1994]',-0.050,0.022,0.056,74.250,27.762,-0.247,-0.627
'[08:16:52.882 26/10/1994]',-0.048,0.034,0.056,74.250,27.762,-0.247,-0.627
'[08:16:52.884 26/10/1994]',-0.046,0.034,0.056,74.250,27.762,-0.247,-0.627
'[08:16:52.886 26/10/1994]',-0.044,0.044,0.067,74.250,27.762,-0.247,-0.627
'[08:16:52.888 26/10/1994]',-0.041,0.044,0.067,73.550,28.650,-0.224,-0.627
'[08:16:52.890 26/10/1994]',-0.038,0.034,0.056,73.550,28.650,-0.224,-0.627
'[08:16:52.892 26/10/1994]',-0.035,0.034,0.056,73.550,28.650,-0.224,-0.627
'[08:16:52.894 26/10/1994]',-0.033,0.044,0.056,73.550,28.650,-0.224,-0.627
'[08:16:52.896 26/10/1994]',-0.031,0.056,0.056,72.900,29.288,-0.202,-0.627
'[08:16:52.898 26/10/1994]',-0.029,0.056,0.056,72.900,29.288,-0.202,-0.627
'[08:16:52.900 26/10/1994]',-0.028,0.044,0.056,72.900,29.288,-0.202,-0.627
'[08:16:52.902 26/10/1994]',-0.026,0.034,0.056,72.900,29.288,-0.202,-0.627
'[08:16:52.904 26/10/1994]',-0.026,0.022,0.056,72.100,29.875,-0.182,-0.628
'[08:16:52.906 26/10/1994]',-0.026,0.034,0.067,72.100,29.875,-0.182,-0.628
'[08:16:52.908 26/10/1994]',-0.028,0.034,0.067,72.100,29.875,-0.182,-0.628
'[08:16:52.910 26/10/1994]',-0.029,0.022,0.056,72.100,29.875,-0.182,-0.628
'[08:16:52.912 26/10/1994]',-0.029,0.022,0.056,71.350,30.575,-0.166,-0.629
'[08:16:52.914 26/10/1994]',-0.030,0.022,0.056,71.350,30.575,-0.166,-0.629
'[08:16:52.916 26/10/1994]',-0.029,0.022,0.044,71.350,30.575,-0.166,-0.629
'[08:16:52.918 26/10/1994]',-0.029,0.022,0.044,71.350,30.575,-0.166,-0.629
'[08:16:52.920 26/10/1994]',-0.026,0.022,0.044,70.650,31.337,-0.151,-0.630
'[08:16:52.922 26/10/1994]',-0.024,0.011,0.044,70.650,31.337,-0.151,-0.630
'[08:16:52.924 26/10/1994]',-0.018,0.022,0.044,70.650,31.337,-0.151,-0.630
'[08:16:52.926 26/10/1994]',-0.013,0.022,0.056,70.650,31.337,-0.151,-0.630
'[08:16:52.928 26/10/1994]',-0.007,0.022,0.056,70.000,32.100,-0.139,-0.632
'[08:16:52.930 26/10/1994]',-0.002,0.034,0.067,70.000,32.100,-0.139,-0.632
'[08:16:52.932 26/10/1994]',0.001,0.034,0.077,70.000,32.100,-0.139,-0.632
'[08:16:52.934 26/10/1994]',0.003,0.044,0.077,70.000,32.100,-0.139,-0.632
'[08:16:52.936 26/10/1994]',0.003,0.034,0.077,69.650,32.750,-0.128,-0.633
'[08:16:52.938 26/10/1994]',0.002,0.034,0.077,69.650,32.750,-0.128,-0.633
'[08:16:52.940 26/10/1994]',0.002,0.034,0.077,69.650,32.750,-0.128,-0.633
'[08:16:52.942 26/10/1994]',0.002,0.044,0.088,69.650,32.750,-0.128,-0.633
'[08:16:52.944 26/10/1994]',0.004,0.056,0.088,69.900,33.100,-0.119,-0.634
'[08:16:52.946 26/10/1994]',0.005,0.067,0.088,69.900,33.100,-0.119,-0.634
'[08:16:52.948 26/10/1994]',0.008,0.067,0.088,69.900,33.100,-0.119,-0.634
'[08:16:52.950 26/10/1994]',0.011,0.067,0.088,69.900,33.100,-0.119,-0.634
'[08:16:52.952 26/10/1994]',0.014,0.077,0.077,70.950,33.388,-0.114,-0.635
'[08:16:52.954 26/10/1994]',0.017,0.067,0.077,70.950,33.388,-0.114,-0.635
'[08:16:52.956 26/10/1994]',0.021,0.056,0.088,70.950,33.388,-0.114,-0.635
'[08:16:52.958 26/10/1994]',0.025,0.044,0.077,70.950,33.388,-0.114,-0.635
'[08:16:52.960 26/10/1994]',0.028,0.044,0.077,73.100,33.562,-0.108,-0.637
'[08:16:52.962 26/10/1994]',0.030,0.056,0.077,73.100,33.562,-0.108,-0.637
'[08:16:52.964 26/10/1994]',0.032,0.067,0.067,73.100,33.562,-0.108,-0.637
'[08:16:52.966 26/10/1994]',0.033,0.067,0.067,73.100,33.562,-0.108,-0.637
'[08:16:52.968 26/10/1994]',0.035,0.056,0.056,76.400,33.800,-0.103,-0.639
'[08:16:52.970 26/10/1994]',0.036,0.056,0.067,76.400,33.800,-0.103,-0.639
'[08:16:52.972 26/10/1994]',0.036,0.056,0.067,76.400,33.800,-0.103,-0.639
'[08:16:52.974 26/10/1994]',0.036,0.056,0.077,76.400,33.800,-0.103,-0.639
'[08:16:52.976 26/10/1994]',0.036,0.056,0.077,80.500,34.100,-0.100,-0.642
'[08:16:52.978 26/10/1994]',0.037,0.067,0.077,80.500,34.100,-0.100,-0.642
'[08:16:52.980 26/10/1994]',0.039,0.067,0.077,80.500,34.100,-0.100,-0.642
'[08:16:52.982 26/10/1994]',0.041,0.067,0.088,80.500,34.100,-0.100,-0.642
'[08:16:52.984 26/10/1994]',0.043,0.067,0.088,85.250,34.325,-0.095,-0.646
'[08:16:52.986 26/10/1994]',0.046,0.067,0.088,85.250,34.325,-0.095,-0.646
'[08:16:52.988 26/10/1994]',0.051,0.067,0.088,85.250,34.325,-0.095,-0.646
'[08:16:52.990 26/10/1994]',0.055,0.067,0.088,85.250,34.325,-0.095,-0.646
'[08:16:52.992 26/10/1994]',0.060,0.067,0.088,90.350,34.562,-0.089,-0.651
'[08:16:52.994 26/10/1994]',0.065,0.067,0.077,90.350,34.562,-0.089,-0.651
'[08:16:52.996 26/10/1994]',0.070,0.067,0.077,90.350,34.562,-0.089,-0.651
'[08:16:52.998 26/10/1994]',0.074,0.077,0.077,90.350,34.562,-0.089,-0.651
'[08:16:53.000 26/10/1994]',0.078,0.067,0.077,95.650,34.862,-0.079,-0.656
'[08:16:53.002 26/10/1994]',0.082,0.056,0.077,95.650,34.862,-0.079,-0.656
'[08:16:53.004 26/10/1994]',0.085,0.044,0.077,95.650,34.862,-0.079,-0.656
'[08:16:53.006 26/10/1994]',0.088,0.044,0.077,95.650,34.862,-0.079,-0.656
'[08:16:53.008 26/10/1994]',0.089,0.056,0.077,100.950,35.150,-0.064,-0.661
'[08:16:53.010 26/10/1994]',0.091,0.056,0.067,100.950,35.150,-0.064,-0.661
'[08:16:53.012 26/10/1994]',0.091,0.056,0.067,100.950,35.150,-0.064,-0.661
