'Time and date','V','aVL','V','ABP','PAP','CVP','PLETH'
'[10:02:34.350 29/12/1995]',-0.051,-0.032,-0.120,73.300,29.725,11.850,-0.029
'[10:02:34.352 29/12/1995]',-0.051,-0.032,-0.120,71.850,28.449,12.325,-0.062
'[10:02:34.354 29/12/1995]',-0.051,-0.021,-0.120,71.850,28.449,12.325,-0.062
'[10:02:34.356 29/12/1995]',-0.051,-0.021,-0.120,71.850,28.449,12.325,-0.062
'[10:02:34.358 29/12/1995]',-0.051,-0.010,-0.120,71.850,28.449,12.325,-0.062
'[10:02:34.360 29/12/1995]',-0.051,0.011,-0.109,71.750,27.273,12.850,-0.093
'[10:02:34.362 29/12/1995]',-0.051,0.001,-0.109,71.750,27.273,12.850,-0.093
'[10:02:34.364 29/12/1995]',-0.051,-0.010,-0.098,71.750,27.273,12.850,-0.093
'[10:02:34.366 29/12/1995]',-0.051,-0.021,-0.087,71.750,27.273,12.850,-0.093
'[10:02:34.368 29/12/1995]',-0.051,-0.032,-0.098,71.600,26.397,13.375,-0.123
'[10:02:34.370 29/12/1995]',-0.051,-0.043,-0.087,71.600,26.397,13.375,-0.123
'[10:02:34.372 29/12/1995]',-0.051,-0.043,-0.087,71.600,26.397,13.375,-0.123
'[10:02:34.374 29/12/1995]',-0.051,-0.043,-0.076,71.600,26.397,13.375,-0.123
'[10:02:34.376 29/12/1995]',-0.051,-0.054,-0.076,70.300,25.746,13.963,-0.151
'[10:02:34.378 29/12/1995]',-0.051,-0.054,-0.076,70.300,25.746,13.963,-0.151
'[10:02:34.380 29/12/1995]',-0.051,-0.054,-0.087,70.300,25.746,13.963,-0.151
'[10:02:34.382 29/12/1995]',-0.051,-0.065,-0.087,70.300,25.746,13.963,-0.151
'[10:02:34.384 29/12/1995]',-0.051,-0.076,-0.098,68.250,25.446,14.425,-0.176
'[10:02:34.386 29/12/1995]',-0.051,-0.098,-0.109,68.250,25.446,14.425,-0.176
'[10:02:34.388 29/12/1995]',-0.051,-0.098,-0.109,68.250,25.446,14.425,-0.176
'[10:02:34.390 29/12/1995]',-0.051,-0.098,-0.109,68.250,25.446,14.425,-0.176
'[10:02:34.392 29/12/1995]',-0.051,-0.076,-0.098,66.400,25.396,14.963,-0.201
'[10:02:34.394 29/12/1995]',-0.051,-0.098,-0.109,66.400,25.396,14.963,-0.201
'[10:02:34.396 29/12/1995]',-0.051,-0.098,-0.098,66.400,25.396,14.963,-0.201
'[10:02:34.398 29/12/1995]',-0.106,-0.142,-0.153,66.400,25.396,14.963,-0.201
'[10:02:34.400 29/12/1995]',-0.106,-0.142,-0.153,65.250,25.396,15.425,-0.222
'[10:02:34.402 29/12/1995]',-0.106,-0.142,-0.153,65.250,25.396,15.425,-0.222
'[10:02:34.404 29/12/1995]',-0.051,-0.142,-0.131,65.250,25.396,15.425,-0.222
'[10:02:34.406 29/12/1995]',-0.051,-0.131,-0.120,65.250,25.396,15.425,-0.222
'[10:02:34.408 29/12/1995]',-0.051,-0.131,-0.109,64.850,25.446,15.900,-0.241
'[10:02:34.410 29/12/1995]',-0.051,-0.131,-0.109,64.850,25.446,15.900,-0.241
'[10:02:34.412 29/12/1995]',-0.051,-0.131,-0.109,64.850,25.446,15.900,-0.241
'[10:02:34.414 29/12/1995]',-0.051,-0.131,-0.109,64.850,25.446,15.900,-0.241
'[10:02:34.416 29/12/1995]',-0.051,-0.142,-0.120,65.800,25.571,16.300,-0.258
'[10:02:34.418 29/12/1995]',-0.051,-0.153,-0.120,65.800,25.571,16.300,-0.258
'[10:02:34.420 29/12/1995]',-0.051,-0.164,-0.142,65.800,25.571,16.300,-0.258
'[10:02:34.422 29/12/1995]',-0.051,-0.153,-0.131,65.800,25.571,16.300,-0.258
'[10:02:34.424 29/12/1995]',-0.051,-0.142,-0.109,68.400,25.696,16.650,-0.271
'[10:02:34.426 29/12/1995]',-0.051,-0.153,-0.120,68.400,25.696,16.650,-0.271
'[10:02:34.428 29/12/1995]',-0.051,-0.142,-0.109,68.400,25.696,16.650,-0.271
'[10:02:34.430 29/12/1995]',-0.051,-0.153,-0.109,68.400,25.696,16.650,-0.271
'[10:02:34.432 29/12/1995]',-0.051,-0.153,-0.120,71.400,25.922,16.950,-0.282
'[10:02:34.434 29/12/1995]',-0.051,-0.153,-0.120,71.400,25.922,16.950,-0.282
'[10:02:34.436 29/12/1995]',-0.051,-0.153,-0.120,71.400,25.922,16.950,-0.282
'[10:02:34.438 29/12/1995]',-0.051,-0.153,-0.131,71.400,25.922,16.950,-0.282
'[10:02:34.440 29/12/1995]',-0.051,-0.153,-0.131,73.300,26.097,17.125,-0.292
'[10:02:34.442 29/12/1995]',-0.051,-0.153,-0.120,73.300,26.097,17.125,-0.292
'[10:02:34.444 29/12/1995]',-0.051,-0.142,-0.120,73.300,26.097,17.125,-0.292
'[10:02:34.446 29/12/1995]',-0.051,-0.142,-0.120,73.300,26.097,17.125,-0.292
'[10:02:34.448 29/12/1995]',-0.051,-0.153,-0.131,74.700,26.222,17.238,-0.301
'[10:02:34.450 29/12/1995]',-0.051,-0.153,-0.131,74.700,26.222,17.238,-0.301
'[10:02:34.452 29/12/1995]',-0.106,-0.164,-0.142,74.700,26.222,17.238,-0.301
'[10:02:34.454 29/12/1995]',-0.106,-0.153,-0.142,74.700,26.222,17.238,-0.301
'[10:02:34.456 29/12/1995]',-0.051,-0.142,-0.131,76.500,26.347,17.238,-0.309
'[10:02:34.458 29/12/1995]',-0.051,-0.142,-0.142,76.500,26.347,17.238,-0.309
'[10:02:34.460 29/12/1995]',-0.051,-0.142,-0.131,76.500,26.347,17.238,-0.309
'[10:02:34.462 29/12/1995]',-0.051,-0.142,-0.142,76.500,26.347,17.238,-0.309
'[10:02:34.464 29/12/1995]',-0.051,-0.153,-0.142,77.450,26.397,17.188,-0.315
'[10:02:34.466 29/12/1995]',-0.106,-0.164,-0.142,77.450,26.397,17.188,-0.315
'[10:02:34.468 29/12/1995]',-0.106,-0.174,-0.153,77.450,26.397,17.188,-0.315
'[10:02:34.470 29/12/1995]',-0.106,-0.174,-0.185,77.450,26.397,17.188,-0.315
'[10:02:34.472 29/12/1995]',-0.162,-0.174,-0.230,76.050,26.397,17.125,-0.322
'[10:02:34.474 29/12/1995]',-0.218,-0.174,-0.306,76.050,26.397,17.125,-0.322
'[10:02:34.476 29/12/1995]',-0.273,-0.164,-0.416,76.050,26.397,17.125,-0.322
'[10:02:34.478 29/12/1995]',-0.385,-0.174,-0.547,76.050,26.397,17.125,-0.322
'[10:02:34.480 29/12/1995]',-0.496,-0.174,-0.690,72.850,26.347,16.950,-0.329
'[10:02:34.482 29/12/1995]',-0.608,-0.197,-0.855,72.850,26.347,16.950,-0.329
'[10:02:34.484 29/12/1995]',-0.775,-0.218,-,72.850,26.347,16.950,-0.329
'[10:02:34.486 29/12/1995]',-0.939,-0.230,-,72.850,26.347,16.950,-0.329
'[10:02:34.488 29/12/1995]',-1.106,-0.218,-,68.200,26.272,16.775,-0.334
'[10:02:34.490 29/12/1995]',-1.273,-0.218,-,68.200,26.272,16.775,-0.334
'[10:02:34.492 29/12/1995]',-1.441,-0.218,-,68.200,26.272,16.775,-0.334
'[10:02:34.494 29/12/1995]',-1.552,-0.230,-,68.200,26.272,16.775,-0.334
'[10:02:34.496 29/12/1995]',-1.716,-0.240,-,61.750,26.272,16.600,-0.341
'[10:02:34.498 29/12/1995]',-1.828,-0.230,-,61.750,26.272,16.600,-0.341
'[10:02:34.500 29/12/1995]',-1.939,-0.218,-,61.750,26.272,16.600,-0.341
'[10:02:34.502 29/12/1995]',-2.051,-0.197,-,61.750,26.272,16.600,-0.341
'[10:02:34.504 29/12/1995]',-2.106,-0.164,-,55.600,26.347,16.475,-0.345
'[10:02:34.506 29/12/1995]',-2.218,-0.131,-,55.600,26.347,16.475,-0.345
'[10:02:34.508 29/12/1995]',-2.273,-0.109,-,55.600,26.347,16.475,-0.345
'[10:02:34.510 29/12/1995]',-2.329,-0.065,-,55.600,26.347,16.475,-0.345
'[10:02:34.512 29/12/1995]',-2.382,-0.043,-,53.700,26.447,16.300,-0.351
'[10:02:34.514 29/12/1995]',-2.438,-0.032,-,53.700,26.447,16.300,-0.351
'[10:02:34.516 29/12/1995]',-2.438,-0.032,-,53.700,26.447,16.300,-0.351
'[10:02:34.518 29/12/1995]',-2.438,-0.032,-,53.700,26.447,16.300,-0.351
'[10:02:34.520 29/12/1995]',-2.494,-0.021,-,57.050,26.572,16.125,-0.356
'[10:02:34.522 29/12/1995]',-2.494,-0.021,-,57.050,26.572,16.125,-0.356
'[10:02:34.524 29/12/1995]',-2.494,-0.021,-,57.050,26.572,16.125,-0.356
'[10:02:34.526 29/12/1995]',-2.438,-0.032,-,57.050,26.572,16.125,-0.356
'[10:02:34.528 29/12/1995]',-2.382,-0.054,-,61.650,26.922,15.950,-0.360
'[10:02:34.530 29/12/1995]',-2.329,-0.065,-,61.650,26.922,15.950,-0.360
'[10:02:34.532 29/12/1995]',-2.273,-0.065,-,61.650,26.922,15.950,-0.360
'[10:02:34.534 29/12/1995]',-2.162,-0.043,-,61.650,26.922,15.950,-0.360
'[10:02:34.536 29/12/1995]',-2.051,-0.021,-,64.100,27.573,15.900,-0.366
'[10:02:34.538 29/12/1995]',-1.939,0.022,-,64.100,27.573,15.900,-0.366
'[10:02:34.540 29/12/1995]',-1.828,0.067,-,64.100,27.573,15.900,-0.366
'[10:02:34.542 29/12/1995]',-1.661,0.133,-,64.100,27.573,15.900,-0.366
'[10:02:34.544 29/12/1995]',-1.552,0.165,-,64.600,28.624,15.838,-0.371
'[10:02:34.546 29/12/1995]',-1.441,0.209,-,64.600,28.624,15.838,-0.371
'[10:02:34.548 29/12/1995]',-1.385,0.220,-,64.600,28.624,15.838,-0.371
'[10:02:34.550 29/12/1995]',-1.273,0.242,-,64.600,28.624,15.838,-0.371
'[10:02:34.552 29/12/1995]',-1.218,0.275,-,65.050,29.800,16.012,-0.377
'[10:02:34.554 29/12/1995]',-1.106,0.308,-,65.050,29.800,16.012,-0.377
'[10:02:34.556 29/12/1995]',-0.995,0.330,-,65.050,29.800,16.012,-0.377
'[10:02:34.558 29/12/1995]',-0.939,0.351,-,65.050,29.800,16.012,-0.377
'[10:02:34.560 29/12/1995]',-0.828,0.373,-,65.600,30.801,16.300,-0.382
'[10:02:34.562 29/12/1995]',-0.719,0.396,-0.953,65.600,30.801,16.300,-0.382
'[10:02:34.564 29/12/1995]',-0.663,0.406,-0.844,65.600,30.801,16.300,-0.382
'[10:02:34.566 29/12/1995]',-0.552,0.417,-0.723,65.600,30.801,16.300,-0.382
'[10:02:34.568 29/12/1995]',-0.441,0.417,-0.614,65.700,31.551,16.712,-0.387
'[10:02:34.570 29/12/1995]',-0.385,0.428,-0.503,65.700,31.551,16.712,-0.387
'[10:02:34.572 29/12/1995]',-0.273,0.428,-0.394,65.700,31.551,16.712,-0.387
'[10:02:34.574 29/12/1995]',-0.218,0.417,-0.306,65.700,31.551,16.712,-0.387
'[10:02:34.576 29/12/1995]',-0.162,0.406,-0.218,65.600,32.327,17.188,-0.395
'[10:02:34.578 29/12/1995]',-0.106,0.362,-0.142,65.600,32.327,17.188,-0.395
'[10:02:34.580 29/12/1995]',-0.051,0.319,-0.087,65.600,32.327,17.188,-0.395
'[10:02:34.582 29/12/1995]',0.005,0.275,-0.043,65.600,32.327,17.188,-0.395
'[10:02:34.584 29/12/1995]',0.005,0.231,0.001,65.500,33.253,17.825,-0.402
'[10:02:34.586 29/12/1995]',0.005,0.165,0.022,65.500,33.253,17.825,-0.402
'[10:02:34.588 29/12/1995]',0.005,0.133,0.067,65.500,33.253,17.825,-0.402
'[10:02:34.590 29/12/1995]',0.058,0.100,0.088,65.500,33.253,17.825,-0.402
'[10:02:34.592 29/12/1995]',0.058,0.067,0.133,65.550,34.429,18.413,-0.408
'[10:02:34.594 29/12/1995]',0.114,0.034,0.165,65.550,34.429,18.413,-0.408
'[10:02:34.596 29/12/1995]',0.114,0.001,0.198,65.550,34.429,18.413,-0.408
'[10:02:34.598 29/12/1995]',0.170,-0.043,0.231,65.550,34.429,18.413,-0.408
'[10:02:34.600 29/12/1995]',0.170,-0.054,0.253,64.950,35.605,19.000,-0.415
'[10:02:34.602 29/12/1995]',0.170,-0.098,0.275,64.950,35.605,19.000,-0.415
'[10:02:34.604 29/12/1995]',0.225,-0.109,0.319,64.950,35.605,19.000,-0.415
'[10:02:34.606 29/12/1995]',0.225,-0.131,0.351,64.950,35.605,19.000,-0.415
'[10:02:34.608 29/12/1995]',0.281,-0.142,0.385,63.350,36.530,19.650,-0.422
'[10:02:34.610 29/12/1995]',0.281,-0.153,0.406,63.350,36.530,19.650,-0.422
'[10:02:34.612 29/12/1995]',0.281,-0.174,0.417,63.350,36.530,19.650,-0.422
'[10:02:34.614 29/12/1995]',0.281,-0.197,0.428,63.350,36.530,19.650,-0.422
'[10:02:34.616 29/12/1995]',0.281,-0.197,0.440,61.500,37.181,20.225,-0.429
'[10:02:34.618 29/12/1995]',0.281,-0.197,0.417,61.500,37.181,20.225,-0.429
'[10:02:34.620 29/12/1995]',0.281,-0.174,0.440,61.500,37.181,20.225,-0.429
'[10:02:34.622 29/12/1995]',0.337,-0.164,0.440,61.500,37.181,20.225,-0.429
'[10:02:34.624 29/12/1995]',0.337,-0.153,0.451,59.750,37.481,20.762,-0.435
'[10:02:34.626 29/12/1995]',0.337,-0.164,0.462,59.750,37.481,20.762,-0.435
'[10:02:34.628 29/12/1995]',0.337,-0.197,0.472,59.750,37.481,20.762,-0.435
'[10:02:34.630 29/12/1995]',0.337,-0.207,0.472,59.750,37.481,20.762,-0.435
'[10:02:34.632 29/12/1995]',0.337,-0.218,0.483,57.300,37.406,21.225,-0.441
'[10:02:34.634 29/12/1995]',0.337,-0.230,0.483,57.300,37.406,21.225,-0.441
'[10:02:34.636 29/12/1995]',0.337,-0.218,0.494,57.300,37.406,21.225,-0.441
'[10:02:34.638 29/12/1995]',0.392,-0.218,0.505,57.300,37.406,21.225,-0.441
'[10:02:34.640 29/12/1995]',0.392,-0.207,0.505,53.650,37.056,21.575,-0.444
'[10:02:34.642 29/12/1995]',0.392,-0.207,0.538,53.650,37.056,21.575,-0.444
'[10:02:34.644 29/12/1995]',0.392,-0.207,0.538,53.650,37.056,21.575,-0.444
'[10:02:34.646 29/12/1995]',0.392,-0.218,0.549,53.650,37.056,21.575,-0.444
'[10:02:34.648 29/12/1995]',0.392,-0.218,0.571,50.150,36.881,21.812,-0.448
'[10:02:34.650 29/12/1995]',0.392,-0.230,0.571,50.150,36.881,21.812,-0.448
'[10:02:34.652 29/12/1995]',0.448,-0.218,0.582,50.150,36.881,21.812,-0.448
'[10:02:34.654 29/12/1995]',0.448,-0.218,0.593,50.150,36.881,21.812,-0.448
'[10:02:34.656 29/12/1995]',0.448,-0.207,0.615,47.750,37.306,21.812,-0.450
'[10:02:34.658 29/12/1995]',0.448,-0.207,0.625,47.750,37.306,21.812,-0.450
'[10:02:34.660 29/12/1995]',0.504,-0.197,0.647,47.750,37.306,21.812,-0.450
'[10:02:34.662 29/12/1995]',0.504,-0.197,0.658,47.750,37.306,21.812,-0.450
'[10:02:34.664 29/12/1995]',0.504,-0.207,0.680,46.050,38.357,21.750,-0.449
'[10:02:34.666 29/12/1995]',0.504,-0.207,0.692,46.050,38.357,21.750,-0.449
'[10:02:34.668 29/12/1995]',0.504,-0.218,0.703,46.050,38.357,21.750,-0.449
'[10:02:34.670 29/12/1995]',0.559,-0.207,0.725,46.050,38.357,21.750,-0.449
'[10:02:34.672 29/12/1995]',0.559,-0.207,0.747,45.000,39.708,21.637,-0.450
'[10:02:34.674 29/12/1995]',0.559,-0.197,0.768,45.000,39.708,21.637,-0.450
'[10:02:34.676 29/12/1995]',0.615,-0.197,0.790,45.000,39.708,21.637,-0.450
'[10:02:34.678 29/12/1995]',0.615,-0.197,0.812,45.000,39.708,21.637,-0.450
'[10:02:34.680 29/12/1995]',0.615,-0.197,0.845,45.850,40.934,21.400,-0.447
'[10:02:34.682 29/12/1995]',0.671,-0.207,0.856,45.850,40.934,21.400,-0.447
'[10:02:34.684 29/12/1995]',0.671,-0.207,0.878,45.850,40.934,21.400,-0.447
'[10:02:34.686 29/12/1995]',0.671,-0.207,0.911,45.850,40.934,21.400,-0.447
'[10:02:34.688 29/12/1995]',0.727,-0.207,0.922,49.450,41.985,21.163,-0.444
'[10:02:34.690 29/12/1995]',0.727,-0.197,0.955,49.450,41.985,21.163,-0.444
'[10:02:34.692 29/12/1995]',0.727,-0.197,0.988,49.450,41.985,21.163,-0.444
'[10:02:34.694 29/12/1995]',0.782,-0.197,1.010,49.450,41.985,21.163,-0.444
'[10:02:34.696 29/12/1995]',0.782,-0.207,1.024,55.500,43.236,20.938,-0.438
'[10:02:34.698 29/12/1995]',0.782,-0.207,1.024,55.500,43.236,20.938,-0.438
'[10:02:34.700 29/12/1995]',0.835,-0.218,1.024,55.500,43.236,20.938,-0.438
'[10:02:34.702 29/12/1995]',0.835,-0.218,1.024,55.500,43.236,20.938,-0.438
'[10:02:34.704 29/12/1995]',0.835,-0.207,1.024,64.450,44.862,20.700,-0.429
'[10:02:34.706 29/12/1995]',0.891,-0.207,1.024,64.450,44.862,20.700,-0.429
'[10:02:34.708 29/12/1995]',0.891,-0.207,1.024,64.450,44.862,20.700,-0.429
'[10:02:34.710 29/12/1995]',0.891,-0.207,1.024,64.450,44.862,20.700,-0.429
'[10:02:34.712 29/12/1995]',0.947,-0.207,1.024,76.300,46.614,20.462,-0.416
'[10:02:34.714 29/12/1995]',0.947,-0.218,1.024,76.300,46.614,20.462,-0.416
'[10:02:34.716 29/12/1995]',0.947,-0.230,1.024,76.300,46.614,20.462,-0.416
'[10:02:34.718 29/12/1995]',0.947,-0.230,1.024,76.300,46.614,20.462,-0.416
'[10:02:34.720 29/12/1995]',0.947,-0.230,1.024,88.300,48.215,20.175,-0.398
'[10:02:34.722 29/12/1995]',0.947,-0.230,1.024,88.300,48.215,20.175,-0.398
'[10:02:34.724 29/12/1995]',1.003,-0.218,1.024,88.300,48.215,20.175,-0.398
'[10:02:34.726 29/12/1995]',1.003,-0.218,1.024,88.300,48.215,20.175,-0.398
'[10:02:34.728 29/12/1995]',1.003,-0.218,1.024,95.350,49.391,19.938,-0.371
'[10:02:34.730 29/12/1995]',1.003,-0.230,1.024,95.350,49.391,19.938,-0.371
'[10:02:34.732 29/12/1995]',0.947,-0.240,1.024,95.350,49.391,19.938,-0.371
'[10:02:34.734 29/12/1995]',0.947,-0.252,1.024,95.350,49.391,19.938,-0.371
'[10:02:34.736 29/12/1995]',0.947,-0.252,1.024,96.700,50.267,19.650,-0.338
'[10:02:34.738 29/12/1995]',0.947,-0.240,1.024,96.700,50.267,19.650,-0.338
'[10:02:34.740 29/12/1995]',0.947,-0.240,1.024,96.700,50.267,19.650,-0.338
'[10:02:34.742 29/12/1995]',0.891,-0.240,1.024,96.700,50.267,19.650,-0.338
'[10:02:34.744 29/12/1995]',0.891,-0.240,1.024,95.500,50.842,19.462,-0.294
'[10:02:34.746 29/12/1995]',0.891,-0.240,1.024,95.500,50.842,19.462,-0.294
'[10:02:34.748 29/12/1995]',0.835,-0.240,1.024,95.500,50.842,19.462,-0.294
'[10:02:34.750 29/12/1995]',0.835,-0.252,1.024,95.500,50.842,19.462,-0.294
'[10:02:34.752 29/12/1995]',0.782,-0.252,1.024,94.450,51.017,19.238,-0.241
'[10:02:34.754 29/12/1995]',0.782,-0.252,1.010,94.450,51.017,19.238,-0.241
'[10:02:34.756 29/12/1995]',0.727,-0.252,0.977,94.450,51.017,19.238,-0.241
'[10:02:34.758 29/12/1995]',0.727,-0.252,0.944,94.450,51.017,19.238,-0.241
'[10:02:34.760 29/12/1995]',0.671,-0.240,0.911,93.300,50.792,19.062,-0.181
'[10:02:34.762 29/12/1995]',0.671,-0.252,0.867,93.300,50.792,19.062,-0.181
'[10:02:34.764 29/12/1995]',0.615,-0.252,0.834,93.300,50.792,19.062,-0.181
'[10:02:34.766 29/12/1995]',0.615,-0.263,0.779,93.300,50.792,19.062,-0.181
'[10:02:34.768 29/12/1995]',0.559,-0.263,0.736,91.800,49.967,18.938,-0.114
'[10:02:34.770 29/12/1995]',0.504,-0.263,0.692,91.800,49.967,18.938,-0.114
'[10:02:34.772 29/12/1995]',0.504,-0.274,0.647,91.800,49.967,18.938,-0.114
'[10:02:34.774 29/12/1995]',0.448,-0.263,0.604,91.800,49.967,18.938,-0.114
'[10:02:34.776 29/12/1995]',0.448,-0.252,0.571,90.450,48.440,18.825,-0.043
'[10:02:34.778 29/12/1995]',0.392,-0.252,0.538,90.450,48.440,18.825,-0.043
'[10:02:34.780 29/12/1995]',0.392,-0.263,0.494,90.450,48.440,18.825,-0.043
'[10:02:34.782 29/12/1995]',0.337,-0.263,0.462,90.450,48.440,18.825,-0.043
'[10:02:34.784 29/12/1995]',0.281,-0.263,0.417,89.600,46.264,18.712,0.029
'[10:02:34.786 29/12/1995]',0.281,-0.263,0.385,89.600,46.264,18.712,0.029
'[10:02:34.788 29/12/1995]',0.225,-0.252,0.351,89.600,46.264,18.712,0.029
'[10:02:34.790 29/12/1995]',0.225,-0.240,0.319,89.600,46.264,18.712,0.029
'[10:02:34.792 29/12/1995]',0.225,-0.230,0.297,89.900,43.586,18.650,0.100
'[10:02:34.794 29/12/1995]',0.170,-0.230,0.275,89.900,43.586,18.650,0.100
'[10:02:34.796 29/12/1995]',0.170,-0.230,0.242,89.900,43.586,18.650,0.100
'[10:02:34.798 29/12/1995]',0.170,-0.230,0.231,89.900,43.586,18.650,0.100
'[10:02:34.800 29/12/1995]',0.114,-0.230,0.198,92.050,40.634,18.525,0.166
'[10:02:34.802 29/12/1995]',0.114,-0.230,0.176,92.050,40.634,18.525,0.166
'[10:02:34.804 29/12/1995]',0.058,-0.230,0.154,92.050,40.634,18.525,0.166
'[10:02:34.806 29/12/1995]',0.058,-0.218,0.133,92.050,40.634,18.525,0.166
'[10:02:34.808 29/12/1995]',0.058,-0.197,0.133,96.650,37.656,18.413,0.225
'[10:02:34.810 29/12/1995]',0.058,-0.197,0.111,96.650,37.656,18.413,0.225
'[10:02:34.812 29/12/1995]',0.058,-0.164,0.100,96.650,37.656,18.413,0.225
'[10:02:34.814 29/12/1995]',0.058,-0.174,0.077,96.650,37.656,18.413,0.225
'[10:02:34.816 29/12/1995]',0.005,-0.174,0.067,104.600,34.654,18.238,0.278
'[10:02:34.818 29/12/1995]',0.005,-0.197,0.056,104.600,34.654,18.238,0.278
'[10:02:34.820 29/12/1995]',0.005,-0.174,0.034,104.600,34.654,18.238,0.278
'[10:02:34.822 29/12/1995]',0.005,-0.174,0.022,104.600,34.654,18.238,0.278
'[10:02:34.824 29/12/1995]',0.005,-0.153,0.022,113.100,31.601,18.000,0.323
'[10:02:34.826 29/12/1995]',0.005,-0.153,0.011,113.100,31.601,18.000,0.323
'[10:02:34.828 29/12/1995]',0.005,-0.142,0.011,113.100,31.601,18.000,0.323
'[10:02:34.830 29/12/1995]',0.005,-0.142,0.001,113.100,31.601,18.000,0.323
'[10:02:34.832 29/12/1995]',0.005,-0.153,0.001,114.800,28.749,17.825,0.361
'[10:02:34.834 29/12/1995]',0.005,-0.164,0.001,114.800,28.749,17.825,0.361
'[10:02:34.836 29/12/1995]',0.005,-0.174,-0.010,114.800,28.749,17.825,0.361
'[10:02:34.838 29/12/1995]',0.005,-0.164,-0.021,114.800,28.749,17.825,0.361
'[10:02:34.840 29/12/1995]',0.005,-0.153,-0.010,106.850,26.097,17.538,0.395
'[10:02:34.842 29/12/1995]',0.005,-0.142,-0.021,106.850,26.097,17.538,0.395
'[10:02:34.844 29/12/1995]',0.005,-0.131,-0.010,106.850,26.097,17.538,0.395
'[10:02:34.846 29/12/1995]',0.005,-0.131,-0.021,106.850,26.097,17.538,0.395
'[10:02:34.848 29/12/1995]',0.005,-0.142,-0.021,95.400,24.045,17.188,0.421
'[10:02:34.850 29/12/1995]',0.005,-0.153,-0.032,95.400,24.045,17.188,0.421
'[10:02:34.852 29/12/1995]',0.005,-0.153,-0.032,95.400,24.045,17.188,0.421
'[10:02:34.854 29/12/1995]',0.005,-0.153,-0.032,95.400,24.045,17.188,0.421
'[10:02:34.856 29/12/1995]',0.005,-0.142,-0.032,87.450,22.819,16.712,0.444
'[10:02:34.858 29/12/1995]',0.005,-0.131,-0.032,87.450,22.819,16.712,0.444
'[10:02:34.860 29/12/1995]',0.005,-0.131,-0.032,87.450,22.819,16.712,0.444
'[10:02:34.862 29/12/1995]',0.005,-0.142,-0.021,87.450,22.819,16.712,0.444
'[10:02:34.864 29/12/1995]',0.005,-0.153,-0.032,85.150,22.469,16.125,0.463
'[10:02:34.866 29/12/1995]',0.005,-0.153,-0.032,85.150,22.469,16.125,0.463
'[10:02:34.868 29/12/1995]',0.005,-0.164,-0.054,85.150,22.469,16.125,0.463
'[10:02:34.870 29/12/1995]',0.005,-0.164,-0.054,85.150,22.469,16.125,0.463
'[10:02:34.872 29/12/1995]',0.005,-0.153,-0.043,86.450,23.044,15.537,0.475
'[10:02:34.874 29/12/1995]',0.005,-0.164,-0.054,86.450,23.044,15.537,0.475
'[10:02:34.876 29/12/1995]',0.005,-0.153,-0.032,86.450,23.044,15.537,0.475
'[10:02:34.878 29/12/1995]',0.005,-0.153,-0.043,86.450,23.044,15.537,0.475
'[10:02:34.880 29/12/1995]',0.005,-0.153,-0.043,85.250,24.270,15.012,0.480
'[10:02:34.882 29/12/1995]',0.005,-0.153,-0.043,85.250,24.270,15.012,0.480
'[10:02:34.884 29/12/1995]',0.005,-0.174,-0.054,85.250,24.270,15.012,0.480
'[10:02:34.886 29/12/1995]',0.005,-0.164,-0.054,85.250,24.270,15.012,0.480
'[10:02:34.888 29/12/1995]',0.005,-0.164,-0.054,78.950,25.972,14.488,0.479
'[10:02:34.890 29/12/1995]',0.005,-0.164,-0.054,78.950,25.972,14.488,0.479
'[10:02:34.892 29/12/1995]',0.005,-0.153,-0.054,78.950,25.972,14.488,0.479
'[10:02:34.894 29/12/1995]',0.005,-0.153,-0.054,78.950,25.972,14.488,0.479
'[10:02:34.896 29/12/1995]',0.005,-0.164,-0.054,74.400,28.399,13.963,0.471
'[10:02:34.898 29/12/1995]',0.005,-0.164,-0.054,74.400,28.399,13.963,0.471
'[10:02:34.900 29/12/1995]',-0.051,-0.197,-0.076,74.400,28.399,13.963,0.471
'[10:02:34.902 29/12/1995]',-0.051,-0.197,-0.076,74.400,28.399,13.963,0.471
'[10:02:34.904 29/12/1995]',-0.051,-0.174,-0.076,78.750,31.776,13.488,0.455
'[10:02:34.906 29/12/1995]',-0.051,-0.164,-0.076,78.750,31.776,13.488,0.455
'[10:02:34.908 29/12/1995]',0.005,0.001,0.044,78.750,31.776,13.488,0.455
'[10:02:34.910 29/12/1995]',0.559,1.024,0.725,78.750,31.776,13.488,0.455
'[10:02:34.912 29/12/1995]',0.281,0.669,0.385,89.400,36.355,13.088,0.430
'[10:02:34.914 29/12/1995]',0.114,0.297,0.187,89.400,36.355,13.088,0.430
'[10:02:34.916 29/12/1995]',0.005,0.056,0.056,89.400,36.355,13.088,0.430
'[10:02:34.918 29/12/1995]',0.005,-0.098,-0.032,89.400,36.355,13.088,0.430
'[10:02:34.920 29/12/1995]',-0.051,-0.197,-0.098,98.000,41.460,12.725,0.401
'[10:02:34.922 29/12/1995]',-0.106,-0.263,-0.153,98.000,41.460,12.725,0.401
'[10:02:34.924 29/12/1995]',-0.106,-0.328,-0.185,98.000,41.460,12.725,0.401
'[10:02:34.926 29/12/1995]',-0.162,-0.394,-0.218,98.000,41.460,12.725,0.401
