'Time and date','aVL','III','V','ABP','PLETH','RESP'
'[13:12:37.170 13/07/1995]',-0.045,0.220,-0.295,121.504,0.000,-0.603
'[13:12:37.172 13/07/1995]',-0.034,0.202,-0.246,121.504,0.000,-0.603
'[13:12:37.174 13/07/1995]',-0.023,0.185,-0.198,121.504,0.000,-0.603
'[13:12:37.176 13/07/1995]',-0.014,0.171,-0.156,126.090,0.000,-0.606
'[13:12:37.178 13/07/1995]',-0.005,0.157,-0.114,126.090,0.000,-0.606
'[13:12:37.180 13/07/1995]',0.002,0.145,-0.080,126.090,0.000,-0.606
'[13:12:37.182 13/07/1995]',0.009,0.133,-0.045,126.090,0.000,-0.606
'[13:12:37.184 13/07/1995]',0.014,0.120,-0.017,128.872,0.000,-0.608
'[13:12:37.186 13/07/1995]',0.019,0.108,0.010,128.872,0.000,-0.608
'[13:12:37.188 13/07/1995]',0.023,0.098,0.035,128.872,0.000,-0.608
'[13:12:37.190 13/07/1995]',0.028,0.087,0.059,128.872,0.000,-0.608
'[13:12:37.192 13/07/1995]',0.031,0.080,0.076,129.699,0.000,-0.609
'[13:12:37.194 13/07/1995]',0.033,0.073,0.094,129.699,0.000,-0.609
'[13:12:37.196 13/07/1995]',0.034,0.068,0.107,129.699,0.000,-0.609
'[13:12:37.198 13/07/1995]',0.035,0.063,0.121,129.699,0.000,-0.609
'[13:12:37.200 13/07/1995]',0.035,0.059,0.139,128.872,0.000,-0.609
'[13:12:37.202 13/07/1995]',0.035,0.056,0.156,128.872,0.000,-0.609
'[13:12:37.204 13/07/1995]',0.038,0.054,0.168,128.872,0.000,-0.609
'[13:12:37.206 13/07/1995]',0.040,0.052,0.180,128.872,0.000,-0.609
'[13:12:37.208 13/07/1995]',0.043,0.051,0.185,126.617,0.000,-0.609
'[13:12:37.210 13/07/1995]',0.047,0.049,0.191,126.617,0.000,-0.609
'[13:12:37.212 13/07/1995]',0.048,0.049,0.192,126.617,0.000,-0.609
'[13:12:37.214 13/07/1995]',0.049,0.049,0.194,126.617,0.000,-0.609
'[13:12:37.216 13/07/1995]',0.052,0.049,0.198,123.383,0.000,-0.609
'[13:12:37.218 13/07/1995]',0.054,0.049,0.201,123.383,0.000,-0.609
'[13:12:37.220 13/07/1995]',0.056,0.049,0.205,123.383,0.000,-0.609
'[13:12:37.222 13/07/1995]',0.059,0.049,0.208,123.383,0.000,-0.609
'[13:12:37.224 13/07/1995]',0.060,0.049,0.210,119.549,0.000,-0.608
'[13:12:37.226 13/07/1995]',0.061,0.049,0.211,119.549,0.000,-0.608
'[13:12:37.228 13/07/1995]',0.060,0.049,0.213,119.549,0.000,-0.608
'[13:12:37.230 13/07/1995]',0.059,0.049,0.215,119.549,0.000,-0.608
'[13:12:37.232 13/07/1995]',0.059,0.049,0.215,115.263,0.000,-0.608
'[13:12:37.234 13/07/1995]',0.059,0.049,0.215,115.263,0.000,-0.608
'[13:12:37.236 13/07/1995]',0.059,0.049,0.215,115.263,0.000,-0.608
'[13:12:37.238 13/07/1995]',0.059,0.049,0.215,115.263,0.000,-0.608
'[13:12:37.240 13/07/1995]',0.059,0.049,0.215,110.752,0.000,-0.607
'[13:12:37.242 13/07/1995]',0.059,0.049,0.215,110.752,0.000,-0.607
'[13:12:37.244 13/07/1995]',0.058,0.049,0.217,110.752,0.000,-0.607
'[13:12:37.246 13/07/1995]',0.056,0.049,0.218,110.752,0.000,-0.607
'[13:12:37.248 13/07/1995]',0.054,0.049,0.224,106.090,0.000,-0.607
'[13:12:37.250 13/07/1995]',0.052,0.049,0.229,106.090,0.000,-0.607
'[13:12:37.252 13/07/1995]',0.050,0.049,0.234,106.090,0.000,-0.607
'[13:12:37.254 13/07/1995]',0.049,0.049,0.239,106.090,0.000,-0.607
'[13:12:37.256 13/07/1995]',0.047,0.049,0.241,101.429,0.000,-0.607
'[13:12:37.258 13/07/1995]',0.045,0.049,0.243,101.429,0.000,-0.607
'[13:12:37.260 13/07/1995]',0.041,0.049,0.241,101.429,0.000,-0.607
'[13:12:37.262 13/07/1995]',0.038,0.049,0.239,101.429,0.000,-0.607
'[13:12:37.264 13/07/1995]',0.036,0.049,0.239,96.842,0.000,-0.607
'[13:12:37.266 13/07/1995]',0.035,0.049,0.239,96.842,0.000,-0.607
'[13:12:37.268 13/07/1995]',0.034,0.049,0.239,96.842,0.000,-0.607
'[13:12:37.270 13/07/1995]',0.033,0.049,0.239,96.842,0.000,-0.607
'[13:12:37.272 13/07/1995]',0.033,0.049,0.237,92.256,0.000,-0.607
'[13:12:37.274 13/07/1995]',0.033,0.049,0.236,92.256,0.000,-0.607
'[13:12:37.276 13/07/1995]',0.033,0.049,0.231,92.256,0.000,-0.607
'[13:12:37.278 13/07/1995]',0.033,0.049,0.225,92.256,0.000,-0.607
'[13:12:37.280 13/07/1995]',0.033,0.049,0.220,87.895,0.000,-0.607
'[13:12:37.282 13/07/1995]',0.033,0.049,0.215,87.895,0.000,-0.607
'[13:12:37.284 13/07/1995]',0.033,0.049,0.211,87.895,0.000,-0.607
'[13:12:37.286 13/07/1995]',0.033,0.049,0.208,87.895,0.000,-0.607
'[13:12:37.288 13/07/1995]',0.033,0.049,0.206,83.759,0.000,-0.607
'[13:12:37.290 13/07/1995]',0.033,0.049,0.205,83.759,0.000,-0.607
'[13:12:37.292 13/07/1995]',0.033,0.049,0.203,83.759,0.000,-0.607
'[13:12:37.294 13/07/1995]',0.033,0.049,0.201,83.759,0.000,-0.607
'[13:12:37.296 13/07/1995]',0.033,0.049,0.201,80.075,0.000,-0.606
'[13:12:37.298 13/07/1995]',0.033,0.049,0.201,80.075,0.000,-0.606
'[13:12:37.300 13/07/1995]',0.033,0.049,0.201,80.075,0.000,-0.606
'[13:12:37.302 13/07/1995]',0.033,0.049,0.201,80.075,0.000,-0.606
'[13:12:37.304 13/07/1995]',0.033,0.049,0.201,76.917,0.000,-0.606
'[13:12:37.306 13/07/1995]',0.033,0.049,0.201,76.917,0.000,-0.606
'[13:12:37.308 13/07/1995]',0.033,0.049,0.201,76.917,0.000,-0.606
'[13:12:37.310 13/07/1995]',0.033,0.049,0.201,76.917,0.000,-0.606
'[13:12:37.312 13/07/1995]',0.033,0.049,0.201,74.211,0.000,-0.605
'[13:12:37.314 13/07/1995]',0.033,0.049,0.201,74.211,0.000,-0.605
'[13:12:37.316 13/07/1995]',0.033,0.049,0.201,74.211,0.000,-0.605
'[13:12:37.318 13/07/1995]',0.033,0.049,0.201,74.211,0.000,-0.605
'[13:12:37.320 13/07/1995]',0.033,0.049,0.201,72.180,0.000,-0.605
'[13:12:37.322 13/07/1995]',0.033,0.049,0.201,72.180,0.000,-0.605
'[13:12:37.324 13/07/1995]',0.033,0.049,0.201,72.180,0.000,-0.605
'[13:12:37.326 13/07/1995]',0.033,0.049,0.201,72.180,0.000,-0.605
'[13:12:37.328 13/07/1995]',0.033,0.049,0.201,70.827,0.000,-0.604
'[13:12:37.330 13/07/1995]',0.033,0.049,0.201,70.827,0.000,-0.604
'[13:12:37.332 13/07/1995]',0.033,0.049,0.201,70.827,0.000,-0.604
'[13:12:37.334 13/07/1995]',0.033,0.049,0.201,70.827,0.000,-0.604
'[13:12:37.336 13/07/1995]',0.033,0.049,0.199,69.925,0.000,-0.603
'[13:12:37.338 13/07/1995]',0.033,0.049,0.198,69.925,0.000,-0.603
'[13:12:37.340 13/07/1995]',0.033,0.049,0.194,69.925,0.000,-0.603
'[13:12:37.342 13/07/1995]',0.033,0.049,0.191,69.925,0.000,-0.603
'[13:12:37.344 13/07/1995]',0.033,0.049,0.187,69.624,0.000,-0.601
'[13:12:37.346 13/07/1995]',0.033,0.049,0.184,69.624,0.000,-0.601
'[13:12:37.348 13/07/1995]',0.033,0.049,0.180,69.624,0.000,-0.601
'[13:12:37.350 13/07/1995]',0.033,0.049,0.177,69.624,0.000,-0.601
'[13:12:37.352 13/07/1995]',0.033,0.049,0.170,69.549,0.000,-0.599
'[13:12:37.354 13/07/1995]',0.033,0.049,0.163,69.549,0.000,-0.599
'[13:12:37.356 13/07/1995]',0.034,0.049,0.163,69.549,0.000,-0.599
'[13:12:37.358 13/07/1995]',0.035,0.049,0.163,69.549,0.000,-0.599
'[13:12:37.360 13/07/1995]',0.038,0.049,0.163,69.699,0.000,-0.597
'[13:12:37.362 13/07/1995]',0.040,0.049,0.163,69.699,0.000,-0.597
'[13:12:37.364 13/07/1995]',0.043,0.049,0.163,69.699,0.000,-0.597
'[13:12:37.366 13/07/1995]',0.047,0.049,0.163,69.699,0.000,-0.597
'[13:12:37.368 13/07/1995]',0.048,0.049,0.165,69.925,0.000,-0.595
'[13:12:37.370 13/07/1995]',0.049,0.049,0.166,69.925,0.000,-0.595
'[13:12:37.372 13/07/1995]',0.049,0.049,0.168,69.925,0.000,-0.595
'[13:12:37.374 13/07/1995]',0.049,0.049,0.170,69.925,0.000,-0.595
'[13:12:37.376 13/07/1995]',0.046,0.049,0.170,70.226,0.000,-0.593
'[13:12:37.378 13/07/1995]',0.042,0.049,0.170,70.226,0.000,-0.593
'[13:12:37.380 13/07/1995]',0.036,0.052,0.166,70.226,0.000,-0.593
'[13:12:37.382 13/07/1995]',0.031,0.056,0.163,70.226,0.000,-0.593
'[13:12:37.384 13/07/1995]',0.025,0.066,0.163,70.677,0.000,-0.591
'[13:12:37.386 13/07/1995]',0.019,0.077,0.163,70.677,0.000,-0.591
'[13:12:37.388 13/07/1995]',0.006,0.098,0.163,70.677,0.000,-0.591
'[13:12:37.390 13/07/1995]',-0.007,0.119,0.163,70.677,0.000,-0.591
'[13:12:37.392 13/07/1995]',-0.023,0.145,0.163,70.977,0.000,-0.589
'[13:12:37.394 13/07/1995]',-0.040,0.171,0.163,70.977,0.000,-0.589
'[13:12:37.396 13/07/1995]',-0.056,0.199,0.168,70.977,0.000,-0.589
'[13:12:37.398 13/07/1995]',-0.073,0.227,0.173,70.977,0.000,-0.589
'[13:12:37.400 13/07/1995]',-0.079,0.244,0.192,71.128,0.000,-0.587
'[13:12:37.402 13/07/1995]',-0.085,0.262,0.211,71.128,0.000,-0.587
'[13:12:37.404 13/07/1995]',-0.076,0.255,0.241,71.128,0.000,-0.587
'[13:12:37.406 13/07/1995]',-0.068,0.248,0.270,71.128,0.000,-0.587
'[13:12:37.408 13/07/1995]',-0.038,0.211,0.312,71.203,0.000,-0.584
'[13:12:37.410 13/07/1995]',-0.007,0.175,0.354,71.203,0.000,-0.584
'[13:12:37.412 13/07/1995]',0.047,0.105,0.411,71.203,0.000,-0.584
'[13:12:37.414 13/07/1995]',0.101,0.035,0.468,71.203,0.000,-0.584
'[13:12:37.416 13/07/1995]',0.185,-0.082,0.541,71.128,0.000,-0.581
'[13:12:37.418 13/07/1995]',0.270,-0.199,0.614,71.128,0.000,-0.581
'[13:12:37.420 13/07/1995]',0.385,-0.365,0.711,71.128,0.000,-0.581
'[13:12:37.422 13/07/1995]',0.500,-0.531,0.808,71.128,0.000,-0.581
'[13:12:37.424 13/07/1995]',0.637,-0.735,0.919,70.902,0.000,-0.577
'[13:12:37.426 13/07/1995]',0.775,-0.939,1.029,70.902,0.000,-0.577
'[13:12:37.428 13/07/1995]',0.917,-1.157,1.132,70.902,0.000,-0.577
'[13:12:37.430 13/07/1995]',1.059,-1.375,1.234,70.902,0.000,-0.577
'[13:12:37.432 13/07/1995]',1.183,-1.572,1.295,70.526,0.000,-0.574
'[13:12:37.434 13/07/1995]',1.308,-1.770,1.355,70.526,0.000,-0.574
'[13:12:37.436 13/07/1995]',1.397,-1.909,1.366,70.526,0.000,-0.574
'[13:12:37.438 13/07/1995]',1.486,-2.049,1.376,70.526,0.000,-0.574
'[13:12:37.440 13/07/1995]',1.529,-2.120,1.345,70.075,0.000,-0.570
'[13:12:37.442 13/07/1995]',1.573,-2.192,1.314,70.075,0.000,-0.570
'[13:12:37.444 13/07/1995]',1.569,-2.195,1.272,70.075,0.000,-0.570
'[13:12:37.446 13/07/1995]',1.566,-2.199,1.231,70.075,0.000,-0.570
'[13:12:37.448 13/07/1995]',1.520,-2.141,1.215,69.549,0.000,-0.567
'[13:12:37.450 13/07/1995]',1.474,-2.084,1.199,69.549,0.000,-0.567
'[13:12:37.452 13/07/1995]',1.393,-1.984,1.222,69.549,0.000,-0.567
'[13:12:37.454 13/07/1995]',1.312,-1.885,1.244,69.549,0.000,-0.567
'[13:12:37.456 13/07/1995]',1.212,-1.761,1.300,68.872,0.000,-0.565
'[13:12:37.458 13/07/1995]',1.113,-1.637,1.355,68.872,0.000,-0.565
'[13:12:37.460 13/07/1995]',1.005,-1.499,1.423,68.872,0.000,-0.565
'[13:12:37.462 13/07/1995]',0.897,-1.361,1.490,68.872,0.000,-0.565
'[13:12:37.464 13/07/1995]',0.789,-1.222,1.539,68.195,0.000,-0.562
'[13:12:37.466 13/07/1995]',0.681,-1.082,1.588,68.195,0.000,-0.562
'[13:12:37.468 13/07/1995]',0.581,-0.948,1.575,68.195,0.000,-0.562
'[13:12:37.470 13/07/1995]',0.481,-0.813,1.563,68.195,0.000,-0.562
'[13:12:37.472 13/07/1995]',0.394,-0.689,1.468,67.444,0.000,-0.559
'[13:12:37.474 13/07/1995]',0.308,-0.565,1.373,67.444,0.000,-0.559
'[13:12:37.476 13/07/1995]',0.239,-0.461,1.205,67.444,0.000,-0.559
'[13:12:37.478 13/07/1995]',0.171,-0.356,1.036,67.444,0.000,-0.559
'[13:12:37.480 13/07/1995]',0.123,-0.276,0.835,66.692,0.000,-0.556
'[13:12:37.482 13/07/1995]',0.075,-0.195,0.634,66.692,0.000,-0.556
'[13:12:37.484 13/07/1995]',0.042,-0.138,0.451,66.692,0.000,-0.556
'[13:12:37.486 13/07/1995]',0.009,-0.080,0.267,66.692,0.000,-0.556
'[13:12:37.488 13/07/1995]',-0.013,-0.037,0.142,65.865,0.000,-0.553
'[13:12:37.490 13/07/1995]',-0.035,0.007,0.017,65.865,0.000,-0.553
'[13:12:37.492 13/07/1995]',-0.053,0.044,-0.047,65.865,0.000,-0.553
'[13:12:37.494 13/07/1995]',-0.070,0.080,-0.111,65.865,0.000,-0.553
'[13:12:37.496 13/07/1995]',-0.086,0.119,-0.133,64.962,0.000,-0.551
'[13:12:37.498 13/07/1995]',-0.101,0.157,-0.156,64.962,0.000,-0.551
'[13:12:37.500 13/07/1995]',-0.114,0.194,-0.165,64.962,0.000,-0.551
'[13:12:37.502 13/07/1995]',-0.127,0.230,-0.173,64.962,0.000,-0.551
'[13:12:37.504 13/07/1995]',-0.138,0.262,-0.184,64.060,0.000,-0.550
'[13:12:37.506 13/07/1995]',-0.150,0.293,-0.194,64.060,0.000,-0.550
'[13:12:37.508 13/07/1995]',-0.161,0.316,-0.210,64.060,0.000,-0.550
'[13:12:37.510 13/07/1995]',-0.171,0.339,-0.225,64.060,0.000,-0.550
'[13:12:37.512 13/07/1995]',-0.182,0.358,-0.241,63.233,0.000,-0.551
'[13:12:37.514 13/07/1995]',-0.192,0.377,-0.256,63.233,0.000,-0.551
'[13:12:37.516 13/07/1995]',-0.201,0.389,-0.272,63.233,0.000,-0.551
'[13:12:37.518 13/07/1995]',-0.209,0.401,-0.288,63.233,0.000,-0.551
'[13:12:37.520 13/07/1995]',-0.214,0.412,-0.300,62.406,0.000,-0.554
'[13:12:37.522 13/07/1995]',-0.218,0.422,-0.312,62.406,0.000,-0.554
'[13:12:37.524 13/07/1995]',-0.222,0.431,-0.322,62.406,0.000,-0.554
'[13:12:37.526 13/07/1995]',-0.225,0.440,-0.333,62.406,0.000,-0.554
'[13:12:37.528 13/07/1995]',-0.229,0.447,-0.341,61.579,0.000,-0.557
'[13:12:37.530 13/07/1995]',-0.232,0.454,-0.350,61.579,0.000,-0.557
'[13:12:37.532 13/07/1995]',-0.234,0.459,-0.359,61.579,0.000,-0.557
'[13:12:37.534 13/07/1995]',-0.235,0.464,-0.367,61.579,0.000,-0.557
'[13:12:37.536 13/07/1995]',-0.238,0.469,-0.376,60.827,0.000,-0.562
'[13:12:37.538 13/07/1995]',-0.242,0.475,-0.385,60.827,0.000,-0.562
'[13:12:37.540 13/07/1995]',-0.246,0.482,-0.392,60.827,0.000,-0.562
'[13:12:37.542 13/07/1995]',-0.251,0.489,-0.399,60.827,0.000,-0.562
'[13:12:37.544 13/07/1995]',-0.256,0.499,-0.404,60.000,0.000,-0.568
'[13:12:37.546 13/07/1995]',-0.261,0.510,-0.409,60.000,0.000,-0.568
'[13:12:37.548 13/07/1995]',-0.265,0.518,-0.418,60.000,0.000,-0.568
'[13:12:37.550 13/07/1995]',-0.270,0.527,-0.426,60.000,0.000,-0.568
'[13:12:37.552 13/07/1995]',-0.272,0.532,-0.437,59.323,0.000,-0.574
'[13:12:37.554 13/07/1995]',-0.275,0.538,-0.447,59.323,0.000,-0.574
'[13:12:37.556 13/07/1995]',-0.276,0.545,-0.454,59.323,0.000,-0.574
'[13:12:37.558 13/07/1995]',-0.277,0.551,-0.461,59.323,0.000,-0.574
'[13:12:37.560 13/07/1995]',-0.276,0.557,-0.466,58.647,0.000,-0.580
'[13:12:37.562 13/07/1995]',-0.275,0.562,-0.471,58.647,0.000,-0.580
'[13:12:37.564 13/07/1995]',-0.276,0.569,-0.480,58.647,0.000,-0.580
'[13:12:37.566 13/07/1995]',-0.277,0.576,-0.489,58.647,0.000,-0.580
'[13:12:37.568 13/07/1995]',-0.281,0.583,-0.501,58.120,0.000,-0.586
'[13:12:37.570 13/07/1995]',-0.284,0.590,-0.513,58.120,0.000,-0.586
'[13:12:37.572 13/07/1995]',-0.290,0.593,-0.529,58.120,0.000,-0.586
'[13:12:37.574 13/07/1995]',-0.296,0.597,-0.544,58.120,0.000,-0.586
'[13:12:37.576 13/07/1995]',-0.300,0.600,-0.560,57.594,0.000,-0.592
'[13:12:37.578 13/07/1995]',-0.305,0.604,-0.575,57.594,0.000,-0.592
'[13:12:37.580 13/07/1995]',-0.312,0.609,-0.591,57.594,0.000,-0.592
'[13:12:37.582 13/07/1995]',-0.319,0.614,-0.607,57.594,0.000,-0.592
'[13:12:37.584 13/07/1995]',-0.325,0.621,-0.624,57.368,0.000,-0.598
'[13:12:37.586 13/07/1995]',-0.331,0.628,-0.641,57.368,0.000,-0.598
'[13:12:37.588 13/07/1995]',-0.335,0.642,-0.664,57.368,0.000,-0.598
'[13:12:37.590 13/07/1995]',-0.338,0.656,-0.686,57.368,0.000,-0.598
'[13:12:37.592 13/07/1995]',-0.343,0.668,-0.709,57.669,0.000,-0.603
'[13:12:37.594 13/07/1995]',-0.347,0.681,-0.731,57.669,0.000,-0.603
'[13:12:37.596 13/07/1995]',-0.356,0.695,-0.752,57.669,0.000,-0.603
'[13:12:37.598 13/07/1995]',-0.364,0.709,-0.773,57.669,0.000,-0.603
'[13:12:37.600 13/07/1995]',-0.373,0.721,-0.790,59.023,0.000,-0.606
'[13:12:37.602 13/07/1995]',-0.383,0.733,-0.808,59.023,0.000,-0.606
'[13:12:37.604 13/07/1995]',-0.391,0.745,-0.827,59.023,0.000,-0.606
'[13:12:37.606 13/07/1995]',-0.399,0.757,-0.846,59.023,0.000,-0.606
'[13:12:37.608 13/07/1995]',-0.408,0.770,-0.863,62.406,0.000,-0.609
'[13:12:37.610 13/07/1995]',-0.418,0.782,-0.880,62.406,0.000,-0.609
'[13:12:37.612 13/07/1995]',-0.426,0.796,-0.894,62.406,0.000,-0.609
'[13:12:37.614 13/07/1995]',-0.434,0.810,-0.908,62.406,0.000,-0.609
'[13:12:37.616 13/07/1995]',-0.441,0.827,-0.919,68.571,0.000,-0.610
'[13:12:37.618 13/07/1995]',-0.448,0.845,-0.929,68.571,0.000,-0.610
'[13:12:37.620 13/07/1995]',-0.454,0.860,-0.938,68.571,0.000,-0.610
'[13:12:37.622 13/07/1995]',-0.460,0.876,-0.946,68.571,0.000,-0.610
'[13:12:37.624 13/07/1995]',-0.466,0.885,-0.953,77.444,0.000,-0.611
'[13:12:37.626 13/07/1995]',-0.472,0.894,-0.960,77.444,0.000,-0.611
'[13:12:37.628 13/07/1995]',-0.473,0.899,-0.965,77.444,0.000,-0.611
'[13:12:37.630 13/07/1995]',-0.474,0.904,-0.971,77.444,0.000,-0.611
'[13:12:37.632 13/07/1995]',-0.472,0.904,-0.972,87.970,0.000,-0.609
'[13:12:37.634 13/07/1995]',-0.469,0.904,-0.974,87.970,0.000,-0.609
'[13:12:37.636 13/07/1995]',-0.465,0.895,-0.969,87.970,0.000,-0.609
'[13:12:37.638 13/07/1995]',-0.460,0.887,-0.964,87.970,0.000,-0.609
'[13:12:37.640 13/07/1995]',-0.451,0.874,-0.955,98.797,0.000,-0.606
'[13:12:37.642 13/07/1995]',-0.441,0.862,-0.946,98.797,0.000,-0.606
'[13:12:37.644 13/07/1995]',-0.426,0.843,-0.931,98.797,0.000,-0.606
'[13:12:37.646 13/07/1995]',-0.411,0.824,-0.915,98.797,0.000,-0.606
'[13:12:37.648 13/07/1995]',-0.391,0.796,-0.891,108.872,0.000,-0.602
'[13:12:37.650 13/07/1995]',-0.371,0.768,-0.867,108.872,0.000,-0.602
'[13:12:37.652 13/07/1995]',-0.349,0.733,-0.835,108.872,0.000,-0.602
'[13:12:37.654 13/07/1995]',-0.326,0.698,-0.804,108.872,0.000,-0.602
'[13:12:37.656 13/07/1995]',-0.304,0.661,-0.769,117.970,0.000,-0.597
'[13:12:37.658 13/07/1995]',-0.282,0.625,-0.735,117.970,0.000,-0.597
'[13:12:37.660 13/07/1995]',-0.261,0.590,-0.693,117.970,0.000,-0.597
'[13:12:37.662 13/07/1995]',-0.239,0.555,-0.652,117.970,0.000,-0.597
'[13:12:37.664 13/07/1995]',-0.218,0.520,-0.607,125.639,0.000,-0.591
'[13:12:37.666 13/07/1995]',-0.197,0.485,-0.562,125.639,0.000,-0.591
'[13:12:37.668 13/07/1995]',-0.177,0.452,-0.511,125.639,0.000,-0.591
'[13:12:37.670 13/07/1995]',-0.157,0.419,-0.461,125.639,0.000,-0.591
'[13:12:37.672 13/07/1995]',-0.138,0.386,-0.409,131.504,0.000,-0.584
'[13:12:37.674 13/07/1995]',-0.120,0.353,-0.357,131.504,0.000,-0.584
'[13:12:37.676 13/07/1995]',-0.103,0.325,-0.308,131.504,0.000,-0.584
'[13:12:37.678 13/07/1995]',-0.087,0.297,-0.260,131.504,0.000,-0.584
'[13:12:37.680 13/07/1995]',-0.072,0.269,-0.215,135.113,0.000,-0.577
'[13:12:37.682 13/07/1995]',-0.056,0.241,-0.170,135.113,0.000,-0.577
'[13:12:37.684 13/07/1995]',-0.042,0.220,-0.128,135.113,0.000,-0.577
'[13:12:37.686 13/07/1995]',-0.028,0.199,-0.087,135.113,0.000,-0.577
'[13:12:37.688 13/07/1995]',-0.016,0.182,-0.050,136.391,0.000,-0.570
'[13:12:37.690 13/07/1995]',-0.005,0.164,-0.014,136.391,0.000,-0.570
'[13:12:37.692 13/07/1995]',0.004,0.148,0.010,136.391,0.000,-0.570
'[13:12:37.694 13/07/1995]',0.012,0.133,0.035,136.391,0.000,-0.570
'[13:12:37.696 13/07/1995]',0.016,0.120,0.054,135.489,0.000,-0.561
'[13:12:37.698 13/07/1995]',0.021,0.108,0.073,135.489,0.000,-0.561
'[13:12:37.700 13/07/1995]',0.027,0.096,0.090,135.489,0.000,-0.561
'[13:12:37.702 13/07/1995]',0.033,0.084,0.107,135.489,0.000,-0.561
'[13:12:37.704 13/07/1995]',0.038,0.073,0.125,133.008,0.000,-0.553
'[13:12:37.706 13/07/1995]',0.042,0.063,0.142,133.008,0.000,-0.553
'[13:12:37.708 13/07/1995]',0.045,0.059,0.158,133.008,0.000,-0.553
'[13:12:37.710 13/07/1995]',0.047,0.056,0.173,133.008,0.000,-0.553
'[13:12:37.712 13/07/1995]',0.049,0.054,0.182,129.398,0.000,-0.544
'[13:12:37.714 13/07/1995]',0.052,0.052,0.191,129.398,0.000,-0.544
'[13:12:37.716 13/07/1995]',0.055,0.049,0.199,129.398,0.000,-0.544
'[13:12:37.718 13/07/1995]',0.059,0.045,0.208,129.398,0.000,-0.544
'[13:12:37.720 13/07/1995]',0.060,0.040,0.217,124.962,0.000,-0.535
'[13:12:37.722 13/07/1995]',0.061,0.035,0.225,124.962,0.000,-0.535
'[13:12:37.724 13/07/1995]',0.061,0.030,0.231,124.962,0.000,-0.535
'[13:12:37.726 13/07/1995]',0.061,0.024,0.236,124.962,0.000,-0.535
'[13:12:37.728 13/07/1995]',0.063,0.021,0.236,120.150,0.000,-0.526
'[13:12:37.730 13/07/1995]',0.066,0.017,0.236,120.150,0.000,-0.526
'[13:12:37.732 13/07/1995]',0.067,0.016,0.237,120.150,0.000,-0.526
'[13:12:37.734 13/07/1995]',0.068,0.014,0.239,120.150,0.000,-0.526
'[13:12:37.736 13/07/1995]',0.067,0.012,0.243,115.113,0.000,-0.518
'[13:12:37.738 13/07/1995]',0.066,0.010,0.246,115.113,0.000,-0.518
'[13:12:37.740 13/07/1995]',0.065,0.010,0.250,115.113,0.000,-0.518
'[13:12:37.742 13/07/1995]',0.063,0.010,0.253,115.113,0.000,-0.518
'[13:12:37.744 13/07/1995]',0.063,0.010,0.258,110.075,0.000,-0.510
'[13:12:37.746 13/07/1995]',0.063,0.010,0.263,110.075,0.000,-0.510
'[13:12:37.748 13/07/1995]',0.062,0.012,0.267,110.075,0.000,-0.510
'[13:12:37.750 13/07/1995]',0.061,0.014,0.270,110.075,0.000,-0.510
'[13:12:37.752 13/07/1995]',0.060,0.019,0.274,105.113,0.000,-0.502
'[13:12:37.754 13/07/1995]',0.059,0.024,0.277,105.113,0.000,-0.502
'[13:12:37.756 13/07/1995]',0.058,0.031,0.277,105.113,0.000,-0.502
'[13:12:37.758 13/07/1995]',0.056,0.038,0.277,105.113,0.000,-0.502
'[13:12:37.760 13/07/1995]',0.054,0.040,0.277,100.376,0.000,-0.494
'[13:12:37.762 13/07/1995]',0.052,0.042,0.277,100.376,0.000,-0.494
'[13:12:37.764 13/07/1995]',0.052,0.045,0.277,100.376,0.000,-0.494
'[13:12:37.766 13/07/1995]',0.052,0.049,0.277,100.376,0.000,-0.494
'[13:12:37.768 13/07/1995]',0.052,0.051,0.277,95.865,0.000,-0.486
'[13:12:37.770 13/07/1995]',0.052,0.052,0.277,95.865,0.000,-0.486
'[13:12:37.772 13/07/1995]',0.050,0.051,0.277,95.865,0.000,-0.486
'[13:12:37.774 13/07/1995]',0.049,0.049,0.277,95.865,0.000,-0.486
'[13:12:37.776 13/07/1995]',0.047,0.049,0.277,91.579,0.000,-0.477
'[13:12:37.778 13/07/1995]',0.045,0.049,0.277,91.579,0.000,-0.477
'[13:12:37.780 13/07/1995]',0.042,0.049,0.277,91.579,0.000,-0.477
'[13:12:37.782 13/07/1995]',0.040,0.049,0.277,91.579,0.000,-0.477
'[13:12:37.784 13/07/1995]',0.041,0.049,0.277,87.444,0.000,-0.469
'[13:12:37.786 13/07/1995]',0.042,0.049,0.277,87.444,0.000,-0.469
'[13:12:37.788 13/07/1995]',0.042,0.049,0.277,87.444,0.000,-0.469
'[13:12:37.790 13/07/1995]',0.042,0.049,0.277,87.444,0.000,-0.469
'[13:12:37.792 13/07/1995]',0.042,0.049,0.279,83.609,0.000,-0.461
'[13:12:37.794 13/07/1995]',0.042,0.049,0.281,83.609,0.000,-0.461
'[13:12:37.796 13/07/1995]',0.042,0.049,0.286,83.609,0.000,-0.461
'[13:12:37.798 13/07/1995]',0.042,0.049,0.291,83.609,0.000,-0.461
'[13:12:37.800 13/07/1995]',0.042,0.049,0.293,80.376,0.000,-0.453
'[13:12:37.802 13/07/1995]',0.042,0.049,0.295,80.376,0.000,-0.453
'[13:12:37.804 13/07/1995]',0.041,0.049,0.298,80.376,0.000,-0.453
