'Time and date','MCL1 ','V ','ABP ','PAP ','PLETH ','RESP '
'[10:42:27.016 08/05/1995]',-0.008,-0.012,61.802,14.900,-0.490,-0.654
'[10:42:27.018 08/05/1995]',-0.008,-0.012,61.802,14.900,-0.490,-0.654
'[10:42:27.020 08/05/1995]',-0.017,-0.012,61.802,14.900,-0.490,-0.654
'[10:42:27.022 08/05/1995]',-0.017,-0.012,61.802,14.900,-0.490,-0.654
'[10:42:27.024 08/05/1995]',-0.017,-0.012,61.652,14.776,-0.488,-0.654
'[10:42:27.026 08/05/1995]',-0.017,-0.012,61.652,14.776,-0.488,-0.654
'[10:42:27.028 08/05/1995]',-0.017,-0.012,61.652,14.776,-0.488,-0.654
'[10:42:27.030 08/05/1995]',-0.008,-0.012,61.652,14.776,-0.488,-0.654
'[10:42:27.032 08/05/1995]',-0.008,0.001,61.427,14.601,-0.487,-0.653
'[10:42:27.034 08/05/1995]',-0.008,-0.012,61.427,14.601,-0.487,-0.653
'[10:42:27.036 08/05/1995]',-0.008,-0.012,61.427,14.601,-0.487,-0.653
'[10:42:27.038 08/05/1995]',-0.008,-0.012,61.427,14.601,-0.487,-0.653
'[10:42:27.040 08/05/1995]',-0.008,-0.012,61.276,14.377,-0.485,-0.653
'[10:42:27.042 08/05/1995]',-0.017,-0.012,61.276,14.377,-0.485,-0.653
'[10:42:27.044 08/05/1995]',-0.017,-0.012,61.276,14.377,-0.485,-0.653
'[10:42:27.046 08/05/1995]',-0.017,-0.012,61.276,14.377,-0.485,-0.653
'[10:42:27.048 08/05/1995]',-0.017,-0.012,61.051,14.153,-0.483,-0.652
'[10:42:27.050 08/05/1995]',-0.008,0.001,61.051,14.153,-0.483,-0.652
'[10:42:27.052 08/05/1995]',-0.008,0.001,61.051,14.153,-0.483,-0.652
'[10:42:27.054 08/05/1995]',-0.008,0.001,61.051,14.153,-0.483,-0.652
'[10:42:27.056 08/05/1995]',-0.008,0.014,60.901,13.978,-0.481,-0.651
'[10:42:27.058 08/05/1995]',0.001,0.027,60.901,13.978,-0.481,-0.651
'[10:42:27.060 08/05/1995]',0.001,0.053,60.901,13.978,-0.481,-0.651
'[10:42:27.062 08/05/1995]',0.009,0.079,60.901,13.978,-0.481,-0.651
'[10:42:27.064 08/05/1995]',0.036,0.106,60.751,13.854,-0.479,-0.650
'[10:42:27.066 08/05/1995]',0.053,0.132,60.751,13.854,-0.479,-0.650
'[10:42:27.068 08/05/1995]',0.080,0.145,60.751,13.854,-0.479,-0.650
'[10:42:27.070 08/05/1995]',0.106,0.158,60.751,13.854,-0.479,-0.650
'[10:42:27.072 08/05/1995]',0.132,0.171,60.601,13.854,-0.476,-0.649
'[10:42:27.074 08/05/1995]',0.158,0.184,60.601,13.854,-0.476,-0.649
'[10:42:27.076 08/05/1995]',0.185,0.197,60.601,13.854,-0.476,-0.649
'[10:42:27.078 08/05/1995]',0.229,0.210,60.601,13.854,-0.476,-0.649
'[10:42:27.080 08/05/1995]',0.246,0.210,60.450,13.804,-0.474,-0.647
'[10:42:27.082 08/05/1995]',0.264,0.197,60.450,13.804,-0.474,-0.647
'[10:42:27.084 08/05/1995]',0.264,0.158,60.450,13.804,-0.474,-0.647
'[10:42:27.086 08/05/1995]',0.255,0.079,60.450,13.804,-0.474,-0.647
'[10:42:27.088 08/05/1995]',0.246,0.014,60.225,13.804,-0.472,-0.644
'[10:42:27.090 08/05/1995]',0.238,-0.051,60.225,13.804,-0.472,-0.644
'[10:42:27.092 08/05/1995]',0.220,-0.130,60.225,13.804,-0.472,-0.644
'[10:42:27.094 08/05/1995]',0.185,-0.208,60.225,13.804,-0.472,-0.644
'[10:42:27.096 08/05/1995]',0.150,-0.274,60.150,13.804,-0.469,-0.641
'[10:42:27.098 08/05/1995]',0.115,-0.327,60.150,13.804,-0.469,-0.641
'[10:42:27.100 08/05/1995]',0.062,-0.366,60.150,13.804,-0.469,-0.641
'[10:42:27.102 08/05/1995]',0.001,-0.405,60.150,13.804,-0.469,-0.641
'[10:42:27.104 08/05/1995]',-0.087,-0.484,59.925,13.854,-0.467,-0.638
'[10:42:27.106 08/05/1995]',-0.166,-0.562,59.925,13.854,-0.467,-0.638
'[10:42:27.108 08/05/1995]',-0.245,-0.614,59.925,13.854,-0.467,-0.638
'[10:42:27.110 08/05/1995]',-0.280,-0.627,59.925,13.854,-0.467,-0.638
'[10:42:27.112 08/05/1995]',-0.306,-0.627,59.850,13.904,-0.464,-0.635
'[10:42:27.114 08/05/1995]',-0.315,-0.614,59.850,13.904,-0.464,-0.635
'[10:42:27.116 08/05/1995]',-0.315,-0.588,59.850,13.904,-0.464,-0.635
'[10:42:27.118 08/05/1995]',-0.315,-0.562,59.850,13.904,-0.464,-0.635
'[10:42:27.120 08/05/1995]',-0.298,-0.523,59.699,14.153,-0.461,-0.632
'[10:42:27.122 08/05/1995]',-0.271,-0.470,59.699,14.153,-0.461,-0.632
'[10:42:27.124 08/05/1995]',-0.262,-0.418,59.699,14.153,-0.461,-0.632
'[10:42:27.126 08/05/1995]',-0.245,-0.366,59.699,14.153,-0.461,-0.632
'[10:42:27.128 08/05/1995]',-0.210,-0.327,59.624,14.502,-0.458,-0.629
'[10:42:27.130 08/05/1995]',-0.192,-0.274,59.624,14.502,-0.458,-0.629
'[10:42:27.132 08/05/1995]',-0.166,-0.235,59.624,14.502,-0.458,-0.629
'[10:42:27.134 08/05/1995]',-0.140,-0.195,59.624,14.502,-0.458,-0.629
'[10:42:27.136 08/05/1995]',-0.114,-0.143,59.474,15.150,-0.455,-0.626
'[10:42:27.138 08/05/1995]',-0.096,-0.117,59.474,15.150,-0.455,-0.626
'[10:42:27.140 08/05/1995]',-0.078,-0.078,59.474,15.150,-0.455,-0.626
'[10:42:27.142 08/05/1995]',-0.061,-0.051,59.474,15.150,-0.455,-0.626
'[10:42:27.144 08/05/1995]',-0.043,-0.025,59.399,15.947,-0.451,-0.622
'[10:42:27.146 08/05/1995]',-0.026,0.001,59.399,15.947,-0.451,-0.622
'[10:42:27.148 08/05/1995]',-0.017,0.001,59.399,15.947,-0.451,-0.622
'[10:42:27.150 08/05/1995]',0.001,0.014,59.399,15.947,-0.451,-0.622
'[10:42:27.152 08/05/1995]',0.001,0.027,59.249,16.894,-0.448,-0.618
'[10:42:27.154 08/05/1995]',0.001,0.027,59.249,16.894,-0.448,-0.618
'[10:42:27.156 08/05/1995]',0.001,0.027,59.249,16.894,-0.448,-0.618
'[10:42:27.158 08/05/1995]',0.001,0.040,59.249,16.894,-0.448,-0.618
'[10:42:27.160 08/05/1995]',0.001,0.040,59.099,17.766,-0.444,-0.613
'[10:42:27.162 08/05/1995]',0.001,0.053,59.099,17.766,-0.444,-0.613
'[10:42:27.164 08/05/1995]',0.001,0.066,59.099,17.766,-0.444,-0.613
'[10:42:27.166 08/05/1995]',0.009,0.066,59.099,17.766,-0.444,-0.613
'[10:42:27.168 08/05/1995]',0.009,0.066,59.099,18.513,-0.441,-0.608
'[10:42:27.170 08/05/1995]',0.018,0.066,59.099,18.513,-0.441,-0.608
'[10:42:27.172 08/05/1995]',0.009,0.066,59.099,18.513,-0.441,-0.608
'[10:42:27.174 08/05/1995]',0.009,0.066,59.099,18.513,-0.441,-0.608
'[10:42:27.176 08/05/1995]',0.009,0.066,59.024,19.161,-0.437,-0.604
'[10:42:27.178 08/05/1995]',0.009,0.079,59.024,19.161,-0.437,-0.604
'[10:42:27.180 08/05/1995]',0.018,0.079,59.024,19.161,-0.437,-0.604
'[10:42:27.182 08/05/1995]',0.018,0.079,59.024,19.161,-0.437,-0.604
'[10:42:27.184 08/05/1995]',0.018,0.079,58.873,19.585,-0.433,-0.601
'[10:42:27.186 08/05/1995]',0.018,0.079,58.873,19.585,-0.433,-0.601
'[10:42:27.188 08/05/1995]',0.018,0.079,58.873,19.585,-0.433,-0.601
'[10:42:27.190 08/05/1995]',0.018,0.066,58.873,19.585,-0.433,-0.601
'[10:42:27.192 08/05/1995]',0.018,0.079,58.798,19.759,-0.429,-0.598
'[10:42:27.194 08/05/1995]',0.018,0.079,58.798,19.759,-0.429,-0.598
'[10:42:27.196 08/05/1995]',0.027,0.079,58.798,19.759,-0.429,-0.598
'[10:42:27.198 08/05/1995]',0.027,0.079,58.798,19.759,-0.429,-0.598
'[10:42:27.200 08/05/1995]',0.018,0.079,58.573,19.934,-0.425,-0.596
'[10:42:27.202 08/05/1995]',0.027,0.079,58.573,19.934,-0.425,-0.596
'[10:42:27.204 08/05/1995]',0.027,0.079,58.573,19.934,-0.425,-0.596
'[10:42:27.206 08/05/1995]',0.027,0.079,58.573,19.934,-0.425,-0.596
'[10:42:27.208 08/05/1995]',0.018,0.079,58.573,20.282,-0.421,-0.593
'[10:42:27.210 08/05/1995]',0.027,0.079,58.573,20.282,-0.421,-0.593
'[10:42:27.212 08/05/1995]',0.027,0.079,58.573,20.282,-0.421,-0.593
'[10:42:27.214 08/05/1995]',0.036,0.093,58.573,20.282,-0.421,-0.593
'[10:42:27.216 08/05/1995]',0.036,0.093,58.573,20.855,-0.418,-0.590
'[10:42:27.218 08/05/1995]',0.036,0.093,58.573,20.855,-0.418,-0.590
'[10:42:27.220 08/05/1995]',0.027,0.079,58.573,20.855,-0.418,-0.590
'[10:42:27.222 08/05/1995]',0.018,0.079,58.573,20.855,-0.418,-0.590
'[10:42:27.224 08/05/1995]',0.027,0.093,58.723,21.728,-0.414,-0.586
'[10:42:27.226 08/05/1995]',0.027,0.079,58.723,21.728,-0.414,-0.586
'[10:42:27.228 08/05/1995]',0.027,0.093,58.723,21.728,-0.414,-0.586
'[10:42:27.230 08/05/1995]',0.036,0.093,58.723,21.728,-0.414,-0.586
'[10:42:27.232 08/05/1995]',0.036,0.106,59.099,22.724,-0.411,-0.583
'[10:42:27.234 08/05/1995]',0.036,0.093,59.099,22.724,-0.411,-0.583
'[10:42:27.236 08/05/1995]',0.036,0.093,59.099,22.724,-0.411,-0.583
'[10:42:27.238 08/05/1995]',0.036,0.093,59.099,22.724,-0.411,-0.583
'[10:42:27.240 08/05/1995]',0.027,0.093,60.000,23.895,-0.407,-0.580
'[10:42:27.242 08/05/1995]',0.044,0.093,60.000,23.895,-0.407,-0.580
'[10:42:27.244 08/05/1995]',0.036,0.093,60.000,23.895,-0.407,-0.580
'[10:42:27.246 08/05/1995]',0.044,0.106,60.000,23.895,-0.407,-0.580
'[10:42:27.248 08/05/1995]',0.044,0.106,61.502,25.066,-0.405,-0.577
'[10:42:27.250 08/05/1995]',0.044,0.106,61.502,25.066,-0.405,-0.577
'[10:42:27.252 08/05/1995]',0.044,0.106,61.502,25.066,-0.405,-0.577
'[10:42:27.254 08/05/1995]',0.036,0.106,61.502,25.066,-0.405,-0.577
'[10:42:27.256 08/05/1995]',0.044,0.106,63.604,26.163,-0.401,-0.575
'[10:42:27.258 08/05/1995]',0.036,0.106,63.604,26.163,-0.401,-0.575
'[10:42:27.260 08/05/1995]',0.044,0.106,63.604,26.163,-0.401,-0.575
'[10:42:27.262 08/05/1995]',0.044,0.106,63.604,26.163,-0.401,-0.575
'[10:42:27.264 08/05/1995]',0.044,0.106,66.383,27.159,-0.397,-0.572
'[10:42:27.266 08/05/1995]',0.053,0.106,66.383,27.159,-0.397,-0.572
'[10:42:27.268 08/05/1995]',0.053,0.106,66.383,27.159,-0.397,-0.572
'[10:42:27.270 08/05/1995]',0.053,0.106,66.383,27.159,-0.397,-0.572
'[10:42:27.272 08/05/1995]',0.044,0.106,69.762,28.032,-0.391,-0.570
'[10:42:27.274 08/05/1995]',0.044,0.106,69.762,28.032,-0.391,-0.570
'[10:42:27.276 08/05/1995]',0.053,0.106,69.762,28.032,-0.391,-0.570
'[10:42:27.278 08/05/1995]',0.053,0.119,69.762,28.032,-0.391,-0.570
'[10:42:27.280 08/05/1995]',0.053,0.119,73.517,28.804,-0.383,-0.567
'[10:42:27.282 08/05/1995]',0.053,0.119,73.517,28.804,-0.383,-0.567
'[10:42:27.284 08/05/1995]',0.053,0.132,73.517,28.804,-0.383,-0.567
'[10:42:27.286 08/05/1995]',0.053,0.119,73.517,28.804,-0.383,-0.567
'[10:42:27.288 08/05/1995]',0.053,0.132,77.497,29.502,-0.372,-0.564
'[10:42:27.290 08/05/1995]',0.053,0.119,77.497,29.502,-0.372,-0.564
'[10:42:27.292 08/05/1995]',0.053,0.119,77.497,29.502,-0.372,-0.564
'[10:42:27.294 08/05/1995]',0.062,0.132,77.497,29.502,-0.372,-0.564
'[10:42:27.296 08/05/1995]',0.071,0.132,81.402,30.025,-0.356,-0.560
'[10:42:27.298 08/05/1995]',0.071,0.132,81.402,30.025,-0.356,-0.560
'[10:42:27.300 08/05/1995]',0.062,0.132,81.402,30.025,-0.356,-0.560
'[10:42:27.302 08/05/1995]',0.071,0.145,81.402,30.025,-0.356,-0.560
'[10:42:27.304 08/05/1995]',0.071,0.145,85.306,30.548,-0.336,-0.558
'[10:42:27.306 08/05/1995]',0.071,0.145,85.306,30.548,-0.336,-0.558
'[10:42:27.308 08/05/1995]',0.062,0.145,85.306,30.548,-0.336,-0.558
'[10:42:27.310 08/05/1995]',0.071,0.145,85.306,30.548,-0.336,-0.558
'[10:42:27.312 08/05/1995]',0.071,0.145,88.986,30.972,-0.308,-0.556
'[10:42:27.314 08/05/1995]',0.071,0.145,88.986,30.972,-0.308,-0.556
'[10:42:27.316 08/05/1995]',0.080,0.145,88.986,30.972,-0.308,-0.556
'[10:42:27.318 08/05/1995]',0.080,0.145,88.986,30.972,-0.308,-0.556
'[10:42:27.320 08/05/1995]',0.080,0.145,92.365,31.321,-0.275,-0.554
'[10:42:27.322 08/05/1995]',0.071,0.145,92.365,31.321,-0.275,-0.554
'[10:42:27.324 08/05/1995]',0.080,0.158,92.365,31.321,-0.275,-0.554
'[10:42:27.326 08/05/1995]',0.080,0.158,92.365,31.321,-0.275,-0.554
'[10:42:27.328 08/05/1995]',0.080,0.158,95.294,31.595,-0.235,-0.553
'[10:42:27.330 08/05/1995]',0.088,0.171,95.294,31.595,-0.235,-0.553
'[10:42:27.332 08/05/1995]',0.088,0.171,95.294,31.595,-0.235,-0.553
'[10:42:27.334 08/05/1995]',0.097,0.171,95.294,31.595,-0.235,-0.553
'[10:42:27.336 08/05/1995]',0.088,0.171,97.697,31.844,-0.188,-0.552
'[10:42:27.338 08/05/1995]',0.088,0.171,97.697,31.844,-0.188,-0.552
'[10:42:27.340 08/05/1995]',0.088,0.171,97.697,31.844,-0.188,-0.552
'[10:42:27.342 08/05/1995]',0.088,0.171,97.697,31.844,-0.188,-0.552
'[10:42:27.344 08/05/1995]',0.097,0.184,99.649,32.068,-0.134,-0.551
'[10:42:27.346 08/05/1995]',0.097,0.184,99.649,32.068,-0.134,-0.551
'[10:42:27.348 08/05/1995]',0.097,0.184,99.649,32.068,-0.134,-0.551
'[10:42:27.350 08/05/1995]',0.097,0.184,99.649,32.068,-0.134,-0.551
'[10:42:27.352 08/05/1995]',0.106,0.197,101.226,32.143,-0.074,-0.550
'[10:42:27.354 08/05/1995]',0.097,0.197,101.226,32.143,-0.074,-0.550
'[10:42:27.356 08/05/1995]',0.097,0.197,101.226,32.143,-0.074,-0.550
'[10:42:27.358 08/05/1995]',0.097,0.197,101.226,32.143,-0.074,-0.550
'[10:42:27.360 08/05/1995]',0.106,0.197,102.278,32.193,-0.011,-0.549
'[10:42:27.362 08/05/1995]',0.115,0.197,102.278,32.193,-0.011,-0.549
'[10:42:27.364 08/05/1995]',0.115,0.210,102.278,32.193,-0.011,-0.549
'[10:42:27.366 08/05/1995]',0.106,0.197,102.278,32.193,-0.011,-0.549
'[10:42:27.368 08/05/1995]',0.106,0.197,103.029,32.143,0.055,-0.548
'[10:42:27.370 08/05/1995]',0.115,0.197,103.029,32.143,0.055,-0.548
'[10:42:27.372 08/05/1995]',0.106,0.197,103.029,32.143,0.055,-0.548
'[10:42:27.374 08/05/1995]',0.106,0.197,103.029,32.143,0.055,-0.548
'[10:42:27.376 08/05/1995]',0.106,0.197,103.254,32.018,0.122,-0.546
'[10:42:27.378 08/05/1995]',0.106,0.197,103.254,32.018,0.122,-0.546
'[10:42:27.380 08/05/1995]',0.106,0.184,103.254,32.018,0.122,-0.546
'[10:42:27.382 08/05/1995]',0.106,0.184,103.254,32.018,0.122,-0.546
'[10:42:27.384 08/05/1995]',0.106,0.184,103.179,31.894,0.189,-0.545
'[10:42:27.386 08/05/1995]',0.106,0.171,103.179,31.894,0.189,-0.545
'[10:42:27.388 08/05/1995]',0.097,0.171,103.179,31.894,0.189,-0.545
'[10:42:27.390 08/05/1995]',0.097,0.171,103.179,31.894,0.189,-0.545
'[10:42:27.392 08/05/1995]',0.097,0.171,102.803,31.719,0.254,-0.543
'[10:42:27.394 08/05/1995]',0.097,0.171,102.803,31.719,0.254,-0.543
'[10:42:27.396 08/05/1995]',0.088,0.171,102.803,31.719,0.254,-0.543
'[10:42:27.398 08/05/1995]',0.097,0.171,102.803,31.719,0.254,-0.543
'[10:42:27.400 08/05/1995]',0.088,0.158,102.127,31.495,0.314,-0.540
'[10:42:27.402 08/05/1995]',0.088,0.145,102.127,31.495,0.314,-0.540
'[10:42:27.404 08/05/1995]',0.080,0.145,102.127,31.495,0.314,-0.540
'[10:42:27.406 08/05/1995]',0.071,0.145,102.127,31.495,0.314,-0.540
'[10:42:27.408 08/05/1995]',0.071,0.132,101.301,31.146,0.366,-0.537
'[10:42:27.410 08/05/1995]',0.071,0.132,101.301,31.146,0.366,-0.537
'[10:42:27.412 08/05/1995]',0.071,0.132,101.301,31.146,0.366,-0.537
'[10:42:27.414 08/05/1995]',0.062,0.132,101.301,31.146,0.366,-0.537
'[10:42:27.416 08/05/1995]',0.062,0.119,100.250,30.723,0.412,-0.534
'[10:42:27.418 08/05/1995]',0.053,0.106,100.250,30.723,0.412,-0.534
'[10:42:27.420 08/05/1995]',0.053,0.106,100.250,30.723,0.412,-0.534
'[10:42:27.422 08/05/1995]',0.044,0.106,100.250,30.723,0.412,-0.534
'[10:42:27.424 08/05/1995]',0.044,0.093,98.973,30.150,0.451,-0.531
'[10:42:27.426 08/05/1995]',0.044,0.093,98.973,30.150,0.451,-0.531
'[10:42:27.428 08/05/1995]',0.036,0.079,98.973,30.150,0.451,-0.531
'[10:42:27.430 08/05/1995]',0.036,0.079,98.973,30.150,0.451,-0.531
'[10:42:27.432 08/05/1995]',0.036,0.079,97.472,29.452,0.479,-0.528
'[10:42:27.434 08/05/1995]',0.027,0.079,97.472,29.452,0.479,-0.528
'[10:42:27.436 08/05/1995]',0.018,0.066,97.472,29.452,0.479,-0.528
'[10:42:27.438 08/05/1995]',0.018,0.066,97.472,29.452,0.479,-0.528
'[10:42:27.440 08/05/1995]',0.009,0.053,95.895,28.505,0.499,-0.525
'[10:42:27.442 08/05/1995]',0.009,0.040,95.895,28.505,0.499,-0.525
'[10:42:27.444 08/05/1995]',0.009,0.040,95.895,28.505,0.499,-0.525
'[10:42:27.446 08/05/1995]',0.001,0.040,95.895,28.505,0.499,-0.525
'[10:42:27.448 08/05/1995]',0.001,0.040,94.167,27.508,0.510,-0.522
'[10:42:27.450 08/05/1995]',0.001,0.027,94.167,27.508,0.510,-0.522
'[10:42:27.452 08/05/1995]',0.001,0.027,94.167,27.508,0.510,-0.522
'[10:42:27.454 08/05/1995]',0.001,0.014,94.167,27.508,0.510,-0.522
'[10:42:27.456 08/05/1995]',0.001,0.014,92.365,26.462,0.511,-0.518
'[10:42:27.458 08/05/1995]',0.001,0.014,92.365,26.462,0.511,-0.518
'[10:42:27.460 08/05/1995]',0.001,0.001,92.365,26.462,0.511,-0.518
'[10:42:27.462 08/05/1995]',0.001,0.001,92.365,26.462,0.511,-0.518
'[10:42:27.464 08/05/1995]',0.001,0.001,90.488,25.415,0.506,-0.513
'[10:42:27.466 08/05/1995]',0.001,0.001,90.488,25.415,0.506,-0.513
'[10:42:27.468 08/05/1995]',0.001,0.001,90.488,25.415,0.506,-0.513
'[10:42:27.470 08/05/1995]',-0.008,0.001,90.488,25.415,0.506,-0.513
'[10:42:27.472 08/05/1995]',-0.008,0.001,88.611,24.493,0.491,-0.507
'[10:42:27.474 08/05/1995]',-0.008,0.001,88.611,24.493,0.491,-0.507
'[10:42:27.476 08/05/1995]',-0.008,-0.012,88.611,24.493,0.491,-0.507
'[10:42:27.478 08/05/1995]',-0.008,-0.012,88.611,24.493,0.491,-0.507
'[10:42:27.480 08/05/1995]',0.001,0.001,86.808,23.721,0.470,-0.500
'[10:42:27.482 08/05/1995]',-0.008,-0.012,86.808,23.721,0.470,-0.500
'[10:42:27.484 08/05/1995]',-0.008,-0.012,86.808,23.721,0.470,-0.500
'[10:42:27.486 08/05/1995]',-0.008,-0.012,86.808,23.721,0.470,-0.500
'[10:42:27.488 08/05/1995]',-0.008,-0.012,85.156,23.073,0.444,-0.493
'[10:42:27.490 08/05/1995]',-0.017,-0.012,85.156,23.073,0.444,-0.493
'[10:42:27.492 08/05/1995]',-0.017,-0.012,85.156,23.073,0.444,-0.493
'[10:42:27.494 08/05/1995]',-0.017,-0.012,85.156,23.073,0.444,-0.493
'[10:42:27.496 08/05/1995]',-0.008,-0.012,83.579,22.674,0.409,-0.485
'[10:42:27.498 08/05/1995]',-0.008,-0.025,83.579,22.674,0.409,-0.485
'[10:42:27.500 08/05/1995]',-0.008,-0.012,83.579,22.674,0.409,-0.485
'[10:42:27.502 08/05/1995]',-0.008,-0.012,83.579,22.674,0.409,-0.485
'[10:42:27.504 08/05/1995]',-0.017,-0.012,82.152,22.425,0.371,-0.477
'[10:42:27.506 08/05/1995]',-0.017,-0.012,82.152,22.425,0.371,-0.477
'[10:42:27.508 08/05/1995]',-0.017,-0.025,82.152,22.425,0.371,-0.477
'[10:42:27.510 08/05/1995]',-0.017,-0.025,82.152,22.425,0.371,-0.477
'[10:42:27.512 08/05/1995]',-0.008,-0.025,81.026,22.375,0.328,-0.469
'[10:42:27.514 08/05/1995]',-0.017,-0.025,81.026,22.375,0.328,-0.469
'[10:42:27.516 08/05/1995]',-0.017,-0.025,81.026,22.375,0.328,-0.469
'[10:42:27.518 08/05/1995]',-0.017,-0.025,81.026,22.375,0.328,-0.469
'[10:42:27.520 08/05/1995]',-0.017,-0.025,80.050,22.425,0.280,-0.460
'[10:42:27.522 08/05/1995]',-0.017,-0.038,80.050,22.425,0.280,-0.460
'[10:42:27.524 08/05/1995]',-0.026,-0.038,80.050,22.425,0.280,-0.460
'[10:42:27.526 08/05/1995]',-0.026,-0.038,80.050,22.425,0.280,-0.460
'[10:42:27.528 08/05/1995]',-0.026,-0.038,79.149,22.625,0.230,-0.450
'[10:42:27.530 08/05/1995]',-0.026,-0.038,79.149,22.625,0.230,-0.450
'[10:42:27.532 08/05/1995]',-0.026,-0.038,79.149,22.625,0.230,-0.450
'[10:42:27.534 08/05/1995]',-0.017,-0.038,79.149,22.625,0.230,-0.450
'[10:42:27.536 08/05/1995]',-0.017,-0.038,78.398,22.899,0.177,-0.440
'[10:42:27.538 08/05/1995]',-0.026,-0.038,78.398,22.899,0.177,-0.440
'[10:42:27.540 08/05/1995]',-0.034,-0.038,78.398,22.899,0.177,-0.440
'[10:42:27.542 08/05/1995]',-0.034,-0.038,78.398,22.899,0.177,-0.440
'[10:42:27.544 08/05/1995]',-0.034,-0.038,77.872,23.198,0.123,-0.428
'[10:42:27.546 08/05/1995]',-0.034,-0.038,77.872,23.198,0.123,-0.428
'[10:42:27.548 08/05/1995]',-0.034,-0.038,77.872,23.198,0.123,-0.428
'[10:42:27.550 08/05/1995]',-0.034,-0.038,77.872,23.198,0.123,-0.428
'[10:42:27.552 08/05/1995]',-0.026,-0.038,77.422,23.547,0.069,-0.417
'[10:42:27.554 08/05/1995]',-0.026,-0.038,77.422,23.547,0.069,-0.417
'[10:42:27.556 08/05/1995]',-0.034,-0.038,77.422,23.547,0.069,-0.417
'[10:42:27.558 08/05/1995]',-0.034,-0.038,77.422,23.547,0.069,-0.417
'[10:42:27.560 08/05/1995]',-0.034,-0.038,77.121,23.895,0.015,-0.406
'[10:42:27.562 08/05/1995]',-0.034,-0.038,77.121,23.895,0.015,-0.406
'[10:42:27.564 08/05/1995]',-0.034,-0.038,77.121,23.895,0.015,-0.406
'[10:42:27.566 08/05/1995]',-0.034,-0.038,77.121,23.895,0.015,-0.406
'[10:42:27.568 08/05/1995]',-0.034,-0.038,76.971,24.194,-0.036,-0.396
'[10:42:27.570 08/05/1995]',-0.034,-0.038,76.971,24.194,-0.036,-0.396
'[10:42:27.572 08/05/1995]',-0.034,-0.051,76.971,24.194,-0.036,-0.396
'[10:42:27.574 08/05/1995]',-0.043,-0.051,76.971,24.194,-0.036,-0.396
'[10:42:27.576 08/05/1995]',-0.043,-0.051,76.821,24.369,-0.086,-0.386
'[10:42:27.578 08/05/1995]',-0.043,-0.051,76.821,24.369,-0.086,-0.386
'[10:42:27.580 08/05/1995]',-0.034,-0.038,76.821,24.369,-0.086,-0.386
'[10:42:27.582 08/05/1995]',-0.034,-0.051,76.821,24.369,-0.086,-0.386
'[10:42:27.584 08/05/1995]',-0.034,-0.038,76.821,24.419,-0.132,-0.376
'[10:42:27.586 08/05/1995]',-0.034,-0.051,76.821,24.419,-0.132,-0.376
'[10:42:27.588 08/05/1995]',-0.043,-0.051,76.821,24.419,-0.132,-0.376
'[10:42:27.590 08/05/1995]',-0.043,-0.051,76.821,24.419,-0.132,-0.376
'[10:42:27.592 08/05/1995]',-0.043,-0.051,76.821,24.369,-0.174,-0.365
'[10:42:27.594 08/05/1995]',-0.043,-0.051,76.821,24.369,-0.174,-0.365
'[10:42:27.596 08/05/1995]',-0.034,-0.051,76.821,24.369,-0.174,-0.365
'[10:42:27.598 08/05/1995]',-0.034,-0.051,76.821,24.369,-0.174,-0.365
'[10:42:27.600 08/05/1995]',-0.034,-0.051,76.821,24.244,-0.212,-0.355
'[10:42:27.602 08/05/1995]',-0.034,-0.038,76.821,24.244,-0.212,-0.355
'[10:42:27.604 08/05/1995]',-0.043,-0.038,76.821,24.244,-0.212,-0.355
'[10:42:27.606 08/05/1995]',-0.043,-0.051,76.821,24.244,-0.212,-0.355
'[10:42:27.608 08/05/1995]',-0.034,-0.051,76.896,23.945,-0.247,-0.346
'[10:42:27.610 08/05/1995]',-0.043,-0.051,76.896,23.945,-0.247,-0.346
'[10:42:27.612 08/05/1995]',-0.034,-0.051,76.896,23.945,-0.247,-0.346
'[10:42:27.614 08/05/1995]',-0.034,-0.051,76.896,23.945,-0.247,-0.346
'[10:42:27.616 08/05/1995]',-0.034,-0.051,76.971,23.671,-0.277,-0.337
'[10:42:27.618 08/05/1995]',-0.034,-0.051,76.971,23.671,-0.277,-0.337
'[10:42:27.620 08/05/1995]',-0.043,-0.051,76.971,23.671,-0.277,-0.337
'[10:42:27.622 08/05/1995]',-0.043,-0.051,76.971,23.671,-0.277,-0.337
'[10:42:27.624 08/05/1995]',-0.043,-0.051,77.046,23.322,-0.304,-0.328
'[10:42:27.626 08/05/1995]',-0.034,-0.051,77.046,23.322,-0.304,-0.328
'[10:42:27.628 08/05/1995]',-0.043,-0.051,77.046,23.322,-0.304,-0.328
'[10:42:27.630 08/05/1995]',-0.034,-0.051,77.046,23.322,-0.304,-0.328
'[10:42:27.632 08/05/1995]',-0.034,-0.051,77.046,23.023,-0.327,-0.319
'[10:42:27.634 08/05/1995]',-0.034,-0.051,77.046,23.023,-0.327,-0.319
'[10:42:27.636 08/05/1995]',-0.034,-0.051,77.046,23.023,-0.327,-0.319
'[10:42:27.638 08/05/1995]',-0.043,-0.064,77.046,23.023,-0.327,-0.319
'[10:42:27.640 08/05/1995]',-0.043,-0.051,77.046,22.674,-0.345,-0.311
