'Time and date','MCL1','II','V','ABP','PLETH','RESP'
'[19:41:46.628 19/11/1995]',-0.648,0.804,-0.780,68.269,-0.441,-0.629
'[19:41:46.630 19/11/1995]',-0.667,0.637,-0.736,68.269,-0.441,-0.629
'[19:41:46.632 19/11/1995]',-0.675,0.466,-0.692,68.067,-0.443,-0.626
'[19:41:46.634 19/11/1995]',-0.683,0.295,-0.649,68.067,-0.443,-0.626
'[19:41:46.636 19/11/1995]',-0.672,0.161,-0.607,68.067,-0.443,-0.626
'[19:41:46.638 19/11/1995]',-0.660,0.026,-0.563,68.067,-0.443,-0.626
'[19:41:46.640 19/11/1995]',-0.624,-0.054,-0.520,67.967,-0.445,-0.623
'[19:41:46.642 19/11/1995]',-0.587,-0.134,-0.433,67.967,-0.445,-0.623
'[19:41:46.644 19/11/1995]',-0.531,-0.166,-0.345,67.967,-0.445,-0.623
'[19:41:46.646 19/11/1995]',-0.474,-0.198,-0.214,67.967,-0.445,-0.623
'[19:41:46.648 19/11/1995]',-0.404,-0.197,-0.171,67.765,-0.445,-0.619
'[19:41:46.650 19/11/1995]',-0.334,-0.196,-0.127,67.765,-0.445,-0.619
'[19:41:46.652 19/11/1995]',-0.266,-0.180,-0.083,67.765,-0.445,-0.619
'[19:41:46.654 19/11/1995]',-0.197,-0.164,-0.040,67.765,-0.445,-0.619
'[19:41:46.656 19/11/1995]',-0.140,-0.146,0.004,67.462,-0.447,-0.616
'[19:41:46.658 19/11/1995]',-0.084,-0.127,0.004,67.462,-0.447,-0.616
'[19:41:46.660 19/11/1995]',-0.044,-0.117,0.046,67.462,-0.447,-0.616
'[19:41:46.662 19/11/1995]',-0.005,-0.106,0.046,67.462,-0.447,-0.616
'[19:41:46.664 19/11/1995]',0.017,-0.104,0.089,67.160,-0.448,-0.613
'[19:41:46.666 19/11/1995]',0.038,-0.101,0.089,67.160,-0.448,-0.613
'[19:41:46.668 19/11/1995]',0.047,-0.102,0.046,67.160,-0.448,-0.613
'[19:41:46.670 19/11/1995]',0.055,-0.103,0.046,67.160,-0.448,-0.613
'[19:41:46.672 19/11/1995]',0.056,-0.104,0.046,66.908,-0.449,-0.611
'[19:41:46.674 19/11/1995]',0.057,-0.105,0.046,66.908,-0.449,-0.611
'[19:41:46.676 19/11/1995]',0.055,-0.107,0.046,66.908,-0.449,-0.611
'[19:41:46.678 19/11/1995]',0.053,-0.110,0.089,66.908,-0.449,-0.611
'[19:41:46.680 19/11/1995]',0.051,-0.111,0.089,66.605,-0.449,-0.610
'[19:41:46.682 19/11/1995]',0.050,-0.112,0.089,66.605,-0.449,-0.610
'[19:41:46.684 19/11/1995]',0.050,-0.114,0.046,66.605,-0.449,-0.610
'[19:41:46.686 19/11/1995]',0.049,-0.116,0.046,66.605,-0.449,-0.610
'[19:41:46.688 19/11/1995]',0.048,-0.117,0.046,66.353,-0.363,-0.609
'[19:41:46.690 19/11/1995]',0.048,-0.118,0.046,66.353,-0.363,-0.609
'[19:41:46.692 19/11/1995]',0.048,-0.119,0.046,66.353,-0.363,-0.609
'[19:41:46.694 19/11/1995]',0.048,-0.120,0.046,66.353,-0.363,-0.609
'[19:41:46.696 19/11/1995]',0.050,-0.122,0.046,66.101,-0.364,-0.609
'[19:41:46.698 19/11/1995]',0.051,-0.125,0.046,66.101,-0.364,-0.609
'[19:41:46.700 19/11/1995]',0.052,-0.127,0.046,66.101,-0.364,-0.609
'[19:41:46.702 19/11/1995]',0.053,-0.129,0.046,66.101,-0.364,-0.609
'[19:41:46.704 19/11/1995]',0.052,-0.131,0.046,65.899,-0.365,-0.609
'[19:41:46.706 19/11/1995]',0.051,-0.133,0.004,65.899,-0.365,-0.609
'[19:41:46.708 19/11/1995]',0.050,-0.133,0.004,65.899,-0.365,-0.609
'[19:41:46.710 19/11/1995]',0.049,-0.133,0.004,65.899,-0.365,-0.609
'[19:41:46.712 19/11/1995]',0.049,-0.129,0.004,65.597,-0.365,-0.609
'[19:41:46.714 19/11/1995]',0.049,-0.125,0.046,65.597,-0.365,-0.609
'[19:41:46.716 19/11/1995]',0.051,-0.120,0.046,65.597,-0.365,-0.609
'[19:41:46.718 19/11/1995]',0.054,-0.114,0.046,65.597,-0.365,-0.609
'[19:41:46.720 19/11/1995]',0.057,-0.108,0.046,65.345,-0.366,-0.610
'[19:41:46.722 19/11/1995]',0.060,-0.103,0.046,65.345,-0.366,-0.610
'[19:41:46.724 19/11/1995]',0.060,-0.099,0.004,65.345,-0.366,-0.610
'[19:41:46.726 19/11/1995]',0.060,-0.095,0.004,65.345,-0.366,-0.610
'[19:41:46.728 19/11/1995]',0.054,-0.096,0.046,65.042,-0.368,-0.610
'[19:41:46.730 19/11/1995]',0.049,-0.097,0.046,65.042,-0.368,-0.610
'[19:41:46.732 19/11/1995]',0.041,-0.101,0.046,65.042,-0.368,-0.610
'[19:41:46.734 19/11/1995]',0.032,-0.105,0.046,65.042,-0.368,-0.610
'[19:41:46.736 19/11/1995]',0.027,-0.107,0.046,64.740,-0.369,-0.610
'[19:41:46.738 19/11/1995]',0.023,-0.110,0.046,64.740,-0.369,-0.610
'[19:41:46.740 19/11/1995]',0.025,-0.108,0.046,64.740,-0.369,-0.610
'[19:41:46.742 19/11/1995]',0.027,-0.106,0.046,64.740,-0.369,-0.610
'[19:41:46.744 19/11/1995]',0.035,-0.099,0.089,64.336,-0.371,-0.610
'[19:41:46.746 19/11/1995]',0.042,-0.092,0.089,64.336,-0.371,-0.610
'[19:41:46.748 19/11/1995]',0.050,-0.078,0.089,64.336,-0.371,-0.610
'[19:41:46.750 19/11/1995]',0.057,-0.065,0.089,64.336,-0.371,-0.610
'[19:41:46.752 19/11/1995]',0.061,-0.056,0.046,63.983,-0.372,-0.611
'[19:41:46.754 19/11/1995]',0.066,-0.047,0.046,63.983,-0.372,-0.611
'[19:41:46.756 19/11/1995]',0.066,-0.045,0.004,63.983,-0.372,-0.611
'[19:41:46.758 19/11/1995]',0.067,-0.043,0.004,63.983,-0.372,-0.611
'[19:41:46.760 19/11/1995]',0.066,-0.047,0.046,63.630,-0.373,-0.613
'[19:41:46.762 19/11/1995]',0.066,-0.050,0.046,63.630,-0.373,-0.613
'[19:41:46.764 19/11/1995]',0.066,-0.057,0.089,63.630,-0.373,-0.613
'[19:41:46.766 19/11/1995]',0.067,-0.063,0.089,63.630,-0.373,-0.613
'[19:41:46.768 19/11/1995]',0.069,-0.066,0.046,63.530,-0.373,-0.616
'[19:41:46.770 19/11/1995]',0.070,-0.069,0.046,63.530,-0.373,-0.616
'[19:41:46.772 19/11/1995]',0.072,-0.067,0.046,63.530,-0.373,-0.616
'[19:41:46.774 19/11/1995]',0.074,-0.065,0.046,63.530,-0.373,-0.616
'[19:41:46.776 19/11/1995]',0.073,-0.061,0.046,63.731,-0.374,-0.621
'[19:41:46.778 19/11/1995]',0.072,-0.056,0.046,63.731,-0.374,-0.621
'[19:41:46.780 19/11/1995]',0.067,-0.052,0.046,63.731,-0.374,-0.621
'[19:41:46.782 19/11/1995]',0.063,-0.049,0.046,63.731,-0.374,-0.621
'[19:41:46.784 19/11/1995]',0.058,-0.049,0.046,64.639,-0.373,-0.625
'[19:41:46.786 19/11/1995]',0.053,-0.050,0.004,64.639,-0.373,-0.625
'[19:41:46.788 19/11/1995]',0.050,-0.056,0.004,64.639,-0.373,-0.625
'[19:41:46.790 19/11/1995]',0.048,-0.062,0.004,64.639,-0.373,-0.625
'[19:41:46.792 19/11/1995]',0.051,-0.065,0.046,66.555,-0.374,-0.630
'[19:41:46.794 19/11/1995]',0.055,-0.069,0.046,66.555,-0.374,-0.630
'[19:41:46.796 19/11/1995]',0.064,-0.068,0.089,66.555,-0.374,-0.630
'[19:41:46.798 19/11/1995]',0.073,-0.067,0.089,66.555,-0.374,-0.630
'[19:41:46.800 19/11/1995]',0.081,-0.063,0.089,69.580,-0.371,-0.634
'[19:41:46.802 19/11/1995]',0.090,-0.060,0.089,69.580,-0.371,-0.634
'[19:41:46.804 19/11/1995]',0.096,-0.053,0.046,69.580,-0.371,-0.634
'[19:41:46.806 19/11/1995]',0.101,-0.047,0.046,69.580,-0.371,-0.634
'[19:41:46.808 19/11/1995]',0.103,-0.040,0.046,73.664,-0.368,-0.638
'[19:41:46.810 19/11/1995]',0.105,-0.034,0.089,73.664,-0.368,-0.638
'[19:41:46.812 19/11/1995]',0.104,-0.029,0.089,73.664,-0.368,-0.638
'[19:41:46.814 19/11/1995]',0.104,-0.024,0.089,73.664,-0.368,-0.638
'[19:41:46.816 19/11/1995]',0.103,-0.022,0.089,78.605,-0.363,-0.642
'[19:41:46.818 19/11/1995]',0.101,-0.021,0.046,78.605,-0.363,-0.642
'[19:41:46.820 19/11/1995]',0.101,-0.020,0.046,78.605,-0.363,-0.642
'[19:41:46.822 19/11/1995]',0.100,-0.019,0.046,78.605,-0.363,-0.642
'[19:41:46.824 19/11/1995]',0.101,-0.017,0.046,84.000,-0.355,-0.646
'[19:41:46.826 19/11/1995]',0.101,-0.015,0.046,84.000,-0.355,-0.646
'[19:41:46.828 19/11/1995]',0.106,-0.014,0.089,84.000,-0.355,-0.646
'[19:41:46.830 19/11/1995]',0.110,-0.013,0.089,84.000,-0.355,-0.646
'[19:41:46.832 19/11/1995]',0.114,-0.013,0.133,89.849,-0.343,-0.649
'[19:41:46.834 19/11/1995]',0.118,-0.013,0.089,89.849,-0.343,-0.649
'[19:41:46.836 19/11/1995]',0.121,-0.014,0.089,89.849,-0.343,-0.649
'[19:41:46.838 19/11/1995]',0.123,-0.015,0.089,89.849,-0.343,-0.649
'[19:41:46.840 19/11/1995]',0.121,-0.015,0.089,95.899,-0.327,-0.653
'[19:41:46.842 19/11/1995]',0.119,-0.015,0.089,95.899,-0.327,-0.653
'[19:41:46.844 19/11/1995]',0.114,-0.014,0.089,95.899,-0.327,-0.653
'[19:41:46.846 19/11/1995]',0.109,-0.013,0.089,95.899,-0.327,-0.653
'[19:41:46.848 19/11/1995]',0.103,-0.011,0.089,101.899,-0.304,-0.656
'[19:41:46.850 19/11/1995]',0.098,-0.009,0.089,101.899,-0.304,-0.656
'[19:41:46.852 19/11/1995]',0.096,-0.005,0.089,101.899,-0.304,-0.656
'[19:41:46.854 19/11/1995]',0.093,0.000,0.046,101.899,-0.304,-0.656
'[19:41:46.856 19/11/1995]',0.094,0.007,0.046,107.597,-0.278,-0.658
'[19:41:46.858 19/11/1995]',0.096,0.015,0.046,107.597,-0.278,-0.658
'[19:41:46.860 19/11/1995]',0.099,0.021,0.089,107.597,-0.278,-0.658
'[19:41:46.862 19/11/1995]',0.103,0.028,0.089,107.597,-0.278,-0.658
'[19:41:46.864 19/11/1995]',0.108,0.034,0.089,112.538,-0.245,-0.660
'[19:41:46.866 19/11/1995]',0.113,0.039,0.089,112.538,-0.245,-0.660
'[19:41:46.868 19/11/1995]',0.117,0.044,0.089,112.538,-0.245,-0.660
'[19:41:46.870 19/11/1995]',0.121,0.049,0.046,112.538,-0.245,-0.660
'[19:41:46.872 19/11/1995]',0.124,0.052,0.046,116.672,-0.206,-0.661
'[19:41:46.874 19/11/1995]',0.127,0.056,0.046,116.672,-0.206,-0.661
'[19:41:46.876 19/11/1995]',0.128,0.058,0.046,116.672,-0.206,-0.661
'[19:41:46.878 19/11/1995]',0.129,0.060,0.089,116.672,-0.206,-0.661
'[19:41:46.880 19/11/1995]',0.128,0.061,0.089,119.748,-0.162,-0.661
'[19:41:46.882 19/11/1995]',0.127,0.062,0.089,119.748,-0.162,-0.661
'[19:41:46.884 19/11/1995]',0.124,0.062,0.089,119.748,-0.162,-0.661
'[19:41:46.886 19/11/1995]',0.122,0.062,0.089,119.748,-0.162,-0.661
'[19:41:46.888 19/11/1995]',0.118,0.062,0.089,121.916,-0.116,-0.662
'[19:41:46.890 19/11/1995]',0.115,0.062,0.046,121.916,-0.116,-0.662
'[19:41:46.892 19/11/1995]',0.112,0.064,0.089,121.916,-0.116,-0.662
'[19:41:46.894 19/11/1995]',0.110,0.067,0.089,121.916,-0.116,-0.662
'[19:41:46.896 19/11/1995]',0.110,0.071,0.089,123.126,-0.066,-0.662
'[19:41:46.898 19/11/1995]',0.110,0.075,0.089,123.126,-0.066,-0.662
'[19:41:46.900 19/11/1995]',0.112,0.079,0.089,123.126,-0.066,-0.662
'[19:41:46.902 19/11/1995]',0.115,0.084,0.089,123.126,-0.066,-0.662
'[19:41:46.904 19/11/1995]',0.119,0.088,0.089,123.630,-0.017,-0.661
'[19:41:46.906 19/11/1995]',0.123,0.092,0.046,123.630,-0.017,-0.661
'[19:41:46.908 19/11/1995]',0.127,0.093,0.089,123.630,-0.017,-0.661
'[19:41:46.910 19/11/1995]',0.131,0.095,0.089,123.630,-0.017,-0.661
'[19:41:46.912 19/11/1995]',0.133,0.095,0.089,123.630,0.035,-0.661
'[19:41:46.914 19/11/1995]',0.134,0.095,0.089,123.630,0.035,-0.661
'[19:41:46.916 19/11/1995]',0.128,0.096,0.089,123.630,0.035,-0.661
'[19:41:46.918 19/11/1995]',0.123,0.097,0.046,123.630,0.035,-0.661
'[19:41:46.920 19/11/1995]',0.115,0.099,0.046,123.328,0.084,-0.660
'[19:41:46.922 19/11/1995]',0.106,0.101,0.004,123.328,0.084,-0.660
'[19:41:46.924 19/11/1995]',0.099,0.103,0.046,123.328,0.084,-0.660
'[19:41:46.926 19/11/1995]',0.092,0.105,0.046,123.328,0.084,-0.660
'[19:41:46.928 19/11/1995]',0.091,0.106,0.046,122.874,0.133,-0.659
'[19:41:46.930 19/11/1995]',0.090,0.106,0.089,122.874,0.133,-0.659
'[19:41:46.932 19/11/1995]',0.094,0.106,0.089,122.874,0.133,-0.659
'[19:41:46.934 19/11/1995]',0.098,0.105,0.089,122.874,0.133,-0.659
'[19:41:46.936 19/11/1995]',0.104,0.103,0.046,122.370,0.177,-0.658
'[19:41:46.938 19/11/1995]',0.110,0.101,0.046,122.370,0.177,-0.658
'[19:41:46.940 19/11/1995]',0.114,0.103,0.046,122.370,0.177,-0.658
'[19:41:46.942 19/11/1995]',0.118,0.105,0.046,122.370,0.177,-0.658
'[19:41:46.944 19/11/1995]',0.120,0.108,0.089,121.916,0.218,-0.656
'[19:41:46.946 19/11/1995]',0.122,0.112,0.089,121.916,0.218,-0.656
'[19:41:46.948 19/11/1995]',0.119,0.120,0.089,121.916,0.218,-0.656
'[19:41:46.950 19/11/1995]',0.117,0.127,0.046,121.916,0.218,-0.656
'[19:41:46.952 19/11/1995]',0.112,0.137,0.046,121.412,0.256,-0.655
'[19:41:46.954 19/11/1995]',0.107,0.148,0.046,121.412,0.256,-0.655
'[19:41:46.956 19/11/1995]',0.102,0.156,0.004,121.412,0.256,-0.655
'[19:41:46.958 19/11/1995]',0.097,0.164,0.046,121.412,0.256,-0.655
'[19:41:46.960 19/11/1995]',0.091,0.168,0.046,121.009,0.289,-0.653
'[19:41:46.962 19/11/1995]',0.085,0.172,0.046,121.009,0.289,-0.653
'[19:41:46.964 19/11/1995]',0.078,0.171,0.046,121.009,0.289,-0.653
'[19:41:46.966 19/11/1995]',0.070,0.170,0.046,121.009,0.289,-0.653
'[19:41:46.968 19/11/1995]',0.064,0.166,0.046,120.555,0.319,-0.652
'[19:41:46.970 19/11/1995]',0.059,0.162,0.046,120.555,0.319,-0.652
'[19:41:46.972 19/11/1995]',0.055,0.160,0.004,120.555,0.319,-0.652
'[19:41:46.974 19/11/1995]',0.051,0.157,0.004,120.555,0.319,-0.652
'[19:41:46.976 19/11/1995]',0.050,0.157,0.046,120.051,0.346,-0.650
'[19:41:46.978 19/11/1995]',0.049,0.157,0.046,120.051,0.346,-0.650
'[19:41:46.980 19/11/1995]',0.053,0.160,0.046,120.051,0.346,-0.650
'[19:41:46.982 19/11/1995]',0.057,0.162,0.046,120.051,0.346,-0.650
'[19:41:46.984 19/11/1995]',0.062,0.162,0.046,119.496,0.368,-0.649
'[19:41:46.986 19/11/1995]',0.067,0.161,0.046,119.496,0.368,-0.649
'[19:41:46.988 19/11/1995]',0.071,0.155,0.046,119.496,0.368,-0.649
'[19:41:46.990 19/11/1995]',0.075,0.149,0.046,119.496,0.368,-0.649
'[19:41:46.992 19/11/1995]',0.078,0.142,0.046,118.841,0.389,-0.647
'[19:41:46.994 19/11/1995]',0.080,0.134,0.046,118.841,0.389,-0.647
'[19:41:46.996 19/11/1995]',0.081,0.130,0.046,118.841,0.389,-0.647
'[19:41:46.998 19/11/1995]',0.082,0.125,0.089,118.841,0.389,-0.647
'[19:41:47.000 19/11/1995]',0.082,0.120,0.046,118.135,0.404,-0.645
'[19:41:47.002 19/11/1995]',0.082,0.116,0.046,118.135,0.404,-0.645
'[19:41:47.004 19/11/1995]',0.080,0.110,0.046,118.135,0.404,-0.645
'[19:41:47.006 19/11/1995]',0.078,0.105,0.004,118.135,0.404,-0.645
'[19:41:47.008 19/11/1995]',0.075,0.098,0.004,117.227,0.417,-0.643
'[19:41:47.010 19/11/1995]',0.073,0.092,0.004,117.227,0.417,-0.643
'[19:41:47.012 19/11/1995]',0.070,0.084,0.046,117.227,0.417,-0.643
'[19:41:47.014 19/11/1995]',0.067,0.077,0.046,117.227,0.417,-0.643
'[19:41:47.016 19/11/1995]',0.062,0.068,0.046,116.269,0.427,-0.641
'[19:41:47.018 19/11/1995]',0.057,0.060,0.046,116.269,0.427,-0.641
'[19:41:47.020 19/11/1995]',0.053,0.053,0.004,116.269,0.427,-0.641
'[19:41:47.022 19/11/1995]',0.048,0.047,0.004,116.269,0.427,-0.641
'[19:41:47.024 19/11/1995]',0.045,0.040,0.004,115.109,0.436,-0.638
'[19:41:47.026 19/11/1995]',0.042,0.034,0.004,115.109,0.436,-0.638
'[19:41:47.028 19/11/1995]',0.041,0.027,0.046,115.109,0.436,-0.638
'[19:41:47.030 19/11/1995]',0.041,0.021,0.046,115.109,0.436,-0.638
'[19:41:47.032 19/11/1995]',0.043,0.019,0.046,113.647,0.441,-0.634
'[19:41:47.034 19/11/1995]',0.045,0.017,0.046,113.647,0.441,-0.634
'[19:41:47.036 19/11/1995]',0.051,0.019,0.004,113.647,0.441,-0.634
'[19:41:47.038 19/11/1995]',0.057,0.021,0.004,113.647,0.441,-0.634
'[19:41:47.040 19/11/1995]',0.063,0.021,0.004,111.782,0.442,-0.630
'[19:41:47.042 19/11/1995]',0.069,0.021,0.004,111.782,0.442,-0.630
'[19:41:47.044 19/11/1995]',0.073,0.021,0.004,111.782,0.442,-0.630
'[19:41:47.046 19/11/1995]',0.078,0.021,0.046,111.782,0.442,-0.630
'[19:41:47.048 19/11/1995]',0.079,0.020,0.046,109.462,0.440,-0.625
'[19:41:47.050 19/11/1995]',0.080,0.019,0.046,109.462,0.440,-0.625
'[19:41:47.052 19/11/1995]',0.078,0.015,0.004,109.462,0.440,-0.625
'[19:41:47.054 19/11/1995]',0.075,0.011,0.004,109.462,0.440,-0.625
'[19:41:47.056 19/11/1995]',0.072,0.005,0.004,106.689,0.435,-0.619
'[19:41:47.058 19/11/1995]',0.068,-0.002,0.004,106.689,0.435,-0.619
'[19:41:47.060 19/11/1995]',0.064,-0.005,0.004,106.689,0.435,-0.619
'[19:41:47.062 19/11/1995]',0.060,-0.007,0.004,106.689,0.435,-0.619
'[19:41:47.064 19/11/1995]',0.054,-0.007,0.046,103.563,0.428,-0.613
'[19:41:47.066 19/11/1995]',0.049,-0.006,0.004,103.563,0.428,-0.613
'[19:41:47.068 19/11/1995]',0.043,-0.002,0.004,103.563,0.428,-0.613
'[19:41:47.070 19/11/1995]',0.037,0.002,0.004,103.563,0.428,-0.613
'[19:41:47.072 19/11/1995]',0.032,0.008,0.004,100.336,0.416,-0.606
'[19:41:47.074 19/11/1995]',0.027,0.015,0.004,100.336,0.416,-0.606
'[19:41:47.076 19/11/1995]',0.023,0.021,0.004,100.336,0.416,-0.606
'[19:41:47.078 19/11/1995]',0.018,0.028,0.004,100.336,0.416,-0.606
'[19:41:47.080 19/11/1995]',0.013,0.033,0.004,97.210,0.400,-0.600
'[19:41:47.082 19/11/1995]',0.007,0.037,0.004,97.210,0.400,-0.600
'[19:41:47.084 19/11/1995]',0.002,0.038,0.004,97.210,0.400,-0.600
'[19:41:47.086 19/11/1995]',-0.004,0.039,0.004,97.210,0.400,-0.600
'[19:41:47.088 19/11/1995]',-0.010,0.036,-0.040,94.488,0.382,-0.593
'[19:41:47.090 19/11/1995]',-0.016,0.034,-0.040,94.488,0.382,-0.593
'[19:41:47.092 19/11/1995]',-0.021,0.029,-0.040,94.488,0.382,-0.593
'[19:41:47.094 19/11/1995]',-0.027,0.024,0.004,94.488,0.382,-0.593
'[19:41:47.096 19/11/1995]',-0.030,0.022,0.004,92.219,0.361,-0.587
'[19:41:47.098 19/11/1995]',-0.032,0.021,0.004,92.219,0.361,-0.587
'[19:41:47.100 19/11/1995]',-0.031,0.019,0.004,92.219,0.361,-0.587
'[19:41:47.102 19/11/1995]',-0.030,0.017,0.004,92.219,0.361,-0.587
'[19:41:47.104 19/11/1995]',-0.025,0.016,0.004,90.656,0.337,-0.581
'[19:41:47.106 19/11/1995]',-0.020,0.015,0.004,90.656,0.337,-0.581
'[19:41:47.108 19/11/1995]',-0.013,0.012,0.004,90.656,0.337,-0.581
'[19:41:47.110 19/11/1995]',-0.006,0.009,0.004,90.656,0.337,-0.581
'[19:41:47.112 19/11/1995]',0.000,0.008,0.004,89.496,0.310,-0.575
'[19:41:47.114 19/11/1995]',0.006,0.007,0.004,89.496,0.310,-0.575
'[19:41:47.116 19/11/1995]',0.010,0.007,0.004,89.496,0.310,-0.575
'[19:41:47.118 19/11/1995]',0.014,0.006,0.004,89.496,0.310,-0.575
'[19:41:47.120 19/11/1995]',0.016,0.007,0.004,88.840,0.281,-0.569
'[19:41:47.122 19/11/1995]',0.017,0.007,0.004,88.840,0.281,-0.569
'[19:41:47.124 19/11/1995]',0.018,0.010,0.004,88.840,0.281,-0.569
'[19:41:47.126 19/11/1995]',0.019,0.013,0.004,88.840,0.281,-0.569
'[19:41:47.128 19/11/1995]',0.019,0.018,0.004,88.639,0.252,-0.562
'[19:41:47.130 19/11/1995]',0.019,0.022,0.004,88.639,0.252,-0.562
'[19:41:47.132 19/11/1995]',0.017,0.023,0.004,88.639,0.252,-0.562
'[19:41:47.134 19/11/1995]',0.016,0.024,0.004,88.639,0.252,-0.562
'[19:41:47.136 19/11/1995]',0.011,0.023,0.004,88.639,0.223,-0.557
'[19:41:47.138 19/11/1995]',0.006,0.022,0.004,88.639,0.223,-0.557
'[19:41:47.140 19/11/1995]',-0.001,0.020,0.004,88.639,0.223,-0.557
'[19:41:47.142 19/11/1995]',-0.008,0.017,0.004,88.639,0.223,-0.557
'[19:41:47.144 19/11/1995]',-0.016,0.016,0.004,88.840,0.193,-0.551
'[19:41:47.146 19/11/1995]',-0.024,0.015,0.004,88.840,0.193,-0.551
'[19:41:47.148 19/11/1995]',-0.028,0.012,0.004,88.840,0.193,-0.551
'[19:41:47.150 19/11/1995]',-0.032,0.009,0.004,88.840,0.193,-0.551
'[19:41:47.152 19/11/1995]',-0.032,0.007,0.004,89.093,0.164,-0.546
'[19:41:47.154 19/11/1995]',-0.031,0.004,0.004,89.093,0.164,-0.546
'[19:41:47.156 19/11/1995]',-0.029,-0.002,0.004,89.093,0.164,-0.546
'[19:41:47.158 19/11/1995]',-0.027,-0.007,0.004,89.093,0.164,-0.546
'[19:41:47.160 19/11/1995]',-0.027,-0.011,0.004,89.395,0.136,-0.540
'[19:41:47.162 19/11/1995]',-0.027,-0.015,0.004,89.395,0.136,-0.540
'[19:41:47.164 19/11/1995]',-0.029,-0.013,0.004,89.395,0.136,-0.540
'[19:41:47.166 19/11/1995]',-0.031,-0.011,0.004,89.395,0.136,-0.540
'[19:41:47.168 19/11/1995]',-0.033,-0.006,0.004,89.698,0.108,-0.534
'[19:41:47.170 19/11/1995]',-0.036,0.000,0.004,89.698,0.108,-0.534
'[19:41:47.172 19/11/1995]',-0.035,0.004,-0.040,89.698,0.108,-0.534
'[19:41:47.174 19/11/1995]',-0.033,0.007,-0.040,89.698,0.108,-0.534
'[19:41:47.176 19/11/1995]',-0.030,0.010,0.004,89.849,0.084,-0.527
'[19:41:47.178 19/11/1995]',-0.026,0.013,0.004,89.849,0.084,-0.527
'[19:41:47.180 19/11/1995]',-0.021,0.014,0.004,89.849,0.084,-0.527
'[19:41:47.182 19/11/1995]',-0.016,0.015,0.004,89.849,0.084,-0.527
'[19:41:47.184 19/11/1995]',-0.011,0.013,0.004,90.000,0.064,-0.519
'[19:41:47.186 19/11/1995]',-0.007,0.011,0.004,90.000,0.064,-0.519
'[19:41:47.188 19/11/1995]',-0.005,0.009,0.004,90.000,0.064,-0.519
'[19:41:47.190 19/11/1995]',-0.002,0.007,0.004,90.000,0.064,-0.519
'[19:41:47.192 19/11/1995]',-0.004,0.006,0.004,89.950,0.043,-0.510
'[19:41:47.194 19/11/1995]',-0.005,0.004,0.004,89.950,0.043,-0.510
'[19:41:47.196 19/11/1995]',-0.007,0.001,0.004,89.950,0.043,-0.510
'[19:41:47.198 19/11/1995]',-0.010,-0.002,0.004,89.950,0.043,-0.510
'[19:41:47.200 19/11/1995]',-0.012,-0.006,0.004,89.748,0.018,-0.501
'[19:41:47.202 19/11/1995]',-0.014,-0.009,0.004,89.748,0.018,-0.501
'[19:41:47.204 19/11/1995]',-0.016,-0.011,-0.040,89.748,0.018,-0.501
'[19:41:47.206 19/11/1995]',-0.018,-0.013,-0.040,89.748,0.018,-0.501
'[19:41:47.208 19/11/1995]',-0.017,-0.015,0.004,89.446,0.006,-0.494
'[19:41:47.210 19/11/1995]',-0.017,-0.017,0.004,89.446,0.006,-0.494
'[19:41:47.212 19/11/1995]',-0.014,-0.020,0.004,89.446,0.006,-0.494
'[19:41:47.214 19/11/1995]',-0.012,-0.022,0.004,89.446,0.006,-0.494
'[19:41:47.216 19/11/1995]',-0.007,-0.026,0.004,89.093,-0.004,-0.487
'[19:41:47.218 19/11/1995]',-0.002,-0.030,0.004,89.093,-0.004,-0.487
'[19:41:47.220 19/11/1995]',0.005,-0.033,0.004,89.093,-0.004,-0.487
'[19:41:47.222 19/11/1995]',0.012,-0.035,0.004,89.093,-0.004,-0.487
'[19:41:47.224 19/11/1995]',0.020,-0.037,0.004,88.639,-0.014,-0.481
'[19:41:47.226 19/11/1995]',0.027,-0.039,0.004,88.639,-0.014,-0.481
'[19:41:47.228 19/11/1995]',0.032,-0.037,0.046,88.639,-0.014,-0.481
'[19:41:47.230 19/11/1995]',0.036,-0.035,0.046,88.639,-0.014,-0.481
'[19:41:47.232 19/11/1995]',0.036,-0.031,0.046,88.084,-0.022,-0.476
'[19:41:47.234 19/11/1995]',0.037,-0.026,0.004,88.084,-0.022,-0.476
'[19:41:47.236 19/11/1995]',0.033,-0.023,0.004,88.084,-0.022,-0.476
'[19:41:47.238 19/11/1995]',0.029,-0.021,0.004,88.084,-0.022,-0.476
'[19:41:47.240 19/11/1995]',0.021,-0.021,0.004,87.580,-0.030,-0.471
'[19:41:47.242 19/11/1995]',0.013,-0.021,0.004,87.580,-0.030,-0.471
'[19:41:47.244 19/11/1995]',0.005,-0.021,0.004,87.580,-0.030,-0.471
'[19:41:47.246 19/11/1995]',-0.004,-0.021,0.004,87.580,-0.030,-0.471
'[19:41:47.248 19/11/1995]',-0.012,-0.020,0.004,86.975,-0.037,-0.466
'[19:41:47.250 19/11/1995]',-0.020,-0.019,0.004,86.975,-0.037,-0.466
'[19:41:47.252 19/11/1995]',-0.027,-0.016,0.004,86.975,-0.037,-0.466
'[19:41:47.254 19/11/1995]',-0.033,-0.013,-0.040,86.975,-0.037,-0.466
'[19:41:47.256 19/11/1995]',-0.038,-0.010,-0.040,86.319,-0.045,-0.461
