'Time and date','II ','I ','V ','ABP ','PLETH ','RESP '
'[13:22:37.104 30/01/1995]',0.002,-0.062,0.033,87.522,0.000,1.024
'[13:22:37.106 30/01/1995]',0.002,-0.095,0.033,87.522,0.000,1.024
'[13:22:37.108 30/01/1995]',0.002,-0.095,0.033,87.522,0.000,1.024
'[13:22:37.110 30/01/1995]',0.002,-0.095,0.033,87.522,0.000,1.024
'[13:22:37.112 30/01/1995]',-0.017,-0.095,0.033,87.292,0.000,1.024
'[13:22:37.114 30/01/1995]',0.002,-0.062,0.003,87.292,0.000,1.024
'[13:22:37.116 30/01/1995]',0.039,-0.030,0.033,87.292,0.000,1.024
'[13:22:37.118 30/01/1995]',0.039,-0.030,0.033,87.292,0.000,1.024
'[13:22:37.120 30/01/1995]',0.020,-0.062,0.033,87.004,0.000,1.024
'[13:22:37.122 30/01/1995]',0.002,-0.062,0.033,87.004,0.000,1.024
'[13:22:37.124 30/01/1995]',0.002,-0.062,0.033,87.004,0.000,1.024
'[13:22:37.126 30/01/1995]',0.002,-0.062,0.003,87.004,0.000,1.024
'[13:22:37.128 30/01/1995]',0.002,-0.062,0.003,86.716,0.000,1.024
'[13:22:37.130 30/01/1995]',0.002,-0.062,0.033,86.716,0.000,1.024
'[13:22:37.132 30/01/1995]',0.002,-0.062,0.033,86.716,0.000,1.024
'[13:22:37.134 30/01/1995]',0.002,-0.062,0.033,86.716,0.000,1.024
'[13:22:37.136 30/01/1995]',0.002,-0.030,0.033,86.312,0.000,1.024
'[13:22:37.138 30/01/1995]',0.002,-0.062,0.033,86.312,0.000,1.024
'[13:22:37.140 30/01/1995]',0.020,-0.062,0.033,86.312,0.000,1.024
'[13:22:37.142 30/01/1995]',0.002,-0.062,0.033,86.312,0.000,1.024
'[13:22:37.144 30/01/1995]',0.002,-0.062,0.033,85.966,0.000,1.024
'[13:22:37.146 30/01/1995]',0.002,-0.062,0.003,85.966,0.000,1.024
'[13:22:37.148 30/01/1995]',0.020,-0.062,0.003,85.966,0.000,1.024
'[13:22:37.150 30/01/1995]',0.039,-0.062,0.003,85.966,0.000,1.024
'[13:22:37.152 30/01/1995]',0.020,-0.062,0.003,85.563,0.000,1.024
'[13:22:37.154 30/01/1995]',0.002,-0.062,0.003,85.563,0.000,1.024
'[13:22:37.156 30/01/1995]',0.002,-0.062,0.003,85.563,0.000,1.024
'[13:22:37.158 30/01/1995]',0.002,-0.062,0.033,85.563,0.000,1.024
'[13:22:37.160 30/01/1995]',0.002,-0.062,0.003,85.275,0.000,1.024
'[13:22:37.162 30/01/1995]',0.002,-0.062,0.003,85.275,0.000,1.024
'[13:22:37.164 30/01/1995]',0.002,-0.062,0.003,85.275,0.000,1.024
'[13:22:37.166 30/01/1995]',0.002,-0.062,0.003,85.275,0.000,1.024
'[13:22:37.168 30/01/1995]',0.020,-0.062,0.003,84.929,0.000,1.024
'[13:22:37.170 30/01/1995]',0.002,-0.062,0.003,84.929,0.000,1.024
'[13:22:37.172 30/01/1995]',0.020,-0.030,0.003,84.929,0.000,1.024
'[13:22:37.174 30/01/1995]',0.002,-0.030,0.033,84.929,0.000,1.024
'[13:22:37.176 30/01/1995]',-0.017,-0.062,0.033,84.641,0.000,1.024
'[13:22:37.178 30/01/1995]',0.002,-0.062,0.033,84.641,0.000,1.024
'[13:22:37.180 30/01/1995]',0.020,-0.062,0.003,84.641,0.000,1.024
'[13:22:37.182 30/01/1995]',0.002,-0.062,0.003,84.641,0.000,1.024
'[13:22:37.184 30/01/1995]',0.002,-0.095,0.003,84.411,0.000,1.024
'[13:22:37.186 30/01/1995]',0.002,-0.062,0.033,84.411,0.000,1.024
'[13:22:37.188 30/01/1995]',0.002,-0.062,0.003,84.411,0.000,1.024
'[13:22:37.190 30/01/1995]',0.002,-0.062,0.033,84.411,0.000,1.024
'[13:22:37.192 30/01/1995]',0.002,-0.062,0.003,84.180,0.000,1.024
'[13:22:37.194 30/01/1995]',0.002,-0.030,0.003,84.180,0.000,1.024
'[13:22:37.196 30/01/1995]',0.002,-0.030,0.003,84.180,0.000,1.024
'[13:22:37.198 30/01/1995]',-0.017,-0.062,0.003,84.180,0.000,1.024
'[13:22:37.200 30/01/1995]',-0.017,-0.062,0.003,83.950,0.000,1.024
'[13:22:37.202 30/01/1995]',0.002,-0.062,0.003,83.950,0.000,1.024
'[13:22:37.204 30/01/1995]',0.002,-0.062,0.003,83.950,0.000,1.024
'[13:22:37.206 30/01/1995]',0.002,-0.095,0.003,83.950,0.000,1.024
'[13:22:37.208 30/01/1995]',0.002,-0.095,0.003,83.777,0.000,1.024
'[13:22:37.210 30/01/1995]',0.002,-0.062,0.003,83.777,0.000,1.024
'[13:22:37.212 30/01/1995]',0.002,-0.062,0.033,83.777,0.000,1.024
'[13:22:37.214 30/01/1995]',0.002,-0.030,0.033,83.777,0.000,1.024
'[13:22:37.216 30/01/1995]',0.002,-0.030,0.033,83.604,0.000,1.024
'[13:22:37.218 30/01/1995]',0.002,-0.030,0.033,83.604,0.000,1.024
'[13:22:37.220 30/01/1995]',0.039,-0.030,0.033,83.604,0.000,1.024
'[13:22:37.222 30/01/1995]',0.058,-0.030,0.003,83.604,0.000,1.024
'[13:22:37.224 30/01/1995]',0.114,0.003,0.033,83.489,0.000,1.024
'[13:22:37.226 30/01/1995]',0.096,-0.030,0.033,83.489,0.000,1.024
'[13:22:37.228 30/01/1995]',0.096,-0.030,0.033,83.489,0.000,1.024
'[13:22:37.230 30/01/1995]',0.114,-0.030,0.033,83.489,0.000,1.024
'[13:22:37.232 30/01/1995]',0.096,-0.030,0.033,83.431,0.000,1.024
'[13:22:37.234 30/01/1995]',0.077,-0.062,0.033,83.431,0.000,1.024
'[13:22:37.236 30/01/1995]',0.058,-0.062,0.033,83.431,0.000,1.024
'[13:22:37.238 30/01/1995]',0.039,-0.062,0.065,83.431,0.000,1.024
'[13:22:37.240 30/01/1995]',0.039,-0.062,0.065,83.374,0.000,1.024
'[13:22:37.242 30/01/1995]',0.058,-0.062,0.065,83.374,0.000,1.024
'[13:22:37.244 30/01/1995]',0.096,-0.062,0.065,83.374,0.000,1.024
'[13:22:37.246 30/01/1995]',0.114,-0.030,0.097,83.374,0.000,1.024
'[13:22:37.248 30/01/1995]',0.114,-0.030,0.065,83.431,0.000,1.024
'[13:22:37.250 30/01/1995]',0.114,-0.030,0.065,83.431,0.000,1.024
'[13:22:37.252 30/01/1995]',0.114,0.003,0.065,83.431,0.000,1.024
'[13:22:37.254 30/01/1995]',0.114,0.003,0.065,83.431,0.000,1.024
'[13:22:37.256 30/01/1995]',0.096,0.003,0.065,83.547,0.000,1.024
'[13:22:37.258 30/01/1995]',0.039,0.003,0.033,83.547,0.000,1.024
'[13:22:37.260 30/01/1995]',0.020,0.003,0.033,83.547,0.000,1.024
'[13:22:37.262 30/01/1995]',0.020,0.003,0.033,83.547,0.000,1.024
'[13:22:37.264 30/01/1995]',0.058,0.003,0.033,83.662,0.000,1.024
'[13:22:37.266 30/01/1995]',0.077,0.034,0.033,83.662,0.000,1.024
'[13:22:37.268 30/01/1995]',0.096,0.034,0.003,83.662,0.000,1.024
'[13:22:37.270 30/01/1995]',0.114,0.034,0.003,83.662,0.000,1.024
'[13:22:37.272 30/01/1995]',0.114,0.034,0.003,83.892,0.000,1.024
'[13:22:37.274 30/01/1995]',0.077,0.034,0.003,83.892,0.000,1.024
'[13:22:37.276 30/01/1995]',0.020,0.003,0.003,83.892,0.000,1.024
'[13:22:37.278 30/01/1995]',0.002,0.003,0.003,83.892,0.000,1.024
'[13:22:37.280 30/01/1995]',-0.017,0.003,0.003,84.007,0.000,1.024
'[13:22:37.282 30/01/1995]',-0.017,-0.030,0.003,84.007,0.000,1.024
'[13:22:37.284 30/01/1995]',-0.036,-0.062,0.003,84.007,0.000,1.024
'[13:22:37.286 30/01/1995]',-0.017,-0.062,0.003,84.007,0.000,1.024
'[13:22:37.288 30/01/1995]',-0.036,-0.062,0.003,84.180,0.000,1.024
'[13:22:37.290 30/01/1995]',-0.055,-0.062,0.003,84.180,0.000,1.024
'[13:22:37.292 30/01/1995]',-0.036,-0.062,0.003,84.180,0.000,1.024
'[13:22:37.294 30/01/1995]',-0.036,-0.062,0.003,84.180,0.000,1.024
'[13:22:37.296 30/01/1995]',-0.017,-0.030,0.003,84.296,0.000,1.024
'[13:22:37.298 30/01/1995]',0.002,-0.030,0.003,84.296,0.000,1.024
'[13:22:37.300 30/01/1995]',0.002,-0.062,0.003,84.296,0.000,1.024
'[13:22:37.302 30/01/1995]',-0.017,-0.062,0.003,84.296,0.000,1.024
'[13:22:37.304 30/01/1995]',-0.036,-0.095,0.003,84.353,0.000,1.024
'[13:22:37.306 30/01/1995]',-0.055,-0.095,0.003,84.353,0.000,1.024
'[13:22:37.308 30/01/1995]',-0.093,-0.128,0.003,84.353,0.000,1.024
'[13:22:37.310 30/01/1995]',-0.055,-0.095,0.003,84.353,0.000,1.024
'[13:22:37.312 30/01/1995]',-0.055,-0.095,-0.029,84.353,0.000,1.024
'[13:22:37.314 30/01/1995]',-0.036,-0.062,0.003,84.353,0.000,1.024
'[13:22:37.316 30/01/1995]',-0.055,-0.030,0.003,84.353,0.000,1.024
'[13:22:37.318 30/01/1995]',-0.017,0.003,0.003,84.353,0.000,1.024
'[13:22:37.320 30/01/1995]',-0.017,-0.030,-0.029,84.411,0.000,1.024
'[13:22:37.322 30/01/1995]',-0.017,-0.030,0.003,84.411,0.000,1.024
'[13:22:37.324 30/01/1995]',-0.017,-0.062,0.003,84.411,0.000,1.024
'[13:22:37.326 30/01/1995]',-0.055,-0.062,0.003,84.411,0.000,1.024
'[13:22:37.328 30/01/1995]',-0.036,-0.062,0.003,84.411,0.000,1.024
'[13:22:37.330 30/01/1995]',-0.036,-0.062,0.003,84.411,0.000,1.024
'[13:22:37.332 30/01/1995]',-0.017,-0.062,-0.029,84.411,0.000,1.024
'[13:22:37.334 30/01/1995]',-0.017,-0.030,0.003,84.411,0.000,1.024
'[13:22:37.336 30/01/1995]',0.002,0.003,0.003,84.411,0.000,1.024
'[13:22:37.338 30/01/1995]',0.020,0.003,0.003,84.411,0.000,1.024
'[13:22:37.340 30/01/1995]',0.002,0.034,0.065,84.411,0.000,1.024
'[13:22:37.342 30/01/1995]',-0.036,0.034,0.161,84.411,0.000,1.024
'[13:22:37.344 30/01/1995]',-0.036,0.034,0.193,84.411,0.000,1.024
'[13:22:37.346 30/01/1995]',-0.017,0.003,0.193,84.411,0.000,1.024
'[13:22:37.348 30/01/1995]',0.002,0.003,0.161,84.411,0.000,1.024
'[13:22:37.350 30/01/1995]',0.020,-0.030,0.097,84.411,0.000,1.024
'[13:22:37.352 30/01/1995]',0.020,-0.030,0.003,84.411,0.000,1.024
'[13:22:37.354 30/01/1995]',0.002,-0.030,-0.125,84.411,0.000,1.024
'[13:22:37.356 30/01/1995]',-0.074,0.003,-0.316,84.411,0.000,1.024
'[13:22:37.358 30/01/1995]',-0.131,0.003,-0.506,84.411,0.000,1.024
'[13:22:37.360 30/01/1995]',-0.150,0.034,-0.665,84.468,0.000,1.024
'[13:22:37.362 30/01/1995]',-0.207,0.067,-0.888,84.468,0.000,1.024
'[13:22:37.364 30/01/1995]',-0.281,0.132,-1.046,84.468,0.000,1.024
'[13:22:37.366 30/01/1995]',-0.338,0.197,-1.206,84.468,0.000,1.024
'[13:22:37.368 30/01/1995]',-0.376,0.263,-1.364,84.526,0.000,1.024
'[13:22:37.370 30/01/1995]',-0.452,0.295,-1.459,84.526,0.000,1.024
'[13:22:37.372 30/01/1995]',-0.546,0.295,-1.587,84.526,0.000,1.024
'[13:22:37.374 30/01/1995]',-0.621,0.295,-1.651,84.526,0.000,1.024
'[13:22:37.376 30/01/1995]',-0.678,0.295,-1.714,84.757,0.000,1.024
'[13:22:37.378 30/01/1995]',-0.716,0.295,-1.746,84.757,0.000,1.024
'[13:22:37.380 30/01/1995]',-0.697,0.295,-1.746,84.757,0.000,1.024
'[13:22:37.382 30/01/1995]',-0.640,0.295,-1.746,84.757,0.000,1.024
'[13:22:37.384 30/01/1995]',-0.583,0.295,-1.683,85.102,0.000,1.024
'[13:22:37.386 30/01/1995]',-0.490,0.263,-1.587,85.102,0.000,1.024
'[13:22:37.388 30/01/1995]',-0.395,0.197,-1.491,85.102,0.000,1.024
'[13:22:37.390 30/01/1995]',-0.338,0.132,-1.301,85.102,0.000,1.024
'[13:22:37.392 30/01/1995]',-0.319,0.034,-1.142,85.448,0.000,1.024
'[13:22:37.394 30/01/1995]',-0.263,0.003,-1.014,85.448,0.000,1.024
'[13:22:37.396 30/01/1995]',-0.244,-0.030,-0.888,85.448,0.000,1.024
'[13:22:37.398 30/01/1995]',-0.188,-0.030,-0.729,85.448,0.000,1.024
'[13:22:37.400 30/01/1995]',-0.150,-0.030,-0.633,85.909,0.000,1.024
'[13:22:37.402 30/01/1995]',-0.131,-0.030,-0.506,85.909,0.000,1.024
'[13:22:37.404 30/01/1995]',-0.074,0.003,-0.380,85.909,0.000,1.024
'[13:22:37.406 30/01/1995]',-0.055,-0.030,-0.284,85.909,0.000,1.024
'[13:22:37.408 30/01/1995]',-0.036,0.003,-0.157,86.370,0.000,1.024
'[13:22:37.410 30/01/1995]',-0.017,0.003,-0.093,86.370,0.000,1.024
'[13:22:37.412 30/01/1995]',-0.017,0.003,-0.061,86.370,0.000,1.024
'[13:22:37.414 30/01/1995]',-0.017,0.003,0.003,86.370,0.000,1.024
'[13:22:37.416 30/01/1995]',-0.017,-0.030,0.003,86.831,0.000,1.024
'[13:22:37.418 30/01/1995]',-0.017,-0.030,0.033,86.831,0.000,1.024
'[13:22:37.420 30/01/1995]',0.002,-0.030,0.065,86.831,0.000,1.024
'[13:22:37.422 30/01/1995]',0.002,-0.030,0.097,86.831,0.000,1.024
'[13:22:37.424 30/01/1995]',0.020,0.003,0.129,87.176,0.000,1.024
'[13:22:37.426 30/01/1995]',0.039,0.003,0.161,87.176,0.000,1.024
'[13:22:37.428 30/01/1995]',0.058,0.003,0.161,87.176,0.000,1.024
'[13:22:37.430 30/01/1995]',0.039,0.003,0.161,87.176,0.000,1.024
'[13:22:37.432 30/01/1995]',0.077,0.003,0.161,87.465,0.000,1.024
'[13:22:37.434 30/01/1995]',0.077,0.003,0.161,87.465,0.000,1.024
'[13:22:37.436 30/01/1995]',0.096,0.003,0.161,87.465,0.000,1.024
'[13:22:37.438 30/01/1995]',0.096,-0.030,0.193,87.465,0.000,1.024
'[13:22:37.440 30/01/1995]',0.058,-0.030,0.161,87.637,0.000,1.024
'[13:22:37.442 30/01/1995]',0.039,-0.030,0.193,87.637,0.000,1.024
'[13:22:37.444 30/01/1995]',0.002,-0.062,0.193,87.637,0.000,1.024
'[13:22:37.446 30/01/1995]',0.002,-0.062,0.193,87.637,0.000,1.024
'[13:22:37.448 30/01/1995]',0.020,-0.062,0.193,87.580,0.000,1.024
'[13:22:37.450 30/01/1995]',0.020,-0.030,0.193,87.580,0.000,1.024
'[13:22:37.452 30/01/1995]',0.002,-0.030,0.193,87.580,0.000,1.024
'[13:22:37.454 30/01/1995]',0.002,0.003,0.225,87.580,0.000,1.024
'[13:22:37.456 30/01/1995]',0.039,0.003,0.193,87.407,0.000,1.024
'[13:22:37.458 30/01/1995]',0.039,0.003,0.193,87.407,0.000,1.024
'[13:22:37.460 30/01/1995]',0.058,0.003,0.193,87.407,0.000,1.024
'[13:22:37.462 30/01/1995]',0.058,0.003,0.193,87.407,0.000,1.024
'[13:22:37.464 30/01/1995]',0.058,-0.030,0.193,87.119,0.000,1.024
'[13:22:37.466 30/01/1995]',0.058,-0.030,0.161,87.119,0.000,1.024
'[13:22:37.468 30/01/1995]',0.058,-0.030,0.193,87.119,0.000,1.024
'[13:22:37.470 30/01/1995]',0.077,-0.062,0.193,87.119,0.000,1.024
'[13:22:37.472 30/01/1995]',0.058,-0.062,0.193,86.716,0.000,1.024
'[13:22:37.474 30/01/1995]',0.058,-0.062,0.193,86.716,0.000,1.024
'[13:22:37.476 30/01/1995]',0.096,-0.030,0.193,86.716,0.000,1.024
'[13:22:37.478 30/01/1995]',0.096,-0.030,0.161,86.716,0.000,1.024
'[13:22:37.480 30/01/1995]',0.096,0.003,0.193,86.312,0.000,1.024
'[13:22:37.482 30/01/1995]',0.096,0.003,0.161,86.312,0.000,1.024
'[13:22:37.484 30/01/1995]',0.058,0.003,0.161,86.312,0.000,1.024
'[13:22:37.486 30/01/1995]',0.002,0.003,0.161,86.312,0.000,1.024
'[13:22:37.488 30/01/1995]',0.002,-0.030,0.161,85.851,0.000,1.024
'[13:22:37.490 30/01/1995]',0.002,-0.062,0.161,85.851,0.000,1.024
'[13:22:37.492 30/01/1995]',0.002,-0.030,0.161,85.851,0.000,1.024
'[13:22:37.494 30/01/1995]',0.002,-0.030,0.161,85.851,0.000,1.024
'[13:22:37.496 30/01/1995]',0.002,-0.030,0.161,85.448,0.000,1.024
'[13:22:37.498 30/01/1995]',0.020,0.003,0.193,85.448,0.000,1.024
'[13:22:37.500 30/01/1995]',0.077,0.003,0.193,85.448,0.000,1.024
'[13:22:37.502 30/01/1995]',0.114,0.003,0.193,85.448,0.000,1.024
'[13:22:37.504 30/01/1995]',0.096,0.003,0.193,85.102,0.000,1.024
'[13:22:37.506 30/01/1995]',0.077,0.003,0.225,85.102,0.000,1.024
'[13:22:37.508 30/01/1995]',0.096,0.003,0.225,85.102,0.000,1.024
'[13:22:37.510 30/01/1995]',0.114,0.003,0.193,85.102,0.000,1.024
'[13:22:37.512 30/01/1995]',0.133,0.003,0.193,84.872,0.000,1.024
'[13:22:37.514 30/01/1995]',0.114,0.003,0.193,84.872,0.000,1.024
'[13:22:37.516 30/01/1995]',0.096,0.034,0.161,84.872,0.000,1.024
'[13:22:37.518 30/01/1995]',0.114,0.034,0.161,84.872,0.000,1.024
'[13:22:37.520 30/01/1995]',0.133,0.034,0.161,84.872,0.000,1.024
'[13:22:37.522 30/01/1995]',0.096,0.003,0.161,84.872,0.000,1.024
'[13:22:37.524 30/01/1995]',0.077,0.003,0.129,84.872,0.000,1.024
'[13:22:37.526 30/01/1995]',0.039,0.003,0.161,84.872,0.000,1.024
'[13:22:37.528 30/01/1995]',0.020,0.003,0.161,85.102,0.000,1.024
'[13:22:37.530 30/01/1995]',0.020,0.003,0.129,85.102,0.000,1.024
'[13:22:37.532 30/01/1995]',0.039,0.003,0.161,85.102,0.000,1.024
'[13:22:37.534 30/01/1995]',0.058,0.034,0.161,85.102,0.000,1.024
'[13:22:37.536 30/01/1995]',0.039,0.034,0.161,85.621,0.000,1.024
'[13:22:37.538 30/01/1995]',0.039,0.034,0.161,85.621,0.000,1.024
'[13:22:37.540 30/01/1995]',0.002,0.034,0.161,85.621,0.000,1.024
'[13:22:37.542 30/01/1995]',0.002,0.034,0.161,85.621,0.000,1.024
'[13:22:37.544 30/01/1995]',0.002,0.003,0.161,86.716,0.000,1.008
'[13:22:37.546 30/01/1995]',0.002,0.003,0.161,86.716,0.000,1.008
'[13:22:37.548 30/01/1995]',0.020,0.003,0.161,86.716,0.000,1.008
'[13:22:37.550 30/01/1995]',0.039,0.003,0.161,86.716,0.000,1.008
'[13:22:37.552 30/01/1995]',0.058,0.003,0.161,88.732,0.000,0.984
'[13:22:37.554 30/01/1995]',0.058,0.003,0.161,88.732,0.000,0.984
'[13:22:37.556 30/01/1995]',0.058,0.034,0.161,88.732,0.000,0.984
'[13:22:37.558 30/01/1995]',0.058,0.034,0.161,88.732,0.000,0.984
'[13:22:37.560 30/01/1995]',0.058,0.034,0.161,91.901,0.000,0.959
'[13:22:37.562 30/01/1995]',0.058,0.034,0.129,91.901,0.000,0.959
'[13:22:37.564 30/01/1995]',0.077,0.034,0.129,91.901,0.000,0.959
'[13:22:37.566 30/01/1995]',0.096,0.067,0.129,91.901,0.000,0.959
'[13:22:37.568 30/01/1995]',0.096,0.034,0.161,96.453,0.000,0.935
'[13:22:37.570 30/01/1995]',0.096,0.067,0.161,96.453,0.000,0.935
'[13:22:37.572 30/01/1995]',0.096,0.067,0.129,96.453,0.000,0.935
'[13:22:37.574 30/01/1995]',0.077,0.067,0.161,96.453,0.000,0.935
'[13:22:37.576 30/01/1995]',0.077,0.067,0.161,102.157,0.000,0.911
'[13:22:37.578 30/01/1995]',0.077,0.067,0.161,102.157,0.000,0.911
'[13:22:37.580 30/01/1995]',0.058,0.034,0.161,102.157,0.000,0.911
'[13:22:37.582 30/01/1995]',0.058,0.034,0.161,102.157,0.000,0.911
'[13:22:37.584 30/01/1995]',0.058,0.034,0.129,108.553,0.000,0.887
'[13:22:37.586 30/01/1995]',0.058,0.067,0.129,108.553,0.000,0.887
'[13:22:37.588 30/01/1995]',0.058,0.067,0.161,108.553,0.000,0.887
'[13:22:37.590 30/01/1995]',0.058,0.067,0.129,108.553,0.000,0.887
'[13:22:37.592 30/01/1995]',0.058,0.067,0.129,114.948,0.000,0.866
'[13:22:37.594 30/01/1995]',0.058,0.099,0.129,114.948,0.000,0.866
'[13:22:37.596 30/01/1995]',0.058,0.099,0.129,114.948,0.000,0.866
'[13:22:37.598 30/01/1995]',0.077,0.099,0.129,114.948,0.000,0.866
'[13:22:37.600 30/01/1995]',0.077,0.067,0.129,120.941,0.000,0.845
'[13:22:37.602 30/01/1995]',0.096,0.099,0.129,120.941,0.000,0.845
'[13:22:37.604 30/01/1995]',0.096,0.099,0.129,120.941,0.000,0.845
'[13:22:37.606 30/01/1995]',0.077,0.099,0.097,120.941,0.000,0.845
'[13:22:37.608 30/01/1995]',0.077,0.099,0.097,126.011,0.000,0.825
'[13:22:37.610 30/01/1995]',0.077,0.099,0.129,126.011,0.000,0.825
'[13:22:37.612 30/01/1995]',0.077,0.099,0.129,126.011,0.000,0.825
'[13:22:37.614 30/01/1995]',0.077,0.099,0.097,126.011,0.000,0.825
'[13:22:37.616 30/01/1995]',0.077,0.099,0.097,129.814,0.000,0.806
'[13:22:37.618 30/01/1995]',0.077,0.099,0.097,129.814,0.000,0.806
'[13:22:37.620 30/01/1995]',0.077,0.132,0.097,129.814,0.000,0.806
'[13:22:37.622 30/01/1995]',0.077,0.132,0.065,129.814,0.000,0.806
'[13:22:37.624 30/01/1995]',0.058,0.165,0.097,132.407,0.000,0.789
'[13:22:37.626 30/01/1995]',0.058,0.132,0.097,132.407,0.000,0.789
'[13:22:37.628 30/01/1995]',0.077,0.132,0.065,132.407,0.000,0.789
'[13:22:37.630 30/01/1995]',0.077,0.132,0.065,132.407,0.000,0.789
'[13:22:37.632 30/01/1995]',0.077,0.132,0.065,133.674,0.000,0.773
'[13:22:37.634 30/01/1995]',0.077,0.132,0.065,133.674,0.000,0.773
'[13:22:37.636 30/01/1995]',0.077,0.132,0.065,133.674,0.000,0.773
'[13:22:37.638 30/01/1995]',0.077,0.165,0.065,133.674,0.000,0.773
'[13:22:37.640 30/01/1995]',0.077,0.165,0.065,133.847,0.000,0.759
'[13:22:37.642 30/01/1995]',0.077,0.165,0.033,133.847,0.000,0.759
'[13:22:37.644 30/01/1995]',0.077,0.165,0.033,133.847,0.000,0.759
'[13:22:37.646 30/01/1995]',0.077,0.165,0.033,133.847,0.000,0.759
'[13:22:37.648 30/01/1995]',0.077,0.165,0.033,133.156,0.000,0.746
'[13:22:37.650 30/01/1995]',0.077,0.165,0.003,133.156,0.000,0.746
'[13:22:37.652 30/01/1995]',0.096,0.165,0.033,133.156,0.000,0.746
'[13:22:37.654 30/01/1995]',0.077,0.197,0.003,133.156,0.000,0.746
'[13:22:37.656 30/01/1995]',0.077,0.197,0.033,131.773,0.000,0.730
'[13:22:37.658 30/01/1995]',0.077,0.197,0.003,131.773,0.000,0.730
'[13:22:37.660 30/01/1995]',0.077,0.197,0.003,131.773,0.000,0.730
'[13:22:37.662 30/01/1995]',0.077,0.197,0.003,131.773,0.000,0.730
'[13:22:37.664 30/01/1995]',0.077,0.197,0.003,129.929,0.000,0.713
'[13:22:37.666 30/01/1995]',0.077,0.165,0.003,129.929,0.000,0.713
'[13:22:37.668 30/01/1995]',0.058,0.165,0.003,129.929,0.000,0.713
'[13:22:37.670 30/01/1995]',0.058,0.165,0.003,129.929,0.000,0.713
'[13:22:37.672 30/01/1995]',0.058,0.165,0.003,127.797,0.000,0.695
'[13:22:37.674 30/01/1995]',0.058,0.165,0.003,127.797,0.000,0.695
'[13:22:37.676 30/01/1995]',0.058,0.165,0.003,127.797,0.000,0.695
'[13:22:37.678 30/01/1995]',0.058,0.165,0.003,127.797,0.000,0.695
'[13:22:37.680 30/01/1995]',0.058,0.165,0.003,125.665,0.000,0.675
'[13:22:37.682 30/01/1995]',0.058,0.132,0.003,125.665,0.000,0.675
'[13:22:37.684 30/01/1995]',0.077,0.132,-0.029,125.665,0.000,0.675
'[13:22:37.686 30/01/1995]',0.077,0.132,0.003,125.665,0.000,0.675
'[13:22:37.688 30/01/1995]',0.077,0.132,0.003,123.476,0.000,0.654
'[13:22:37.690 30/01/1995]',0.058,0.099,0.003,123.476,0.000,0.654
'[13:22:37.692 30/01/1995]',0.058,0.099,0.003,123.476,0.000,0.654
'[13:22:37.694 30/01/1995]',0.058,0.067,0.003,123.476,0.000,0.654
'[13:22:37.696 30/01/1995]',0.058,0.067,0.003,121.402,0.000,0.633
'[13:22:37.698 30/01/1995]',0.058,0.067,0.003,121.402,0.000,0.633
'[13:22:37.700 30/01/1995]',0.058,0.034,0.003,121.402,0.000,0.633
'[13:22:37.702 30/01/1995]',0.058,0.034,0.003,121.402,0.000,0.633
'[13:22:37.704 30/01/1995]',0.058,0.034,0.003,119.443,0.000,0.611
'[13:22:37.706 30/01/1995]',0.058,0.003,0.003,119.443,0.000,0.611
'[13:22:37.708 30/01/1995]',0.039,0.034,0.003,119.443,0.000,0.611
'[13:22:37.710 30/01/1995]',0.039,0.003,0.003,119.443,0.000,0.611
'[13:22:37.712 30/01/1995]',0.058,0.003,0.003,117.599,0.000,0.587
'[13:22:37.714 30/01/1995]',0.058,0.003,0.003,117.599,0.000,0.587
'[13:22:37.716 30/01/1995]',0.058,0.003,0.003,117.599,0.000,0.587
'[13:22:37.718 30/01/1995]',0.058,0.003,0.003,117.599,0.000,0.587
'[13:22:37.720 30/01/1995]',0.039,0.003,0.003,115.813,0.000,0.563
'[13:22:37.722 30/01/1995]',0.020,-0.030,0.003,115.813,0.000,0.563
'[13:22:37.724 30/01/1995]',0.020,-0.030,0.003,115.813,0.000,0.563
'[13:22:37.726 30/01/1995]',0.020,-0.030,0.003,115.813,0.000,0.563
'[13:22:37.728 30/01/1995]',0.020,-0.062,0.033,114.027,0.000,0.538
'[13:22:37.730 30/01/1995]',0.039,-0.062,0.033,114.027,0.000,0.538
'[13:22:37.732 30/01/1995]',0.039,-0.062,0.003,114.027,0.000,0.538
'[13:22:37.734 30/01/1995]',0.039,-0.062,0.003,114.027,0.000,0.538
'[13:22:37.736 30/01/1995]',0.058,-0.030,0.003,112.125,0.000,0.512
'[13:22:37.738 30/01/1995]',0.039,-0.030,0.003,112.125,0.000,0.512
'[13:22:37.740 30/01/1995]',0.039,-0.030,0.003,112.125,0.000,0.512
'[13:22:37.742 30/01/1995]',0.020,-0.030,0.003,112.125,0.000,0.512
'[13:22:37.744 30/01/1995]',0.020,-0.030,0.003,110.224,0.000,0.485
'[13:22:37.746 30/01/1995]',0.039,-0.030,0.033,110.224,0.000,0.485
'[13:22:37.748 30/01/1995]',0.039,-0.030,0.033,110.224,0.000,0.485
'[13:22:37.750 30/01/1995]',0.039,-0.030,0.033,110.224,0.000,0.485
'[13:22:37.752 30/01/1995]',0.058,-0.030,0.033,108.092,0.000,0.456
'[13:22:37.754 30/01/1995]',0.039,-0.062,0.033,108.092,0.000,0.456
