'Time and date','aVL','II','ABP','PAP','PLETH','RESP'
'[08:34:05.282 11/03/1996]',0.004,0.043,36.962,33.361,-0.259,-0.760
'[08:34:05.284 11/03/1996]',0.004,0.043,36.962,33.361,-0.259,-0.760
'[08:34:05.286 11/03/1996]',0.004,0.043,36.962,33.361,-0.259,-0.760
'[08:34:05.288 11/03/1996]',0.003,0.043,36.561,33.712,-0.224,-0.761
'[08:34:05.290 11/03/1996]',0.002,0.043,36.561,33.712,-0.224,-0.761
'[08:34:05.292 11/03/1996]',0.001,0.043,36.561,33.712,-0.224,-0.761
'[08:34:05.294 11/03/1996]',-0.001,0.043,36.561,33.712,-0.224,-0.761
'[08:34:05.296 11/03/1996]',-0.003,0.043,36.160,33.888,-0.197,-0.762
'[08:34:05.298 11/03/1996]',-0.005,0.043,36.160,33.888,-0.197,-0.762
'[08:34:05.300 11/03/1996]',-0.005,0.043,36.160,33.888,-0.197,-0.762
'[08:34:05.302 11/03/1996]',-0.006,0.043,36.160,33.888,-0.197,-0.762
'[08:34:05.304 11/03/1996]',-0.007,0.043,35.910,33.838,-0.170,-0.765
'[08:34:05.306 11/03/1996]',-0.007,0.043,35.910,33.838,-0.170,-0.765
'[08:34:05.308 11/03/1996]',-0.007,0.043,35.910,33.838,-0.170,-0.765
'[08:34:05.310 11/03/1996]',-0.007,0.043,35.910,33.838,-0.170,-0.765
'[08:34:05.312 11/03/1996]',-0.008,0.043,35.760,33.662,-0.152,-0.767
'[08:34:05.314 11/03/1996]',-0.008,0.043,35.760,33.662,-0.152,-0.767
'[08:34:05.316 11/03/1996]',-0.008,0.043,35.760,33.662,-0.152,-0.767
'[08:34:05.318 11/03/1996]',-0.008,0.043,35.760,33.662,-0.152,-0.767
'[08:34:05.320 11/03/1996]',-0.007,0.043,35.559,33.311,-0.134,-0.770
'[08:34:05.322 11/03/1996]',-0.006,0.043,35.559,33.311,-0.134,-0.770
'[08:34:05.324 11/03/1996]',-0.005,0.043,35.559,33.311,-0.134,-0.770
'[08:34:05.326 11/03/1996]',-0.005,0.043,35.559,33.311,-0.134,-0.770
'[08:34:05.328 11/03/1996]',-0.005,0.043,35.259,32.960,-0.123,-0.773
'[08:34:05.330 11/03/1996]',-0.006,0.043,35.259,32.960,-0.123,-0.773
'[08:34:05.332 11/03/1996]',-0.007,0.043,35.259,32.960,-0.123,-0.773
'[08:34:05.334 11/03/1996]',-0.008,0.043,35.259,32.960,-0.123,-0.773
'[08:34:05.336 11/03/1996]',-0.009,0.043,34.958,32.483,-0.118,-0.776
'[08:34:05.338 11/03/1996]',-0.010,0.043,34.958,32.483,-0.118,-0.776
'[08:34:05.340 11/03/1996]',-0.010,0.043,34.958,32.483,-0.118,-0.776
'[08:34:05.342 11/03/1996]',-0.010,0.043,34.958,32.483,-0.118,-0.776
'[08:34:05.344 11/03/1996]',-0.009,0.043,34.708,32.007,-0.118,-0.778
'[08:34:05.346 11/03/1996]',-0.008,0.043,34.708,32.007,-0.118,-0.778
'[08:34:05.348 11/03/1996]',-0.008,0.043,34.708,32.007,-0.118,-0.778
'[08:34:05.350 11/03/1996]',-0.008,0.043,34.708,32.007,-0.118,-0.778
'[08:34:05.352 11/03/1996]',-0.009,0.043,34.357,31.530,-0.120,-0.780
'[08:34:05.354 11/03/1996]',-0.010,0.043,34.357,31.530,-0.120,-0.780
'[08:34:05.356 11/03/1996]',-0.010,0.043,34.357,31.530,-0.120,-0.780
'[08:34:05.358 11/03/1996]',-0.011,0.043,34.357,31.530,-0.120,-0.780
'[08:34:05.360 11/03/1996]',-0.011,0.043,34.057,31.079,-0.125,-0.781
'[08:34:05.362 11/03/1996]',-0.012,0.043,34.057,31.079,-0.125,-0.781
'[08:34:05.364 11/03/1996]',-0.013,0.043,34.057,31.079,-0.125,-0.781
'[08:34:05.366 11/03/1996]',-0.013,0.043,34.057,31.079,-0.125,-0.781
'[08:34:05.368 11/03/1996]',-0.013,0.043,33.806,30.602,-0.134,-0.781
'[08:34:05.370 11/03/1996]',-0.012,0.043,33.806,30.602,-0.134,-0.781
'[08:34:05.372 11/03/1996]',-0.011,0.043,33.806,30.602,-0.134,-0.781
'[08:34:05.374 11/03/1996]',-0.010,0.043,33.806,30.602,-0.134,-0.781
'[08:34:05.376 11/03/1996]',-0.009,0.043,33.556,30.125,-0.145,-0.779
'[08:34:05.378 11/03/1996]',-0.008,0.043,33.556,30.125,-0.145,-0.779
'[08:34:05.380 11/03/1996]',-0.008,0.043,33.556,30.125,-0.145,-0.779
'[08:34:05.382 11/03/1996]',-0.007,0.043,33.556,30.125,-0.145,-0.779
'[08:34:05.384 11/03/1996]',-0.007,0.043,33.406,29.774,-0.163,-0.773
'[08:34:05.386 11/03/1996]',-0.007,0.043,33.406,29.774,-0.163,-0.773
'[08:34:05.388 11/03/1996]',-0.008,0.043,33.406,29.774,-0.163,-0.773
'[08:34:05.390 11/03/1996]',-0.008,0.043,33.406,29.774,-0.163,-0.773
'[08:34:05.392 11/03/1996]',-0.009,0.043,33.205,29.423,-0.179,-0.764
'[08:34:05.394 11/03/1996]',-0.010,0.043,33.205,29.423,-0.179,-0.764
'[08:34:05.396 11/03/1996]',-0.010,0.043,33.205,29.423,-0.179,-0.764
'[08:34:05.398 11/03/1996]',-0.011,0.043,33.205,29.423,-0.179,-0.764
'[08:34:05.400 11/03/1996]',-0.011,0.043,33.055,29.072,-0.199,-0.753
'[08:34:05.402 11/03/1996]',-0.012,0.043,33.055,29.072,-0.199,-0.753
'[08:34:05.404 11/03/1996]',-0.013,0.043,33.055,29.072,-0.199,-0.753
'[08:34:05.406 11/03/1996]',-0.014,0.043,33.055,29.072,-0.199,-0.753
'[08:34:05.408 11/03/1996]',-0.017,0.043,32.855,28.771,-0.219,-0.740
'[08:34:05.410 11/03/1996]',-0.019,0.043,32.855,28.771,-0.219,-0.740
'[08:34:05.412 11/03/1996]',-0.021,0.043,32.855,28.771,-0.219,-0.740
'[08:34:05.414 11/03/1996]',-0.023,0.043,32.855,28.771,-0.219,-0.740
'[08:34:05.416 11/03/1996]',-0.025,0.043,32.704,28.420,-0.241,-0.727
'[08:34:05.418 11/03/1996]',-0.027,0.043,32.704,28.420,-0.241,-0.727
'[08:34:05.420 11/03/1996]',-0.030,0.043,32.704,28.420,-0.241,-0.727
'[08:34:05.422 11/03/1996]',-0.032,0.043,32.704,28.420,-0.241,-0.727
'[08:34:05.424 11/03/1996]',-0.034,0.045,32.554,28.069,-0.268,-0.714
'[08:34:05.426 11/03/1996]',-0.036,0.046,32.554,28.069,-0.268,-0.714
'[08:34:05.428 11/03/1996]',-0.035,0.051,32.554,28.069,-0.268,-0.714
'[08:34:05.430 11/03/1996]',-0.033,0.055,32.554,28.069,-0.268,-0.714
'[08:34:05.432 11/03/1996]',-0.029,0.063,32.454,27.843,-0.290,-0.701
'[08:34:05.434 11/03/1996]',-0.025,0.071,32.454,27.843,-0.290,-0.701
'[08:34:05.436 11/03/1996]',-0.017,0.077,32.454,27.843,-0.290,-0.701
'[08:34:05.438 11/03/1996]',-0.008,0.083,32.454,27.843,-0.290,-0.701
'[08:34:05.440 11/03/1996]',0.002,0.094,32.354,27.592,-0.310,-0.689
'[08:34:05.442 11/03/1996]',0.012,0.104,32.354,27.592,-0.310,-0.689
'[08:34:05.444 11/03/1996]',0.018,0.114,32.354,27.592,-0.310,-0.689
'[08:34:05.446 11/03/1996]',0.025,0.123,32.354,27.592,-0.310,-0.689
'[08:34:05.448 11/03/1996]',0.021,0.123,32.204,27.416,-0.338,-0.677
'[08:34:05.450 11/03/1996]',0.018,0.123,32.204,27.416,-0.338,-0.677
'[08:34:05.452 11/03/1996]',-0.002,0.115,32.204,27.416,-0.338,-0.677
'[08:34:05.454 11/03/1996]',-0.023,0.108,32.204,27.416,-0.338,-0.677
'[08:34:05.456 11/03/1996]',-0.063,0.095,32.103,27.241,-0.362,-0.667
'[08:34:05.458 11/03/1996]',-0.104,0.083,32.103,27.241,-0.362,-0.667
'[08:34:05.460 11/03/1996]',-0.164,0.068,32.103,27.241,-0.362,-0.667
'[08:34:05.462 11/03/1996]',-0.224,0.052,32.103,27.241,-0.362,-0.667
'[08:34:05.464 11/03/1996]',-0.296,0.040,32.003,27.065,-0.382,-0.658
'[08:34:05.466 11/03/1996]',-0.368,0.028,32.003,27.065,-0.382,-0.658
'[08:34:05.468 11/03/1996]',-0.442,0.014,32.003,27.065,-0.382,-0.658
'[08:34:05.470 11/03/1996]',-0.515,0.000,32.003,27.065,-0.382,-0.658
'[08:34:05.472 11/03/1996]',-0.581,-0.014,31.853,26.965,-0.405,-0.649
'[08:34:05.474 11/03/1996]',-0.647,-0.028,31.853,26.965,-0.405,-0.649
'[08:34:05.476 11/03/1996]',-0.696,-0.040,31.853,26.965,-0.405,-0.649
'[08:34:05.478 11/03/1996]',-0.745,-0.052,31.853,26.965,-0.405,-0.649
'[08:34:05.480 11/03/1996]',-0.775,-0.060,31.753,26.789,-0.422,-0.639
'[08:34:05.482 11/03/1996]',-0.806,-0.068,31.753,26.789,-0.422,-0.639
'[08:34:05.484 11/03/1996]',-0.819,-0.066,31.753,26.789,-0.422,-0.639
'[08:34:05.486 11/03/1996]',-0.832,-0.065,31.753,26.789,-0.422,-0.639
'[08:34:05.488 11/03/1996]',-0.833,-0.051,31.653,26.664,-0.440,-0.627
'[08:34:05.490 11/03/1996]',-0.833,-0.037,31.653,26.664,-0.440,-0.627
'[08:34:05.492 11/03/1996]',-0.827,-0.017,31.653,26.664,-0.440,-0.627
'[08:34:05.494 11/03/1996]',-0.820,0.003,31.653,26.664,-0.440,-0.627
'[08:34:05.496 11/03/1996]',-0.808,0.022,31.553,26.538,-0.458,-0.615
'[08:34:05.498 11/03/1996]',-0.795,0.040,31.553,26.538,-0.458,-0.615
'[08:34:05.500 11/03/1996]',-0.774,0.048,31.553,26.538,-0.458,-0.615
'[08:34:05.502 11/03/1996]',-0.752,0.055,31.553,26.538,-0.458,-0.615
'[08:34:05.504 11/03/1996]',-0.718,0.055,31.502,26.438,-0.473,-0.601
'[08:34:05.506 11/03/1996]',-0.684,0.055,31.502,26.438,-0.473,-0.601
'[08:34:05.508 11/03/1996]',-0.637,0.049,31.502,26.438,-0.473,-0.601
'[08:34:05.510 11/03/1996]',-0.590,0.043,31.502,26.438,-0.473,-0.601
'[08:34:05.512 11/03/1996]',-0.536,0.035,31.452,26.363,-0.489,-0.587
'[08:34:05.514 11/03/1996]',-0.483,0.028,31.452,26.363,-0.489,-0.587
'[08:34:05.516 11/03/1996]',-0.430,0.020,31.452,26.363,-0.489,-0.587
'[08:34:05.518 11/03/1996]',-0.378,0.012,31.452,26.363,-0.489,-0.587
'[08:34:05.520 11/03/1996]',-0.332,0.011,31.352,26.538,-0.503,-0.572
'[08:34:05.522 11/03/1996]',-0.286,0.009,31.352,26.538,-0.503,-0.572
'[08:34:05.524 11/03/1996]',-0.250,0.015,31.352,26.538,-0.503,-0.572
'[08:34:05.526 11/03/1996]',-0.213,0.022,31.352,26.538,-0.503,-0.572
'[08:34:05.528 11/03/1996]',-0.184,0.029,31.302,27.015,-0.516,-0.556
'[08:34:05.530 11/03/1996]',-0.155,0.037,31.302,27.015,-0.516,-0.556
'[08:34:05.532 11/03/1996]',-0.130,0.040,31.302,27.015,-0.516,-0.556
'[08:34:05.534 11/03/1996]',-0.105,0.043,31.302,27.015,-0.516,-0.556
'[08:34:05.536 11/03/1996]',-0.081,0.043,31.202,27.717,-0.527,-0.540
'[08:34:05.538 11/03/1996]',-0.057,0.043,31.202,27.717,-0.527,-0.540
'[08:34:05.540 11/03/1996]',-0.032,0.035,31.202,27.717,-0.527,-0.540
'[08:34:05.542 11/03/1996]',-0.006,0.028,31.202,27.717,-0.527,-0.540
'[08:34:05.544 11/03/1996]',0.020,0.018,31.152,28.545,-0.538,-0.524
'[08:34:05.546 11/03/1996]',0.046,0.009,31.152,28.545,-0.538,-0.524
'[08:34:05.548 11/03/1996]',0.072,0.000,31.152,28.545,-0.538,-0.524
'[08:34:05.550 11/03/1996]',0.098,-0.009,31.152,28.545,-0.538,-0.524
'[08:34:05.552 11/03/1996]',0.121,-0.015,31.102,29.548,-0.549,-0.507
'[08:34:05.554 11/03/1996]',0.144,-0.022,31.102,29.548,-0.549,-0.507
'[08:34:05.556 11/03/1996]',0.163,-0.022,31.102,29.548,-0.549,-0.507
'[08:34:05.558 11/03/1996]',0.181,-0.022,31.102,29.548,-0.549,-0.507
'[08:34:05.560 11/03/1996]',0.195,-0.017,31.102,30.602,-0.558,-0.490
'[08:34:05.562 11/03/1996]',0.210,-0.012,31.102,30.602,-0.558,-0.490
'[08:34:05.564 11/03/1996]',0.220,-0.008,31.102,30.602,-0.558,-0.490
'[08:34:05.566 11/03/1996]',0.230,-0.003,31.102,30.602,-0.558,-0.490
'[08:34:05.568 11/03/1996]',0.236,0.000,31.102,31.480,-0.568,-0.472
'[08:34:05.570 11/03/1996]',0.242,0.003,31.102,31.480,-0.568,-0.472
'[08:34:05.572 11/03/1996]',0.244,0.008,31.102,31.480,-0.568,-0.472
'[08:34:05.574 11/03/1996]',0.246,0.012,31.102,31.480,-0.568,-0.472
'[08:34:05.576 11/03/1996]',0.247,0.015,31.052,32.007,-0.579,-0.454
'[08:34:05.578 11/03/1996]',0.248,0.018,31.052,32.007,-0.579,-0.454
'[08:34:05.580 11/03/1996]',0.249,0.022,31.052,32.007,-0.579,-0.454
'[08:34:05.582 11/03/1996]',0.249,0.025,31.052,32.007,-0.579,-0.454
'[08:34:05.584 11/03/1996]',0.251,0.023,31.002,32.132,-0.581,-0.435
'[08:34:05.586 11/03/1996]',0.254,0.022,31.002,32.132,-0.581,-0.435
'[08:34:05.588 11/03/1996]',0.256,0.022,31.002,32.132,-0.581,-0.435
'[08:34:05.590 11/03/1996]',0.257,0.022,31.002,32.132,-0.581,-0.435
'[08:34:05.592 11/03/1996]',0.260,0.023,31.002,31.831,-0.586,-0.415
'[08:34:05.594 11/03/1996]',0.262,0.025,31.002,31.831,-0.586,-0.415
'[08:34:05.596 11/03/1996]',0.265,0.029,31.002,31.831,-0.586,-0.415
'[08:34:05.598 11/03/1996]',0.267,0.034,31.002,31.831,-0.586,-0.415
'[08:34:05.600 11/03/1996]',0.269,0.038,31.002,31.480,-0.588,-0.395
'[08:34:05.602 11/03/1996]',0.271,0.043,31.002,31.480,-0.588,-0.395
'[08:34:05.604 11/03/1996]',0.274,0.045,31.002,31.480,-0.588,-0.395
'[08:34:05.606 11/03/1996]',0.277,0.046,31.002,31.480,-0.588,-0.395
'[08:34:05.608 11/03/1996]',0.280,0.045,31.002,31.530,-0.588,-0.373
'[08:34:05.610 11/03/1996]',0.284,0.043,31.002,31.530,-0.588,-0.373
'[08:34:05.612 11/03/1996]',0.287,0.043,31.002,31.530,-0.588,-0.373
'[08:34:05.614 11/03/1996]',0.291,0.043,31.002,31.530,-0.588,-0.373
'[08:34:05.616 11/03/1996]',0.294,0.043,31.002,32.082,-0.588,-0.351
'[08:34:05.618 11/03/1996]',0.298,0.043,31.002,32.082,-0.588,-0.351
'[08:34:05.620 11/03/1996]',0.302,0.043,31.002,32.082,-0.588,-0.351
'[08:34:05.622 11/03/1996]',0.306,0.043,31.002,32.082,-0.588,-0.351
'[08:34:05.624 11/03/1996]',0.312,0.043,30.952,33.060,-0.586,-0.328
'[08:34:05.626 11/03/1996]',0.317,0.043,30.952,33.060,-0.586,-0.328
'[08:34:05.628 11/03/1996]',0.323,0.043,30.952,33.060,-0.586,-0.328
'[08:34:05.630 11/03/1996]',0.329,0.043,30.952,33.060,-0.586,-0.328
'[08:34:05.632 11/03/1996]',0.336,0.043,31.002,34.415,-0.583,-0.304
'[08:34:05.634 11/03/1996]',0.342,0.043,31.002,34.415,-0.583,-0.304
'[08:34:05.636 11/03/1996]',0.349,0.043,31.002,34.415,-0.583,-0.304
'[08:34:05.638 11/03/1996]',0.355,0.043,31.002,34.415,-0.583,-0.304
'[08:34:05.640 11/03/1996]',0.360,0.043,31.152,36.020,-0.581,-0.280
'[08:34:05.642 11/03/1996]',0.365,0.043,31.152,36.020,-0.581,-0.280
'[08:34:05.644 11/03/1996]',0.368,0.043,31.152,36.020,-0.581,-0.280
'[08:34:05.646 11/03/1996]',0.372,0.043,31.152,36.020,-0.581,-0.280
'[08:34:05.648 11/03/1996]',0.375,0.043,31.703,37.726,-0.577,-0.255
'[08:34:05.650 11/03/1996]',0.379,0.043,31.703,37.726,-0.577,-0.255
'[08:34:05.652 11/03/1996]',0.382,0.043,31.703,37.726,-0.577,-0.255
'[08:34:05.654 11/03/1996]',0.385,0.043,31.703,37.726,-0.577,-0.255
'[08:34:05.656 11/03/1996]',0.386,0.043,32.855,39.482,-0.575,-0.228
'[08:34:05.658 11/03/1996]',0.387,0.043,32.855,39.482,-0.575,-0.228
'[08:34:05.660 11/03/1996]',0.389,0.043,32.855,39.482,-0.575,-0.228
'[08:34:05.662 11/03/1996]',0.390,0.043,32.855,39.482,-0.575,-0.228
'[08:34:05.664 11/03/1996]',0.389,0.043,34.758,41.187,-0.568,-0.202
'[08:34:05.666 11/03/1996]',0.389,0.043,34.758,41.187,-0.568,-0.202
'[08:34:05.668 11/03/1996]',0.386,0.043,34.758,41.187,-0.568,-0.202
'[08:34:05.670 11/03/1996]',0.384,0.043,34.758,41.187,-0.568,-0.202
'[08:34:05.672 11/03/1996]',0.380,0.043,37.362,42.717,-0.561,-0.175
'[08:34:05.674 11/03/1996]',0.375,0.043,37.362,42.717,-0.561,-0.175
'[08:34:05.676 11/03/1996]',0.369,0.043,37.362,42.717,-0.561,-0.175
'[08:34:05.678 11/03/1996]',0.364,0.043,37.362,42.717,-0.561,-0.175
'[08:34:05.680 11/03/1996]',0.356,0.043,40.367,44.072,-0.549,-0.150
'[08:34:05.682 11/03/1996]',0.349,0.043,40.367,44.072,-0.549,-0.150
'[08:34:05.684 11/03/1996]',0.340,0.043,40.367,44.072,-0.549,-0.150
'[08:34:05.686 11/03/1996]',0.330,0.043,40.367,44.072,-0.549,-0.150
'[08:34:05.688 11/03/1996]',0.319,0.043,43.272,45.176,-0.532,-0.124
'[08:34:05.690 11/03/1996]',0.308,0.043,43.272,45.176,-0.532,-0.124
'[08:34:05.692 11/03/1996]',0.294,0.043,43.272,45.176,-0.532,-0.124
'[08:34:05.694 11/03/1996]',0.281,0.043,43.272,45.176,-0.532,-0.124
'[08:34:05.696 11/03/1996]',0.268,0.043,45.626,45.953,-0.507,-0.100
'[08:34:05.698 11/03/1996]',0.255,0.043,45.626,45.953,-0.507,-0.100
'[08:34:05.700 11/03/1996]',0.242,0.043,45.626,45.953,-0.507,-0.100
'[08:34:05.702 11/03/1996]',0.229,0.043,45.626,45.953,-0.507,-0.100
'[08:34:05.704 11/03/1996]',0.216,0.043,47.479,46.304,-0.469,-0.074
'[08:34:05.706 11/03/1996]',0.204,0.043,47.479,46.304,-0.469,-0.074
'[08:34:05.708 11/03/1996]',0.193,0.043,47.479,46.304,-0.469,-0.074
'[08:34:05.710 11/03/1996]',0.182,0.043,47.479,46.304,-0.469,-0.074
'[08:34:05.712 11/03/1996]',0.171,0.043,48.831,46.304,-0.422,-0.050
'[08:34:05.714 11/03/1996]',0.160,0.043,48.831,46.304,-0.422,-0.050
'[08:34:05.716 11/03/1996]',0.148,0.043,48.831,46.304,-0.422,-0.050
'[08:34:05.718 11/03/1996]',0.136,0.043,48.831,46.304,-0.422,-0.050
'[08:34:05.720 11/03/1996]',0.126,0.043,49.783,46.053,-0.362,-0.025
'[08:34:05.722 11/03/1996]',0.116,0.043,49.783,46.053,-0.362,-0.025
'[08:34:05.724 11/03/1996]',0.106,0.043,49.783,46.053,-0.362,-0.025
'[08:34:05.726 11/03/1996]',0.097,0.043,49.783,46.053,-0.362,-0.025
'[08:34:05.728 11/03/1996]',0.088,0.043,50.334,45.602,-0.286,-0.002
'[08:34:05.730 11/03/1996]',0.079,0.043,50.334,45.602,-0.286,-0.002
'[08:34:05.732 11/03/1996]',0.072,0.043,50.334,45.602,-0.286,-0.002
'[08:34:05.734 11/03/1996]',0.066,0.043,50.334,45.602,-0.286,-0.002
'[08:34:05.736 11/03/1996]',0.060,0.043,50.584,44.900,-0.195,0.021
'[08:34:05.738 11/03/1996]',0.055,0.043,50.584,44.900,-0.195,0.021
'[08:34:05.740 11/03/1996]',0.049,0.043,50.584,44.900,-0.195,0.021
'[08:34:05.742 11/03/1996]',0.044,0.043,50.584,44.900,-0.195,0.021
'[08:34:05.744 11/03/1996]',0.039,0.043,50.534,44.072,-0.091,0.044
'[08:34:05.746 11/03/1996]',0.035,0.043,50.534,44.072,-0.091,0.044
'[08:34:05.748 11/03/1996]',0.031,0.043,50.534,44.072,-0.091,0.044
'[08:34:05.750 11/03/1996]',0.027,0.043,50.534,44.072,-0.091,0.044
'[08:34:05.752 11/03/1996]',0.024,0.043,50.184,43.018,0.020,0.067
'[08:34:05.754 11/03/1996]',0.021,0.043,50.184,43.018,0.020,0.067
'[08:34:05.756 11/03/1996]',0.021,0.043,50.184,43.018,0.020,0.067
'[08:34:05.758 11/03/1996]',0.020,0.043,50.184,43.018,0.020,0.067
'[08:34:05.760 11/03/1996]',0.021,0.043,49.482,41.940,0.137,0.088
'[08:34:05.762 11/03/1996]',0.021,0.043,49.482,41.940,0.137,0.088
'[08:34:05.764 11/03/1996]',0.021,0.043,49.482,41.940,0.137,0.088
'[08:34:05.766 11/03/1996]',0.021,0.043,49.482,41.940,0.137,0.088
'[08:34:05.768 11/03/1996]',0.021,0.043,48.581,40.886,0.255,0.110
'[08:34:05.770 11/03/1996]',0.021,0.043,48.581,40.886,0.255,0.110
'[08:34:05.772 11/03/1996]',0.021,0.043,48.581,40.886,0.255,0.110
'[08:34:05.774 11/03/1996]',0.021,0.043,48.581,40.886,0.255,0.110
'[08:34:05.776 11/03/1996]',0.021,0.043,47.479,40.058,0.368,0.131
'[08:34:05.778 11/03/1996]',0.021,0.043,47.479,40.058,0.368,0.131
'[08:34:05.780 11/03/1996]',0.021,0.043,47.479,40.058,0.368,0.131
'[08:34:05.782 11/03/1996]',0.021,0.043,47.479,40.058,0.368,0.131
'[08:34:05.784 11/03/1996]',0.021,0.043,46.327,39.657,0.473,0.151
'[08:34:05.786 11/03/1996]',0.021,0.043,46.327,39.657,0.473,0.151
'[08:34:05.788 11/03/1996]',0.021,0.045,46.327,39.657,0.473,0.151
'[08:34:05.790 11/03/1996]',0.021,0.046,46.327,39.657,0.473,0.151
'[08:34:05.792 11/03/1996]',0.021,0.049,45.125,39.707,0.570,0.172
'[08:34:05.794 11/03/1996]',0.021,0.052,45.125,39.707,0.570,0.172
'[08:34:05.796 11/03/1996]',0.021,0.057,45.125,39.707,0.570,0.172
'[08:34:05.798 11/03/1996]',0.020,0.061,45.125,39.707,0.570,0.172
'[08:34:05.800 11/03/1996]',0.019,0.063,44.023,40.134,0.652,0.194
'[08:34:05.802 11/03/1996]',0.018,0.065,44.023,40.134,0.652,0.194
'[08:34:05.804 11/03/1996]',0.017,0.066,44.023,40.134,0.652,0.194
'[08:34:05.806 11/03/1996]',0.015,0.068,44.023,40.134,0.652,0.194
'[08:34:05.808 11/03/1996]',0.014,0.066,43.072,40.410,0.715,0.216
'[08:34:05.810 11/03/1996]',0.012,0.065,43.072,40.410,0.715,0.216
'[08:34:05.812 11/03/1996]',0.010,0.061,43.072,40.410,0.715,0.216
'[08:34:05.814 11/03/1996]',0.008,0.058,43.072,40.410,0.715,0.216
'[08:34:05.816 11/03/1996]',0.007,0.055,42.270,40.535,0.766,0.239
'[08:34:05.818 11/03/1996]',0.006,0.052,42.270,40.535,0.766,0.239
'[08:34:05.820 11/03/1996]',0.005,0.055,42.270,40.535,0.766,0.239
'[08:34:05.822 11/03/1996]',0.004,0.058,42.270,40.535,0.766,0.239
'[08:34:05.824 11/03/1996]',0.001,0.061,41.519,40.410,0.800,0.262
'[08:34:05.826 11/03/1996]',-0.002,0.065,41.519,40.410,0.800,0.262
'[08:34:05.828 11/03/1996]',-0.005,0.069,41.519,40.410,0.800,0.262
'[08:34:05.830 11/03/1996]',-0.008,0.074,41.519,40.410,0.800,0.262
'[08:34:05.832 11/03/1996]',-0.008,0.081,40.918,40.184,0.818,0.284
'[08:34:05.834 11/03/1996]',-0.007,0.089,40.918,40.184,0.818,0.284
'[08:34:05.836 11/03/1996]',-0.003,0.098,40.918,40.184,0.818,0.284
'[08:34:05.838 11/03/1996]',0.001,0.108,40.918,40.184,0.818,0.284
'[08:34:05.840 11/03/1996]',0.009,0.115,40.317,39.833,0.825,0.305
'[08:34:05.842 11/03/1996]',0.017,0.123,40.317,39.833,0.825,0.305
'[08:34:05.844 11/03/1996]',0.024,0.131,40.317,39.833,0.825,0.305
'[08:34:05.846 11/03/1996]',0.031,0.138,40.317,39.833,0.825,0.305
'[08:34:05.848 11/03/1996]',0.035,0.140,39.816,39.482,0.818,0.327
'[08:34:05.850 11/03/1996]',0.038,0.141,39.816,39.482,0.818,0.327
'[08:34:05.852 11/03/1996]',0.030,0.131,39.816,39.482,0.818,0.327
'[08:34:05.854 11/03/1996]',0.023,0.120,39.816,39.482,0.818,0.327
'[08:34:05.856 11/03/1996]',-0.004,0.104,39.265,39.005,0.795,0.348
'[08:34:05.858 11/03/1996]',-0.031,0.089,39.265,39.005,0.795,0.348
'[08:34:05.860 11/03/1996]',-0.080,0.071,39.265,39.005,0.795,0.348
'[08:34:05.862 11/03/1996]',-0.130,0.052,39.265,39.005,0.795,0.348
'[08:34:05.864 11/03/1996]',-0.195,0.032,38.815,38.528,0.771,0.370
'[08:34:05.866 11/03/1996]',-0.261,0.012,38.815,38.528,0.771,0.370
'[08:34:05.868 11/03/1996]',-0.334,-0.005,38.815,38.528,0.771,0.370
'[08:34:05.870 11/03/1996]',-0.406,-0.022,38.815,38.528,0.771,0.370
'[08:34:05.872 11/03/1996]',-0.476,-0.035,38.314,38.077,0.738,0.393
'[08:34:05.874 11/03/1996]',-0.546,-0.049,38.314,38.077,0.738,0.393
'[08:34:05.876 11/03/1996]',-0.602,-0.060,38.314,38.077,0.738,0.393
'[08:34:05.878 11/03/1996]',-0.658,-0.071,38.314,38.077,0.738,0.393
'[08:34:05.880 11/03/1996]',-0.694,-0.071,37.863,37.600,0.695,0.416
'[08:34:05.882 11/03/1996]',-0.731,-0.071,37.863,37.600,0.695,0.416
'[08:34:05.884 11/03/1996]',-0.748,-0.066,37.863,37.600,0.695,0.416
'[08:34:05.886 11/03/1996]',-0.765,-0.061,37.863,37.600,0.695,0.416
'[08:34:05.888 11/03/1996]',-0.770,-0.051,37.462,37.124,0.648,0.438
'[08:34:05.890 11/03/1996]',-0.775,-0.040,37.462,37.124,0.648,0.438
'[08:34:05.892 11/03/1996]',-0.772,-0.022,37.462,37.124,0.648,0.438
'[08:34:05.894 11/03/1996]',-0.770,-0.003,37.462,37.124,0.648,0.438
'[08:34:05.896 11/03/1996]',-0.763,0.018,37.112,36.647,0.597,0.458
'[08:34:05.898 11/03/1996]',-0.757,0.040,37.112,36.647,0.597,0.458
'[08:34:05.900 11/03/1996]',-0.747,0.055,37.112,36.647,0.597,0.458
'[08:34:05.902 11/03/1996]',-0.737,0.071,37.112,36.647,0.597,0.458
'[08:34:05.904 11/03/1996]',-0.718,0.074,36.761,36.246,0.547,0.476
'[08:34:05.906 11/03/1996]',-0.700,0.077,36.761,36.246,0.547,0.476
'[08:34:05.908 11/03/1996]',-0.668,0.072,36.761,36.246,0.547,0.476
'[08:34:05.910 11/03/1996]',-0.636,0.068,36.761,36.246,0.547,0.476
'[08:34:05.912 11/03/1996]',-0.594,0.058,36.561,35.895,0.494,0.493
'[08:34:05.914 11/03/1996]',-0.551,0.049,36.561,35.895,0.494,0.493
