'Time and date','II','aVR','V','ABP','PAP','PLETH','RESP'
'[14:07:54.226 26/10/1995]',0.060,-0.048,0.001,58.647,44.275,-0.485,0.019
'[14:07:54.228 26/10/1995]',0.066,-0.041,0.001,58.647,44.275,-0.485,0.019
'[14:07:54.230 26/10/1995]',0.071,-0.034,0.001,58.647,44.275,-0.485,0.019
'[14:07:54.232 26/10/1995]',0.076,-0.027,-0.008,62.105,46.200,-0.485,0.020
'[14:07:54.234 26/10/1995]',0.081,-0.020,-0.008,62.105,46.200,-0.485,0.020
'[14:07:54.236 26/10/1995]',0.086,-0.020,-0.008,62.105,46.200,-0.485,0.020
'[14:07:54.238 26/10/1995]',0.091,-0.034,-0.018,62.105,46.200,-0.485,0.020
'[14:07:54.240 26/10/1995]',0.095,-0.062,-0.008,66.466,48.200,-0.485,0.021
'[14:07:54.242 26/10/1995]',0.099,-0.076,-0.018,66.466,48.200,-0.485,0.021
'[14:07:54.244 26/10/1995]',0.102,-0.076,-0.027,66.466,48.200,-0.485,0.021
'[14:07:54.246 26/10/1995]',0.104,-0.069,-0.036,66.466,48.200,-0.485,0.021
'[14:07:54.248 26/10/1995]',0.106,-0.048,-0.036,71.203,50.200,-0.476,0.022
'[14:07:54.250 26/10/1995]',0.107,-0.041,-0.045,71.203,50.200,-0.476,0.022
'[14:07:54.252 26/10/1995]',0.108,-0.041,-0.036,71.203,50.200,-0.476,0.022
'[14:07:54.254 26/10/1995]',0.108,-0.048,-0.036,71.203,50.200,-0.476,0.022
'[14:07:54.256 26/10/1995]',0.108,-0.076,-0.036,75.564,52.000,-0.467,0.022
'[14:07:54.258 26/10/1995]',0.108,-0.083,-0.027,75.564,52.000,-0.467,0.022
'[14:07:54.260 26/10/1995]',0.106,-0.089,-0.036,75.564,52.000,-0.467,0.022
'[14:07:54.262 26/10/1995]',0.105,-0.076,-0.045,75.564,52.000,-0.467,0.022
'[14:07:54.264 26/10/1995]',0.104,-0.062,-0.054,79.699,53.475,-0.448,0.022
'[14:07:54.266 26/10/1995]',0.102,-0.041,-0.054,79.699,53.475,-0.448,0.022
'[14:07:54.268 26/10/1995]',0.100,-0.041,-0.045,79.699,53.475,-0.448,0.022
'[14:07:54.270 26/10/1995]',0.098,-0.048,-0.045,79.699,53.475,-0.448,0.022
'[14:07:54.272 26/10/1995]',0.095,-0.048,-0.036,83.534,54.575,-0.421,0.022
'[14:07:54.274 26/10/1995]',0.092,-0.069,-0.036,83.534,54.575,-0.421,0.022
'[14:07:54.276 26/10/1995]',0.089,-0.076,-0.036,83.534,54.575,-0.421,0.022
'[14:07:54.278 26/10/1995]',0.086,-0.069,-0.036,83.534,54.575,-0.421,0.022
'[14:07:54.280 26/10/1995]',0.082,-0.048,-0.045,87.143,55.350,-0.390,0.021
'[14:07:54.282 26/10/1995]',0.077,-0.034,-0.045,87.143,55.350,-0.390,0.021
'[14:07:54.284 26/10/1995]',0.073,-0.020,-0.045,87.143,55.350,-0.390,0.021
'[14:07:54.286 26/10/1995]',0.068,-0.020,-0.027,87.143,55.350,-0.390,0.021
'[14:07:54.288 26/10/1995]',0.063,-0.034,-0.027,90.301,55.700,-0.342,0.021
'[14:07:54.290 26/10/1995]',0.058,-0.041,-0.018,90.301,55.700,-0.342,0.021
'[14:07:54.292 26/10/1995]',0.054,-0.048,-0.018,90.301,55.700,-0.342,0.021
'[14:07:54.294 26/10/1995]',0.050,-0.048,-0.018,90.301,55.700,-0.342,0.021
'[14:07:54.296 26/10/1995]',0.046,-0.034,-0.018,92.782,55.750,-0.294,0.021
'[14:07:54.298 26/10/1995]',0.042,-0.020,-0.018,92.782,55.750,-0.294,0.021
'[14:07:54.300 26/10/1995]',0.038,-0.006,-0.018,92.782,55.750,-0.294,0.021
'[14:07:54.302 26/10/1995]',0.034,-0.006,-0.018,92.782,55.750,-0.294,0.021
'[14:07:54.304 26/10/1995]',0.030,-0.006,-0.008,94.662,55.575,-0.230,0.020
'[14:07:54.306 26/10/1995]',0.026,-0.020,0.001,94.662,55.575,-0.230,0.020
'[14:07:54.308 26/10/1995]',0.021,-0.020,0.001,94.662,55.575,-0.230,0.020
'[14:07:54.310 26/10/1995]',0.017,-0.027,0.001,94.662,55.575,-0.230,0.020
'[14:07:54.312 26/10/1995]',0.013,-0.013,0.001,96.015,55.300,-0.163,0.019
'[14:07:54.314 26/10/1995]',0.009,0.001,0.001,96.015,55.300,-0.163,0.019
'[14:07:54.316 26/10/1995]',0.006,0.007,0.001,96.015,55.300,-0.163,0.019
'[14:07:54.318 26/10/1995]',0.002,0.028,0.001,96.015,55.300,-0.163,0.019
'[14:07:54.320 26/10/1995]',-0.002,0.021,0.010,97.068,54.825,-0.083,0.019
'[14:07:54.322 26/10/1995]',-0.006,0.007,0.019,97.068,54.825,-0.083,0.019
'[14:07:54.324 26/10/1995]',-0.010,0.001,0.019,97.068,54.825,-0.083,0.019
'[14:07:54.326 26/10/1995]',-0.014,-0.006,0.019,97.068,54.825,-0.083,0.019
'[14:07:54.328 26/10/1995]',-0.017,0.001,0.019,97.820,54.125,0.000,0.018
'[14:07:54.330 26/10/1995]',-0.020,0.021,0.019,97.820,54.125,0.000,0.018
'[14:07:54.332 26/10/1995]',-0.023,0.028,0.019,97.820,54.125,0.000,0.018
'[14:07:54.334 26/10/1995]',-0.025,0.042,0.019,97.820,54.125,0.000,0.018
'[14:07:54.336 26/10/1995]',-0.028,0.042,0.037,98.195,53.350,0.080,0.018
'[14:07:54.338 26/10/1995]',-0.031,0.035,0.037,98.195,53.350,0.080,0.018
'[14:07:54.340 26/10/1995]',-0.033,0.021,0.046,98.195,53.350,0.080,0.018
'[14:07:54.342 26/10/1995]',-0.036,0.007,0.046,98.195,53.350,0.080,0.018
'[14:07:54.344 26/10/1995]',-0.037,0.007,0.046,98.346,52.525,0.170,0.018
'[14:07:54.346 26/10/1995]',-0.039,0.021,0.037,98.346,52.525,0.170,0.018
'[14:07:54.348 26/10/1995]',-0.039,0.042,0.037,98.346,52.525,0.170,0.018
'[14:07:54.350 26/10/1995]',-0.040,0.049,0.037,98.346,52.525,0.170,0.018
'[14:07:54.352 26/10/1995]',-0.040,0.049,0.046,98.120,51.725,0.246,0.019
'[14:07:54.354 26/10/1995]',-0.040,0.042,0.056,98.120,51.725,0.246,0.019
'[14:07:54.356 26/10/1995]',-0.041,0.035,0.065,98.120,51.725,0.246,0.019
'[14:07:54.358 26/10/1995]',-0.042,0.021,0.065,98.120,51.725,0.246,0.019
'[14:07:54.360 26/10/1995]',-0.043,0.021,0.065,97.744,50.775,0.323,0.021
'[14:07:54.362 26/10/1995]',-0.044,0.021,0.056,97.744,50.775,0.323,0.021
'[14:07:54.364 26/10/1995]',-0.044,0.035,0.046,97.744,50.775,0.323,0.021
'[14:07:54.366 26/10/1995]',-0.044,0.049,0.046,97.744,50.775,0.323,0.021
'[14:07:54.368 26/10/1995]',-0.044,0.063,0.056,97.068,49.675,0.393,0.023
'[14:07:54.370 26/10/1995]',-0.044,0.042,0.056,97.068,49.675,0.393,0.023
'[14:07:54.372 26/10/1995]',-0.044,0.035,0.065,97.068,49.675,0.393,0.023
'[14:07:54.374 26/10/1995]',-0.043,0.028,0.065,97.068,49.675,0.393,0.023
'[14:07:54.376 26/10/1995]',-0.043,0.021,0.065,96.241,48.325,0.454,0.025
'[14:07:54.378 26/10/1995]',-0.042,0.021,0.056,96.241,48.325,0.454,0.025
'[14:07:54.380 26/10/1995]',-0.041,0.028,0.056,96.241,48.325,0.454,0.025
'[14:07:54.382 26/10/1995]',-0.040,0.049,0.046,96.241,48.325,0.454,0.025
'[14:07:54.384 26/10/1995]',-0.039,0.063,0.056,95.188,46.675,0.511,0.026
'[14:07:54.386 26/10/1995]',-0.039,0.063,0.056,95.188,46.675,0.511,0.026
'[14:07:54.388 26/10/1995]',-0.038,0.042,0.065,95.188,46.675,0.511,0.026
'[14:07:54.390 26/10/1995]',-0.038,0.021,0.065,95.188,46.675,0.511,0.026
'[14:07:54.392 26/10/1995]',-0.037,0.014,0.065,93.835,44.925,0.553,0.028
'[14:07:54.394 26/10/1995]',-0.036,0.021,0.065,93.835,44.925,0.553,0.028
'[14:07:54.396 26/10/1995]',-0.035,0.021,0.046,93.835,44.925,0.553,0.028
'[14:07:54.398 26/10/1995]',-0.034,0.035,0.046,93.835,44.925,0.553,0.028
'[14:07:54.400 26/10/1995]',-0.033,0.049,0.046,92.256,43.100,0.595,0.029
'[14:07:54.402 26/10/1995]',-0.032,0.049,0.046,92.256,43.100,0.595,0.029
'[14:07:54.404 26/10/1995]',-0.030,0.042,0.056,92.256,43.100,0.595,0.029
'[14:07:54.406 26/10/1995]',-0.029,0.028,0.065,92.256,43.100,0.595,0.029
'[14:07:54.408 26/10/1995]',-0.027,0.014,0.065,90.376,41.050,0.623,0.031
'[14:07:54.410 26/10/1995]',-0.026,0.007,0.056,90.376,41.050,0.623,0.031
'[14:07:54.412 26/10/1995]',-0.024,0.014,0.056,90.376,41.050,0.623,0.031
'[14:07:54.414 26/10/1995]',-0.023,0.028,0.046,90.376,41.050,0.623,0.031
'[14:07:54.416 26/10/1995]',-0.022,0.042,0.046,88.271,38.875,0.642,0.032
'[14:07:54.418 26/10/1995]',-0.022,0.035,0.046,88.271,38.875,0.642,0.032
'[14:07:54.420 26/10/1995]',-0.021,0.035,0.046,88.271,38.875,0.642,0.032
'[14:07:54.422 26/10/1995]',-0.021,0.028,0.056,88.271,38.875,0.642,0.032
'[14:07:54.424 26/10/1995]',-0.020,0.014,0.056,86.015,36.725,0.655,0.033
'[14:07:54.426 26/10/1995]',-0.019,0.001,0.056,86.015,36.725,0.655,0.033
'[14:07:54.428 26/10/1995]',-0.018,0.007,0.046,86.015,36.725,0.655,0.033
'[14:07:54.430 26/10/1995]',-0.017,0.021,0.037,86.015,36.725,0.655,0.033
'[14:07:54.432 26/10/1995]',-0.016,0.035,0.037,83.759,34.775,0.658,0.034
'[14:07:54.434 26/10/1995]',-0.015,0.035,0.037,83.759,34.775,0.658,0.034
'[14:07:54.436 26/10/1995]',-0.015,0.042,0.037,83.759,34.775,0.658,0.034
'[14:07:54.438 26/10/1995]',-0.014,0.028,0.046,83.759,34.775,0.658,0.034
'[14:07:54.440 26/10/1995]',-0.014,0.014,0.046,81.729,33.550,0.655,0.034
'[14:07:54.442 26/10/1995]',-0.013,0.001,0.046,81.729,33.550,0.655,0.034
'[14:07:54.444 26/10/1995]',-0.013,0.001,0.046,81.729,33.550,0.655,0.034
'[14:07:54.446 26/10/1995]',-0.013,0.014,0.037,81.729,33.550,0.655,0.034
'[14:07:54.448 26/10/1995]',-0.013,0.028,0.037,79.850,33.200,0.642,0.035
'[14:07:54.450 26/10/1995]',-0.013,0.035,0.037,79.850,33.200,0.642,0.035
'[14:07:54.452 26/10/1995]',-0.013,0.035,0.037,79.850,33.200,0.642,0.035
'[14:07:54.454 26/10/1995]',-0.013,0.028,0.046,79.850,33.200,0.642,0.035
'[14:07:54.456 26/10/1995]',-0.013,0.014,0.046,78.421,33.425,0.623,0.035
'[14:07:54.458 26/10/1995]',-0.013,0.001,0.046,78.421,33.425,0.623,0.035
'[14:07:54.460 26/10/1995]',-0.013,0.001,0.037,78.421,33.425,0.623,0.035
'[14:07:54.462 26/10/1995]',-0.013,0.007,0.037,78.421,33.425,0.623,0.035
'[14:07:54.464 26/10/1995]',-0.013,0.021,0.037,77.143,33.950,0.601,0.035
'[14:07:54.466 26/10/1995]',-0.013,0.035,0.028,77.143,33.950,0.601,0.035
'[14:07:54.468 26/10/1995]',-0.013,0.035,0.028,77.143,33.950,0.601,0.035
'[14:07:54.470 26/10/1995]',-0.013,0.028,0.037,77.143,33.950,0.601,0.035
'[14:07:54.472 26/10/1995]',-0.013,0.014,0.046,75.940,34.550,0.572,0.036
'[14:07:54.474 26/10/1995]',-0.013,0.001,0.046,75.940,34.550,0.572,0.036
'[14:07:54.476 26/10/1995]',-0.014,0.001,0.037,75.940,34.550,0.572,0.036
'[14:07:54.478 26/10/1995]',-0.015,0.001,0.037,75.940,34.550,0.572,0.036
'[14:07:54.480 26/10/1995]',-0.016,0.014,0.028,74.737,34.950,0.537,0.036
'[14:07:54.482 26/10/1995]',-0.018,0.021,0.028,74.737,34.950,0.537,0.036
'[14:07:54.484 26/10/1995]',-0.018,0.035,0.028,74.737,34.950,0.537,0.036
'[14:07:54.486 26/10/1995]',-0.018,0.035,0.028,74.737,34.950,0.537,0.036
'[14:07:54.488 26/10/1995]',-0.019,0.028,0.046,73.684,35.200,0.501,0.036
'[14:07:54.490 26/10/1995]',-0.019,0.007,0.046,73.684,35.200,0.501,0.036
'[14:07:54.492 26/10/1995]',-0.020,0.001,0.037,73.684,35.200,0.501,0.036
'[14:07:54.494 26/10/1995]',-0.020,0.007,0.037,73.684,35.200,0.501,0.036
'[14:07:54.496 26/10/1995]',-0.021,0.014,0.037,72.707,35.125,0.467,0.036
'[14:07:54.498 26/10/1995]',-0.021,0.028,0.028,72.707,35.125,0.467,0.036
'[14:07:54.500 26/10/1995]',-0.022,0.035,0.028,72.707,35.125,0.467,0.036
'[14:07:54.502 26/10/1995]',-0.022,0.035,0.037,72.707,35.125,0.467,0.036
'[14:07:54.504 26/10/1995]',-0.023,0.035,0.037,71.955,34.850,0.425,0.036
'[14:07:54.506 26/10/1995]',-0.023,0.014,0.046,71.955,34.850,0.425,0.036
'[14:07:54.508 26/10/1995]',-0.024,0.001,0.046,71.955,34.850,0.425,0.036
'[14:07:54.510 26/10/1995]',-0.025,0.001,0.046,71.955,34.850,0.425,0.036
'[14:07:54.512 26/10/1995]',-0.025,0.014,0.037,71.353,34.375,0.384,0.037
'[14:07:54.514 26/10/1995]',-0.026,0.028,0.028,71.353,34.375,0.384,0.037
'[14:07:54.516 26/10/1995]',-0.027,0.042,0.028,71.353,34.375,0.384,0.037
'[14:07:54.518 26/10/1995]',-0.029,0.042,0.028,71.353,34.375,0.384,0.037
'[14:07:54.520 26/10/1995]',-0.029,0.042,0.037,70.902,33.775,0.342,0.037
'[14:07:54.522 26/10/1995]',-0.030,0.028,0.046,70.902,33.775,0.342,0.037
'[14:07:54.524 26/10/1995]',-0.030,0.014,0.037,70.902,33.775,0.342,0.037
'[14:07:54.526 26/10/1995]',-0.031,0.007,0.046,70.902,33.775,0.342,0.037
'[14:07:54.528 26/10/1995]',-0.031,0.014,0.037,70.451,33.150,0.303,0.038
'[14:07:54.530 26/10/1995]',-0.032,0.021,0.037,70.451,33.150,0.303,0.038
'[14:07:54.532 26/10/1995]',-0.031,0.035,0.037,70.451,33.150,0.303,0.038
'[14:07:54.534 26/10/1995]',-0.030,0.049,0.037,70.451,33.150,0.303,0.038
'[14:07:54.536 26/10/1995]',-0.028,0.042,0.037,70.075,32.500,0.259,0.040
'[14:07:54.538 26/10/1995]',-0.026,0.028,0.046,70.075,32.500,0.259,0.040
'[14:07:54.540 26/10/1995]',-0.024,0.021,0.056,70.075,32.500,0.259,0.040
'[14:07:54.542 26/10/1995]',-0.021,0.007,0.056,70.075,32.500,0.259,0.040
'[14:07:54.544 26/10/1995]',-0.018,0.007,0.056,69.699,31.975,0.221,0.041
'[14:07:54.546 26/10/1995]',-0.015,0.014,0.046,69.699,31.975,0.221,0.041
'[14:07:54.548 26/10/1995]',-0.012,0.028,0.046,69.699,31.975,0.221,0.041
'[14:07:54.550 26/10/1995]',-0.008,0.035,0.056,69.699,31.975,0.221,0.041
'[14:07:54.552 26/10/1995]',-0.006,0.028,0.065,69.248,31.550,0.182,0.041
'[14:07:54.554 26/10/1995]',-0.003,0.021,0.065,69.248,31.550,0.182,0.041
'[14:07:54.556 26/10/1995]',-0.001,0.001,0.065,69.248,31.550,0.182,0.041
'[14:07:54.558 26/10/1995]',0.000,-0.006,0.074,69.248,31.550,0.182,0.041
'[14:07:54.560 26/10/1995]',0.001,-0.006,0.065,68.797,31.200,0.147,0.042
'[14:07:54.562 26/10/1995]',0.003,0.001,0.065,68.797,31.200,0.147,0.042
'[14:07:54.564 26/10/1995]',0.005,0.014,0.065,68.797,31.200,0.147,0.042
'[14:07:54.566 26/10/1995]',0.007,0.028,0.065,68.797,31.200,0.147,0.042
'[14:07:54.568 26/10/1995]',0.010,0.035,0.065,68.346,30.850,0.113,0.042
'[14:07:54.570 26/10/1995]',0.013,0.021,0.065,68.346,30.850,0.113,0.042
'[14:07:54.572 26/10/1995]',0.018,0.007,0.074,68.346,30.850,0.113,0.042
'[14:07:54.574 26/10/1995]',0.022,-0.013,0.065,68.346,30.850,0.113,0.042
'[14:07:54.576 26/10/1995]',0.027,-0.020,0.065,67.970,30.625,0.077,0.042
'[14:07:54.578 26/10/1995]',0.032,-0.020,0.056,67.970,30.625,0.077,0.042
'[14:07:54.580 26/10/1995]',0.035,-0.006,0.046,67.970,30.625,0.077,0.042
'[14:07:54.582 26/10/1995]',0.039,0.001,0.037,67.970,30.625,0.077,0.042
'[14:07:54.584 26/10/1995]',0.040,0.001,0.028,67.519,30.400,0.048,0.042
'[14:07:54.586 26/10/1995]',0.041,0.001,0.028,67.519,30.400,0.048,0.042
'[14:07:54.588 26/10/1995]',0.040,-0.013,0.028,67.519,30.400,0.048,0.042
'[14:07:54.590 26/10/1995]',0.039,-0.034,0.028,67.519,30.400,0.048,0.042
'[14:07:54.592 26/10/1995]',0.036,-0.041,0.028,67.068,30.200,0.016,0.041
'[14:07:54.594 26/10/1995]',0.033,-0.034,0.028,67.068,30.200,0.016,0.041
'[14:07:54.596 26/10/1995]',0.028,-0.020,0.019,67.068,30.200,0.016,0.041
'[14:07:54.598 26/10/1995]',0.023,-0.006,0.010,67.068,30.200,0.016,0.041
'[14:07:54.600 26/10/1995]',0.017,0.001,0.010,66.617,30.100,-0.013,0.041
'[14:07:54.602 26/10/1995]',0.012,0.007,0.010,66.617,30.100,-0.013,0.041
'[14:07:54.604 26/10/1995]',0.006,0.001,0.019,66.617,30.100,-0.013,0.041
'[14:07:54.606 26/10/1995]',0.001,-0.006,0.010,66.617,30.100,-0.013,0.041
'[14:07:54.608 26/10/1995]',-0.004,-0.013,0.019,66.165,29.975,-0.042,0.041
'[14:07:54.610 26/10/1995]',-0.008,-0.013,0.019,66.165,29.975,-0.042,0.041
'[14:07:54.612 26/10/1995]',-0.013,0.001,0.010,66.165,29.975,-0.042,0.041
'[14:07:54.614 26/10/1995]',-0.018,0.021,0.010,66.165,29.975,-0.042,0.041
'[14:07:54.616 26/10/1995]',-0.022,0.028,0.010,65.714,29.850,-0.065,0.041
'[14:07:54.618 26/10/1995]',-0.026,0.035,0.010,65.714,29.850,-0.065,0.041
'[14:07:54.620 26/10/1995]',-0.032,0.028,0.019,65.714,29.850,-0.065,0.041
'[14:07:54.622 26/10/1995]',-0.037,0.021,0.028,65.714,29.850,-0.065,0.041
'[14:07:54.624 26/10/1995]',-0.042,0.014,0.037,65.263,29.750,-0.094,0.041
'[14:07:54.626 26/10/1995]',-0.046,0.007,0.037,65.263,29.750,-0.094,0.041
'[14:07:54.628 26/10/1995]',-0.050,0.014,0.028,65.263,29.750,-0.094,0.041
'[14:07:54.630 26/10/1995]',-0.053,0.035,0.028,65.263,29.750,-0.094,0.041
'[14:07:54.632 26/10/1995]',-0.055,0.049,0.028,64.812,29.675,-0.113,0.041
'[14:07:54.634 26/10/1995]',-0.056,0.070,0.028,64.812,29.675,-0.113,0.041
'[14:07:54.636 26/10/1995]',-0.056,0.063,0.028,64.812,29.675,-0.113,0.041
'[14:07:54.638 26/10/1995]',-0.056,0.042,0.037,64.812,29.675,-0.113,0.041
'[14:07:54.640 26/10/1995]',-0.056,0.028,0.046,64.436,29.575,-0.139,0.042
'[14:07:54.642 26/10/1995]',-0.056,0.021,0.037,64.436,29.575,-0.139,0.042
'[14:07:54.644 26/10/1995]',-0.056,0.021,0.037,64.436,29.575,-0.139,0.042
'[14:07:54.646 26/10/1995]',-0.056,0.035,0.028,64.436,29.575,-0.139,0.042
'[14:07:54.648 26/10/1995]',-0.056,0.049,0.019,64.060,29.450,-0.159,0.043
'[14:07:54.650 26/10/1995]',-0.056,0.063,0.028,64.060,29.450,-0.159,0.043
'[14:07:54.652 26/10/1995]',-0.056,0.063,0.028,64.060,29.450,-0.159,0.043
'[14:07:54.654 26/10/1995]',-0.056,0.049,0.037,64.060,29.450,-0.159,0.043
'[14:07:54.656 26/10/1995]',-0.056,0.035,0.037,63.609,29.325,-0.184,0.043
'[14:07:54.658 26/10/1995]',-0.056,0.021,0.037,63.609,29.325,-0.184,0.043
'[14:07:54.660 26/10/1995]',-0.056,0.021,0.037,63.609,29.325,-0.184,0.043
'[14:07:54.662 26/10/1995]',-0.056,0.028,0.028,63.609,29.325,-0.184,0.043
'[14:07:54.664 26/10/1995]',-0.056,0.042,0.019,63.233,29.150,-0.203,0.045
'[14:07:54.666 26/10/1995]',-0.056,0.049,0.019,63.233,29.150,-0.203,0.045
'[14:07:54.668 26/10/1995]',-0.056,0.063,0.028,63.233,29.150,-0.203,0.045
'[14:07:54.670 26/10/1995]',-0.056,0.063,0.037,63.233,29.150,-0.203,0.045
'[14:07:54.672 26/10/1995]',-0.056,0.035,0.037,62.932,29.050,-0.223,0.046
'[14:07:54.674 26/10/1995]',-0.056,0.021,0.037,62.932,29.050,-0.223,0.046
'[14:07:54.676 26/10/1995]',-0.056,0.021,0.037,62.932,29.050,-0.223,0.046
'[14:07:54.678 26/10/1995]',-0.057,0.028,0.028,62.932,29.050,-0.223,0.046
'[14:07:54.680 26/10/1995]',-0.061,0.035,0.028,62.707,28.925,-0.239,0.048
'[14:07:54.682 26/10/1995]',-0.065,0.049,0.019,62.707,28.925,-0.239,0.048
'[14:07:54.684 26/10/1995]',-0.071,0.049,0.019,62.707,28.925,-0.239,0.048
'[14:07:54.686 26/10/1995]',-0.077,0.049,0.028,62.707,28.925,-0.239,0.048
'[14:07:54.688 26/10/1995]',-0.083,0.042,0.037,62.481,28.925,-0.259,0.050
'[14:07:54.690 26/10/1995]',-0.088,0.035,0.046,62.481,28.925,-0.259,0.050
'[14:07:54.692 26/10/1995]',-0.087,0.035,0.065,62.481,28.925,-0.259,0.050
'[14:07:54.694 26/10/1995]',-0.085,0.042,0.083,62.481,28.925,-0.259,0.050
'[14:07:54.696 26/10/1995]',-0.068,0.070,0.083,62.256,29.050,-0.275,0.052
'[14:07:54.698 26/10/1995]',-0.051,0.077,0.074,62.256,29.050,-0.275,0.052
'[14:07:54.700 26/10/1995]',-0.010,0.083,0.065,62.256,29.050,-0.275,0.052
'[14:07:54.702 26/10/1995]',0.030,0.077,0.065,62.256,29.050,-0.275,0.052
'[14:07:54.704 26/10/1995]',0.094,0.049,0.065,61.955,29.150,-0.294,0.054
'[14:07:54.706 26/10/1995]',0.158,0.007,0.065,61.955,29.150,-0.294,0.054
'[14:07:54.708 26/10/1995]',0.233,-0.041,0.037,61.955,29.150,-0.294,0.054
'[14:07:54.710 26/10/1995]',0.308,-0.096,0.001,61.955,29.150,-0.294,0.054
'[14:07:54.712 26/10/1995]',0.371,-0.152,-0.054,61.579,29.225,-0.306,0.056
'[14:07:54.714 26/10/1995]',0.433,-0.193,-0.146,61.579,29.225,-0.306,0.056
'[14:07:54.716 26/10/1995]',0.463,-0.227,-0.247,61.579,29.225,-0.306,0.056
'[14:07:54.718 26/10/1995]',0.493,-0.269,-0.339,61.579,29.225,-0.306,0.056
'[14:07:54.720 26/10/1995]',0.477,-0.296,-0.412,61.203,29.050,-0.326,0.058
'[14:07:54.722 26/10/1995]',0.461,-0.324,-0.449,61.203,29.050,-0.326,0.058
'[14:07:54.724 26/10/1995]',0.407,-0.324,-0.477,61.203,29.050,-0.326,0.058
'[14:07:54.726 26/10/1995]',0.352,-0.296,-0.495,61.203,29.050,-0.326,0.058
'[14:07:54.728 26/10/1995]',0.280,-0.248,-0.486,60.827,28.700,-0.336,0.060
'[14:07:54.730 26/10/1995]',0.208,-0.165,-0.495,60.827,28.700,-0.336,0.060
'[14:07:54.732 26/10/1995]',0.140,-0.096,-0.504,60.827,28.700,-0.336,0.060
'[14:07:54.734 26/10/1995]',0.073,-0.027,-0.504,60.827,28.700,-0.336,0.060
'[14:07:54.736 26/10/1995]',0.025,0.021,-0.504,60.602,28.225,-0.352,0.061
'[14:07:54.738 26/10/1995]',-0.023,0.049,-0.477,60.602,28.225,-0.352,0.061
'[14:07:54.740 26/10/1995]',-0.050,0.070,-0.477,60.602,28.225,-0.352,0.061
'[14:07:54.742 26/10/1995]',-0.077,0.077,-0.468,60.602,28.225,-0.352,0.061
'[14:07:54.744 26/10/1995]',-0.087,0.083,-0.449,60.376,27.700,-0.361,0.061
'[14:07:54.746 26/10/1995]',-0.097,0.097,-0.440,60.376,27.700,-0.361,0.061
'[14:07:54.748 26/10/1995]',-0.098,0.104,-0.412,60.376,27.700,-0.361,0.061
'[14:07:54.750 26/10/1995]',-0.099,0.104,-0.385,60.376,27.700,-0.361,0.061
'[14:07:54.752 26/10/1995]',-0.098,0.111,-0.321,60.075,27.175,-0.374,0.060
'[14:07:54.754 26/10/1995]',-0.096,0.104,-0.257,60.075,27.175,-0.374,0.060
'[14:07:54.756 26/10/1995]',-0.094,0.083,-0.192,60.075,27.175,-0.374,0.060
'[14:07:54.758 26/10/1995]',-0.092,0.063,-0.137,60.075,27.175,-0.374,0.060
'[14:07:54.760 26/10/1995]',-0.090,0.049,-0.100,59.850,26.700,-0.388,0.059
'[14:07:54.762 26/10/1995]',-0.089,0.049,-0.064,59.850,26.700,-0.388,0.059
'[14:07:54.764 26/10/1995]',-0.089,0.070,-0.036,59.850,26.700,-0.388,0.059
'[14:07:54.766 26/10/1995]',-0.088,0.070,0.001,59.850,26.700,-0.388,0.059
'[14:07:54.768 26/10/1995]',-0.089,0.077,0.019,59.549,26.400,-0.391,0.059
'[14:07:54.770 26/10/1995]',-0.089,0.077,0.046,59.549,26.400,-0.391,0.059
'[14:07:54.772 26/10/1995]',-0.090,0.063,0.065,59.549,26.400,-0.391,0.059
'[14:07:54.774 26/10/1995]',-0.091,0.042,0.074,59.549,26.400,-0.391,0.059
'[14:07:54.776 26/10/1995]',-0.091,0.035,0.083,59.248,26.350,-0.404,0.058
'[14:07:54.778 26/10/1995]',-0.091,0.035,0.083,59.248,26.350,-0.404,0.058
'[14:07:54.780 26/10/1995]',-0.091,0.049,0.083,59.248,26.350,-0.404,0.058
'[14:07:54.782 26/10/1995]',-0.090,0.070,0.083,59.248,26.350,-0.404,0.058
'[14:07:54.784 26/10/1995]',-0.088,0.083,0.093,58.947,26.575,-0.413,0.057
'[14:07:54.786 26/10/1995]',-0.087,0.070,0.093,58.947,26.575,-0.413,0.057
'[14:07:54.788 26/10/1995]',-0.085,0.063,0.102,58.947,26.575,-0.413,0.057
'[14:07:54.790 26/10/1995]',-0.084,0.042,0.111,58.947,26.575,-0.413,0.057
'[14:07:54.792 26/10/1995]',-0.082,0.035,0.111,58.647,26.875,-0.419,0.055
'[14:07:54.794 26/10/1995]',-0.080,0.028,0.102,58.647,26.875,-0.419,0.055
'[14:07:54.796 26/10/1995]',-0.079,0.042,0.093,58.647,26.875,-0.419,0.055
'[14:07:54.798 26/10/1995]',-0.078,0.063,0.093,58.647,26.875,-0.419,0.055
'[14:07:54.800 26/10/1995]',-0.077,0.077,0.083,58.346,27.175,-0.429,0.052
'[14:07:54.802 26/10/1995]',-0.075,0.077,0.093,58.346,27.175,-0.429,0.052
'[14:07:54.804 26/10/1995]',-0.074,0.049,0.102,58.346,27.175,-0.429,0.052
'[14:07:54.806 26/10/1995]',-0.073,0.035,0.102,58.346,27.175,-0.429,0.052
'[14:07:54.808 26/10/1995]',-0.070,0.028,0.102,58.045,27.275,-0.439,0.050
