'Time and date','MCL1','II','V','ABP','PAP','PLETH','RESP'
'[07:16:53.056 22/11/1995]',-0.007,-0.022,0.001,92.800,36.081,-0.251,-0.117
'[07:16:53.058 22/11/1995]',-0.007,-0.022,0.001,92.800,36.081,-0.251,-0.117
'[07:16:53.060 22/11/1995]',-0.006,-0.024,0.001,92.800,36.081,-0.251,-0.117
'[07:16:53.062 22/11/1995]',-0.006,-0.025,0.001,92.800,36.081,-0.251,-0.117
'[07:16:53.064 22/11/1995]',-0.005,-0.025,0.010,92.100,35.547,-0.268,-0.123
'[07:16:53.066 22/11/1995]',-0.004,-0.025,0.020,92.100,35.547,-0.268,-0.123
'[07:16:53.068 22/11/1995]',-0.004,-0.024,0.010,92.100,35.547,-0.268,-0.123
'[07:16:53.070 22/11/1995]',-0.003,-0.022,0.001,92.100,35.547,-0.268,-0.123
'[07:16:53.072 22/11/1995]',-0.003,-0.022,0.001,91.200,34.962,-0.281,-0.130
'[07:16:53.074 22/11/1995]',-0.004,-0.022,0.001,91.200,34.962,-0.281,-0.130
'[07:16:53.076 22/11/1995]',-0.004,-0.024,0.001,91.200,34.962,-0.281,-0.130
'[07:16:53.078 22/11/1995]',-0.005,-0.025,0.001,91.200,34.962,-0.281,-0.130
'[07:16:53.080 22/11/1995]',-0.006,-0.025,0.001,90.400,34.249,-0.293,-0.137
'[07:16:53.082 22/11/1995]',-0.006,-0.025,0.010,90.400,34.249,-0.293,-0.137
'[07:16:53.084 22/11/1995]',-0.007,-0.024,0.010,90.400,34.249,-0.293,-0.137
'[07:16:53.086 22/11/1995]',-0.008,-0.022,0.001,90.400,34.249,-0.293,-0.137
'[07:16:53.088 22/11/1995]',-0.010,-0.022,0.001,89.400,33.537,-0.308,-0.144
'[07:16:53.090 22/11/1995]',-0.012,-0.022,0.001,89.400,33.537,-0.308,-0.144
'[07:16:53.092 22/11/1995]',-0.013,-0.024,0.001,89.400,33.537,-0.308,-0.144
'[07:16:53.094 22/11/1995]',-0.015,-0.025,0.001,89.400,33.537,-0.308,-0.144
'[07:16:53.096 22/11/1995]',-0.016,-0.025,0.001,88.400,32.748,-0.317,-0.152
'[07:16:53.098 22/11/1995]',-0.016,-0.025,0.001,88.400,32.748,-0.317,-0.152
'[07:16:53.100 22/11/1995]',-0.015,-0.024,0.001,88.400,32.748,-0.317,-0.152
'[07:16:53.102 22/11/1995]',-0.013,-0.022,0.001,88.400,32.748,-0.317,-0.152
'[07:16:53.104 22/11/1995]',-0.010,-0.022,0.001,87.400,31.985,-0.332,-0.161
'[07:16:53.106 22/11/1995]',-0.007,-0.022,-0.009,87.400,31.985,-0.332,-0.161
'[07:16:53.108 22/11/1995]',-0.003,-0.024,0.001,87.400,31.985,-0.332,-0.161
'[07:16:53.110 22/11/1995]',0.001,-0.025,0.001,87.400,31.985,-0.332,-0.161
'[07:16:53.112 22/11/1995]',0.003,-0.025,0.010,86.400,31.272,-0.342,-0.169
'[07:16:53.114 22/11/1995]',0.006,-0.025,0.020,86.400,31.272,-0.342,-0.169
'[07:16:53.116 22/11/1995]',0.006,-0.024,0.020,86.400,31.272,-0.342,-0.169
'[07:16:53.118 22/11/1995]',0.007,-0.022,0.020,86.400,31.272,-0.342,-0.169
'[07:16:53.120 22/11/1995]',0.006,-0.022,0.010,85.400,30.662,-0.352,-0.178
'[07:16:53.122 22/11/1995]',0.005,-0.022,0.001,85.400,30.662,-0.352,-0.178
'[07:16:53.124 22/11/1995]',0.004,-0.022,0.001,85.400,30.662,-0.352,-0.178
'[07:16:53.126 22/11/1995]',0.002,-0.022,0.001,85.400,30.662,-0.352,-0.178
'[07:16:53.128 22/11/1995]',0.002,-0.021,0.010,84.600,30.127,-0.363,-0.186
'[07:16:53.130 22/11/1995]',0.001,-0.019,0.020,84.600,30.127,-0.363,-0.186
'[07:16:53.132 22/11/1995]',0.000,-0.019,0.020,84.600,30.127,-0.363,-0.186
'[07:16:53.134 22/11/1995]',-0.001,-0.019,0.010,84.600,30.127,-0.363,-0.186
'[07:16:53.136 22/11/1995]',-0.002,-0.017,0.010,83.700,29.720,-0.374,-0.194
'[07:16:53.138 22/11/1995]',-0.004,-0.016,0.001,83.700,29.720,-0.374,-0.194
'[07:16:53.140 22/11/1995]',-0.004,-0.014,0.001,83.700,29.720,-0.374,-0.194
'[07:16:53.142 22/11/1995]',-0.004,-0.013,0.001,83.700,29.720,-0.374,-0.194
'[07:16:53.144 22/11/1995]',-0.004,-0.013,0.001,82.900,29.364,-0.387,-0.201
'[07:16:53.146 22/11/1995]',-0.004,-0.013,0.010,82.900,29.364,-0.387,-0.201
'[07:16:53.148 22/11/1995]',-0.003,-0.013,0.020,82.900,29.364,-0.387,-0.201
'[07:16:53.150 22/11/1995]',-0.003,-0.013,0.020,82.900,29.364,-0.387,-0.201
'[07:16:53.152 22/11/1995]',-0.003,-0.013,0.010,82.200,29.059,-0.398,-0.206
'[07:16:53.154 22/11/1995]',-0.003,-0.013,0.001,82.200,29.059,-0.398,-0.206
'[07:16:53.156 22/11/1995]',-0.002,-0.013,0.001,82.200,29.059,-0.398,-0.206
'[07:16:53.158 22/11/1995]',-0.002,-0.013,0.001,82.200,29.059,-0.398,-0.206
'[07:16:53.160 22/11/1995]',-0.001,-0.011,0.010,81.600,28.830,-0.406,-0.212
'[07:16:53.162 22/11/1995]',0.000,-0.010,0.001,81.600,28.830,-0.406,-0.212
'[07:16:53.164 22/11/1995]',0.002,-0.006,0.010,81.600,28.830,-0.406,-0.212
'[07:16:53.166 22/11/1995]',0.004,-0.003,0.020,81.600,28.830,-0.406,-0.212
'[07:16:53.168 22/11/1995]',0.006,0.000,0.020,81.000,28.626,-0.420,-0.220
'[07:16:53.170 22/11/1995]',0.008,0.003,0.020,81.000,28.626,-0.420,-0.220
'[07:16:53.172 22/11/1995]',0.011,0.008,0.010,81.000,28.626,-0.420,-0.220
'[07:16:53.174 22/11/1995]',0.013,0.013,0.010,81.000,28.626,-0.420,-0.220
'[07:16:53.176 22/11/1995]',0.016,0.017,0.010,80.400,28.524,-0.429,-0.229
'[07:16:53.178 22/11/1995]',0.018,0.022,0.029,80.400,28.524,-0.429,-0.229
'[07:16:53.180 22/11/1995]',0.020,0.030,0.029,80.400,28.524,-0.429,-0.229
'[07:16:53.182 22/11/1995]',0.021,0.038,0.039,80.400,28.524,-0.429,-0.229
'[07:16:53.184 22/11/1995]',0.023,0.041,0.039,79.900,28.397,-0.442,-0.238
'[07:16:53.186 22/11/1995]',0.025,0.044,0.039,79.900,28.397,-0.442,-0.238
'[07:16:53.188 22/11/1995]',0.029,0.046,0.029,79.900,28.397,-0.442,-0.238
'[07:16:53.190 22/11/1995]',0.033,0.048,0.029,79.900,28.397,-0.442,-0.238
'[07:16:53.192 22/11/1995]',0.038,0.046,0.029,79.500,28.270,-0.455,-0.247
'[07:16:53.194 22/11/1995]',0.043,0.044,0.039,79.500,28.270,-0.455,-0.247
'[07:16:53.196 22/11/1995]',0.048,0.046,0.049,79.500,28.270,-0.455,-0.247
'[07:16:53.198 22/11/1995]',0.053,0.048,0.058,79.500,28.270,-0.455,-0.247
'[07:16:53.200 22/11/1995]',0.057,0.051,0.058,79.100,28.219,-0.468,-0.256
'[07:16:53.202 22/11/1995]',0.060,0.054,0.058,79.100,28.219,-0.468,-0.256
'[07:16:53.204 22/11/1995]',0.061,0.059,0.058,79.100,28.219,-0.468,-0.256
'[07:16:53.206 22/11/1995]',0.062,0.063,0.049,79.100,28.219,-0.468,-0.256
'[07:16:53.208 22/11/1995]',0.060,0.065,0.049,78.700,28.092,-0.476,-0.264
'[07:16:53.210 22/11/1995]',0.059,0.067,0.049,78.700,28.092,-0.476,-0.264
'[07:16:53.212 22/11/1995]',0.055,0.070,0.039,78.700,28.092,-0.476,-0.264
'[07:16:53.214 22/11/1995]',0.052,0.073,0.029,78.700,28.092,-0.476,-0.264
'[07:16:53.216 22/11/1995]',0.049,0.076,0.029,78.300,28.041,-0.488,-0.270
'[07:16:53.218 22/11/1995]',0.046,0.079,0.010,78.300,28.041,-0.488,-0.270
'[07:16:53.220 22/11/1995]',0.044,0.081,0.001,78.300,28.041,-0.488,-0.270
'[07:16:53.222 22/11/1995]',0.042,0.082,0.001,78.300,28.041,-0.488,-0.270
'[07:16:53.224 22/11/1995]',0.041,0.081,0.001,78.000,27.990,-0.499,-0.277
'[07:16:53.226 22/11/1995]',0.040,0.079,0.001,78.000,27.990,-0.499,-0.277
'[07:16:53.228 22/11/1995]',0.039,0.078,0.001,78.000,27.990,-0.499,-0.277
'[07:16:53.230 22/11/1995]',0.037,0.076,0.001,78.000,27.990,-0.499,-0.277
'[07:16:53.232 22/11/1995]',0.035,0.071,0.001,77.700,27.913,-0.512,-0.285
'[07:16:53.234 22/11/1995]',0.033,0.067,0.010,77.700,27.913,-0.512,-0.285
'[07:16:53.236 22/11/1995]',0.029,0.063,0.001,77.700,27.913,-0.512,-0.285
'[07:16:53.238 22/11/1995]',0.025,0.060,0.001,77.700,27.913,-0.512,-0.285
'[07:16:53.240 22/11/1995]',0.022,0.055,0.001,77.500,27.863,-0.518,-0.294
'[07:16:53.242 22/11/1995]',0.018,0.051,-0.009,77.500,27.863,-0.518,-0.294
'[07:16:53.244 22/11/1995]',0.014,0.048,0.001,77.500,27.863,-0.518,-0.294
'[07:16:53.246 22/11/1995]',0.011,0.044,0.001,77.500,27.863,-0.518,-0.294
'[07:16:53.248 22/11/1995]',0.007,0.038,0.001,77.300,27.863,-0.527,-0.304
'[07:16:53.250 22/11/1995]',0.004,0.032,0.001,77.300,27.863,-0.527,-0.304
'[07:16:53.252 22/11/1995]',0.001,0.027,0.001,77.300,27.863,-0.527,-0.304
'[07:16:53.254 22/11/1995]',-0.001,0.022,0.001,77.300,27.863,-0.527,-0.304
'[07:16:53.256 22/11/1995]',-0.004,0.019,-0.009,77.100,27.812,-0.535,-0.314
'[07:16:53.258 22/11/1995]',-0.006,0.016,-0.018,77.100,27.812,-0.535,-0.314
'[07:16:53.260 22/11/1995]',-0.007,0.013,-0.018,77.100,27.812,-0.535,-0.314
'[07:16:53.262 22/11/1995]',-0.009,0.010,-0.009,77.100,27.812,-0.535,-0.314
'[07:16:53.264 22/11/1995]',-0.010,0.003,0.001,76.900,27.735,-0.544,-0.322
'[07:16:53.266 22/11/1995]',-0.011,-0.003,0.001,76.900,27.735,-0.544,-0.322
'[07:16:53.268 22/11/1995]',-0.013,-0.010,0.001,76.900,27.735,-0.544,-0.322
'[07:16:53.270 22/11/1995]',-0.014,-0.016,0.001,76.900,27.735,-0.544,-0.322
'[07:16:53.272 22/11/1995]',-0.016,-0.019,0.001,76.700,27.684,-0.550,-0.330
'[07:16:53.274 22/11/1995]',-0.018,-0.022,0.001,76.700,27.684,-0.550,-0.330
'[07:16:53.276 22/11/1995]',-0.020,-0.024,0.001,76.700,27.684,-0.550,-0.330
'[07:16:53.278 22/11/1995]',-0.021,-0.025,0.001,76.700,27.684,-0.550,-0.330
'[07:16:53.280 22/11/1995]',-0.021,-0.027,0.001,76.500,27.455,-0.554,-0.336
'[07:16:53.282 22/11/1995]',-0.021,-0.029,0.001,76.500,27.455,-0.554,-0.336
'[07:16:53.284 22/11/1995]',-0.021,-0.029,0.001,76.500,27.455,-0.554,-0.336
'[07:16:53.286 22/11/1995]',-0.021,-0.029,-0.009,76.500,27.455,-0.554,-0.336
'[07:16:53.288 22/11/1995]',-0.020,-0.027,-0.009,76.300,27.150,-0.561,-0.343
'[07:16:53.290 22/11/1995]',-0.019,-0.025,-0.009,76.300,27.150,-0.561,-0.343
'[07:16:53.292 22/11/1995]',-0.018,-0.025,0.001,76.300,27.150,-0.561,-0.343
'[07:16:53.294 22/11/1995]',-0.018,-0.025,0.001,76.300,27.150,-0.561,-0.343
'[07:16:53.296 22/11/1995]',-0.018,-0.029,0.001,76.100,26.718,-0.565,-0.351
'[07:16:53.298 22/11/1995]',-0.018,-0.032,0.001,76.100,26.718,-0.565,-0.351
'[07:16:53.300 22/11/1995]',-0.016,-0.035,0.001,76.100,26.718,-0.565,-0.351
'[07:16:53.302 22/11/1995]',-0.015,-0.038,0.001,76.100,26.718,-0.565,-0.351
'[07:16:53.304 22/11/1995]',-0.011,-0.046,0.001,75.900,26.361,-0.570,-0.360
'[07:16:53.306 22/11/1995]',-0.008,-0.054,-0.009,75.900,26.361,-0.570,-0.360
'[07:16:53.308 22/11/1995]',-0.001,-0.062,-0.009,75.900,26.361,-0.570,-0.360
'[07:16:53.310 22/11/1995]',0.005,-0.070,0.001,75.900,26.361,-0.570,-0.360
'[07:16:53.312 22/11/1995]',0.014,-0.076,0.010,75.700,26.081,-0.572,-0.369
'[07:16:53.314 22/11/1995]',0.023,-0.082,0.039,75.700,26.081,-0.572,-0.369
'[07:16:53.316 22/11/1995]',0.035,-0.078,0.058,75.700,26.081,-0.572,-0.369
'[07:16:53.318 22/11/1995]',0.047,-0.073,0.087,75.700,26.081,-0.572,-0.369
'[07:16:53.320 22/11/1995]',0.063,-0.046,0.106,75.500,25.903,-0.574,-0.380
'[07:16:53.322 22/11/1995]',0.078,-0.019,0.106,75.500,25.903,-0.574,-0.380
'[07:16:53.324 22/11/1995]',0.096,0.035,0.116,75.500,25.903,-0.574,-0.380
'[07:16:53.326 22/11/1995]',0.115,0.089,0.126,75.500,25.903,-0.574,-0.380
'[07:16:53.328 22/11/1995]',0.130,0.171,0.144,75.400,25.776,-0.580,-0.390
'[07:16:53.330 22/11/1995]',0.145,0.254,0.144,75.400,25.776,-0.580,-0.390
'[07:16:53.332 22/11/1995]',0.148,0.366,0.144,75.400,25.776,-0.580,-0.390
'[07:16:53.334 22/11/1995]',0.152,0.479,0.135,75.400,25.776,-0.580,-0.390
'[07:16:53.336 22/11/1995]',0.140,0.609,0.116,75.100,25.776,-0.578,-0.400
'[07:16:53.338 22/11/1995]',0.127,0.739,0.097,75.100,25.776,-0.578,-0.400
'[07:16:53.340 22/11/1995]',0.100,0.857,0.020,75.100,25.776,-0.578,-0.400
'[07:16:53.342 22/11/1995]',0.072,0.976,-0.095,75.100,25.776,-0.578,-0.400
'[07:16:53.344 22/11/1995]',0.036,1.049,-0.230,74.900,25.776,-0.580,-0.409
'[07:16:53.346 22/11/1995]',0.001,1.122,-0.354,74.900,25.776,-0.580,-0.409
'[07:16:53.348 22/11/1995]',-0.035,1.124,-0.460,74.900,25.776,-0.580,-0.409
'[07:16:53.350 22/11/1995]',-0.070,1.125,-0.537,74.900,25.776,-0.580,-0.409
'[07:16:53.352 22/11/1995]',-0.100,1.040,-0.604,74.800,25.827,-0.587,-0.419
'[07:16:53.354 22/11/1995]',-0.130,0.954,-0.623,74.800,25.827,-0.587,-0.419
'[07:16:53.356 22/11/1995]',-0.154,0.805,-0.642,74.800,25.827,-0.587,-0.419
'[07:16:53.358 22/11/1995]',-0.177,0.656,-0.613,74.800,25.827,-0.587,-0.419
'[07:16:53.360 22/11/1995]',-0.193,0.488,-0.575,74.600,25.903,-0.584,-0.428
'[07:16:53.362 22/11/1995]',-0.208,0.320,-0.537,74.600,25.903,-0.584,-0.428
'[07:16:53.364 22/11/1995]',-0.211,0.184,-0.489,74.600,25.903,-0.584,-0.428
'[07:16:53.366 22/11/1995]',-0.214,0.048,-0.460,74.600,25.903,-0.584,-0.428
'[07:16:53.368 22/11/1995]',-0.203,-0.036,-0.412,74.400,25.903,-0.580,-0.438
'[07:16:53.370 22/11/1995]',-0.191,-0.120,-0.364,74.400,25.903,-0.580,-0.438
'[07:16:53.372 22/11/1995]',-0.169,-0.154,-0.325,74.400,25.903,-0.580,-0.438
'[07:16:53.374 22/11/1995]',-0.148,-0.187,-0.287,74.400,25.903,-0.580,-0.438
'[07:16:53.376 22/11/1995]',-0.123,-0.185,-0.239,74.300,25.776,-0.580,-0.446
'[07:16:53.378 22/11/1995]',-0.098,-0.184,-0.182,74.300,25.776,-0.580,-0.446
'[07:16:53.380 22/11/1995]',-0.078,-0.166,-0.124,74.300,25.776,-0.580,-0.446
'[07:16:53.382 22/11/1995]',-0.058,-0.149,-0.086,74.300,25.776,-0.580,-0.446
'[07:16:53.384 22/11/1995]',-0.046,-0.130,-0.047,74.100,25.649,-0.576,-0.455
'[07:16:53.386 22/11/1995]',-0.035,-0.111,-0.038,74.100,25.649,-0.576,-0.455
'[07:16:53.388 22/11/1995]',-0.029,-0.100,-0.028,74.100,25.649,-0.576,-0.455
'[07:16:53.390 22/11/1995]',-0.024,-0.089,-0.009,74.100,25.649,-0.576,-0.455
'[07:16:53.392 22/11/1995]',-0.022,-0.084,0.001,73.800,25.649,-0.576,-0.464
'[07:16:53.394 22/11/1995]',-0.021,-0.079,0.001,73.800,25.649,-0.576,-0.464
'[07:16:53.396 22/11/1995]',-0.021,-0.076,0.010,73.800,25.649,-0.576,-0.464
'[07:16:53.398 22/11/1995]',-0.021,-0.073,0.029,73.800,25.649,-0.576,-0.464
'[07:16:53.400 22/11/1995]',-0.021,-0.076,0.029,73.400,25.903,-0.574,-0.474
'[07:16:53.402 22/11/1995]',-0.021,-0.079,0.020,73.400,25.903,-0.574,-0.474
'[07:16:53.404 22/11/1995]',-0.021,-0.082,0.020,73.400,25.903,-0.574,-0.474
'[07:16:53.406 22/11/1995]',-0.021,-0.086,0.010,73.400,25.903,-0.574,-0.474
'[07:16:53.408 22/11/1995]',-0.019,-0.084,0.001,73.100,26.489,-0.571,-0.484
'[07:16:53.410 22/11/1995]',-0.018,-0.082,0.001,73.100,26.489,-0.571,-0.484
'[07:16:53.412 22/11/1995]',-0.015,-0.082,0.020,73.100,26.489,-0.571,-0.484
'[07:16:53.414 22/11/1995]',-0.012,-0.082,0.029,73.100,26.489,-0.571,-0.484
'[07:16:53.416 22/11/1995]',-0.010,-0.081,0.039,72.800,27.455,-0.571,-0.496
'[07:16:53.418 22/11/1995]',-0.007,-0.079,0.039,72.800,27.455,-0.571,-0.496
'[07:16:53.420 22/11/1995]',-0.006,-0.076,0.039,72.800,27.455,-0.571,-0.496
'[07:16:53.422 22/11/1995]',-0.004,-0.073,0.039,72.800,27.455,-0.571,-0.496
'[07:16:53.424 22/11/1995]',-0.004,-0.071,0.039,72.500,28.448,-0.574,-0.509
'[07:16:53.426 22/11/1995]',-0.004,-0.070,0.039,72.500,28.448,-0.574,-0.509
'[07:16:53.428 22/11/1995]',-0.004,-0.070,0.039,72.500,28.448,-0.574,-0.509
'[07:16:53.430 22/11/1995]',-0.005,-0.070,0.039,72.500,28.448,-0.574,-0.509
'[07:16:53.432 22/11/1995]',-0.005,-0.070,0.049,72.200,29.364,-0.569,-0.523
'[07:16:53.434 22/11/1995]',-0.006,-0.070,0.039,72.200,29.364,-0.569,-0.523
'[07:16:53.436 22/11/1995]',-0.006,-0.070,0.029,72.200,29.364,-0.569,-0.523
'[07:16:53.438 22/11/1995]',-0.006,-0.070,0.029,72.200,29.364,-0.569,-0.523
'[07:16:53.440 22/11/1995]',-0.006,-0.070,0.020,72.000,30.076,-0.569,-0.539
'[07:16:53.442 22/11/1995]',-0.006,-0.070,0.020,72.000,30.076,-0.569,-0.539
'[07:16:53.444 22/11/1995]',-0.006,-0.068,0.029,72.000,30.076,-0.569,-0.539
'[07:16:53.446 22/11/1995]',-0.006,-0.067,0.039,72.000,30.076,-0.569,-0.539
'[07:16:53.448 22/11/1995]',-0.006,-0.063,0.049,71.600,30.534,-0.567,-0.554
'[07:16:53.450 22/11/1995]',-0.006,-0.060,0.049,71.600,30.534,-0.567,-0.554
'[07:16:53.452 22/11/1995]',-0.005,-0.059,0.039,71.600,30.534,-0.567,-0.554
'[07:16:53.454 22/11/1995]',-0.005,-0.057,0.029,71.600,30.534,-0.567,-0.554
'[07:16:53.456 22/11/1995]',-0.005,-0.057,0.020,71.300,30.840,-0.565,-0.568
'[07:16:53.458 22/11/1995]',-0.005,-0.057,0.020,71.300,30.840,-0.565,-0.568
'[07:16:53.460 22/11/1995]',-0.006,-0.054,0.029,71.300,30.840,-0.565,-0.568
'[07:16:53.462 22/11/1995]',-0.006,-0.051,0.039,71.300,30.840,-0.565,-0.568
'[07:16:53.464 22/11/1995]',-0.007,-0.049,0.049,70.800,31.018,-0.562,-0.580
'[07:16:53.466 22/11/1995]',-0.007,-0.048,0.049,70.800,31.018,-0.562,-0.580
'[07:16:53.468 22/11/1995]',-0.006,-0.046,0.049,70.800,31.018,-0.562,-0.580
'[07:16:53.470 22/11/1995]',-0.006,-0.044,0.039,70.800,31.018,-0.562,-0.580
'[07:16:53.472 22/11/1995]',-0.005,-0.044,0.029,70.400,31.145,-0.558,-0.591
'[07:16:53.474 22/11/1995]',-0.004,-0.044,0.020,70.400,31.145,-0.558,-0.591
'[07:16:53.476 22/11/1995]',-0.004,-0.041,0.020,70.400,31.145,-0.558,-0.591
'[07:16:53.478 22/11/1995]',-0.003,-0.038,0.029,70.400,31.145,-0.558,-0.591
'[07:16:53.480 22/11/1995]',-0.003,-0.036,0.049,69.800,31.145,-0.554,-0.601
'[07:16:53.482 22/11/1995]',-0.003,-0.035,0.049,69.800,31.145,-0.554,-0.601
'[07:16:53.484 22/11/1995]',-0.002,-0.035,0.049,69.800,31.145,-0.554,-0.601
'[07:16:53.486 22/11/1995]',-0.002,-0.035,0.039,69.800,31.145,-0.554,-0.601
'[07:16:53.488 22/11/1995]',-0.001,-0.035,0.020,69.300,31.272,-0.552,-0.612
'[07:16:53.490 22/11/1995]',0.000,-0.035,0.020,69.300,31.272,-0.552,-0.612
'[07:16:53.492 22/11/1995]',0.002,-0.035,0.020,69.300,31.272,-0.552,-0.612
'[07:16:53.494 22/11/1995]',0.004,-0.035,0.029,69.300,31.272,-0.552,-0.612
'[07:16:53.496 22/11/1995]',0.005,-0.035,0.039,68.800,31.552,-0.547,-0.622
'[07:16:53.498 22/11/1995]',0.007,-0.035,0.049,68.800,31.552,-0.547,-0.622
'[07:16:53.500 22/11/1995]',0.008,-0.035,0.049,68.800,31.552,-0.547,-0.622
'[07:16:53.502 22/11/1995]',0.008,-0.035,0.049,68.800,31.552,-0.547,-0.622
'[07:16:53.504 22/11/1995]',0.009,-0.035,0.039,68.600,32.214,-0.547,-0.633
'[07:16:53.506 22/11/1995]',0.010,-0.035,0.039,68.600,32.214,-0.547,-0.633
'[07:16:53.508 22/11/1995]',0.011,-0.035,0.039,68.600,32.214,-0.547,-0.633
'[07:16:53.510 22/11/1995]',0.011,-0.035,0.039,68.600,32.214,-0.547,-0.633
'[07:16:53.512 22/11/1995]',0.012,-0.033,0.049,68.800,33.232,-0.541,-0.643
'[07:16:53.514 22/11/1995]',0.013,-0.032,0.049,68.800,33.232,-0.541,-0.643
'[07:16:53.516 22/11/1995]',0.014,-0.029,0.049,68.800,33.232,-0.541,-0.643
'[07:16:53.518 22/11/1995]',0.016,-0.025,0.049,68.800,33.232,-0.541,-0.643
'[07:16:53.520 22/11/1995]',0.017,-0.022,0.049,69.800,34.122,-0.536,-0.653
'[07:16:53.522 22/11/1995]',0.018,-0.019,0.049,69.800,34.122,-0.536,-0.653
'[07:16:53.524 22/11/1995]',0.018,-0.014,0.039,69.800,34.122,-0.536,-0.653
'[07:16:53.526 22/11/1995]',0.018,-0.010,0.039,69.800,34.122,-0.536,-0.653
'[07:16:53.528 22/11/1995]',0.018,-0.006,0.049,72.300,34.733,-0.532,-0.661
'[07:16:53.530 22/11/1995]',0.018,-0.003,0.049,72.300,34.733,-0.532,-0.661
'[07:16:53.532 22/11/1995]',0.019,-0.002,0.058,72.300,34.733,-0.532,-0.661
'[07:16:53.534 22/11/1995]',0.021,0.000,0.058,72.300,34.733,-0.532,-0.661
'[07:16:53.536 22/11/1995]',0.023,0.002,0.049,76.300,34.911,-0.528,-0.669
'[07:16:53.538 22/11/1995]',0.025,0.003,0.049,76.300,34.911,-0.528,-0.669
'[07:16:53.540 22/11/1995]',0.028,0.006,0.049,76.300,34.911,-0.528,-0.669
'[07:16:53.542 22/11/1995]',0.031,0.010,0.049,76.300,34.911,-0.528,-0.669
'[07:16:53.544 22/11/1995]',0.034,0.010,0.049,81.900,35.013,-0.519,-0.675
'[07:16:53.546 22/11/1995]',0.037,0.010,0.068,81.900,35.013,-0.519,-0.675
'[07:16:53.548 22/11/1995]',0.040,0.011,0.068,81.900,35.013,-0.519,-0.675
'[07:16:53.550 22/11/1995]',0.042,0.013,0.077,81.900,35.013,-0.519,-0.675
'[07:16:53.552 22/11/1995]',0.045,0.016,0.068,88.600,35.267,-0.511,-0.680
'[07:16:53.554 22/11/1995]',0.047,0.019,0.068,88.600,35.267,-0.511,-0.680
'[07:16:53.556 22/11/1995]',0.049,0.024,0.058,88.600,35.267,-0.511,-0.680
'[07:16:53.558 22/11/1995]',0.051,0.029,0.058,88.600,35.267,-0.511,-0.680
'[07:16:53.560 22/11/1995]',0.052,0.030,0.058,96.000,35.725,-0.504,-0.684
'[07:16:53.562 22/11/1995]',0.054,0.032,0.068,96.000,35.725,-0.504,-0.684
'[07:16:53.564 22/11/1995]',0.054,0.033,0.077,96.000,35.725,-0.504,-0.684
'[07:16:53.566 22/11/1995]',0.055,0.035,0.077,96.000,35.725,-0.504,-0.684
'[07:16:53.568 22/11/1995]',0.056,0.035,0.077,103.500,36.514,-0.489,-0.688
'[07:16:53.570 22/11/1995]',0.057,0.035,0.068,103.500,36.514,-0.489,-0.688
'[07:16:53.572 22/11/1995]',0.058,0.036,0.058,103.500,36.514,-0.489,-0.688
'[07:16:53.574 22/11/1995]',0.059,0.038,0.058,103.500,36.514,-0.489,-0.688
'[07:16:53.576 22/11/1995]',0.060,0.041,0.058,110.900,37.532,-0.474,-0.690
'[07:16:53.578 22/11/1995]',0.061,0.044,0.068,110.900,37.532,-0.474,-0.690
'[07:16:53.580 22/11/1995]',0.063,0.046,0.077,110.900,37.532,-0.474,-0.690
'[07:16:53.582 22/11/1995]',0.064,0.048,0.087,110.900,37.532,-0.474,-0.690
'[07:16:53.584 22/11/1995]',0.066,0.048,0.077,117.600,38.830,-0.449,-0.692
'[07:16:53.586 22/11/1995]',0.067,0.048,0.068,117.600,38.830,-0.449,-0.692
'[07:16:53.588 22/11/1995]',0.067,0.051,0.058,117.600,38.830,-0.449,-0.692
'[07:16:53.590 22/11/1995]',0.067,0.054,0.058,117.600,38.830,-0.449,-0.692
'[07:16:53.592 22/11/1995]',0.067,0.057,0.058,123.200,40.382,-0.420,-0.693
'[07:16:53.594 22/11/1995]',0.067,0.060,0.068,123.200,40.382,-0.420,-0.693
'[07:16:53.596 22/11/1995]',0.067,0.059,0.077,123.200,40.382,-0.420,-0.693
'[07:16:53.598 22/11/1995]',0.067,0.057,0.077,123.200,40.382,-0.420,-0.693
'[07:16:53.600 22/11/1995]',0.068,0.059,0.068,127.600,41.985,-0.384,-0.693
'[07:16:53.602 22/11/1995]',0.068,0.060,0.058,127.600,41.985,-0.384,-0.693
'[07:16:53.604 22/11/1995]',0.069,0.063,0.058,127.600,41.985,-0.384,-0.693
'[07:16:53.606 22/11/1995]',0.071,0.067,0.049,127.600,41.985,-0.384,-0.693
'[07:16:53.608 22/11/1995]',0.073,0.068,0.058,130.500,43.715,-0.336,-0.693
'[07:16:53.610 22/11/1995]',0.075,0.070,0.058,130.500,43.715,-0.336,-0.693
'[07:16:53.612 22/11/1995]',0.076,0.071,0.068,130.500,43.715,-0.336,-0.693
'[07:16:53.614 22/11/1995]',0.077,0.073,0.077,130.500,43.715,-0.336,-0.693
'[07:16:53.616 22/11/1995]',0.076,0.076,0.097,132.100,45.394,-0.282,-0.693
'[07:16:53.618 22/11/1995]',0.075,0.079,0.077,132.100,45.394,-0.282,-0.693
'[07:16:53.620 22/11/1995]',0.074,0.081,0.068,132.100,45.394,-0.282,-0.693
