'Time and date','MCL1','I','V','ABP','PAP','PLETH','RESP'
'[10:56:20.558 10/11/1995]',0.139,-0.079,0.036,90.250,45.000,-0.333,-0.790
'[10:56:20.560 10/11/1995]',0.158,-0.079,0.051,96.500,45.000,-0.330,-0.815
'[10:56:20.562 10/11/1995]',0.139,-0.068,0.036,96.500,45.000,-0.330,-0.815
'[10:56:20.564 10/11/1995]',0.139,-0.068,0.036,96.500,45.000,-0.330,-0.815
'[10:56:20.566 10/11/1995]',0.139,-0.068,0.036,96.500,45.000,-0.330,-0.815
'[10:56:20.568 10/11/1995]',0.119,-0.068,0.022,103.350,45.000,-0.327,-0.840
'[10:56:20.570 10/11/1995]',0.099,-0.045,0.015,103.350,45.000,-0.327,-0.840
'[10:56:20.572 10/11/1995]',0.080,-0.033,0.008,103.350,45.000,-0.327,-0.840
'[10:56:20.574 10/11/1995]',0.060,-0.022,0.001,103.350,45.000,-0.327,-0.840
'[10:56:20.576 10/11/1995]',0.080,-0.033,0.015,110.400,45.000,-0.314,-0.865
'[10:56:20.578 10/11/1995]',0.080,-0.033,0.008,110.400,45.000,-0.314,-0.865
'[10:56:20.580 10/11/1995]',0.060,-0.033,0.001,110.400,45.000,-0.314,-0.865
'[10:56:20.582 10/11/1995]',0.060,-0.022,0.001,110.400,45.000,-0.314,-0.865
'[10:56:20.584 10/11/1995]',0.040,-0.022,0.001,117.450,45.000,-0.297,-0.891
'[10:56:20.586 10/11/1995]',0.060,-0.033,0.008,117.450,45.000,-0.297,-0.891
'[10:56:20.588 10/11/1995]',0.099,-0.068,0.022,117.450,45.000,-0.297,-0.891
'[10:56:20.590 10/11/1995]',0.099,-0.068,0.022,117.450,45.000,-0.297,-0.891
'[10:56:20.592 10/11/1995]',0.099,-0.068,0.022,123.950,45.000,-0.278,-0.917
'[10:56:20.594 10/11/1995]',0.119,-0.079,0.029,123.950,45.000,-0.278,-0.917
'[10:56:20.596 10/11/1995]',0.119,-0.068,0.029,123.950,45.000,-0.278,-0.917
'[10:56:20.598 10/11/1995]',0.099,-0.056,0.015,123.950,45.000,-0.278,-0.917
'[10:56:20.600 10/11/1995]',0.080,-0.045,0.015,129.650,45.000,-0.241,-0.944
'[10:56:20.602 10/11/1995]',0.099,-0.045,0.022,129.650,45.000,-0.241,-0.944
'[10:56:20.604 10/11/1995]',0.099,-0.056,0.015,129.650,45.000,-0.241,-0.944
'[10:56:20.606 10/11/1995]',0.060,-0.033,0.008,129.650,45.000,-0.241,-0.944
'[10:56:20.608 10/11/1995]',0.060,-0.022,0.001,134.050,45.000,-0.202,-0.970
'[10:56:20.610 10/11/1995]',0.060,-0.022,-0.007,134.050,45.000,-0.202,-0.970
'[10:56:20.612 10/11/1995]',0.040,-0.022,-0.007,134.050,45.000,-0.202,-0.970
'[10:56:20.614 10/11/1995]',0.060,-0.022,0.008,134.050,45.000,-0.202,-0.970
'[10:56:20.616 10/11/1995]',0.060,-0.033,0.015,136.850,45.000,-0.153,-0.997
'[10:56:20.618 10/11/1995]',0.060,-0.022,0.008,136.850,45.000,-0.153,-0.997
'[10:56:20.620 10/11/1995]',0.060,-0.033,0.015,136.850,45.000,-0.153,-0.997
'[10:56:20.622 10/11/1995]',0.060,-0.033,0.008,136.850,45.000,-0.153,-0.997
'[10:56:20.624 10/11/1995]',0.040,0.001,-0.007,137.900,45.000,-0.101,-1.023
'[10:56:20.626 10/11/1995]',0.060,-0.022,0.001,137.900,45.000,-0.101,-1.023
'[10:56:20.628 10/11/1995]',0.080,-0.033,0.015,137.900,45.000,-0.101,-1.023
'[10:56:20.630 10/11/1995]',0.080,-0.033,0.029,137.900,45.000,-0.101,-1.023
'[10:56:20.632 10/11/1995]',0.080,-0.033,0.022,137.450,44.875,-0.042,-
'[10:56:20.634 10/11/1995]',0.099,-0.045,0.029,137.450,44.875,-0.042,-
'[10:56:20.636 10/11/1995]',0.080,-0.022,0.022,137.450,44.875,-0.042,-
'[10:56:20.638 10/11/1995]',0.060,-0.010,0.022,137.450,44.875,-0.042,-
'[10:56:20.640 10/11/1995]',0.040,0.001,0.008,135.600,43.750,0.020,-
'[10:56:20.642 10/11/1995]',0.040,-0.010,0.001,135.600,43.750,0.020,-
'[10:56:20.644 10/11/1995]',0.040,0.001,0.008,135.600,43.750,0.020,-
'[10:56:20.646 10/11/1995]',0.021,0.001,0.001,135.600,43.750,0.020,-
'[10:56:20.648 10/11/1995]',0.021,0.001,0.001,132.700,42.875,0.075,-
'[10:56:20.650 10/11/1995]',0.002,0.001,-0.014,132.700,42.875,0.075,-
'[10:56:20.652 10/11/1995]',0.002,0.001,-0.014,132.700,42.875,0.075,-
'[10:56:20.654 10/11/1995]',0.021,0.001,-0.007,132.700,42.875,0.075,-
'[10:56:20.656 10/11/1995]',0.002,0.001,-0.007,129.050,42.575,0.131,-
'[10:56:20.658 10/11/1995]',0.002,0.001,-0.014,129.050,42.575,0.131,-
'[10:56:20.660 10/11/1995]',0.002,0.001,-0.014,129.050,42.575,0.131,-
'[10:56:20.662 10/11/1995]',0.021,0.001,-0.007,129.050,42.575,0.131,-
'[10:56:20.664 10/11/1995]',0.002,-0.010,-0.014,124.800,42.925,0.180,-
'[10:56:20.666 10/11/1995]',0.002,-0.010,-0.021,124.800,42.925,0.180,-
'[10:56:20.668 10/11/1995]',0.002,0.001,-0.021,124.800,42.925,0.180,-
'[10:56:20.670 10/11/1995]',0.021,-0.022,-0.007,124.800,42.925,0.180,-
'[10:56:20.672 10/11/1995]',0.002,-0.010,-0.014,120.150,43.875,0.219,-
'[10:56:20.674 10/11/1995]',0.021,-0.010,-0.007,120.150,43.875,0.219,-
'[10:56:20.676 10/11/1995]',0.021,-0.010,0.001,120.150,43.875,0.219,-
'[10:56:20.678 10/11/1995]',0.002,-0.010,-0.007,120.150,43.875,0.219,-
'[10:56:20.680 10/11/1995]',0.002,0.001,-0.021,115.150,45.000,0.248,-
'[10:56:20.682 10/11/1995]',0.021,-0.010,-0.007,115.150,45.000,0.248,-
'[10:56:20.684 10/11/1995]',0.021,-0.022,0.001,115.150,45.000,0.248,-
'[10:56:20.686 10/11/1995]',0.002,0.001,-0.007,115.150,45.000,0.248,-
'[10:56:20.688 10/11/1995]',0.002,0.001,-0.014,110.000,45.000,0.272,-
'[10:56:20.690 10/11/1995]',0.002,0.001,-0.014,110.000,45.000,0.272,-
'[10:56:20.692 10/11/1995]',0.002,0.001,-0.014,110.000,45.000,0.272,-
'[10:56:20.694 10/11/1995]',0.002,0.001,-0.007,110.000,45.000,0.272,-
'[10:56:20.696 10/11/1995]',0.002,0.001,0.001,104.800,45.000,0.278,-
'[10:56:20.698 10/11/1995]',0.021,-0.010,0.001,104.800,45.000,0.278,-
'[10:56:20.700 10/11/1995]',0.021,-0.022,0.008,104.800,45.000,0.278,-
'[10:56:20.702 10/11/1995]',0.021,-0.010,0.001,104.800,45.000,0.278,-
'[10:56:20.704 10/11/1995]',0.002,0.001,0.001,99.800,45.000,0.278,-
'[10:56:20.706 10/11/1995]',0.021,-0.022,0.008,99.800,45.000,0.278,-
'[10:56:20.708 10/11/1995]',0.021,-0.022,0.008,99.800,45.000,0.278,-
'[10:56:20.710 10/11/1995]',0.021,-0.010,0.008,99.800,45.000,0.278,-
'[10:56:20.712 10/11/1995]',0.002,0.001,0.008,95.150,45.000,0.268,-
'[10:56:20.714 10/11/1995]',0.021,-0.010,0.015,95.150,45.000,0.268,-
'[10:56:20.716 10/11/1995]',0.040,-0.033,0.022,95.150,45.000,0.268,-
'[10:56:20.718 10/11/1995]',0.060,-0.033,0.022,95.150,45.000,0.268,-
'[10:56:20.720 10/11/1995]',0.040,-0.033,0.015,90.850,45.000,0.248,-
'[10:56:20.722 10/11/1995]',0.021,-0.022,0.015,90.850,45.000,0.248,-
'[10:56:20.724 10/11/1995]',0.021,0.001,0.015,90.850,45.000,0.248,-
'[10:56:20.726 10/11/1995]',0.021,-0.010,0.015,90.850,45.000,0.248,-
'[10:56:20.728 10/11/1995]',0.040,-0.022,0.015,87.150,45.000,0.219,-
'[10:56:20.730 10/11/1995]',0.021,0.001,0.022,87.150,45.000,0.219,-
'[10:56:20.732 10/11/1995]',0.021,0.001,0.015,87.150,45.000,0.219,-
'[10:56:20.734 10/11/1995]',0.002,0.001,0.008,87.150,45.000,0.219,-
'[10:56:20.736 10/11/1995]',0.002,0.001,-0.007,84.050,45.000,0.186,-
'[10:56:20.738 10/11/1995]',0.002,0.001,0.001,84.050,45.000,0.186,-
'[10:56:20.740 10/11/1995]',0.021,0.001,0.008,84.050,45.000,0.186,-
'[10:56:20.742 10/11/1995]',0.002,0.001,0.008,84.050,45.000,0.186,-
'[10:56:20.744 10/11/1995]',0.021,-0.010,0.015,81.550,45.000,0.150,-
'[10:56:20.746 10/11/1995]',0.021,-0.022,0.015,81.550,45.000,0.150,-
'[10:56:20.748 10/11/1995]',0.002,-0.010,0.008,81.550,45.000,0.150,-
'[10:56:20.750 10/11/1995]',0.021,-0.033,0.015,81.550,45.000,0.150,-
'[10:56:20.752 10/11/1995]',0.040,-0.033,0.022,79.650,45.000,0.112,-
'[10:56:20.754 10/11/1995]',0.060,-0.045,0.029,79.650,45.000,0.112,-
'[10:56:20.756 10/11/1995]',0.080,-0.056,0.029,79.650,45.000,0.112,-
'[10:56:20.758 10/11/1995]',0.060,-0.056,0.022,79.650,45.000,0.112,-
'[10:56:20.760 10/11/1995]',0.060,-0.045,0.022,78.250,45.000,0.066,-
'[10:56:20.762 10/11/1995]',0.060,-0.045,0.008,78.250,45.000,0.066,-
'[10:56:20.764 10/11/1995]',0.060,-0.045,0.015,78.250,45.000,0.066,-
'[10:56:20.766 10/11/1995]',0.060,-0.056,0.022,78.250,45.000,0.066,-
'[10:56:20.768 10/11/1995]',0.060,-0.033,0.015,77.300,45.000,0.017,-
'[10:56:20.770 10/11/1995]',0.040,-0.033,0.015,77.300,45.000,0.017,-
'[10:56:20.772 10/11/1995]',0.040,-0.033,0.008,77.300,45.000,0.017,-
'[10:56:20.774 10/11/1995]',0.040,-0.033,0.001,77.300,45.000,0.017,-
'[10:56:20.776 10/11/1995]',0.040,-0.033,0.008,76.750,45.000,-0.029,-
'[10:56:20.778 10/11/1995]',0.021,0.001,0.008,76.750,45.000,-0.029,-
'[10:56:20.780 10/11/1995]',0.040,-0.010,0.001,76.750,45.000,-0.029,-
'[10:56:20.782 10/11/1995]',0.021,-0.010,-0.007,76.750,45.000,-0.029,-
'[10:56:20.784 10/11/1995]',0.021,0.001,-0.007,76.450,45.000,-0.075,-
'[10:56:20.786 10/11/1995]',0.021,-0.022,-0.007,76.450,45.000,-0.075,-
'[10:56:20.788 10/11/1995]',0.060,-0.033,0.001,76.450,45.000,-0.075,-
'[10:56:20.790 10/11/1995]',0.021,0.001,-0.014,76.450,45.000,-0.075,-
'[10:56:20.792 10/11/1995]',0.021,0.001,-0.007,76.300,45.000,-0.114,-
'[10:56:20.794 10/11/1995]',0.002,0.001,-0.021,76.300,45.000,-0.114,-
'[10:56:20.796 10/11/1995]',0.040,-0.010,-0.007,76.300,45.000,-0.114,-
'[10:56:20.798 10/11/1995]',0.021,0.001,-0.021,76.300,45.000,-0.114,-
'[10:56:20.800 10/11/1995]',0.002,0.012,-0.035,76.450,44.400,-0.157,-
'[10:56:20.802 10/11/1995]',0.002,0.012,-0.028,76.450,44.400,-0.157,-
'[10:56:20.804 10/11/1995]',0.002,0.001,-0.021,76.450,44.400,-0.157,-
'[10:56:20.806 10/11/1995]',0.002,0.001,-0.021,76.450,44.400,-0.157,-
'[10:56:20.808 10/11/1995]',0.021,0.001,-0.014,76.750,43.700,-0.196,-
'[10:56:20.810 10/11/1995]',0.002,0.001,-0.014,76.750,43.700,-0.196,-
'[10:56:20.812 10/11/1995]',0.002,0.001,-0.021,76.750,43.700,-0.196,-
'[10:56:20.814 10/11/1995]',0.021,0.001,-0.014,76.750,43.700,-0.196,-
'[10:56:20.816 10/11/1995]',0.002,0.024,-0.021,77.150,43.350,-0.235,-
'[10:56:20.818 10/11/1995]',-0.018,0.035,-0.035,77.150,43.350,-0.235,-
'[10:56:20.820 10/11/1995]',0.002,0.001,-0.007,77.150,43.350,-0.235,-
'[10:56:20.822 10/11/1995]',0.002,0.001,-0.007,77.150,43.350,-0.235,-
'[10:56:20.824 10/11/1995]',0.002,0.001,-0.007,77.600,43.650,-0.265,-
'[10:56:20.826 10/11/1995]',0.002,0.001,-0.007,77.600,43.650,-0.265,-
'[10:56:20.828 10/11/1995]',0.002,0.001,-0.014,77.600,43.650,-0.265,-
'[10:56:20.830 10/11/1995]',0.002,0.001,-0.014,77.600,43.650,-0.265,-
'[10:56:20.832 10/11/1995]',0.002,0.012,-0.021,78.150,44.525,-0.287,-
'[10:56:20.834 10/11/1995]',0.002,0.035,-0.028,78.150,44.525,-0.287,-
'[10:56:20.836 10/11/1995]',-0.018,0.035,-0.035,78.150,44.525,-0.287,-
'[10:56:20.838 10/11/1995]',-0.018,0.035,-0.043,78.150,44.525,-0.287,-
'[10:56:20.840 10/11/1995]',0.002,0.012,-0.021,78.600,45.000,-0.310,-
'[10:56:20.842 10/11/1995]',0.002,0.001,-0.021,78.600,45.000,-0.310,-
'[10:56:20.844 10/11/1995]',0.002,0.001,-0.014,78.600,45.000,-0.310,-
'[10:56:20.846 10/11/1995]',0.021,0.001,-0.007,78.600,45.000,-0.310,-
'[10:56:20.848 10/11/1995]',0.002,0.001,-0.014,79.150,45.000,-0.327,-
'[10:56:20.850 10/11/1995]',0.002,0.001,-0.021,79.150,45.000,-0.327,-
'[10:56:20.852 10/11/1995]',0.002,0.001,-0.014,79.150,45.000,-0.327,-
'[10:56:20.854 10/11/1995]',0.002,0.001,-0.014,79.150,45.000,-0.327,-
'[10:56:20.856 10/11/1995]',0.002,0.001,-0.014,79.550,45.000,-0.334,-
'[10:56:20.858 10/11/1995]',0.002,0.012,-0.014,79.550,45.000,-0.334,-
'[10:56:20.860 10/11/1995]',0.002,0.012,-0.007,79.550,45.000,-0.334,-
'[10:56:20.862 10/11/1995]',0.002,0.001,-0.007,79.550,45.000,-0.334,-
'[10:56:20.864 10/11/1995]',0.002,0.001,0.001,79.900,45.000,-0.344,-
'[10:56:20.866 10/11/1995]',0.021,-0.010,0.008,79.900,45.000,-0.344,-
'[10:56:20.868 10/11/1995]',0.021,0.001,0.008,79.900,45.000,-0.344,-
'[10:56:20.870 10/11/1995]',0.002,0.001,0.001,79.900,45.000,-0.344,-
'[10:56:20.872 10/11/1995]',0.002,0.001,-0.007,80.200,45.000,-0.355,-
'[10:56:20.874 10/11/1995]',0.002,0.001,0.001,80.200,45.000,-0.355,-
'[10:56:20.876 10/11/1995]',0.021,0.001,0.008,80.200,45.000,-0.355,-
'[10:56:20.878 10/11/1995]',0.021,0.001,0.008,80.200,45.000,-0.355,-
'[10:56:20.880 10/11/1995]',0.040,-0.010,0.015,80.500,45.000,-0.359,-
'[10:56:20.882 10/11/1995]',0.040,-0.022,0.015,80.500,45.000,-0.359,-
'[10:56:20.884 10/11/1995]',0.040,-0.022,0.015,80.500,45.000,-0.359,-
'[10:56:20.886 10/11/1995]',0.021,-0.010,0.008,80.500,45.000,-0.359,-
'[10:56:20.888 10/11/1995]',0.021,-0.010,0.008,80.650,45.000,-0.366,-
'[10:56:20.890 10/11/1995]',0.002,0.001,0.008,80.650,45.000,-0.366,-
'[10:56:20.892 10/11/1995]',0.040,-0.022,0.015,80.650,45.000,-0.366,-
'[10:56:20.894 10/11/1995]',0.060,-0.068,0.022,80.650,45.000,-0.366,-
'[10:56:20.896 10/11/1995]',0.040,-0.033,0.015,80.800,45.000,-0.370,-
'[10:56:20.898 10/11/1995]',0.021,-0.022,0.015,80.800,45.000,-0.370,-
'[10:56:20.900 10/11/1995]',0.002,0.001,0.008,80.800,45.000,-0.370,-
'[10:56:20.902 10/11/1995]',-0.018,0.001,-0.007,80.800,45.000,-0.370,-
'[10:56:20.904 10/11/1995]',-0.018,0.001,0.001,80.850,45.000,-0.373,-
'[10:56:20.906 10/11/1995]',0.002,0.001,0.001,80.850,45.000,-0.373,-
'[10:56:20.908 10/11/1995]',0.002,0.001,0.001,80.850,45.000,-0.373,-
'[10:56:20.910 10/11/1995]',-0.018,0.001,-0.007,80.850,45.000,-0.373,-
'[10:56:20.912 10/11/1995]',-0.018,0.001,-0.014,80.850,45.000,-0.373,-
'[10:56:20.914 10/11/1995]',0.002,-0.022,-0.007,80.850,45.000,-0.373,-
'[10:56:20.916 10/11/1995]',0.002,0.001,-0.007,80.850,45.000,-0.373,-
'[10:56:20.918 10/11/1995]',0.002,-0.010,-0.007,80.850,45.000,-0.373,-
'[10:56:20.920 10/11/1995]',0.002,-0.022,-0.014,80.650,45.000,-0.373,-
'[10:56:20.922 10/11/1995]',0.021,-0.033,-0.007,80.650,45.000,-0.373,-
'[10:56:20.924 10/11/1995]',0.040,-0.033,0.001,80.650,45.000,-0.373,-
'[10:56:20.926 10/11/1995]',0.040,-0.033,0.001,80.650,45.000,-0.373,-
'[10:56:20.928 10/11/1995]',0.040,-0.033,0.001,80.400,45.000,-0.373,-
'[10:56:20.930 10/11/1995]',0.021,-0.033,-0.007,80.400,45.000,-0.373,-
'[10:56:20.932 10/11/1995]',0.040,-0.033,0.001,80.400,45.000,-0.373,-
'[10:56:20.934 10/11/1995]',0.040,-0.033,0.001,80.400,45.000,-0.373,-
'[10:56:20.936 10/11/1995]',0.021,0.001,-0.014,80.150,45.000,-0.373,-
'[10:56:20.938 10/11/1995]',0.002,0.001,-0.021,80.150,45.000,-0.373,-
'[10:56:20.940 10/11/1995]',0.040,-0.033,-0.014,80.150,45.000,-0.373,-
'[10:56:20.942 10/11/1995]',0.021,0.001,-0.028,80.150,45.000,-0.373,-
'[10:56:20.944 10/11/1995]',0.021,0.001,-0.021,79.700,45.000,-0.373,-
'[10:56:20.946 10/11/1995]',0.002,0.001,-0.035,79.700,45.000,-0.373,-
'[10:56:20.948 10/11/1995]',0.021,-0.010,-0.028,79.700,45.000,-0.373,-
'[10:56:20.950 10/11/1995]',0.040,-0.022,-0.035,79.700,45.000,-0.373,-
'[10:56:20.952 10/11/1995]',0.040,-0.022,-0.043,79.250,45.000,-0.378,-
'[10:56:20.954 10/11/1995]',0.040,-0.033,-0.064,79.250,45.000,-0.378,-
'[10:56:20.956 10/11/1995]',0.060,-0.033,-0.072,79.250,45.000,-0.378,-
'[10:56:20.958 10/11/1995]',0.040,-0.045,-0.093,79.250,45.000,-0.378,-
'[10:56:20.960 10/11/1995]',0.021,-0.056,-0.107,78.850,45.000,-0.378,-
'[10:56:20.962 10/11/1995]',0.002,-0.045,-0.129,78.850,45.000,-0.378,-
'[10:56:20.964 10/11/1995]',-0.057,0.001,-0.158,78.850,45.000,-0.378,-
'[10:56:20.966 10/11/1995]',-0.136,0.035,-0.179,78.850,45.000,-0.378,-
'[10:56:20.968 10/11/1995]',-0.215,0.093,-0.222,78.300,45.000,-0.389,-
'[10:56:20.970 10/11/1995]',-0.332,0.173,-0.266,78.300,45.000,-0.389,-
'[10:56:20.972 10/11/1995]',-0.450,0.265,-0.302,78.300,45.000,-0.389,-
'[10:56:20.974 10/11/1995]',-0.548,0.345,-0.309,78.300,45.000,-0.389,-
'[10:56:20.976 10/11/1995]',-0.646,0.414,-0.309,77.800,45.000,-0.392,-
'[10:56:20.978 10/11/1995]',-0.705,0.460,-0.302,77.800,45.000,-0.392,-
'[10:56:20.980 10/11/1995]',-0.764,0.517,-0.309,77.800,45.000,-0.392,-
'[10:56:20.982 10/11/1995]',-0.803,0.551,-0.302,77.800,45.000,-0.392,-
'[10:56:20.984 10/11/1995]',-0.823,0.574,-0.302,77.200,45.000,-0.400,-
'[10:56:20.986 10/11/1995]',-0.784,0.563,-0.287,77.200,45.000,-0.400,-
'[10:56:20.988 10/11/1995]',-0.725,0.528,-0.259,77.200,45.000,-0.400,-
'[10:56:20.990 10/11/1995]',-0.646,0.483,-0.222,77.200,45.000,-0.400,-
'[10:56:20.992 10/11/1995]',-0.606,0.448,-0.201,76.550,45.000,-0.410,-
'[10:56:20.994 10/11/1995]',-0.529,0.402,-0.165,76.550,45.000,-0.410,-
'[10:56:20.996 10/11/1995]',-0.470,0.345,-0.143,76.550,45.000,-0.410,-
'[10:56:20.998 10/11/1995]',-0.411,0.311,-0.100,76.550,45.000,-0.410,-
'[10:56:21.000 10/11/1995]',-0.352,0.265,-0.079,76.050,45.000,-0.414,-
'[10:56:21.002 10/11/1995]',-0.312,0.219,-0.064,76.050,45.000,-0.414,-
'[10:56:21.004 10/11/1995]',-0.274,0.184,-0.035,76.050,45.000,-0.414,-
'[10:56:21.006 10/11/1995]',-0.234,0.150,-0.028,76.050,45.000,-0.414,-
'[10:56:21.008 10/11/1995]',-0.195,0.139,-0.014,75.450,45.000,-0.428,-
'[10:56:21.010 10/11/1995]',-0.195,0.127,-0.007,75.450,45.000,-0.428,-
'[10:56:21.012 10/11/1995]',-0.156,0.116,0.001,75.450,45.000,-0.428,-
'[10:56:21.014 10/11/1995]',-0.136,0.093,0.008,75.450,45.000,-0.428,-
'[10:56:21.016 10/11/1995]',-0.077,0.070,0.022,75.000,45.000,-0.440,-
'[10:56:21.018 10/11/1995]',-0.038,0.035,0.022,75.000,45.000,-0.440,-
'[10:56:21.020 10/11/1995]',0.002,0.001,0.036,75.000,45.000,-0.440,-
'[10:56:21.022 10/11/1995]',0.021,-0.010,0.044,75.000,45.000,-0.440,-
'[10:56:21.024 10/11/1995]',0.040,-0.033,0.051,74.450,45.000,-0.451,-
'[10:56:21.026 10/11/1995]',0.060,-0.033,0.065,74.450,45.000,-0.451,-
'[10:56:21.028 10/11/1995]',0.060,-0.045,0.065,74.450,45.000,-0.451,-
'[10:56:21.030 10/11/1995]',0.060,-0.045,0.073,74.450,45.000,-0.451,-
'[10:56:21.032 10/11/1995]',0.080,-0.068,0.073,74.000,44.400,-0.462,-
'[10:56:21.034 10/11/1995]',0.099,-0.068,0.080,74.000,44.400,-0.462,-
'[10:56:21.036 10/11/1995]',0.099,-0.068,0.073,74.000,44.400,-0.462,-
'[10:56:21.038 10/11/1995]',0.099,-0.068,0.087,74.000,44.400,-0.462,-
'[10:56:21.040 10/11/1995]',0.119,-0.079,0.094,73.500,43.475,-0.476,-
'[10:56:21.042 10/11/1995]',0.119,-0.079,0.087,73.500,43.475,-0.476,-
'[10:56:21.044 10/11/1995]',0.119,-0.079,0.087,73.500,43.475,-0.476,-
'[10:56:21.046 10/11/1995]',0.119,-0.091,0.094,73.500,43.475,-0.476,-
'[10:56:21.048 10/11/1995]',0.119,-0.091,0.087,73.050,42.350,-0.491,-
'[10:56:21.050 10/11/1995]',0.119,-0.103,0.087,73.050,42.350,-0.491,-
'[10:56:21.052 10/11/1995]',0.119,-0.103,0.087,73.050,42.350,-0.491,-
'[10:56:21.054 10/11/1995]',0.119,-0.103,0.087,73.050,42.350,-0.491,-
'[10:56:21.056 10/11/1995]',0.119,-0.103,0.087,72.450,41.525,-0.505,-
'[10:56:21.058 10/11/1995]',0.119,-0.103,0.087,72.450,41.525,-0.505,-
'[10:56:21.060 10/11/1995]',0.119,-0.103,0.080,72.450,41.525,-0.505,-
'[10:56:21.062 10/11/1995]',0.119,-0.103,0.080,72.450,41.525,-0.505,-
'[10:56:21.064 10/11/1995]',0.099,-0.103,0.073,71.850,41.525,-0.516,-
'[10:56:21.066 10/11/1995]',0.080,-0.079,0.073,71.850,41.525,-0.516,-
'[10:56:21.068 10/11/1995]',0.099,-0.068,0.073,71.850,41.525,-0.516,-
'[10:56:21.070 10/11/1995]',0.099,-0.079,0.073,71.850,41.525,-0.516,-
'[10:56:21.072 10/11/1995]',0.099,-0.079,0.073,71.300,42.300,-0.531,-
'[10:56:21.074 10/11/1995]',0.119,-0.103,0.073,71.300,42.300,-0.531,-
'[10:56:21.076 10/11/1995]',0.119,-0.103,0.065,71.300,42.300,-0.531,-
'[10:56:21.078 10/11/1995]',0.119,-0.103,0.051,71.300,42.300,-0.531,-
'[10:56:21.080 10/11/1995]',0.099,-0.103,0.051,70.700,43.350,-0.538,-
'[10:56:21.082 10/11/1995]',0.099,-0.103,0.051,70.700,43.350,-0.538,-
'[10:56:21.084 10/11/1995]',0.099,-0.091,0.051,70.700,43.350,-0.538,-
'[10:56:21.086 10/11/1995]',0.099,-0.068,0.051,70.700,43.350,-0.538,-
'[10:56:21.088 10/11/1995]',0.099,-0.079,0.065,70.100,43.925,-0.553,-
'[10:56:21.090 10/11/1995]',0.119,-0.091,0.065,70.100,43.925,-0.553,-
'[10:56:21.092 10/11/1995]',0.119,-0.079,0.051,70.100,43.925,-0.553,-
'[10:56:21.094 10/11/1995]',0.099,-0.079,0.044,70.100,43.925,-0.553,-
'[10:56:21.096 10/11/1995]',0.099,-0.079,0.044,69.600,43.350,-0.560,-
'[10:56:21.098 10/11/1995]',0.099,-0.091,0.044,69.600,43.350,-0.560,-
'[10:56:21.100 10/11/1995]',0.099,-0.079,0.044,69.600,43.350,-0.560,-
'[10:56:21.102 10/11/1995]',0.119,-0.091,0.044,69.600,43.350,-0.560,-
'[10:56:21.104 10/11/1995]',0.119,-0.079,0.044,68.950,41.175,-0.572,-
'[10:56:21.106 10/11/1995]',0.099,-0.068,0.036,68.950,41.175,-0.572,-
'[10:56:21.108 10/11/1995]',0.099,-0.068,0.036,68.950,41.175,-0.572,-
'[10:56:21.110 10/11/1995]',0.099,-0.068,0.036,68.950,41.175,-0.572,-
'[10:56:21.112 10/11/1995]',0.099,-0.056,0.044,68.350,39.075,-0.579,-
'[10:56:21.114 10/11/1995]',0.099,-0.068,0.044,68.350,39.075,-0.579,-
'[10:56:21.116 10/11/1995]',0.099,-0.068,0.044,68.350,39.075,-0.579,-
'[10:56:21.118 10/11/1995]',0.119,-0.068,0.051,68.350,39.075,-0.579,-
'[10:56:21.120 10/11/1995]',0.119,-0.068,0.051,67.750,39.375,-0.583,-
'[10:56:21.122 10/11/1995]',0.119,-0.068,0.065,67.750,39.375,-0.583,-
'[10:56:21.124 10/11/1995]',0.119,-0.056,0.051,67.750,39.375,-0.583,-
'[10:56:21.126 10/11/1995]',0.119,-0.068,0.051,67.750,39.375,-0.583,-
'[10:56:21.128 10/11/1995]',0.119,-0.056,0.065,67.300,42.575,-0.590,-1.002
'[10:56:21.130 10/11/1995]',0.119,-0.056,0.051,67.300,42.575,-0.590,-1.002
'[10:56:21.132 10/11/1995]',0.099,-0.056,0.044,67.300,42.575,-0.590,-1.002
'[10:56:21.134 10/11/1995]',0.119,-0.068,0.051,67.300,42.575,-0.590,-1.002
'[10:56:21.136 10/11/1995]',0.119,-0.045,0.051,67.200,45.000,-0.594,-0.975
'[10:56:21.138 10/11/1995]',0.099,-0.045,0.044,67.200,45.000,-0.594,-0.975
'[10:56:21.140 10/11/1995]',0.099,-0.045,0.044,67.200,45.000,-0.594,-0.975
'[10:56:21.142 10/11/1995]',0.099,-0.045,0.051,67.200,45.000,-0.594,-0.975
'[10:56:21.144 10/11/1995]',0.099,-0.033,0.051,68.000,45.000,-0.597,-0.944
'[10:56:21.146 10/11/1995]',0.119,-0.033,0.051,68.000,45.000,-0.597,-0.944
'[10:56:21.148 10/11/1995]',0.119,-0.033,0.065,68.000,45.000,-0.597,-0.944
'[10:56:21.150 10/11/1995]',0.099,-0.033,0.051,68.000,45.000,-0.597,-0.944
'[10:56:21.152 10/11/1995]',0.119,-0.033,0.065,70.800,45.000,-0.601,-0.909
'[10:56:21.154 10/11/1995]',0.119,-0.045,0.065,70.800,45.000,-0.601,-0.909
'[10:56:21.156 10/11/1995]',0.119,-0.045,0.065,70.800,45.000,-0.601,-0.909
'[10:56:21.158 10/11/1995]',0.119,-0.033,0.051,70.800,45.000,-0.601,-0.909
