'Time and date','MCL1','V','ABP','PLETH','RESP'
'[11:09:19.772 07/11/1995]',-0.032,-0.064,124.211,0.000,-0.309
'[11:09:19.774 07/11/1995]',-0.032,-0.063,124.211,0.000,-0.309
'[11:09:19.776 07/11/1995]',-0.043,-0.062,125.789,0.000,-0.307
'[11:09:19.778 07/11/1995]',-0.043,-0.062,125.789,0.000,-0.307
'[11:09:19.780 07/11/1995]',-0.043,-0.062,125.789,0.000,-0.307
'[11:09:19.782 07/11/1995]',-0.032,-0.062,125.789,0.000,-0.307
'[11:09:19.784 07/11/1995]',-0.032,-0.060,126.541,0.000,-0.306
'[11:09:19.786 07/11/1995]',-0.032,-0.059,126.541,0.000,-0.306
'[11:09:19.788 07/11/1995]',-0.032,-0.057,126.541,0.000,-0.306
'[11:09:19.790 07/11/1995]',-0.032,-0.055,126.541,0.000,-0.306
'[11:09:19.792 07/11/1995]',-0.043,-0.054,126.617,0.000,-0.306
'[11:09:19.794 07/11/1995]',-0.043,-0.054,126.617,0.000,-0.306
'[11:09:19.796 07/11/1995]',-0.043,-0.052,126.617,0.000,-0.306
'[11:09:19.798 07/11/1995]',-0.032,-0.051,126.617,0.000,-0.306
'[11:09:19.800 07/11/1995]',-0.032,-0.049,126.165,0.000,-0.307
'[11:09:19.802 07/11/1995]',-0.032,-0.046,126.165,0.000,-0.307
'[11:09:19.804 07/11/1995]',-0.032,-0.043,126.165,0.000,-0.307
'[11:09:19.806 07/11/1995]',-0.032,-0.040,126.165,0.000,-0.307
'[11:09:19.808 07/11/1995]',-0.032,-0.038,125.489,0.000,-0.309
'[11:09:19.810 07/11/1995]',-0.032,-0.036,125.489,0.000,-0.309
'[11:09:19.812 07/11/1995]',-0.032,-0.034,125.489,0.000,-0.309
'[11:09:19.814 07/11/1995]',-0.032,-0.032,125.489,0.000,-0.309
'[11:09:19.816 07/11/1995]',-0.021,-0.030,124.511,0.000,-0.313
'[11:09:19.818 07/11/1995]',-0.021,-0.028,124.511,0.000,-0.313
'[11:09:19.820 07/11/1995]',-0.021,-0.025,124.511,0.000,-0.313
'[11:09:19.822 07/11/1995]',-0.021,-0.022,124.511,0.000,-0.313
'[11:09:19.824 07/11/1995]',-0.021,-0.019,123.459,0.000,-0.318
'[11:09:19.826 07/11/1995]',-0.032,-0.017,123.459,0.000,-0.318
'[11:09:19.828 07/11/1995]',-0.032,-0.015,123.459,0.000,-0.318
'[11:09:19.830 07/11/1995]',-0.032,-0.014,123.459,0.000,-0.318
'[11:09:19.832 07/11/1995]',-0.021,-0.011,122.331,0.000,-0.323
'[11:09:19.834 07/11/1995]',-0.010,-0.009,122.331,0.000,-0.323
'[11:09:19.836 07/11/1995]',-0.010,-0.006,122.331,0.000,-0.323
'[11:09:19.838 07/11/1995]',-0.010,-0.004,122.331,0.000,-0.323
'[11:09:19.840 07/11/1995]',-0.021,-0.001,121.053,0.000,-0.330
'[11:09:19.842 07/11/1995]',-0.021,0.002,121.053,0.000,-0.330
'[11:09:19.844 07/11/1995]',-0.021,0.004,121.053,0.000,-0.330
'[11:09:19.846 07/11/1995]',-0.021,0.007,121.053,0.000,-0.330
'[11:09:19.848 07/11/1995]',-0.010,0.008,119.549,0.000,-0.338
'[11:09:19.850 07/11/1995]',-0.010,0.009,119.549,0.000,-0.338
'[11:09:19.852 07/11/1995]',0.001,0.009,119.549,0.000,-0.338
'[11:09:19.854 07/11/1995]',0.001,0.010,119.549,0.000,-0.338
'[11:09:19.856 07/11/1995]',-0.010,0.011,117.669,0.000,-0.346
'[11:09:19.858 07/11/1995]',-0.010,0.011,117.669,0.000,-0.346
'[11:09:19.860 07/11/1995]',-0.021,0.011,117.669,0.000,-0.346
'[11:09:19.862 07/11/1995]',-0.021,0.012,117.669,0.000,-0.346
'[11:09:19.864 07/11/1995]',-0.010,0.013,115.564,0.000,-0.355
'[11:09:19.866 07/11/1995]',-0.010,0.014,115.564,0.000,-0.355
'[11:09:19.868 07/11/1995]',-0.010,0.015,115.564,0.000,-0.355
'[11:09:19.870 07/11/1995]',-0.010,0.015,115.564,0.000,-0.355
'[11:09:19.872 07/11/1995]',-0.010,0.015,113.233,0.000,-0.365
'[11:09:19.874 07/11/1995]',-0.010,0.014,113.233,0.000,-0.365
'[11:09:19.876 07/11/1995]',-0.021,0.014,113.233,0.000,-0.365
'[11:09:19.878 07/11/1995]',-0.010,0.014,113.233,0.000,-0.365
'[11:09:19.880 07/11/1995]',-0.010,0.014,110.677,0.000,-0.377
'[11:09:19.882 07/11/1995]',-0.010,0.014,110.677,0.000,-0.377
'[11:09:19.884 07/11/1995]',0.001,0.014,110.677,0.000,-0.377
'[11:09:19.886 07/11/1995]',0.001,0.014,110.677,0.000,-0.377
'[11:09:19.888 07/11/1995]',0.001,0.014,107.895,0.000,-0.389
'[11:09:19.890 07/11/1995]',-0.010,0.014,107.895,0.000,-0.389
'[11:09:19.892 07/11/1995]',-0.010,0.014,107.895,0.000,-0.389
'[11:09:19.894 07/11/1995]',-0.010,0.014,107.895,0.000,-0.389
'[11:09:19.896 07/11/1995]',-0.010,0.014,104.887,0.000,-0.403
'[11:09:19.898 07/11/1995]',0.001,0.014,104.887,0.000,-0.403
'[11:09:19.900 07/11/1995]',0.001,0.014,104.887,0.000,-0.403
'[11:09:19.902 07/11/1995]',0.001,0.014,104.887,0.000,-0.403
'[11:09:19.904 07/11/1995]',0.001,0.014,101.805,0.000,-0.417
'[11:09:19.906 07/11/1995]',-0.010,0.014,101.805,0.000,-0.417
'[11:09:19.908 07/11/1995]',-0.010,0.014,101.805,0.000,-0.417
'[11:09:19.910 07/11/1995]',-0.010,0.014,101.805,0.000,-0.417
'[11:09:19.912 07/11/1995]',-0.010,0.014,98.496,0.000,-0.432
'[11:09:19.914 07/11/1995]',-0.010,0.014,98.496,0.000,-0.432
'[11:09:19.916 07/11/1995]',0.001,0.014,98.496,0.000,-0.432
'[11:09:19.918 07/11/1995]',0.001,0.014,98.496,0.000,-0.432
'[11:09:19.920 07/11/1995]',0.001,0.014,95.188,0.000,-0.449
'[11:09:19.922 07/11/1995]',0.001,0.014,95.188,0.000,-0.449
'[11:09:19.924 07/11/1995]',0.001,0.014,95.188,0.000,-0.449
'[11:09:19.926 07/11/1995]',-0.010,0.014,95.188,0.000,-0.449
'[11:09:19.928 07/11/1995]',-0.010,0.014,91.654,0.000,-0.467
'[11:09:19.930 07/11/1995]',0.001,0.014,91.654,0.000,-0.467
'[11:09:19.932 07/11/1995]',0.001,0.014,91.654,0.000,-0.467
'[11:09:19.934 07/11/1995]',0.001,0.014,91.654,0.000,-0.467
'[11:09:19.936 07/11/1995]',0.001,0.014,88.120,0.000,-0.484
'[11:09:19.938 07/11/1995]',0.001,0.014,88.120,0.000,-0.484
'[11:09:19.940 07/11/1995]',0.001,0.014,88.120,0.000,-0.484
'[11:09:19.942 07/11/1995]',-0.010,0.014,88.120,0.000,-0.484
'[11:09:19.944 07/11/1995]',-0.010,0.014,84.662,0.000,-0.503
'[11:09:19.946 07/11/1995]',-0.010,0.014,84.662,0.000,-0.503
'[11:09:19.948 07/11/1995]',0.001,0.014,84.662,0.000,-0.503
'[11:09:19.950 07/11/1995]',0.001,0.014,84.662,0.000,-0.503
'[11:09:19.952 07/11/1995]',0.001,0.014,81.203,0.000,-0.522
'[11:09:19.954 07/11/1995]',0.001,0.014,81.203,0.000,-0.522
'[11:09:19.956 07/11/1995]',0.001,0.014,81.203,0.000,-0.522
'[11:09:19.958 07/11/1995]',0.001,0.014,81.203,0.000,-0.522
'[11:09:19.960 07/11/1995]',0.001,0.014,78.120,0.000,-0.541
'[11:09:19.962 07/11/1995]',0.001,0.014,78.120,0.000,-0.541
'[11:09:19.964 07/11/1995]',0.001,0.014,78.120,0.000,-0.541
'[11:09:19.966 07/11/1995]',0.001,0.014,78.120,0.000,-0.541
'[11:09:19.968 07/11/1995]',0.001,0.015,75.188,0.000,-0.560
'[11:09:19.970 07/11/1995]',0.001,0.015,75.188,0.000,-0.560
'[11:09:19.972 07/11/1995]',0.001,0.016,75.188,0.000,-0.560
'[11:09:19.974 07/11/1995]',0.001,0.017,75.188,0.000,-0.560
'[11:09:19.976 07/11/1995]',0.001,0.018,72.632,0.000,-0.580
'[11:09:19.978 07/11/1995]',-0.010,0.019,72.632,0.000,-0.580
'[11:09:19.980 07/11/1995]',0.001,0.018,72.632,0.000,-0.580
'[11:09:19.982 07/11/1995]',0.001,0.018,72.632,0.000,-0.580
'[11:09:19.984 07/11/1995]',0.001,0.018,70.451,0.000,-0.598
'[11:09:19.986 07/11/1995]',0.001,0.018,70.451,0.000,-0.598
'[11:09:19.988 07/11/1995]',0.001,0.018,70.451,0.000,-0.598
'[11:09:19.990 07/11/1995]',0.001,0.018,70.451,0.000,-0.598
'[11:09:19.992 07/11/1995]',0.001,0.018,68.571,0.000,-0.616
'[11:09:19.994 07/11/1995]',-0.010,0.018,68.571,0.000,-0.616
'[11:09:19.996 07/11/1995]',0.001,0.018,68.571,0.000,-0.616
'[11:09:19.998 07/11/1995]',0.001,0.018,68.571,0.000,-0.616
'[11:09:20.000 07/11/1995]',0.001,0.018,67.143,0.000,-0.632
'[11:09:20.002 07/11/1995]',0.001,0.018,67.143,0.000,-0.632
'[11:09:20.004 07/11/1995]',0.001,0.018,67.143,0.000,-0.632
'[11:09:20.006 07/11/1995]',0.001,0.018,67.143,0.000,-0.632
'[11:09:20.008 07/11/1995]',0.001,0.018,65.940,0.000,-0.648
'[11:09:20.010 07/11/1995]',0.001,0.018,65.940,0.000,-0.648
'[11:09:20.012 07/11/1995]',0.001,0.018,65.940,0.000,-0.648
'[11:09:20.014 07/11/1995]',0.001,0.018,65.940,0.000,-0.648
'[11:09:20.016 07/11/1995]',0.001,0.018,65.188,0.000,-0.662
'[11:09:20.018 07/11/1995]',0.001,0.018,65.188,0.000,-0.662
'[11:09:20.020 07/11/1995]',0.001,0.018,65.188,0.000,-0.662
'[11:09:20.022 07/11/1995]',0.001,0.018,65.188,0.000,-0.662
'[11:09:20.024 07/11/1995]',0.001,0.018,64.737,0.000,-0.674
'[11:09:20.026 07/11/1995]',-0.010,0.018,64.737,0.000,-0.674
'[11:09:20.028 07/11/1995]',-0.010,0.018,64.737,0.000,-0.674
'[11:09:20.030 07/11/1995]',0.001,0.018,64.737,0.000,-0.674
'[11:09:20.032 07/11/1995]',0.001,0.018,64.586,0.000,-0.685
'[11:09:20.034 07/11/1995]',0.001,0.018,64.586,0.000,-0.685
'[11:09:20.036 07/11/1995]',0.001,0.018,64.586,0.000,-0.685
'[11:09:20.038 07/11/1995]',0.001,0.018,64.586,0.000,-0.685
'[11:09:20.040 07/11/1995]',0.001,0.018,64.586,0.000,-0.695
'[11:09:20.042 07/11/1995]',0.001,0.018,64.586,0.000,-0.695
'[11:09:20.044 07/11/1995]',-0.010,0.018,64.586,0.000,-0.695
'[11:09:20.046 07/11/1995]',-0.010,0.018,64.586,0.000,-0.695
'[11:09:20.048 07/11/1995]',0.001,0.018,64.962,0.000,-0.703
'[11:09:20.050 07/11/1995]',0.001,0.018,64.962,0.000,-0.703
'[11:09:20.052 07/11/1995]',0.001,0.018,64.962,0.000,-0.703
'[11:09:20.054 07/11/1995]',0.001,0.018,64.962,0.000,-0.703
'[11:09:20.056 07/11/1995]',0.001,0.018,65.414,0.000,-0.711
'[11:09:20.058 07/11/1995]',0.001,0.017,65.414,0.000,-0.711
'[11:09:20.060 07/11/1995]',-0.010,0.016,65.414,0.000,-0.711
'[11:09:20.062 07/11/1995]',-0.010,0.015,65.414,0.000,-0.711
'[11:09:20.064 07/11/1995]',-0.010,0.015,66.015,0.000,-0.717
'[11:09:20.066 07/11/1995]',-0.010,0.014,66.015,0.000,-0.717
'[11:09:20.068 07/11/1995]',0.001,0.014,66.015,0.000,-0.717
'[11:09:20.070 07/11/1995]',0.001,0.014,66.015,0.000,-0.717
'[11:09:20.072 07/11/1995]',-0.010,0.014,66.617,0.000,-0.723
'[11:09:20.074 07/11/1995]',-0.010,0.014,66.617,0.000,-0.723
'[11:09:20.076 07/11/1995]',-0.021,0.014,66.617,0.000,-0.723
'[11:09:20.078 07/11/1995]',-0.021,0.014,66.617,0.000,-0.723
'[11:09:20.080 07/11/1995]',-0.010,0.014,67.218,0.000,-0.728
'[11:09:20.082 07/11/1995]',-0.010,0.014,67.218,0.000,-0.728
'[11:09:20.084 07/11/1995]',-0.010,0.014,67.218,0.000,-0.728
'[11:09:20.086 07/11/1995]',-0.010,0.014,67.218,0.000,-0.728
'[11:09:20.088 07/11/1995]',-0.010,0.014,67.820,0.000,-0.732
'[11:09:20.090 07/11/1995]',-0.021,0.014,67.820,0.000,-0.732
'[11:09:20.092 07/11/1995]',-0.032,0.014,67.820,0.000,-0.732
'[11:09:20.094 07/11/1995]',-0.032,0.014,67.820,0.000,-0.732
'[11:09:20.096 07/11/1995]',-0.021,0.014,68.421,0.000,-0.736
'[11:09:20.098 07/11/1995]',-0.021,0.014,68.421,0.000,-0.736
'[11:09:20.100 07/11/1995]',-0.010,0.014,68.421,0.000,-0.736
'[11:09:20.102 07/11/1995]',-0.010,0.014,68.421,0.000,-0.736
'[11:09:20.104 07/11/1995]',-0.010,0.015,68.872,0.000,-0.738
'[11:09:20.106 07/11/1995]',-0.010,0.015,68.872,0.000,-0.738
'[11:09:20.108 07/11/1995]',-0.010,0.016,68.872,0.000,-0.738
'[11:09:20.110 07/11/1995]',-0.010,0.017,68.872,0.000,-0.738
'[11:09:20.112 07/11/1995]',-0.010,0.018,69.173,0.000,-0.740
'[11:09:20.114 07/11/1995]',-0.010,0.019,69.173,0.000,-0.740
'[11:09:20.116 07/11/1995]',0.001,0.018,69.173,0.000,-0.740
'[11:09:20.118 07/11/1995]',0.001,0.018,69.173,0.000,-0.740
'[11:09:20.120 07/11/1995]',0.001,0.018,69.398,0.000,-0.740
'[11:09:20.122 07/11/1995]',0.001,0.018,69.398,0.000,-0.740
'[11:09:20.124 07/11/1995]',0.001,0.018,69.398,0.000,-0.740
'[11:09:20.126 07/11/1995]',-0.010,0.018,69.398,0.000,-0.740
'[11:09:20.128 07/11/1995]',-0.010,0.018,69.549,0.000,-0.740
'[11:09:20.130 07/11/1995]',-0.010,0.018,69.549,0.000,-0.740
'[11:09:20.132 07/11/1995]',0.001,0.018,69.549,0.000,-0.740
'[11:09:20.134 07/11/1995]',0.001,0.018,69.549,0.000,-0.740
'[11:09:20.136 07/11/1995]',0.001,0.018,69.549,0.000,-0.738
'[11:09:20.138 07/11/1995]',0.001,0.018,69.549,0.000,-0.738
'[11:09:20.140 07/11/1995]',0.001,0.018,69.549,0.000,-0.738
'[11:09:20.142 07/11/1995]',0.001,0.018,69.549,0.000,-0.738
'[11:09:20.144 07/11/1995]',0.001,0.018,69.398,0.000,-0.734
'[11:09:20.146 07/11/1995]',0.001,0.018,69.398,0.000,-0.734
'[11:09:20.148 07/11/1995]',0.001,0.018,69.398,0.000,-0.734
'[11:09:20.150 07/11/1995]',0.001,0.018,69.398,0.000,-0.734
'[11:09:20.152 07/11/1995]',0.001,0.018,69.098,0.000,-0.729
'[11:09:20.154 07/11/1995]',0.001,0.018,69.098,0.000,-0.729
'[11:09:20.156 07/11/1995]',0.001,0.018,69.098,0.000,-0.729
'[11:09:20.158 07/11/1995]',0.001,0.018,69.098,0.000,-0.729
'[11:09:20.160 07/11/1995]',0.001,0.018,68.722,0.000,-0.723
'[11:09:20.162 07/11/1995]',0.001,0.018,68.722,0.000,-0.723
'[11:09:20.164 07/11/1995]',0.001,0.018,68.722,0.000,-0.723
'[11:09:20.166 07/11/1995]',0.001,0.018,68.722,0.000,-0.723
'[11:09:20.168 07/11/1995]',0.001,0.018,68.346,0.000,-0.715
'[11:09:20.170 07/11/1995]',0.011,0.019,68.346,0.000,-0.715
'[11:09:20.172 07/11/1995]',0.001,0.020,68.346,0.000,-0.715
'[11:09:20.174 07/11/1995]',0.001,0.021,68.346,0.000,-0.715
'[11:09:20.176 07/11/1995]',0.001,0.022,67.820,0.000,-0.705
'[11:09:20.178 07/11/1995]',0.001,0.023,67.820,0.000,-0.705
'[11:09:20.180 07/11/1995]',0.001,0.024,67.820,0.000,-0.705
'[11:09:20.182 07/11/1995]',0.011,0.024,67.820,0.000,-0.705
'[11:09:20.184 07/11/1995]',0.011,0.024,67.218,0.000,-0.695
'[11:09:20.186 07/11/1995]',0.022,0.023,67.218,0.000,-0.695
'[11:09:20.188 07/11/1995]',0.022,0.022,67.218,0.000,-0.695
'[11:09:20.190 07/11/1995]',0.011,0.022,67.218,0.000,-0.695
'[11:09:20.192 07/11/1995]',0.011,0.021,66.692,0.000,-0.682
'[11:09:20.194 07/11/1995]',0.001,0.021,66.692,0.000,-0.682
'[11:09:20.196 07/11/1995]',0.001,0.020,66.692,0.000,-0.682
'[11:09:20.198 07/11/1995]',0.011,0.019,66.692,0.000,-0.682
'[11:09:20.200 07/11/1995]',0.011,0.018,66.090,0.000,-0.669
'[11:09:20.202 07/11/1995]',0.011,0.018,66.090,0.000,-0.669
'[11:09:20.204 07/11/1995]',0.011,0.019,66.090,0.000,-0.669
'[11:09:20.206 07/11/1995]',0.011,0.021,66.090,0.000,-0.669
'[11:09:20.208 07/11/1995]',0.011,0.021,65.338,0.000,-0.655
'[11:09:20.210 07/11/1995]',0.001,0.022,65.338,0.000,-0.655
'[11:09:20.212 07/11/1995]',0.001,0.022,65.338,0.000,-0.655
'[11:09:20.214 07/11/1995]',0.001,0.022,65.338,0.000,-0.655
'[11:09:20.216 07/11/1995]',0.011,0.022,64.737,0.000,-0.640
'[11:09:20.218 07/11/1995]',0.011,0.023,64.737,0.000,-0.640
'[11:09:20.220 07/11/1995]',0.011,0.024,64.737,0.000,-0.640
'[11:09:20.222 07/11/1995]',0.011,0.025,64.737,0.000,-0.640
'[11:09:20.224 07/11/1995]',0.011,0.025,64.060,0.000,-0.624
'[11:09:20.226 07/11/1995]',0.001,0.026,64.060,0.000,-0.624
'[11:09:20.228 07/11/1995]',0.001,0.025,64.060,0.000,-0.624
'[11:09:20.230 07/11/1995]',0.001,0.025,64.060,0.000,-0.624
'[11:09:20.232 07/11/1995]',0.011,0.025,63.308,0.000,-0.607
'[11:09:20.234 07/11/1995]',0.011,0.024,63.308,0.000,-0.607
'[11:09:20.236 07/11/1995]',0.011,0.022,63.308,0.000,-0.607
'[11:09:20.238 07/11/1995]',0.001,0.021,63.308,0.000,-0.607
'[11:09:20.240 07/11/1995]',0.001,0.019,62.707,0.000,-0.591
'[11:09:20.242 07/11/1995]',0.001,0.018,62.707,0.000,-0.591
'[11:09:20.244 07/11/1995]',0.001,0.016,62.707,0.000,-0.591
'[11:09:20.246 07/11/1995]',-0.010,0.014,62.707,0.000,-0.591
'[11:09:20.248 07/11/1995]',0.001,0.014,62.105,0.000,-0.575
'[11:09:20.250 07/11/1995]',0.001,0.014,62.105,0.000,-0.575
'[11:09:20.252 07/11/1995]',-0.010,0.015,62.105,0.000,-0.575
'[11:09:20.254 07/11/1995]',-0.010,0.015,62.105,0.000,-0.575
'[11:09:20.256 07/11/1995]',-0.010,0.016,61.353,0.000,-0.558
'[11:09:20.258 07/11/1995]',-0.021,0.017,61.353,0.000,-0.558
'[11:09:20.260 07/11/1995]',-0.021,0.018,61.353,0.000,-0.558
'[11:09:20.262 07/11/1995]',-0.021,0.019,61.353,0.000,-0.558
'[11:09:20.264 07/11/1995]',-0.010,0.018,60.752,0.000,-0.543
'[11:09:20.266 07/11/1995]',0.001,0.018,60.752,0.000,-0.543
'[11:09:20.268 07/11/1995]',0.001,0.018,60.752,0.000,-0.543
'[11:09:20.270 07/11/1995]',0.001,0.018,60.752,0.000,-0.543
'[11:09:20.272 07/11/1995]',0.001,0.018,60.150,0.000,-0.528
'[11:09:20.274 07/11/1995]',-0.010,0.017,60.150,0.000,-0.528
'[11:09:20.276 07/11/1995]',-0.010,0.016,60.150,0.000,-0.528
'[11:09:20.278 07/11/1995]',-0.021,0.015,60.150,0.000,-0.528
'[11:09:20.280 07/11/1995]',-0.010,0.015,59.549,0.000,-0.515
'[11:09:20.282 07/11/1995]',-0.010,0.014,59.549,0.000,-0.515
'[11:09:20.284 07/11/1995]',0.001,0.014,59.549,0.000,-0.515
'[11:09:20.286 07/11/1995]',0.001,0.014,59.549,0.000,-0.515
'[11:09:20.288 07/11/1995]',0.001,0.015,59.023,0.000,-0.502
'[11:09:20.290 07/11/1995]',0.001,0.015,59.023,0.000,-0.502
'[11:09:20.292 07/11/1995]',0.001,0.019,59.023,0.000,-0.502
'[11:09:20.294 07/11/1995]',0.001,0.023,59.023,0.000,-0.502
'[11:09:20.296 07/11/1995]',0.001,0.037,58.421,0.000,-0.490
'[11:09:20.298 07/11/1995]',0.001,0.051,58.421,0.000,-0.490
'[11:09:20.300 07/11/1995]',0.011,0.083,58.421,0.000,-0.490
'[11:09:20.302 07/11/1995]',0.011,0.114,58.421,0.000,-0.490
'[11:09:20.304 07/11/1995]',0.022,0.170,57.970,0.000,-0.479
'[11:09:20.306 07/11/1995]',0.044,0.225,57.970,0.000,-0.479
'[11:09:20.308 07/11/1995]',0.088,0.298,57.970,0.000,-0.479
'[11:09:20.310 07/11/1995]',0.154,0.372,57.970,0.000,-0.479
'[11:09:20.312 07/11/1995]',0.231,0.448,57.444,0.000,-0.469
'[11:09:20.314 07/11/1995]',0.319,0.524,57.444,0.000,-0.469
'[11:09:20.316 07/11/1995]',0.406,0.584,57.444,0.000,-0.469
'[11:09:20.318 07/11/1995]',0.494,0.644,57.444,0.000,-0.469
'[11:09:20.320 07/11/1995]',0.571,0.670,56.992,0.000,-0.459
'[11:09:20.322 07/11/1995]',0.615,0.696,56.992,0.000,-0.459
'[11:09:20.324 07/11/1995]',0.636,0.682,56.992,0.000,-0.459
'[11:09:20.326 07/11/1995]',0.625,0.668,56.992,0.000,-0.459
'[11:09:20.328 07/11/1995]',0.604,0.620,56.541,0.000,-0.450
'[11:09:20.330 07/11/1995]',0.560,0.572,56.541,0.000,-0.450
'[11:09:20.332 07/11/1995]',0.516,0.505,56.541,0.000,-0.450
'[11:09:20.334 07/11/1995]',0.428,0.438,56.541,0.000,-0.450
'[11:09:20.336 07/11/1995]',0.341,0.369,56.165,0.000,-0.442
'[11:09:20.338 07/11/1995]',0.253,0.300,56.165,0.000,-0.442
'[11:09:20.340 07/11/1995]',0.154,0.238,56.165,0.000,-0.442
'[11:09:20.342 07/11/1995]',0.077,0.177,56.165,0.000,-0.442
'[11:09:20.344 07/11/1995]',0.011,0.129,55.789,0.000,-0.435
'[11:09:20.346 07/11/1995]',-0.032,0.081,55.789,0.000,-0.435
'[11:09:20.348 07/11/1995]',-0.076,0.048,55.789,0.000,-0.435
'[11:09:20.350 07/11/1995]',-0.087,0.015,55.789,0.000,-0.435
'[11:09:20.352 07/11/1995]',-0.087,-0.005,55.489,0.000,-0.428
'[11:09:20.354 07/11/1995]',-0.098,-0.025,55.489,0.000,-0.428
'[11:09:20.356 07/11/1995]',-0.087,-0.035,55.489,0.000,-0.428
'[11:09:20.358 07/11/1995]',-0.098,-0.045,55.489,0.000,-0.428
'[11:09:20.360 07/11/1995]',-0.098,-0.049,55.188,0.000,-0.422
'[11:09:20.362 07/11/1995]',-0.098,-0.053,55.188,0.000,-0.422
'[11:09:20.364 07/11/1995]',-0.087,-0.054,55.188,0.000,-0.422
'[11:09:20.366 07/11/1995]',-0.076,-0.056,55.188,0.000,-0.422
'[11:09:20.368 07/11/1995]',-0.065,-0.056,54.962,0.000,-0.416
'[11:09:20.370 07/11/1995]',-0.065,-0.056,54.962,0.000,-0.416
'[11:09:20.372 07/11/1995]',-0.065,-0.056,54.962,0.000,-0.416
'[11:09:20.374 07/11/1995]',-0.065,-0.055,54.962,0.000,-0.416
'[11:09:20.376 07/11/1995]',-0.076,-0.055,54.737,0.000,-0.410
'[11:09:20.378 07/11/1995]',-0.076,-0.055,54.737,0.000,-0.410
'[11:09:20.380 07/11/1995]',-0.065,-0.056,54.737,0.000,-0.410
'[11:09:20.382 07/11/1995]',-0.065,-0.056,54.737,0.000,-0.410
'[11:09:20.384 07/11/1995]',-0.054,-0.057,54.511,0.000,-0.404
'[11:09:20.386 07/11/1995]',-0.054,-0.058,54.511,0.000,-0.404
'[11:09:20.388 07/11/1995]',-0.054,-0.057,54.511,0.000,-0.404
'[11:09:20.390 07/11/1995]',-0.065,-0.056,54.511,0.000,-0.404
'[11:09:20.392 07/11/1995]',-0.065,-0.056,54.361,0.000,-0.397
'[11:09:20.394 07/11/1995]',-0.076,-0.055,54.361,0.000,-0.397
'[11:09:20.396 07/11/1995]',-0.076,-0.055,54.361,0.000,-0.397
'[11:09:20.398 07/11/1995]',-0.065,-0.055,54.361,0.000,-0.397
'[11:09:20.400 07/11/1995]',-0.054,-0.055,54.211,0.000,-0.390
'[11:09:20.402 07/11/1995]',-0.054,-0.055,54.211,0.000,-0.390
'[11:09:20.404 07/11/1995]',-0.054,-0.056,54.211,0.000,-0.390
'[11:09:20.406 07/11/1995]',-0.054,-0.056,54.211,0.000,-0.390
'[11:09:20.408 07/11/1995]',-0.065,-0.058,54.060,0.000,-0.383
'[11:09:20.410 07/11/1995]',-0.065,-0.059,54.060,0.000,-0.383
'[11:09:20.412 07/11/1995]',-0.076,-0.059,54.060,0.000,-0.383
'[11:09:20.414 07/11/1995]',-0.065,-0.060,54.060,0.000,-0.383
'[11:09:20.416 07/11/1995]',-0.054,-0.060,53.910,0.000,-0.376
'[11:09:20.418 07/11/1995]',-0.054,-0.061,53.910,0.000,-0.376
'[11:09:20.420 07/11/1995]',-0.054,-0.061,53.910,0.000,-0.376
'[11:09:20.422 07/11/1995]',-0.065,-0.061,53.910,0.000,-0.376
'[11:09:20.424 07/11/1995]',-0.065,-0.061,53.759,0.000,-0.368
'[11:09:20.426 07/11/1995]',-0.065,-0.062,53.759,0.000,-0.368
'[11:09:20.428 07/11/1995]',-0.076,-0.062,53.759,0.000,-0.368
'[11:09:20.430 07/11/1995]',-0.076,-0.063,53.759,0.000,-0.368
'[11:09:20.432 07/11/1995]',-0.065,-0.063,53.534,0.000,-0.360
'[11:09:20.434 07/11/1995]',-0.054,-0.063,53.534,0.000,-0.360
'[11:09:20.436 07/11/1995]',-0.054,-0.064,53.534,0.000,-0.360
'[11:09:20.438 07/11/1995]',-0.054,-0.064,53.534,0.000,-0.360
'[11:09:20.440 07/11/1995]',-0.065,-0.065,53.308,0.000,-0.351
'[11:09:20.442 07/11/1995]',-0.076,-0.066,53.308,0.000,-0.351
'[11:09:20.444 07/11/1995]',-0.076,-0.066,53.308,0.000,-0.351
'[11:09:20.446 07/11/1995]',-0.076,-0.066,53.308,0.000,-0.351
'[11:09:20.448 07/11/1995]',-0.065,-0.066,53.083,0.000,-0.342
'[11:09:20.450 07/11/1995]',-0.065,-0.065,53.083,0.000,-0.342
'[11:09:20.452 07/11/1995]',-0.054,-0.064,53.083,0.000,-0.342
'[11:09:20.454 07/11/1995]',-0.054,-0.063,53.083,0.000,-0.342
'[11:09:20.456 07/11/1995]',-0.065,-0.062,52.782,0.000,-0.332
'[11:09:20.458 07/11/1995]',-0.065,-0.062,52.782,0.000,-0.332
'[11:09:20.460 07/11/1995]',-0.076,-0.063,52.782,0.000,-0.332
'[11:09:20.462 07/11/1995]',-0.076,-0.064,52.782,0.000,-0.332
'[11:09:20.464 07/11/1995]',-0.065,-0.065,52.556,0.000,-0.321
'[11:09:20.466 07/11/1995]',-0.065,-0.066,52.556,0.000,-0.321
'[11:09:20.468 07/11/1995]',-0.054,-0.066,52.556,0.000,-0.321
'[11:09:20.470 07/11/1995]',-0.054,-0.066,52.556,0.000,-0.321
'[11:09:20.472 07/11/1995]',-0.054,-0.066,52.331,0.000,-0.308
