'Time and date','II ','V ','PLETH ','RESP '
'[08:22:57.656 24/01/1995]',0.034,0.003,0.218,-0.516
'[08:22:57.658 24/01/1995]',0.003,0.003,0.218,-0.516
'[08:22:57.660 24/01/1995]',0.003,0.003,0.218,-0.516
'[08:22:57.662 24/01/1995]',0.003,0.003,0.218,-0.516
'[08:22:57.664 24/01/1995]',0.003,0.003,0.187,-0.516
'[08:22:57.666 24/01/1995]',0.003,0.003,0.187,-0.516
'[08:22:57.668 24/01/1995]',0.003,0.003,0.187,-0.516
'[08:22:57.670 24/01/1995]',0.003,0.003,0.187,-0.516
'[08:22:57.672 24/01/1995]',0.003,0.003,0.150,-0.516
'[08:22:57.674 24/01/1995]',0.003,0.003,0.150,-0.516
'[08:22:57.676 24/01/1995]',0.003,0.003,0.150,-0.516
'[08:22:57.678 24/01/1995]',0.003,0.003,0.150,-0.516
'[08:22:57.680 24/01/1995]',0.003,0.003,0.118,-0.516
'[08:22:57.682 24/01/1995]',0.003,0.003,0.118,-0.516
'[08:22:57.684 24/01/1995]',0.003,0.003,0.118,-0.516
'[08:22:57.686 24/01/1995]',0.003,0.003,0.118,-0.516
'[08:22:57.688 24/01/1995]',0.003,0.003,0.075,-0.516
'[08:22:57.690 24/01/1995]',0.003,0.003,0.075,-0.516
'[08:22:57.692 24/01/1995]',0.003,0.003,0.075,-0.516
'[08:22:57.694 24/01/1995]',0.003,0.003,0.075,-0.516
'[08:22:57.696 24/01/1995]',0.003,0.003,0.032,-0.516
'[08:22:57.698 24/01/1995]',0.034,0.003,0.032,-0.516
'[08:22:57.700 24/01/1995]',0.034,0.003,0.032,-0.516
'[08:22:57.702 24/01/1995]',0.003,0.003,0.032,-0.516
'[08:22:57.704 24/01/1995]',0.034,0.003,-0.006,-0.516
'[08:22:57.706 24/01/1995]',0.034,0.003,-0.006,-0.516
'[08:22:57.708 24/01/1995]',0.034,-0.030,-0.006,-0.516
'[08:22:57.710 24/01/1995]',0.067,-0.030,-0.006,-0.516
'[08:22:57.712 24/01/1995]',0.067,-0.064,-0.056,-0.516
'[08:22:57.714 24/01/1995]',0.067,-0.064,-0.056,-0.516
'[08:22:57.716 24/01/1995]',0.067,-0.064,-0.056,-0.516
'[08:22:57.718 24/01/1995]',0.067,-0.064,-0.056,-0.516
'[08:22:57.720 24/01/1995]',0.067,-0.064,-0.093,-0.516
'[08:22:57.722 24/01/1995]',0.067,-0.064,-0.093,-0.516
'[08:22:57.724 24/01/1995]',0.034,-0.064,-0.093,-0.516
'[08:22:57.726 24/01/1995]',0.034,-0.064,-0.093,-0.516
'[08:22:57.728 24/01/1995]',0.034,-0.030,-0.131,-0.516
'[08:22:57.730 24/01/1995]',0.003,-0.030,-0.131,-0.516
'[08:22:57.732 24/01/1995]',0.034,-0.030,-0.131,-0.516
'[08:22:57.734 24/01/1995]',0.003,-0.030,-0.131,-0.516
'[08:22:57.736 24/01/1995]',0.003,-0.030,-0.174,-0.516
'[08:22:57.738 24/01/1995]',0.003,-0.030,-0.174,-0.516
'[08:22:57.740 24/01/1995]',0.003,-0.030,-0.174,-0.516
'[08:22:57.742 24/01/1995]',0.003,-0.030,-0.174,-0.516
'[08:22:57.744 24/01/1995]',0.003,-0.030,-0.200,-0.516
'[08:22:57.746 24/01/1995]',0.003,-0.030,-0.200,-0.516
'[08:22:57.748 24/01/1995]',0.003,-0.030,-0.200,-0.516
'[08:22:57.750 24/01/1995]',0.003,-0.030,-0.200,-0.516
'[08:22:57.752 24/01/1995]',0.003,-0.030,-0.231,-0.516
'[08:22:57.754 24/01/1995]',0.003,-0.030,-0.231,-0.516
'[08:22:57.756 24/01/1995]',0.003,0.003,-0.231,-0.516
'[08:22:57.758 24/01/1995]',0.003,0.003,-0.231,-0.516
'[08:22:57.760 24/01/1995]',0.003,0.003,-0.262,-0.516
'[08:22:57.762 24/01/1995]',0.003,0.003,-0.262,-0.516
'[08:22:57.764 24/01/1995]',0.003,0.003,-0.262,-0.516
'[08:22:57.766 24/01/1995]',0.003,0.035,-0.262,-0.516
'[08:22:57.768 24/01/1995]',0.003,0.035,-0.274,-0.516
'[08:22:57.770 24/01/1995]',0.003,0.068,-0.274,-0.516
'[08:22:57.772 24/01/1995]',0.003,0.102,-0.274,-0.516
'[08:22:57.774 24/01/1995]',0.034,0.102,-0.274,-0.516
'[08:22:57.776 24/01/1995]',0.067,0.135,-0.286,-0.516
'[08:22:57.778 24/01/1995]',0.099,0.135,-0.286,-0.516
'[08:22:57.780 24/01/1995]',0.165,0.102,-0.286,-0.516
'[08:22:57.782 24/01/1995]',0.263,0.102,-0.286,-0.516
'[08:22:57.784 24/01/1995]',0.361,0.035,-0.305,-0.516
'[08:22:57.786 24/01/1995]',0.458,0.003,-0.305,-0.516
'[08:22:57.788 24/01/1995]',0.555,-0.030,-0.305,-0.516
'[08:22:57.790 24/01/1995]',0.620,-0.097,-0.305,-0.516
'[08:22:57.792 24/01/1995]',0.620,-0.131,-0.323,-0.516
'[08:22:57.794 24/01/1995]',0.555,-0.164,-0.323,-0.516
'[08:22:57.796 24/01/1995]',0.393,-0.198,-0.323,-0.516
'[08:22:57.798 24/01/1995]',0.230,-0.198,-0.323,-0.516
'[08:22:57.800 24/01/1995]',0.099,-0.231,-0.335,-0.516
'[08:22:57.802 24/01/1995]',0.003,-0.231,-0.335,-0.516
'[08:22:57.804 24/01/1995]',-0.030,-0.264,-0.335,-0.516
'[08:22:57.806 24/01/1995]',-0.062,-0.264,-0.335,-0.516
'[08:22:57.808 24/01/1995]',-0.095,-0.264,-0.347,-0.516
'[08:22:57.810 24/01/1995]',-0.160,-0.231,-0.347,-0.516
'[08:22:57.812 24/01/1995]',-0.226,-0.198,-0.347,-0.516
'[08:22:57.814 24/01/1995]',-0.258,-0.164,-0.347,-0.516
'[08:22:57.816 24/01/1995]',-0.291,-0.131,-0.353,-0.516
'[08:22:57.818 24/01/1995]',-0.291,-0.097,-0.353,-0.516
'[08:22:57.820 24/01/1995]',-0.258,-0.064,-0.353,-0.516
'[08:22:57.822 24/01/1995]',-0.226,-0.030,-0.353,-0.516
'[08:22:57.824 24/01/1995]',-0.193,-0.030,-0.372,-0.516
'[08:22:57.826 24/01/1995]',-0.160,0.003,-0.372,-0.516
'[08:22:57.828 24/01/1995]',-0.128,0.003,-0.372,-0.516
'[08:22:57.830 24/01/1995]',-0.128,0.003,-0.372,-0.516
'[08:22:57.832 24/01/1995]',-0.095,0.003,-0.378,-0.516
'[08:22:57.834 24/01/1995]',-0.095,0.003,-0.378,-0.516
'[08:22:57.836 24/01/1995]',-0.062,0.003,-0.378,-0.516
'[08:22:57.838 24/01/1995]',-0.062,0.003,-0.378,-0.516
'[08:22:57.840 24/01/1995]',-0.062,0.003,-0.391,-0.516
'[08:22:57.842 24/01/1995]',-0.030,0.003,-0.391,-0.516
'[08:22:57.844 24/01/1995]',-0.062,0.003,-0.391,-0.516
'[08:22:57.846 24/01/1995]',-0.030,0.003,-0.391,-0.516
'[08:22:57.848 24/01/1995]',-0.030,0.003,-0.403,-0.516
'[08:22:57.850 24/01/1995]',-0.062,0.003,-0.403,-0.516
'[08:22:57.852 24/01/1995]',-0.062,0.003,-0.403,-0.516
'[08:22:57.854 24/01/1995]',-0.062,0.003,-0.403,-0.516
'[08:22:57.856 24/01/1995]',-0.030,0.003,-0.409,-0.516
'[08:22:57.858 24/01/1995]',-0.030,0.003,-0.409,-0.516
'[08:22:57.860 24/01/1995]',-0.030,0.003,-0.409,-0.516
'[08:22:57.862 24/01/1995]',0.003,0.003,-0.409,-0.516
'[08:22:57.864 24/01/1995]',0.003,0.003,-0.415,-0.516
'[08:22:57.866 24/01/1995]',0.003,0.003,-0.415,-0.516
'[08:22:57.868 24/01/1995]',0.003,0.003,-0.415,-0.516
'[08:22:57.870 24/01/1995]',0.003,0.003,-0.415,-0.516
'[08:22:57.872 24/01/1995]',0.003,0.003,-0.421,-0.516
'[08:22:57.874 24/01/1995]',0.003,0.003,-0.421,-0.516
'[08:22:57.876 24/01/1995]',0.003,0.003,-0.421,-0.516
'[08:22:57.878 24/01/1995]',0.034,-0.030,-0.421,-0.516
'[08:22:57.880 24/01/1995]',0.034,-0.030,-0.434,-0.516
'[08:22:57.882 24/01/1995]',0.034,-0.030,-0.434,-0.516
'[08:22:57.884 24/01/1995]',0.034,-0.030,-0.434,-0.516
'[08:22:57.886 24/01/1995]',0.034,-0.064,-0.434,-0.516
'[08:22:57.888 24/01/1995]',0.034,-0.030,-0.434,-0.516
'[08:22:57.890 24/01/1995]',0.034,-0.030,-0.434,-0.516
'[08:22:57.892 24/01/1995]',0.034,-0.030,-0.434,-0.516
'[08:22:57.894 24/01/1995]',0.034,-0.030,-0.434,-0.516
'[08:22:57.896 24/01/1995]',0.034,-0.030,-0.447,-0.516
'[08:22:57.898 24/01/1995]',0.034,-0.030,-0.447,-0.516
'[08:22:57.900 24/01/1995]',0.034,-0.030,-0.447,-0.516
'[08:22:57.902 24/01/1995]',0.034,-0.030,-0.447,-0.516
'[08:22:57.904 24/01/1995]',0.003,-0.030,-0.459,-0.516
'[08:22:57.906 24/01/1995]',0.003,-0.030,-0.459,-0.516
'[08:22:57.908 24/01/1995]',0.003,-0.030,-0.459,-0.516
'[08:22:57.910 24/01/1995]',0.003,0.003,-0.459,-0.516
'[08:22:57.912 24/01/1995]',-0.030,0.003,-0.477,-0.516
'[08:22:57.914 24/01/1995]',-0.030,0.003,-0.477,-0.516
'[08:22:57.916 24/01/1995]',-0.030,0.003,-0.477,-0.516
'[08:22:57.918 24/01/1995]',-0.030,0.003,-0.477,-0.516
'[08:22:57.920 24/01/1995]',0.003,0.003,-0.490,-0.516
'[08:22:57.922 24/01/1995]',0.003,0.003,-0.490,-0.516
'[08:22:57.924 24/01/1995]',0.003,0.003,-0.490,-0.516
'[08:22:57.926 24/01/1995]',0.003,0.003,-0.490,-0.516
'[08:22:57.928 24/01/1995]',0.003,0.003,-0.502,-0.516
'[08:22:57.930 24/01/1995]',0.003,0.003,-0.502,-0.516
'[08:22:57.932 24/01/1995]',0.003,0.003,-0.502,-0.516
'[08:22:57.934 24/01/1995]',0.003,0.003,-0.502,-0.516
'[08:22:57.936 24/01/1995]',0.003,0.003,-0.514,-0.516
'[08:22:57.938 24/01/1995]',0.003,0.003,-0.514,-0.516
'[08:22:57.940 24/01/1995]',0.003,0.003,-0.514,-0.516
'[08:22:57.942 24/01/1995]',0.003,0.003,-0.514,-0.516
'[08:22:57.944 24/01/1995]',0.003,0.003,-0.533,-0.516
'[08:22:57.946 24/01/1995]',0.003,0.003,-0.533,-0.516
'[08:22:57.948 24/01/1995]',0.034,0.003,-0.533,-0.516
'[08:22:57.950 24/01/1995]',0.003,0.003,-0.533,-0.516
'[08:22:57.952 24/01/1995]',0.003,0.003,-0.539,-0.516
'[08:22:57.954 24/01/1995]',0.034,0.003,-0.539,-0.516
'[08:22:57.956 24/01/1995]',0.034,0.003,-0.539,-0.516
'[08:22:57.958 24/01/1995]',0.034,0.003,-0.539,-0.516
'[08:22:57.960 24/01/1995]',0.067,0.003,-0.545,-0.516
'[08:22:57.962 24/01/1995]',0.067,0.003,-0.545,-0.516
'[08:22:57.964 24/01/1995]',0.067,0.003,-0.545,-0.516
'[08:22:57.966 24/01/1995]',0.067,0.003,-0.545,-0.516
'[08:22:57.968 24/01/1995]',0.099,0.003,-0.552,-0.516
'[08:22:57.970 24/01/1995]',0.099,0.003,-0.552,-0.516
'[08:22:57.972 24/01/1995]',0.132,0.003,-0.552,-0.516
'[08:22:57.974 24/01/1995]',0.165,0.003,-0.552,-0.516
'[08:22:57.976 24/01/1995]',0.165,0.003,-0.571,-0.516
'[08:22:57.978 24/01/1995]',0.165,0.003,-0.571,-0.516
'[08:22:57.980 24/01/1995]',0.165,0.003,-0.571,-0.516
'[08:22:57.982 24/01/1995]',0.165,0.003,-0.571,-0.516
'[08:22:57.984 24/01/1995]',0.165,0.003,-0.571,-0.516
'[08:22:57.986 24/01/1995]',0.165,0.003,-0.571,-0.516
'[08:22:57.988 24/01/1995]',0.165,0.003,-0.571,-0.516
'[08:22:57.990 24/01/1995]',0.165,0.003,-0.571,-0.516
'[08:22:57.992 24/01/1995]',0.197,0.003,-0.577,-0.516
'[08:22:57.994 24/01/1995]',0.197,0.003,-0.577,-0.516
'[08:22:57.996 24/01/1995]',0.197,0.003,-0.577,-0.516
'[08:22:57.998 24/01/1995]',0.230,0.003,-0.577,-0.516
'[08:22:58.000 24/01/1995]',0.230,0.003,-0.577,-0.516
'[08:22:58.002 24/01/1995]',0.230,0.003,-0.577,-0.516
'[08:22:58.004 24/01/1995]',0.263,0.003,-0.577,-0.516
'[08:22:58.006 24/01/1995]',0.230,0.003,-0.577,-0.516
'[08:22:58.008 24/01/1995]',0.230,0.003,-0.577,-0.516
'[08:22:58.010 24/01/1995]',0.230,0.003,-0.577,-0.516
'[08:22:58.012 24/01/1995]',0.230,0.003,-0.577,-0.516
'[08:22:58.014 24/01/1995]',0.263,-0.030,-0.577,-0.516
'[08:22:58.016 24/01/1995]',0.263,-0.030,-0.565,-0.516
'[08:22:58.018 24/01/1995]',0.263,-0.030,-0.565,-0.516
'[08:22:58.020 24/01/1995]',0.263,0.003,-0.565,-0.516
'[08:22:58.022 24/01/1995]',0.230,0.003,-0.565,-0.516
'[08:22:58.024 24/01/1995]',0.230,0.003,-0.533,-0.516
'[08:22:58.026 24/01/1995]',0.230,0.003,-0.533,-0.516
'[08:22:58.028 24/01/1995]',0.230,0.003,-0.533,-0.516
'[08:22:58.030 24/01/1995]',0.230,0.003,-0.533,-0.516
'[08:22:58.032 24/01/1995]',0.230,0.003,-0.508,-0.516
'[08:22:58.034 24/01/1995]',0.230,0.003,-0.508,-0.516
'[08:22:58.036 24/01/1995]',0.197,-0.030,-0.508,-0.516
'[08:22:58.038 24/01/1995]',0.197,-0.030,-0.508,-0.516
'[08:22:58.040 24/01/1995]',0.197,-0.030,-0.459,-0.516
'[08:22:58.042 24/01/1995]',0.165,-0.064,-0.459,-0.516
'[08:22:58.044 24/01/1995]',0.197,-0.064,-0.459,-0.516
'[08:22:58.046 24/01/1995]',0.165,-0.064,-0.459,-0.516
'[08:22:58.048 24/01/1995]',0.165,-0.064,-0.403,-0.516
'[08:22:58.050 24/01/1995]',0.165,-0.064,-0.403,-0.516
'[08:22:58.052 24/01/1995]',0.132,-0.064,-0.403,-0.516
'[08:22:58.054 24/01/1995]',0.132,-0.064,-0.403,-0.516
'[08:22:58.056 24/01/1995]',0.099,-0.064,-0.329,-0.516
'[08:22:58.058 24/01/1995]',0.067,-0.064,-0.329,-0.516
'[08:22:58.060 24/01/1995]',0.067,-0.064,-0.329,-0.516
'[08:22:58.062 24/01/1995]',0.034,-0.030,-0.329,-0.516
'[08:22:58.064 24/01/1995]',0.034,-0.030,-0.254,-0.516
'[08:22:58.066 24/01/1995]',0.003,-0.064,-0.254,-0.516
'[08:22:58.068 24/01/1995]',0.003,-0.064,-0.254,-0.516
'[08:22:58.070 24/01/1995]',0.003,-0.030,-0.254,-0.516
'[08:22:58.072 24/01/1995]',0.003,-0.030,-0.179,-0.516
'[08:22:58.074 24/01/1995]',-0.030,-0.030,-0.179,-0.516
'[08:22:58.076 24/01/1995]',-0.030,-0.030,-0.179,-0.516
'[08:22:58.078 24/01/1995]',-0.030,-0.030,-0.179,-0.516
'[08:22:58.080 24/01/1995]',-0.030,-0.030,-0.099,-0.516
'[08:22:58.082 24/01/1995]',-0.030,-0.030,-0.099,-0.516
'[08:22:58.084 24/01/1995]',-0.062,-0.030,-0.099,-0.516
'[08:22:58.086 24/01/1995]',-0.062,-0.030,-0.099,-0.516
'[08:22:58.088 24/01/1995]',-0.062,-0.030,-0.018,-0.516
'[08:22:58.090 24/01/1995]',-0.062,-0.030,-0.018,-0.516
'[08:22:58.092 24/01/1995]',-0.062,-0.030,-0.018,-0.516
'[08:22:58.094 24/01/1995]',-0.062,0.003,-0.018,-0.516
'[08:22:58.096 24/01/1995]',-0.062,0.003,0.056,-0.516
'[08:22:58.098 24/01/1995]',-0.062,0.003,0.056,-0.516
'[08:22:58.100 24/01/1995]',-0.062,0.003,0.056,-0.516
'[08:22:58.102 24/01/1995]',-0.062,0.003,0.056,-0.516
'[08:22:58.104 24/01/1995]',-0.062,0.003,0.124,-0.516
'[08:22:58.106 24/01/1995]',-0.095,0.003,0.124,-0.516
'[08:22:58.108 24/01/1995]',-0.095,0.003,0.124,-0.516
'[08:22:58.110 24/01/1995]',-0.062,0.003,0.124,-0.516
'[08:22:58.112 24/01/1995]',-0.062,-0.030,0.186,-0.516
'[08:22:58.114 24/01/1995]',-0.062,-0.030,0.186,-0.516
'[08:22:58.116 24/01/1995]',-0.062,-0.030,0.186,-0.516
'[08:22:58.118 24/01/1995]',-0.062,-0.030,0.186,-0.516
'[08:22:58.120 24/01/1995]',-0.062,-0.030,0.242,-0.516
'[08:22:58.122 24/01/1995]',-0.062,0.003,0.242,-0.516
'[08:22:58.124 24/01/1995]',-0.062,-0.030,0.242,-0.516
'[08:22:58.126 24/01/1995]',-0.062,0.003,0.242,-0.516
'[08:22:58.128 24/01/1995]',-0.062,0.003,0.280,-0.516
'[08:22:58.130 24/01/1995]',-0.062,0.003,0.280,-0.516
'[08:22:58.132 24/01/1995]',-0.062,-0.030,0.280,-0.516
'[08:22:58.134 24/01/1995]',-0.062,0.003,0.280,-0.516
'[08:22:58.136 24/01/1995]',-0.030,0.003,0.317,-0.516
'[08:22:58.138 24/01/1995]',-0.030,0.003,0.317,-0.516
'[08:22:58.140 24/01/1995]',-0.030,0.003,0.317,-0.516
'[08:22:58.142 24/01/1995]',-0.062,0.003,0.317,-0.516
'[08:22:58.144 24/01/1995]',-0.062,0.003,0.342,-0.516
'[08:22:58.146 24/01/1995]',-0.095,0.003,0.342,-0.516
'[08:22:58.148 24/01/1995]',-0.062,0.003,0.342,-0.516
'[08:22:58.150 24/01/1995]',-0.062,0.003,0.342,-0.516
'[08:22:58.152 24/01/1995]',-0.030,0.003,0.366,-0.516
'[08:22:58.154 24/01/1995]',-0.030,0.003,0.366,-0.516
'[08:22:58.156 24/01/1995]',-0.030,0.003,0.366,-0.516
'[08:22:58.158 24/01/1995]',0.003,0.003,0.366,-0.516
'[08:22:58.160 24/01/1995]',0.003,0.003,0.372,-0.516
'[08:22:58.162 24/01/1995]',0.003,0.003,0.372,-0.516
'[08:22:58.164 24/01/1995]',0.003,-0.030,0.372,-0.516
'[08:22:58.166 24/01/1995]',0.003,-0.030,0.372,-0.516
'[08:22:58.168 24/01/1995]',0.003,-0.030,0.379,-0.516
'[08:22:58.170 24/01/1995]',0.003,-0.030,0.379,-0.516
'[08:22:58.172 24/01/1995]',0.003,-0.030,0.379,-0.516
'[08:22:58.174 24/01/1995]',0.003,0.003,0.379,-0.516
'[08:22:58.176 24/01/1995]',0.003,0.003,0.366,-0.516
'[08:22:58.178 24/01/1995]',-0.030,0.003,0.366,-0.516
'[08:22:58.180 24/01/1995]',-0.030,0.003,0.366,-0.516
'[08:22:58.182 24/01/1995]',-0.030,0.003,0.366,-0.516
'[08:22:58.184 24/01/1995]',-0.030,0.003,0.347,-0.516
'[08:22:58.186 24/01/1995]',-0.030,0.003,0.347,-0.516
'[08:22:58.188 24/01/1995]',0.003,0.003,0.347,-0.516
'[08:22:58.190 24/01/1995]',0.003,0.003,0.347,-0.516
'[08:22:58.192 24/01/1995]',0.003,0.003,0.329,-0.516
'[08:22:58.194 24/01/1995]',0.003,0.003,0.329,-0.516
'[08:22:58.196 24/01/1995]',0.034,0.003,0.329,-0.516
'[08:22:58.198 24/01/1995]',0.034,-0.030,0.329,-0.516
'[08:22:58.200 24/01/1995]',0.034,-0.030,0.298,-0.516
'[08:22:58.202 24/01/1995]',0.034,-0.030,0.298,-0.516
'[08:22:58.204 24/01/1995]',0.034,-0.030,0.298,-0.516
'[08:22:58.206 24/01/1995]',0.003,0.003,0.298,-0.516
'[08:22:58.208 24/01/1995]',0.003,0.003,0.267,-0.516
'[08:22:58.210 24/01/1995]',0.003,0.003,0.267,-0.516
'[08:22:58.212 24/01/1995]',0.003,0.003,0.267,-0.516
'[08:22:58.214 24/01/1995]',0.003,0.035,0.267,-0.516
'[08:22:58.216 24/01/1995]',0.003,0.068,0.236,-0.516
'[08:22:58.218 24/01/1995]',0.003,0.068,0.236,-0.516
'[08:22:58.220 24/01/1995]',0.034,0.102,0.236,-0.516
'[08:22:58.222 24/01/1995]',0.034,0.102,0.236,-0.516
'[08:22:58.224 24/01/1995]',0.067,0.068,0.186,-0.516
'[08:22:58.226 24/01/1995]',0.132,0.035,0.186,-0.516
'[08:22:58.228 24/01/1995]',0.230,0.003,0.186,-0.516
'[08:22:58.230 24/01/1995]',0.328,-0.030,0.186,-0.516
'[08:22:58.232 24/01/1995]',0.458,-0.097,0.149,-0.516
'[08:22:58.234 24/01/1995]',0.522,-0.164,0.149,-0.516
'[08:22:58.236 24/01/1995]',0.555,-0.231,0.149,-0.516
'[08:22:58.238 24/01/1995]',0.490,-0.264,0.149,-0.516
'[08:22:58.240 24/01/1995]',0.393,-0.298,0.093,-0.516
'[08:22:58.242 24/01/1995]',0.263,-0.331,0.093,-0.516
'[08:22:58.244 24/01/1995]',0.132,-0.331,0.093,-0.516
'[08:22:58.246 24/01/1995]',0.067,-0.365,0.093,-0.516
'[08:22:58.248 24/01/1995]',0.034,-0.365,0.050,-0.516
'[08:22:58.250 24/01/1995]',0.003,-0.365,0.050,-0.516
'[08:22:58.252 24/01/1995]',0.003,-0.331,0.050,-0.516
'[08:22:58.254 24/01/1995]',-0.062,-0.264,0.050,-0.516
'[08:22:58.256 24/01/1995]',-0.128,-0.231,0.006,-0.516
'[08:22:58.258 24/01/1995]',-0.193,-0.164,0.006,-0.516
'[08:22:58.260 24/01/1995]',-0.226,-0.131,0.006,-0.516
'[08:22:58.262 24/01/1995]',-0.226,-0.097,0.006,-0.516
'[08:22:58.264 24/01/1995]',-0.193,-0.030,-0.043,-0.516
'[08:22:58.266 24/01/1995]',-0.193,-0.030,-0.043,-0.516
'[08:22:58.268 24/01/1995]',-0.160,-0.030,-0.043,-0.516
'[08:22:58.270 24/01/1995]',-0.160,0.003,-0.043,-0.516
'[08:22:58.272 24/01/1995]',-0.160,0.003,-0.081,-0.516
'[08:22:58.274 24/01/1995]',-0.160,0.003,-0.081,-0.516
'[08:22:58.276 24/01/1995]',-0.160,0.003,-0.081,-0.516
'[08:22:58.278 24/01/1995]',-0.128,0.003,-0.081,-0.516
'[08:22:58.280 24/01/1995]',-0.128,0.003,-0.117,-0.516
'[08:22:58.282 24/01/1995]',-0.128,0.003,-0.117,-0.516
'[08:22:58.284 24/01/1995]',-0.128,0.003,-0.117,-0.516
'[08:22:58.286 24/01/1995]',-0.160,0.003,-0.117,-0.516
'[08:22:58.288 24/01/1995]',-0.160,0.003,-0.148,-0.516
'[08:22:58.290 24/01/1995]',-0.128,0.003,-0.148,-0.516
'[08:22:58.292 24/01/1995]',-0.128,0.003,-0.148,-0.516
'[08:22:58.294 24/01/1995]',-0.095,0.003,-0.148,-0.516
'[08:22:58.296 24/01/1995]',-0.095,0.003,-0.179,-0.516
'[08:22:58.298 24/01/1995]',-0.095,0.003,-0.179,-0.516
'[08:22:58.300 24/01/1995]',-0.095,0.003,-0.179,-0.516
'[08:22:58.302 24/01/1995]',-0.095,0.003,-0.179,-0.516
'[08:22:58.304 24/01/1995]',-0.128,0.003,-0.151,-0.516
'[08:22:58.306 24/01/1995]',-0.128,0.003,-0.151,-0.516
'[08:22:58.308 24/01/1995]',-0.128,0.003,-0.151,-0.516
'[08:22:58.310 24/01/1995]',-0.128,0.003,-0.151,-0.516
'[08:22:58.312 24/01/1995]',-0.095,0.003,-0.183,-0.516
'[08:22:58.314 24/01/1995]',-0.095,0.003,-0.183,-0.516
'[08:22:58.316 24/01/1995]',-0.095,0.003,-0.183,-0.516
'[08:22:58.318 24/01/1995]',-0.095,0.003,-0.183,-0.516
'[08:22:58.320 24/01/1995]',-0.095,0.003,-0.203,-0.516
'[08:22:58.322 24/01/1995]',-0.095,0.003,-0.203,-0.516
'[08:22:58.324 24/01/1995]',-0.095,0.003,-0.203,-0.516
'[08:22:58.326 24/01/1995]',-0.095,0.003,-0.203,-0.516
'[08:22:58.328 24/01/1995]',-0.095,0.003,-0.230,-0.516
'[08:22:58.330 24/01/1995]',-0.095,0.003,-0.230,-0.516
'[08:22:58.332 24/01/1995]',-0.095,0.003,-0.230,-0.516
'[08:22:58.334 24/01/1995]',-0.095,0.003,-0.230,-0.516
'[08:22:58.336 24/01/1995]',-0.095,0.003,-0.249,-0.516
'[08:22:58.338 24/01/1995]',-0.095,0.003,-0.249,-0.516
'[08:22:58.340 24/01/1995]',-0.095,0.003,-0.249,-0.516
'[08:22:58.342 24/01/1995]',-0.095,0.003,-0.249,-0.516
'[08:22:58.344 24/01/1995]',-0.095,0.003,-0.263,-0.516
'[08:22:58.346 24/01/1995]',-0.062,0.003,-0.263,-0.516
'[08:22:58.348 24/01/1995]',-0.062,0.003,-0.263,-0.516
'[08:22:58.350 24/01/1995]',-0.062,0.003,-0.263,-0.516
'[08:22:58.352 24/01/1995]',-0.062,0.003,-0.269,-0.516
'[08:22:58.354 24/01/1995]',-0.095,0.003,-0.269,-0.516
'[08:22:58.356 24/01/1995]',-0.095,0.003,-0.269,-0.516
'[08:22:58.358 24/01/1995]',-0.095,0.003,-0.269,-0.516
'[08:22:58.360 24/01/1995]',-0.062,0.003,-0.282,-0.516
'[08:22:58.362 24/01/1995]',-0.062,0.003,-0.282,-0.516
'[08:22:58.364 24/01/1995]',-0.030,0.003,-0.282,-0.516
'[08:22:58.366 24/01/1995]',-0.030,0.003,-0.282,-0.516
'[08:22:58.368 24/01/1995]',-0.030,0.003,-0.288,-0.516
'[08:22:58.370 24/01/1995]',0.003,0.003,-0.288,-0.516
'[08:22:58.372 24/01/1995]',0.003,0.003,-0.288,-0.516
'[08:22:58.374 24/01/1995]',0.003,0.003,-0.288,-0.516
'[08:22:58.376 24/01/1995]',0.003,0.003,-0.302,-0.516
'[08:22:58.378 24/01/1995]',0.034,0.003,-0.302,-0.516
'[08:22:58.380 24/01/1995]',0.034,0.003,-0.302,-0.516
'[08:22:58.382 24/01/1995]',0.034,0.003,-0.302,-0.516
'[08:22:58.384 24/01/1995]',0.034,0.003,-0.295,-0.516
'[08:22:58.386 24/01/1995]',0.034,0.003,-0.295,-0.516
'[08:22:58.388 24/01/1995]',0.034,0.003,-0.295,-0.516
'[08:22:58.390 24/01/1995]',0.034,0.003,-0.295,-0.516
'[08:22:58.392 24/01/1995]',0.034,0.003,-0.302,-0.516
'[08:22:58.394 24/01/1995]',0.034,-0.030,-0.302,-0.516
'[08:22:58.396 24/01/1995]',0.067,-0.030,-0.302,-0.516
'[08:22:58.398 24/01/1995]',0.067,-0.030,-0.302,-0.516
'[08:22:58.400 24/01/1995]',0.067,-0.030,-0.295,-0.516
'[08:22:58.402 24/01/1995]',0.067,-0.030,-0.295,-0.516
'[08:22:58.404 24/01/1995]',0.067,-0.030,-0.295,-0.516
'[08:22:58.406 24/01/1995]',0.067,-0.030,-0.295,-0.516
'[08:22:58.408 24/01/1995]',0.067,-0.030,-0.302,-0.516
'[08:22:58.410 24/01/1995]',0.099,-0.030,-0.302,-0.516
'[08:22:58.412 24/01/1995]',0.099,-0.030,-0.302,-0.516
'[08:22:58.414 24/01/1995]',0.099,-0.030,-0.302,-0.516
'[08:22:58.416 24/01/1995]',0.099,-0.030,-0.302,-0.516
'[08:22:58.418 24/01/1995]',0.099,-0.030,-0.302,-0.516
'[08:22:58.420 24/01/1995]',0.099,-0.030,-0.302,-0.516
