'Time and date','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
'[15:37:18.826 02/03/1995]',-0.022,-0.055,-0.025,89.400,21.900,-0.327,0.610
'[15:37:18.828 02/03/1995]',-0.021,-0.055,-0.024,89.400,21.900,-0.327,0.610
'[15:37:18.830 02/03/1995]',-0.021,-0.055,-0.023,89.400,21.900,-0.327,0.610
'[15:37:18.832 02/03/1995]',-0.020,-0.055,-0.022,89.250,21.375,-0.322,0.600
'[15:37:18.834 02/03/1995]',-0.019,-0.055,-0.022,89.250,21.375,-0.322,0.600
'[15:37:18.836 02/03/1995]',-0.018,-0.055,-0.022,89.250,21.375,-0.322,0.600
'[15:37:18.838 02/03/1995]',-0.018,-0.055,-0.022,89.250,21.375,-0.322,0.600
'[15:37:18.840 02/03/1995]',-0.018,-0.055,-0.021,89.100,20.975,-0.306,0.590
'[15:37:18.842 02/03/1995]',-0.019,-0.055,-0.021,89.100,20.975,-0.306,0.590
'[15:37:18.844 02/03/1995]',-0.019,-0.055,-0.020,89.100,20.975,-0.306,0.590
'[15:37:18.846 02/03/1995]',-0.019,-0.055,-0.019,89.100,20.975,-0.306,0.590
'[15:37:18.848 02/03/1995]',-0.019,-0.055,-0.018,88.800,20.675,-0.291,0.579
'[15:37:18.850 02/03/1995]',-0.019,-0.055,-0.017,88.800,20.675,-0.291,0.579
'[15:37:18.852 02/03/1995]',-0.019,-0.055,-0.016,88.800,20.675,-0.291,0.579
'[15:37:18.854 02/03/1995]',-0.019,-0.055,-0.015,88.800,20.675,-0.291,0.579
'[15:37:18.856 02/03/1995]',-0.019,-0.055,-0.013,88.400,20.675,-0.277,0.569
'[15:37:18.858 02/03/1995]',-0.019,-0.055,-0.011,88.400,20.675,-0.277,0.569
'[15:37:18.860 02/03/1995]',-0.019,-0.055,-0.011,88.400,20.675,-0.277,0.569
'[15:37:18.862 02/03/1995]',-0.019,-0.055,-0.011,88.400,20.675,-0.277,0.569
'[15:37:18.864 02/03/1995]',-0.018,-0.054,-0.011,87.850,20.900,-0.264,0.558
'[15:37:18.866 02/03/1995]',-0.018,-0.054,-0.011,87.850,20.900,-0.264,0.558
'[15:37:18.868 02/03/1995]',-0.017,-0.052,-0.010,87.850,20.900,-0.264,0.558
'[15:37:18.870 02/03/1995]',-0.015,-0.051,-0.009,87.850,20.900,-0.264,0.558
'[15:37:18.872 02/03/1995]',-0.011,-0.049,-0.006,87.300,21.200,-0.256,0.548
'[15:37:18.874 02/03/1995]',-0.008,-0.046,-0.003,87.300,21.200,-0.256,0.548
'[15:37:18.876 02/03/1995]',-0.003,-0.042,0.004,87.300,21.200,-0.256,0.548
'[15:37:18.878 02/03/1995]',0.002,-0.038,0.010,87.300,21.200,-0.256,0.548
'[15:37:18.880 02/03/1995]',0.011,-0.034,0.024,86.650,21.550,-0.251,0.538
'[15:37:18.882 02/03/1995]',0.020,-0.029,0.037,86.650,21.550,-0.251,0.538
'[15:37:18.884 02/03/1995]',0.033,-0.026,0.058,86.650,21.550,-0.251,0.538
'[15:37:18.886 02/03/1995]',0.046,-0.024,0.079,86.650,21.550,-0.251,0.538
'[15:37:18.888 02/03/1995]',0.064,-0.029,0.106,86.050,21.850,-0.248,0.528
'[15:37:18.890 02/03/1995]',0.081,-0.033,0.133,86.050,21.850,-0.248,0.528
'[15:37:18.892 02/03/1995]',0.099,-0.045,0.162,86.050,21.850,-0.248,0.528
'[15:37:18.894 02/03/1995]',0.117,-0.057,0.190,86.050,21.850,-0.248,0.528
'[15:37:18.896 02/03/1995]',0.132,-0.074,0.214,85.450,22.075,-0.252,0.519
'[15:37:18.898 02/03/1995]',0.146,-0.092,0.239,85.450,22.075,-0.252,0.519
'[15:37:18.900 02/03/1995]',0.154,-0.110,0.256,85.450,22.075,-0.252,0.519
'[15:37:18.902 02/03/1995]',0.163,-0.128,0.272,85.450,22.075,-0.252,0.519
'[15:37:18.904 02/03/1995]',0.165,-0.144,0.280,84.900,22.250,-0.258,0.510
'[15:37:18.906 02/03/1995]',0.167,-0.161,0.288,84.900,22.250,-0.258,0.510
'[15:37:18.908 02/03/1995]',0.164,-0.176,0.290,84.900,22.250,-0.258,0.510
'[15:37:18.910 02/03/1995]',0.160,-0.192,0.292,84.900,22.250,-0.258,0.510
'[15:37:18.912 02/03/1995]',0.151,-0.208,0.287,84.300,22.375,-0.269,0.502
'[15:37:18.914 02/03/1995]',0.143,-0.224,0.282,84.300,22.375,-0.269,0.502
'[15:37:18.916 02/03/1995]',0.125,-0.238,0.261,84.300,22.375,-0.269,0.502
'[15:37:18.918 02/03/1995]',0.107,-0.252,0.240,84.300,22.375,-0.269,0.502
'[15:37:18.920 02/03/1995]',0.071,-0.263,0.189,83.700,22.600,-0.286,0.493
'[15:37:18.922 02/03/1995]',0.036,-0.274,0.137,83.700,22.600,-0.286,0.493
'[15:37:18.924 02/03/1995]',-0.019,-0.281,0.053,83.700,22.600,-0.286,0.493
'[15:37:18.926 02/03/1995]',-0.074,-0.288,-0.031,83.700,22.600,-0.286,0.493
'[15:37:18.928 02/03/1995]',-0.139,-0.291,-0.132,83.100,22.950,-0.301,0.485
'[15:37:18.930 02/03/1995]',-0.204,-0.295,-0.232,83.100,22.950,-0.301,0.485
'[15:37:18.932 02/03/1995]',-0.262,-0.295,-0.318,83.100,22.950,-0.301,0.485
'[15:37:18.934 02/03/1995]',-0.320,-0.296,-0.404,83.100,22.950,-0.301,0.485
'[15:37:18.936 02/03/1995]',-0.351,-0.295,-0.450,82.550,23.600,-0.322,0.476
'[15:37:18.938 02/03/1995]',-0.382,-0.294,-0.496,82.550,23.600,-0.322,0.476
'[15:37:18.940 02/03/1995]',-0.381,-0.287,-0.496,82.550,23.600,-0.322,0.476
'[15:37:18.942 02/03/1995]',-0.379,-0.280,-0.496,82.550,23.600,-0.322,0.476
'[15:37:18.944 02/03/1995]',-0.352,-0.267,-0.463,81.950,24.550,-0.344,0.467
'[15:37:18.946 02/03/1995]',-0.326,-0.254,-0.429,81.950,24.550,-0.344,0.467
'[15:37:18.948 02/03/1995]',-0.290,-0.235,-0.382,81.950,24.550,-0.344,0.467
'[15:37:18.950 02/03/1995]',-0.255,-0.217,-0.335,81.950,24.550,-0.344,0.467
'[15:37:18.952 02/03/1995]',-0.221,-0.195,-0.292,81.400,25.650,-0.364,0.457
'[15:37:18.954 02/03/1995]',-0.187,-0.173,-0.249,81.400,25.650,-0.364,0.457
'[15:37:18.956 02/03/1995]',-0.160,-0.149,-0.214,81.400,25.650,-0.364,0.457
'[15:37:18.958 02/03/1995]',-0.132,-0.126,-0.180,81.400,25.650,-0.364,0.457
'[15:37:18.960 02/03/1995]',-0.111,-0.104,-0.152,81.000,26.825,-0.389,0.447
'[15:37:18.962 02/03/1995]',-0.090,-0.083,-0.124,81.000,26.825,-0.389,0.447
'[15:37:18.964 02/03/1995]',-0.073,-0.066,-0.102,81.000,26.825,-0.389,0.447
'[15:37:18.966 02/03/1995]',-0.056,-0.048,-0.080,81.000,26.825,-0.389,0.447
'[15:37:18.968 02/03/1995]',-0.044,-0.035,-0.065,80.550,27.575,-0.411,0.436
'[15:37:18.970 02/03/1995]',-0.032,-0.022,-0.049,80.550,27.575,-0.411,0.436
'[15:37:18.972 02/03/1995]',-0.024,-0.013,-0.038,80.550,27.575,-0.411,0.436
'[15:37:18.974 02/03/1995]',-0.015,-0.004,-0.028,80.550,27.575,-0.411,0.436
'[15:37:18.976 02/03/1995]',-0.010,0.001,-0.021,80.200,27.525,-0.435,0.424
'[15:37:18.978 02/03/1995]',-0.005,0.006,-0.013,80.200,27.525,-0.435,0.424
'[15:37:18.980 02/03/1995]',-0.003,0.009,-0.009,80.200,27.525,-0.435,0.424
'[15:37:18.982 02/03/1995]',0.000,0.012,-0.004,80.200,27.525,-0.435,0.424
'[15:37:18.984 02/03/1995]',0.002,0.013,-0.001,79.850,26.700,-0.454,0.411
'[15:37:18.986 02/03/1995]',0.004,0.014,0.003,79.850,26.700,-0.454,0.411
'[15:37:18.988 02/03/1995]',0.006,0.015,0.006,79.850,26.700,-0.454,0.411
'[15:37:18.990 02/03/1995]',0.008,0.016,0.009,79.850,26.700,-0.454,0.411
'[15:37:18.992 02/03/1995]',0.010,0.017,0.010,79.500,25.475,-0.493,0.399
'[15:37:18.994 02/03/1995]',0.012,0.017,0.011,79.500,25.475,-0.493,0.399
'[15:37:18.996 02/03/1995]',0.013,0.018,0.011,79.500,25.475,-0.493,0.399
'[15:37:18.998 02/03/1995]',0.014,0.019,0.012,79.500,25.475,-0.493,0.399
'[15:37:19.000 02/03/1995]',0.015,0.018,0.013,79.100,24.375,-0.513,0.385
'[15:37:19.002 02/03/1995]',0.015,0.018,0.014,79.100,24.375,-0.513,0.385
'[15:37:19.004 02/03/1995]',0.015,0.018,0.015,79.100,24.375,-0.513,0.385
'[15:37:19.006 02/03/1995]',0.014,0.018,0.015,79.100,24.375,-0.513,0.385
'[15:37:19.008 02/03/1995]',0.014,0.018,0.015,78.600,23.725,-0.532,0.371
'[15:37:19.010 02/03/1995]',0.014,0.018,0.014,78.600,23.725,-0.532,0.371
'[15:37:19.012 02/03/1995]',0.014,0.018,0.014,78.600,23.725,-0.532,0.371
'[15:37:19.014 02/03/1995]',0.014,0.018,0.014,78.600,23.725,-0.532,0.371
'[15:37:19.016 02/03/1995]',0.014,0.018,0.014,78.150,23.650,-0.548,0.356
'[15:37:19.018 02/03/1995]',0.014,0.019,0.014,78.150,23.650,-0.548,0.356
'[15:37:19.020 02/03/1995]',0.014,0.020,0.014,78.150,23.650,-0.548,0.356
'[15:37:19.022 02/03/1995]',0.014,0.021,0.014,78.150,23.650,-0.548,0.356
'[15:37:19.024 02/03/1995]',0.014,0.021,0.014,77.800,24.175,-0.563,0.342
'[15:37:19.026 02/03/1995]',0.014,0.022,0.014,77.800,24.175,-0.563,0.342
'[15:37:19.028 02/03/1995]',0.014,0.022,0.014,77.800,24.175,-0.563,0.342
'[15:37:19.030 02/03/1995]',0.014,0.022,0.014,77.800,24.175,-0.563,0.342
'[15:37:19.032 02/03/1995]',0.014,0.022,0.014,77.600,24.825,-0.578,0.328
'[15:37:19.034 02/03/1995]',0.014,0.022,0.014,77.600,24.825,-0.578,0.328
'[15:37:19.036 02/03/1995]',0.014,0.021,0.014,77.600,24.825,-0.578,0.328
'[15:37:19.038 02/03/1995]',0.014,0.021,0.014,77.600,24.825,-0.578,0.328
'[15:37:19.040 02/03/1995]',0.014,0.021,0.014,77.550,25.125,-0.591,0.315
'[15:37:19.042 02/03/1995]',0.014,0.020,0.014,77.550,25.125,-0.591,0.315
'[15:37:19.044 02/03/1995]',0.015,0.020,0.014,77.550,25.125,-0.591,0.315
'[15:37:19.046 02/03/1995]',0.015,0.020,0.014,77.550,25.125,-0.591,0.315
'[15:37:19.048 02/03/1995]',0.016,0.021,0.015,77.550,25.175,-0.600,0.301
'[15:37:19.050 02/03/1995]',0.017,0.023,0.015,77.550,25.175,-0.600,0.301
'[15:37:19.052 02/03/1995]',0.018,0.024,0.016,77.550,25.175,-0.600,0.301
'[15:37:19.054 02/03/1995]',0.020,0.025,0.017,77.550,25.175,-0.600,0.301
'[15:37:19.056 02/03/1995]',0.021,0.025,0.018,77.550,25.300,-0.608,0.287
'[15:37:19.058 02/03/1995]',0.022,0.026,0.020,77.550,25.300,-0.608,0.287
'[15:37:19.060 02/03/1995]',0.024,0.025,0.021,77.550,25.300,-0.608,0.287
'[15:37:19.062 02/03/1995]',0.025,0.025,0.022,77.550,25.300,-0.608,0.287
'[15:37:19.064 02/03/1995]',0.026,0.025,0.024,77.650,25.650,-0.615,0.273
'[15:37:19.066 02/03/1995]',0.027,0.025,0.026,77.650,25.650,-0.615,0.273
'[15:37:19.068 02/03/1995]',0.028,0.025,0.028,77.650,25.650,-0.615,0.273
'[15:37:19.070 02/03/1995]',0.029,0.025,0.030,77.650,25.650,-0.615,0.273
'[15:37:19.072 02/03/1995]',0.031,0.025,0.032,78.000,26.050,-0.619,0.257
'[15:37:19.074 02/03/1995]',0.033,0.025,0.034,78.000,26.050,-0.619,0.257
'[15:37:19.076 02/03/1995]',0.035,0.025,0.037,78.000,26.050,-0.619,0.257
'[15:37:19.078 02/03/1995]',0.037,0.025,0.040,78.000,26.050,-0.619,0.257
'[15:37:19.080 02/03/1995]',0.039,0.025,0.043,78.750,26.350,-0.620,0.240
'[15:37:19.082 02/03/1995]',0.041,0.025,0.046,78.750,26.350,-0.620,0.240
'[15:37:19.084 02/03/1995]',0.042,0.025,0.050,78.750,26.350,-0.620,0.240
'[15:37:19.086 02/03/1995]',0.043,0.025,0.053,78.750,26.350,-0.620,0.240
'[15:37:19.088 02/03/1995]',0.044,0.025,0.056,79.950,26.475,-0.620,0.224
'[15:37:19.090 02/03/1995]',0.046,0.025,0.059,79.950,26.475,-0.620,0.224
'[15:37:19.092 02/03/1995]',0.049,0.025,0.062,79.950,26.475,-0.620,0.224
'[15:37:19.094 02/03/1995]',0.051,0.026,0.065,79.950,26.475,-0.620,0.224
'[15:37:19.096 02/03/1995]',0.053,0.028,0.070,81.650,26.350,-0.619,0.208
'[15:37:19.098 02/03/1995]',0.056,0.029,0.074,81.650,26.350,-0.619,0.208
'[15:37:19.100 02/03/1995]',0.058,0.030,0.078,81.650,26.350,-0.619,0.208
'[15:37:19.102 02/03/1995]',0.060,0.032,0.082,81.650,26.350,-0.619,0.208
'[15:37:19.104 02/03/1995]',0.064,0.033,0.086,83.950,26.350,-0.613,0.194
'[15:37:19.106 02/03/1995]',0.067,0.033,0.089,83.950,26.350,-0.613,0.194
'[15:37:19.108 02/03/1995]',0.070,0.033,0.092,83.950,26.350,-0.613,0.194
'[15:37:19.110 02/03/1995]',0.074,0.033,0.096,83.950,26.350,-0.613,0.194
'[15:37:19.112 02/03/1995]',0.076,0.033,0.100,86.750,26.650,-0.604,0.178
'[15:37:19.114 02/03/1995]',0.078,0.032,0.103,86.750,26.650,-0.604,0.178
'[15:37:19.116 02/03/1995]',0.080,0.032,0.107,86.750,26.650,-0.604,0.178
'[15:37:19.118 02/03/1995]',0.081,0.032,0.111,86.750,26.650,-0.604,0.178
'[15:37:19.120 02/03/1995]',0.083,0.033,0.115,90.000,27.350,-0.593,0.164
'[15:37:19.122 02/03/1995]',0.085,0.034,0.118,90.000,27.350,-0.593,0.164
'[15:37:19.124 02/03/1995]',0.086,0.035,0.119,90.000,27.350,-0.593,0.164
'[15:37:19.126 02/03/1995]',0.088,0.035,0.121,90.000,27.350,-0.593,0.164
'[15:37:19.128 02/03/1995]',0.089,0.034,0.121,93.500,28.350,-0.576,0.149
'[15:37:19.130 02/03/1995]',0.091,0.033,0.122,93.500,28.350,-0.576,0.149
'[15:37:19.132 02/03/1995]',0.091,0.033,0.122,93.500,28.350,-0.576,0.149
'[15:37:19.134 02/03/1995]',0.092,0.032,0.123,93.500,28.350,-0.576,0.149
'[15:37:19.136 02/03/1995]',0.091,0.032,0.123,97.200,29.400,-0.554,0.134
'[15:37:19.138 02/03/1995]',0.091,0.032,0.123,97.200,29.400,-0.554,0.134
'[15:37:19.140 02/03/1995]',0.091,0.033,0.122,97.200,29.400,-0.554,0.134
'[15:37:19.142 02/03/1995]',0.091,0.034,0.121,97.200,29.400,-0.554,0.134
'[15:37:19.144 02/03/1995]',0.090,0.035,0.120,100.750,30.400,-0.524,0.119
'[15:37:19.146 02/03/1995]',0.090,0.036,0.119,100.750,30.400,-0.524,0.119
'[15:37:19.148 02/03/1995]',0.088,0.036,0.117,100.750,30.400,-0.524,0.119
'[15:37:19.150 02/03/1995]',0.087,0.036,0.115,100.750,30.400,-0.524,0.119
'[15:37:19.152 02/03/1995]',0.085,0.036,0.112,104.200,31.275,-0.484,0.104
'[15:37:19.154 02/03/1995]',0.083,0.036,0.108,104.200,31.275,-0.484,0.104
'[15:37:19.156 02/03/1995]',0.081,0.035,0.104,104.200,31.275,-0.484,0.104
'[15:37:19.158 02/03/1995]',0.078,0.035,0.100,104.200,31.275,-0.484,0.104
'[15:37:19.160 02/03/1995]',0.075,0.034,0.097,107.400,31.925,-0.436,0.091
'[15:37:19.162 02/03/1995]',0.073,0.033,0.093,107.400,31.925,-0.436,0.091
'[15:37:19.164 02/03/1995]',0.070,0.032,0.089,107.400,31.925,-0.436,0.091
'[15:37:19.166 02/03/1995]',0.067,0.031,0.085,107.400,31.925,-0.436,0.091
'[15:37:19.168 02/03/1995]',0.064,0.029,0.080,110.050,32.225,-0.381,0.079
'[15:37:19.170 02/03/1995]',0.060,0.028,0.075,110.050,32.225,-0.381,0.079
'[15:37:19.172 02/03/1995]',0.057,0.026,0.070,110.050,32.225,-0.381,0.079
'[15:37:19.174 02/03/1995]',0.053,0.025,0.065,110.050,32.225,-0.381,0.079
'[15:37:19.176 02/03/1995]',0.050,0.023,0.059,112.300,32.275,-0.313,0.067
'[15:37:19.178 02/03/1995]',0.046,0.021,0.053,112.300,32.275,-0.313,0.067
'[15:37:19.180 02/03/1995]',0.042,0.018,0.047,112.300,32.275,-0.313,0.067
'[15:37:19.182 02/03/1995]',0.037,0.016,0.041,112.300,32.275,-0.313,0.067
'[15:37:19.184 02/03/1995]',0.033,0.013,0.035,113.750,31.975,-0.239,0.055
'[15:37:19.186 02/03/1995]',0.028,0.010,0.030,113.750,31.975,-0.239,0.055
'[15:37:19.188 02/03/1995]',0.024,0.008,0.025,113.750,31.975,-0.239,0.055
'[15:37:19.190 02/03/1995]',0.019,0.006,0.020,113.750,31.975,-0.239,0.055
'[15:37:19.192 02/03/1995]',0.017,0.004,0.016,114.550,31.400,-0.157,0.043
'[15:37:19.194 02/03/1995]',0.014,0.002,0.012,114.550,31.400,-0.157,0.043
'[15:37:19.196 02/03/1995]',0.011,0.001,0.009,114.550,31.400,-0.157,0.043
'[15:37:19.198 02/03/1995]',0.009,-0.001,0.005,114.550,31.400,-0.157,0.043
'[15:37:19.200 02/03/1995]',0.005,-0.003,0.002,114.550,30.625,-0.070,0.032
'[15:37:19.202 02/03/1995]',0.002,-0.005,-0.002,114.550,30.625,-0.070,0.032
'[15:37:19.204 02/03/1995]',-0.002,-0.007,-0.005,114.550,30.625,-0.070,0.032
'[15:37:19.206 02/03/1995]',-0.005,-0.009,-0.009,114.550,30.625,-0.070,0.032
'[15:37:19.208 02/03/1995]',-0.007,-0.012,-0.013,113.800,29.750,0.017,0.021
'[15:37:19.210 02/03/1995]',-0.010,-0.015,-0.017,113.800,29.750,0.017,0.021
'[15:37:19.212 02/03/1995]',-0.012,-0.018,-0.020,113.800,29.750,0.017,0.021
'[15:37:19.214 02/03/1995]',-0.014,-0.020,-0.023,113.800,29.750,0.017,0.021
'[15:37:19.216 02/03/1995]',-0.015,-0.022,-0.025,112.550,28.700,0.099,0.009
'[15:37:19.218 02/03/1995]',-0.017,-0.024,-0.027,112.550,28.700,0.099,0.009
'[15:37:19.220 02/03/1995]',-0.018,-0.025,-0.029,112.550,28.700,0.099,0.009
'[15:37:19.222 02/03/1995]',-0.019,-0.026,-0.031,112.550,28.700,0.099,0.009
'[15:37:19.224 02/03/1995]',-0.021,-0.026,-0.032,110.650,27.525,0.176,-0.003
'[15:37:19.226 02/03/1995]',-0.022,-0.027,-0.033,110.650,27.525,0.176,-0.003
'[15:37:19.228 02/03/1995]',-0.023,-0.028,-0.034,110.650,27.525,0.176,-0.003
'[15:37:19.230 02/03/1995]',-0.024,-0.029,-0.034,110.650,27.525,0.176,-0.003
'[15:37:19.232 02/03/1995]',-0.025,-0.030,-0.034,108.250,26.350,0.246,-0.014
'[15:37:19.234 02/03/1995]',-0.026,-0.031,-0.033,108.250,26.350,0.246,-0.014
'[15:37:19.236 02/03/1995]',-0.026,-0.032,-0.033,108.250,26.350,0.246,-0.014
'[15:37:19.238 02/03/1995]',-0.026,-0.033,-0.033,108.250,26.350,0.246,-0.014
'[15:37:19.240 02/03/1995]',-0.025,-0.034,-0.033,105.400,25.300,0.300,-0.025
'[15:37:19.242 02/03/1995]',-0.025,-0.034,-0.032,105.400,25.300,0.300,-0.025
'[15:37:19.244 02/03/1995]',-0.024,-0.033,-0.031,105.400,25.300,0.300,-0.025
'[15:37:19.246 02/03/1995]',-0.023,-0.032,-0.030,105.400,25.300,0.300,-0.025
'[15:37:19.248 02/03/1995]',-0.022,-0.031,-0.029,102.200,24.175,0.346,-0.037
'[15:37:19.250 02/03/1995]',-0.021,-0.030,-0.029,102.200,24.175,0.346,-0.037
'[15:37:19.252 02/03/1995]',-0.020,-0.029,-0.029,102.200,24.175,0.346,-0.037
'[15:37:19.254 02/03/1995]',-0.019,-0.029,-0.030,102.200,24.175,0.346,-0.037
'[15:37:19.256 02/03/1995]',-0.018,-0.029,-0.030,98.900,23.075,0.375,-0.049
'[15:37:19.258 02/03/1995]',-0.018,-0.030,-0.030,98.900,23.075,0.375,-0.049
'[15:37:19.260 02/03/1995]',-0.018,-0.029,-0.030,98.900,23.075,0.375,-0.049
'[15:37:19.262 02/03/1995]',-0.019,-0.029,-0.030,98.900,23.075,0.375,-0.049
'[15:37:19.264 02/03/1995]',-0.018,-0.027,-0.029,95.400,21.900,0.392,-0.060
'[15:37:19.266 02/03/1995]',-0.018,-0.025,-0.029,95.400,21.900,0.392,-0.060
'[15:37:19.268 02/03/1995]',-0.017,-0.021,-0.028,95.400,21.900,0.392,-0.060
'[15:37:19.270 02/03/1995]',-0.015,-0.018,-0.027,95.400,21.900,0.392,-0.060
'[15:37:19.272 02/03/1995]',-0.013,-0.015,-0.025,92.150,21.075,0.396,-0.071
'[15:37:19.274 02/03/1995]',-0.011,-0.013,-0.024,92.150,21.075,0.396,-0.071
'[15:37:19.276 02/03/1995]',-0.011,-0.012,-0.023,92.150,21.075,0.396,-0.071
'[15:37:19.278 02/03/1995]',-0.010,-0.011,-0.022,92.150,21.075,0.396,-0.071
'[15:37:19.280 02/03/1995]',-0.009,-0.011,-0.020,89.150,20.975,0.385,-0.083
'[15:37:19.282 02/03/1995]',-0.008,-0.011,-0.018,89.150,20.975,0.385,-0.083
'[15:37:19.284 02/03/1995]',-0.007,-0.011,-0.017,89.150,20.975,0.385,-0.083
'[15:37:19.286 02/03/1995]',-0.007,-0.012,-0.015,89.150,20.975,0.385,-0.083
'[15:37:19.288 02/03/1995]',-0.007,-0.013,-0.014,86.600,21.900,0.358,-0.093
'[15:37:19.290 02/03/1995]',-0.007,-0.014,-0.013,86.600,21.900,0.358,-0.093
'[15:37:19.292 02/03/1995]',-0.007,-0.012,-0.012,86.600,21.900,0.358,-0.093
'[15:37:19.294 02/03/1995]',-0.008,-0.010,-0.011,86.600,21.900,0.358,-0.093
'[15:37:19.296 02/03/1995]',-0.007,-0.006,-0.009,84.550,23.650,0.322,-0.103
'[15:37:19.298 02/03/1995]',-0.006,-0.003,-0.007,84.550,23.650,0.322,-0.103
'[15:37:19.300 02/03/1995]',-0.003,0.002,-0.005,84.550,23.650,0.322,-0.103
'[15:37:19.302 02/03/1995]',0.000,0.006,-0.003,84.550,23.650,0.322,-0.103
'[15:37:19.304 02/03/1995]',0.003,0.011,-0.002,82.950,25.700,0.276,-0.113
'[15:37:19.306 02/03/1995]',0.005,0.016,0.000,82.950,25.700,0.276,-0.113
'[15:37:19.308 02/03/1995]',0.008,0.022,0.003,82.950,25.700,0.276,-0.113
'[15:37:19.310 02/03/1995]',0.011,0.028,0.005,82.950,25.700,0.276,-0.113
'[15:37:19.312 02/03/1995]',0.013,0.034,0.007,81.900,27.700,0.219,-0.121
'[15:37:19.314 02/03/1995]',0.014,0.039,0.010,81.900,27.700,0.219,-0.121
'[15:37:19.316 02/03/1995]',0.015,0.044,0.011,81.900,27.700,0.219,-0.121
'[15:37:19.318 02/03/1995]',0.015,0.049,0.012,81.900,27.700,0.219,-0.121
'[15:37:19.320 02/03/1995]',0.015,0.053,0.013,81.350,29.450,0.154,-0.131
'[15:37:19.322 02/03/1995]',0.015,0.058,0.014,81.350,29.450,0.154,-0.131
'[15:37:19.324 02/03/1995]',0.016,0.063,0.015,81.350,29.450,0.154,-0.131
'[15:37:19.326 02/03/1995]',0.017,0.068,0.015,81.350,29.450,0.154,-0.131
'[15:37:19.328 02/03/1995]',0.019,0.075,0.015,81.300,30.575,0.085,-0.139
'[15:37:19.330 02/03/1995]',0.021,0.082,0.014,81.300,30.575,0.085,-0.139
'[15:37:19.332 02/03/1995]',0.023,0.088,0.015,81.300,30.575,0.085,-0.139
'[15:37:19.334 02/03/1995]',0.025,0.094,0.015,81.300,30.575,0.085,-0.139
'[15:37:19.336 02/03/1995]',0.028,0.099,0.016,81.550,30.975,0.013,-0.147
'[15:37:19.338 02/03/1995]',0.030,0.103,0.017,81.550,30.975,0.013,-0.147
'[15:37:19.340 02/03/1995]',0.031,0.103,0.018,81.550,30.975,0.013,-0.147
'[15:37:19.342 02/03/1995]',0.032,0.104,0.019,81.550,30.975,0.013,-0.147
'[15:37:19.344 02/03/1995]',0.033,0.101,0.018,82.100,30.625,-0.059,-0.156
'[15:37:19.346 02/03/1995]',0.033,0.098,0.018,82.100,30.625,-0.059,-0.156
'[15:37:19.348 02/03/1995]',0.033,0.093,0.018,82.100,30.625,-0.059,-0.156
'[15:37:19.350 02/03/1995]',0.032,0.089,0.017,82.100,30.625,-0.059,-0.156
'[15:37:19.352 02/03/1995]',0.030,0.084,0.016,82.900,29.800,-0.127,-0.166
'[15:37:19.354 02/03/1995]',0.028,0.078,0.015,82.900,29.800,-0.127,-0.166
'[15:37:19.356 02/03/1995]',0.026,0.072,0.014,82.900,29.800,-0.127,-0.166
'[15:37:19.358 02/03/1995]',0.024,0.066,0.013,82.900,29.800,-0.127,-0.166
'[15:37:19.360 02/03/1995]',0.021,0.061,0.012,83.750,28.575,-0.192,-0.176
'[15:37:19.362 02/03/1995]',0.018,0.056,0.011,83.750,28.575,-0.192,-0.176
'[15:37:19.364 02/03/1995]',0.015,0.051,0.009,83.750,28.575,-0.192,-0.176
'[15:37:19.366 02/03/1995]',0.013,0.045,0.008,83.750,28.575,-0.192,-0.176
'[15:37:19.368 02/03/1995]',0.011,0.039,0.005,84.700,27.125,-0.248,-0.187
'[15:37:19.370 02/03/1995]',0.010,0.033,0.003,84.700,27.125,-0.248,-0.187
'[15:37:19.372 02/03/1995]',0.007,0.027,0.001,84.700,27.125,-0.248,-0.187
'[15:37:19.374 02/03/1995]',0.005,0.021,-0.002,84.700,27.125,-0.248,-0.187
'[15:37:19.376 02/03/1995]',0.002,0.016,-0.005,85.650,25.475,-0.292,-0.198
'[15:37:19.378 02/03/1995]',-0.002,0.011,-0.008,85.650,25.475,-0.292,-0.198
'[15:37:19.380 02/03/1995]',-0.005,0.007,-0.011,85.650,25.475,-0.292,-0.198
'[15:37:19.382 02/03/1995]',-0.008,0.003,-0.014,85.650,25.475,-0.292,-0.198
'[15:37:19.384 02/03/1995]',-0.011,0.000,-0.017,86.600,23.900,-0.330,-0.208
'[15:37:19.386 02/03/1995]',-0.013,-0.003,-0.019,86.600,23.900,-0.330,-0.208
'[15:37:19.388 02/03/1995]',-0.015,-0.005,-0.021,86.600,23.900,-0.330,-0.208
'[15:37:19.390 02/03/1995]',-0.016,-0.008,-0.023,86.600,23.900,-0.330,-0.208
'[15:37:19.392 02/03/1995]',-0.018,-0.011,-0.025,87.400,22.425,-0.353,-0.218
'[15:37:19.394 02/03/1995]',-0.019,-0.014,-0.027,87.400,22.425,-0.353,-0.218
'[15:37:19.396 02/03/1995]',-0.021,-0.017,-0.029,87.400,22.425,-0.353,-0.218
'[15:37:19.398 02/03/1995]',-0.023,-0.020,-0.030,87.400,22.425,-0.353,-0.218
'[15:37:19.400 02/03/1995]',-0.025,-0.024,-0.030,88.100,21.250,-0.366,-0.228
