'Time and date','V','II','V','ABP','PAP','PLETH','RESP'
'[07:24:39.782 15/12/1995]',0.007,-0.042,0.001,40.285,28.250,0.000,-0.957
'[07:24:39.784 15/12/1995]',0.008,-0.042,0.001,39.760,28.000,0.000,-0.944
'[07:24:39.786 15/12/1995]',0.008,-0.042,-0.005,39.760,28.000,0.000,-0.944
'[07:24:39.788 15/12/1995]',0.008,-0.042,-0.005,39.760,28.000,0.000,-0.944
'[07:24:39.790 15/12/1995]',0.007,-0.042,-0.011,39.760,28.000,0.000,-0.944
'[07:24:39.792 15/12/1995]',0.007,-0.042,-0.005,39.310,27.950,0.000,-0.930
'[07:24:39.794 15/12/1995]',0.007,-0.043,0.001,39.310,27.950,0.000,-0.930
'[07:24:39.796 15/12/1995]',0.006,-0.043,0.001,39.310,27.950,0.000,-0.930
'[07:24:39.798 15/12/1995]',0.006,-0.044,0.001,39.310,27.950,0.000,-0.930
'[07:24:39.800 15/12/1995]',0.005,-0.043,0.001,38.935,28.000,0.000,-0.916
'[07:24:39.802 15/12/1995]',0.005,-0.042,-0.005,38.935,28.000,0.000,-0.916
'[07:24:39.804 15/12/1995]',0.005,-0.040,-0.005,38.935,28.000,0.000,-0.916
'[07:24:39.806 15/12/1995]',0.006,-0.038,-0.005,38.935,28.000,0.000,-0.916
'[07:24:39.808 15/12/1995]',0.006,-0.035,-0.005,38.485,28.150,0.000,-0.901
'[07:24:39.810 15/12/1995]',0.006,-0.031,0.001,38.485,28.150,0.000,-0.901
'[07:24:39.812 15/12/1995]',0.005,-0.025,0.006,38.485,28.150,0.000,-0.901
'[07:24:39.814 15/12/1995]',0.004,-0.019,0.006,38.485,28.150,0.000,-0.901
'[07:24:39.816 15/12/1995]',0.000,-0.009,0.001,38.185,28.400,0.000,-0.885
'[07:24:39.818 15/12/1995]',-0.004,0.002,-0.011,38.185,28.400,0.000,-0.885
'[07:24:39.820 15/12/1995]',-0.012,0.018,-0.028,38.185,28.400,0.000,-0.885
'[07:24:39.822 15/12/1995]',-0.021,0.035,-0.052,38.185,28.400,0.000,-0.885
'[07:24:39.824 15/12/1995]',-0.037,0.060,-0.075,38.035,28.500,0.000,-0.870
'[07:24:39.826 15/12/1995]',-0.053,0.085,-0.092,38.035,28.500,0.000,-0.870
'[07:24:39.828 15/12/1995]',-0.076,0.117,-0.115,38.035,28.500,0.000,-0.870
'[07:24:39.830 15/12/1995]',-0.098,0.150,-0.150,38.035,28.500,0.000,-0.870
'[07:24:39.832 15/12/1995]',-0.125,0.184,-0.190,37.884,28.600,0.000,-0.854
'[07:24:39.834 15/12/1995]',-0.152,0.218,-0.219,37.884,28.600,0.000,-0.854
'[07:24:39.836 15/12/1995]',-0.178,0.249,-0.242,37.884,28.600,0.000,-0.854
'[07:24:39.838 15/12/1995]',-0.204,0.279,-0.265,37.884,28.600,0.000,-0.854
'[07:24:39.840 15/12/1995]',-0.225,0.302,-0.276,37.809,28.550,0.000,-0.837
'[07:24:39.842 15/12/1995]',-0.247,0.324,-0.288,37.809,28.550,0.000,-0.837
'[07:24:39.844 15/12/1995]',-0.260,0.333,-0.288,37.809,28.550,0.000,-0.837
'[07:24:39.846 15/12/1995]',-0.274,0.342,-0.288,37.809,28.550,0.000,-0.837
'[07:24:39.848 15/12/1995]',-0.278,0.333,-0.282,37.659,28.450,0.000,-0.821
'[07:24:39.850 15/12/1995]',-0.282,0.323,-0.282,37.659,28.450,0.000,-0.821
'[07:24:39.852 15/12/1995]',-0.277,0.297,-0.282,37.659,28.450,0.000,-0.821
'[07:24:39.854 15/12/1995]',-0.271,0.271,-0.259,37.659,28.450,0.000,-0.821
'[07:24:39.856 15/12/1995]',-0.256,0.233,-0.224,37.659,28.200,0.000,-0.804
'[07:24:39.858 15/12/1995]',-0.240,0.195,-0.196,37.659,28.200,0.000,-0.804
'[07:24:39.860 15/12/1995]',-0.218,0.154,-0.161,37.659,28.200,0.000,-0.804
'[07:24:39.862 15/12/1995]',-0.196,0.112,-0.132,37.659,28.200,0.000,-0.804
'[07:24:39.864 15/12/1995]',-0.170,0.074,-0.109,37.509,27.900,0.000,-0.790
'[07:24:39.866 15/12/1995]',-0.145,0.037,-0.086,37.509,27.900,0.000,-0.790
'[07:24:39.868 15/12/1995]',-0.120,0.005,-0.069,37.509,27.900,0.000,-0.790
'[07:24:39.870 15/12/1995]',-0.094,-0.027,-0.052,37.509,27.900,0.000,-0.790
'[07:24:39.872 15/12/1995]',-0.073,-0.055,-0.034,37.359,27.750,0.000,-0.777
'[07:24:39.874 15/12/1995]',-0.051,-0.082,-0.023,37.359,27.750,0.000,-0.777
'[07:24:39.876 15/12/1995]',-0.034,-0.106,-0.005,37.359,27.750,0.000,-0.777
'[07:24:39.878 15/12/1995]',-0.018,-0.129,0.006,37.359,27.750,0.000,-0.777
'[07:24:39.880 15/12/1995]',-0.006,-0.147,0.023,37.209,27.650,0.000,-0.766
'[07:24:39.882 15/12/1995]',0.006,-0.166,0.023,37.209,27.650,0.000,-0.766
'[07:24:39.884 15/12/1995]',0.014,-0.176,0.023,37.209,27.650,0.000,-0.766
'[07:24:39.886 15/12/1995]',0.022,-0.187,0.023,37.209,27.650,0.000,-0.766
'[07:24:39.888 15/12/1995]',0.026,-0.190,0.023,37.059,28.000,0.000,-0.757
'[07:24:39.890 15/12/1995]',0.031,-0.194,0.023,37.059,28.000,0.000,-0.757
'[07:24:39.892 15/12/1995]',0.033,-0.191,0.029,37.059,28.000,0.000,-0.757
'[07:24:39.894 15/12/1995]',0.035,-0.188,0.029,37.059,28.000,0.000,-0.757
'[07:24:39.896 15/12/1995]',0.036,-0.180,0.035,36.834,29.000,0.000,-0.751
'[07:24:39.898 15/12/1995]',0.037,-0.173,0.029,36.834,29.000,0.000,-0.751
'[07:24:39.900 15/12/1995]',0.037,-0.164,0.035,36.834,29.000,0.000,-0.751
'[07:24:39.902 15/12/1995]',0.038,-0.155,0.035,36.834,29.000,0.000,-0.751
'[07:24:39.904 15/12/1995]',0.038,-0.145,0.029,36.609,30.500,0.000,-0.750
'[07:24:39.906 15/12/1995]',0.038,-0.136,0.035,36.609,30.500,0.000,-0.750
'[07:24:39.908 15/12/1995]',0.039,-0.126,0.035,36.609,30.500,0.000,-0.750
'[07:24:39.910 15/12/1995]',0.039,-0.117,0.035,36.609,30.500,0.000,-0.750
'[07:24:39.912 15/12/1995]',0.040,-0.108,0.047,36.309,32.300,0.000,-0.750
'[07:24:39.914 15/12/1995]',0.040,-0.099,0.035,36.309,32.300,0.000,-0.750
'[07:24:39.916 15/12/1995]',0.040,-0.092,0.035,36.309,32.300,0.000,-0.750
'[07:24:39.918 15/12/1995]',0.039,-0.085,0.035,36.309,32.300,0.000,-0.750
'[07:24:39.920 15/12/1995]',0.038,-0.080,0.035,36.084,34.100,0.000,-0.756
'[07:24:39.922 15/12/1995]',0.037,-0.076,0.029,36.084,34.100,0.000,-0.756
'[07:24:39.924 15/12/1995]',0.036,-0.072,0.029,36.084,34.100,0.000,-0.756
'[07:24:39.926 15/12/1995]',0.035,-0.069,0.035,36.084,34.100,0.000,-0.756
'[07:24:39.928 15/12/1995]',0.034,-0.068,0.035,35.859,35.600,0.000,-0.767
'[07:24:39.930 15/12/1995]',0.033,-0.066,0.035,35.859,35.600,0.000,-0.767
'[07:24:39.932 15/12/1995]',0.031,-0.063,0.029,35.859,35.600,0.000,-0.767
'[07:24:39.934 15/12/1995]',0.030,-0.061,0.029,35.859,35.600,0.000,-0.767
'[07:24:39.936 15/12/1995]',0.028,-0.058,0.023,35.559,36.400,0.000,-0.784
'[07:24:39.938 15/12/1995]',0.027,-0.055,0.023,35.559,36.400,0.000,-0.784
'[07:24:39.940 15/12/1995]',0.026,-0.052,0.023,35.559,36.400,0.000,-0.784
'[07:24:39.942 15/12/1995]',0.026,-0.050,0.023,35.559,36.400,0.000,-0.784
'[07:24:39.944 15/12/1995]',0.026,-0.048,0.029,35.259,36.350,0.000,-0.806
'[07:24:39.946 15/12/1995]',0.027,-0.047,0.035,35.259,36.350,0.000,-0.806
'[07:24:39.948 15/12/1995]',0.028,-0.046,0.035,35.259,36.350,0.000,-0.806
'[07:24:39.950 15/12/1995]',0.029,-0.045,0.035,35.259,36.350,0.000,-0.806
'[07:24:39.952 15/12/1995]',0.030,-0.045,0.029,34.959,36.000,0.000,-0.830
'[07:24:39.954 15/12/1995]',0.031,-0.044,0.029,34.959,36.000,0.000,-0.830
'[07:24:39.956 15/12/1995]',0.031,-0.045,0.029,34.959,36.000,0.000,-0.830
'[07:24:39.958 15/12/1995]',0.032,-0.046,0.029,34.959,36.000,0.000,-0.830
'[07:24:39.960 15/12/1995]',0.032,-0.046,0.035,34.659,35.700,0.000,-0.853
'[07:24:39.962 15/12/1995]',0.032,-0.047,0.035,34.659,35.700,0.000,-0.853
'[07:24:39.964 15/12/1995]',0.032,-0.046,0.035,34.659,35.700,0.000,-0.853
'[07:24:39.966 15/12/1995]',0.031,-0.046,0.035,34.659,35.700,0.000,-0.853
'[07:24:39.968 15/12/1995]',0.030,-0.045,0.029,34.284,35.650,0.000,-0.875
'[07:24:39.970 15/12/1995]',0.029,-0.045,0.023,34.284,35.650,0.000,-0.875
'[07:24:39.972 15/12/1995]',0.028,-0.044,0.023,34.284,35.650,0.000,-0.875
'[07:24:39.974 15/12/1995]',0.028,-0.043,0.023,34.284,35.650,0.000,-0.875
'[07:24:39.976 15/12/1995]',0.028,-0.042,0.029,33.908,35.700,0.000,-0.898
'[07:24:39.978 15/12/1995]',0.028,-0.040,0.035,33.908,35.700,0.000,-0.898
'[07:24:39.980 15/12/1995]',0.028,-0.039,0.035,33.908,35.700,0.000,-0.898
'[07:24:39.982 15/12/1995]',0.028,-0.037,0.035,33.908,35.700,0.000,-0.898
'[07:24:39.984 15/12/1995]',0.029,-0.035,0.029,33.908,36.050,0.000,-0.919
'[07:24:39.986 15/12/1995]',0.029,-0.034,0.023,33.908,36.050,0.000,-0.919
'[07:24:39.988 15/12/1995]',0.029,-0.032,0.023,33.908,36.050,0.000,-0.919
'[07:24:39.990 15/12/1995]',0.030,-0.030,0.012,33.908,36.050,0.000,-0.919
'[07:24:39.992 15/12/1995]',0.029,-0.029,0.023,34.659,36.650,0.000,-0.937
'[07:24:39.994 15/12/1995]',0.029,-0.027,0.023,34.659,36.650,0.000,-0.937
'[07:24:39.996 15/12/1995]',0.027,-0.026,0.029,34.659,36.650,0.000,-0.937
'[07:24:39.998 15/12/1995]',0.026,-0.025,0.029,34.659,36.650,0.000,-0.937
'[07:24:40.000 15/12/1995]',0.025,-0.024,0.023,37.209,37.400,0.000,-0.952
'[07:24:40.002 15/12/1995]',0.024,-0.023,0.012,37.209,37.400,0.000,-0.952
'[07:24:40.004 15/12/1995]',0.023,-0.022,0.006,37.209,37.400,0.000,-0.952
'[07:24:40.006 15/12/1995]',0.022,-0.021,0.006,37.209,37.400,0.000,-0.952
'[07:24:40.008 15/12/1995]',0.022,-0.021,0.023,43.211,38.400,0.000,-0.965
'[07:24:40.010 15/12/1995]',0.021,-0.020,0.023,43.211,38.400,0.000,-0.965
'[07:24:40.012 15/12/1995]',0.021,-0.018,0.029,43.211,38.400,0.000,-0.965
'[07:24:40.014 15/12/1995]',0.020,-0.015,0.029,43.211,38.400,0.000,-0.965
'[07:24:40.016 15/12/1995]',0.021,-0.014,0.029,54.089,39.500,0.000,-0.976
'[07:24:40.018 15/12/1995]',0.021,-0.012,0.023,54.089,39.500,0.000,-0.976
'[07:24:40.020 15/12/1995]',0.021,-0.011,0.012,54.089,39.500,0.000,-0.976
'[07:24:40.022 15/12/1995]',0.020,-0.011,0.012,54.089,39.500,0.000,-0.976
'[07:24:40.024 15/12/1995]',0.019,-0.011,0.012,69.992,40.750,0.000,-0.985
'[07:24:40.026 15/12/1995]',0.019,-0.011,0.012,69.992,40.750,0.000,-0.985
'[07:24:40.028 15/12/1995]',0.017,-0.011,0.023,69.992,40.750,0.000,-0.985
'[07:24:40.030 15/12/1995]',0.016,-0.011,0.023,69.992,40.750,0.000,-0.985
'[07:24:40.032 15/12/1995]',0.014,-0.009,0.012,88.522,42.050,0.000,-0.994
'[07:24:40.034 15/12/1995]',0.012,-0.008,0.006,88.522,42.050,0.000,-0.994
'[07:24:40.036 15/12/1995]',0.011,-0.005,0.001,88.522,42.050,0.000,-0.994
'[07:24:40.038 15/12/1995]',0.009,-0.003,0.001,88.522,42.050,0.000,-0.994
'[07:24:40.040 15/12/1995]',0.008,-0.001,0.001,106.227,43.500,0.000,-1.001
'[07:24:40.042 15/12/1995]',0.007,0.001,0.006,106.227,43.500,0.000,-1.001
'[07:24:40.044 15/12/1995]',0.007,0.002,0.006,106.227,43.500,0.000,-1.001
'[07:24:40.046 15/12/1995]',0.007,0.003,0.012,106.227,43.500,0.000,-1.001
'[07:24:40.048 15/12/1995]',0.007,0.003,0.012,119.130,45.100,0.000,-1.006
'[07:24:40.050 15/12/1995]',0.007,0.002,0.012,119.130,45.100,0.000,-1.006
'[07:24:40.052 15/12/1995]',0.007,0.003,0.006,119.130,45.100,0.000,-1.006
'[07:24:40.054 15/12/1995]',0.007,0.003,0.001,119.130,45.100,0.000,-1.006
'[07:24:40.056 15/12/1995]',0.007,0.004,0.001,125.356,46.750,0.000,-1.009
'[07:24:40.058 15/12/1995]',0.007,0.005,0.006,125.356,46.750,0.000,-1.009
'[07:24:40.060 15/12/1995]',0.007,0.006,0.012,125.356,46.750,0.000,-1.009
'[07:24:40.062 15/12/1995]',0.007,0.008,0.006,125.356,46.750,0.000,-1.009
'[07:24:40.064 15/12/1995]',0.007,0.009,0.006,125.356,48.400,0.000,-1.009
'[07:24:40.066 15/12/1995]',0.007,0.010,0.006,125.356,48.400,0.000,-1.009
'[07:24:40.068 15/12/1995]',0.007,0.011,0.006,125.356,48.400,0.000,-1.009
'[07:24:40.070 15/12/1995]',0.007,0.012,0.001,125.356,48.400,0.000,-1.009
'[07:24:40.072 15/12/1995]',0.007,0.012,0.001,121.230,49.750,0.000,-1.007
'[07:24:40.074 15/12/1995]',0.007,0.012,0.001,121.230,49.750,0.000,-1.007
'[07:24:40.076 15/12/1995]',0.007,0.012,0.006,121.230,49.750,0.000,-1.007
'[07:24:40.078 15/12/1995]',0.007,0.012,0.006,121.230,49.750,0.000,-1.007
'[07:24:40.080 15/12/1995]',0.007,0.012,0.012,115.454,50.800,0.000,-1.003
'[07:24:40.082 15/12/1995]',0.007,0.012,0.012,115.454,50.800,0.000,-1.003
'[07:24:40.084 15/12/1995]',0.007,0.012,0.006,115.454,50.800,0.000,-1.003
'[07:24:40.086 15/12/1995]',0.007,0.011,0.001,115.454,50.800,0.000,-1.003
'[07:24:40.088 15/12/1995]',0.007,0.011,0.001,109.677,51.450,0.000,-0.998
'[07:24:40.090 15/12/1995]',0.007,0.011,0.001,109.677,51.450,0.000,-0.998
'[07:24:40.092 15/12/1995]',0.007,0.010,0.001,109.677,51.450,0.000,-0.998
'[07:24:40.094 15/12/1995]',0.007,0.010,0.006,109.677,51.450,0.000,-0.998
'[07:24:40.096 15/12/1995]',0.006,0.009,0.012,104.351,51.750,0.000,-0.991
'[07:24:40.098 15/12/1995]',0.006,0.008,0.012,104.351,51.750,0.000,-0.991
'[07:24:40.100 15/12/1995]',0.005,0.007,0.006,104.351,51.750,0.000,-0.991
'[07:24:40.102 15/12/1995]',0.005,0.006,0.001,104.351,51.750,0.000,-0.991
'[07:24:40.104 15/12/1995]',0.005,0.004,0.001,99.775,51.700,0.000,-0.982
'[07:24:40.106 15/12/1995]',0.006,0.002,0.001,99.775,51.700,0.000,-0.982
'[07:24:40.108 15/12/1995]',0.006,0.000,0.001,99.775,51.700,0.000,-0.982
'[07:24:40.110 15/12/1995]',0.006,-0.002,0.012,99.775,51.700,0.000,-0.982
'[07:24:40.112 15/12/1995]',0.007,-0.005,0.012,95.724,51.500,0.000,-0.972
'[07:24:40.114 15/12/1995]',0.008,-0.008,0.012,95.724,51.500,0.000,-0.972
'[07:24:40.116 15/12/1995]',0.009,-0.011,0.012,95.724,51.500,0.000,-0.972
'[07:24:40.118 15/12/1995]',0.009,-0.013,0.012,95.724,51.500,0.000,-0.972
'[07:24:40.120 15/12/1995]',0.010,-0.014,0.006,92.048,51.150,0.000,-0.961
'[07:24:40.122 15/12/1995]',0.010,-0.014,0.006,92.048,51.150,0.000,-0.961
'[07:24:40.124 15/12/1995]',0.009,-0.015,0.001,92.048,51.150,0.000,-0.961
'[07:24:40.126 15/12/1995]',0.009,-0.015,0.006,92.048,51.150,0.000,-0.961
'[07:24:40.128 15/12/1995]',0.008,-0.016,0.006,88.822,50.650,0.000,-0.947
'[07:24:40.130 15/12/1995]',0.007,-0.016,0.006,88.822,50.650,0.000,-0.947
'[07:24:40.132 15/12/1995]',0.006,-0.016,0.006,88.822,50.650,0.000,-0.947
'[07:24:40.134 15/12/1995]',0.005,-0.015,0.001,88.822,50.650,0.000,-0.947
'[07:24:40.136 15/12/1995]',0.004,-0.016,-0.005,86.122,50.000,0.000,-0.932
'[07:24:40.138 15/12/1995]',0.003,-0.016,-0.005,86.122,50.000,0.000,-0.932
'[07:24:40.140 15/12/1995]',0.003,-0.017,0.001,86.122,50.000,0.000,-0.932
'[07:24:40.142 15/12/1995]',0.002,-0.018,0.001,86.122,50.000,0.000,-0.932
'[07:24:40.144 15/12/1995]',0.003,-0.018,0.006,83.946,49.200,0.000,-0.917
'[07:24:40.146 15/12/1995]',0.004,-0.019,0.012,83.946,49.200,0.000,-0.917
'[07:24:40.148 15/12/1995]',0.005,-0.020,0.012,83.946,49.200,0.000,-0.917
'[07:24:40.150 15/12/1995]',0.006,-0.021,0.023,83.946,49.200,0.000,-0.917
'[07:24:40.152 15/12/1995]',0.007,-0.020,0.006,82.296,48.250,0.000,-0.903
'[07:24:40.154 15/12/1995]',0.008,-0.020,0.006,82.296,48.250,0.000,-0.903
'[07:24:40.156 15/12/1995]',0.008,-0.020,0.001,82.296,48.250,0.000,-0.903
'[07:24:40.158 15/12/1995]',0.009,-0.020,0.001,82.296,48.250,0.000,-0.903
'[07:24:40.160 15/12/1995]',0.009,-0.019,0.006,80.795,47.200,0.000,-0.891
'[07:24:40.162 15/12/1995]',0.008,-0.019,0.006,80.795,47.200,0.000,-0.891
'[07:24:40.164 15/12/1995]',0.008,-0.018,0.006,80.795,47.200,0.000,-0.891
'[07:24:40.166 15/12/1995]',0.007,-0.018,0.001,80.795,47.200,0.000,-0.891
'[07:24:40.168 15/12/1995]',0.006,-0.017,0.001,79.370,46.050,0.000,-0.879
'[07:24:40.170 15/12/1995]',0.006,-0.017,0.001,79.370,46.050,0.000,-0.879
'[07:24:40.172 15/12/1995]',0.006,-0.017,0.001,79.370,46.050,0.000,-0.879
'[07:24:40.174 15/12/1995]',0.007,-0.017,0.006,79.370,46.050,0.000,-0.879
'[07:24:40.176 15/12/1995]',0.007,-0.016,0.006,77.794,44.800,0.000,-0.870
'[07:24:40.178 15/12/1995]',0.008,-0.016,0.012,77.794,44.800,0.000,-0.870
'[07:24:40.180 15/12/1995]',0.008,-0.015,0.012,77.794,44.800,0.000,-0.870
'[07:24:40.182 15/12/1995]',0.007,-0.014,0.012,77.794,44.800,0.000,-0.870
'[07:24:40.184 15/12/1995]',0.007,-0.012,0.001,76.144,43.400,0.000,-0.861
'[07:24:40.186 15/12/1995]',0.007,-0.011,0.001,76.144,43.400,0.000,-0.861
'[07:24:40.188 15/12/1995]',0.006,-0.008,-0.005,76.144,43.400,0.000,-0.861
'[07:24:40.190 15/12/1995]',0.006,-0.006,-0.005,76.144,43.400,0.000,-0.861
'[07:24:40.192 15/12/1995]',0.005,-0.003,0.001,74.119,41.900,0.000,-0.855
'[07:24:40.194 15/12/1995]',0.005,-0.001,0.006,74.119,41.900,0.000,-0.855
'[07:24:40.196 15/12/1995]',0.005,0.002,0.006,74.119,41.900,0.000,-0.855
'[07:24:40.198 15/12/1995]',0.006,0.005,0.006,74.119,41.900,0.000,-0.855
'[07:24:40.200 15/12/1995]',0.006,0.007,0.006,71.793,40.450,0.000,-0.850
'[07:24:40.202 15/12/1995]',0.006,0.009,0.001,71.793,40.450,0.000,-0.850
'[07:24:40.204 15/12/1995]',0.005,0.011,0.001,71.793,40.450,0.000,-0.850
'[07:24:40.206 15/12/1995]',0.005,0.014,0.001,71.793,40.450,0.000,-0.850
'[07:24:40.208 15/12/1995]',0.004,0.016,-0.005,69.017,39.100,0.000,-0.845
'[07:24:40.210 15/12/1995]',0.004,0.018,0.001,69.017,39.100,0.000,-0.845
'[07:24:40.212 15/12/1995]',0.002,0.019,0.001,69.017,39.100,0.000,-0.845
'[07:24:40.214 15/12/1995]',0.001,0.021,0.001,69.017,39.100,0.000,-0.845
'[07:24:40.216 15/12/1995]',0.001,0.023,0.001,66.017,37.950,0.000,-0.841
'[07:24:40.218 15/12/1995]',0.000,0.025,-0.011,66.017,37.950,0.000,-0.841
'[07:24:40.220 15/12/1995]',-0.001,0.027,-0.005,66.017,37.950,0.000,-0.841
'[07:24:40.222 15/12/1995]',-0.001,0.029,-0.005,66.017,37.950,0.000,-0.841
'[07:24:40.224 15/12/1995]',-0.001,0.030,-0.005,62.641,36.950,0.000,-0.836
'[07:24:40.226 15/12/1995]',-0.002,0.031,-0.005,62.641,36.950,0.000,-0.836
'[07:24:40.228 15/12/1995]',-0.002,0.031,0.001,62.641,36.950,0.000,-0.836
'[07:24:40.230 15/12/1995]',-0.003,0.031,0.001,62.641,36.950,0.000,-0.836
'[07:24:40.232 15/12/1995]',-0.003,0.031,0.001,59.190,36.150,0.000,-0.832
'[07:24:40.234 15/12/1995]',-0.004,0.031,-0.005,59.190,36.150,0.000,-0.832
'[07:24:40.236 15/12/1995]',-0.005,0.032,-0.005,59.190,36.150,0.000,-0.832
'[07:24:40.238 15/12/1995]',-0.006,0.033,-0.011,59.190,36.150,0.000,-0.832
'[07:24:40.240 15/12/1995]',-0.007,0.034,-0.011,55.814,35.750,0.000,-0.828
'[07:24:40.242 15/12/1995]',-0.008,0.035,-0.005,55.814,35.750,0.000,-0.828
'[07:24:40.244 15/12/1995]',-0.008,0.037,-0.005,55.814,35.750,0.000,-0.828
'[07:24:40.246 15/12/1995]',-0.008,0.038,-0.005,55.814,35.750,0.000,-0.828
'[07:24:40.248 15/12/1995]',-0.008,0.039,0.001,52.888,35.650,0.000,-0.825
'[07:24:40.250 15/12/1995]',-0.008,0.040,-0.005,52.888,35.650,0.000,-0.825
'[07:24:40.252 15/12/1995]',-0.008,0.039,-0.005,52.888,35.650,0.000,-0.825
'[07:24:40.254 15/12/1995]',-0.007,0.038,-0.005,52.888,35.650,0.000,-0.825
'[07:24:40.256 15/12/1995]',-0.007,0.037,-0.005,50.413,35.700,0.000,-0.823
'[07:24:40.258 15/12/1995]',-0.006,0.036,-0.005,50.413,35.700,0.000,-0.823
'[07:24:40.260 15/12/1995]',-0.006,0.034,0.001,50.413,35.700,0.000,-0.823
'[07:24:40.262 15/12/1995]',-0.005,0.032,0.001,50.413,35.700,0.000,-0.823
'[07:24:40.264 15/12/1995]',-0.004,0.030,0.001,48.612,35.900,0.000,-0.822
'[07:24:40.266 15/12/1995]',-0.003,0.028,0.001,48.612,35.900,0.000,-0.822
'[07:24:40.268 15/12/1995]',-0.002,0.027,-0.005,48.612,35.900,0.000,-0.822
'[07:24:40.270 15/12/1995]',-0.001,0.027,-0.005,48.612,35.900,0.000,-0.822
'[07:24:40.272 15/12/1995]',-0.000,0.027,-0.005,47.412,36.150,0.000,-0.821
'[07:24:40.274 15/12/1995]',0.000,0.027,-0.005,47.412,36.150,0.000,-0.821
'[07:24:40.276 15/12/1995]',-0.000,0.026,0.001,47.412,36.150,0.000,-0.821
'[07:24:40.278 15/12/1995]',-0.001,0.025,0.001,47.412,36.150,0.000,-0.821
'[07:24:40.280 15/12/1995]',-0.001,0.025,0.001,46.587,36.450,0.000,-0.819
'[07:24:40.282 15/12/1995]',-0.002,0.024,-0.005,46.587,36.450,0.000,-0.819
'[07:24:40.284 15/12/1995]',-0.003,0.024,-0.005,46.587,36.450,0.000,-0.819
'[07:24:40.286 15/12/1995]',-0.005,0.024,-0.011,46.587,36.450,0.000,-0.819
'[07:24:40.288 15/12/1995]',-0.006,0.023,-0.011,46.062,36.800,0.000,-0.817
'[07:24:40.290 15/12/1995]',-0.007,0.023,-0.011,46.062,36.800,0.000,-0.817
'[07:24:40.292 15/12/1995]',-0.008,0.023,-0.011,46.062,36.800,0.000,-0.817
'[07:24:40.294 15/12/1995]',-0.009,0.023,-0.011,46.062,36.800,0.000,-0.817
'[07:24:40.296 15/12/1995]',-0.010,0.024,-0.005,45.761,37.100,0.000,-0.815
'[07:24:40.298 15/12/1995]',-0.011,0.025,-0.005,45.761,37.100,0.000,-0.815
'[07:24:40.300 15/12/1995]',-0.011,0.026,-0.011,45.761,37.100,0.000,-0.815
'[07:24:40.302 15/12/1995]',-0.012,0.027,-0.023,45.761,37.100,0.000,-0.815
'[07:24:40.304 15/12/1995]',-0.011,0.027,-0.023,45.686,37.350,0.000,-0.812
'[07:24:40.306 15/12/1995]',-0.011,0.027,-0.023,45.686,37.350,0.000,-0.812
'[07:24:40.308 15/12/1995]',-0.011,0.026,-0.011,45.686,37.350,0.000,-0.812
'[07:24:40.310 15/12/1995]',-0.010,0.025,-0.005,45.686,37.350,0.000,-0.812
'[07:24:40.312 15/12/1995]',-0.010,0.024,-0.005,45.611,37.600,0.000,-0.807
'[07:24:40.314 15/12/1995]',-0.010,0.024,0.001,45.611,37.600,0.000,-0.807
'[07:24:40.316 15/12/1995]',-0.010,0.023,-0.005,45.611,37.600,0.000,-0.807
'[07:24:40.318 15/12/1995]',-0.010,0.022,-0.011,45.611,37.600,0.000,-0.807
'[07:24:40.320 15/12/1995]',-0.009,0.023,-0.023,45.686,37.700,0.000,-0.802
'[07:24:40.322 15/12/1995]',-0.009,0.023,-0.011,45.686,37.700,0.000,-0.802
'[07:24:40.324 15/12/1995]',-0.009,0.024,-0.011,45.686,37.700,0.000,-0.802
'[07:24:40.326 15/12/1995]',-0.008,0.025,-0.011,45.686,37.700,0.000,-0.802
'[07:24:40.328 15/12/1995]',-0.008,0.026,-0.005,45.836,37.700,0.000,-0.795
'[07:24:40.330 15/12/1995]',-0.008,0.027,-0.005,45.836,37.700,0.000,-0.795
'[07:24:40.332 15/12/1995]',-0.008,0.027,-0.005,45.836,37.700,0.000,-0.795
'[07:24:40.334 15/12/1995]',-0.008,0.027,-0.011,45.836,37.700,0.000,-0.795
'[07:24:40.336 15/12/1995]',-0.009,0.027,-0.011,46.062,37.650,0.000,-0.788
'[07:24:40.338 15/12/1995]',-0.009,0.027,-0.023,46.062,37.650,0.000,-0.788
'[07:24:40.340 15/12/1995]',-0.010,0.026,-0.023,46.062,37.650,0.000,-0.788
'[07:24:40.342 15/12/1995]',-0.010,0.024,-0.011,46.062,37.650,0.000,-0.788
'[07:24:40.344 15/12/1995]',-0.010,0.023,-0.005,46.287,37.500,0.000,-0.780
'[07:24:40.346 15/12/1995]',-0.010,0.022,0.001,46.287,37.500,0.000,-0.780
'[07:24:40.348 15/12/1995]',-0.010,0.023,0.001,46.287,37.500,0.000,-0.780
'[07:24:40.350 15/12/1995]',-0.009,0.023,-0.005,46.287,37.500,0.000,-0.780
'[07:24:40.352 15/12/1995]',-0.009,0.025,-0.005,46.512,37.350,0.000,-0.773
'[07:24:40.354 15/12/1995]',-0.008,0.027,-0.011,46.512,37.350,0.000,-0.773
'[07:24:40.356 15/12/1995]',-0.008,0.031,-0.011,46.512,37.350,0.000,-0.773
'[07:24:40.358 15/12/1995]',-0.008,0.034,-0.011,46.512,37.350,0.000,-0.773
