'Time and date','I','MCL1','V','ABP','PAP','RESP'
'[12:46:19.072 22/05/1995]',0.054,-0.073,-0.051,107.959,30.251,-0.339
'[12:46:19.074 22/05/1995]',0.054,-0.073,-0.051,107.959,30.251,-0.339
'[12:46:19.076 22/05/1995]',0.054,-0.073,-0.051,107.959,30.251,-0.339
'[12:46:19.078 22/05/1995]',0.054,-0.073,-0.034,107.959,30.251,-0.339
'[12:46:19.080 22/05/1995]',0.036,-0.073,-0.034,112.310,29.549,-0.360
'[12:46:19.082 22/05/1995]',0.036,-0.073,-0.034,112.310,29.549,-0.360
'[12:46:19.084 22/05/1995]',0.036,-0.055,-0.034,112.310,29.549,-0.360
'[12:46:19.086 22/05/1995]',0.036,-0.055,-0.034,112.310,29.549,-0.360
'[12:46:19.088 22/05/1995]',0.019,-0.036,-0.034,116.813,29.549,-0.380
'[12:46:19.090 22/05/1995]',0.019,-0.055,-0.034,116.813,29.549,-0.380
'[12:46:19.092 22/05/1995]',0.019,-0.055,-0.034,116.813,29.549,-0.380
'[12:46:19.094 22/05/1995]',0.002,-0.055,-0.034,116.813,29.549,-0.380
'[12:46:19.096 22/05/1995]',0.002,-0.036,-0.016,121.416,30.075,-0.397
'[12:46:19.098 22/05/1995]',0.002,-0.017,-0.016,121.416,30.075,-0.397
'[12:46:19.100 22/05/1995]',0.002,-0.017,-0.016,121.416,30.075,-0.397
'[12:46:19.102 22/05/1995]',0.002,0.002,0.002,121.416,30.075,-0.397
'[12:46:19.104 22/05/1995]',-0.016,0.002,0.002,125.969,30.902,-0.412
'[12:46:19.106 22/05/1995]',-0.016,-0.017,-0.016,125.969,30.902,-0.412
'[12:46:19.108 22/05/1995]',0.002,-0.017,0.002,125.969,30.902,-0.412
'[12:46:19.110 22/05/1995]',-0.016,-0.017,0.002,125.969,30.902,-0.412
'[12:46:19.112 22/05/1995]',-0.016,-0.017,0.002,130.573,31.429,-0.426
'[12:46:19.114 22/05/1995]',-0.034,0.002,0.002,130.573,31.429,-0.426
'[12:46:19.116 22/05/1995]',-0.034,0.002,0.002,130.573,31.429,-0.426
'[12:46:19.118 22/05/1995]',-0.034,0.002,0.002,130.573,31.429,-0.426
'[12:46:19.120 22/05/1995]',-0.034,0.002,0.002,134.873,31.203,-0.437
'[12:46:19.122 22/05/1995]',-0.034,0.002,0.002,134.873,31.203,-0.437
'[12:46:19.124 22/05/1995]',-0.034,0.002,0.002,134.873,31.203,-0.437
'[12:46:19.126 22/05/1995]',-0.034,0.002,0.002,134.873,31.203,-0.437
'[12:46:19.128 22/05/1995]',-0.034,0.002,0.002,138.870,30.251,-0.446
'[12:46:19.130 22/05/1995]',-0.034,0.002,0.002,138.870,30.251,-0.446
'[12:46:19.132 22/05/1995]',-0.016,0.002,0.002,138.870,30.251,-0.446
'[12:46:19.134 22/05/1995]',-0.016,-0.017,0.002,138.870,30.251,-0.446
'[12:46:19.136 22/05/1995]',-0.016,0.002,0.002,142.310,29.148,-0.453
'[12:46:19.138 22/05/1995]',-0.016,0.002,0.002,142.310,29.148,-0.453
'[12:46:19.140 22/05/1995]',-0.016,0.002,0.002,142.310,29.148,-0.453
'[12:46:19.142 22/05/1995]',-0.016,0.002,0.002,142.310,29.148,-0.453
'[12:46:19.144 22/05/1995]',-0.016,0.002,0.002,145.244,28.371,-0.459
'[12:46:19.146 22/05/1995]',-0.016,0.002,0.002,145.244,28.371,-0.459
'[12:46:19.148 22/05/1995]',-0.016,0.002,0.002,145.244,28.371,-0.459
'[12:46:19.150 22/05/1995]',-0.016,0.002,0.002,145.244,28.371,-0.459
'[12:46:19.152 22/05/1995]',-0.016,0.002,0.002,147.622,28.070,-0.462
'[12:46:19.154 22/05/1995]',-0.016,0.002,0.002,147.622,28.070,-0.462
'[12:46:19.156 22/05/1995]',-0.016,0.002,0.002,147.622,28.070,-0.462
'[12:46:19.158 22/05/1995]',-0.034,0.002,0.002,147.622,28.070,-0.462
'[12:46:19.160 22/05/1995]',-0.034,0.002,0.002,149.443,27.895,-0.464
'[12:46:19.162 22/05/1995]',-0.034,0.002,0.002,149.443,27.895,-0.464
'[12:46:19.164 22/05/1995]',-0.052,0.002,0.002,149.443,27.895,-0.464
'[12:46:19.166 22/05/1995]',-0.070,0.057,0.018,149.443,27.895,-0.464
'[12:46:19.168 22/05/1995]',-0.105,0.095,0.036,150.708,27.895,-0.464
'[12:46:19.170 22/05/1995]',-0.141,0.132,0.054,150.708,27.895,-0.464
'[12:46:19.172 22/05/1995]',-0.177,0.170,0.089,150.708,27.895,-0.464
'[12:46:19.174 22/05/1995]',-0.195,0.188,0.089,150.708,27.895,-0.464
'[12:46:19.176 22/05/1995]',-0.177,0.170,0.071,151.366,28.145,-0.463
'[12:46:19.178 22/05/1995]',-0.177,0.151,0.054,151.366,28.145,-0.463
'[12:46:19.180 22/05/1995]',-0.141,0.113,0.036,151.366,28.145,-0.463
'[12:46:19.182 22/05/1995]',-0.088,0.057,0.002,151.366,28.145,-0.463
'[12:46:19.184 22/05/1995]',-0.034,0.002,0.002,151.315,28.797,-0.462
'[12:46:19.186 22/05/1995]',0.002,-0.073,-0.051,151.315,28.797,-0.462
'[12:46:19.188 22/05/1995]',0.108,-0.186,-0.104,151.315,28.797,-0.462
'[12:46:19.190 22/05/1995]',0.251,-0.335,-0.157,151.315,28.797,-0.462
'[12:46:19.192 22/05/1995]',0.375,-0.466,-0.227,150.506,29.424,-0.461
'[12:46:19.194 22/05/1995]',0.517,-0.634,-0.279,150.506,29.424,-0.461
'[12:46:19.196 22/05/1995]',0.695,-0.858,-0.385,150.506,29.424,-0.461
'[12:46:19.198 22/05/1995]',0.926,-1.120,-0.507,150.506,29.424,-0.461
'[12:46:19.200 22/05/1995]',1.104,-1.382,-0.613,148.786,29.774,-0.459
'[12:46:19.202 22/05/1995]',1.175,-1.476,-0.683,148.786,29.774,-0.459
'[12:46:19.204 22/05/1995]',1.122,-1.457,-0.683,148.786,29.774,-0.459
'[12:46:19.206 22/05/1995]',1.015,-1.382,-0.666,148.786,29.774,-0.459
'[12:46:19.208 22/05/1995]',0.801,-1.158,-0.630,146.155,29.850,-0.457
'[12:46:19.210 22/05/1995]',0.624,-0.915,-0.560,146.155,29.850,-0.457
'[12:46:19.212 22/05/1995]',0.446,-0.709,-0.507,146.155,29.850,-0.457
'[12:46:19.214 22/05/1995]',0.303,-0.559,-0.455,146.155,29.850,-0.457
'[12:46:19.216 22/05/1995]',0.215,-0.466,-0.402,142.361,29.774,-0.455
'[12:46:19.218 22/05/1995]',0.161,-0.391,-0.332,142.361,29.774,-0.455
'[12:46:19.220 22/05/1995]',0.108,-0.335,-0.279,142.361,29.774,-0.455
'[12:46:19.222 22/05/1995]',0.090,-0.298,-0.245,142.361,29.774,-0.455
'[12:46:19.224 22/05/1995]',0.054,-0.261,-0.210,137.504,29.323,-0.453
'[12:46:19.226 22/05/1995]',0.019,-0.205,-0.174,137.504,29.323,-0.453
'[12:46:19.228 22/05/1995]',0.002,-0.148,-0.122,137.504,29.323,-0.453
'[12:46:19.230 22/05/1995]',-0.016,-0.111,-0.086,137.504,29.323,-0.453
'[12:46:19.232 22/05/1995]',-0.034,-0.055,-0.051,131.787,28.145,-0.450
'[12:46:19.234 22/05/1995]',-0.070,-0.017,-0.016,131.787,28.145,-0.450
'[12:46:19.236 22/05/1995]',-0.088,0.002,0.002,131.787,28.145,-0.450
'[12:46:19.238 22/05/1995]',-0.088,0.038,0.002,131.787,28.145,-0.450
'[12:46:19.240 22/05/1995]',-0.105,0.057,0.018,125.514,26.917,-0.448
'[12:46:19.242 22/05/1995]',-0.123,0.076,0.018,125.514,26.917,-0.448
'[12:46:19.244 22/05/1995]',-0.123,0.095,0.018,125.514,26.917,-0.448
'[12:46:19.246 22/05/1995]',-0.123,0.095,0.036,125.514,26.917,-0.448
'[12:46:19.248 22/05/1995]',-0.123,0.113,0.036,118.786,26.541,-0.446
'[12:46:19.250 22/05/1995]',-0.123,0.113,0.036,118.786,26.541,-0.446
'[12:46:19.252 22/05/1995]',-0.123,0.132,0.036,118.786,26.541,-0.446
'[12:46:19.254 22/05/1995]',-0.141,0.132,0.054,118.786,26.541,-0.446
'[12:46:19.256 22/05/1995]',-0.141,0.132,0.054,112.007,27.368,-0.444
'[12:46:19.258 22/05/1995]',-0.141,0.132,0.054,112.007,27.368,-0.444
'[12:46:19.260 22/05/1995]',-0.141,0.132,0.054,112.007,27.368,-0.444
'[12:46:19.262 22/05/1995]',-0.141,0.132,0.054,112.007,27.368,-0.444
'[12:46:19.264 22/05/1995]',-0.123,0.132,0.054,105.177,28.797,-0.442
'[12:46:19.266 22/05/1995]',-0.141,0.132,0.054,105.177,28.797,-0.442
'[12:46:19.268 22/05/1995]',-0.141,0.132,0.054,105.177,28.797,-0.442
'[12:46:19.270 22/05/1995]',-0.141,0.132,0.054,105.177,28.797,-0.442
'[12:46:19.272 22/05/1995]',-0.141,0.132,0.054,98.550,30.025,-0.442
'[12:46:19.274 22/05/1995]',-0.141,0.132,0.054,98.550,30.025,-0.442
'[12:46:19.276 22/05/1995]',-0.141,0.132,0.071,98.550,30.025,-0.442
'[12:46:19.278 22/05/1995]',-0.141,0.132,0.054,98.550,30.025,-0.442
'[12:46:19.280 22/05/1995]',-0.141,0.132,0.054,92.175,30.551,-0.442
'[12:46:19.282 22/05/1995]',-0.141,0.132,0.071,92.175,30.551,-0.442
'[12:46:19.284 22/05/1995]',-0.141,0.132,0.071,92.175,30.551,-0.442
'[12:46:19.286 22/05/1995]',-0.141,0.151,0.071,92.175,30.551,-0.442
'[12:46:19.288 22/05/1995]',-0.141,0.151,0.071,86.155,30.201,-0.444
'[12:46:19.290 22/05/1995]',-0.123,0.132,0.054,86.155,30.201,-0.444
'[12:46:19.292 22/05/1995]',-0.123,0.132,0.054,86.155,30.201,-0.444
'[12:46:19.294 22/05/1995]',-0.123,0.132,0.054,86.155,30.201,-0.444
'[12:46:19.296 22/05/1995]',-0.123,0.151,0.071,80.641,29.674,-0.447
'[12:46:19.298 22/05/1995]',-0.123,0.132,0.054,80.641,29.674,-0.447
'[12:46:19.300 22/05/1995]',-0.123,0.151,0.071,80.641,29.674,-0.447
'[12:46:19.302 22/05/1995]',-0.123,0.151,0.071,80.641,29.674,-0.447
'[12:46:19.304 22/05/1995]',-0.123,0.151,0.071,75.632,29.900,-0.451
'[12:46:19.306 22/05/1995]',-0.123,0.151,0.071,75.632,29.900,-0.451
'[12:46:19.308 22/05/1995]',-0.123,0.132,0.071,75.632,29.900,-0.451
'[12:46:19.310 22/05/1995]',-0.123,0.151,0.071,75.632,29.900,-0.451
'[12:46:19.312 22/05/1995]',-0.123,0.151,0.071,71.281,30.727,-0.457
'[12:46:19.314 22/05/1995]',-0.123,0.151,0.071,71.281,30.727,-0.457
'[12:46:19.316 22/05/1995]',-0.123,0.151,0.071,71.281,30.727,-0.457
'[12:46:19.318 22/05/1995]',-0.141,0.151,0.071,71.281,30.727,-0.457
'[12:46:19.320 22/05/1995]',-0.141,0.151,0.071,67.386,31.303,-0.463
'[12:46:19.322 22/05/1995]',-0.141,0.151,0.071,67.386,31.303,-0.463
'[12:46:19.324 22/05/1995]',-0.141,0.151,0.071,67.386,31.303,-0.463
'[12:46:19.326 22/05/1995]',-0.141,0.151,0.071,67.386,31.303,-0.463
'[12:46:19.328 22/05/1995]',-0.141,0.151,0.071,64.047,31.253,-0.470
'[12:46:19.330 22/05/1995]',-0.141,0.151,0.071,64.047,31.253,-0.470
'[12:46:19.332 22/05/1995]',-0.141,0.151,0.071,64.047,31.253,-0.470
'[12:46:19.334 22/05/1995]',-0.141,0.170,0.071,64.047,31.253,-0.470
'[12:46:19.336 22/05/1995]',-0.141,0.151,0.071,61.467,31.253,-0.478
'[12:46:19.338 22/05/1995]',-0.141,0.151,0.071,61.467,31.253,-0.478
'[12:46:19.340 22/05/1995]',-0.123,0.151,0.071,61.467,31.253,-0.478
'[12:46:19.342 22/05/1995]',-0.141,0.151,0.071,61.467,31.253,-0.478
'[12:46:19.344 22/05/1995]',-0.141,0.170,0.071,60.000,31.654,-0.484
'[12:46:19.346 22/05/1995]',-0.141,0.151,0.071,60.000,31.654,-0.484
'[12:46:19.348 22/05/1995]',-0.159,0.170,0.071,60.000,31.654,-0.484
'[12:46:19.350 22/05/1995]',-0.141,0.170,0.071,60.000,31.654,-0.484
'[12:46:19.352 22/05/1995]',-0.141,0.170,0.071,59.646,32.556,-0.490
'[12:46:19.354 22/05/1995]',-0.141,0.170,0.071,59.646,32.556,-0.490
'[12:46:19.356 22/05/1995]',-0.141,0.170,0.071,59.646,32.556,-0.490
'[12:46:19.358 22/05/1995]',-0.141,0.170,0.089,59.646,32.556,-0.490
'[12:46:19.360 22/05/1995]',-0.141,0.170,0.089,60.556,33.885,-0.494
'[12:46:19.362 22/05/1995]',-0.141,0.170,0.089,60.556,33.885,-0.494
'[12:46:19.364 22/05/1995]',-0.159,0.170,0.089,60.556,33.885,-0.494
'[12:46:19.366 22/05/1995]',-0.159,0.170,0.089,60.556,33.885,-0.494
'[12:46:19.368 22/05/1995]',-0.141,0.170,0.089,62.782,35.764,-0.498
'[12:46:19.370 22/05/1995]',-0.159,0.170,0.089,62.782,35.764,-0.498
'[12:46:19.372 22/05/1995]',-0.159,0.170,0.089,62.782,35.764,-0.498
'[12:46:19.374 22/05/1995]',-0.159,0.170,0.089,62.782,35.764,-0.498
'[12:46:19.376 22/05/1995]',-0.159,0.188,0.089,66.071,37.469,-0.502
'[12:46:19.378 22/05/1995]',-0.159,0.188,0.089,66.071,37.469,-0.502
'[12:46:19.380 22/05/1995]',-0.159,0.188,0.089,66.071,37.469,-0.502
'[12:46:19.382 22/05/1995]',-0.159,0.170,0.089,66.071,37.469,-0.502
'[12:46:19.384 22/05/1995]',-0.177,0.188,0.089,69.764,38.647,-0.505
'[12:46:19.386 22/05/1995]',-0.159,0.207,0.089,69.764,38.647,-0.505
'[12:46:19.388 22/05/1995]',-0.177,0.188,0.089,69.764,38.647,-0.505
'[12:46:19.390 22/05/1995]',-0.177,0.188,0.089,69.764,38.647,-0.505
'[12:46:19.392 22/05/1995]',-0.177,0.207,0.106,73.811,39.699,-0.507
'[12:46:19.394 22/05/1995]',-0.195,0.207,0.106,73.811,39.699,-0.507
'[12:46:19.396 22/05/1995]',-0.195,0.207,0.106,73.811,39.699,-0.507
'[12:46:19.398 22/05/1995]',-0.195,0.207,0.106,73.811,39.699,-0.507
'[12:46:19.400 22/05/1995]',-0.195,0.207,0.106,78.162,40.777,-0.510
'[12:46:19.402 22/05/1995]',-0.195,0.226,0.106,78.162,40.777,-0.510
'[12:46:19.404 22/05/1995]',-0.195,0.226,0.106,78.162,40.777,-0.510
'[12:46:19.406 22/05/1995]',-0.195,0.226,0.106,78.162,40.777,-0.510
'[12:46:19.408 22/05/1995]',-0.212,0.226,0.106,82.664,41.178,-0.513
'[12:46:19.410 22/05/1995]',-0.212,0.226,0.106,82.664,41.178,-0.513
'[12:46:19.412 22/05/1995]',-0.212,0.226,0.106,82.664,41.178,-0.513
'[12:46:19.414 22/05/1995]',-0.212,0.226,0.106,82.664,41.178,-0.513
'[12:46:19.416 22/05/1995]',-0.212,0.226,0.106,87.116,40.652,-0.517
'[12:46:19.418 22/05/1995]',-0.212,0.226,0.106,87.116,40.652,-0.517
'[12:46:19.420 22/05/1995]',-0.212,0.226,0.106,87.116,40.652,-0.517
'[12:46:19.422 22/05/1995]',-0.212,0.207,0.106,87.116,40.652,-0.517
'[12:46:19.424 22/05/1995]',-0.212,0.226,0.106,91.619,39.950,-0.520
'[12:46:19.426 22/05/1995]',-0.212,0.207,0.106,91.619,39.950,-0.520
'[12:46:19.428 22/05/1995]',-0.212,0.207,0.106,91.619,39.950,-0.520
'[12:46:19.430 22/05/1995]',-0.212,0.207,0.106,91.619,39.950,-0.520
'[12:46:19.432 22/05/1995]',-0.212,0.207,0.106,96.020,39.699,-0.524
'[12:46:19.434 22/05/1995]',-0.212,0.188,0.106,96.020,39.699,-0.524
'[12:46:19.436 22/05/1995]',-0.212,0.188,0.106,96.020,39.699,-0.524
'[12:46:19.438 22/05/1995]',-0.195,0.188,0.106,96.020,39.699,-0.524
'[12:46:19.440 22/05/1995]',-0.212,0.170,0.106,100.371,40.075,-0.529
'[12:46:19.442 22/05/1995]',-0.212,0.170,0.089,100.371,40.075,-0.529
'[12:46:19.444 22/05/1995]',-0.195,0.170,0.089,100.371,40.075,-0.529
'[12:46:19.446 22/05/1995]',-0.195,0.151,0.089,100.371,40.075,-0.529
'[12:46:19.448 22/05/1995]',-0.177,0.151,0.071,104.519,40.702,-0.533
'[12:46:19.450 22/05/1995]',-0.177,0.132,0.071,104.519,40.702,-0.533
'[12:46:19.452 22/05/1995]',-0.177,0.132,0.071,104.519,40.702,-0.533
'[12:46:19.454 22/05/1995]',-0.159,0.132,0.071,104.519,40.702,-0.533
'[12:46:19.456 22/05/1995]',-0.159,0.113,0.054,108.415,41.178,-0.538
'[12:46:19.458 22/05/1995]',-0.159,0.113,0.054,108.415,41.178,-0.538
'[12:46:19.460 22/05/1995]',-0.141,0.095,0.054,108.415,41.178,-0.538
'[12:46:19.462 22/05/1995]',-0.123,0.095,0.054,108.415,41.178,-0.538
'[12:46:19.464 22/05/1995]',-0.141,0.076,0.036,111.956,41.128,-0.543
'[12:46:19.466 22/05/1995]',-0.123,0.076,0.018,111.956,41.128,-0.543
'[12:46:19.468 22/05/1995]',-0.123,0.057,0.018,111.956,41.128,-0.543
'[12:46:19.470 22/05/1995]',-0.123,0.057,0.018,111.956,41.128,-0.543
'[12:46:19.472 22/05/1995]',-0.105,0.038,0.018,115.093,40.702,-0.548
'[12:46:19.474 22/05/1995]',-0.105,0.038,0.018,115.093,40.702,-0.548
'[12:46:19.476 22/05/1995]',-0.105,0.020,0.002,115.093,40.702,-0.548
'[12:46:19.478 22/05/1995]',-0.088,0.020,0.002,115.093,40.702,-0.548
'[12:46:19.480 22/05/1995]',-0.088,0.020,0.002,117.673,40.251,-0.553
'[12:46:19.482 22/05/1995]',-0.070,0.002,0.002,117.673,40.251,-0.553
'[12:46:19.484 22/05/1995]',-0.070,0.002,0.002,117.673,40.251,-0.553
'[12:46:19.486 22/05/1995]',-0.070,0.002,0.002,117.673,40.251,-0.553
'[12:46:19.488 22/05/1995]',-0.070,0.002,0.002,119.797,39.875,-0.558
'[12:46:19.490 22/05/1995]',-0.070,0.002,0.002,119.797,39.875,-0.558
'[12:46:19.492 22/05/1995]',-0.052,0.002,0.002,119.797,39.875,-0.558
'[12:46:19.494 22/05/1995]',-0.052,0.002,0.002,119.797,39.875,-0.558
'[12:46:19.496 22/05/1995]',-0.052,0.002,0.002,121.467,39.649,-0.564
'[12:46:19.498 22/05/1995]',-0.052,0.002,0.002,121.467,39.649,-0.564
'[12:46:19.500 22/05/1995]',-0.034,0.002,0.002,121.467,39.649,-0.564
'[12:46:19.502 22/05/1995]',-0.034,0.002,0.002,121.467,39.649,-0.564
'[12:46:19.504 22/05/1995]',-0.052,0.002,0.002,122.580,39.348,-0.568
'[12:46:19.506 22/05/1995]',-0.034,0.002,0.002,122.580,39.348,-0.568
'[12:46:19.508 22/05/1995]',-0.034,0.002,0.002,122.580,39.348,-0.568
'[12:46:19.510 22/05/1995]',-0.034,-0.017,0.002,122.580,39.348,-0.568
'[12:46:19.512 22/05/1995]',-0.016,-0.017,0.002,123.187,38.997,-0.572
'[12:46:19.514 22/05/1995]',-0.034,0.002,0.002,123.187,38.997,-0.572
'[12:46:19.516 22/05/1995]',-0.034,-0.017,-0.016,123.187,38.997,-0.572
'[12:46:19.518 22/05/1995]',-0.034,-0.017,-0.016,123.187,38.997,-0.572
'[12:46:19.520 22/05/1995]',-0.016,-0.017,0.002,123.238,38.546,-0.576
'[12:46:19.522 22/05/1995]',-0.016,-0.017,0.002,123.238,38.546,-0.576
'[12:46:19.524 22/05/1995]',-0.016,-0.017,0.002,123.238,38.546,-0.576
'[12:46:19.526 22/05/1995]',-0.016,-0.017,0.002,123.238,38.546,-0.576
'[12:46:19.528 22/05/1995]',-0.016,-0.017,0.002,122.833,38.070,-0.580
'[12:46:19.530 22/05/1995]',-0.016,-0.017,0.002,122.833,38.070,-0.580
'[12:46:19.532 22/05/1995]',-0.016,-0.017,0.002,122.833,38.070,-0.580
'[12:46:19.534 22/05/1995]',-0.016,-0.017,0.002,122.833,38.070,-0.580
'[12:46:19.536 22/05/1995]',0.002,-0.017,0.002,121.872,37.644,-0.585
'[12:46:19.538 22/05/1995]',-0.016,-0.017,0.002,121.872,37.644,-0.585
'[12:46:19.540 22/05/1995]',-0.016,-0.017,0.002,121.872,37.644,-0.585
'[12:46:19.542 22/05/1995]',-0.016,-0.017,0.002,121.872,37.644,-0.585
'[12:46:19.544 22/05/1995]',-0.016,-0.017,0.002,120.455,37.368,-0.589
'[12:46:19.546 22/05/1995]',-0.016,-0.017,0.002,120.455,37.368,-0.589
'[12:46:19.548 22/05/1995]',-0.016,-0.017,0.002,120.455,37.368,-0.589
'[12:46:19.550 22/05/1995]',0.002,-0.017,0.002,120.455,37.368,-0.589
'[12:46:19.552 22/05/1995]',-0.016,0.002,0.002,118.634,37.018,-0.594
'[12:46:19.554 22/05/1995]',-0.016,0.002,0.002,118.634,37.018,-0.594
'[12:46:19.556 22/05/1995]',-0.016,0.002,0.002,118.634,37.018,-0.594
'[12:46:19.558 22/05/1995]',-0.016,0.002,0.002,118.634,37.018,-0.594
'[12:46:19.560 22/05/1995]',-0.016,0.002,0.002,116.357,36.491,-0.599
'[12:46:19.562 22/05/1995]',-0.016,0.002,0.002,116.357,36.491,-0.599
'[12:46:19.564 22/05/1995]',-0.016,0.002,0.002,116.357,36.491,-0.599
'[12:46:19.566 22/05/1995]',-0.016,0.002,0.002,116.357,36.491,-0.599
'[12:46:19.568 22/05/1995]',-0.016,0.002,0.002,113.727,35.589,-0.604
'[12:46:19.570 22/05/1995]',0.002,0.002,0.002,113.727,35.589,-0.604
'[12:46:19.572 22/05/1995]',0.002,0.002,0.002,113.727,35.589,-0.604
'[12:46:19.574 22/05/1995]',0.002,0.002,0.002,113.727,35.589,-0.604
'[12:46:19.576 22/05/1995]',0.002,-0.017,0.002,110.792,34.536,-0.609
'[12:46:19.578 22/05/1995]',0.002,0.002,0.002,110.792,34.536,-0.609
'[12:46:19.580 22/05/1995]',0.002,0.002,0.002,110.792,34.536,-0.609
'[12:46:19.582 22/05/1995]',-0.016,-0.017,-0.016,110.792,34.536,-0.609
'[12:46:19.584 22/05/1995]',0.002,0.002,0.002,107.808,33.484,-0.614
'[12:46:19.586 22/05/1995]',0.002,-0.017,0.002,107.808,33.484,-0.614
'[12:46:19.588 22/05/1995]',0.002,0.002,0.002,107.808,33.484,-0.614
'[12:46:19.590 22/05/1995]',-0.016,0.002,0.002,107.808,33.484,-0.614
'[12:46:19.592 22/05/1995]',0.002,0.002,0.002,104.823,32.481,-0.619
'[12:46:19.594 22/05/1995]',0.002,-0.017,0.002,104.823,32.481,-0.619
'[12:46:19.596 22/05/1995]',0.002,0.002,0.002,104.823,32.481,-0.619
'[12:46:19.598 22/05/1995]',0.002,-0.017,0.002,104.823,32.481,-0.619
'[12:46:19.600 22/05/1995]',0.002,-0.017,-0.016,102.040,31.203,-0.624
'[12:46:19.602 22/05/1995]',0.002,-0.017,0.002,102.040,31.203,-0.624
'[12:46:19.604 22/05/1995]',0.002,0.002,0.002,102.040,31.203,-0.624
'[12:46:19.606 22/05/1995]',0.002,0.002,0.002,102.040,31.203,-0.624
'[12:46:19.608 22/05/1995]',0.002,0.002,0.002,99.460,29.674,-0.629
'[12:46:19.610 22/05/1995]',0.002,0.002,0.002,99.460,29.674,-0.629
'[12:46:19.612 22/05/1995]',0.002,0.002,0.002,99.460,29.674,-0.629
'[12:46:19.614 22/05/1995]',0.002,0.002,0.002,99.460,29.674,-0.629
'[12:46:19.616 22/05/1995]',0.002,0.002,0.002,97.285,29.023,-0.634
'[12:46:19.618 22/05/1995]',0.002,-0.017,0.002,97.285,29.023,-0.634
'[12:46:19.620 22/05/1995]',0.002,-0.017,0.002,97.285,29.023,-0.634
'[12:46:19.622 22/05/1995]',0.002,-0.017,0.002,97.285,29.023,-0.634
'[12:46:19.624 22/05/1995]',0.002,-0.017,0.002,95.312,30.201,-0.640
'[12:46:19.626 22/05/1995]',0.002,0.002,0.002,95.312,30.201,-0.640
'[12:46:19.628 22/05/1995]',0.002,0.002,0.002,95.312,30.201,-0.640
'[12:46:19.630 22/05/1995]',0.002,0.002,0.002,95.312,30.201,-0.640
'[12:46:19.632 22/05/1995]',0.002,0.002,0.002,93.744,32.832,-0.645
'[12:46:19.634 22/05/1995]',0.002,-0.017,0.002,93.744,32.832,-0.645
'[12:46:19.636 22/05/1995]',0.002,-0.017,0.002,93.744,32.832,-0.645
'[12:46:19.638 22/05/1995]',0.002,-0.017,-0.016,93.744,32.832,-0.645
'[12:46:19.640 22/05/1995]',0.002,0.002,-0.016,92.479,34.486,-0.651
'[12:46:19.642 22/05/1995]',0.002,0.002,0.002,92.479,34.486,-0.651
'[12:46:19.644 22/05/1995]',0.002,0.002,0.002,92.479,34.486,-0.651
'[12:46:19.646 22/05/1995]',0.002,-0.017,-0.016,92.479,34.486,-0.651
'[12:46:19.648 22/05/1995]',0.002,0.002,-0.016,91.771,33.534,-0.657
'[12:46:19.650 22/05/1995]',0.002,-0.017,-0.016,91.771,33.534,-0.657
'[12:46:19.652 22/05/1995]',0.002,-0.017,0.002,91.771,33.534,-0.657
'[12:46:19.654 22/05/1995]',0.002,0.002,0.002,91.771,33.534,-0.657
'[12:46:19.656 22/05/1995]',0.002,0.002,0.002,91.619,30.852,-0.663
'[12:46:19.658 22/05/1995]',0.002,-0.017,0.002,91.619,30.852,-0.663
'[12:46:19.660 22/05/1995]',0.002,-0.017,0.002,91.619,30.852,-0.663
'[12:46:19.662 22/05/1995]',0.002,-0.017,0.002,91.619,30.852,-0.663
'[12:46:19.664 22/05/1995]',0.002,-0.017,0.002,91.872,28.371,-0.669
'[12:46:19.666 22/05/1995]',0.002,-0.017,0.002,91.872,28.371,-0.669
'[12:46:19.668 22/05/1995]',0.002,-0.017,0.002,91.872,28.371,-0.669
'[12:46:19.670 22/05/1995]',0.002,-0.017,0.002,91.872,28.371,-0.669
'[12:46:19.672 22/05/1995]',0.002,-0.017,0.002,92.732,27.444,-0.677
'[12:46:19.674 22/05/1995]',0.002,0.002,0.002,92.732,27.444,-0.677
'[12:46:19.676 22/05/1995]',0.002,0.002,0.002,92.732,27.444,-0.677
'[12:46:19.678 22/05/1995]',0.002,0.002,0.002,92.732,27.444,-0.677
'[12:46:19.680 22/05/1995]',0.002,0.002,0.002,94.148,28.371,-0.684
'[12:46:19.682 22/05/1995]',0.002,0.002,0.002,94.148,28.371,-0.684
'[12:46:19.684 22/05/1995]',0.002,0.002,0.002,94.148,28.371,-0.684
'[12:46:19.686 22/05/1995]',0.002,0.002,0.002,94.148,28.371,-0.684
'[12:46:19.688 22/05/1995]',0.002,0.002,0.002,96.121,30.476,-0.693
'[12:46:19.690 22/05/1995]',0.002,0.002,0.002,96.121,30.476,-0.693
'[12:46:19.692 22/05/1995]',0.002,0.002,0.002,96.121,30.476,-0.693
'[12:46:19.694 22/05/1995]',0.002,0.002,0.002,96.121,30.476,-0.693
'[12:46:19.696 22/05/1995]',0.002,0.002,0.002,98.651,32.356,-0.701
'[12:46:19.698 22/05/1995]',0.002,0.002,0.002,98.651,32.356,-0.701
'[12:46:19.700 22/05/1995]',0.002,0.002,0.002,98.651,32.356,-0.701
'[12:46:19.702 22/05/1995]',0.002,0.002,0.002,98.651,32.356,-0.701
