'Time and date','MCL1 ','II ','V ','ABP ','PAP ','PLETH ','RESP '
'[14:00:45.392 04/04/1995]',-0.062,0.001,0.001,80.700,17.789,0.000,-0.381
'[14:00:45.394 04/04/1995]',-0.056,0.001,0.001,80.700,17.789,0.000,-0.381
'[14:00:45.396 04/04/1995]',-0.062,0.001,0.001,80.700,17.789,0.000,-0.381
'[14:00:45.398 04/04/1995]',-0.056,0.001,0.006,80.700,17.789,0.000,-0.381
'[14:00:45.400 04/04/1995]',-0.056,0.001,0.006,77.900,18.191,0.000,-0.375
'[14:00:45.402 04/04/1995]',-0.056,0.001,0.006,77.900,18.191,0.000,-0.375
'[14:00:45.404 04/04/1995]',-0.056,0.001,0.006,77.900,18.191,0.000,-0.375
'[14:00:45.406 04/04/1995]',-0.056,0.001,0.006,77.900,18.191,0.000,-0.375
'[14:00:45.408 04/04/1995]',-0.056,0.001,0.006,74.900,18.844,0.000,-0.369
'[14:00:45.410 04/04/1995]',-0.056,0.001,0.006,74.900,18.844,0.000,-0.369
'[14:00:45.412 04/04/1995]',-0.056,0.001,0.006,74.900,18.844,0.000,-0.369
'[14:00:45.414 04/04/1995]',-0.056,0.001,0.001,74.900,18.844,0.000,-0.369
'[14:00:45.416 04/04/1995]',-0.056,0.001,0.001,71.900,19.322,0.000,-0.364
'[14:00:45.418 04/04/1995]',-0.056,0.001,0.006,71.900,19.322,0.000,-0.364
'[14:00:45.420 04/04/1995]',-0.056,0.001,0.006,71.900,19.322,0.000,-0.364
'[14:00:45.422 04/04/1995]',-0.056,0.001,0.006,71.900,19.322,0.000,-0.364
'[14:00:45.424 04/04/1995]',-0.043,0.001,0.006,68.800,19.497,0.000,-0.358
'[14:00:45.426 04/04/1995]',-0.043,0.001,0.006,68.800,19.497,0.000,-0.358
'[14:00:45.428 04/04/1995]',-0.056,0.001,0.006,68.800,19.497,0.000,-0.358
'[14:00:45.430 04/04/1995]',-0.043,0.001,0.006,68.800,19.497,0.000,-0.358
'[14:00:45.432 04/04/1995]',-0.043,0.001,0.006,65.850,19.548,0.000,-0.352
'[14:00:45.434 04/04/1995]',-0.056,0.001,0.006,65.850,19.548,0.000,-0.352
'[14:00:45.436 04/04/1995]',-0.043,0.001,0.006,65.850,19.548,0.000,-0.352
'[14:00:45.438 04/04/1995]',-0.043,0.001,0.006,65.850,19.548,0.000,-0.352
'[14:00:45.440 04/04/1995]',-0.043,0.001,0.006,63.150,19.422,0.000,-0.345
'[14:00:45.442 04/04/1995]',-0.043,0.001,0.006,63.150,19.422,0.000,-0.345
'[14:00:45.444 04/04/1995]',-0.043,0.001,0.013,63.150,19.422,0.000,-0.345
'[14:00:45.446 04/04/1995]',-0.043,0.001,0.013,63.150,19.422,0.000,-0.345
'[14:00:45.448 04/04/1995]',-0.043,0.001,0.006,60.900,19.322,0.000,-0.338
'[14:00:45.450 04/04/1995]',-0.043,0.001,0.006,60.900,19.322,0.000,-0.338
'[14:00:45.452 04/04/1995]',-0.043,0.001,0.006,60.900,19.322,0.000,-0.338
'[14:00:45.454 04/04/1995]',-0.043,0.001,0.006,60.900,19.322,0.000,-0.338
'[14:00:45.456 04/04/1995]',-0.037,0.001,0.006,59.200,19.146,0.000,-0.330
'[14:00:45.458 04/04/1995]',-0.037,0.001,0.013,59.200,19.146,0.000,-0.330
'[14:00:45.460 04/04/1995]',-0.043,0.001,0.006,59.200,19.146,0.000,-0.330
'[14:00:45.462 04/04/1995]',-0.037,0.001,0.006,59.200,19.146,0.000,-0.330
'[14:00:45.464 04/04/1995]',-0.043,0.001,0.013,58.000,19.020,0.000,-0.322
'[14:00:45.466 04/04/1995]',-0.037,0.001,0.006,58.000,19.020,0.000,-0.322
'[14:00:45.468 04/04/1995]',-0.037,0.001,0.006,58.000,19.020,0.000,-0.322
'[14:00:45.470 04/04/1995]',-0.037,0.001,0.006,58.000,19.020,0.000,-0.322
'[14:00:45.472 04/04/1995]',-0.037,0.001,0.006,57.300,18.769,0.000,-0.313
'[14:00:45.474 04/04/1995]',-0.037,0.001,0.013,57.300,18.769,0.000,-0.313
'[14:00:45.476 04/04/1995]',-0.031,0.001,0.013,57.300,18.769,0.000,-0.313
'[14:00:45.478 04/04/1995]',-0.037,-0.008,0.013,57.300,18.769,0.000,-0.313
'[14:00:45.480 04/04/1995]',-0.037,0.001,0.006,56.900,18.367,0.000,-0.304
'[14:00:45.482 04/04/1995]',-0.037,0.001,0.006,56.900,18.367,0.000,-0.304
'[14:00:45.484 04/04/1995]',-0.037,0.001,0.006,56.900,18.367,0.000,-0.304
'[14:00:45.486 04/04/1995]',-0.037,-0.008,0.006,56.900,18.367,0.000,-0.304
'[14:00:45.488 04/04/1995]',-0.031,0.001,0.006,56.800,17.312,0.000,-0.295
'[14:00:45.490 04/04/1995]',-0.031,0.001,0.006,56.800,17.312,0.000,-0.295
'[14:00:45.492 04/04/1995]',-0.031,-0.008,0.006,56.800,17.312,0.000,-0.295
'[14:00:45.494 04/04/1995]',-0.031,-0.008,0.006,56.800,17.312,0.000,-0.295
'[14:00:45.496 04/04/1995]',-0.031,0.001,0.013,56.750,15.729,0.000,-0.286
'[14:00:45.498 04/04/1995]',-0.018,0.001,0.006,56.750,15.729,0.000,-0.286
'[14:00:45.500 04/04/1995]',-0.031,0.001,0.006,56.750,15.729,0.000,-0.286
'[14:00:45.502 04/04/1995]',-0.031,0.001,0.006,56.750,15.729,0.000,-0.286
'[14:00:45.504 04/04/1995]',-0.031,0.001,0.006,56.850,13.769,0.000,-0.278
'[14:00:45.506 04/04/1995]',-0.031,0.001,0.006,56.850,13.769,0.000,-0.278
'[14:00:45.508 04/04/1995]',-0.031,0.001,0.006,56.850,13.769,0.000,-0.278
'[14:00:45.510 04/04/1995]',-0.031,0.001,0.006,56.850,13.769,0.000,-0.278
'[14:00:45.512 04/04/1995]',-0.031,0.001,0.006,56.950,11.884,0.000,-0.268
'[14:00:45.514 04/04/1995]',-0.031,0.001,0.006,56.950,11.884,0.000,-0.268
'[14:00:45.516 04/04/1995]',-0.031,0.001,0.001,56.950,11.884,0.000,-0.268
'[14:00:45.518 04/04/1995]',-0.031,0.001,0.006,56.950,11.884,0.000,-0.268
'[14:00:45.520 04/04/1995]',-0.031,0.009,0.006,57.100,10.176,0.000,-0.259
'[14:00:45.522 04/04/1995]',-0.037,0.009,0.001,57.100,10.176,0.000,-0.259
'[14:00:45.524 04/04/1995]',-0.031,0.009,0.006,57.100,10.176,0.000,-0.259
'[14:00:45.526 04/04/1995]',-0.031,0.009,0.006,57.100,10.176,0.000,-0.259
'[14:00:45.528 04/04/1995]',-0.031,0.009,0.006,57.250,8.593,0.000,-0.248
'[14:00:45.530 04/04/1995]',-0.031,0.009,0.001,57.250,8.593,0.000,-0.248
'[14:00:45.532 04/04/1995]',-0.031,0.018,0.006,57.250,8.593,0.000,-0.248
'[14:00:45.534 04/04/1995]',-0.031,0.018,0.006,57.250,8.593,0.000,-0.248
'[14:00:45.536 04/04/1995]',-0.031,0.018,0.006,57.300,7.236,0.000,-0.238
'[14:00:45.538 04/04/1995]',-0.031,0.018,0.006,57.300,7.236,0.000,-0.238
'[14:00:45.540 04/04/1995]',-0.018,0.018,0.006,57.300,7.236,0.000,-0.238
'[14:00:45.542 04/04/1995]',-0.031,0.009,0.006,57.300,7.236,0.000,-0.238
'[14:00:45.544 04/04/1995]',-0.018,0.009,0.006,57.350,6.131,0.000,-0.229
'[14:00:45.546 04/04/1995]',-0.018,0.018,0.001,57.350,6.131,0.000,-0.229
'[14:00:45.548 04/04/1995]',-0.018,0.018,0.006,57.350,6.131,0.000,-0.229
'[14:00:45.550 04/04/1995]',-0.018,0.018,0.001,57.350,6.131,0.000,-0.229
'[14:00:45.552 04/04/1995]',-0.012,0.018,0.001,57.350,5.352,0.000,-0.218
'[14:00:45.554 04/04/1995]',-0.012,0.018,0.001,57.350,5.352,0.000,-0.218
'[14:00:45.556 04/04/1995]',-0.006,0.009,0.001,57.350,5.352,0.000,-0.218
'[14:00:45.558 04/04/1995]',-0.006,0.009,0.001,57.350,5.352,0.000,-0.218
'[14:00:45.560 04/04/1995]',-0.006,0.001,0.001,57.250,5.000,0.000,-0.207
'[14:00:45.562 04/04/1995]',0.001,0.001,0.001,57.250,5.000,0.000,-0.207
'[14:00:45.564 04/04/1995]',0.001,0.001,0.001,57.250,5.000,0.000,-0.207
'[14:00:45.566 04/04/1995]',0.001,0.001,0.001,57.250,5.000,0.000,-0.207
'[14:00:45.568 04/04/1995]',0.001,0.001,0.001,57.200,4.824,0.000,-0.198
'[14:00:45.570 04/04/1995]',0.007,0.001,0.001,57.200,4.824,0.000,-0.198
'[14:00:45.572 04/04/1995]',0.007,0.001,0.006,57.200,4.824,0.000,-0.198
'[14:00:45.574 04/04/1995]',0.007,0.001,0.006,57.200,4.824,0.000,-0.198
'[14:00:45.576 04/04/1995]',0.007,0.001,0.006,57.100,4.950,0.000,-0.188
'[14:00:45.578 04/04/1995]',0.013,0.001,0.006,57.100,4.950,0.000,-0.188
'[14:00:45.580 04/04/1995]',0.007,0.001,0.006,57.100,4.950,0.000,-0.188
'[14:00:45.582 04/04/1995]',0.013,0.001,0.006,57.100,4.950,0.000,-0.188
'[14:00:45.584 04/04/1995]',0.013,0.001,0.001,56.900,5.226,0.000,-0.179
'[14:00:45.586 04/04/1995]',0.013,0.001,0.006,56.900,5.226,0.000,-0.179
'[14:00:45.588 04/04/1995]',0.013,0.001,0.006,56.900,5.226,0.000,-0.179
'[14:00:45.590 04/04/1995]',0.013,0.001,0.006,56.900,5.226,0.000,-0.179
'[14:00:45.592 04/04/1995]',0.013,0.001,0.006,56.800,5.754,0.000,-0.171
'[14:00:45.594 04/04/1995]',0.013,0.001,0.006,56.800,5.754,0.000,-0.171
'[14:00:45.596 04/04/1995]',0.013,0.001,0.006,56.800,5.754,0.000,-0.171
'[14:00:45.598 04/04/1995]',0.013,0.001,0.001,56.800,5.754,0.000,-0.171
'[14:00:45.600 04/04/1995]',0.013,0.009,0.006,56.650,6.357,0.000,-0.162
'[14:00:45.602 04/04/1995]',0.013,0.009,0.001,56.650,6.357,0.000,-0.162
'[14:00:45.604 04/04/1995]',0.013,0.009,0.001,56.650,6.357,0.000,-0.162
'[14:00:45.606 04/04/1995]',0.019,0.001,0.006,56.650,6.357,0.000,-0.162
'[14:00:45.608 04/04/1995]',0.019,0.001,0.006,56.500,6.935,0.000,-0.152
'[14:00:45.610 04/04/1995]',0.019,0.001,0.013,56.500,6.935,0.000,-0.152
'[14:00:45.612 04/04/1995]',0.019,0.001,0.006,56.500,6.935,0.000,-0.152
'[14:00:45.614 04/04/1995]',0.019,0.001,0.006,56.500,6.935,0.000,-0.152
'[14:00:45.616 04/04/1995]',0.019,0.001,0.006,56.250,7.462,0.000,-0.141
'[14:00:45.618 04/04/1995]',0.013,0.001,0.006,56.250,7.462,0.000,-0.141
'[14:00:45.620 04/04/1995]',0.019,0.001,0.006,56.250,7.462,0.000,-0.141
'[14:00:45.622 04/04/1995]',0.019,0.001,0.006,56.250,7.462,0.000,-0.141
'[14:00:45.624 04/04/1995]',0.019,0.001,0.006,56.000,7.889,0.000,-0.131
'[14:00:45.626 04/04/1995]',0.019,0.001,0.006,56.000,7.889,0.000,-0.131
'[14:00:45.628 04/04/1995]',0.019,0.001,0.006,56.000,7.889,0.000,-0.131
'[14:00:45.630 04/04/1995]',0.019,0.001,0.013,56.000,7.889,0.000,-0.131
'[14:00:45.632 04/04/1995]',0.019,0.001,0.006,55.750,8.291,0.000,-0.119
'[14:00:45.634 04/04/1995]',0.019,0.001,0.006,55.750,8.291,0.000,-0.119
'[14:00:45.636 04/04/1995]',0.032,0.001,0.006,55.750,8.291,0.000,-0.119
'[14:00:45.638 04/04/1995]',0.032,0.001,0.013,55.750,8.291,0.000,-0.119
'[14:00:45.640 04/04/1995]',0.019,0.001,0.013,55.500,8.543,0.000,-0.108
'[14:00:45.642 04/04/1995]',0.019,0.001,0.013,55.500,8.543,0.000,-0.108
'[14:00:45.644 04/04/1995]',0.032,0.001,0.013,55.500,8.543,0.000,-0.108
'[14:00:45.646 04/04/1995]',0.032,0.001,0.013,55.500,8.543,0.000,-0.108
'[14:00:45.648 04/04/1995]',0.032,0.001,0.019,55.200,8.719,0.000,-0.098
'[14:00:45.650 04/04/1995]',0.032,0.001,0.013,55.200,8.719,0.000,-0.098
'[14:00:45.652 04/04/1995]',0.032,0.001,0.013,55.200,8.719,0.000,-0.098
'[14:00:45.654 04/04/1995]',0.032,0.001,0.013,55.200,8.719,0.000,-0.098
'[14:00:45.656 04/04/1995]',0.032,0.001,0.019,54.900,8.894,0.000,-0.087
'[14:00:45.658 04/04/1995]',0.032,0.001,0.013,54.900,8.894,0.000,-0.087
'[14:00:45.660 04/04/1995]',0.038,0.001,0.019,54.900,8.894,0.000,-0.087
'[14:00:45.662 04/04/1995]',0.032,0.001,0.019,54.900,8.894,0.000,-0.087
'[14:00:45.664 04/04/1995]',0.032,0.001,0.019,54.550,9.121,0.000,-0.077
'[14:00:45.666 04/04/1995]',0.032,0.001,0.019,54.550,9.121,0.000,-0.077
'[14:00:45.668 04/04/1995]',0.032,0.001,0.019,54.550,9.121,0.000,-0.077
'[14:00:45.670 04/04/1995]',0.038,0.001,0.019,54.550,9.121,0.000,-0.077
'[14:00:45.672 04/04/1995]',0.038,0.001,0.019,54.200,9.296,0.000,-0.067
'[14:00:45.674 04/04/1995]',0.038,0.001,0.019,54.200,9.296,0.000,-0.067
'[14:00:45.676 04/04/1995]',0.038,0.001,0.019,54.200,9.296,0.000,-0.067
'[14:00:45.678 04/04/1995]',0.038,0.001,0.019,54.200,9.296,0.000,-0.067
'[14:00:45.680 04/04/1995]',0.038,0.001,0.019,53.900,9.422,0.000,-0.057
'[14:00:45.682 04/04/1995]',0.038,0.001,0.013,53.900,9.422,0.000,-0.057
'[14:00:45.684 04/04/1995]',0.032,0.001,0.013,53.900,9.422,0.000,-0.057
'[14:00:45.686 04/04/1995]',0.032,0.001,0.013,53.900,9.422,0.000,-0.057
'[14:00:45.688 04/04/1995]',0.032,0.001,0.013,53.550,9.472,0.000,-0.047
'[14:00:45.690 04/04/1995]',0.032,0.001,0.013,53.550,9.472,0.000,-0.047
'[14:00:45.692 04/04/1995]',0.038,0.001,0.019,53.550,9.472,0.000,-0.047
'[14:00:45.694 04/04/1995]',0.038,0.001,0.013,53.550,9.472,0.000,-0.047
'[14:00:45.696 04/04/1995]',0.038,0.001,0.013,53.200,9.598,0.000,-0.037
'[14:00:45.698 04/04/1995]',0.038,0.001,0.019,53.200,9.598,0.000,-0.037
'[14:00:45.700 04/04/1995]',0.038,0.001,0.013,53.200,9.598,0.000,-0.037
'[14:00:45.702 04/04/1995]',0.038,0.001,0.013,53.200,9.598,0.000,-0.037
'[14:00:45.704 04/04/1995]',0.038,0.001,0.013,52.900,9.774,0.000,-0.028
'[14:00:45.706 04/04/1995]',0.038,0.001,0.013,52.900,9.774,0.000,-0.028
'[14:00:45.708 04/04/1995]',0.038,0.001,0.019,52.900,9.774,0.000,-0.028
'[14:00:45.710 04/04/1995]',0.038,0.001,0.013,52.900,9.774,0.000,-0.028
'[14:00:45.712 04/04/1995]',0.038,0.001,0.019,52.600,10.000,0.000,-0.018
'[14:00:45.714 04/04/1995]',0.038,0.001,0.013,52.600,10.000,0.000,-0.018
'[14:00:45.716 04/04/1995]',0.038,0.001,0.013,52.600,10.000,0.000,-0.018
'[14:00:45.718 04/04/1995]',0.032,0.001,0.013,52.600,10.000,0.000,-0.018
'[14:00:45.720 04/04/1995]',0.038,0.001,0.019,52.400,10.352,0.000,-0.009
'[14:00:45.722 04/04/1995]',0.038,0.001,0.019,52.400,10.352,0.000,-0.009
'[14:00:45.724 04/04/1995]',0.044,0.001,0.013,52.400,10.352,0.000,-0.009
'[14:00:45.726 04/04/1995]',0.038,-0.008,0.031,52.400,10.352,0.000,-0.009
'[14:00:45.728 04/04/1995]',0.032,-0.008,0.031,52.100,10.955,0.000,0.000
'[14:00:45.730 04/04/1995]',0.032,-0.008,0.031,52.100,10.955,0.000,0.000
'[14:00:45.732 04/04/1995]',0.032,-0.008,0.031,52.100,10.955,0.000,0.000
'[14:00:45.734 04/04/1995]',0.013,0.001,0.031,52.100,10.955,0.000,0.000
'[14:00:45.736 04/04/1995]',0.001,0.001,0.031,51.850,11.658,0.000,0.008
'[14:00:45.738 04/04/1995]',0.001,0.001,0.031,51.850,11.658,0.000,0.008
'[14:00:45.740 04/04/1995]',0.001,0.009,0.031,51.850,11.658,0.000,0.008
'[14:00:45.742 04/04/1995]',0.001,0.018,0.031,51.850,11.658,0.000,0.008
'[14:00:45.744 04/04/1995]',0.013,0.027,0.019,51.550,12.312,0.000,0.015
'[14:00:45.746 04/04/1995]',0.038,0.036,0.001,51.550,12.312,0.000,0.015
'[14:00:45.748 04/04/1995]',0.057,0.063,-0.012,51.550,12.312,0.000,0.015
'[14:00:45.750 04/04/1995]',0.082,0.090,-0.030,51.550,12.312,0.000,0.015
'[14:00:45.752 04/04/1995]',0.113,0.117,-0.043,51.350,12.714,0.000,0.022
'[14:00:45.754 04/04/1995]',0.138,0.144,-0.067,51.350,12.714,0.000,0.022
'[14:00:45.756 04/04/1995]',0.169,0.171,-0.092,51.350,12.714,0.000,0.022
'[14:00:45.758 04/04/1995]',0.200,0.198,-0.110,51.350,12.714,0.000,0.022
'[14:00:45.760 04/04/1995]',0.237,0.224,-0.135,51.100,12.889,0.000,0.029
'[14:00:45.762 04/04/1995]',0.268,0.242,-0.159,51.100,12.889,0.000,0.029
'[14:00:45.764 04/04/1995]',0.293,0.269,-0.172,51.100,12.889,0.000,0.029
'[14:00:45.766 04/04/1995]',0.306,0.278,-0.190,51.100,12.889,0.000,0.029
'[14:00:45.768 04/04/1995]',0.318,0.287,-0.196,50.850,12.940,0.000,0.035
'[14:00:45.770 04/04/1995]',0.324,0.314,-0.209,50.850,12.940,0.000,0.035
'[14:00:45.772 04/04/1995]',0.331,0.332,-0.215,50.850,12.940,0.000,0.035
'[14:00:45.774 04/04/1995]',0.331,0.368,-0.233,50.850,12.940,0.000,0.035
'[14:00:45.776 04/04/1995]',0.349,0.421,-0.246,50.700,13.015,0.000,0.041
'[14:00:45.778 04/04/1995]',0.349,0.466,-0.270,50.700,13.015,0.000,0.041
'[14:00:45.780 04/04/1995]',0.343,0.520,-0.295,50.700,13.015,0.000,0.041
'[14:00:45.782 04/04/1995]',0.324,0.556,-0.313,50.700,13.015,0.000,0.041
'[14:00:45.784 04/04/1995]',0.306,0.564,-0.313,50.500,13.015,0.000,0.046
'[14:00:45.786 04/04/1995]',0.281,0.564,-0.319,50.500,13.015,0.000,0.046
'[14:00:45.788 04/04/1995]',0.268,0.556,-0.301,50.500,13.015,0.000,0.046
'[14:00:45.790 04/04/1995]',0.243,0.538,-0.288,50.500,13.015,0.000,0.046
'[14:00:45.792 04/04/1995]',0.225,0.475,-0.258,50.400,12.940,0.000,0.051
'[14:00:45.794 04/04/1995]',0.200,0.421,-0.221,50.400,12.940,0.000,0.051
'[14:00:45.796 04/04/1995]',0.175,0.359,-0.196,50.400,12.940,0.000,0.051
'[14:00:45.798 04/04/1995]',0.150,0.287,-0.166,50.400,12.940,0.000,0.051
'[14:00:45.800 04/04/1995]',0.138,0.224,-0.129,50.200,12.839,0.000,0.055
'[14:00:45.802 04/04/1995]',0.106,0.144,-0.092,50.200,12.839,0.000,0.055
'[14:00:45.804 04/04/1995]',0.094,0.072,-0.055,50.200,12.839,0.000,0.055
'[14:00:45.806 04/04/1995]',0.082,0.001,-0.012,50.200,12.839,0.000,0.055
'[14:00:45.808 04/04/1995]',0.063,-0.044,0.006,50.050,12.839,0.000,0.059
'[14:00:45.810 04/04/1995]',0.044,-0.089,0.019,50.050,12.839,0.000,0.059
'[14:00:45.812 04/04/1995]',0.038,-0.125,0.043,50.050,12.839,0.000,0.059
'[14:00:45.814 04/04/1995]',0.032,-0.142,0.056,50.050,12.839,0.000,0.059
'[14:00:45.816 04/04/1995]',0.032,-0.151,0.062,49.850,12.889,0.000,0.062
'[14:00:45.818 04/04/1995]',0.032,-0.160,0.068,49.850,12.889,0.000,0.062
'[14:00:45.820 04/04/1995]',0.019,-0.151,0.068,49.850,12.889,0.000,0.062
'[14:00:45.822 04/04/1995]',0.019,-0.142,0.068,49.850,12.889,0.000,0.062
'[14:00:45.824 04/04/1995]',0.013,-0.133,0.068,49.700,13.116,0.000,0.066
'[14:00:45.826 04/04/1995]',0.013,-0.125,0.068,49.700,13.116,0.000,0.066
'[14:00:45.828 04/04/1995]',0.007,-0.116,0.080,49.700,13.116,0.000,0.066
'[14:00:45.830 04/04/1995]',0.013,-0.098,0.068,49.700,13.116,0.000,0.066
'[14:00:45.832 04/04/1995]',0.001,-0.089,0.068,49.500,13.593,0.000,0.068
'[14:00:45.834 04/04/1995]',0.001,-0.080,0.068,49.500,13.593,0.000,0.068
'[14:00:45.836 04/04/1995]',0.001,-0.080,0.080,49.500,13.593,0.000,0.068
'[14:00:45.838 04/04/1995]',0.001,-0.071,0.068,49.500,13.593,0.000,0.068
'[14:00:45.840 04/04/1995]',0.001,-0.071,0.080,49.300,14.372,0.000,0.070
'[14:00:45.842 04/04/1995]',0.007,-0.071,0.080,49.300,14.372,0.000,0.070
'[14:00:45.844 04/04/1995]',0.001,-0.080,0.068,49.300,14.372,0.000,0.070
'[14:00:45.846 04/04/1995]',0.001,-0.080,0.068,49.300,14.372,0.000,0.070
'[14:00:45.848 04/04/1995]',-0.006,-0.080,0.068,49.050,15.302,0.000,0.071
'[14:00:45.850 04/04/1995]',0.001,-0.080,0.068,49.050,15.302,0.000,0.071
'[14:00:45.852 04/04/1995]',0.001,-0.080,0.068,49.050,15.302,0.000,0.071
'[14:00:45.854 04/04/1995]',0.001,-0.089,0.068,49.050,15.302,0.000,0.071
'[14:00:45.856 04/04/1995]',0.001,-0.089,0.068,48.850,16.432,0.000,0.074
'[14:00:45.858 04/04/1995]',0.001,-0.089,0.068,48.850,16.432,0.000,0.074
'[14:00:45.860 04/04/1995]',0.001,-0.089,0.080,48.850,16.432,0.000,0.074
'[14:00:45.862 04/04/1995]',0.001,-0.089,0.080,48.850,16.432,0.000,0.074
'[14:00:45.864 04/04/1995]',0.001,-0.080,0.068,48.750,17.889,0.000,0.078
'[14:00:45.866 04/04/1995]',0.007,-0.089,0.068,48.750,17.889,0.000,0.078
'[14:00:45.868 04/04/1995]',0.001,-0.089,0.080,48.750,17.889,0.000,0.078
'[14:00:45.870 04/04/1995]',0.001,-0.080,0.068,48.750,17.889,0.000,0.078
'[14:00:45.872 04/04/1995]',0.001,-0.089,0.068,48.600,19.849,0.000,0.083
'[14:00:45.874 04/04/1995]',0.001,-0.089,0.080,48.600,19.849,0.000,0.083
'[14:00:45.876 04/04/1995]',0.001,-0.089,0.068,48.600,19.849,0.000,0.083
'[14:00:45.878 04/04/1995]',0.001,-0.089,0.068,48.600,19.849,0.000,0.083
'[14:00:45.880 04/04/1995]',0.001,-0.089,0.068,48.400,22.261,0.000,0.089
'[14:00:45.882 04/04/1995]',0.001,-0.080,0.068,48.400,22.261,0.000,0.089
'[14:00:45.884 04/04/1995]',0.001,-0.080,0.068,48.400,22.261,0.000,0.089
'[14:00:45.886 04/04/1995]',0.007,-0.089,0.068,48.400,22.261,0.000,0.089
'[14:00:45.888 04/04/1995]',0.007,-0.089,0.068,48.250,24.799,0.000,0.097
'[14:00:45.890 04/04/1995]',0.007,-0.089,0.068,48.250,24.799,0.000,0.097
'[14:00:45.892 04/04/1995]',0.001,-0.089,0.068,48.250,24.799,0.000,0.097
'[14:00:45.894 04/04/1995]',0.007,-0.080,0.068,48.250,24.799,0.000,0.097
'[14:00:45.896 04/04/1995]',0.007,-0.080,0.068,48.050,27.085,0.000,0.106
'[14:00:45.898 04/04/1995]',0.007,-0.080,0.068,48.050,27.085,0.000,0.106
'[14:00:45.900 04/04/1995]',0.007,-0.071,0.068,48.050,27.085,0.000,0.106
'[14:00:45.902 04/04/1995]',0.007,-0.080,0.068,48.050,27.085,0.000,0.106
'[14:00:45.904 04/04/1995]',0.007,-0.071,0.062,47.900,29.020,0.000,0.117
'[14:00:45.906 04/04/1995]',0.007,-0.080,0.062,47.900,29.020,0.000,0.117
'[14:00:45.908 04/04/1995]',0.007,-0.080,0.056,47.900,29.020,0.000,0.117
'[14:00:45.910 04/04/1995]',0.001,-0.071,0.062,47.900,29.020,0.000,0.117
'[14:00:45.912 04/04/1995]',0.007,-0.071,0.056,47.750,30.678,0.000,0.128
'[14:00:45.914 04/04/1995]',0.007,-0.062,0.056,47.750,30.678,0.000,0.128
'[14:00:45.916 04/04/1995]',0.007,-0.062,0.056,47.750,30.678,0.000,0.128
'[14:00:45.918 04/04/1995]',0.007,-0.062,0.056,47.750,30.678,0.000,0.128
'[14:00:45.920 04/04/1995]',0.013,-0.062,0.056,47.700,31.910,0.000,0.141
'[14:00:45.922 04/04/1995]',0.007,-0.053,0.056,47.700,31.910,0.000,0.141
'[14:00:45.924 04/04/1995]',0.013,-0.053,0.056,47.700,31.910,0.000,0.141
'[14:00:45.926 04/04/1995]',0.013,-0.044,0.056,47.700,31.910,0.000,0.141
'[14:00:45.928 04/04/1995]',0.007,-0.044,0.056,47.700,32.337,0.000,0.153
'[14:00:45.930 04/04/1995]',0.013,-0.035,0.056,47.700,32.337,0.000,0.153
'[14:00:45.932 04/04/1995]',0.007,-0.035,0.043,47.700,32.337,0.000,0.153
'[14:00:45.934 04/04/1995]',0.007,-0.035,0.037,47.700,32.337,0.000,0.153
'[14:00:45.936 04/04/1995]',0.013,-0.026,0.037,47.700,31.558,0.000,0.168
'[14:00:45.938 04/04/1995]',0.013,-0.035,0.037,47.700,31.558,0.000,0.168
'[14:00:45.940 04/04/1995]',0.013,-0.035,0.043,47.700,31.558,0.000,0.168
'[14:00:45.942 04/04/1995]',0.013,-0.026,0.037,47.700,31.558,0.000,0.168
'[14:00:45.944 04/04/1995]',0.007,-0.026,0.031,47.800,30.025,0.000,0.182
'[14:00:45.946 04/04/1995]',0.007,-0.026,0.031,47.800,30.025,0.000,0.182
'[14:00:45.948 04/04/1995]',0.007,-0.017,0.031,47.800,30.025,0.000,0.182
'[14:00:45.950 04/04/1995]',0.013,-0.008,0.031,47.800,30.025,0.000,0.182
'[14:00:45.952 04/04/1995]',0.013,0.001,0.031,48.000,28.568,0.000,0.197
'[14:00:45.954 04/04/1995]',0.013,0.001,0.019,48.000,28.568,0.000,0.197
'[14:00:45.956 04/04/1995]',0.013,-0.008,0.031,48.000,28.568,0.000,0.197
'[14:00:45.958 04/04/1995]',0.013,0.001,0.019,48.000,28.568,0.000,0.197
'[14:00:45.960 04/04/1995]',0.013,0.001,0.013,48.400,27.739,0.000,0.211
'[14:00:45.962 04/04/1995]',0.013,0.001,0.019,48.400,27.739,0.000,0.211
'[14:00:45.964 04/04/1995]',0.013,0.001,0.019,48.400,27.739,0.000,0.211
'[14:00:45.966 04/04/1995]',0.013,0.001,0.019,48.400,27.739,0.000,0.211
'[14:00:45.968 04/04/1995]',0.013,0.001,0.019,49.150,27.437,0.000,0.225
'[14:00:45.970 04/04/1995]',0.013,0.001,0.013,49.150,27.437,0.000,0.225
'[14:00:45.972 04/04/1995]',0.013,0.001,0.013,49.150,27.437,0.000,0.225
'[14:00:45.974 04/04/1995]',0.013,0.001,0.013,49.150,27.437,0.000,0.225
'[14:00:45.976 04/04/1995]',0.013,0.009,0.013,50.700,27.136,0.000,0.239
'[14:00:45.978 04/04/1995]',0.013,0.009,0.013,50.700,27.136,0.000,0.239
'[14:00:45.980 04/04/1995]',0.013,0.018,0.013,50.700,27.136,0.000,0.239
