'Time and date','II','aVL','V','ABP','PAP','CVP','PLETH'
'[15:14:40.246 01/01/1996]',0.101,-0.061,-0.598,84.070,28.799,8.925,0.159
'[15:14:40.248 01/01/1996]',0.109,-0.061,-0.598,84.221,28.148,9.350,0.145
'[15:14:40.250 01/01/1996]',0.116,-0.069,-0.598,84.221,28.148,9.350,0.145
'[15:14:40.252 01/01/1996]',0.126,-0.077,-0.598,84.221,28.148,9.350,0.145
'[15:14:40.254 01/01/1996]',0.136,-0.077,-0.598,84.221,28.148,9.350,0.145
'[15:14:40.256 01/01/1996]',0.149,-0.084,-0.598,83.920,27.398,9.575,0.129
'[15:14:40.258 01/01/1996]',0.161,-0.084,-0.582,83.920,27.398,9.575,0.129
'[15:14:40.260 01/01/1996]',0.175,-0.100,-0.566,83.920,27.398,9.575,0.129
'[15:14:40.262 01/01/1996]',0.190,-0.123,-0.549,83.920,27.398,9.575,0.129
'[15:14:40.264 01/01/1996]',0.208,-0.146,-0.533,83.568,26.747,9.450,0.115
'[15:14:40.266 01/01/1996]',0.227,-0.169,-0.533,83.568,26.747,9.450,0.115
'[15:14:40.268 01/01/1996]',0.251,-0.185,-0.533,83.568,26.747,9.450,0.115
'[15:14:40.270 01/01/1996]',0.274,-0.200,-0.533,83.568,26.747,9.450,0.115
'[15:14:40.272 01/01/1996]',0.304,-0.215,-0.549,83.266,26.222,9.225,0.100
'[15:14:40.274 01/01/1996]',0.333,-0.231,-0.566,83.266,26.222,9.225,0.100
'[15:14:40.276 01/01/1996]',0.368,-0.262,-0.598,83.266,26.222,9.225,0.100
'[15:14:40.278 01/01/1996]',0.402,-0.300,-0.614,83.266,26.222,9.225,0.100
'[15:14:40.280 01/01/1996]',0.441,-0.331,-0.614,83.015,25.796,9.225,0.085
'[15:14:40.282 01/01/1996]',0.479,-0.377,-0.614,83.015,25.796,9.225,0.085
'[15:14:40.284 01/01/1996]',0.517,-0.424,-0.598,83.015,25.796,9.225,0.085
'[15:14:40.286 01/01/1996]',0.555,-0.477,-0.598,83.015,25.796,9.225,0.085
'[15:14:40.288 01/01/1996]',0.587,-0.539,-0.614,82.211,25.571,9.350,0.071
'[15:14:40.290 01/01/1996]',0.618,-0.601,-0.614,82.211,25.571,9.350,0.071
'[15:14:40.292 01/01/1996]',0.636,-0.670,-0.647,82.211,25.571,9.350,0.071
'[15:14:40.294 01/01/1996]',0.655,-,-0.695,82.211,25.571,9.350,0.071
'[15:14:40.296 01/01/1996]',0.658,-,-0.744,81.005,25.521,9.525,0.059
'[15:14:40.298 01/01/1996]',0.661,-,-0.841,81.005,25.521,9.525,0.059
'[15:14:40.300 01/01/1996]',0.646,-,-0.922,81.005,25.521,9.525,0.059
'[15:14:40.302 01/01/1996]',0.632,-,-1.019,81.005,25.521,9.525,0.059
'[15:14:40.304 01/01/1996]',0.600,-,-1.149,79.698,25.621,9.625,0.048
'[15:14:40.306 01/01/1996]',0.569,-,-1.262,79.698,25.621,9.625,0.048
'[15:14:40.308 01/01/1996]',0.523,-,-1.376,79.698,25.621,9.625,0.048
'[15:14:40.310 01/01/1996]',0.477,-,-1.456,79.698,25.621,9.625,0.048
'[15:14:40.312 01/01/1996]',0.420,-,-,78.945,25.922,9.750,0.038
'[15:14:40.314 01/01/1996]',0.363,-,-,78.945,25.922,9.750,0.038
'[15:14:40.316 01/01/1996]',0.303,-,-,78.945,25.922,9.750,0.038
'[15:14:40.318 01/01/1996]',0.242,-,-,78.945,25.922,9.750,0.038
'[15:14:40.320 01/01/1996]',0.187,-,-,78.844,26.322,10.150,0.028
'[15:14:40.322 01/01/1996]',0.132,-0.709,-,78.844,26.322,10.150,0.028
'[15:14:40.324 01/01/1996]',0.090,-0.662,-,78.844,26.322,10.150,0.028
'[15:14:40.326 01/01/1996]',0.048,-0.639,-,78.844,26.322,10.150,0.028
'[15:14:40.328 01/01/1996]',0.022,-0.601,-,79.146,26.797,10.800,0.019
'[15:14:40.330 01/01/1996]',-0.005,-0.578,-,79.146,26.797,10.800,0.019
'[15:14:40.332 01/01/1996]',-0.019,-0.570,-1.456,79.146,26.797,10.800,0.019
'[15:14:40.334 01/01/1996]',-0.034,-0.570,-1.408,79.146,26.797,10.800,0.019
'[15:14:40.336 01/01/1996]',-0.042,-0.570,-1.343,79.347,27.223,11.575,0.011
'[15:14:40.338 01/01/1996]',-0.050,-0.562,-1.295,79.347,27.223,11.575,0.011
'[15:14:40.340 01/01/1996]',-0.058,-0.554,-1.246,79.347,27.223,11.575,0.011
'[15:14:40.342 01/01/1996]',-0.065,-0.524,-1.213,79.347,27.223,11.575,0.011
'[15:14:40.344 01/01/1996]',-0.071,-0.477,-1.165,78.995,27.398,12.325,0.004
'[15:14:40.346 01/01/1996]',-0.078,-0.454,-1.133,78.995,27.398,12.325,0.004
'[15:14:40.348 01/01/1996]',-0.083,-0.416,-1.084,78.995,27.398,12.325,0.004
'[15:14:40.350 01/01/1996]',-0.089,-0.400,-1.068,78.995,27.398,12.325,0.004
'[15:14:40.352 01/01/1996]',-0.094,-0.385,-1.052,78.040,27.448,13.100,-0.003
'[15:14:40.354 01/01/1996]',-0.100,-0.369,-1.035,78.040,27.448,13.100,-0.003
'[15:14:40.356 01/01/1996]',-0.109,-0.362,-1.019,78.040,27.448,13.100,-0.003
'[15:14:40.358 01/01/1996]',-0.117,-0.354,-1.019,78.040,27.448,13.100,-0.003
'[15:14:40.360 01/01/1996]',-0.129,-0.323,-1.003,76.734,27.148,13.900,-0.009
'[15:14:40.362 01/01/1996]',-0.141,-0.292,-0.987,76.734,27.148,13.900,-0.009
'[15:14:40.364 01/01/1996]',-0.155,-0.246,-0.954,76.734,27.148,13.900,-0.009
'[15:14:40.366 01/01/1996]',-0.170,-0.200,-0.906,76.734,27.148,13.900,-0.009
'[15:14:40.368 01/01/1996]',-0.187,-0.169,-0.874,75.377,26.447,14.900,-0.015
'[15:14:40.370 01/01/1996]',-0.203,-0.146,-0.841,75.377,26.447,14.900,-0.015
'[15:14:40.372 01/01/1996]',-0.220,-0.115,-0.809,75.377,26.447,14.900,-0.015
'[15:14:40.374 01/01/1996]',-0.236,-0.069,-0.760,75.377,26.447,14.900,-0.015
'[15:14:40.376 01/01/1996]',-0.251,-0.015,-0.727,74.221,25.271,15.900,-0.020
'[15:14:40.378 01/01/1996]',-0.266,0.031,-0.695,74.221,25.271,15.900,-0.020
'[15:14:40.380 01/01/1996]',-0.280,0.078,-0.663,74.221,25.271,15.900,-0.020
'[15:14:40.382 01/01/1996]',-0.294,0.116,-0.598,74.221,25.271,15.900,-0.020
'[15:14:40.384 01/01/1996]',-0.308,0.147,-0.566,73.166,23.695,16.850,-0.024
'[15:14:40.386 01/01/1996]',-0.323,0.162,-0.549,73.166,23.695,16.850,-0.024
'[15:14:40.388 01/01/1996]',-0.338,0.178,-0.517,73.166,23.695,16.850,-0.024
'[15:14:40.390 01/01/1996]',-0.354,0.193,-0.484,73.166,23.695,16.850,-0.024
'[15:14:40.392 01/01/1996]',-0.368,0.217,-0.468,72.211,21.943,17.725,-0.028
'[15:14:40.394 01/01/1996]',-0.381,0.232,-0.436,72.211,21.943,17.725,-0.028
'[15:14:40.396 01/01/1996]',-0.387,0.247,-0.420,72.211,21.943,17.725,-0.028
'[15:14:40.398 01/01/1996]',-0.394,0.263,-0.388,72.211,21.943,17.725,-0.028
'[15:14:40.400 01/01/1996]',-0.390,0.278,-0.355,71.256,20.417,18.725,-0.031
'[15:14:40.402 01/01/1996]',-0.386,0.286,-0.323,71.256,20.417,18.725,-0.031
'[15:14:40.404 01/01/1996]',-0.371,0.293,-0.306,71.256,20.417,18.725,-0.031
'[15:14:40.406 01/01/1996]',-0.356,0.301,-0.290,71.256,20.417,18.725,-0.031
'[15:14:40.408 01/01/1996]',-0.334,0.309,-0.258,70.553,19.116,19.775,-0.034
'[15:14:40.410 01/01/1996]',-0.312,0.301,-0.242,70.553,19.116,19.775,-0.034
'[15:14:40.412 01/01/1996]',-0.286,0.293,-0.226,70.553,19.116,19.775,-0.034
'[15:14:40.414 01/01/1996]',-0.261,0.286,-0.194,70.553,19.116,19.775,-0.034
'[15:14:40.416 01/01/1996]',-0.238,0.278,-0.161,70.151,18.190,21.000,-0.035
'[15:14:40.418 01/01/1996]',-0.215,0.270,-0.145,70.151,18.190,21.000,-0.035
'[15:14:40.420 01/01/1996]',-0.197,0.270,-0.129,70.151,18.190,21.000,-0.035
'[15:14:40.422 01/01/1996]',-0.179,0.278,-0.112,70.151,18.190,21.000,-0.035
'[15:14:40.424 01/01/1996]',-0.167,0.270,-0.112,70.251,17.940,22.350,-0.040
'[15:14:40.426 01/01/1996]',-0.154,0.263,-0.112,70.251,17.940,22.350,-0.040
'[15:14:40.428 01/01/1996]',-0.145,0.247,-0.129,70.251,17.940,22.350,-0.040
'[15:14:40.430 01/01/1996]',-0.136,0.247,-0.112,70.251,17.940,22.350,-0.040
'[15:14:40.432 01/01/1996]',-0.130,0.247,-0.096,70.704,18.891,23.750,-0.042
'[15:14:40.434 01/01/1996]',-0.123,0.247,-0.096,70.704,18.891,23.750,-0.042
'[15:14:40.436 01/01/1996]',-0.119,0.239,-0.080,70.704,18.891,23.750,-0.042
'[15:14:40.438 01/01/1996]',-0.114,0.239,-0.096,70.704,18.891,23.750,-0.042
'[15:14:40.440 01/01/1996]',-0.112,0.247,-0.096,71.206,20.867,24.975,-0.043
'[15:14:40.442 01/01/1996]',-0.109,0.255,-0.112,71.206,20.867,24.975,-0.043
'[15:14:40.444 01/01/1996]',-0.108,0.255,-0.096,71.206,20.867,24.975,-0.043
'[15:14:40.446 01/01/1996]',-0.107,0.255,-0.112,71.206,20.867,24.975,-0.043
'[15:14:40.448 01/01/1996]',-0.107,0.255,-0.112,71.256,23.394,26.025,-0.048
'[15:14:40.450 01/01/1996]',-0.107,0.247,-0.129,71.256,23.394,26.025,-0.048
'[15:14:40.452 01/01/1996]',-0.107,0.255,-0.145,71.256,23.394,26.025,-0.048
'[15:14:40.454 01/01/1996]',-0.107,0.263,-0.145,71.256,23.394,26.025,-0.048
'[15:14:40.456 01/01/1996]',-0.106,0.263,-0.145,70.704,26.147,27.025,-0.050
'[15:14:40.458 01/01/1996]',-0.105,0.263,-0.161,70.704,26.147,27.025,-0.050
'[15:14:40.460 01/01/1996]',-0.105,0.255,-0.161,70.704,26.147,27.025,-0.050
'[15:14:40.462 01/01/1996]',-0.104,0.247,-0.161,70.704,26.147,27.025,-0.050
'[15:14:40.464 01/01/1996]',-0.103,0.247,-0.145,69.698,29.199,27.975,-0.054
'[15:14:40.466 01/01/1996]',-0.102,0.247,-0.129,69.698,29.199,27.975,-0.054
'[15:14:40.468 01/01/1996]',-0.101,0.239,-0.129,69.698,29.199,27.975,-0.054
'[15:14:40.470 01/01/1996]',-0.101,0.247,-0.145,69.698,29.199,27.975,-0.054
'[15:14:40.472 01/01/1996]',-0.100,0.247,-0.145,68.693,32.552,28.900,-0.059
'[15:14:40.474 01/01/1996]',-0.099,0.255,-0.145,68.693,32.552,28.900,-0.059
'[15:14:40.476 01/01/1996]',-0.097,0.263,-0.145,68.693,32.552,28.900,-0.059
'[15:14:40.478 01/01/1996]',-0.096,0.263,-0.145,68.693,32.552,28.900,-0.059
'[15:14:40.480 01/01/1996]',-0.095,0.263,-0.145,67.940,35.705,29.600,-0.064
'[15:14:40.482 01/01/1996]',-0.094,0.255,-0.145,67.940,35.705,29.600,-0.064
'[15:14:40.484 01/01/1996]',-0.093,0.255,-0.129,67.940,35.705,29.600,-0.064
'[15:14:40.486 01/01/1996]',-0.092,0.263,-0.145,67.940,35.705,29.600,-0.064
'[15:14:40.488 01/01/1996]',-0.092,0.270,-0.161,67.437,38.407,30.075,-0.069
'[15:14:40.490 01/01/1996]',-0.092,0.270,-0.194,67.437,38.407,30.075,-0.069
'[15:14:40.492 01/01/1996]',-0.093,0.270,-0.210,67.437,38.407,30.075,-0.069
'[15:14:40.494 01/01/1996]',-0.093,0.270,-0.210,67.437,38.407,30.075,-0.069
'[15:14:40.496 01/01/1996]',-0.093,0.270,-0.226,67.035,40.534,30.250,-0.074
'[15:14:40.498 01/01/1996]',-0.093,0.263,-0.194,67.035,40.534,30.250,-0.074
'[15:14:40.500 01/01/1996]',-0.093,0.255,-0.177,67.035,40.534,30.250,-0.074
'[15:14:40.502 01/01/1996]',-0.092,0.255,-0.177,67.035,40.534,30.250,-0.074
'[15:14:40.504 01/01/1996]',-0.092,0.278,-0.161,66.482,41.885,30.325,-0.082
'[15:14:40.506 01/01/1996]',-0.091,0.286,-0.161,66.482,41.885,30.325,-0.082
'[15:14:40.508 01/01/1996]',-0.092,0.278,-0.145,66.482,41.885,30.325,-0.082
'[15:14:40.510 01/01/1996]',-0.093,0.278,-0.145,66.482,41.885,30.325,-0.082
'[15:14:40.512 01/01/1996]',-0.095,0.286,-0.161,65.980,42.585,30.200,-0.089
'[15:14:40.514 01/01/1996]',-0.097,0.278,-0.161,65.980,42.585,30.200,-0.089
'[15:14:40.516 01/01/1996]',-0.098,0.278,-0.161,65.980,42.585,30.200,-0.089
'[15:14:40.518 01/01/1996]',-0.100,0.278,-0.161,65.980,42.585,30.200,-0.089
'[15:14:40.520 01/01/1996]',-0.100,0.293,-0.161,65.427,42.510,30.025,-0.097
'[15:14:40.522 01/01/1996]',-0.100,0.286,-0.161,65.427,42.510,30.025,-0.097
'[15:14:40.524 01/01/1996]',-0.099,0.278,-0.145,65.427,42.510,30.025,-0.097
'[15:14:40.526 01/01/1996]',-0.099,0.286,-0.112,65.427,42.510,30.025,-0.097
'[15:14:40.528 01/01/1996]',-0.098,0.278,-0.096,64.874,41.885,29.775,-0.105
'[15:14:40.530 01/01/1996]',-0.098,0.278,-0.080,64.874,41.885,29.775,-0.105
'[15:14:40.532 01/01/1996]',-0.097,0.270,-0.064,64.874,41.885,29.775,-0.105
'[15:14:40.534 01/01/1996]',-0.095,0.270,-0.064,64.874,41.885,29.775,-0.105
'[15:14:40.536 01/01/1996]',-0.091,0.278,-0.064,64.221,40.584,29.425,-0.115
'[15:14:40.538 01/01/1996]',-0.087,0.278,-0.064,64.221,40.584,29.425,-0.115
'[15:14:40.540 01/01/1996]',-0.082,0.278,-0.080,64.221,40.584,29.425,-0.115
'[15:14:40.542 01/01/1996]',-0.076,0.286,-0.096,64.221,40.584,29.425,-0.115
'[15:14:40.544 01/01/1996]',-0.072,0.286,-0.080,63.417,39.058,29.075,-0.126
'[15:14:40.546 01/01/1996]',-0.069,0.286,-0.080,63.417,39.058,29.075,-0.126
'[15:14:40.548 01/01/1996]',-0.066,0.278,-0.047,63.417,39.058,29.075,-0.126
'[15:14:40.550 01/01/1996]',-0.063,0.286,-0.015,63.417,39.058,29.075,-0.126
'[15:14:40.552 01/01/1996]',-0.061,0.278,-0.015,62.864,37.531,28.800,-0.136
'[15:14:40.554 01/01/1996]',-0.059,0.278,-0.015,62.864,37.531,28.800,-0.136
'[15:14:40.556 01/01/1996]',-0.057,0.278,0.001,62.864,37.531,28.800,-0.136
'[15:14:40.558 01/01/1996]',-0.055,0.278,0.001,62.864,37.531,28.800,-0.136
'[15:14:40.560 01/01/1996]',-0.052,0.270,0.001,62.563,36.180,28.675,-0.147
'[15:14:40.562 01/01/1996]',-0.050,0.270,0.001,62.563,36.180,28.675,-0.147
'[15:14:40.564 01/01/1996]',-0.047,0.263,0.001,62.563,36.180,28.675,-0.147
'[15:14:40.566 01/01/1996]',-0.045,0.255,0.001,62.563,36.180,28.675,-0.147
'[15:14:40.568 01/01/1996]',-0.042,0.255,0.001,62.563,34.954,28.675,-0.160
'[15:14:40.570 01/01/1996]',-0.039,0.255,0.001,62.563,34.954,28.675,-0.160
'[15:14:40.572 01/01/1996]',-0.036,0.255,0.001,62.563,34.954,28.675,-0.160
'[15:14:40.574 01/01/1996]',-0.033,0.247,-0.031,62.563,34.954,28.675,-0.160
'[15:14:40.576 01/01/1996]',-0.029,0.239,-0.047,62.513,33.778,28.850,-0.172
'[15:14:40.578 01/01/1996]',-0.026,0.239,-0.080,62.513,33.778,28.850,-0.172
'[15:14:40.580 01/01/1996]',-0.021,0.239,-0.096,62.513,33.778,28.850,-0.172
'[15:14:40.582 01/01/1996]',-0.016,0.232,-0.096,62.513,33.778,28.850,-0.172
'[15:14:40.584 01/01/1996]',-0.011,0.217,-0.112,62.211,32.777,29.075,-0.184
'[15:14:40.586 01/01/1996]',-0.006,0.217,-0.112,62.211,32.777,29.075,-0.184
'[15:14:40.588 01/01/1996]',-0.001,0.224,-0.112,62.211,32.777,29.075,-0.184
'[15:14:40.590 01/01/1996]',0.004,0.224,-0.129,62.211,32.777,29.075,-0.184
'[15:14:40.592 01/01/1996]',0.010,0.217,-0.145,61.910,31.852,29.200,-0.196
'[15:14:40.594 01/01/1996]',0.015,0.201,-0.177,61.910,31.852,29.200,-0.196
'[15:14:40.596 01/01/1996]',0.018,0.186,-0.177,61.910,31.852,29.200,-0.196
'[15:14:40.598 01/01/1996]',0.020,0.186,-0.194,61.910,31.852,29.200,-0.196
'[15:14:40.600 01/01/1996]',0.023,0.186,-0.210,61.809,30.901,29.325,-0.208
'[15:14:40.602 01/01/1996]',0.025,0.170,-0.226,61.809,30.901,29.325,-0.208
'[15:14:40.604 01/01/1996]',0.028,0.170,-0.242,61.809,30.901,29.325,-0.208
'[15:14:40.606 01/01/1996]',0.031,0.178,-0.258,61.809,30.901,29.325,-0.208
'[15:14:40.608 01/01/1996]',0.035,0.170,-0.274,61.608,29.800,29.250,-0.219
'[15:14:40.610 01/01/1996]',0.038,0.162,-0.290,61.608,29.800,29.250,-0.219
'[15:14:40.612 01/01/1996]',0.040,0.155,-0.306,61.608,29.800,29.250,-0.219
'[15:14:40.614 01/01/1996]',0.042,0.139,-0.323,61.608,29.800,29.250,-0.219
'[15:14:40.616 01/01/1996]',0.042,0.139,-0.323,61.256,28.624,29.025,-0.230
'[15:14:40.618 01/01/1996]',0.042,0.131,-0.323,61.256,28.624,29.025,-0.230
'[15:14:40.620 01/01/1996]',0.041,0.131,-0.339,61.256,28.624,29.025,-0.230
'[15:14:40.622 01/01/1996]',0.039,0.131,-0.355,61.256,28.624,29.025,-0.230
'[15:14:40.624 01/01/1996]',0.037,0.124,-0.355,60.754,27.623,28.625,-0.238
'[15:14:40.626 01/01/1996]',0.036,0.116,-0.371,60.754,27.623,28.625,-0.238
'[15:14:40.628 01/01/1996]',0.037,0.109,-0.388,60.754,27.623,28.625,-0.238
'[15:14:40.630 01/01/1996]',0.037,0.093,-0.404,60.754,27.623,28.625,-0.238
'[15:14:40.632 01/01/1996]',0.041,0.093,-0.404,60.201,26.872,28.025,-0.246
'[15:14:40.634 01/01/1996]',0.045,0.085,-0.420,60.201,26.872,28.025,-0.246
'[15:14:40.636 01/01/1996]',0.049,0.085,-0.436,60.201,26.872,28.025,-0.246
'[15:14:40.638 01/01/1996]',0.054,0.085,-0.468,60.201,26.872,28.025,-0.246
'[15:14:40.640 01/01/1996]',0.057,0.078,-0.484,59.648,26.272,27.200,-0.253
'[15:14:40.642 01/01/1996]',0.060,0.078,-0.484,59.648,26.272,27.200,-0.253
'[15:14:40.644 01/01/1996]',0.060,0.070,-0.501,59.648,26.272,27.200,-0.253
'[15:14:40.646 01/01/1996]',0.060,0.062,-0.517,59.648,26.272,27.200,-0.253
'[15:14:40.648 01/01/1996]',0.057,0.062,-0.517,59.095,25.746,26.225,-0.259
'[15:14:40.650 01/01/1996]',0.054,0.062,-0.517,59.095,25.746,26.225,-0.259
'[15:14:40.652 01/01/1996]',0.049,0.047,-0.533,59.095,25.746,26.225,-0.259
'[15:14:40.654 01/01/1996]',0.044,0.047,-0.533,59.095,25.746,26.225,-0.259
'[15:14:40.656 01/01/1996]',0.040,0.047,-0.549,58.744,25.271,24.925,-0.265
'[15:14:40.658 01/01/1996]',0.036,0.039,-0.549,58.744,25.271,24.925,-0.265
'[15:14:40.660 01/01/1996]',0.034,0.031,-0.566,58.744,25.271,24.925,-0.265
'[15:14:40.662 01/01/1996]',0.032,0.024,-0.582,58.744,25.271,24.925,-0.265
'[15:14:40.664 01/01/1996]',0.032,0.024,-0.582,58.543,24.921,23.400,-0.269
'[15:14:40.666 01/01/1996]',0.032,0.016,-0.582,58.543,24.921,23.400,-0.269
'[15:14:40.668 01/01/1996]',0.035,0.008,-0.582,58.543,24.921,23.400,-0.269
'[15:14:40.670 01/01/1996]',0.038,0.008,-0.582,58.543,24.921,23.400,-0.269
'[15:14:40.672 01/01/1996]',0.040,0.016,-0.582,58.492,24.871,21.825,-0.272
'[15:14:40.674 01/01/1996]',0.042,0.016,-0.598,58.492,24.871,21.825,-0.272
'[15:14:40.676 01/01/1996]',0.042,0.008,-0.598,58.492,24.871,21.825,-0.272
'[15:14:40.678 01/01/1996]',0.042,0.008,-0.598,58.492,24.871,21.825,-0.272
'[15:14:40.680 01/01/1996]',0.041,0.008,-0.598,58.392,25.271,20.125,-0.274
'[15:14:40.682 01/01/1996]',0.040,0.001,-0.598,58.392,25.271,20.125,-0.274
'[15:14:40.684 01/01/1996]',0.038,0.001,-0.598,58.392,25.271,20.125,-0.274
'[15:14:40.686 01/01/1996]',0.037,-0.007,-0.598,58.392,25.271,20.125,-0.274
'[15:14:40.688 01/01/1996]',0.037,-0.007,-0.614,58.141,26.097,18.425,-0.275
'[15:14:40.690 01/01/1996]',0.036,0.001,-0.614,58.141,26.097,18.425,-0.275
'[15:14:40.692 01/01/1996]',0.036,-0.015,-0.631,58.141,26.097,18.425,-0.275
'[15:14:40.694 01/01/1996]',0.036,-0.015,-0.631,58.141,26.097,18.425,-0.275
'[15:14:40.696 01/01/1996]',0.036,-0.015,-0.631,57.839,27.223,16.775,-0.276
'[15:14:40.698 01/01/1996]',0.037,-0.015,-0.631,57.839,27.223,16.775,-0.276
'[15:14:40.700 01/01/1996]',0.037,-0.015,-0.614,57.839,27.223,16.775,-0.276
'[15:14:40.702 01/01/1996]',0.037,-0.015,-0.614,57.839,27.223,16.775,-0.276
'[15:14:40.704 01/01/1996]',0.037,-0.015,-0.614,57.739,28.449,15.250,-0.275
'[15:14:40.706 01/01/1996]',0.037,-0.015,-0.631,57.739,28.449,15.250,-0.275
'[15:14:40.708 01/01/1996]',0.036,-0.007,-0.631,57.739,28.449,15.250,-0.275
'[15:14:40.710 01/01/1996]',0.035,-0.015,-0.631,57.739,28.449,15.250,-0.275
'[15:14:40.712 01/01/1996]',0.035,-0.015,-0.631,57.739,29.625,13.900,-0.275
'[15:14:40.714 01/01/1996]',0.034,-0.022,-0.631,57.739,29.625,13.900,-0.275
'[15:14:40.716 01/01/1996]',0.034,-0.022,-0.631,57.739,29.625,13.900,-0.275
'[15:14:40.718 01/01/1996]',0.034,-0.022,-0.614,57.739,29.625,13.900,-0.275
'[15:14:40.720 01/01/1996]',0.034,-0.022,-0.614,57.688,30.550,12.725,-0.273
'[15:14:40.722 01/01/1996]',0.034,-0.022,-0.614,57.688,30.550,12.725,-0.273
'[15:14:40.724 01/01/1996]',0.034,-0.022,-0.631,57.688,30.550,12.725,-0.273
'[15:14:40.726 01/01/1996]',0.034,-0.030,-0.631,57.688,30.550,12.725,-0.273
'[15:14:40.728 01/01/1996]',0.034,-0.022,-0.631,57.387,31.201,11.750,-0.271
'[15:14:40.730 01/01/1996]',0.034,-0.030,-0.631,57.387,31.201,11.750,-0.271
'[15:14:40.732 01/01/1996]',0.034,-0.022,-0.614,57.387,31.201,11.750,-0.271
'[15:14:40.734 01/01/1996]',0.034,-0.030,-0.614,57.387,31.201,11.750,-0.271
'[15:14:40.736 01/01/1996]',0.034,-0.030,-0.614,56.884,31.326,10.800,-0.268
'[15:14:40.738 01/01/1996]',0.034,-0.030,-0.614,56.884,31.326,10.800,-0.268
'[15:14:40.740 01/01/1996]',0.034,-0.030,-0.614,56.884,31.326,10.800,-0.268
'[15:14:40.742 01/01/1996]',0.034,-0.022,-0.647,56.884,31.326,10.800,-0.268
'[15:14:40.744 01/01/1996]',0.033,-0.030,-0.663,56.633,31.026,9.975,-0.266
'[15:14:40.746 01/01/1996]',0.031,-0.022,-0.679,56.633,31.026,9.975,-0.266
'[15:14:40.748 01/01/1996]',0.030,-0.022,-0.695,56.633,31.026,9.975,-0.266
'[15:14:40.750 01/01/1996]',0.029,-0.030,-0.695,56.633,31.026,9.975,-0.266
'[15:14:40.752 01/01/1996]',0.027,-0.030,-0.695,56.482,30.550,9.350,-0.263
'[15:14:40.754 01/01/1996]',0.026,-0.030,-0.695,56.482,30.550,9.350,-0.263
'[15:14:40.756 01/01/1996]',0.027,-0.030,-0.711,56.482,30.550,9.350,-0.263
'[15:14:40.758 01/01/1996]',0.027,-0.030,-0.711,56.482,30.550,9.350,-0.263
'[15:14:40.760 01/01/1996]',0.029,-0.022,-0.711,56.432,30.025,8.925,-0.260
'[15:14:40.762 01/01/1996]',0.030,-0.030,-0.711,56.432,30.025,8.925,-0.260
'[15:14:40.764 01/01/1996]',0.031,-0.030,-0.695,56.432,30.025,8.925,-0.260
'[15:14:40.766 01/01/1996]',0.032,-0.022,-0.695,56.432,30.025,8.925,-0.260
'[15:14:40.768 01/01/1996]',0.033,-0.022,-0.695,56.533,29.450,8.800,-0.256
'[15:14:40.770 01/01/1996]',0.034,-0.022,-0.695,56.533,29.450,8.800,-0.256
'[15:14:40.772 01/01/1996]',0.035,-0.022,-0.711,56.533,29.450,8.800,-0.256
'[15:14:40.774 01/01/1996]',0.035,-0.022,-0.711,56.533,29.450,8.800,-0.256
'[15:14:40.776 01/01/1996]',0.034,-0.022,-0.727,56.734,28.674,8.875,-0.252
'[15:14:40.778 01/01/1996]',0.034,-0.022,-0.727,56.734,28.674,8.875,-0.252
'[15:14:40.780 01/01/1996]',0.033,-0.022,-0.744,56.734,28.674,8.875,-0.252
'[15:14:40.782 01/01/1996]',0.032,-0.022,-0.744,56.734,28.674,8.875,-0.252
'[15:14:40.784 01/01/1996]',0.031,-0.022,-0.727,57.035,27.673,9.100,-0.249
'[15:14:40.786 01/01/1996]',0.031,-0.022,-0.727,57.035,27.673,9.100,-0.249
'[15:14:40.788 01/01/1996]',0.030,-0.022,-0.727,57.035,27.673,9.100,-0.249
'[15:14:40.790 01/01/1996]',0.029,-0.022,-0.727,57.035,27.673,9.100,-0.249
'[15:14:40.792 01/01/1996]',0.027,-0.022,-0.711,57.437,26.622,9.400,-0.245
'[15:14:40.794 01/01/1996]',0.025,-0.022,-0.711,57.437,26.622,9.400,-0.245
'[15:14:40.796 01/01/1996]',0.023,-0.022,-0.711,57.437,26.622,9.400,-0.245
'[15:14:40.798 01/01/1996]',0.022,-0.030,-0.695,57.437,26.622,9.400,-0.245
'[15:14:40.800 01/01/1996]',0.021,-0.022,-0.679,57.688,25.746,9.800,-0.241
'[15:14:40.802 01/01/1996]',0.020,-0.030,-0.663,57.688,25.746,9.800,-0.241
'[15:14:40.804 01/01/1996]',0.019,-0.022,-0.647,57.688,25.746,9.800,-0.241
'[15:14:40.806 01/01/1996]',0.019,-0.022,-0.647,57.688,25.746,9.800,-0.241
'[15:14:40.808 01/01/1996]',0.018,-0.022,-0.631,57.789,25.221,10.325,-0.238
'[15:14:40.810 01/01/1996]',0.018,-0.038,-0.614,57.789,25.221,10.325,-0.238
'[15:14:40.812 01/01/1996]',0.017,-0.022,-0.582,57.789,25.221,10.325,-0.238
'[15:14:40.814 01/01/1996]',0.017,-0.022,-0.517,57.789,25.221,10.325,-0.238
'[15:14:40.816 01/01/1996]',0.018,-0.030,-0.468,57.889,25.046,10.975,-0.234
'[15:14:40.818 01/01/1996]',0.018,-0.030,-0.436,57.889,25.046,10.975,-0.234
'[15:14:40.820 01/01/1996]',0.019,-0.022,-0.436,57.889,25.046,10.975,-0.234
