'Time and date','I','I','V','ABP','PLETH','RESP'
'[05:20:44.310 03/05/1995]',0.000,-0.011,-0.034,78.225,-0.234,0.329
'[05:20:44.312 03/05/1995]',0.000,-0.011,-0.022,77.850,-0.236,0.340
'[05:20:44.314 03/05/1995]',0.000,-0.011,-0.022,77.850,-0.236,0.340
'[05:20:44.316 03/05/1995]',0.001,-0.022,-0.022,77.850,-0.236,0.340
'[05:20:44.318 03/05/1995]',0.001,-0.011,-0.034,77.850,-0.236,0.340
'[05:20:44.320 03/05/1995]',0.002,-0.011,-0.022,77.475,-0.238,0.352
'[05:20:44.322 03/05/1995]',0.003,-0.011,-0.022,77.475,-0.238,0.352
'[05:20:44.324 03/05/1995]',0.004,0.001,-0.022,77.475,-0.238,0.352
'[05:20:44.326 03/05/1995]',0.004,0.001,-0.022,77.475,-0.238,0.352
'[05:20:44.328 03/05/1995]',0.005,0.001,-0.011,77.025,-0.245,0.363
'[05:20:44.330 03/05/1995]',0.006,0.001,-0.022,77.025,-0.245,0.363
'[05:20:44.332 03/05/1995]',0.008,0.001,-0.022,77.025,-0.245,0.363
'[05:20:44.334 03/05/1995]',0.009,0.001,-0.022,77.025,-0.245,0.363
'[05:20:44.336 03/05/1995]',0.010,0.001,-0.022,76.725,-0.250,0.375
'[05:20:44.338 03/05/1995]',0.011,0.001,-0.022,76.725,-0.250,0.375
'[05:20:44.340 03/05/1995]',0.013,0.001,-0.022,76.725,-0.250,0.375
'[05:20:44.342 03/05/1995]',0.015,0.001,-0.011,76.725,-0.250,0.375
'[05:20:44.344 03/05/1995]',0.015,0.001,0.001,76.350,-0.257,0.387
'[05:20:44.346 03/05/1995]',0.016,0.001,0.001,76.350,-0.257,0.387
'[05:20:44.348 03/05/1995]',0.015,0.001,-0.011,76.350,-0.257,0.387
'[05:20:44.350 03/05/1995]',0.015,0.001,-0.011,76.350,-0.257,0.387
'[05:20:44.352 03/05/1995]',0.015,0.001,-0.011,75.975,-0.261,0.399
'[05:20:44.354 03/05/1995]',0.015,0.001,-0.011,75.975,-0.261,0.399
'[05:20:44.356 03/05/1995]',0.015,0.001,-0.011,75.975,-0.261,0.399
'[05:20:44.358 03/05/1995]',0.015,0.001,0.001,75.975,-0.261,0.399
'[05:20:44.360 03/05/1995]',0.015,0.001,0.001,75.750,-0.271,0.410
'[05:20:44.362 03/05/1995]',0.015,0.001,0.001,75.750,-0.271,0.410
'[05:20:44.364 03/05/1995]',0.015,0.001,0.001,75.750,-0.271,0.410
'[05:20:44.366 03/05/1995]',0.016,0.001,0.001,75.750,-0.271,0.410
'[05:20:44.368 03/05/1995]',0.017,0.001,0.001,75.525,-0.277,0.419
'[05:20:44.370 03/05/1995]',0.018,0.001,0.001,75.525,-0.277,0.419
'[05:20:44.372 03/05/1995]',0.019,0.001,0.001,75.525,-0.277,0.419
'[05:20:44.374 03/05/1995]',0.021,0.012,0.001,75.525,-0.277,0.419
'[05:20:44.376 03/05/1995]',0.021,0.001,0.001,75.450,-0.284,0.426
'[05:20:44.378 03/05/1995]',0.022,0.001,0.001,75.450,-0.284,0.426
'[05:20:44.380 03/05/1995]',0.023,0.001,0.001,75.450,-0.284,0.426
'[05:20:44.382 03/05/1995]',0.024,0.001,0.001,75.450,-0.284,0.426
'[05:20:44.384 03/05/1995]',0.025,0.001,0.001,75.675,-0.293,0.432
'[05:20:44.386 03/05/1995]',0.027,0.001,0.001,75.675,-0.293,0.432
'[05:20:44.388 03/05/1995]',0.029,0.012,0.001,75.675,-0.293,0.432
'[05:20:44.390 03/05/1995]',0.031,0.012,0.001,75.675,-0.293,0.432
'[05:20:44.392 03/05/1995]',0.033,0.012,0.001,76.275,-0.302,0.435
'[05:20:44.394 03/05/1995]',0.034,0.012,0.001,76.275,-0.302,0.435
'[05:20:44.396 03/05/1995]',0.036,0.024,0.001,76.275,-0.302,0.435
'[05:20:44.398 03/05/1995]',0.038,0.024,0.001,76.275,-0.302,0.435
'[05:20:44.400 03/05/1995]',0.040,0.024,0.001,77.550,-0.311,0.436
'[05:20:44.402 03/05/1995]',0.042,0.024,0.001,77.550,-0.311,0.436
'[05:20:44.404 03/05/1995]',0.044,0.024,0.001,77.550,-0.311,0.436
'[05:20:44.406 03/05/1995]',0.046,0.024,0.012,77.550,-0.311,0.436
'[05:20:44.408 03/05/1995]',0.048,0.036,0.012,79.500,-0.318,0.434
'[05:20:44.410 03/05/1995]',0.050,0.024,0.024,79.500,-0.318,0.434
'[05:20:44.412 03/05/1995]',0.052,0.024,0.024,79.500,-0.318,0.434
'[05:20:44.414 03/05/1995]',0.054,0.024,0.024,79.500,-0.318,0.434
'[05:20:44.416 03/05/1995]',0.055,0.036,0.024,81.825,-0.323,0.431
'[05:20:44.418 03/05/1995]',0.057,0.024,0.012,81.825,-0.323,0.431
'[05:20:44.420 03/05/1995]',0.057,0.036,0.024,81.825,-0.323,0.431
'[05:20:44.422 03/05/1995]',0.058,0.036,0.024,81.825,-0.323,0.431
'[05:20:44.424 03/05/1995]',0.060,0.048,0.024,84.300,-0.323,0.427
'[05:20:44.426 03/05/1995]',0.062,0.048,0.024,84.300,-0.323,0.427
'[05:20:44.428 03/05/1995]',0.066,0.048,0.036,84.300,-0.323,0.427
'[05:20:44.430 03/05/1995]',0.069,0.048,0.047,84.300,-0.323,0.427
'[05:20:44.432 03/05/1995]',0.074,0.048,0.036,86.775,-0.318,0.423
'[05:20:44.434 03/05/1995]',0.079,0.059,0.036,86.775,-0.318,0.423
'[05:20:44.436 03/05/1995]',0.083,0.059,0.047,86.775,-0.318,0.423
'[05:20:44.438 03/05/1995]',0.088,0.059,0.047,86.775,-0.318,0.423
'[05:20:44.440 03/05/1995]',0.092,0.059,0.059,88.875,-0.309,0.420
'[05:20:44.442 03/05/1995]',0.096,0.071,0.047,88.875,-0.309,0.420
'[05:20:44.444 03/05/1995]',0.099,0.071,0.059,88.875,-0.309,0.420
'[05:20:44.446 03/05/1995]',0.103,0.071,0.059,88.875,-0.309,0.420
'[05:20:44.448 03/05/1995]',0.106,0.071,0.059,90.825,-0.286,0.417
'[05:20:44.450 03/05/1995]',0.109,0.083,0.059,90.825,-0.286,0.417
'[05:20:44.452 03/05/1995]',0.113,0.083,0.059,90.825,-0.286,0.417
'[05:20:44.454 03/05/1995]',0.118,0.083,0.071,90.825,-0.286,0.417
'[05:20:44.456 03/05/1995]',0.123,0.095,0.071,92.775,-0.252,0.414
'[05:20:44.458 03/05/1995]',0.127,0.095,0.082,92.775,-0.252,0.414
'[05:20:44.460 03/05/1995]',0.132,0.106,0.082,92.775,-0.252,0.414
'[05:20:44.462 03/05/1995]',0.137,0.118,0.094,92.775,-0.252,0.414
'[05:20:44.464 03/05/1995]',0.142,0.118,0.082,94.800,-0.209,0.413
'[05:20:44.466 03/05/1995]',0.147,0.118,0.082,94.800,-0.209,0.413
'[05:20:44.468 03/05/1995]',0.152,0.118,0.082,94.800,-0.209,0.413
'[05:20:44.470 03/05/1995]',0.156,0.118,0.082,94.800,-0.209,0.413
'[05:20:44.472 03/05/1995]',0.160,0.130,0.082,96.750,-0.147,0.412
'[05:20:44.474 03/05/1995]',0.164,0.142,0.094,96.750,-0.147,0.412
'[05:20:44.476 03/05/1995]',0.166,0.130,0.094,96.750,-0.147,0.412
'[05:20:44.478 03/05/1995]',0.168,0.142,0.094,96.750,-0.147,0.412
'[05:20:44.480 03/05/1995]',0.169,0.142,0.106,98.250,-0.084,0.411
'[05:20:44.482 03/05/1995]',0.170,0.142,0.094,98.250,-0.084,0.411
'[05:20:44.484 03/05/1995]',0.170,0.142,0.082,98.250,-0.084,0.411
'[05:20:44.486 03/05/1995]',0.170,0.142,0.082,98.250,-0.084,0.411
'[05:20:44.488 03/05/1995]',0.170,0.142,0.082,99.300,-0.006,0.411
'[05:20:44.490 03/05/1995]',0.170,0.142,0.082,99.300,-0.006,0.411
'[05:20:44.492 03/05/1995]',0.169,0.142,0.082,99.300,-0.006,0.411
'[05:20:44.494 03/05/1995]',0.169,0.142,0.082,99.300,-0.006,0.411
'[05:20:44.496 03/05/1995]',0.167,0.142,0.082,99.825,0.075,0.412
'[05:20:44.498 03/05/1995]',0.165,0.142,0.082,99.825,0.075,0.412
'[05:20:44.500 03/05/1995]',0.161,0.142,0.071,99.825,0.075,0.412
'[05:20:44.502 03/05/1995]',0.157,0.142,0.059,99.825,0.075,0.412
'[05:20:44.504 03/05/1995]',0.153,0.130,0.059,99.975,0.157,0.412
'[05:20:44.506 03/05/1995]',0.148,0.130,0.059,99.975,0.157,0.412
'[05:20:44.508 03/05/1995]',0.143,0.118,0.059,99.975,0.157,0.412
'[05:20:44.510 03/05/1995]',0.138,0.118,0.047,99.975,0.157,0.412
'[05:20:44.512 03/05/1995]',0.132,0.118,0.047,99.825,0.239,0.414
'[05:20:44.514 03/05/1995]',0.126,0.118,0.036,99.825,0.239,0.414
'[05:20:44.516 03/05/1995]',0.120,0.118,0.024,99.825,0.239,0.414
'[05:20:44.518 03/05/1995]',0.113,0.106,0.024,99.825,0.239,0.414
'[05:20:44.520 03/05/1995]',0.106,0.095,0.012,99.375,0.316,0.415
'[05:20:44.522 03/05/1995]',0.099,0.083,0.012,99.375,0.316,0.415
'[05:20:44.524 03/05/1995]',0.092,0.083,0.001,99.375,0.316,0.415
'[05:20:44.526 03/05/1995]',0.085,0.083,0.001,99.375,0.316,0.415
'[05:20:44.528 03/05/1995]',0.078,0.083,0.001,98.775,0.385,0.418
'[05:20:44.530 03/05/1995]',0.070,0.059,0.001,98.775,0.385,0.418
'[05:20:44.532 03/05/1995]',0.063,0.059,0.001,98.775,0.385,0.418
'[05:20:44.534 03/05/1995]',0.056,0.048,0.001,98.775,0.385,0.418
'[05:20:44.536 03/05/1995]',0.050,0.048,-0.011,98.025,0.444,0.422
'[05:20:44.538 03/05/1995]',0.045,0.048,-0.022,98.025,0.444,0.422
'[05:20:44.540 03/05/1995]',0.039,0.024,-0.022,98.025,0.444,0.422
'[05:20:44.542 03/05/1995]',0.034,0.024,-0.022,98.025,0.444,0.422
'[05:20:44.544 03/05/1995]',0.030,0.024,-0.022,97.275,0.486,0.426
'[05:20:44.546 03/05/1995]',0.026,0.024,-0.022,97.275,0.486,0.426
'[05:20:44.548 03/05/1995]',0.023,0.012,-0.022,97.275,0.486,0.426
'[05:20:44.550 03/05/1995]',0.021,0.012,-0.022,97.275,0.486,0.426
'[05:20:44.552 03/05/1995]',0.019,0.012,-0.034,96.525,0.521,0.431
'[05:20:44.554 03/05/1995]',0.018,0.001,-0.034,96.525,0.521,0.431
'[05:20:44.556 03/05/1995]',0.017,0.001,-0.034,96.525,0.521,0.431
'[05:20:44.558 03/05/1995]',0.016,0.001,-0.034,96.525,0.521,0.431
'[05:20:44.560 03/05/1995]',0.015,0.001,-0.022,95.775,0.543,0.438
'[05:20:44.562 03/05/1995]',0.015,0.001,-0.034,95.775,0.543,0.438
'[05:20:44.564 03/05/1995]',0.015,0.001,-0.034,95.775,0.543,0.438
'[05:20:44.566 03/05/1995]',0.015,0.001,-0.034,95.775,0.543,0.438
'[05:20:44.568 03/05/1995]',0.015,0.001,-0.046,95.025,0.552,0.447
'[05:20:44.570 03/05/1995]',0.015,0.001,-0.046,95.025,0.552,0.447
'[05:20:44.572 03/05/1995]',0.014,0.001,-0.057,95.025,0.552,0.447
'[05:20:44.574 03/05/1995]',0.013,0.001,-0.046,95.025,0.552,0.447
'[05:20:44.576 03/05/1995]',0.012,0.001,-0.034,94.275,0.550,0.457
'[05:20:44.578 03/05/1995]',0.011,0.001,-0.046,94.275,0.550,0.457
'[05:20:44.580 03/05/1995]',0.011,0.001,-0.046,94.275,0.550,0.457
'[05:20:44.582 03/05/1995]',0.010,0.001,-0.046,94.275,0.550,0.457
'[05:20:44.584 03/05/1995]',0.011,0.001,-0.046,93.525,0.539,0.468
'[05:20:44.586 03/05/1995]',0.011,0.001,-0.057,93.525,0.539,0.468
'[05:20:44.588 03/05/1995]',0.011,0.001,-0.057,93.525,0.539,0.468
'[05:20:44.590 03/05/1995]',0.010,0.001,-0.046,93.525,0.539,0.468
'[05:20:44.592 03/05/1995]',0.009,0.001,-0.046,92.775,0.516,0.480
'[05:20:44.594 03/05/1995]',0.008,-0.011,-0.046,92.775,0.516,0.480
'[05:20:44.596 03/05/1995]',0.007,-0.011,-0.046,92.775,0.516,0.480
'[05:20:44.598 03/05/1995]',0.006,0.001,-0.034,92.775,0.516,0.480
'[05:20:44.600 03/05/1995]',0.007,-0.011,-0.046,91.875,0.486,0.495
'[05:20:44.602 03/05/1995]',0.007,-0.011,-0.046,91.875,0.486,0.495
'[05:20:44.604 03/05/1995]',0.008,-0.011,-0.057,91.875,0.486,0.495
'[05:20:44.606 03/05/1995]',0.008,-0.011,-0.046,91.875,0.486,0.495
'[05:20:44.608 03/05/1995]',0.009,0.001,-0.046,90.975,0.451,0.510
'[05:20:44.610 03/05/1995]',0.010,0.001,-0.046,90.975,0.451,0.510
'[05:20:44.612 03/05/1995]',0.011,0.001,-0.034,90.975,0.451,0.510
'[05:20:44.614 03/05/1995]',0.012,0.001,-0.034,90.975,0.451,0.510
'[05:20:44.616 03/05/1995]',0.013,0.001,-0.034,90.075,0.405,0.512
'[05:20:44.618 03/05/1995]',0.015,0.001,-0.034,90.075,0.405,0.512
'[05:20:44.620 03/05/1995]',0.015,0.001,-0.034,90.075,0.405,0.512
'[05:20:44.622 03/05/1995]',0.016,0.001,-0.034,90.075,0.405,0.512
'[05:20:44.624 03/05/1995]',0.015,0.001,-0.034,89.100,0.359,0.512
'[05:20:44.626 03/05/1995]',0.015,0.001,-0.022,89.100,0.359,0.512
'[05:20:44.628 03/05/1995]',0.015,0.001,-0.034,89.100,0.359,0.512
'[05:20:44.630 03/05/1995]',0.015,0.001,-0.022,89.100,0.359,0.512
'[05:20:44.632 03/05/1995]',0.015,0.001,-0.034,88.125,0.305,0.512
'[05:20:44.634 03/05/1995]',0.015,0.001,-0.034,88.125,0.305,0.512
'[05:20:44.636 03/05/1995]',0.015,0.001,-0.034,88.125,0.305,0.512
'[05:20:44.638 03/05/1995]',0.015,0.001,-0.034,88.125,0.305,0.512
'[05:20:44.640 03/05/1995]',0.015,0.001,-0.034,87.075,0.251,0.512
'[05:20:44.642 03/05/1995]',0.015,0.001,-0.022,87.075,0.251,0.512
'[05:20:44.644 03/05/1995]',0.015,0.001,-0.022,87.075,0.251,0.512
'[05:20:44.646 03/05/1995]',0.015,0.001,-0.022,87.075,0.251,0.512
'[05:20:44.648 03/05/1995]',0.015,0.001,-0.022,86.100,0.182,0.512
'[05:20:44.650 03/05/1995]',0.015,0.001,-0.022,86.100,0.182,0.512
'[05:20:44.652 03/05/1995]',0.015,0.001,-0.022,86.100,0.182,0.512
'[05:20:44.654 03/05/1995]',0.015,0.001,-0.022,86.100,0.182,0.512
'[05:20:44.656 03/05/1995]',0.015,0.001,-0.022,85.275,0.121,0.512
'[05:20:44.658 03/05/1995]',0.015,0.001,-0.022,85.275,0.121,0.512
'[05:20:44.660 03/05/1995]',0.015,0.001,-0.022,85.275,0.121,0.512
'[05:20:44.662 03/05/1995]',0.015,0.001,-0.022,85.275,0.121,0.512
'[05:20:44.664 03/05/1995]',0.015,0.001,-0.022,84.600,0.059,0.512
'[05:20:44.666 03/05/1995]',0.015,0.001,-0.022,84.600,0.059,0.512
'[05:20:44.668 03/05/1995]',0.015,0.001,-0.034,84.600,0.059,0.512
'[05:20:44.670 03/05/1995]',0.015,0.001,-0.034,84.600,0.059,0.512
'[05:20:44.672 03/05/1995]',0.015,0.001,-0.034,84.150,-0.004,0.512
'[05:20:44.674 03/05/1995]',0.015,0.001,-0.034,84.150,-0.004,0.512
'[05:20:44.676 03/05/1995]',0.015,0.001,-0.022,84.150,-0.004,0.512
'[05:20:44.678 03/05/1995]',0.015,0.001,-0.022,84.150,-0.004,0.512
'[05:20:44.680 03/05/1995]',0.015,0.001,-0.022,83.850,-0.062,0.512
'[05:20:44.682 03/05/1995]',0.015,0.001,-0.022,83.850,-0.062,0.512
'[05:20:44.684 03/05/1995]',0.015,0.001,-0.034,83.850,-0.062,0.512
'[05:20:44.686 03/05/1995]',0.015,0.001,-0.034,83.850,-0.062,0.512
'[05:20:44.688 03/05/1995]',0.015,0.001,-0.022,83.625,-0.123,0.512
'[05:20:44.690 03/05/1995]',0.015,0.012,-0.022,83.625,-0.123,0.512
'[05:20:44.692 03/05/1995]',0.015,0.001,-0.022,83.625,-0.123,0.512
'[05:20:44.694 03/05/1995]',0.015,0.001,-0.022,83.625,-0.123,0.512
'[05:20:44.696 03/05/1995]',0.015,0.001,-0.022,83.625,-0.176,0.512
'[05:20:44.698 03/05/1995]',0.015,0.001,-0.022,83.625,-0.176,0.512
'[05:20:44.700 03/05/1995]',0.015,0.001,-0.022,83.625,-0.176,0.512
'[05:20:44.702 03/05/1995]',0.015,0.001,-0.022,83.625,-0.176,0.512
'[05:20:44.704 03/05/1995]',0.015,0.001,-0.022,83.625,-0.231,0.512
'[05:20:44.706 03/05/1995]',0.015,0.001,-0.034,83.625,-0.231,0.512
'[05:20:44.708 03/05/1995]',0.015,0.001,-0.022,83.625,-0.231,0.512
'[05:20:44.710 03/05/1995]',0.016,0.001,-0.022,83.625,-0.231,0.512
'[05:20:44.712 03/05/1995]',0.017,0.001,-0.022,83.625,-0.281,0.512
'[05:20:44.714 03/05/1995]',0.018,0.001,-0.022,83.625,-0.281,0.512
'[05:20:44.716 03/05/1995]',0.019,0.001,-0.022,83.625,-0.281,0.512
'[05:20:44.718 03/05/1995]',0.020,0.012,-0.022,83.625,-0.281,0.512
'[05:20:44.720 03/05/1995]',0.019,0.001,-0.034,83.850,-0.326,0.512
'[05:20:44.722 03/05/1995]',0.019,0.012,-0.022,83.850,-0.326,0.512
'[05:20:44.724 03/05/1995]',0.019,0.012,-0.022,83.850,-0.326,0.512
'[05:20:44.726 03/05/1995]',0.019,0.012,-0.022,83.850,-0.326,0.512
'[05:20:44.728 03/05/1995]',0.019,0.012,-0.022,84.000,-0.365,0.512
'[05:20:44.730 03/05/1995]',0.019,0.012,-0.022,84.000,-0.365,0.512
'[05:20:44.732 03/05/1995]',0.018,0.001,-0.034,84.000,-0.365,0.512
'[05:20:44.734 03/05/1995]',0.018,0.001,-0.034,84.000,-0.365,0.512
'[05:20:44.736 03/05/1995]',0.017,0.001,-0.046,84.225,-0.405,0.512
'[05:20:44.738 03/05/1995]',0.016,0.001,-0.057,84.225,-0.405,0.512
'[05:20:44.740 03/05/1995]',0.015,0.001,-0.057,84.225,-0.405,0.512
'[05:20:44.742 03/05/1995]',0.015,0.001,-0.057,84.225,-0.405,0.512
'[05:20:44.744 03/05/1995]',0.015,0.001,-0.057,84.375,-0.433,0.512
'[05:20:44.746 03/05/1995]',0.016,0.001,-0.057,84.375,-0.433,0.512
'[05:20:44.748 03/05/1995]',0.017,0.001,-0.057,84.375,-0.433,0.512
'[05:20:44.750 03/05/1995]',0.019,0.001,-0.057,84.375,-0.433,0.512
'[05:20:44.752 03/05/1995]',0.021,0.001,-0.057,84.525,-0.459,0.512
'[05:20:44.754 03/05/1995]',0.023,0.001,-0.057,84.525,-0.459,0.512
'[05:20:44.756 03/05/1995]',0.023,0.001,-0.046,84.525,-0.459,0.512
'[05:20:44.758 03/05/1995]',0.024,0.012,-0.034,84.525,-0.459,0.512
'[05:20:44.760 03/05/1995]',0.025,0.012,-0.034,84.675,-0.479,0.512
'[05:20:44.762 03/05/1995]',0.026,0.024,-0.022,84.675,-0.479,0.512
'[05:20:44.764 03/05/1995]',0.026,0.012,-0.022,84.675,-0.479,0.512
'[05:20:44.766 03/05/1995]',0.026,0.012,-0.022,84.675,-0.479,0.512
'[05:20:44.768 03/05/1995]',0.024,0.012,-0.022,84.675,-0.491,0.512
'[05:20:44.770 03/05/1995]',0.022,0.024,-0.034,84.675,-0.491,0.512
'[05:20:44.772 03/05/1995]',0.020,0.024,-0.034,84.675,-0.491,0.512
'[05:20:44.774 03/05/1995]',0.019,0.012,-0.022,84.675,-0.491,0.512
'[05:20:44.776 03/05/1995]',0.018,0.001,-0.022,84.825,-0.500,0.512
'[05:20:44.778 03/05/1995]',0.017,0.001,-0.022,84.825,-0.500,0.512
'[05:20:44.780 03/05/1995]',0.016,0.001,-0.022,84.825,-0.500,0.512
'[05:20:44.782 03/05/1995]',0.016,0.001,-0.034,84.825,-0.500,0.512
'[05:20:44.784 03/05/1995]',0.015,0.001,-0.034,84.825,-0.500,0.512
'[05:20:44.786 03/05/1995]',0.013,0.001,-0.046,84.825,-0.500,0.512
'[05:20:44.788 03/05/1995]',0.012,0.001,-0.046,84.825,-0.500,0.512
'[05:20:44.790 03/05/1995]',0.010,0.001,-0.034,84.825,-0.500,0.512
'[05:20:44.792 03/05/1995]',0.009,0.001,-0.034,84.900,-0.495,0.512
'[05:20:44.794 03/05/1995]',0.007,-0.011,-0.034,84.900,-0.495,0.512
'[05:20:44.796 03/05/1995]',0.007,-0.011,-0.046,84.900,-0.495,0.512
'[05:20:44.798 03/05/1995]',0.006,0.001,-0.046,84.900,-0.495,0.512
'[05:20:44.800 03/05/1995]',0.007,-0.011,-0.057,84.975,-0.493,0.512
'[05:20:44.802 03/05/1995]',0.007,-0.011,-0.046,84.975,-0.493,0.512
'[05:20:44.804 03/05/1995]',0.007,-0.011,-0.046,84.975,-0.493,0.512
'[05:20:44.806 03/05/1995]',0.007,-0.011,-0.034,84.975,-0.493,0.512
'[05:20:44.808 03/05/1995]',0.007,0.001,-0.046,84.900,-0.479,0.512
'[05:20:44.810 03/05/1995]',0.007,0.001,-0.034,84.900,-0.479,0.512
'[05:20:44.812 03/05/1995]',0.006,-0.011,-0.034,84.900,-0.479,0.512
'[05:20:44.814 03/05/1995]',0.005,-0.011,-0.034,84.900,-0.479,0.512
'[05:20:44.816 03/05/1995]',0.002,-0.011,-0.046,84.825,-0.468,0.512
'[05:20:44.818 03/05/1995]',-0.001,-0.011,-0.046,84.825,-0.468,0.512
'[05:20:44.820 03/05/1995]',-0.006,-0.011,-0.046,84.825,-0.468,0.512
'[05:20:44.822 03/05/1995]',-0.011,-0.011,-0.046,84.825,-0.468,0.512
'[05:20:44.824 03/05/1995]',-0.018,-0.011,-0.046,84.525,-0.454,0.512
'[05:20:44.826 03/05/1995]',-0.025,-0.011,-0.034,84.525,-0.454,0.512
'[05:20:44.828 03/05/1995]',-0.031,-0.022,-0.034,84.525,-0.454,0.512
'[05:20:44.830 03/05/1995]',-0.036,-0.034,-0.022,84.525,-0.454,0.512
'[05:20:44.832 03/05/1995]',-0.038,-0.058,-0.022,84.150,-0.438,0.512
'[05:20:44.834 03/05/1995]',-0.040,-0.058,-0.022,84.150,-0.438,0.512
'[05:20:44.836 03/05/1995]',-0.037,-0.058,-0.011,84.150,-0.438,0.512
'[05:20:44.838 03/05/1995]',-0.033,-0.070,0.001,84.150,-0.438,0.512
'[05:20:44.840 03/05/1995]',-0.020,-0.070,0.024,83.700,-0.419,0.512
'[05:20:44.842 03/05/1995]',-0.006,-0.058,0.047,83.700,-0.419,0.512
'[05:20:44.844 03/05/1995]',0.021,-0.058,0.071,83.700,-0.419,0.512
'[05:20:44.846 03/05/1995]',0.048,-0.034,0.106,83.700,-0.419,0.512
'[05:20:44.848 03/05/1995]',0.083,-0.011,0.141,83.325,-0.403,0.512
'[05:20:44.850 03/05/1995]',0.118,0.001,0.164,83.325,-0.403,0.512
'[05:20:44.852 03/05/1995]',0.160,0.036,0.199,83.325,-0.403,0.512
'[05:20:44.854 03/05/1995]',0.201,0.083,0.211,83.325,-0.403,0.512
'[05:20:44.856 03/05/1995]',0.245,0.118,0.234,83.025,-0.386,0.512
'[05:20:44.858 03/05/1995]',0.289,0.177,0.246,83.025,-0.386,0.512
'[05:20:44.860 03/05/1995]',0.332,0.200,0.246,83.025,-0.386,0.512
'[05:20:44.862 03/05/1995]',0.376,0.247,0.246,83.025,-0.386,0.512
'[05:20:44.864 03/05/1995]',0.411,0.294,0.246,82.725,-0.372,0.512
'[05:20:44.866 03/05/1995]',0.446,0.330,0.211,82.725,-0.372,0.512
'[05:20:44.868 03/05/1995]',0.464,0.364,0.199,82.725,-0.372,0.512
'[05:20:44.870 03/05/1995]',0.482,0.423,0.164,82.725,-0.372,0.512
'[05:20:44.872 03/05/1995]',0.475,0.459,0.118,82.350,-0.358,0.512
'[05:20:44.874 03/05/1995]',0.468,0.470,0.059,82.350,-0.358,0.512
'[05:20:44.876 03/05/1995]',0.435,0.494,0.012,82.350,-0.358,0.512
'[05:20:44.878 03/05/1995]',0.402,0.470,-0.022,82.350,-0.358,0.512
'[05:20:44.880 03/05/1995]',0.351,0.435,-0.081,81.975,-0.346,0.512
'[05:20:44.882 03/05/1995]',0.300,0.376,-0.139,81.975,-0.346,0.512
'[05:20:44.884 03/05/1995]',0.246,0.318,-0.197,81.975,-0.346,0.512
'[05:20:44.886 03/05/1995]',0.192,0.259,-0.268,81.975,-0.346,0.512
'[05:20:44.888 03/05/1995]',0.147,0.188,-0.349,81.600,-0.333,0.512
'[05:20:44.890 03/05/1995]',0.103,0.142,-0.407,81.600,-0.333,0.512
'[05:20:44.892 03/05/1995]',0.075,0.071,-0.466,81.600,-0.333,0.512
'[05:20:44.894 03/05/1995]',0.047,0.024,-0.489,81.600,-0.333,0.512
'[05:20:44.896 03/05/1995]',0.034,0.001,-0.478,81.225,-0.328,0.512
'[05:20:44.898 03/05/1995]',0.022,0.001,-0.454,81.225,-0.328,0.512
'[05:20:44.900 03/05/1995]',0.019,0.001,-0.407,81.225,-0.328,0.512
'[05:20:44.902 03/05/1995]',0.017,0.001,-0.372,81.225,-0.328,0.512
'[05:20:44.904 03/05/1995]',0.017,0.012,-0.326,80.850,-0.324,0.512
'[05:20:44.906 03/05/1995]',0.018,0.012,-0.279,80.850,-0.324,0.512
'[05:20:44.908 03/05/1995]',0.018,0.012,-0.232,80.850,-0.324,0.512
'[05:20:44.910 03/05/1995]',0.019,0.012,-0.197,80.850,-0.324,0.512
'[05:20:44.912 03/05/1995]',0.016,0.001,-0.174,80.475,-0.317,0.512
'[05:20:44.914 03/05/1995]',0.013,0.001,-0.139,80.475,-0.317,0.512
'[05:20:44.916 03/05/1995]',0.010,0.001,-0.116,80.475,-0.317,0.512
'[05:20:44.918 03/05/1995]',0.007,0.001,-0.104,80.475,-0.317,0.512
'[05:20:44.920 03/05/1995]',0.005,0.001,-0.081,80.025,-0.314,0.512
'[05:20:44.922 03/05/1995]',0.002,0.001,-0.069,80.025,-0.314,0.512
'[05:20:44.924 03/05/1995]',0.001,-0.011,-0.057,80.025,-0.314,0.512
'[05:20:44.926 03/05/1995]',-0.001,-0.011,-0.057,80.025,-0.314,0.512
'[05:20:44.928 03/05/1995]',-0.003,0.001,-0.046,79.575,-0.314,0.512
'[05:20:44.930 03/05/1995]',-0.005,-0.011,-0.046,79.575,-0.314,0.512
'[05:20:44.932 03/05/1995]',-0.006,-0.011,-0.034,79.575,-0.314,0.512
'[05:20:44.934 03/05/1995]',-0.006,-0.011,-0.034,79.575,-0.314,0.512
'[05:20:44.936 03/05/1995]',-0.006,-0.011,-0.034,79.125,-0.317,0.512
'[05:20:44.938 03/05/1995]',-0.006,-0.011,-0.022,79.125,-0.317,0.512
'[05:20:44.940 03/05/1995]',-0.007,-0.011,-0.022,79.125,-0.317,0.512
'[05:20:44.942 03/05/1995]',-0.007,-0.022,-0.022,79.125,-0.317,0.512
'[05:20:44.944 03/05/1995]',-0.008,-0.022,-0.022,78.750,-0.319,0.512
'[05:20:44.946 03/05/1995]',-0.009,-0.011,-0.022,78.750,-0.319,0.512
'[05:20:44.948 03/05/1995]',-0.010,-0.011,-0.022,78.750,-0.319,0.512
