'Time and date','MCL1 ','ABP ','RESP '
'[11:28:26.042 14/08/1994]',-0.066,63.863,-
'[11:28:26.044 14/08/1994]',-0.051,63.863,-
'[11:28:26.046 14/08/1994]',-0.051,63.863,-
'[11:28:26.048 14/08/1994]',-0.051,63.863,-
'[11:28:26.050 14/08/1994]',-0.051,63.863,-
'[11:28:26.052 14/08/1994]',-0.044,63.863,-
'[11:28:26.054 14/08/1994]',-0.036,63.863,-
'[11:28:26.056 14/08/1994]',-0.036,63.785,-
'[11:28:26.058 14/08/1994]',-0.029,63.785,-
'[11:28:26.060 14/08/1994]',-0.022,63.785,-
'[11:28:26.062 14/08/1994]',-0.029,63.785,-
'[11:28:26.064 14/08/1994]',-0.044,63.785,-
'[11:28:26.066 14/08/1994]',-0.074,63.785,-
'[11:28:26.068 14/08/1994]',-0.118,63.785,-
'[11:28:26.070 14/08/1994]',-0.177,63.785,-
'[11:28:26.072 14/08/1994]',-0.236,63.785,-
'[11:28:26.074 14/08/1994]',-0.318,63.785,-
'[11:28:26.076 14/08/1994]',-0.414,63.785,-
'[11:28:26.078 14/08/1994]',-0.495,63.785,-
'[11:28:26.080 14/08/1994]',-0.569,63.785,-
'[11:28:26.082 14/08/1994]',-0.651,63.785,-
'[11:28:26.084 14/08/1994]',-,63.785,-
'[11:28:26.086 14/08/1994]',-,63.785,-
'[11:28:26.088 14/08/1994]',-,63.629,-
'[11:28:26.090 14/08/1994]',-,63.629,-
'[11:28:26.092 14/08/1994]',-,63.629,-
'[11:28:26.094 14/08/1994]',-,63.629,-
'[11:28:26.096 14/08/1994]',-,63.474,-
'[11:28:26.098 14/08/1994]',-,63.474,-
'[11:28:26.100 14/08/1994]',-,63.474,-
'[11:28:26.102 14/08/1994]',-,63.474,-
'[11:28:26.104 14/08/1994]',-,63.240,-
'[11:28:26.106 14/08/1994]',-,63.240,-
'[11:28:26.108 14/08/1994]',-,63.240,-
'[11:28:26.110 14/08/1994]',-,63.240,-
'[11:28:26.112 14/08/1994]',-0.643,62.928,-
'[11:28:26.114 14/08/1994]',-0.562,62.928,-
'[11:28:26.116 14/08/1994]',-0.488,62.928,-
'[11:28:26.118 14/08/1994]',-0.421,62.928,-
'[11:28:26.120 14/08/1994]',-0.355,62.539,-
'[11:28:26.122 14/08/1994]',-0.288,62.539,-
'[11:28:26.124 14/08/1994]',-0.229,62.539,-
'[11:28:26.126 14/08/1994]',-0.199,62.539,-
'[11:28:26.128 14/08/1994]',-0.170,62.072,-
'[11:28:26.130 14/08/1994]',-0.140,62.072,-
'[11:28:26.132 14/08/1994]',-0.110,62.072,-
'[11:28:26.134 14/08/1994]',-0.096,62.072,-
'[11:28:26.136 14/08/1994]',-0.074,61.838,-
'[11:28:26.138 14/08/1994]',-0.051,61.838,-
'[11:28:26.140 14/08/1994]',-0.029,61.838,-
'[11:28:26.142 14/08/1994]',-0.022,61.838,-
'[11:28:26.144 14/08/1994]',-0.007,61.449,-
'[11:28:26.146 14/08/1994]',0.008,61.449,-
'[11:28:26.148 14/08/1994]',0.015,61.449,-
'[11:28:26.150 14/08/1994]',0.030,61.449,-
'[11:28:26.152 14/08/1994]',0.037,61.059,-
'[11:28:26.154 14/08/1994]',0.052,61.059,-
'[11:28:26.156 14/08/1994]',0.067,61.059,-
'[11:28:26.158 14/08/1994]',0.067,61.059,-
'[11:28:26.160 14/08/1994]',0.075,60.670,-1.016
'[11:28:26.162 14/08/1994]',0.075,60.670,-1.016
'[11:28:26.164 14/08/1994]',0.082,60.670,-1.016
'[11:28:26.166 14/08/1994]',0.082,60.670,-1.016
'[11:28:26.168 14/08/1994]',0.089,60.125,-0.993
'[11:28:26.170 14/08/1994]',0.089,60.125,-0.993
'[11:28:26.172 14/08/1994]',0.097,60.125,-0.993
'[11:28:26.174 14/08/1994]',0.097,60.125,-0.993
'[11:28:26.176 14/08/1994]',0.104,59.657,-0.967
'[11:28:26.178 14/08/1994]',0.104,59.657,-0.967
'[11:28:26.180 14/08/1994]',0.111,59.657,-0.967
'[11:28:26.182 14/08/1994]',0.111,59.657,-0.967
'[11:28:26.184 14/08/1994]',0.111,59.268,-0.934
'[11:28:26.186 14/08/1994]',0.111,59.268,-0.934
'[11:28:26.188 14/08/1994]',0.111,59.268,-0.934
'[11:28:26.190 14/08/1994]',0.119,59.268,-0.934
'[11:28:26.192 14/08/1994]',0.119,58.801,-0.893
'[11:28:26.194 14/08/1994]',0.119,58.801,-0.893
'[11:28:26.196 14/08/1994]',0.119,58.801,-0.893
'[11:28:26.198 14/08/1994]',0.111,58.801,-0.893
'[11:28:26.200 14/08/1994]',0.111,58.411,-0.844
'[11:28:26.202 14/08/1994]',0.111,58.411,-0.844
'[11:28:26.204 14/08/1994]',0.111,58.411,-0.844
'[11:28:26.206 14/08/1994]',0.111,58.411,-0.844
'[11:28:26.208 14/08/1994]',0.111,58.100,-0.787
'[11:28:26.210 14/08/1994]',0.119,58.100,-0.787
'[11:28:26.212 14/08/1994]',0.119,58.100,-0.787
'[11:28:26.214 14/08/1994]',0.111,58.100,-0.787
'[11:28:26.216 14/08/1994]',0.111,57.710,-0.724
'[11:28:26.218 14/08/1994]',0.111,57.710,-0.724
'[11:28:26.220 14/08/1994]',0.111,57.710,-0.724
'[11:28:26.222 14/08/1994]',0.119,57.710,-0.724
'[11:28:26.224 14/08/1994]',0.134,57.399,-0.653
'[11:28:26.226 14/08/1994]',0.134,57.399,-0.653
'[11:28:26.228 14/08/1994]',0.134,57.399,-0.653
'[11:28:26.230 14/08/1994]',0.134,57.399,-0.653
'[11:28:26.232 14/08/1994]',0.134,57.165,-0.576
'[11:28:26.234 14/08/1994]',0.134,57.165,-0.576
'[11:28:26.236 14/08/1994]',0.119,57.165,-0.576
'[11:28:26.238 14/08/1994]',0.141,57.165,-0.576
'[11:28:26.240 14/08/1994]',0.148,57.087,-0.493
'[11:28:26.242 14/08/1994]',0.148,57.087,-0.493
'[11:28:26.244 14/08/1994]',0.141,57.087,-0.493
'[11:28:26.246 14/08/1994]',0.148,57.087,-0.493
'[11:28:26.248 14/08/1994]',0.148,57.243,-0.409
'[11:28:26.250 14/08/1994]',0.163,57.243,-0.409
'[11:28:26.252 14/08/1994]',0.171,57.243,-0.409
'[11:28:26.254 14/08/1994]',0.171,57.243,-0.409
'[11:28:26.256 14/08/1994]',0.178,58.178,-0.325
'[11:28:26.258 14/08/1994]',0.171,58.178,-0.325
'[11:28:26.260 14/08/1994]',0.171,58.178,-0.325
'[11:28:26.262 14/08/1994]',0.171,58.178,-0.325
'[11:28:26.264 14/08/1994]',0.163,60.748,-0.241
'[11:28:26.266 14/08/1994]',0.171,60.748,-0.241
'[11:28:26.268 14/08/1994]',0.171,60.748,-0.241
'[11:28:26.270 14/08/1994]',0.171,60.748,-0.241
'[11:28:26.272 14/08/1994]',0.178,65.421,-0.159
'[11:28:26.274 14/08/1994]',0.178,65.421,-0.159
'[11:28:26.276 14/08/1994]',0.178,65.421,-0.159
'[11:28:26.278 14/08/1994]',0.186,65.421,-0.159
'[11:28:26.280 14/08/1994]',0.186,71.885,-0.076
'[11:28:26.282 14/08/1994]',0.200,71.885,-0.076
'[11:28:26.284 14/08/1994]',0.208,71.885,-0.076
'[11:28:26.286 14/08/1994]',0.208,71.885,-0.076
'[11:28:26.288 14/08/1994]',0.222,78.816,0.005
'[11:28:26.290 14/08/1994]',0.222,78.816,0.005
'[11:28:26.292 14/08/1994]',0.237,78.816,0.005
'[11:28:26.294 14/08/1994]',0.245,78.816,0.005
'[11:28:26.296 14/08/1994]',0.252,84.346,0.086
'[11:28:26.298 14/08/1994]',0.252,84.346,0.086
'[11:28:26.300 14/08/1994]',0.267,84.346,0.086
'[11:28:26.302 14/08/1994]',0.267,84.346,0.086
'[11:28:26.304 14/08/1994]',0.274,88.006,0.166
'[11:28:26.306 14/08/1994]',0.274,88.006,0.166
'[11:28:26.308 14/08/1994]',0.267,88.006,0.166
'[11:28:26.310 14/08/1994]',0.274,88.006,0.166
'[11:28:26.312 14/08/1994]',0.267,90.187,0.242
'[11:28:26.314 14/08/1994]',0.267,90.187,0.242
'[11:28:26.316 14/08/1994]',0.267,90.187,0.242
'[11:28:26.318 14/08/1994]',0.267,90.187,0.242
'[11:28:26.320 14/08/1994]',0.274,91.277,0.316
'[11:28:26.322 14/08/1994]',0.267,91.277,0.316
'[11:28:26.324 14/08/1994]',0.267,91.277,0.316
'[11:28:26.326 14/08/1994]',0.252,91.277,0.316
'[11:28:26.328 14/08/1994]',0.245,91.900,0.385
'[11:28:26.330 14/08/1994]',0.245,91.900,0.385
'[11:28:26.332 14/08/1994]',0.230,91.900,0.385
'[11:28:26.334 14/08/1994]',0.230,91.900,0.385
'[11:28:26.336 14/08/1994]',0.222,92.134,0.451
'[11:28:26.338 14/08/1994]',0.215,92.134,0.451
'[11:28:26.340 14/08/1994]',0.215,92.134,0.451
'[11:28:26.342 14/08/1994]',0.208,92.134,0.451
'[11:28:26.344 14/08/1994]',0.200,92.212,0.512
'[11:28:26.346 14/08/1994]',0.178,92.212,0.512
'[11:28:26.348 14/08/1994]',0.163,92.212,0.512
'[11:28:26.350 14/08/1994]',0.148,92.212,0.512
'[11:28:26.352 14/08/1994]',0.134,92.134,0.569
'[11:28:26.354 14/08/1994]',0.104,92.134,0.569
'[11:28:26.356 14/08/1994]',0.089,92.134,0.569
'[11:28:26.358 14/08/1994]',0.082,92.134,0.569
'[11:28:26.360 14/08/1994]',0.067,91.822,0.621
'[11:28:26.362 14/08/1994]',0.045,91.822,0.621
'[11:28:26.364 14/08/1994]',0.030,91.822,0.621
'[11:28:26.366 14/08/1994]',0.023,91.822,0.621
'[11:28:26.368 14/08/1994]',0.015,91.044,0.670
'[11:28:26.370 14/08/1994]',0.008,91.044,0.670
'[11:28:26.372 14/08/1994]',0.001,91.044,0.670
'[11:28:26.374 14/08/1994]',0.001,91.044,0.670
'[11:28:26.376 14/08/1994]',-0.014,90.031,0.714
'[11:28:26.378 14/08/1994]',-0.022,90.031,0.714
'[11:28:26.380 14/08/1994]',-0.036,90.031,0.714
'[11:28:26.382 14/08/1994]',-0.044,90.031,0.714
'[11:28:26.384 14/08/1994]',-0.066,88.707,0.752
'[11:28:26.386 14/08/1994]',-0.066,88.707,0.752
'[11:28:26.388 14/08/1994]',-0.074,88.707,0.752
'[11:28:26.390 14/08/1994]',-0.074,88.707,0.752
'[11:28:26.392 14/08/1994]',-0.081,87.150,0.785
'[11:28:26.394 14/08/1994]',-0.088,87.150,0.785
'[11:28:26.396 14/08/1994]',-0.096,87.150,0.785
'[11:28:26.398 14/08/1994]',-0.096,87.150,0.785
'[11:28:26.400 14/08/1994]',-0.096,85.202,0.814
'[11:28:26.402 14/08/1994]',-0.096,85.202,0.814
'[11:28:26.404 14/08/1994]',-0.096,85.202,0.814
'[11:28:26.406 14/08/1994]',-0.103,85.202,0.814
'[11:28:26.408 14/08/1994]',-0.103,83.178,0.838
'[11:28:26.410 14/08/1994]',-0.103,83.178,0.838
'[11:28:26.412 14/08/1994]',-0.103,83.178,0.838
'[11:28:26.414 14/08/1994]',-0.103,83.178,0.838
'[11:28:26.416 14/08/1994]',-0.103,80.997,0.860
'[11:28:26.418 14/08/1994]',-0.103,80.997,0.860
'[11:28:26.420 14/08/1994]',-0.110,80.997,0.860
'[11:28:26.422 14/08/1994]',-0.110,80.997,0.860
'[11:28:26.424 14/08/1994]',-0.118,78.816,0.879
'[11:28:26.426 14/08/1994]',-0.118,78.816,0.879
'[11:28:26.428 14/08/1994]',-0.133,78.816,0.879
'[11:28:26.430 14/08/1994]',-0.118,78.816,0.879
'[11:28:26.432 14/08/1994]',-0.118,76.558,0.896
'[11:28:26.434 14/08/1994]',-0.118,76.558,0.896
'[11:28:26.436 14/08/1994]',-0.118,76.558,0.896
'[11:28:26.438 14/08/1994]',-0.110,76.558,0.896
'[11:28:26.440 14/08/1994]',-0.110,74.377,0.911
'[11:28:26.442 14/08/1994]',-0.103,74.377,0.911
'[11:28:26.444 14/08/1994]',-0.088,74.377,0.911
'[11:28:26.446 14/08/1994]',-0.088,74.377,0.911
'[11:28:26.448 14/08/1994]',-0.081,72.196,0.923
'[11:28:26.450 14/08/1994]',-0.081,72.196,0.923
'[11:28:26.452 14/08/1994]',-0.074,72.196,0.923
'[11:28:26.454 14/08/1994]',-0.081,72.196,0.923
'[11:28:26.456 14/08/1994]',-0.074,70.249,0.934
'[11:28:26.458 14/08/1994]',-0.074,70.249,0.934
'[11:28:26.460 14/08/1994]',-0.074,70.249,0.934
'[11:28:26.462 14/08/1994]',-0.074,70.249,0.934
'[11:28:26.464 14/08/1994]',-0.081,68.536,0.944
'[11:28:26.466 14/08/1994]',-0.088,68.536,0.944
'[11:28:26.468 14/08/1994]',-0.081,68.536,0.944
'[11:28:26.470 14/08/1994]',-0.088,68.536,0.944
'[11:28:26.472 14/08/1994]',-0.081,67.368,0.950
'[11:28:26.474 14/08/1994]',-0.081,67.368,0.950
'[11:28:26.476 14/08/1994]',-0.081,67.368,0.950
'[11:28:26.478 14/08/1994]',-0.081,67.368,0.950
'[11:28:26.480 14/08/1994]',-0.074,66.589,0.954
'[11:28:26.482 14/08/1994]',-0.081,66.589,0.954
'[11:28:26.484 14/08/1994]',-0.081,66.589,0.954
'[11:28:26.486 14/08/1994]',-0.081,66.589,0.954
'[11:28:26.488 14/08/1994]',-0.074,66.277,0.955
'[11:28:26.490 14/08/1994]',-0.074,66.277,0.955
'[11:28:26.492 14/08/1994]',-0.066,66.277,0.955
'[11:28:26.494 14/08/1994]',-0.074,66.277,0.955
'[11:28:26.496 14/08/1994]',-0.074,66.199,0.953
'[11:28:26.498 14/08/1994]',-0.066,66.199,0.953
'[11:28:26.500 14/08/1994]',-0.066,66.199,0.953
'[11:28:26.502 14/08/1994]',-0.066,66.199,0.953
'[11:28:26.504 14/08/1994]',-0.066,66.121,0.948
'[11:28:26.506 14/08/1994]',-0.051,66.121,0.948
'[11:28:26.508 14/08/1994]',-0.051,66.121,0.948
'[11:28:26.510 14/08/1994]',-0.051,66.121,0.948
'[11:28:26.512 14/08/1994]',-0.051,65.966,0.939
'[11:28:26.514 14/08/1994]',-0.066,65.966,0.939
'[11:28:26.516 14/08/1994]',-0.066,65.966,0.939
'[11:28:26.518 14/08/1994]',-0.051,65.966,0.939
'[11:28:26.520 14/08/1994]',-0.051,65.654,0.926
'[11:28:26.522 14/08/1994]',-0.044,65.654,0.926
'[11:28:26.524 14/08/1994]',-0.051,65.654,0.926
'[11:28:26.526 14/08/1994]',-0.044,65.654,0.926
'[11:28:26.528 14/08/1994]',-0.044,65.265,0.910
'[11:28:26.530 14/08/1994]',-0.044,65.265,0.910
'[11:28:26.532 14/08/1994]',-0.044,65.265,0.910
'[11:28:26.534 14/08/1994]',-0.044,65.265,0.910
'[11:28:26.536 14/08/1994]',-0.036,64.875,0.891
'[11:28:26.538 14/08/1994]',-0.036,64.875,0.891
'[11:28:26.540 14/08/1994]',-0.036,64.875,0.891
'[11:28:26.542 14/08/1994]',-0.029,64.875,0.891
'[11:28:26.544 14/08/1994]',-0.022,64.564,0.871
'[11:28:26.546 14/08/1994]',-0.022,64.564,0.871
'[11:28:26.548 14/08/1994]',-0.014,64.564,0.871
'[11:28:26.550 14/08/1994]',-0.022,64.564,0.871
'[11:28:26.552 14/08/1994]',-0.029,64.174,0.847
'[11:28:26.554 14/08/1994]',-0.044,64.174,0.847
'[11:28:26.556 14/08/1994]',-0.081,64.174,0.847
'[11:28:26.558 14/08/1994]',-0.133,64.174,0.847
'[11:28:26.560 14/08/1994]',-0.199,63.863,0.822
'[11:28:26.562 14/08/1994]',-0.266,63.863,0.822
'[11:28:26.564 14/08/1994]',-0.340,63.863,0.822
'[11:28:26.566 14/08/1994]',-0.421,63.863,0.822
'[11:28:26.568 14/08/1994]',-0.488,63.551,0.795
'[11:28:26.570 14/08/1994]',-0.554,63.551,0.795
'[11:28:26.572 14/08/1994]',-0.629,63.551,0.795
'[11:28:26.574 14/08/1994]',-,63.551,0.795
'[11:28:26.576 14/08/1994]',-,63.240,0.767
'[11:28:26.578 14/08/1994]',-,63.240,0.767
'[11:28:26.580 14/08/1994]',-,63.240,0.767
'[11:28:26.582 14/08/1994]',-,63.240,0.767
'[11:28:26.584 14/08/1994]',-,62.773,0.738
'[11:28:26.586 14/08/1994]',-,62.773,0.738
'[11:28:26.588 14/08/1994]',-,62.773,0.738
'[11:28:26.590 14/08/1994]',-,62.773,0.738
'[11:28:26.592 14/08/1994]',-,62.305,0.708
'[11:28:26.594 14/08/1994]',-,62.305,0.708
'[11:28:26.596 14/08/1994]',-,62.305,0.708
'[11:28:26.598 14/08/1994]',-,62.305,0.708
'[11:28:26.600 14/08/1994]',-0.599,61.760,0.675
'[11:28:26.602 14/08/1994]',-0.503,61.760,0.675
'[11:28:26.604 14/08/1994]',-0.443,61.760,0.675
'[11:28:26.606 14/08/1994]',-0.377,61.760,0.675
'[11:28:26.608 14/08/1994]',-0.318,61.137,0.641
'[11:28:26.610 14/08/1994]',-0.251,61.137,0.641
'[11:28:26.612 14/08/1994]',-0.207,61.137,0.641
'[11:28:26.614 14/08/1994]',-0.185,61.137,0.641
'[11:28:26.616 14/08/1994]',-0.155,60.592,0.606
'[11:28:26.618 14/08/1994]',-0.118,60.592,0.606
'[11:28:26.620 14/08/1994]',-0.103,60.592,0.606
'[11:28:26.622 14/08/1994]',-0.074,60.592,0.606
'[11:28:26.624 14/08/1994]',-0.044,60.047,0.569
'[11:28:26.626 14/08/1994]',-0.022,60.047,0.569
'[11:28:26.628 14/08/1994]',-0.007,60.047,0.569
'[11:28:26.630 14/08/1994]',0.015,60.047,0.569
'[11:28:26.632 14/08/1994]',0.023,59.579,0.530
'[11:28:26.634 14/08/1994]',0.037,59.579,0.530
'[11:28:26.636 14/08/1994]',0.045,59.579,0.530
'[11:28:26.638 14/08/1994]',0.067,59.579,0.530
'[11:28:26.640 14/08/1994]',0.075,59.112,0.491
'[11:28:26.642 14/08/1994]',0.075,59.112,0.491
'[11:28:26.644 14/08/1994]',0.082,59.112,0.491
'[11:28:26.646 14/08/1994]',0.097,59.112,0.491
'[11:28:26.648 14/08/1994]',0.104,58.645,0.451
'[11:28:26.650 14/08/1994]',0.104,58.645,0.451
'[11:28:26.652 14/08/1994]',0.111,58.645,0.451
'[11:28:26.654 14/08/1994]',0.119,58.645,0.451
'[11:28:26.656 14/08/1994]',0.134,58.100,0.409
'[11:28:26.658 14/08/1994]',0.134,58.100,0.409
'[11:28:26.660 14/08/1994]',0.141,58.100,0.409
'[11:28:26.662 14/08/1994]',0.141,58.100,0.409
'[11:28:26.664 14/08/1994]',0.141,57.555,0.366
'[11:28:26.666 14/08/1994]',0.148,57.555,0.366
'[11:28:26.668 14/08/1994]',0.156,57.555,0.366
'[11:28:26.670 14/08/1994]',0.156,57.555,0.366
'[11:28:26.672 14/08/1994]',0.148,57.009,0.320
'[11:28:26.674 14/08/1994]',0.156,57.009,0.320
'[11:28:26.676 14/08/1994]',0.156,57.009,0.320
'[11:28:26.678 14/08/1994]',0.163,57.009,0.320
'[11:28:26.680 14/08/1994]',0.156,56.464,0.271
'[11:28:26.682 14/08/1994]',0.156,56.464,0.271
'[11:28:26.684 14/08/1994]',0.156,56.464,0.271
'[11:28:26.686 14/08/1994]',0.163,56.464,0.271
'[11:28:26.688 14/08/1994]',0.163,55.919,0.220
'[11:28:26.690 14/08/1994]',0.163,55.919,0.220
'[11:28:26.692 14/08/1994]',0.163,55.919,0.220
'[11:28:26.694 14/08/1994]',0.171,55.919,0.220
'[11:28:26.696 14/08/1994]',0.163,55.452,0.168
'[11:28:26.698 14/08/1994]',0.163,55.452,0.168
'[11:28:26.700 14/08/1994]',0.156,55.452,0.168
'[11:28:26.702 14/08/1994]',0.163,55.452,0.168
'[11:28:26.704 14/08/1994]',0.156,54.984,0.116
'[11:28:26.706 14/08/1994]',0.163,54.984,0.116
'[11:28:26.708 14/08/1994]',0.163,54.984,0.116
'[11:28:26.710 14/08/1994]',0.163,54.984,0.116
'[11:28:26.712 14/08/1994]',0.171,54.595,0.064
'[11:28:26.714 14/08/1994]',0.171,54.595,0.064
'[11:28:26.716 14/08/1994]',0.171,54.595,0.064
'[11:28:26.718 14/08/1994]',0.171,54.595,0.064
'[11:28:26.720 14/08/1994]',0.178,54.283,0.011
'[11:28:26.722 14/08/1994]',0.178,54.283,0.011
'[11:28:26.724 14/08/1994]',0.178,54.283,0.011
'[11:28:26.726 14/08/1994]',0.178,54.283,0.011
'[11:28:26.728 14/08/1994]',0.178,54.050,-0.039
'[11:28:26.730 14/08/1994]',0.186,54.050,-0.039
'[11:28:26.732 14/08/1994]',0.178,54.050,-0.039
'[11:28:26.734 14/08/1994]',0.186,54.050,-0.039
'[11:28:26.736 14/08/1994]',0.186,54.128,-0.086
'[11:28:26.738 14/08/1994]',0.200,54.128,-0.086
'[11:28:26.740 14/08/1994]',0.200,54.128,-0.086
'[11:28:26.742 14/08/1994]',0.200,54.128,-0.086
'[11:28:26.744 14/08/1994]',0.208,54.907,-0.131
'[11:28:26.746 14/08/1994]',0.208,54.907,-0.131
'[11:28:26.748 14/08/1994]',0.208,54.907,-0.131
'[11:28:26.750 14/08/1994]',0.215,54.907,-0.131
'[11:28:26.752 14/08/1994]',0.215,57.087,-0.172
'[11:28:26.754 14/08/1994]',0.222,57.087,-0.172
'[11:28:26.756 14/08/1994]',0.222,57.087,-0.172
'[11:28:26.758 14/08/1994]',0.230,57.087,-0.172
'[11:28:26.760 14/08/1994]',0.237,61.293,-0.212
'[11:28:26.762 14/08/1994]',0.245,61.293,-0.212
'[11:28:26.764 14/08/1994]',0.252,61.293,-0.212
'[11:28:26.766 14/08/1994]',0.267,61.293,-0.212
'[11:28:26.768 14/08/1994]',0.274,67.368,-0.251
'[11:28:26.770 14/08/1994]',0.282,67.368,-0.251
'[11:28:26.772 14/08/1994]',0.297,67.368,-0.251
'[11:28:26.774 14/08/1994]',0.297,67.368,-0.251
'[11:28:26.776 14/08/1994]',0.311,74.065,-0.287
'[11:28:26.778 14/08/1994]',0.319,74.065,-0.287
'[11:28:26.780 14/08/1994]',0.319,74.065,-0.287
'[11:28:26.782 14/08/1994]',0.333,74.065,-0.287
'[11:28:26.784 14/08/1994]',0.341,79.673,-0.323
'[11:28:26.786 14/08/1994]',0.341,79.673,-0.323
'[11:28:26.788 14/08/1994]',0.348,79.673,-0.323
'[11:28:26.790 14/08/1994]',0.356,79.673,-0.323
'[11:28:26.792 14/08/1994]',0.356,83.567,-0.355
'[11:28:26.794 14/08/1994]',0.363,83.567,-0.355
'[11:28:26.796 14/08/1994]',0.363,83.567,-0.355
'[11:28:26.798 14/08/1994]',0.363,83.567,-0.355
'[11:28:26.800 14/08/1994]',0.370,85.981,-0.386
'[11:28:26.802 14/08/1994]',0.378,85.981,-0.386
'[11:28:26.804 14/08/1994]',0.378,85.981,-0.386
'[11:28:26.806 14/08/1994]',0.385,85.981,-0.386
'[11:28:26.808 14/08/1994]',0.378,87.383,-0.412
'[11:28:26.810 14/08/1994]',0.378,87.383,-0.412
'[11:28:26.812 14/08/1994]',0.370,87.383,-0.412
'[11:28:26.814 14/08/1994]',0.370,87.383,-0.412
'[11:28:26.816 14/08/1994]',0.370,88.084,-0.438
'[11:28:26.818 14/08/1994]',0.363,88.084,-0.438
'[11:28:26.820 14/08/1994]',0.356,88.084,-0.438
'[11:28:26.822 14/08/1994]',0.348,88.084,-0.438
'[11:28:26.824 14/08/1994]',0.341,88.396,-0.460
'[11:28:26.826 14/08/1994]',0.333,88.396,-0.460
'[11:28:26.828 14/08/1994]',0.319,88.396,-0.460
'[11:28:26.830 14/08/1994]',0.311,88.396,-0.460
'[11:28:26.832 14/08/1994]',0.304,88.318,-0.480
'[11:28:26.834 14/08/1994]',0.297,88.318,-0.480
'[11:28:26.836 14/08/1994]',0.289,88.318,-0.480
'[11:28:26.838 14/08/1994]',0.274,88.318,-0.480
'[11:28:26.840 14/08/1994]',0.267,88.006,-0.498
'[11:28:26.842 14/08/1994]',0.245,88.006,-0.498
'[11:28:26.844 14/08/1994]',0.222,88.006,-0.498
'[11:28:26.846 14/08/1994]',0.215,88.006,-0.498
'[11:28:26.848 14/08/1994]',0.200,87.617,-0.514
'[11:28:26.850 14/08/1994]',0.171,87.617,-0.514
'[11:28:26.852 14/08/1994]',0.156,87.617,-0.514
'[11:28:26.854 14/08/1994]',0.141,87.617,-0.514
'[11:28:26.856 14/08/1994]',0.119,86.838,-0.529
'[11:28:26.858 14/08/1994]',0.111,86.838,-0.529
'[11:28:26.860 14/08/1994]',0.097,86.838,-0.529
'[11:28:26.862 14/08/1994]',0.089,86.838,-0.529
'[11:28:26.864 14/08/1994]',0.075,85.826,-0.543
'[11:28:26.866 14/08/1994]',0.067,85.826,-0.543
'[11:28:26.868 14/08/1994]',0.067,85.826,-0.543
'[11:28:26.870 14/08/1994]',0.052,85.826,-0.543
'[11:28:26.872 14/08/1994]',0.045,84.502,-0.558
'[11:28:26.874 14/08/1994]',0.037,84.502,-0.558
'[11:28:26.876 14/08/1994]',0.023,84.502,-0.558
'[11:28:26.878 14/08/1994]',0.023,84.502,-0.558
'[11:28:26.880 14/08/1994]',0.023,82.866,-0.572
'[11:28:26.882 14/08/1994]',0.015,82.866,-0.572
'[11:28:26.884 14/08/1994]',0.015,82.866,-0.572
'[11:28:26.886 14/08/1994]',0.008,82.866,-0.572
'[11:28:26.888 14/08/1994]',0.008,80.997,-0.586
'[11:28:26.890 14/08/1994]',0.001,80.997,-0.586
'[11:28:26.892 14/08/1994]',0.001,80.997,-0.586
'[11:28:26.894 14/08/1994]',0.001,80.997,-0.586
'[11:28:26.896 14/08/1994]',-0.007,79.050,-0.598
'[11:28:26.898 14/08/1994]',-0.007,79.050,-0.598
'[11:28:26.900 14/08/1994]',-0.014,79.050,-0.598
'[11:28:26.902 14/08/1994]',-0.014,79.050,-0.598
'[11:28:26.904 14/08/1994]',-0.014,76.869,-0.610
'[11:28:26.906 14/08/1994]',-0.014,76.869,-0.610
'[11:28:26.908 14/08/1994]',-0.022,76.869,-0.610
'[11:28:26.910 14/08/1994]',-0.022,76.869,-0.610
'[11:28:26.912 14/08/1994]',-0.022,74.611,-0.622
'[11:28:26.914 14/08/1994]',-0.029,74.611,-0.622
'[11:28:26.916 14/08/1994]',-0.029,74.611,-0.622
'[11:28:26.918 14/08/1994]',-0.029,74.611,-0.622
'[11:28:26.920 14/08/1994]',-0.029,72.430,-0.631
'[11:28:26.922 14/08/1994]',-0.029,72.430,-0.631
'[11:28:26.924 14/08/1994]',-0.029,72.430,-0.631
'[11:28:26.926 14/08/1994]',-0.029,72.430,-0.631
'[11:28:26.928 14/08/1994]',-0.029,70.171,-0.638
'[11:28:26.930 14/08/1994]',-0.029,70.171,-0.638
'[11:28:26.932 14/08/1994]',-0.014,70.171,-0.638
'[11:28:26.934 14/08/1994]',-0.007,70.171,-0.638
'[11:28:26.936 14/08/1994]',-0.007,68.069,-0.642
'[11:28:26.938 14/08/1994]',-0.014,68.069,-0.642
'[11:28:26.940 14/08/1994]',-0.014,68.069,-0.642
'[11:28:26.942 14/08/1994]',-0.014,68.069,-0.642
'[11:28:26.944 14/08/1994]',-0.014,65.966,-0.645
'[11:28:26.946 14/08/1994]',-0.022,65.966,-0.645
'[11:28:26.948 14/08/1994]',-0.022,65.966,-0.645
'[11:28:26.950 14/08/1994]',-0.022,65.966,-0.645
'[11:28:26.952 14/08/1994]',-0.022,64.097,-0.646
'[11:28:26.954 14/08/1994]',-0.029,64.097,-0.646
'[11:28:26.956 14/08/1994]',-0.022,64.097,-0.646
'[11:28:26.958 14/08/1994]',-0.022,64.097,-0.646
