'Time and date','V','II','ABP','RESP'
'[10:41:36.092 04/04/1996]',0.070,-0.187,67.440,0.486
'[10:41:36.094 04/04/1996]',0.081,-0.215,67.440,0.486
'[10:41:36.096 04/04/1996]',0.081,-0.187,66.935,0.461
'[10:41:36.098 04/04/1996]',0.070,-0.160,66.935,0.461
'[10:41:36.100 04/04/1996]',0.047,-0.079,66.935,0.461
'[10:41:36.102 04/04/1996]',0.012,0.002,66.935,0.461
'[10:41:36.104 04/04/1996]',-0.034,0.137,66.835,0.437
'[10:41:36.106 04/04/1996]',-0.103,0.300,66.835,0.437
'[10:41:36.108 04/04/1996]',-0.183,0.543,66.835,0.437
'[10:41:36.110 04/04/1996]',-0.276,0.732,66.835,0.437
'[10:41:36.112 04/04/1996]',-0.368,0.921,66.986,0.413
'[10:41:36.114 04/04/1996]',-0.437,1.084,66.986,0.413
'[10:41:36.116 04/04/1996]',-0.495,1.191,66.986,0.413
'[10:41:36.118 04/04/1996]',-0.529,1.218,66.986,0.413
'[10:41:36.120 04/04/1996]',-0.553,1.245,67.440,0.390
'[10:41:36.122 04/04/1996]',-0.541,1.191,67.440,0.390
'[10:41:36.124 04/04/1996]',-0.495,1.084,67.440,0.390
'[10:41:36.126 04/04/1996]',-0.403,0.813,67.440,0.390
'[10:41:36.128 04/04/1996]',-0.288,0.515,68.044,0.366
'[10:41:36.130 04/04/1996]',-0.183,0.164,68.044,0.366
'[10:41:36.132 04/04/1996]',-0.103,-0.052,68.044,0.366
'[10:41:36.134 04/04/1996]',-0.034,-0.187,68.044,0.366
'[10:41:36.136 04/04/1996]',0.001,-0.269,68.800,0.343
'[10:41:36.138 04/04/1996]',0.001,-0.296,68.800,0.343
'[10:41:36.140 04/04/1996]',0.024,-0.296,68.800,0.343
'[10:41:36.142 04/04/1996]',0.024,-0.269,68.800,0.343
'[10:41:36.144 04/04/1996]',0.024,-0.242,69.607,0.322
'[10:41:36.146 04/04/1996]',0.035,-0.242,69.607,0.322
'[10:41:36.148 04/04/1996]',0.047,-0.215,69.607,0.322
'[10:41:36.150 04/04/1996]',0.047,-0.187,69.607,0.322
'[10:41:36.152 04/04/1996]',0.047,-0.160,70.363,0.301
'[10:41:36.154 04/04/1996]',0.047,-0.160,70.363,0.301
'[10:41:36.156 04/04/1996]',0.058,-0.133,70.363,0.301
'[10:41:36.158 04/04/1996]',0.047,-0.160,70.363,0.301
'[10:41:36.160 04/04/1996]',0.047,-0.133,71.069,0.281
'[10:41:36.162 04/04/1996]',0.047,-0.133,71.069,0.281
'[10:41:36.164 04/04/1996]',0.047,-0.133,71.069,0.281
'[10:41:36.166 04/04/1996]',0.047,-0.133,71.069,0.281
'[10:41:36.168 04/04/1996]',0.047,-0.133,71.573,0.262
'[10:41:36.170 04/04/1996]',0.047,-0.133,71.573,0.262
'[10:41:36.172 04/04/1996]',0.058,-0.106,71.573,0.262
'[10:41:36.174 04/04/1996]',0.047,-0.106,71.573,0.262
'[10:41:36.176 04/04/1996]',0.058,-0.106,71.976,0.243
'[10:41:36.178 04/04/1996]',0.058,-0.106,71.976,0.243
'[10:41:36.180 04/04/1996]',0.058,-0.106,71.976,0.243
'[10:41:36.182 04/04/1996]',0.047,-0.106,71.976,0.243
'[10:41:36.184 04/04/1996]',0.047,-0.106,72.127,0.226
'[10:41:36.186 04/04/1996]',0.047,-0.079,72.127,0.226
'[10:41:36.188 04/04/1996]',0.035,-0.079,72.127,0.226
'[10:41:36.190 04/04/1996]',0.035,-0.079,72.127,0.226
'[10:41:36.192 04/04/1996]',0.047,-0.079,72.177,0.209
'[10:41:36.194 04/04/1996]',0.035,-0.052,72.177,0.209
'[10:41:36.196 04/04/1996]',0.035,-0.052,72.177,0.209
'[10:41:36.198 04/04/1996]',0.035,-0.052,72.177,0.209
'[10:41:36.200 04/04/1996]',0.035,-0.052,72.127,0.192
'[10:41:36.202 04/04/1996]',0.035,-0.052,72.127,0.192
'[10:41:36.204 04/04/1996]',0.035,-0.025,72.127,0.192
'[10:41:36.206 04/04/1996]',0.024,-0.025,72.127,0.192
'[10:41:36.208 04/04/1996]',0.024,-0.025,71.875,0.173
'[10:41:36.210 04/04/1996]',0.024,0.002,71.875,0.173
'[10:41:36.212 04/04/1996]',0.024,0.002,71.875,0.173
'[10:41:36.214 04/04/1996]',0.024,0.002,71.875,0.173
'[10:41:36.216 04/04/1996]',0.024,0.002,71.573,0.153
'[10:41:36.218 04/04/1996]',0.024,0.002,71.573,0.153
'[10:41:36.220 04/04/1996]',0.024,0.002,71.573,0.153
'[10:41:36.222 04/04/1996]',0.012,0.002,71.573,0.153
'[10:41:36.224 04/04/1996]',0.012,0.028,71.169,0.134
'[10:41:36.226 04/04/1996]',0.001,0.028,71.169,0.134
'[10:41:36.228 04/04/1996]',0.012,0.055,71.169,0.134
'[10:41:36.230 04/04/1996]',0.001,0.055,71.169,0.134
'[10:41:36.232 04/04/1996]',0.012,0.055,70.665,0.113
'[10:41:36.234 04/04/1996]',0.001,0.083,70.665,0.113
'[10:41:36.236 04/04/1996]',0.001,0.083,70.665,0.113
'[10:41:36.238 04/04/1996]',0.001,0.083,70.665,0.113
'[10:41:36.240 04/04/1996]',0.001,0.110,70.060,0.093
'[10:41:36.242 04/04/1996]',0.001,0.110,70.060,0.093
'[10:41:36.244 04/04/1996]',0.012,0.110,70.060,0.093
'[10:41:36.246 04/04/1996]',0.001,0.110,70.060,0.093
'[10:41:36.248 04/04/1996]',0.001,0.110,69.405,0.073
'[10:41:36.250 04/04/1996]',0.012,0.110,69.405,0.073
'[10:41:36.252 04/04/1996]',0.001,0.137,69.405,0.073
'[10:41:36.254 04/04/1996]',0.001,0.137,69.405,0.073
'[10:41:36.256 04/04/1996]',0.012,0.137,68.800,0.053
'[10:41:36.258 04/04/1996]',0.001,0.137,68.800,0.053
'[10:41:36.260 04/04/1996]',0.012,0.137,68.800,0.053
'[10:41:36.262 04/04/1996]',0.001,0.137,68.800,0.053
'[10:41:36.264 04/04/1996]',0.001,0.137,68.296,0.034
'[10:41:36.266 04/04/1996]',0.001,0.137,68.296,0.034
'[10:41:36.268 04/04/1996]',0.001,0.137,68.296,0.034
'[10:41:36.270 04/04/1996]',0.001,0.137,68.296,0.034
'[10:41:36.272 04/04/1996]',0.001,0.110,68.196,0.015
'[10:41:36.274 04/04/1996]',0.001,0.110,68.196,0.015
'[10:41:36.276 04/04/1996]',0.001,0.110,68.196,0.015
'[10:41:36.278 04/04/1996]',0.012,0.110,68.196,0.015
'[10:41:36.280 04/04/1996]',0.012,0.110,68.750,-0.003
'[10:41:36.282 04/04/1996]',0.012,0.083,68.750,-0.003
'[10:41:36.284 04/04/1996]',0.012,0.083,68.750,-0.003
'[10:41:36.286 04/04/1996]',0.024,0.055,68.750,-0.003
'[10:41:36.288 04/04/1996]',0.012,0.055,70.363,-0.021
'[10:41:36.290 04/04/1996]',0.024,0.028,70.363,-0.021
'[10:41:36.292 04/04/1996]',0.024,0.028,70.363,-0.021
'[10:41:36.294 04/04/1996]',0.024,0.028,70.363,-0.021
'[10:41:36.296 04/04/1996]',0.024,0.028,73.135,-0.037
'[10:41:36.298 04/04/1996]',0.024,0.002,73.135,-0.037
'[10:41:36.300 04/04/1996]',0.024,0.002,73.135,-0.037
'[10:41:36.302 04/04/1996]',0.024,0.002,73.135,-0.037
'[10:41:36.304 04/04/1996]',0.024,0.002,77.067,-0.053
'[10:41:36.306 04/04/1996]',0.024,0.002,77.067,-0.053
'[10:41:36.308 04/04/1996]',0.024,0.002,77.067,-0.053
'[10:41:36.310 04/04/1996]',0.024,0.002,77.067,-0.053
'[10:41:36.312 04/04/1996]',0.024,0.002,81.855,-0.069
'[10:41:36.314 04/04/1996]',0.024,-0.025,81.855,-0.069
'[10:41:36.316 04/04/1996]',0.024,-0.025,81.855,-0.069
'[10:41:36.318 04/04/1996]',0.024,-0.025,81.855,-0.069
'[10:41:36.320 04/04/1996]',0.024,-0.025,87.198,-0.084
'[10:41:36.322 04/04/1996]',0.024,-0.025,87.198,-0.084
'[10:41:36.324 04/04/1996]',0.024,-0.052,87.198,-0.084
'[10:41:36.326 04/04/1996]',0.024,-0.052,87.198,-0.084
'[10:41:36.328 04/04/1996]',0.024,-0.052,92.490,-0.099
'[10:41:36.330 04/04/1996]',0.012,-0.052,92.490,-0.099
'[10:41:36.332 04/04/1996]',0.035,-0.052,92.490,-0.099
'[10:41:36.334 04/04/1996]',0.024,-0.052,92.490,-0.099
'[10:41:36.336 04/04/1996]',0.012,-0.052,97.530,-0.113
'[10:41:36.338 04/04/1996]',0.012,-0.079,97.530,-0.113
'[10:41:36.340 04/04/1996]',0.012,-0.079,97.530,-0.113
'[10:41:36.342 04/04/1996]',0.012,-0.079,97.530,-0.113
'[10:41:36.344 04/04/1996]',0.012,-0.079,101.815,-0.127
'[10:41:36.346 04/04/1996]',0.012,-0.079,101.815,-0.127
'[10:41:36.348 04/04/1996]',0.012,-0.079,101.815,-0.127
'[10:41:36.350 04/04/1996]',0.012,-0.079,101.815,-0.127
'[10:41:36.352 04/04/1996]',0.012,-0.079,105.040,-0.140
'[10:41:36.354 04/04/1996]',0.012,-0.079,105.040,-0.140
'[10:41:36.356 04/04/1996]',0.001,-0.079,105.040,-0.140
'[10:41:36.358 04/04/1996]',0.012,-0.079,105.040,-0.140
'[10:41:36.360 04/04/1996]',0.012,-0.079,106.905,-0.154
'[10:41:36.362 04/04/1996]',0.012,-0.079,106.905,-0.154
'[10:41:36.364 04/04/1996]',0.012,-0.079,106.905,-0.154
'[10:41:36.366 04/04/1996]',0.012,-0.079,106.905,-0.154
'[10:41:36.368 04/04/1996]',0.012,-0.079,107.460,-0.170
'[10:41:36.370 04/04/1996]',0.012,-0.079,107.460,-0.170
'[10:41:36.372 04/04/1996]',0.012,-0.079,107.460,-0.170
'[10:41:36.374 04/04/1996]',0.012,-0.052,107.460,-0.170
'[10:41:36.376 04/04/1996]',0.012,-0.052,106.754,-0.186
'[10:41:36.378 04/04/1996]',0.012,-0.052,106.754,-0.186
'[10:41:36.380 04/04/1996]',0.012,-0.052,106.754,-0.186
'[10:41:36.382 04/04/1996]',0.001,-0.052,106.754,-0.186
'[10:41:36.384 04/04/1996]',0.012,-0.052,104.990,-0.204
'[10:41:36.386 04/04/1996]',0.001,-0.052,104.990,-0.204
'[10:41:36.388 04/04/1996]',0.001,-0.052,104.990,-0.204
'[10:41:36.390 04/04/1996]',0.001,-0.052,104.990,-0.204
'[10:41:36.392 04/04/1996]',0.001,-0.052,102.470,-0.223
'[10:41:36.394 04/04/1996]',0.001,-0.052,102.470,-0.223
'[10:41:36.396 04/04/1996]',0.001,-0.052,102.470,-0.223
'[10:41:36.398 04/04/1996]',0.001,-0.052,102.470,-0.223
'[10:41:36.400 04/04/1996]',0.001,-0.052,99.546,-0.242
'[10:41:36.402 04/04/1996]',0.001,-0.052,99.546,-0.242
'[10:41:36.404 04/04/1996]',0.001,-0.052,99.546,-0.242
'[10:41:36.406 04/04/1996]',0.012,-0.052,99.546,-0.242
'[10:41:36.408 04/04/1996]',0.001,-0.052,96.270,-0.262
'[10:41:36.410 04/04/1996]',0.001,-0.052,96.270,-0.262
'[10:41:36.412 04/04/1996]',0.001,-0.052,96.270,-0.262
'[10:41:36.414 04/04/1996]',0.001,-0.052,96.270,-0.262
'[10:41:36.416 04/04/1996]',0.001,-0.052,92.994,-0.283
'[10:41:36.418 04/04/1996]',0.001,-0.052,92.994,-0.283
'[10:41:36.420 04/04/1996]',0.001,-0.025,92.994,-0.283
'[10:41:36.422 04/04/1996]',0.001,-0.025,92.994,-0.283
'[10:41:36.424 04/04/1996]',0.001,-0.025,89.667,-0.304
'[10:41:36.426 04/04/1996]',0.001,-0.025,89.667,-0.304
'[10:41:36.428 04/04/1996]',0.001,0.002,89.667,-0.304
'[10:41:36.430 04/04/1996]',0.001,0.002,89.667,-0.304
'[10:41:36.432 04/04/1996]',0.001,0.002,86.341,-0.325
'[10:41:36.434 04/04/1996]',0.001,0.002,86.341,-0.325
'[10:41:36.436 04/04/1996]',0.001,0.002,86.341,-0.325
'[10:41:36.438 04/04/1996]',0.001,0.002,86.341,-0.325
'[10:41:36.440 04/04/1996]',0.001,0.002,83.165,-0.345
'[10:41:36.442 04/04/1996]',0.001,0.002,83.165,-0.345
'[10:41:36.444 04/04/1996]',0.001,0.002,83.165,-0.345
'[10:41:36.446 04/04/1996]',-0.011,0.002,83.165,-0.345
'[10:41:36.448 04/04/1996]',-0.011,0.002,80.040,-0.366
'[10:41:36.450 04/04/1996]',-0.011,0.002,80.040,-0.366
'[10:41:36.452 04/04/1996]',-0.022,0.002,80.040,-0.366
'[10:41:36.454 04/04/1996]',-0.022,0.002,80.040,-0.366
'[10:41:36.456 04/04/1996]',-0.022,0.002,77.067,-0.386
'[10:41:36.458 04/04/1996]',-0.022,0.002,77.067,-0.386
'[10:41:36.460 04/04/1996]',-0.022,0.002,77.067,-0.386
'[10:41:36.462 04/04/1996]',-0.022,0.002,77.067,-0.386
'[10:41:36.464 04/04/1996]',-0.022,0.002,74.294,-0.405
'[10:41:36.466 04/04/1996]',-0.022,0.002,74.294,-0.405
'[10:41:36.468 04/04/1996]',-0.011,0.002,74.294,-0.405
'[10:41:36.470 04/04/1996]',-0.011,-0.025,74.294,-0.405
'[10:41:36.472 04/04/1996]',0.001,-0.025,71.875,-0.423
'[10:41:36.474 04/04/1996]',0.001,-0.052,71.875,-0.423
'[10:41:36.476 04/04/1996]',0.001,-0.052,71.875,-0.423
'[10:41:36.478 04/04/1996]',0.001,-0.079,71.875,-0.423
'[10:41:36.480 04/04/1996]',0.012,-0.079,69.808,-0.441
'[10:41:36.482 04/04/1996]',0.012,-0.079,69.808,-0.441
'[10:41:36.484 04/04/1996]',0.012,-0.079,69.808,-0.441
'[10:41:36.486 04/04/1996]',0.012,-0.106,69.808,-0.441
'[10:41:36.488 04/04/1996]',0.024,-0.106,68.095,-0.457
'[10:41:36.490 04/04/1996]',0.024,-0.106,68.095,-0.457
'[10:41:36.492 04/04/1996]',0.024,-0.106,68.095,-0.457
'[10:41:36.494 04/04/1996]',0.024,-0.106,68.095,-0.457
'[10:41:36.496 04/04/1996]',0.024,-0.106,66.734,-0.471
'[10:41:36.498 04/04/1996]',0.024,-0.106,66.734,-0.471
'[10:41:36.500 04/04/1996]',0.024,-0.106,66.734,-0.471
'[10:41:36.502 04/04/1996]',0.024,-0.106,66.734,-0.471
'[10:41:36.504 04/04/1996]',0.024,-0.133,65.726,-0.485
'[10:41:36.506 04/04/1996]',0.024,-0.133,65.726,-0.485
'[10:41:36.508 04/04/1996]',0.035,-0.133,65.726,-0.485
'[10:41:36.510 04/04/1996]',0.047,-0.160,65.726,-0.485
'[10:41:36.512 04/04/1996]',0.058,-0.160,65.171,-0.498
'[10:41:36.514 04/04/1996]',0.058,-0.187,65.171,-0.498
'[10:41:36.516 04/04/1996]',0.058,-0.160,65.171,-0.498
'[10:41:36.518 04/04/1996]',0.058,-0.133,65.171,-0.498
'[10:41:36.520 04/04/1996]',0.024,-0.052,64.869,-0.511
'[10:41:36.522 04/04/1996]',0.001,0.028,64.869,-0.511
'[10:41:36.524 04/04/1996]',-0.057,0.164,64.869,-0.511
'[10:41:36.526 04/04/1996]',-0.115,0.354,64.869,-0.511
'[10:41:36.528 04/04/1996]',-0.195,0.570,64.919,-0.522
'[10:41:36.530 04/04/1996]',-0.288,0.760,64.919,-0.522
'[10:41:36.532 04/04/1996]',-0.380,0.948,64.919,-0.522
'[10:41:36.534 04/04/1996]',-0.437,1.084,64.919,-0.522
'[10:41:36.536 04/04/1996]',-0.495,1.164,65.272,-0.533
'[10:41:36.538 04/04/1996]',-0.529,1.218,65.272,-0.533
'[10:41:36.540 04/04/1996]',-0.553,1.218,65.272,-0.533
'[10:41:36.542 04/04/1996]',-0.529,1.164,65.272,-0.533
'[10:41:36.544 04/04/1996]',-0.484,1.057,65.877,-0.544
'[10:41:36.546 04/04/1996]',-0.403,0.785,65.877,-0.544
'[10:41:36.548 04/04/1996]',-0.288,0.488,65.877,-0.544
'[10:41:36.550 04/04/1996]',-0.183,0.191,65.877,-0.544
'[10:41:36.552 04/04/1996]',-0.103,-0.025,66.583,-0.553
'[10:41:36.554 04/04/1996]',-0.034,-0.160,66.583,-0.553
'[10:41:36.556 04/04/1996]',0.001,-0.242,66.583,-0.553
'[10:41:36.558 04/04/1996]',0.024,-0.269,66.583,-0.553
'[10:41:36.560 04/04/1996]',0.024,-0.269,67.389,-0.561
'[10:41:36.562 04/04/1996]',0.024,-0.269,67.389,-0.561
'[10:41:36.564 04/04/1996]',0.035,-0.242,67.389,-0.561
'[10:41:36.566 04/04/1996]',0.047,-0.215,67.389,-0.561
'[10:41:36.568 04/04/1996]',0.047,-0.215,68.246,-0.568
'[10:41:36.570 04/04/1996]',0.058,-0.187,68.246,-0.568
'[10:41:36.572 04/04/1996]',0.047,-0.160,68.246,-0.568
'[10:41:36.574 04/04/1996]',0.047,-0.160,68.246,-0.568
'[10:41:36.576 04/04/1996]',0.047,-0.133,68.952,-0.574
'[10:41:36.578 04/04/1996]',0.047,-0.133,68.952,-0.574
'[10:41:36.580 04/04/1996]',0.047,-0.133,68.952,-0.574
'[10:41:36.582 04/04/1996]',0.058,-0.133,68.952,-0.574
'[10:41:36.584 04/04/1996]',0.047,-0.133,69.607,-0.579
'[10:41:36.586 04/04/1996]',0.058,-0.106,69.607,-0.579
'[10:41:36.588 04/04/1996]',0.047,-0.133,69.607,-0.579
'[10:41:36.590 04/04/1996]',0.047,-0.106,69.607,-0.579
'[10:41:36.592 04/04/1996]',0.047,-0.106,70.111,-0.583
'[10:41:36.594 04/04/1996]',0.047,-0.106,70.111,-0.583
'[10:41:36.596 04/04/1996]',0.047,-0.106,70.111,-0.583
'[10:41:36.598 04/04/1996]',0.047,-0.106,70.111,-0.583
'[10:41:36.600 04/04/1996]',0.047,-0.079,70.464,-0.588
'[10:41:36.602 04/04/1996]',0.047,-0.079,70.464,-0.588
'[10:41:36.604 04/04/1996]',0.035,-0.079,70.464,-0.588
'[10:41:36.606 04/04/1996]',0.035,-0.079,70.464,-0.588
'[10:41:36.608 04/04/1996]',0.035,-0.079,70.716,-0.592
'[10:41:36.610 04/04/1996]',0.035,-0.052,70.716,-0.592
'[10:41:36.612 04/04/1996]',0.035,-0.052,70.716,-0.592
'[10:41:36.614 04/04/1996]',0.035,-0.052,70.716,-0.592
'[10:41:36.616 04/04/1996]',0.035,-0.052,70.716,-0.596
'[10:41:36.618 04/04/1996]',0.047,-0.052,70.716,-0.596
'[10:41:36.620 04/04/1996]',0.035,-0.025,70.716,-0.596
'[10:41:36.622 04/04/1996]',0.035,-0.025,70.716,-0.596
'[10:41:36.624 04/04/1996]',0.024,-0.025,70.615,-0.603
'[10:41:36.626 04/04/1996]',0.024,-0.025,70.615,-0.603
'[10:41:36.628 04/04/1996]',0.024,0.002,70.615,-0.603
'[10:41:36.630 04/04/1996]',0.024,0.002,70.615,-0.603
'[10:41:36.632 04/04/1996]',0.024,0.002,70.413,-0.610
'[10:41:36.634 04/04/1996]',0.024,0.002,70.413,-0.610
'[10:41:36.636 04/04/1996]',0.012,0.002,70.413,-0.610
'[10:41:36.638 04/04/1996]',0.012,0.002,70.413,-0.610
'[10:41:36.640 04/04/1996]',0.012,0.002,70.111,-0.619
'[10:41:36.642 04/04/1996]',0.012,0.002,70.111,-0.619
'[10:41:36.644 04/04/1996]',0.001,0.028,70.111,-0.619
'[10:41:36.646 04/04/1996]',0.012,0.028,70.111,-0.619
'[10:41:36.648 04/04/1996]',0.001,0.028,69.808,-0.628
'[10:41:36.650 04/04/1996]',0.001,0.055,69.808,-0.628
'[10:41:36.652 04/04/1996]',0.001,0.055,69.808,-0.628
'[10:41:36.654 04/04/1996]',0.001,0.055,69.808,-0.628
'[10:41:36.656 04/04/1996]',0.001,0.083,69.405,-0.638
'[10:41:36.658 04/04/1996]',0.001,0.083,69.405,-0.638
'[10:41:36.660 04/04/1996]',0.001,0.083,69.405,-0.638
'[10:41:36.662 04/04/1996]',0.001,0.083,69.405,-0.638
'[10:41:36.664 04/04/1996]',0.001,0.110,68.952,-0.649
'[10:41:36.666 04/04/1996]',0.001,0.110,68.952,-0.649
'[10:41:36.668 04/04/1996]',0.001,0.110,68.952,-0.649
'[10:41:36.670 04/04/1996]',0.001,0.110,68.952,-0.649
'[10:41:36.672 04/04/1996]',0.001,0.137,68.397,-0.659
'[10:41:36.674 04/04/1996]',0.001,0.110,68.397,-0.659
'[10:41:36.676 04/04/1996]',0.001,0.137,68.397,-0.659
'[10:41:36.678 04/04/1996]',0.001,0.137,68.397,-0.659
'[10:41:36.680 04/04/1996]',0.001,0.137,67.792,-0.670
'[10:41:36.682 04/04/1996]',0.001,0.137,67.792,-0.670
'[10:41:36.684 04/04/1996]',0.001,0.137,67.792,-0.670
'[10:41:36.686 04/04/1996]',0.001,0.110,67.792,-0.670
'[10:41:36.688 04/04/1996]',0.001,0.110,67.389,-0.680
'[10:41:36.690 04/04/1996]',0.001,0.110,67.389,-0.680
'[10:41:36.692 04/04/1996]',0.001,0.110,67.389,-0.680
'[10:41:36.694 04/04/1996]',0.001,0.110,67.389,-0.680
'[10:41:36.696 04/04/1996]',0.001,0.083,67.389,-0.690
'[10:41:36.698 04/04/1996]',0.001,0.083,67.389,-0.690
'[10:41:36.700 04/04/1996]',0.012,0.083,67.389,-0.690
'[10:41:36.702 04/04/1996]',0.012,0.055,67.389,-0.690
'[10:41:36.704 04/04/1996]',0.012,0.055,68.246,-0.699
'[10:41:36.706 04/04/1996]',0.012,0.055,68.246,-0.699
'[10:41:36.708 04/04/1996]',0.024,0.028,68.246,-0.699
'[10:41:36.710 04/04/1996]',0.024,0.028,68.246,-0.699
'[10:41:36.712 04/04/1996]',0.024,0.028,70.161,-0.707
'[10:41:36.714 04/04/1996]',0.024,0.002,70.161,-0.707
'[10:41:36.716 04/04/1996]',0.024,0.002,70.161,-0.707
'[10:41:36.718 04/04/1996]',0.024,0.002,70.161,-0.707
'[10:41:36.720 04/04/1996]',0.024,0.002,73.286,-0.714
'[10:41:36.722 04/04/1996]',0.024,0.002,73.286,-0.714
'[10:41:36.724 04/04/1996]',0.024,0.002,73.286,-0.714
'[10:41:36.726 04/04/1996]',0.024,0.002,73.286,-0.714
'[10:41:36.728 04/04/1996]',0.024,0.002,77.520,-0.719
'[10:41:36.730 04/04/1996]',0.024,0.002,77.520,-0.719
'[10:41:36.732 04/04/1996]',0.024,-0.025,77.520,-0.719
'[10:41:36.734 04/04/1996]',0.024,-0.025,77.520,-0.719
'[10:41:36.736 04/04/1996]',0.024,-0.025,82.359,-0.724
'[10:41:36.738 04/04/1996]',0.012,-0.025,82.359,-0.724
'[10:41:36.740 04/04/1996]',0.012,-0.025,82.359,-0.724
'[10:41:36.742 04/04/1996]',0.012,-0.052,82.359,-0.724
'[10:41:36.744 04/04/1996]',0.012,-0.052,87.500,-0.728
'[10:41:36.746 04/04/1996]',0.012,-0.052,87.500,-0.728
'[10:41:36.748 04/04/1996]',0.012,-0.052,87.500,-0.728
'[10:41:36.750 04/04/1996]',0.001,-0.052,87.500,-0.728
'[10:41:36.752 04/04/1996]',0.012,-0.052,92.540,-0.731
'[10:41:36.754 04/04/1996]',0.012,-0.052,92.540,-0.731
'[10:41:36.756 04/04/1996]',0.001,-0.052,92.540,-0.731
'[10:41:36.758 04/04/1996]',0.001,-0.052,92.540,-0.731
'[10:41:36.760 04/04/1996]',0.001,-0.079,97.177,-0.734
'[10:41:36.762 04/04/1996]',0.012,-0.079,97.177,-0.734
'[10:41:36.764 04/04/1996]',0.001,-0.079,97.177,-0.734
'[10:41:36.766 04/04/1996]',0.001,-0.079,97.177,-0.734
'[10:41:36.768 04/04/1996]',0.001,-0.079,100.958,-0.737
'[10:41:36.770 04/04/1996]',0.001,-0.079,100.958,-0.737
'[10:41:36.772 04/04/1996]',0.001,-0.079,100.958,-0.737
'[10:41:36.774 04/04/1996]',0.001,-0.079,100.958,-0.737
'[10:41:36.776 04/04/1996]',0.001,-0.079,103.629,-0.739
'[10:41:36.778 04/04/1996]',0.001,-0.079,103.629,-0.739
'[10:41:36.780 04/04/1996]',0.001,-0.079,103.629,-0.739
'[10:41:36.782 04/04/1996]',0.012,-0.052,103.629,-0.739
'[10:41:36.784 04/04/1996]',0.001,-0.052,104.990,-0.742
'[10:41:36.786 04/04/1996]',0.001,-0.052,104.990,-0.742
'[10:41:36.788 04/04/1996]',0.001,-0.052,104.990,-0.742
'[10:41:36.790 04/04/1996]',0.001,-0.052,104.990,-0.742
'[10:41:36.792 04/04/1996]',0.001,-0.052,105.040,-0.746
'[10:41:36.794 04/04/1996]',0.001,-0.052,105.040,-0.746
'[10:41:36.796 04/04/1996]',0.001,-0.052,105.040,-0.746
'[10:41:36.798 04/04/1996]',0.001,-0.052,105.040,-0.746
'[10:41:36.800 04/04/1996]',0.001,-0.052,103.881,-0.749
'[10:41:36.802 04/04/1996]',0.001,-0.052,103.881,-0.749
'[10:41:36.804 04/04/1996]',0.001,-0.052,103.881,-0.749
'[10:41:36.806 04/04/1996]',0.001,-0.025,103.881,-0.749
'[10:41:36.808 04/04/1996]',0.001,-0.025,101.915,-0.753
'[10:41:36.810 04/04/1996]',0.001,-0.025,101.915,-0.753
'[10:41:36.812 04/04/1996]',0.001,-0.052,101.915,-0.753
'[10:41:36.814 04/04/1996]',0.001,-0.025,101.915,-0.753
'[10:41:36.816 04/04/1996]',0.001,-0.025,99.194,-0.758
'[10:41:36.818 04/04/1996]',0.001,-0.025,99.194,-0.758
'[10:41:36.820 04/04/1996]',0.001,-0.025,99.194,-0.758
'[10:41:36.822 04/04/1996]',0.001,-0.025,99.194,-0.758
'[10:41:36.824 04/04/1996]',0.001,-0.025,96.119,-0.764
'[10:41:36.826 04/04/1996]',0.001,-0.025,96.119,-0.764
'[10:41:36.828 04/04/1996]',0.001,-0.025,96.119,-0.764
'[10:41:36.830 04/04/1996]',0.001,-0.025,96.119,-0.764
'[10:41:36.832 04/04/1996]',0.001,-0.025,92.944,-0.770
'[10:41:36.834 04/04/1996]',0.001,-0.025,92.944,-0.770
'[10:41:36.836 04/04/1996]',0.001,-0.025,92.944,-0.770
'[10:41:36.838 04/04/1996]',0.001,-0.025,92.944,-0.770
'[10:41:36.840 04/04/1996]',0.001,-0.025,89.667,-0.777
'[10:41:36.842 04/04/1996]',0.001,0.002,89.667,-0.777
'[10:41:36.844 04/04/1996]',0.001,0.002,89.667,-0.777
'[10:41:36.846 04/04/1996]',0.001,0.002,89.667,-0.777
'[10:41:36.848 04/04/1996]',0.001,0.002,86.442,-0.785
'[10:41:36.850 04/04/1996]',0.001,0.002,86.442,-0.785
'[10:41:36.852 04/04/1996]',0.001,0.002,86.442,-0.785
'[10:41:36.854 04/04/1996]',0.001,0.002,86.442,-0.785
'[10:41:36.856 04/04/1996]',0.001,0.002,83.216,-0.793
'[10:41:36.858 04/04/1996]',0.001,0.002,83.216,-0.793
'[10:41:36.860 04/04/1996]',-0.011,0.002,83.216,-0.793
'[10:41:36.862 04/04/1996]',-0.011,0.002,83.216,-0.793
'[10:41:36.864 04/04/1996]',-0.011,0.002,80.040,-0.801
'[10:41:36.866 04/04/1996]',-0.011,0.002,80.040,-0.801
'[10:41:36.868 04/04/1996]',-0.011,0.002,80.040,-0.801
'[10:41:36.870 04/04/1996]',-0.011,0.002,80.040,-0.801
'[10:41:36.872 04/04/1996]',-0.022,0.002,76.915,-0.809
'[10:41:36.874 04/04/1996]',-0.022,0.002,76.915,-0.809
'[10:41:36.876 04/04/1996]',-0.022,0.002,76.915,-0.809
'[10:41:36.878 04/04/1996]',-0.022,0.002,76.915,-0.809
