'Time and date','II','MCL1','V','ABP','PAP'
'[09:39:48.432 20/12/1995]',-0.060,0.001,0.010,96.635,43.300
'[09:39:48.434 20/12/1995]',-0.060,0.001,0.010,96.635,43.300
'[09:39:48.436 20/12/1995]',-0.060,0.001,0.010,96.635,43.300
'[09:39:48.438 20/12/1995]',-0.060,0.001,0.010,96.635,43.300
'[09:39:48.440 20/12/1995]',-0.060,0.001,0.010,94.834,40.875
'[09:39:48.442 20/12/1995]',-0.060,0.001,0.010,94.834,40.875
'[09:39:48.444 20/12/1995]',-0.060,0.001,0.010,94.834,40.875
'[09:39:48.446 20/12/1995]',-0.039,0.001,0.010,94.834,40.875
'[09:39:48.448 20/12/1995]',-0.019,0.001,0.019,93.128,38.250
'[09:39:48.450 20/12/1995]',-0.019,0.001,0.019,93.128,38.250
'[09:39:48.452 20/12/1995]',-0.019,-0.011,0.019,93.128,38.250
'[09:39:48.454 20/12/1995]',-0.019,-0.011,0.010,93.128,38.250
'[09:39:48.456 20/12/1995]',-0.039,0.001,0.010,91.611,36.150
'[09:39:48.458 20/12/1995]',-0.060,0.001,0.010,91.611,36.150
'[09:39:48.460 20/12/1995]',-0.060,0.001,0.001,91.611,36.150
'[09:39:48.462 20/12/1995]',-0.080,0.001,0.001,91.611,36.150
'[09:39:48.464 20/12/1995]',-0.080,0.001,0.001,90.332,36.100
'[09:39:48.466 20/12/1995]',-0.080,0.001,0.001,90.332,36.100
'[09:39:48.468 20/12/1995]',-0.080,0.001,0.001,90.332,36.100
'[09:39:48.470 20/12/1995]',-0.080,0.001,0.001,90.332,36.100
'[09:39:48.472 20/12/1995]',-0.080,0.001,0.001,89.384,38.900
'[09:39:48.474 20/12/1995]',-0.080,0.001,0.001,89.384,38.900
'[09:39:48.476 20/12/1995]',-0.060,0.001,0.001,89.384,38.900
'[09:39:48.478 20/12/1995]',-0.060,0.001,0.001,89.384,38.900
'[09:39:48.480 20/12/1995]',-0.060,0.001,0.001,88.720,43.400
'[09:39:48.482 20/12/1995]',-0.060,0.001,0.001,88.720,43.400
'[09:39:48.484 20/12/1995]',-0.060,0.001,0.001,88.720,43.400
'[09:39:48.486 20/12/1995]',-0.060,0.001,0.001,88.720,43.400
'[09:39:48.488 20/12/1995]',-0.060,0.001,0.001,88.389,45.000
'[09:39:48.490 20/12/1995]',-0.080,0.001,0.010,88.389,45.000
'[09:39:48.492 20/12/1995]',-0.080,0.001,0.010,88.389,45.000
'[09:39:48.494 20/12/1995]',-0.080,0.001,0.001,88.389,45.000
'[09:39:48.496 20/12/1995]',-0.080,-0.011,0.001,88.294,45.000
'[09:39:48.498 20/12/1995]',-0.080,0.001,0.001,88.294,45.000
'[09:39:48.500 20/12/1995]',-0.080,0.001,0.001,88.294,45.000
'[09:39:48.502 20/12/1995]',-0.080,0.001,0.001,88.294,45.000
'[09:39:48.504 20/12/1995]',-0.080,0.001,0.001,88.436,45.000
'[09:39:48.506 20/12/1995]',-0.080,0.001,0.001,88.436,45.000
'[09:39:48.508 20/12/1995]',-0.080,0.001,0.001,88.436,45.000
'[09:39:48.510 20/12/1995]',-0.080,0.001,0.001,88.436,45.000
'[09:39:48.512 20/12/1995]',-0.101,0.001,0.001,88.863,42.175
'[09:39:48.514 20/12/1995]',-0.101,0.001,0.001,88.863,42.175
'[09:39:48.516 20/12/1995]',-0.101,-0.011,0.001,88.863,42.175
'[09:39:48.518 20/12/1995]',-0.101,-0.011,0.001,88.863,42.175
'[09:39:48.520 20/12/1995]',-0.101,-0.011,0.001,89.384,39.550
'[09:39:48.522 20/12/1995]',-0.101,-0.011,0.001,89.384,39.550
'[09:39:48.524 20/12/1995]',-0.101,0.001,0.001,89.384,39.550
'[09:39:48.526 20/12/1995]',-0.101,0.001,0.001,89.384,39.550
'[09:39:48.528 20/12/1995]',-0.101,0.001,0.001,90.047,37.150
'[09:39:48.530 20/12/1995]',-0.101,0.001,0.001,90.047,37.150
'[09:39:48.532 20/12/1995]',-0.101,0.001,0.001,90.047,37.150
'[09:39:48.534 20/12/1995]',-0.101,-0.011,0.001,90.047,37.150
'[09:39:48.536 20/12/1995]',-0.101,-0.011,0.001,90.806,34.875
'[09:39:48.538 20/12/1995]',-0.101,0.001,0.001,90.806,34.875
'[09:39:48.540 20/12/1995]',-0.101,-0.011,0.001,90.806,34.875
'[09:39:48.542 20/12/1995]',-0.101,-0.011,0.001,90.806,34.875
'[09:39:48.544 20/12/1995]',-0.101,-0.011,0.001,91.564,32.825
'[09:39:48.546 20/12/1995]',-0.101,-0.011,0.001,91.564,32.825
'[09:39:48.548 20/12/1995]',-0.101,-0.024,0.001,91.564,32.825
'[09:39:48.550 20/12/1995]',-0.080,-0.011,0.001,91.564,32.825
'[09:39:48.552 20/12/1995]',-0.101,-0.011,0.001,92.227,31.300
'[09:39:48.554 20/12/1995]',-0.101,0.001,0.001,92.227,31.300
'[09:39:48.556 20/12/1995]',-0.101,0.001,0.001,92.227,31.300
'[09:39:48.558 20/12/1995]',-0.101,0.001,0.001,92.227,31.300
'[09:39:48.560 20/12/1995]',-0.121,0.001,0.001,92.796,30.750
'[09:39:48.562 20/12/1995]',-0.121,0.001,0.001,92.796,30.750
'[09:39:48.564 20/12/1995]',-0.121,-0.011,0.001,92.796,30.750
'[09:39:48.566 20/12/1995]',-0.121,-0.011,0.001,92.796,30.750
'[09:39:48.568 20/12/1995]',-0.121,0.001,0.001,93.412,31.125
'[09:39:48.570 20/12/1995]',-0.121,-0.011,0.001,93.412,31.125
'[09:39:48.572 20/12/1995]',-0.121,-0.011,0.001,93.412,31.125
'[09:39:48.574 20/12/1995]',-0.121,-0.011,0.001,93.412,31.125
'[09:39:48.576 20/12/1995]',-0.121,0.001,0.001,94.123,32.050
'[09:39:48.578 20/12/1995]',-0.121,-0.024,0.001,94.123,32.050
'[09:39:48.580 20/12/1995]',-0.121,-0.011,0.001,94.123,32.050
'[09:39:48.582 20/12/1995]',-0.101,-0.011,0.001,94.123,32.050
'[09:39:48.584 20/12/1995]',-0.121,-0.011,0.001,94.929,33.175
'[09:39:48.586 20/12/1995]',-0.121,0.001,0.001,94.929,33.175
'[09:39:48.588 20/12/1995]',-0.121,0.001,0.001,94.929,33.175
'[09:39:48.590 20/12/1995]',-0.121,0.001,0.001,94.929,33.175
'[09:39:48.592 20/12/1995]',-0.121,0.001,0.001,95.877,34.150
'[09:39:48.594 20/12/1995]',-0.121,0.001,0.001,95.877,34.150
'[09:39:48.596 20/12/1995]',-0.101,0.001,0.001,95.877,34.150
'[09:39:48.598 20/12/1995]',-0.101,-0.011,0.001,95.877,34.150
'[09:39:48.600 20/12/1995]',-0.121,-0.011,0.001,96.825,34.975
'[09:39:48.602 20/12/1995]',-0.121,-0.011,0.001,96.825,34.975
'[09:39:48.604 20/12/1995]',-0.121,-0.011,0.001,96.825,34.975
'[09:39:48.606 20/12/1995]',-0.121,-0.011,0.001,96.825,34.975
'[09:39:48.608 20/12/1995]',-0.121,0.001,0.001,97.725,35.450
'[09:39:48.610 20/12/1995]',-0.121,0.001,0.001,97.725,35.450
'[09:39:48.612 20/12/1995]',-0.142,0.001,0.001,97.725,35.450
'[09:39:48.614 20/12/1995]',-0.142,0.001,0.001,97.725,35.450
'[09:39:48.616 20/12/1995]',-0.142,-0.011,0.001,98.483,35.500
'[09:39:48.618 20/12/1995]',-0.121,0.001,0.001,98.483,35.500
'[09:39:48.620 20/12/1995]',-0.121,0.001,0.001,98.483,35.500
'[09:39:48.622 20/12/1995]',-0.142,-0.011,0.001,98.483,35.500
'[09:39:48.624 20/12/1995]',-0.121,0.001,0.001,99.100,35.100
'[09:39:48.626 20/12/1995]',-0.121,-0.011,0.001,99.100,35.100
'[09:39:48.628 20/12/1995]',-0.121,-0.011,0.001,99.100,35.100
'[09:39:48.630 20/12/1995]',-0.142,0.001,0.001,99.100,35.100
'[09:39:48.632 20/12/1995]',-0.142,0.001,0.010,99.621,34.150
'[09:39:48.634 20/12/1995]',-0.142,0.001,0.010,99.621,34.150
'[09:39:48.636 20/12/1995]',-0.142,0.001,0.010,99.621,34.150
'[09:39:48.638 20/12/1995]',-0.121,0.001,0.001,99.621,34.150
'[09:39:48.640 20/12/1995]',-0.142,0.001,0.001,100.047,32.925
'[09:39:48.642 20/12/1995]',-0.121,0.001,0.001,100.047,32.925
'[09:39:48.644 20/12/1995]',-0.142,-0.011,0.001,100.047,32.925
'[09:39:48.646 20/12/1995]',-0.121,0.001,0.001,100.047,32.925
'[09:39:48.648 20/12/1995]',-0.121,0.001,0.001,100.427,31.575
'[09:39:48.650 20/12/1995]',-0.121,0.001,0.001,100.427,31.575
'[09:39:48.652 20/12/1995]',-0.121,0.001,0.001,100.427,31.575
'[09:39:48.654 20/12/1995]',-0.121,-0.011,0.001,100.427,31.575
'[09:39:48.656 20/12/1995]',-0.121,-0.011,0.001,100.758,30.475
'[09:39:48.658 20/12/1995]',-0.121,-0.011,0.001,100.758,30.475
'[09:39:48.660 20/12/1995]',-0.121,-0.011,0.001,100.758,30.475
'[09:39:48.662 20/12/1995]',-0.121,-0.011,0.001,100.758,30.475
'[09:39:48.664 20/12/1995]',-0.121,-0.024,0.001,100.853,29.525
'[09:39:48.666 20/12/1995]',-0.121,-0.011,0.001,100.853,29.525
'[09:39:48.668 20/12/1995]',-0.121,-0.011,0.001,100.853,29.525
'[09:39:48.670 20/12/1995]',-0.121,0.001,0.001,100.853,29.525
'[09:39:48.672 20/12/1995]',-0.121,0.001,0.001,100.616,28.700
'[09:39:48.674 20/12/1995]',-0.121,0.001,0.001,100.616,28.700
'[09:39:48.676 20/12/1995]',-0.101,0.001,0.001,100.616,28.700
'[09:39:48.678 20/12/1995]',-0.101,0.001,0.001,100.616,28.700
'[09:39:48.680 20/12/1995]',-0.101,0.001,0.001,100.047,28.075
'[09:39:48.682 20/12/1995]',-0.101,0.001,0.001,100.047,28.075
'[09:39:48.684 20/12/1995]',-0.080,-0.011,0.001,100.047,28.075
'[09:39:48.686 20/12/1995]',-0.101,-0.011,0.001,100.047,28.075
'[09:39:48.688 20/12/1995]',-0.080,-0.011,0.001,99.289,27.725
'[09:39:48.690 20/12/1995]',-0.101,0.001,0.001,99.289,27.725
'[09:39:48.692 20/12/1995]',-0.080,0.001,0.001,99.289,27.725
'[09:39:48.694 20/12/1995]',-0.101,0.001,0.001,99.289,27.725
'[09:39:48.696 20/12/1995]',-0.080,0.001,0.001,98.294,27.825
'[09:39:48.698 20/12/1995]',-0.080,0.001,0.001,98.294,27.825
'[09:39:48.700 20/12/1995]',-0.101,-0.011,0.001,98.294,27.825
'[09:39:48.702 20/12/1995]',-0.101,0.001,0.001,98.294,27.825
'[09:39:48.704 20/12/1995]',-0.101,-0.011,0.001,97.109,28.350
'[09:39:48.706 20/12/1995]',-0.101,-0.011,0.001,97.109,28.350
'[09:39:48.708 20/12/1995]',-0.080,-0.011,0.001,97.109,28.350
'[09:39:48.710 20/12/1995]',-0.101,-0.024,0.001,97.109,28.350
'[09:39:48.712 20/12/1995]',-0.080,-0.024,0.001,95.782,28.950
'[09:39:48.714 20/12/1995]',-0.080,-0.024,0.001,95.782,28.950
'[09:39:48.716 20/12/1995]',-0.101,-0.024,0.001,95.782,28.950
'[09:39:48.718 20/12/1995]',-0.101,-0.024,0.001,95.782,28.950
'[09:39:48.720 20/12/1995]',-0.101,-0.024,0.001,94.360,29.350
'[09:39:48.722 20/12/1995]',-0.101,-0.024,0.001,94.360,29.350
'[09:39:48.724 20/12/1995]',-0.101,-0.036,0.001,94.360,29.350
'[09:39:48.726 20/12/1995]',-0.101,-0.024,0.001,94.360,29.350
'[09:39:48.728 20/12/1995]',-0.121,-0.036,0.001,92.844,29.475
'[09:39:48.730 20/12/1995]',-0.121,-0.036,0.001,92.844,29.475
'[09:39:48.732 20/12/1995]',-0.121,-0.036,0.001,92.844,29.475
'[09:39:48.734 20/12/1995]',-0.121,-0.036,0.001,92.844,29.475
'[09:39:48.736 20/12/1995]',-0.121,-0.036,0.001,91.327,29.300
'[09:39:48.738 20/12/1995]',-0.121,-0.049,-0.008,91.327,29.300
'[09:39:48.740 20/12/1995]',-0.121,-0.049,-0.008,91.327,29.300
'[09:39:48.742 20/12/1995]',-0.121,-0.049,-0.008,91.327,29.300
'[09:39:48.744 20/12/1995]',-0.121,-0.049,0.001,89.763,29.075
'[09:39:48.746 20/12/1995]',-0.142,-0.049,0.001,89.763,29.075
'[09:39:48.748 20/12/1995]',-0.142,-0.049,0.001,89.763,29.075
'[09:39:48.750 20/12/1995]',-0.121,-0.049,0.001,89.763,29.075
'[09:39:48.752 20/12/1995]',-0.121,-0.049,0.001,88.294,28.700
'[09:39:48.754 20/12/1995]',-0.121,-0.036,0.001,88.294,28.700
'[09:39:48.756 20/12/1995]',-0.121,-0.049,0.001,88.294,28.700
'[09:39:48.758 20/12/1995]',-0.121,-0.049,0.001,88.294,28.700
'[09:39:48.760 20/12/1995]',-0.121,-0.049,0.001,86.777,28.300
'[09:39:48.762 20/12/1995]',-0.121,-0.049,0.001,86.777,28.300
'[09:39:48.764 20/12/1995]',-0.101,-0.049,0.001,86.777,28.300
'[09:39:48.766 20/12/1995]',-0.121,-0.049,-0.008,86.777,28.300
'[09:39:48.768 20/12/1995]',-0.121,-0.049,-0.008,85.450,27.725
'[09:39:48.770 20/12/1995]',-0.121,-0.049,-0.018,85.450,27.725
'[09:39:48.772 20/12/1995]',-0.142,-0.061,-0.018,85.450,27.725
'[09:39:48.774 20/12/1995]',-0.142,-0.049,-0.008,85.450,27.725
'[09:39:48.776 20/12/1995]',-0.142,-0.061,-0.008,84.171,27.125
'[09:39:48.778 20/12/1995]',-0.142,-0.061,-0.008,84.171,27.125
'[09:39:48.780 20/12/1995]',-0.142,-0.074,-0.018,84.171,27.125
'[09:39:48.782 20/12/1995]',-0.121,-0.049,-0.008,84.171,27.125
'[09:39:48.784 20/12/1995]',-0.121,-0.061,-0.018,82.986,26.725
'[09:39:48.786 20/12/1995]',-0.121,-0.049,-0.018,82.986,26.725
'[09:39:48.788 20/12/1995]',-0.121,-0.049,-0.008,82.986,26.725
'[09:39:48.790 20/12/1995]',-0.101,-0.049,-0.008,82.986,26.725
'[09:39:48.792 20/12/1995]',-0.101,-0.049,-0.018,81.943,26.600
'[09:39:48.794 20/12/1995]',-0.101,-0.036,-0.018,81.943,26.600
'[09:39:48.796 20/12/1995]',-0.080,-0.036,-0.008,81.943,26.600
'[09:39:48.798 20/12/1995]',-0.101,-0.024,-0.008,81.943,26.600
'[09:39:48.800 20/12/1995]',-0.101,-0.024,0.001,80.995,26.775
'[09:39:48.802 20/12/1995]',-0.101,-0.011,0.001,80.995,26.775
'[09:39:48.804 20/12/1995]',-0.101,0.001,0.001,80.995,26.775
'[09:39:48.806 20/12/1995]',-0.101,0.001,0.001,80.995,26.775
'[09:39:48.808 20/12/1995]',-0.101,-0.011,0.001,80.142,27.125
'[09:39:48.810 20/12/1995]',-0.101,0.001,0.001,80.142,27.125
'[09:39:48.812 20/12/1995]',-0.101,-0.011,0.001,80.142,27.125
'[09:39:48.814 20/12/1995]',-0.101,-0.011,0.001,80.142,27.125
'[09:39:48.816 20/12/1995]',-0.101,0.001,0.001,79.384,27.475
'[09:39:48.818 20/12/1995]',-0.101,-0.011,0.001,79.384,27.475
'[09:39:48.820 20/12/1995]',-0.101,-0.011,0.001,79.384,27.475
'[09:39:48.822 20/12/1995]',-0.101,-0.011,0.001,79.384,27.475
'[09:39:48.824 20/12/1995]',-0.101,0.001,0.001,78.768,27.725
'[09:39:48.826 20/12/1995]',-0.101,-0.011,0.001,78.768,27.725
'[09:39:48.828 20/12/1995]',-0.101,-0.011,0.001,78.768,27.725
'[09:39:48.830 20/12/1995]',-0.101,0.001,0.001,78.768,27.725
'[09:39:48.832 20/12/1995]',-0.101,0.001,0.001,78.246,27.825
'[09:39:48.834 20/12/1995]',-0.101,0.001,0.001,78.246,27.825
'[09:39:48.836 20/12/1995]',-0.101,0.001,0.001,78.246,27.825
'[09:39:48.838 20/12/1995]',-0.101,0.001,0.001,78.246,27.825
'[09:39:48.840 20/12/1995]',-0.101,0.001,0.001,77.773,27.775
'[09:39:48.842 20/12/1995]',-0.101,0.001,0.001,77.773,27.775
'[09:39:48.844 20/12/1995]',-0.101,0.001,0.001,77.773,27.775
'[09:39:48.846 20/12/1995]',-0.101,0.001,0.001,77.773,27.775
'[09:39:48.848 20/12/1995]',-0.080,0.001,0.001,77.393,27.550
'[09:39:48.850 20/12/1995]',-0.101,-0.011,0.001,77.393,27.550
'[09:39:48.852 20/12/1995]',-0.080,0.001,0.001,77.393,27.550
'[09:39:48.854 20/12/1995]',-0.101,0.001,0.001,77.393,27.550
'[09:39:48.856 20/12/1995]',-0.101,-0.011,0.001,77.062,27.300
'[09:39:48.858 20/12/1995]',-0.101,-0.011,0.001,77.062,27.300
'[09:39:48.860 20/12/1995]',-0.121,-0.024,0.001,77.062,27.300
'[09:39:48.862 20/12/1995]',-0.142,-0.024,0.001,77.062,27.300
'[09:39:48.864 20/12/1995]',-0.183,-0.049,0.001,76.682,26.950
'[09:39:48.866 20/12/1995]',-0.203,-0.061,0.010,76.682,26.950
'[09:39:48.868 20/12/1995]',-0.203,-0.074,0.010,76.682,26.950
'[09:39:48.870 20/12/1995]',-0.162,-0.086,0.001,76.682,26.950
'[09:39:48.872 20/12/1995]',-0.101,-0.111,-0.008,76.351,26.550
'[09:39:48.874 20/12/1995]',-0.019,-0.136,-0.045,76.351,26.550
'[09:39:48.876 20/12/1995]',0.083,-0.149,-0.073,76.351,26.550
'[09:39:48.878 20/12/1995]',0.185,-0.174,-0.100,76.351,26.550
'[09:39:48.880 20/12/1995]',0.288,-0.211,-0.155,76.019,26.075
'[09:39:48.882 20/12/1995]',0.410,-0.236,-0.201,76.019,26.075
'[09:39:48.884 20/12/1995]',0.513,-0.273,-0.247,76.019,26.075
'[09:39:48.886 20/12/1995]',0.635,-0.298,-0.293,76.019,26.075
'[09:39:48.888 20/12/1995]',0.758,-0.323,-0.338,75.735,25.725
'[09:39:48.890 20/12/1995]',0.860,-0.360,-0.384,75.735,25.725
'[09:39:48.892 20/12/1995]',0.941,-0.373,-0.430,75.735,25.725
'[09:39:48.894 20/12/1995]',1.003,-0.410,-0.458,75.735,25.725
'[09:39:48.896 20/12/1995]',1.003,-0.410,-0.467,75.403,25.550
'[09:39:48.898 20/12/1995]',0.941,-0.410,-0.458,75.403,25.550
'[09:39:48.900 20/12/1995]',0.840,-0.398,-0.439,75.403,25.550
'[09:39:48.902 20/12/1995]',0.676,-0.373,-0.393,75.403,25.550
'[09:39:48.904 20/12/1995]',0.533,-0.323,-0.348,75.024,25.675
'[09:39:48.906 20/12/1995]',0.369,-0.273,-0.293,75.024,25.675
'[09:39:48.908 20/12/1995]',0.226,-0.236,-0.238,75.024,25.675
'[09:39:48.910 20/12/1995]',0.062,-0.186,-0.173,75.024,25.675
'[09:39:48.912 20/12/1995]',-0.039,-0.099,-0.100,74.455,26.075
'[09:39:48.914 20/12/1995]',-0.142,0.001,-0.027,74.455,26.075
'[09:39:48.916 20/12/1995]',-0.224,0.051,0.010,74.455,26.075
'[09:39:48.918 20/12/1995]',-0.285,0.088,0.046,74.455,26.075
'[09:39:48.920 20/12/1995]',-0.325,0.101,0.074,73.791,26.825
'[09:39:48.922 20/12/1995]',-0.346,0.101,0.083,73.791,26.825
'[09:39:48.924 20/12/1995]',-0.325,0.101,0.083,73.791,26.825
'[09:39:48.926 20/12/1995]',-0.285,0.101,0.083,73.791,26.825
'[09:39:48.928 20/12/1995]',-0.244,0.088,0.083,72.938,27.600
'[09:39:48.930 20/12/1995]',-0.203,0.076,0.074,72.938,27.600
'[09:39:48.932 20/12/1995]',-0.162,0.076,0.065,72.938,27.600
'[09:39:48.934 20/12/1995]',-0.142,0.051,0.046,72.938,27.600
'[09:39:48.936 20/12/1995]',-0.101,0.038,0.037,71.848,28.125
'[09:39:48.938 20/12/1995]',-0.080,0.026,0.028,71.848,28.125
'[09:39:48.940 20/12/1995]',-0.060,0.026,0.019,71.848,28.125
'[09:39:48.942 20/12/1995]',-0.039,0.038,0.010,71.848,28.125
'[09:39:48.944 20/12/1995]',-0.060,0.026,0.010,70.616,28.300
'[09:39:48.946 20/12/1995]',-0.039,0.038,0.010,70.616,28.300
'[09:39:48.948 20/12/1995]',-0.039,0.026,0.019,70.616,28.300
'[09:39:48.950 20/12/1995]',-0.039,0.026,0.010,70.616,28.300
'[09:39:48.952 20/12/1995]',-0.039,0.026,0.010,69.242,28.175
'[09:39:48.954 20/12/1995]',-0.039,0.026,0.010,69.242,28.175
'[09:39:48.956 20/12/1995]',-0.039,0.026,0.001,69.242,28.175
'[09:39:48.958 20/12/1995]',-0.039,0.026,0.001,69.242,28.175
'[09:39:48.960 20/12/1995]',-0.039,0.026,0.010,67.725,28.000
'[09:39:48.962 20/12/1995]',-0.039,0.026,0.010,67.725,28.000
'[09:39:48.964 20/12/1995]',-0.039,0.013,0.010,67.725,28.000
'[09:39:48.966 20/12/1995]',-0.039,0.013,0.001,67.725,28.000
'[09:39:48.968 20/12/1995]',-0.039,0.026,0.010,66.256,27.825
'[09:39:48.970 20/12/1995]',-0.019,0.026,0.001,66.256,27.825
'[09:39:48.972 20/12/1995]',-0.039,0.013,0.001,66.256,27.825
'[09:39:48.974 20/12/1995]',-0.039,0.026,0.001,66.256,27.825
'[09:39:48.976 20/12/1995]',-0.039,0.026,0.010,64.739,27.650
'[09:39:48.978 20/12/1995]',-0.039,0.026,0.010,64.739,27.650
'[09:39:48.980 20/12/1995]',-0.019,0.026,0.001,64.739,27.650
'[09:39:48.982 20/12/1995]',-0.019,0.026,0.010,64.739,27.650
'[09:39:48.984 20/12/1995]',-0.019,0.026,0.010,63.270,27.300
'[09:39:48.986 20/12/1995]',-0.039,0.026,0.010,63.270,27.300
'[09:39:48.988 20/12/1995]',-0.019,0.026,0.001,63.270,27.300
'[09:39:48.990 20/12/1995]',-0.019,0.001,0.001,63.270,27.300
'[09:39:48.992 20/12/1995]',-0.019,0.001,0.001,61.801,26.825
'[09:39:48.994 20/12/1995]',-0.019,0.013,0.001,61.801,26.825
'[09:39:48.996 20/12/1995]',-0.019,0.013,0.001,61.801,26.825
'[09:39:48.998 20/12/1995]',0.002,0.013,0.001,61.801,26.825
'[09:39:49.000 20/12/1995]',-0.019,0.013,0.001,60.284,26.200
'[09:39:49.002 20/12/1995]',-0.019,0.026,0.001,60.284,26.200
'[09:39:49.004 20/12/1995]',-0.019,0.013,0.001,60.284,26.200
'[09:39:49.006 20/12/1995]',-0.019,0.013,0.010,60.284,26.200
'[09:39:49.008 20/12/1995]',-0.019,0.026,0.001,58.863,25.600
'[09:39:49.010 20/12/1995]',-0.019,0.013,0.001,58.863,25.600
'[09:39:49.012 20/12/1995]',0.002,0.001,0.001,58.863,25.600
'[09:39:49.014 20/12/1995]',0.002,0.001,0.001,58.863,25.600
'[09:39:49.016 20/12/1995]',0.002,0.001,0.001,57.583,25.500
'[09:39:49.018 20/12/1995]',0.002,0.001,0.001,57.583,25.500
'[09:39:49.020 20/12/1995]',0.002,0.013,0.001,57.583,25.500
'[09:39:49.022 20/12/1995]',0.002,0.001,0.001,57.583,25.500
'[09:39:49.024 20/12/1995]',0.002,0.001,0.001,56.588,25.900
'[09:39:49.026 20/12/1995]',0.002,0.013,0.001,56.588,25.900
'[09:39:49.028 20/12/1995]',0.002,0.013,0.001,56.588,25.900
'[09:39:49.030 20/12/1995]',0.002,0.013,0.001,56.588,25.900
'[09:39:49.032 20/12/1995]',0.002,0.001,0.001,55.972,26.200
'[09:39:49.034 20/12/1995]',0.002,0.001,0.001,55.972,26.200
'[09:39:49.036 20/12/1995]',0.002,0.001,0.001,55.972,26.200
'[09:39:49.038 20/12/1995]',0.002,0.001,0.001,55.972,26.200
'[09:39:49.040 20/12/1995]',0.002,0.001,0.001,55.829,25.600
'[09:39:49.042 20/12/1995]',0.002,0.001,0.001,55.829,25.600
'[09:39:49.044 20/12/1995]',0.002,0.001,0.001,55.829,25.600
'[09:39:49.046 20/12/1995]',0.002,0.001,0.001,55.829,25.600
'[09:39:49.048 20/12/1995]',0.021,0.001,0.001,56.351,24.850
'[09:39:49.050 20/12/1995]',0.021,-0.011,0.001,56.351,24.850
'[09:39:49.052 20/12/1995]',0.021,-0.011,0.001,56.351,24.850
'[09:39:49.054 20/12/1995]',0.021,0.001,0.001,56.351,24.850
'[09:39:49.056 20/12/1995]',0.021,-0.011,0.001,57.536,25.125
'[09:39:49.058 20/12/1995]',0.021,-0.011,-0.008,57.536,25.125
'[09:39:49.060 20/12/1995]',0.021,0.001,-0.008,57.536,25.125
'[09:39:49.062 20/12/1995]',0.021,0.001,0.001,57.536,25.125
'[09:39:49.064 20/12/1995]',0.021,0.001,0.001,59.336,27.250
'[09:39:49.066 20/12/1995]',0.021,0.001,-0.008,59.336,27.250
'[09:39:49.068 20/12/1995]',0.021,-0.011,-0.008,59.336,27.250
'[09:39:49.070 20/12/1995]',0.021,-0.011,-0.018,59.336,27.250
'[09:39:49.072 20/12/1995]',0.021,-0.011,-0.018,61.659,30.125
'[09:39:49.074 20/12/1995]',0.042,-0.024,-0.018,61.659,30.125
'[09:39:49.076 20/12/1995]',0.042,-0.024,-0.018,61.659,30.125
'[09:39:49.078 20/12/1995]',0.042,-0.024,-0.018,61.659,30.125
'[09:39:49.080 20/12/1995]',0.042,-0.024,-0.018,64.455,32.700
'[09:39:49.082 20/12/1995]',0.062,-0.024,-0.018,64.455,32.700
'[09:39:49.084 20/12/1995]',0.062,-0.024,-0.018,64.455,32.700
'[09:39:49.086 20/12/1995]',0.062,-0.024,-0.018,64.455,32.700
'[09:39:49.088 20/12/1995]',0.062,-0.036,-0.027,67.441,34.400
'[09:39:49.090 20/12/1995]',0.062,-0.036,-0.027,67.441,34.400
'[09:39:49.092 20/12/1995]',0.062,-0.036,-0.027,67.441,34.400
'[09:39:49.094 20/12/1995]',0.062,-0.036,-0.027,67.441,34.400
'[09:39:49.096 20/12/1995]',0.062,-0.036,-0.027,70.616,35.750
'[09:39:49.098 20/12/1995]',0.062,-0.049,-0.027,70.616,35.750
'[09:39:49.100 20/12/1995]',0.062,-0.049,-0.027,70.616,35.750
'[09:39:49.102 20/12/1995]',0.062,-0.049,-0.027,70.616,35.750
'[09:39:49.104 20/12/1995]',0.062,-0.061,-0.036,73.839,37.200
'[09:39:49.106 20/12/1995]',0.062,-0.061,-0.036,73.839,37.200
'[09:39:49.108 20/12/1995]',0.062,-0.061,-0.036,73.839,37.200
'[09:39:49.110 20/12/1995]',0.062,-0.061,-0.036,73.839,37.200
'[09:39:49.112 20/12/1995]',0.062,-0.074,-0.036,77.251,38.800
'[09:39:49.114 20/12/1995]',0.083,-0.074,-0.036,77.251,38.800
'[09:39:49.116 20/12/1995]',0.083,-0.074,-0.045,77.251,38.800
'[09:39:49.118 20/12/1995]',0.083,-0.061,-0.036,77.251,38.800
'[09:39:49.120 20/12/1995]',0.083,-0.074,-0.045,80.711,39.950
'[09:39:49.122 20/12/1995]',0.083,-0.074,-0.054,80.711,39.950
'[09:39:49.124 20/12/1995]',0.083,-0.086,-0.054,80.711,39.950
'[09:39:49.126 20/12/1995]',0.103,-0.099,-0.054,80.711,39.950
'[09:39:49.128 20/12/1995]',0.103,-0.099,-0.045,84.360,40.350
'[09:39:49.130 20/12/1995]',0.103,-0.099,-0.054,84.360,40.350
'[09:39:49.132 20/12/1995]',0.083,-0.099,-0.045,84.360,40.350
'[09:39:49.134 20/12/1995]',0.103,-0.099,-0.045,84.360,40.350
'[09:39:49.136 20/12/1995]',0.103,-0.111,-0.045,88.009,40.125
