'Time and date','MCL1','III','ABP','PLETH','RESP'
'[12:32:49.110 08/02/1996]',0.095,0.012,54.135,-0.537,-0.554
'[12:32:49.112 08/02/1996]',0.095,0.012,53.835,-0.539,-0.562
'[12:32:49.114 08/02/1996]',0.094,0.001,53.835,-0.539,-0.562
'[12:32:49.116 08/02/1996]',0.094,0.012,53.835,-0.539,-0.562
'[12:32:49.118 08/02/1996]',0.094,0.012,53.835,-0.539,-0.562
'[12:32:49.120 08/02/1996]',0.095,0.012,53.534,-0.540,-0.567
'[12:32:49.122 08/02/1996]',0.095,0.024,53.534,-0.540,-0.567
'[12:32:49.124 08/02/1996]',0.095,0.036,53.534,-0.540,-0.567
'[12:32:49.126 08/02/1996]',0.095,0.036,53.534,-0.540,-0.567
'[12:32:49.128 08/02/1996]',0.095,0.024,53.233,-0.540,-0.568
'[12:32:49.130 08/02/1996]',0.094,0.024,53.233,-0.540,-0.568
'[12:32:49.132 08/02/1996]',0.094,0.012,53.233,-0.540,-0.568
'[12:32:49.134 08/02/1996]',0.093,0.036,53.233,-0.540,-0.568
'[12:32:49.136 08/02/1996]',0.093,0.036,52.932,-0.541,-0.565
'[12:32:49.138 08/02/1996]',0.092,0.024,52.932,-0.541,-0.565
'[12:32:49.140 08/02/1996]',0.092,0.036,52.932,-0.541,-0.565
'[12:32:49.142 08/02/1996]',0.091,0.036,52.932,-0.541,-0.565
'[12:32:49.144 08/02/1996]',0.090,0.036,52.632,-0.541,-0.557
'[12:32:49.146 08/02/1996]',0.089,0.024,52.632,-0.541,-0.557
'[12:32:49.148 08/02/1996]',0.088,0.024,52.632,-0.541,-0.557
'[12:32:49.150 08/02/1996]',0.087,0.024,52.632,-0.541,-0.557
'[12:32:49.152 08/02/1996]',0.086,0.024,52.331,-0.541,-0.545
'[12:32:49.154 08/02/1996]',0.086,0.036,52.331,-0.541,-0.545
'[12:32:49.156 08/02/1996]',0.086,0.036,52.331,-0.541,-0.545
'[12:32:49.158 08/02/1996]',0.087,0.036,52.331,-0.541,-0.545
'[12:32:49.160 08/02/1996]',0.086,0.036,52.180,-0.540,-0.528
'[12:32:49.162 08/02/1996]',0.086,0.036,52.180,-0.540,-0.528
'[12:32:49.164 08/02/1996]',0.085,0.036,52.180,-0.540,-0.528
'[12:32:49.166 08/02/1996]',0.085,0.024,52.180,-0.540,-0.528
'[12:32:49.168 08/02/1996]',0.085,0.036,52.105,-0.541,-0.508
'[12:32:49.170 08/02/1996]',0.085,0.036,52.105,-0.541,-0.508
'[12:32:49.172 08/02/1996]',0.085,0.048,52.105,-0.541,-0.508
'[12:32:49.174 08/02/1996]',0.085,0.048,52.105,-0.541,-0.508
'[12:32:49.176 08/02/1996]',0.085,0.048,52.256,-0.541,-0.480
'[12:32:49.178 08/02/1996]',0.086,0.036,52.256,-0.541,-0.480
'[12:32:49.180 08/02/1996]',0.086,0.036,52.256,-0.541,-0.480
'[12:32:49.182 08/02/1996]',0.087,0.048,52.256,-0.541,-0.480
'[12:32:49.184 08/02/1996]',0.087,0.036,53.008,-0.540,-0.441
'[12:32:49.186 08/02/1996]',0.088,0.048,53.008,-0.540,-0.441
'[12:32:49.188 08/02/1996]',0.088,0.048,53.008,-0.540,-0.441
'[12:32:49.190 08/02/1996]',0.089,0.059,53.008,-0.540,-0.441
'[12:32:49.192 08/02/1996]',0.088,0.071,54.511,-0.540,-0.391
'[12:32:49.194 08/02/1996]',0.087,0.059,54.511,-0.540,-0.391
'[12:32:49.196 08/02/1996]',0.085,0.059,54.511,-0.540,-0.391
'[12:32:49.198 08/02/1996]',0.084,0.048,54.511,-0.540,-0.391
'[12:32:49.200 08/02/1996]',0.081,0.059,57.143,-0.539,-0.332
'[12:32:49.202 08/02/1996]',0.079,0.071,57.143,-0.539,-0.332
'[12:32:49.204 08/02/1996]',0.074,0.071,57.143,-0.539,-0.332
'[12:32:49.206 08/02/1996]',0.070,0.071,57.143,-0.539,-0.332
'[12:32:49.208 08/02/1996]',0.067,0.071,60.902,-0.539,-0.280
'[12:32:49.210 08/02/1996]',0.064,0.083,60.902,-0.539,-0.280
'[12:32:49.212 08/02/1996]',0.062,0.071,60.902,-0.539,-0.280
'[12:32:49.214 08/02/1996]',0.060,0.059,60.902,-0.539,-0.280
'[12:32:49.216 08/02/1996]',0.059,0.059,65.639,-0.537,-0.247
'[12:32:49.218 08/02/1996]',0.057,0.071,65.639,-0.537,-0.247
'[12:32:49.220 08/02/1996]',0.057,0.083,65.639,-0.537,-0.247
'[12:32:49.222 08/02/1996]',0.057,0.083,65.639,-0.537,-0.247
'[12:32:49.224 08/02/1996]',0.057,0.083,71.278,-0.536,-0.232
'[12:32:49.226 08/02/1996]',0.057,0.095,71.278,-0.536,-0.232
'[12:32:49.228 08/02/1996]',0.057,0.083,71.278,-0.536,-0.232
'[12:32:49.230 08/02/1996]',0.056,0.083,71.278,-0.536,-0.232
'[12:32:49.232 08/02/1996]',0.055,0.083,77.519,-0.533,-0.232
'[12:32:49.234 08/02/1996]',0.054,0.095,77.519,-0.533,-0.232
'[12:32:49.236 08/02/1996]',0.053,0.095,77.519,-0.533,-0.232
'[12:32:49.238 08/02/1996]',0.052,0.118,77.519,-0.533,-0.232
'[12:32:49.240 08/02/1996]',0.052,0.118,83.985,-0.529,-0.244
'[12:32:49.242 08/02/1996]',0.051,0.118,83.985,-0.529,-0.244
'[12:32:49.244 08/02/1996]',0.050,0.118,83.985,-0.529,-0.244
'[12:32:49.246 08/02/1996]',0.048,0.118,83.985,-0.529,-0.244
'[12:32:49.248 08/02/1996]',0.048,0.130,90.451,-0.522,-0.266
'[12:32:49.250 08/02/1996]',0.047,0.142,90.451,-0.522,-0.266
'[12:32:49.252 08/02/1996]',0.046,0.142,90.451,-0.522,-0.266
'[12:32:49.254 08/02/1996]',0.045,0.154,90.451,-0.522,-0.266
'[12:32:49.256 08/02/1996]',0.044,0.165,96.617,-0.513,-0.295
'[12:32:49.258 08/02/1996]',0.042,0.177,96.617,-0.513,-0.295
'[12:32:49.260 08/02/1996]',0.040,0.177,96.617,-0.513,-0.295
'[12:32:49.262 08/02/1996]',0.037,0.177,96.617,-0.513,-0.295
'[12:32:49.264 08/02/1996]',0.034,0.177,102.256,-0.498,-0.332
'[12:32:49.266 08/02/1996]',0.031,0.188,102.256,-0.498,-0.332
'[12:32:49.268 08/02/1996]',0.030,0.200,102.256,-0.498,-0.332
'[12:32:49.270 08/02/1996]',0.028,0.212,102.256,-0.498,-0.332
'[12:32:49.272 08/02/1996]',0.026,0.247,107.293,-0.478,-0.369
'[12:32:49.274 08/02/1996]',0.025,0.247,107.293,-0.478,-0.369
'[12:32:49.276 08/02/1996]',0.023,0.259,107.293,-0.478,-0.369
'[12:32:49.278 08/02/1996]',0.021,0.259,107.293,-0.478,-0.369
'[12:32:49.280 08/02/1996]',0.019,0.259,111.654,-0.452,-0.402
'[12:32:49.282 08/02/1996]',0.017,0.271,111.654,-0.452,-0.402
'[12:32:49.284 08/02/1996]',0.015,0.283,111.654,-0.452,-0.402
'[12:32:49.286 08/02/1996]',0.014,0.294,111.654,-0.452,-0.402
'[12:32:49.288 08/02/1996]',0.014,0.318,115.414,-0.419,-0.431
'[12:32:49.290 08/02/1996]',0.014,0.318,115.414,-0.419,-0.431
'[12:32:49.292 08/02/1996]',0.013,0.330,115.414,-0.419,-0.431
'[12:32:49.294 08/02/1996]',0.013,0.330,115.414,-0.419,-0.431
'[12:32:49.296 08/02/1996]',0.011,0.341,118.346,-0.379,-0.457
'[12:32:49.298 08/02/1996]',0.010,0.341,118.346,-0.379,-0.457
'[12:32:49.300 08/02/1996]',0.008,0.341,118.346,-0.379,-0.457
'[12:32:49.302 08/02/1996]',0.006,0.353,118.346,-0.379,-0.457
'[12:32:49.304 08/02/1996]',0.004,0.364,120.677,-0.330,-0.478
'[12:32:49.306 08/02/1996]',0.002,0.376,120.677,-0.330,-0.478
'[12:32:49.308 08/02/1996]',0.000,0.376,120.677,-0.330,-0.478
'[12:32:49.310 08/02/1996]',-0.001,0.376,120.677,-0.330,-0.478
'[12:32:49.312 08/02/1996]',-0.003,0.364,122.406,-0.276,-0.496
'[12:32:49.314 08/02/1996]',-0.005,0.364,122.406,-0.276,-0.496
'[12:32:49.316 08/02/1996]',-0.006,0.364,122.406,-0.276,-0.496
'[12:32:49.318 08/02/1996]',-0.007,0.376,122.406,-0.276,-0.496
'[12:32:49.320 08/02/1996]',-0.008,0.376,123.759,-0.215,-0.510
'[12:32:49.322 08/02/1996]',-0.009,0.376,123.759,-0.215,-0.510
'[12:32:49.324 08/02/1996]',-0.010,0.376,123.759,-0.215,-0.510
'[12:32:49.326 08/02/1996]',-0.011,0.364,123.759,-0.215,-0.510
'[12:32:49.328 08/02/1996]',-0.011,0.353,124.812,-0.153,-0.521
'[12:32:49.330 08/02/1996]',-0.011,0.341,124.812,-0.153,-0.521
'[12:32:49.332 08/02/1996]',-0.010,0.330,124.812,-0.153,-0.521
'[12:32:49.334 08/02/1996]',-0.010,0.330,124.812,-0.153,-0.521
'[12:32:49.336 08/02/1996]',-0.008,0.318,125.639,-0.087,-0.530
'[12:32:49.338 08/02/1996]',-0.007,0.318,125.639,-0.087,-0.530
'[12:32:49.340 08/02/1996]',-0.005,0.306,125.639,-0.087,-0.530
'[12:32:49.342 08/02/1996]',-0.003,0.294,125.639,-0.087,-0.530
'[12:32:49.344 08/02/1996]',-0.001,0.283,126.241,-0.024,-0.539
'[12:32:49.346 08/02/1996]',0.001,0.259,126.241,-0.024,-0.539
'[12:32:49.348 08/02/1996]',0.004,0.247,126.241,-0.024,-0.539
'[12:32:49.350 08/02/1996]',0.007,0.235,126.241,-0.024,-0.539
'[12:32:49.352 08/02/1996]',0.009,0.224,126.466,0.040,-0.548
'[12:32:49.354 08/02/1996]',0.012,0.212,126.466,0.040,-0.548
'[12:32:49.356 08/02/1996]',0.013,0.200,126.466,0.040,-0.548
'[12:32:49.358 08/02/1996]',0.014,0.188,126.466,0.040,-0.548
'[12:32:49.360 08/02/1996]',0.014,0.165,126.391,0.101,-0.557
'[12:32:49.362 08/02/1996]',0.015,0.154,126.391,0.101,-0.557
'[12:32:49.364 08/02/1996]',0.015,0.130,126.391,0.101,-0.557
'[12:32:49.366 08/02/1996]',0.015,0.118,126.391,0.101,-0.557
'[12:32:49.368 08/02/1996]',0.016,0.106,126.090,0.158,-0.567
'[12:32:49.370 08/02/1996]',0.017,0.095,126.090,0.158,-0.567
'[12:32:49.372 08/02/1996]',0.018,0.083,126.090,0.158,-0.567
'[12:32:49.374 08/02/1996]',0.020,0.083,126.090,0.158,-0.567
'[12:32:49.376 08/02/1996]',0.021,0.071,125.414,0.210,-0.578
'[12:32:49.378 08/02/1996]',0.023,0.036,125.414,0.210,-0.578
'[12:32:49.380 08/02/1996]',0.026,0.036,125.414,0.210,-0.578
'[12:32:49.382 08/02/1996]',0.030,0.012,125.414,0.210,-0.578
'[12:32:49.384 08/02/1996]',0.033,0.001,124.436,0.259,-0.590
'[12:32:49.386 08/02/1996]',0.037,0.001,124.436,0.259,-0.590
'[12:32:49.388 08/02/1996]',0.041,0.001,124.436,0.259,-0.590
'[12:32:49.390 08/02/1996]',0.044,0.001,124.436,0.259,-0.590
'[12:32:49.392 08/02/1996]',0.048,0.001,123.158,0.301,-0.604
'[12:32:49.394 08/02/1996]',0.051,-0.011,123.158,0.301,-0.604
'[12:32:49.396 08/02/1996]',0.052,-0.034,123.158,0.301,-0.604
'[12:32:49.398 08/02/1996]',0.053,-0.034,123.158,0.301,-0.604
'[12:32:49.400 08/02/1996]',0.052,-0.046,121.579,0.340,-0.617
'[12:32:49.402 08/02/1996]',0.051,-0.058,121.579,0.340,-0.617
'[12:32:49.404 08/02/1996]',0.049,-0.058,121.579,0.340,-0.617
'[12:32:49.406 08/02/1996]',0.047,-0.058,121.579,0.340,-0.617
'[12:32:49.408 08/02/1996]',0.046,-0.058,119.624,0.373,-0.628
'[12:32:49.410 08/02/1996]',0.044,-0.070,119.624,0.373,-0.628
'[12:32:49.412 08/02/1996]',0.043,-0.081,119.624,0.373,-0.628
'[12:32:49.414 08/02/1996]',0.041,-0.093,119.624,0.373,-0.628
'[12:32:49.416 08/02/1996]',0.041,-0.105,117.218,0.403,-0.637
'[12:32:49.418 08/02/1996]',0.040,-0.093,117.218,0.403,-0.637
'[12:32:49.420 08/02/1996]',0.042,-0.105,117.218,0.403,-0.637
'[12:32:49.422 08/02/1996]',0.043,-0.105,117.218,0.403,-0.637
'[12:32:49.424 08/02/1996]',0.045,-0.105,114.361,0.429,-0.646
'[12:32:49.426 08/02/1996]',0.047,-0.105,114.361,0.429,-0.646
'[12:32:49.428 08/02/1996]',0.049,-0.105,114.361,0.429,-0.646
'[12:32:49.430 08/02/1996]',0.051,-0.117,114.361,0.429,-0.646
'[12:32:49.432 08/02/1996]',0.053,-0.117,111.128,0.448,-0.653
'[12:32:49.434 08/02/1996]',0.055,-0.117,111.128,0.448,-0.653
'[12:32:49.436 08/02/1996]',0.056,-0.117,111.128,0.448,-0.653
'[12:32:49.438 08/02/1996]',0.057,-0.105,111.128,0.448,-0.653
'[12:32:49.440 08/02/1996]',0.058,-0.105,107.519,0.465,-0.658
'[12:32:49.442 08/02/1996]',0.058,-0.105,107.519,0.465,-0.658
'[12:32:49.444 08/02/1996]',0.058,-0.105,107.519,0.465,-0.658
'[12:32:49.446 08/02/1996]',0.057,-0.105,107.519,0.465,-0.658
'[12:32:49.448 08/02/1996]',0.057,-0.117,103.534,0.475,-0.661
'[12:32:49.450 08/02/1996]',0.057,-0.117,103.534,0.475,-0.661
'[12:32:49.452 08/02/1996]',0.057,-0.117,103.534,0.475,-0.661
'[12:32:49.454 08/02/1996]',0.057,-0.117,103.534,0.475,-0.661
'[12:32:49.456 08/02/1996]',0.057,-0.093,99.248,0.482,-0.664
'[12:32:49.458 08/02/1996]',0.057,-0.105,99.248,0.482,-0.664
'[12:32:49.460 08/02/1996]',0.057,-0.093,99.248,0.482,-0.664
'[12:32:49.462 08/02/1996]',0.057,-0.093,99.248,0.482,-0.664
'[12:32:49.464 08/02/1996]',0.057,-0.105,94.887,0.484,-0.666
'[12:32:49.466 08/02/1996]',0.057,-0.093,94.887,0.484,-0.666
'[12:32:49.468 08/02/1996]',0.057,-0.093,94.887,0.484,-0.666
'[12:32:49.470 08/02/1996]',0.057,-0.093,94.887,0.484,-0.666
'[12:32:49.472 08/02/1996]',0.057,-0.081,90.677,0.484,-0.669
'[12:32:49.474 08/02/1996]',0.056,-0.081,90.677,0.484,-0.669
'[12:32:49.476 08/02/1996]',0.055,-0.081,90.677,0.484,-0.669
'[12:32:49.478 08/02/1996]',0.054,-0.081,90.677,0.484,-0.669
'[12:32:49.480 08/02/1996]',0.053,-0.081,86.692,0.477,-0.673
'[12:32:49.482 08/02/1996]',0.052,-0.093,86.692,0.477,-0.673
'[12:32:49.484 08/02/1996]',0.052,-0.081,86.692,0.477,-0.673
'[12:32:49.486 08/02/1996]',0.052,-0.081,86.692,0.477,-0.673
'[12:32:49.488 08/02/1996]',0.053,-0.081,83.158,0.467,-0.678
'[12:32:49.490 08/02/1996]',0.053,-0.081,83.158,0.467,-0.678
'[12:32:49.492 08/02/1996]',0.054,-0.070,83.158,0.467,-0.678
'[12:32:49.494 08/02/1996]',0.054,-0.070,83.158,0.467,-0.678
'[12:32:49.496 08/02/1996]',0.054,-0.070,80.000,0.452,-0.684
'[12:32:49.498 08/02/1996]',0.053,-0.081,80.000,0.452,-0.684
'[12:32:49.500 08/02/1996]',0.052,-0.070,80.000,0.452,-0.684
'[12:32:49.502 08/02/1996]',0.051,-0.070,80.000,0.452,-0.684
'[12:32:49.504 08/02/1996]',0.050,-0.058,77.293,0.433,-0.689
'[12:32:49.506 08/02/1996]',0.048,-0.046,77.293,0.433,-0.689
'[12:32:49.508 08/02/1996]',0.048,-0.046,77.293,0.433,-0.689
'[12:32:49.510 08/02/1996]',0.047,-0.058,77.293,0.433,-0.689
'[12:32:49.512 08/02/1996]',0.047,-0.058,74.962,0.411,-0.694
'[12:32:49.514 08/02/1996]',0.046,-0.058,74.962,0.411,-0.694
'[12:32:49.516 08/02/1996]',0.046,-0.070,74.962,0.411,-0.694
'[12:32:49.518 08/02/1996]',0.046,-0.070,74.962,0.411,-0.694
'[12:32:49.520 08/02/1996]',0.046,-0.058,73.083,0.383,-0.698
'[12:32:49.522 08/02/1996]',0.045,-0.046,73.083,0.383,-0.698
'[12:32:49.524 08/02/1996]',0.044,-0.046,73.083,0.383,-0.698
'[12:32:49.526 08/02/1996]',0.043,-0.058,73.083,0.383,-0.698
'[12:32:49.528 08/02/1996]',0.042,-0.058,71.654,0.354,-0.701
'[12:32:49.530 08/02/1996]',0.041,-0.058,71.654,0.354,-0.701
'[12:32:49.532 08/02/1996]',0.041,-0.046,71.654,0.354,-0.701
'[12:32:49.534 08/02/1996]',0.040,-0.058,71.654,0.354,-0.701
'[12:32:49.536 08/02/1996]',0.039,-0.046,70.526,0.320,-0.699
'[12:32:49.538 08/02/1996]',0.038,-0.058,70.526,0.320,-0.699
'[12:32:49.540 08/02/1996]',0.037,-0.046,70.526,0.320,-0.699
'[12:32:49.542 08/02/1996]',0.035,-0.046,70.526,0.320,-0.699
'[12:32:49.544 08/02/1996]',0.035,-0.046,69.774,0.284,-0.695
'[12:32:49.546 08/02/1996]',0.034,-0.058,69.774,0.284,-0.695
'[12:32:49.548 08/02/1996]',0.033,-0.058,69.774,0.284,-0.695
'[12:32:49.550 08/02/1996]',0.032,-0.046,69.774,0.284,-0.695
'[12:32:49.552 08/02/1996]',0.032,-0.058,69.173,0.246,-0.688
'[12:32:49.554 08/02/1996]',0.031,-0.058,69.173,0.246,-0.688
'[12:32:49.556 08/02/1996]',0.032,-0.046,69.173,0.246,-0.688
'[12:32:49.558 08/02/1996]',0.032,-0.046,69.173,0.246,-0.688
'[12:32:49.560 08/02/1996]',0.034,-0.046,68.647,0.206,-0.680
'[12:32:49.562 08/02/1996]',0.035,-0.058,68.647,0.206,-0.680
'[12:32:49.564 08/02/1996]',0.035,-0.058,68.647,0.206,-0.680
'[12:32:49.566 08/02/1996]',0.035,-0.070,68.647,0.206,-0.680
'[12:32:49.568 08/02/1996]',0.035,-0.058,68.346,0.166,-0.675
'[12:32:49.570 08/02/1996]',0.035,-0.058,68.346,0.166,-0.675
'[12:32:49.572 08/02/1996]',0.035,-0.058,68.346,0.166,-0.675
'[12:32:49.574 08/02/1996]',0.034,-0.046,68.346,0.166,-0.675
'[12:32:49.576 08/02/1996]',0.033,-0.046,68.045,0.127,-0.672
'[12:32:49.578 08/02/1996]',0.032,-0.046,68.045,0.127,-0.672
'[12:32:49.580 08/02/1996]',0.031,-0.058,68.045,0.127,-0.672
'[12:32:49.582 08/02/1996]',0.031,-0.058,68.045,0.127,-0.672
'[12:32:49.584 08/02/1996]',0.029,-0.058,67.820,0.086,-0.671
'[12:32:49.586 08/02/1996]',0.028,-0.058,67.820,0.086,-0.671
'[12:32:49.588 08/02/1996]',0.027,-0.046,67.820,0.086,-0.671
'[12:32:49.590 08/02/1996]',0.026,-0.046,67.820,0.086,-0.671
'[12:32:49.592 08/02/1996]',0.026,-0.046,67.594,0.046,-0.672
'[12:32:49.594 08/02/1996]',0.026,-0.046,67.594,0.046,-0.672
'[12:32:49.596 08/02/1996]',0.027,-0.058,67.594,0.046,-0.672
'[12:32:49.598 08/02/1996]',0.028,-0.058,67.594,0.046,-0.672
'[12:32:49.600 08/02/1996]',0.029,-0.070,67.368,0.009,-0.673
'[12:32:49.602 08/02/1996]',0.030,-0.058,67.368,0.009,-0.673
'[12:32:49.604 08/02/1996]',0.031,-0.058,67.368,0.009,-0.673
'[12:32:49.606 08/02/1996]',0.031,-0.034,67.368,0.009,-0.673
'[12:32:49.608 08/02/1996]',0.031,-0.034,67.218,-0.028,-0.675
'[12:32:49.610 08/02/1996]',0.031,-0.034,67.218,-0.028,-0.675
'[12:32:49.612 08/02/1996]',0.031,-0.046,67.218,-0.028,-0.675
'[12:32:49.614 08/02/1996]',0.030,-0.058,67.218,-0.028,-0.675
'[12:32:49.616 08/02/1996]',0.029,-0.046,67.068,-0.063,-0.677
'[12:32:49.618 08/02/1996]',0.028,-0.058,67.068,-0.063,-0.677
'[12:32:49.620 08/02/1996]',0.027,-0.058,67.068,-0.063,-0.677
'[12:32:49.622 08/02/1996]',0.026,-0.058,67.068,-0.063,-0.677
'[12:32:49.624 08/02/1996]',0.025,-0.046,66.767,-0.096,-0.681
'[12:32:49.626 08/02/1996]',0.024,-0.046,66.767,-0.096,-0.681
'[12:32:49.628 08/02/1996]',0.023,-0.058,66.767,-0.096,-0.681
'[12:32:49.630 08/02/1996]',0.022,-0.058,66.767,-0.096,-0.681
'[12:32:49.632 08/02/1996]',0.022,-0.070,66.541,-0.125,-0.686
'[12:32:49.634 08/02/1996]',0.022,-0.058,66.541,-0.125,-0.686
'[12:32:49.636 08/02/1996]',0.021,-0.058,66.541,-0.125,-0.686
'[12:32:49.638 08/02/1996]',0.021,-0.058,66.541,-0.125,-0.686
'[12:32:49.640 08/02/1996]',0.020,-0.046,66.241,-0.154,-0.692
'[12:32:49.642 08/02/1996]',0.019,-0.058,66.241,-0.154,-0.692
'[12:32:49.644 08/02/1996]',0.018,-0.058,66.241,-0.154,-0.692
'[12:32:49.646 08/02/1996]',0.017,-0.058,66.241,-0.154,-0.692
'[12:32:49.648 08/02/1996]',0.017,-0.070,65.865,-0.180,-0.699
'[12:32:49.650 08/02/1996]',0.018,-0.070,65.865,-0.180,-0.699
'[12:32:49.652 08/02/1996]',0.018,-0.058,65.865,-0.180,-0.699
'[12:32:49.654 08/02/1996]',0.018,-0.058,65.865,-0.180,-0.699
'[12:32:49.656 08/02/1996]',0.018,-0.046,65.489,-0.204,-0.707
'[12:32:49.658 08/02/1996]',0.018,-0.046,65.489,-0.204,-0.707
'[12:32:49.660 08/02/1996]',0.018,-0.046,65.489,-0.204,-0.707
'[12:32:49.662 08/02/1996]',0.018,-0.058,65.489,-0.204,-0.707
'[12:32:49.664 08/02/1996]',0.018,-0.058,65.113,-0.227,-0.715
'[12:32:49.666 08/02/1996]',0.018,-0.058,65.113,-0.227,-0.715
'[12:32:49.668 08/02/1996]',0.018,-0.058,65.113,-0.227,-0.715
'[12:32:49.670 08/02/1996]',0.018,-0.058,65.113,-0.227,-0.715
'[12:32:49.672 08/02/1996]',0.018,-0.046,64.737,-0.246,-0.724
'[12:32:49.674 08/02/1996]',0.018,-0.046,64.737,-0.246,-0.724
'[12:32:49.676 08/02/1996]',0.018,-0.058,64.737,-0.246,-0.724
'[12:32:49.678 08/02/1996]',0.018,-0.058,64.737,-0.246,-0.724
'[12:32:49.680 08/02/1996]',0.018,-0.070,64.361,-0.264,-0.733
'[12:32:49.682 08/02/1996]',0.018,-0.046,64.361,-0.264,-0.733
'[12:32:49.684 08/02/1996]',0.017,-0.046,64.361,-0.264,-0.733
'[12:32:49.686 08/02/1996]',0.017,-0.046,64.361,-0.264,-0.733
'[12:32:49.688 08/02/1996]',0.016,-0.034,63.985,-0.281,-0.740
'[12:32:49.690 08/02/1996]',0.015,-0.034,63.985,-0.281,-0.740
'[12:32:49.692 08/02/1996]',0.014,-0.022,63.985,-0.281,-0.740
'[12:32:49.694 08/02/1996]',0.014,-0.034,63.985,-0.281,-0.740
'[12:32:49.696 08/02/1996]',0.014,-0.034,63.534,-0.295,-0.745
'[12:32:49.698 08/02/1996]',0.014,-0.022,63.534,-0.295,-0.745
'[12:32:49.700 08/02/1996]',0.014,-0.022,63.534,-0.295,-0.745
'[12:32:49.702 08/02/1996]',0.014,-0.011,63.534,-0.295,-0.745
'[12:32:49.704 08/02/1996]',0.014,-0.022,63.158,-0.309,-0.748
'[12:32:49.706 08/02/1996]',0.014,-0.011,63.158,-0.309,-0.748
'[12:32:49.708 08/02/1996]',0.014,-0.022,63.158,-0.309,-0.748
'[12:32:49.710 08/02/1996]',0.014,-0.022,63.158,-0.309,-0.748
'[12:32:49.712 08/02/1996]',0.014,-0.022,62.782,-0.324,-0.748
'[12:32:49.714 08/02/1996]',0.014,-0.022,62.782,-0.324,-0.748
'[12:32:49.716 08/02/1996]',0.014,-0.022,62.782,-0.324,-0.748
'[12:32:49.718 08/02/1996]',0.014,-0.034,62.782,-0.324,-0.748
'[12:32:49.720 08/02/1996]',0.013,-0.034,62.331,-0.336,-0.748
'[12:32:49.722 08/02/1996]',0.013,-0.034,62.331,-0.336,-0.748
'[12:32:49.724 08/02/1996]',0.011,-0.034,62.331,-0.336,-0.748
'[12:32:49.726 08/02/1996]',0.010,-0.034,62.331,-0.336,-0.748
'[12:32:49.728 08/02/1996]',0.008,-0.046,61.955,-0.346,-0.749
'[12:32:49.730 08/02/1996]',0.007,-0.034,61.955,-0.346,-0.749
'[12:32:49.732 08/02/1996]',0.006,-0.034,61.955,-0.346,-0.749
'[12:32:49.734 08/02/1996]',0.006,-0.034,61.955,-0.346,-0.749
'[12:32:49.736 08/02/1996]',0.007,-0.034,61.579,-0.358,-0.750
'[12:32:49.738 08/02/1996]',0.008,-0.022,61.579,-0.358,-0.750
'[12:32:49.740 08/02/1996]',0.010,-0.011,61.579,-0.358,-0.750
'[12:32:49.742 08/02/1996]',0.012,-0.011,61.579,-0.358,-0.750
'[12:32:49.744 08/02/1996]',0.015,-0.011,61.128,-0.369,-0.752
'[12:32:49.746 08/02/1996]',0.018,-0.022,61.128,-0.369,-0.752
'[12:32:49.748 08/02/1996]',0.020,-0.022,61.128,-0.369,-0.752
'[12:32:49.750 08/02/1996]',0.023,-0.022,61.128,-0.369,-0.752
'[12:32:49.752 08/02/1996]',0.024,-0.022,60.752,-0.380,-0.754
'[12:32:49.754 08/02/1996]',0.026,-0.034,60.752,-0.380,-0.754
'[12:32:49.756 08/02/1996]',0.027,-0.034,60.752,-0.380,-0.754
'[12:32:49.758 08/02/1996]',0.028,-0.022,60.752,-0.380,-0.754
'[12:32:49.760 08/02/1996]',0.027,-0.034,60.376,-0.390,-0.757
'[12:32:49.762 08/02/1996]',0.026,-0.046,60.376,-0.390,-0.757
'[12:32:49.764 08/02/1996]',0.025,-0.058,60.376,-0.390,-0.757
'[12:32:49.766 08/02/1996]',0.025,-0.058,60.376,-0.390,-0.757
'[12:32:49.768 08/02/1996]',0.025,-0.046,60.000,-0.400,-0.760
'[12:32:49.770 08/02/1996]',0.025,-0.058,60.000,-0.400,-0.760
'[12:32:49.772 08/02/1996]',0.025,-0.046,60.000,-0.400,-0.760
'[12:32:49.774 08/02/1996]',0.025,-0.046,60.000,-0.400,-0.760
'[12:32:49.776 08/02/1996]',0.025,-0.046,59.624,-0.408,-0.764
'[12:32:49.778 08/02/1996]',0.025,-0.046,59.624,-0.408,-0.764
'[12:32:49.780 08/02/1996]',0.025,-0.046,59.624,-0.408,-0.764
'[12:32:49.782 08/02/1996]',0.025,-0.058,59.624,-0.408,-0.764
'[12:32:49.784 08/02/1996]',0.025,-0.058,59.248,-0.416,-0.766
'[12:32:49.786 08/02/1996]',0.025,-0.046,59.248,-0.416,-0.766
'[12:32:49.788 08/02/1996]',0.025,-0.046,59.248,-0.416,-0.766
'[12:32:49.790 08/02/1996]',0.025,-0.046,59.248,-0.416,-0.766
'[12:32:49.792 08/02/1996]',0.025,-0.046,58.872,-0.424,-0.766
'[12:32:49.794 08/02/1996]',0.025,-0.058,58.872,-0.424,-0.766
'[12:32:49.796 08/02/1996]',0.025,-0.046,58.872,-0.424,-0.766
'[12:32:49.798 08/02/1996]',0.025,-0.058,58.872,-0.424,-0.766
'[12:32:49.800 08/02/1996]',0.025,-0.058,58.496,-0.431,-0.764
