'Time and date','III ','ABP ','PLETH ','RESP '
'[01:30:26.502 22/10/1994]',0.360,80.700,-0.356,-0.438
'[01:30:26.504 22/10/1994]',0.289,81.000,-0.374,-0.435
'[01:30:26.506 22/10/1994]',0.219,81.000,-0.374,-0.435
'[01:30:26.508 22/10/1994]',0.164,81.000,-0.374,-0.435
'[01:30:26.510 22/10/1994]',0.108,81.000,-0.374,-0.435
'[01:30:26.512 22/10/1994]',0.068,80.900,-0.388,-0.432
'[01:30:26.514 22/10/1994]',0.028,80.900,-0.388,-0.432
'[01:30:26.516 22/10/1994]',0.001,80.900,-0.388,-0.432
'[01:30:26.518 22/10/1994]',-0.026,80.900,-0.388,-0.432
'[01:30:26.520 22/10/1994]',-0.043,80.600,-0.393,-0.428
'[01:30:26.522 22/10/1994]',-0.061,80.600,-0.393,-0.428
'[01:30:26.524 22/10/1994]',-0.071,80.600,-0.393,-0.428
'[01:30:26.526 22/10/1994]',-0.082,80.600,-0.393,-0.428
'[01:30:26.528 22/10/1994]',-0.088,80.000,-0.379,-0.425
'[01:30:26.530 22/10/1994]',-0.095,80.000,-0.379,-0.425
'[01:30:26.532 22/10/1994]',-0.099,80.000,-0.379,-0.425
'[01:30:26.534 22/10/1994]',-0.103,80.000,-0.379,-0.425
'[01:30:26.536 22/10/1994]',-0.106,79.450,-0.361,-0.421
'[01:30:26.538 22/10/1994]',-0.109,79.450,-0.361,-0.421
'[01:30:26.540 22/10/1994]',-0.111,79.450,-0.361,-0.421
'[01:30:26.542 22/10/1994]',-0.113,79.450,-0.361,-0.421
'[01:30:26.544 22/10/1994]',-0.113,78.750,-0.343,-0.418
'[01:30:26.546 22/10/1994]',-0.113,78.750,-0.343,-0.418
'[01:30:26.548 22/10/1994]',-0.112,78.750,-0.343,-0.418
'[01:30:26.550 22/10/1994]',-0.111,78.750,-0.343,-0.418
'[01:30:26.552 22/10/1994]',-0.110,77.950,-0.325,-0.415
'[01:30:26.554 22/10/1994]',-0.108,77.950,-0.325,-0.415
'[01:30:26.556 22/10/1994]',-0.107,77.950,-0.325,-0.415
'[01:30:26.558 22/10/1994]',-0.107,77.950,-0.325,-0.415
'[01:30:26.560 22/10/1994]',-0.106,77.100,-0.302,-0.412
'[01:30:26.562 22/10/1994]',-0.106,77.100,-0.302,-0.412
'[01:30:26.564 22/10/1994]',-0.106,77.100,-0.302,-0.412
'[01:30:26.566 22/10/1994]',-0.106,77.100,-0.302,-0.412
'[01:30:26.568 22/10/1994]',-0.105,76.300,-0.276,-0.409
'[01:30:26.570 22/10/1994]',-0.105,76.300,-0.276,-0.409
'[01:30:26.572 22/10/1994]',-0.104,76.300,-0.276,-0.409
'[01:30:26.574 22/10/1994]',-0.103,76.300,-0.276,-0.409
'[01:30:26.576 22/10/1994]',-0.102,75.450,-0.262,-0.406
'[01:30:26.578 22/10/1994]',-0.101,75.450,-0.262,-0.406
'[01:30:26.580 22/10/1994]',-0.100,75.450,-0.262,-0.406
'[01:30:26.582 22/10/1994]',-0.099,75.450,-0.262,-0.406
'[01:30:26.584 22/10/1994]',-0.097,74.700,-0.239,-0.404
'[01:30:26.586 22/10/1994]',-0.095,74.700,-0.239,-0.404
'[01:30:26.588 22/10/1994]',-0.093,74.700,-0.239,-0.404
'[01:30:26.590 22/10/1994]',-0.091,74.700,-0.239,-0.404
'[01:30:26.592 22/10/1994]',-0.089,73.900,-0.234,-0.402
'[01:30:26.594 22/10/1994]',-0.087,73.900,-0.234,-0.402
'[01:30:26.596 22/10/1994]',-0.085,73.900,-0.234,-0.402
'[01:30:26.598 22/10/1994]',-0.083,73.900,-0.234,-0.402
'[01:30:26.600 22/10/1994]',-0.080,73.050,-0.230,-0.400
'[01:30:26.602 22/10/1994]',-0.076,73.050,-0.230,-0.400
'[01:30:26.604 22/10/1994]',-0.073,73.050,-0.230,-0.400
'[01:30:26.606 22/10/1994]',-0.070,73.050,-0.230,-0.400
'[01:30:26.608 22/10/1994]',-0.069,72.300,-0.230,-0.398
'[01:30:26.610 22/10/1994]',-0.068,72.300,-0.230,-0.398
'[01:30:26.612 22/10/1994]',-0.068,72.300,-0.230,-0.398
'[01:30:26.614 22/10/1994]',-0.067,72.300,-0.230,-0.398
'[01:30:26.616 22/10/1994]',-0.067,71.550,-0.243,-0.397
'[01:30:26.618 22/10/1994]',-0.066,71.550,-0.243,-0.397
'[01:30:26.620 22/10/1994]',-0.066,71.550,-0.243,-0.397
'[01:30:26.622 22/10/1994]',-0.066,71.550,-0.243,-0.397
'[01:30:26.624 22/10/1994]',-0.066,71.050,-0.257,-0.396
'[01:30:26.626 22/10/1994]',-0.065,71.050,-0.257,-0.396
'[01:30:26.628 22/10/1994]',-0.064,71.050,-0.257,-0.396
'[01:30:26.630 22/10/1994]',-0.063,71.050,-0.257,-0.396
'[01:30:26.632 22/10/1994]',-0.062,70.950,-0.271,-0.395
'[01:30:26.634 22/10/1994]',-0.061,70.950,-0.271,-0.395
'[01:30:26.636 22/10/1994]',-0.059,70.950,-0.271,-0.395
'[01:30:26.638 22/10/1994]',-0.057,70.950,-0.271,-0.395
'[01:30:26.640 22/10/1994]',-0.051,71.550,-0.293,-0.395
'[01:30:26.642 22/10/1994]',-0.046,71.550,-0.293,-0.395
'[01:30:26.644 22/10/1994]',-0.040,71.550,-0.293,-0.395
'[01:30:26.646 22/10/1994]',-0.034,71.550,-0.293,-0.395
'[01:30:26.648 22/10/1994]',-0.029,73.450,-0.311,-0.396
'[01:30:26.650 22/10/1994]',-0.023,73.450,-0.311,-0.396
'[01:30:26.652 22/10/1994]',-0.018,73.450,-0.311,-0.396
'[01:30:26.654 22/10/1994]',-0.012,73.450,-0.311,-0.396
'[01:30:26.656 22/10/1994]',-0.007,77.400,-0.339,-0.397
'[01:30:26.658 22/10/1994]',-0.002,77.400,-0.339,-0.397
'[01:30:26.660 22/10/1994]',0.004,77.400,-0.339,-0.397
'[01:30:26.662 22/10/1994]',0.010,77.400,-0.339,-0.397
'[01:30:26.664 22/10/1994]',0.016,83.750,-0.361,-0.398
'[01:30:26.666 22/10/1994]',0.022,83.750,-0.361,-0.398
'[01:30:26.668 22/10/1994]',0.029,83.750,-0.361,-0.398
'[01:30:26.670 22/10/1994]',0.036,83.750,-0.361,-0.398
'[01:30:26.672 22/10/1994]',0.045,92.250,-0.388,-0.400
'[01:30:26.674 22/10/1994]',0.054,92.250,-0.388,-0.400
'[01:30:26.676 22/10/1994]',0.064,92.250,-0.388,-0.400
'[01:30:26.678 22/10/1994]',0.074,92.250,-0.388,-0.400
'[01:30:26.680 22/10/1994]',0.083,101.400,-0.402,-0.402
'[01:30:26.682 22/10/1994]',0.091,101.400,-0.402,-0.402
'[01:30:26.684 22/10/1994]',0.099,101.400,-0.402,-0.402
'[01:30:26.686 22/10/1994]',0.106,101.400,-0.402,-0.402
'[01:30:26.688 22/10/1994]',0.112,109.550,-0.415,-0.404
'[01:30:26.690 22/10/1994]',0.118,109.550,-0.415,-0.404
'[01:30:26.692 22/10/1994]',0.122,109.550,-0.415,-0.404
'[01:30:26.694 22/10/1994]',0.126,109.550,-0.415,-0.404
'[01:30:26.696 22/10/1994]',0.129,115.550,-0.455,-0.407
'[01:30:26.698 22/10/1994]',0.131,115.550,-0.455,-0.407
'[01:30:26.700 22/10/1994]',0.132,115.550,-0.455,-0.407
'[01:30:26.702 22/10/1994]',0.133,115.550,-0.455,-0.407
'[01:30:26.704 22/10/1994]',0.134,119.100,-0.451,-0.410
'[01:30:26.706 22/10/1994]',0.135,119.100,-0.451,-0.410
'[01:30:26.708 22/10/1994]',0.135,119.100,-0.451,-0.410
'[01:30:26.710 22/10/1994]',0.134,119.100,-0.451,-0.410
'[01:30:26.712 22/10/1994]',0.133,120.450,-0.423,-0.414
'[01:30:26.714 22/10/1994]',0.131,120.450,-0.423,-0.414
'[01:30:26.716 22/10/1994]',0.129,120.450,-0.423,-0.414
'[01:30:26.718 22/10/1994]',0.126,120.450,-0.423,-0.414
'[01:30:26.720 22/10/1994]',0.121,120.000,-0.378,-0.419
'[01:30:26.722 22/10/1994]',0.117,120.000,-0.378,-0.419
'[01:30:26.724 22/10/1994]',0.110,120.000,-0.378,-0.419
'[01:30:26.726 22/10/1994]',0.103,120.000,-0.378,-0.419
'[01:30:26.728 22/10/1994]',0.096,118.500,-0.314,-0.424
'[01:30:26.730 22/10/1994]',0.088,118.500,-0.314,-0.424
'[01:30:26.732 22/10/1994]',0.081,118.500,-0.314,-0.424
'[01:30:26.734 22/10/1994]',0.073,118.500,-0.314,-0.424
'[01:30:26.736 22/10/1994]',0.066,116.250,-0.241,-0.428
'[01:30:26.738 22/10/1994]',0.059,116.250,-0.241,-0.428
'[01:30:26.740 22/10/1994]',0.051,116.250,-0.241,-0.428
'[01:30:26.742 22/10/1994]',0.044,116.250,-0.241,-0.428
'[01:30:26.744 22/10/1994]',0.037,113.450,-0.150,-0.432
'[01:30:26.746 22/10/1994]',0.030,113.450,-0.150,-0.432
'[01:30:26.748 22/10/1994]',0.025,113.450,-0.150,-0.432
'[01:30:26.750 22/10/1994]',0.020,113.450,-0.150,-0.432
'[01:30:26.752 22/10/1994]',0.016,110.450,-0.045,-0.436
'[01:30:26.754 22/10/1994]',0.012,110.450,-0.045,-0.436
'[01:30:26.756 22/10/1994]',0.009,110.450,-0.045,-0.436
'[01:30:26.758 22/10/1994]',0.006,110.450,-0.045,-0.436
'[01:30:26.760 22/10/1994]',0.004,107.600,0.064,-0.440
'[01:30:26.762 22/10/1994]',0.001,107.600,0.064,-0.440
'[01:30:26.764 22/10/1994]',-0.002,107.600,0.064,-0.440
'[01:30:26.766 22/10/1994]',-0.005,107.600,0.064,-0.440
'[01:30:26.768 22/10/1994]',-0.009,104.750,0.164,-0.444
'[01:30:26.770 22/10/1994]',-0.013,104.750,0.164,-0.444
'[01:30:26.772 22/10/1994]',-0.017,104.750,0.164,-0.444
'[01:30:26.774 22/10/1994]',-0.020,104.750,0.164,-0.444
'[01:30:26.776 22/10/1994]',-0.024,102.150,0.259,-0.447
'[01:30:26.778 22/10/1994]',-0.028,102.150,0.259,-0.447
'[01:30:26.780 22/10/1994]',-0.032,102.150,0.259,-0.447
'[01:30:26.782 22/10/1994]',-0.035,102.150,0.259,-0.447
'[01:30:26.784 22/10/1994]',-0.038,99.600,0.341,-0.451
'[01:30:26.786 22/10/1994]',-0.041,99.600,0.341,-0.451
'[01:30:26.788 22/10/1994]',-0.043,99.600,0.341,-0.451
'[01:30:26.790 22/10/1994]',-0.046,99.600,0.341,-0.451
'[01:30:26.792 22/10/1994]',-0.048,97.350,0.405,-0.454
'[01:30:26.794 22/10/1994]',-0.049,97.350,0.405,-0.454
'[01:30:26.796 22/10/1994]',-0.050,97.350,0.405,-0.454
'[01:30:26.798 22/10/1994]',-0.051,97.350,0.405,-0.454
'[01:30:26.800 22/10/1994]',-0.051,95.100,0.446,-0.458
'[01:30:26.802 22/10/1994]',-0.051,95.100,0.446,-0.458
'[01:30:26.804 22/10/1994]',-0.050,95.100,0.446,-0.458
'[01:30:26.806 22/10/1994]',-0.049,95.100,0.446,-0.458
'[01:30:26.808 22/10/1994]',-0.048,93.000,0.468,-0.462
'[01:30:26.810 22/10/1994]',-0.047,93.000,0.468,-0.462
'[01:30:26.812 22/10/1994]',-0.045,93.000,0.468,-0.462
'[01:30:26.814 22/10/1994]',-0.043,93.000,0.468,-0.462
'[01:30:26.816 22/10/1994]',-0.042,90.750,0.472,-0.466
'[01:30:26.818 22/10/1994]',-0.041,90.750,0.472,-0.466
'[01:30:26.820 22/10/1994]',-0.041,90.750,0.472,-0.466
'[01:30:26.822 22/10/1994]',-0.040,90.750,0.472,-0.466
'[01:30:26.824 22/10/1994]',-0.040,88.400,0.459,-0.470
'[01:30:26.826 22/10/1994]',-0.039,88.400,0.459,-0.470
'[01:30:26.828 22/10/1994]',-0.037,88.400,0.459,-0.470
'[01:30:26.830 22/10/1994]',-0.035,88.400,0.459,-0.470
'[01:30:26.832 22/10/1994]',-0.033,85.850,0.427,-0.474
'[01:30:26.834 22/10/1994]',-0.030,85.850,0.427,-0.474
'[01:30:26.836 22/10/1994]',-0.028,85.850,0.427,-0.474
'[01:30:26.838 22/10/1994]',-0.026,85.850,0.427,-0.474
'[01:30:26.840 22/10/1994]',-0.025,83.000,0.387,-0.478
'[01:30:26.842 22/10/1994]',-0.025,83.000,0.387,-0.478
'[01:30:26.844 22/10/1994]',-0.026,83.000,0.387,-0.478
'[01:30:26.846 22/10/1994]',-0.027,83.000,0.387,-0.478
'[01:30:26.848 22/10/1994]',-0.029,80.100,0.341,-0.482
'[01:30:26.850 22/10/1994]',-0.030,80.100,0.341,-0.482
'[01:30:26.852 22/10/1994]',-0.032,80.100,0.341,-0.482
'[01:30:26.854 22/10/1994]',-0.033,80.100,0.341,-0.482
'[01:30:26.856 22/10/1994]',-0.034,77.350,0.277,-0.485
'[01:30:26.858 22/10/1994]',-0.035,77.350,0.277,-0.485
'[01:30:26.860 22/10/1994]',-0.035,77.350,0.277,-0.485
'[01:30:26.862 22/10/1994]',-0.036,77.350,0.277,-0.485
'[01:30:26.864 22/10/1994]',-0.037,74.950,0.223,-0.490
'[01:30:26.866 22/10/1994]',-0.038,74.950,0.223,-0.490
'[01:30:26.868 22/10/1994]',-0.039,74.950,0.223,-0.490
'[01:30:26.870 22/10/1994]',-0.040,74.950,0.223,-0.490
'[01:30:26.872 22/10/1994]',-0.041,73.000,0.159,-0.494
'[01:30:26.874 22/10/1994]',-0.041,73.000,0.159,-0.494
'[01:30:26.876 22/10/1994]',-0.041,73.000,0.159,-0.494
'[01:30:26.878 22/10/1994]',-0.040,73.000,0.159,-0.494
'[01:30:26.880 22/10/1994]',-0.040,71.550,0.096,-0.499
'[01:30:26.882 22/10/1994]',-0.040,71.550,0.096,-0.499
'[01:30:26.884 22/10/1994]',-0.041,71.550,0.096,-0.499
'[01:30:26.886 22/10/1994]',-0.041,71.550,0.096,-0.499
'[01:30:26.888 22/10/1994]',-0.043,70.750,0.036,-0.504
'[01:30:26.890 22/10/1994]',-0.044,70.750,0.036,-0.504
'[01:30:26.892 22/10/1994]',-0.047,70.750,0.036,-0.504
'[01:30:26.894 22/10/1994]',-0.050,70.750,0.036,-0.504
'[01:30:26.896 22/10/1994]',-0.052,70.450,-0.036,-0.508
'[01:30:26.898 22/10/1994]',-0.055,70.450,-0.036,-0.508
'[01:30:26.900 22/10/1994]',-0.058,70.450,-0.036,-0.508
'[01:30:26.902 22/10/1994]',-0.060,70.450,-0.036,-0.508
'[01:30:26.904 22/10/1994]',-0.061,70.500,-0.096,-0.510
'[01:30:26.906 22/10/1994]',-0.063,70.500,-0.096,-0.510
'[01:30:26.908 22/10/1994]',-0.063,70.500,-0.096,-0.510
'[01:30:26.910 22/10/1994]',-0.063,70.500,-0.096,-0.510
'[01:30:26.912 22/10/1994]',-0.062,71.100,-0.160,-0.512
'[01:30:26.914 22/10/1994]',-0.062,71.100,-0.160,-0.512
'[01:30:26.916 22/10/1994]',-0.060,71.100,-0.160,-0.512
'[01:30:26.918 22/10/1994]',-0.058,71.100,-0.160,-0.512
'[01:30:26.920 22/10/1994]',-0.052,72.000,-0.228,-0.513
'[01:30:26.922 22/10/1994]',-0.047,72.000,-0.228,-0.513
'[01:30:26.924 22/10/1994]',-0.039,72.000,-0.228,-0.513
'[01:30:26.926 22/10/1994]',-0.031,72.000,-0.228,-0.513
'[01:30:26.928 22/10/1994]',-0.021,73.300,-0.278,-0.514
'[01:30:26.930 22/10/1994]',-0.011,73.300,-0.278,-0.514
'[01:30:26.932 22/10/1994]',0.003,73.300,-0.278,-0.514
'[01:30:26.934 22/10/1994]',0.016,73.300,-0.278,-0.514
'[01:30:26.936 22/10/1994]',0.035,74.700,-0.332,-0.515
'[01:30:26.938 22/10/1994]',0.053,74.700,-0.332,-0.515
'[01:30:26.940 22/10/1994]',0.084,74.700,-0.332,-0.515
'[01:30:26.942 22/10/1994]',0.114,74.700,-0.332,-0.515
'[01:30:26.944 22/10/1994]',0.162,76.150,-0.387,-0.515
'[01:30:26.946 22/10/1994]',0.210,76.150,-0.387,-0.515
'[01:30:26.948 22/10/1994]',0.276,76.150,-0.387,-0.515
'[01:30:26.950 22/10/1994]',0.342,76.150,-0.387,-0.515
'[01:30:26.952 22/10/1994]',0.411,77.550,-0.427,-0.515
'[01:30:26.954 22/10/1994]',0.481,77.550,-0.427,-0.515
'[01:30:26.956 22/10/1994]',0.531,77.550,-0.427,-0.515
'[01:30:26.958 22/10/1994]',0.582,77.550,-0.427,-0.515
'[01:30:26.960 22/10/1994]',0.594,78.750,-0.464,-0.514
'[01:30:26.962 22/10/1994]',0.606,78.750,-0.464,-0.514
'[01:30:26.964 22/10/1994]',0.575,78.750,-0.464,-0.514
'[01:30:26.966 22/10/1994]',0.544,78.750,-0.464,-0.514
'[01:30:26.968 22/10/1994]',0.482,79.600,-0.491,-0.514
'[01:30:26.970 22/10/1994]',0.421,79.600,-0.491,-0.514
'[01:30:26.972 22/10/1994]',0.351,79.600,-0.491,-0.514
'[01:30:26.974 22/10/1994]',0.281,79.600,-0.491,-0.514
'[01:30:26.976 22/10/1994]',0.220,80.100,-0.514,-0.513
'[01:30:26.978 22/10/1994]',0.159,80.100,-0.514,-0.513
'[01:30:26.980 22/10/1994]',0.113,80.100,-0.514,-0.513
'[01:30:26.982 22/10/1994]',0.067,80.100,-0.514,-0.513
'[01:30:26.984 22/10/1994]',0.035,80.300,-0.518,-0.512
'[01:30:26.986 22/10/1994]',0.003,80.300,-0.518,-0.512
'[01:30:26.988 22/10/1994]',-0.018,80.300,-0.518,-0.512
'[01:30:26.990 22/10/1994]',-0.040,80.300,-0.518,-0.512
'[01:30:26.992 22/10/1994]',-0.053,80.300,-0.518,-0.511
'[01:30:26.994 22/10/1994]',-0.067,80.300,-0.518,-0.511
'[01:30:26.996 22/10/1994]',-0.076,80.300,-0.518,-0.511
'[01:30:26.998 22/10/1994]',-0.085,80.300,-0.518,-0.511
'[01:30:27.000 22/10/1994]',-0.090,80.000,-0.509,-0.510
'[01:30:27.002 22/10/1994]',-0.096,80.000,-0.509,-0.510
'[01:30:27.004 22/10/1994]',-0.099,80.000,-0.509,-0.510
'[01:30:27.006 22/10/1994]',-0.101,80.000,-0.509,-0.510
'[01:30:27.008 22/10/1994]',-0.102,79.800,-0.486,-0.509
'[01:30:27.010 22/10/1994]',-0.103,79.800,-0.486,-0.509
'[01:30:27.012 22/10/1994]',-0.104,79.800,-0.486,-0.509
'[01:30:27.014 22/10/1994]',-0.105,79.800,-0.486,-0.509
'[01:30:27.016 22/10/1994]',-0.104,79.300,-0.460,-0.508
'[01:30:27.018 22/10/1994]',-0.104,79.300,-0.460,-0.508
'[01:30:27.020 22/10/1994]',-0.103,79.300,-0.460,-0.508
'[01:30:27.022 22/10/1994]',-0.102,79.300,-0.460,-0.508
'[01:30:27.024 22/10/1994]',-0.102,78.750,-0.432,-0.507
'[01:30:27.026 22/10/1994]',-0.102,78.750,-0.432,-0.507
'[01:30:27.028 22/10/1994]',-0.102,78.750,-0.432,-0.507
'[01:30:27.030 22/10/1994]',-0.103,78.750,-0.432,-0.507
'[01:30:27.032 22/10/1994]',-0.103,77.950,-0.405,-0.506
'[01:30:27.034 22/10/1994]',-0.103,77.950,-0.405,-0.506
'[01:30:27.036 22/10/1994]',-0.102,77.950,-0.405,-0.506
'[01:30:27.038 22/10/1994]',-0.102,77.950,-0.405,-0.506
'[01:30:27.040 22/10/1994]',-0.100,77.100,-0.373,-0.505
'[01:30:27.042 22/10/1994]',-0.098,77.100,-0.373,-0.505
'[01:30:27.044 22/10/1994]',-0.095,77.100,-0.373,-0.505
'[01:30:27.046 22/10/1994]',-0.092,77.100,-0.373,-0.505
'[01:30:27.048 22/10/1994]',-0.089,76.300,-0.345,-0.504
'[01:30:27.050 22/10/1994]',-0.086,76.300,-0.345,-0.504
'[01:30:27.052 22/10/1994]',-0.083,76.300,-0.345,-0.504
'[01:30:27.054 22/10/1994]',-0.080,76.300,-0.345,-0.504
'[01:30:27.056 22/10/1994]',-0.078,75.550,-0.319,-0.504
'[01:30:27.058 22/10/1994]',-0.076,75.550,-0.319,-0.504
'[01:30:27.060 22/10/1994]',-0.074,75.550,-0.319,-0.504
'[01:30:27.062 22/10/1994]',-0.072,75.550,-0.319,-0.504
'[01:30:27.064 22/10/1994]',-0.070,74.700,-0.295,-0.503
'[01:30:27.066 22/10/1994]',-0.069,74.700,-0.295,-0.503
'[01:30:27.068 22/10/1994]',-0.068,74.700,-0.295,-0.503
'[01:30:27.070 22/10/1994]',-0.066,74.700,-0.295,-0.503
'[01:30:27.072 22/10/1994]',-0.066,73.900,-0.286,-0.503
'[01:30:27.074 22/10/1994]',-0.065,73.900,-0.286,-0.503
'[01:30:27.076 22/10/1994]',-0.064,73.900,-0.286,-0.503
'[01:30:27.078 22/10/1994]',-0.063,73.900,-0.286,-0.503
'[01:30:27.080 22/10/1994]',-0.062,73.200,-0.278,-0.503
'[01:30:27.082 22/10/1994]',-0.062,73.200,-0.278,-0.503
'[01:30:27.084 22/10/1994]',-0.062,73.200,-0.278,-0.503
'[01:30:27.086 22/10/1994]',-0.063,73.200,-0.278,-0.503
'[01:30:27.088 22/10/1994]',-0.062,72.700,-0.273,-0.503
'[01:30:27.090 22/10/1994]',-0.062,72.700,-0.273,-0.503
'[01:30:27.092 22/10/1994]',-0.060,72.700,-0.273,-0.503
'[01:30:27.094 22/10/1994]',-0.059,72.700,-0.273,-0.503
'[01:30:27.096 22/10/1994]',-0.056,72.400,-0.278,-0.504
'[01:30:27.098 22/10/1994]',-0.053,72.400,-0.278,-0.504
'[01:30:27.100 22/10/1994]',-0.050,72.400,-0.278,-0.504
'[01:30:27.102 22/10/1994]',-0.047,72.400,-0.278,-0.504
'[01:30:27.104 22/10/1994]',-0.043,72.450,-0.286,-0.505
'[01:30:27.106 22/10/1994]',-0.039,72.450,-0.286,-0.505
'[01:30:27.108 22/10/1994]',-0.036,72.450,-0.286,-0.505
'[01:30:27.110 22/10/1994]',-0.033,72.450,-0.286,-0.505
'[01:30:27.112 22/10/1994]',-0.030,73.300,-0.300,-0.507
'[01:30:27.114 22/10/1994]',-0.028,73.300,-0.300,-0.507
'[01:30:27.116 22/10/1994]',-0.024,73.300,-0.300,-0.507
'[01:30:27.118 22/10/1994]',-0.020,73.300,-0.300,-0.507
'[01:30:27.120 22/10/1994]',-0.014,75.450,-0.314,-0.509
'[01:30:27.122 22/10/1994]',-0.008,75.450,-0.314,-0.509
'[01:30:27.124 22/10/1994]',-0.002,75.450,-0.314,-0.509
'[01:30:27.126 22/10/1994]',0.005,75.450,-0.314,-0.509
'[01:30:27.128 22/10/1994]',0.011,79.650,-0.337,-0.511
'[01:30:27.130 22/10/1994]',0.018,79.650,-0.337,-0.511
'[01:30:27.132 22/10/1994]',0.024,79.650,-0.337,-0.511
'[01:30:27.134 22/10/1994]',0.029,79.650,-0.337,-0.511
'[01:30:27.136 22/10/1994]',0.036,86.250,-0.355,-0.513
'[01:30:27.138 22/10/1994]',0.043,86.250,-0.355,-0.513
'[01:30:27.140 22/10/1994]',0.051,86.250,-0.355,-0.513
'[01:30:27.142 22/10/1994]',0.058,86.250,-0.355,-0.513
'[01:30:27.144 22/10/1994]',0.066,94.550,-0.368,-0.515
'[01:30:27.146 22/10/1994]',0.074,94.550,-0.368,-0.515
'[01:30:27.148 22/10/1994]',0.082,94.550,-0.368,-0.515
'[01:30:27.150 22/10/1994]',0.089,94.550,-0.368,-0.515
'[01:30:27.152 22/10/1994]',0.097,103.650,-0.382,-0.518
'[01:30:27.154 22/10/1994]',0.104,103.650,-0.382,-0.518
'[01:30:27.156 22/10/1994]',0.111,103.650,-0.382,-0.518
'[01:30:27.158 22/10/1994]',0.118,103.650,-0.382,-0.518
'[01:30:27.160 22/10/1994]',0.125,111.600,-0.391,-0.520
'[01:30:27.162 22/10/1994]',0.132,111.600,-0.391,-0.520
'[01:30:27.164 22/10/1994]',0.138,111.600,-0.391,-0.520
'[01:30:27.166 22/10/1994]',0.143,111.600,-0.391,-0.520
'[01:30:27.168 22/10/1994]',0.147,117.500,-0.387,-0.523
'[01:30:27.170 22/10/1994]',0.151,117.500,-0.387,-0.523
'[01:30:27.172 22/10/1994]',0.153,117.500,-0.387,-0.523
'[01:30:27.174 22/10/1994]',0.155,117.500,-0.387,-0.523
'[01:30:27.176 22/10/1994]',0.155,121.050,-0.373,-0.526
'[01:30:27.178 22/10/1994]',0.155,121.050,-0.373,-0.526
'[01:30:27.180 22/10/1994]',0.152,121.050,-0.373,-0.526
'[01:30:27.182 22/10/1994]',0.150,121.050,-0.373,-0.526
'[01:30:27.184 22/10/1994]',0.146,122.400,-0.341,-0.528
'[01:30:27.186 22/10/1994]',0.143,122.400,-0.341,-0.528
'[01:30:27.188 22/10/1994]',0.138,122.400,-0.341,-0.528
'[01:30:27.190 22/10/1994]',0.133,122.400,-0.341,-0.528
'[01:30:27.192 22/10/1994]',0.127,122.100,-0.295,-0.530
'[01:30:27.194 22/10/1994]',0.121,122.100,-0.295,-0.530
'[01:30:27.196 22/10/1994]',0.114,122.100,-0.295,-0.530
'[01:30:27.198 22/10/1994]',0.107,122.100,-0.295,-0.530
'[01:30:27.200 22/10/1994]',0.101,120.750,-0.236,-0.531
'[01:30:27.202 22/10/1994]',0.094,120.750,-0.236,-0.531
'[01:30:27.204 22/10/1994]',0.088,120.750,-0.236,-0.531
'[01:30:27.206 22/10/1994]',0.082,120.750,-0.236,-0.531
'[01:30:27.208 22/10/1994]',0.075,118.650,-0.173,-0.533
'[01:30:27.210 22/10/1994]',0.069,118.650,-0.173,-0.533
'[01:30:27.212 22/10/1994]',0.062,118.650,-0.173,-0.533
'[01:30:27.214 22/10/1994]',0.055,118.650,-0.173,-0.533
'[01:30:27.216 22/10/1994]',0.048,115.850,-0.075,-0.534
'[01:30:27.218 22/10/1994]',0.041,115.850,-0.075,-0.534
'[01:30:27.220 22/10/1994]',0.035,115.850,-0.075,-0.534
'[01:30:27.222 22/10/1994]',0.030,115.850,-0.075,-0.534
'[01:30:27.224 22/10/1994]',0.025,112.800,0.029,-0.535
'[01:30:27.226 22/10/1994]',0.021,112.800,0.029,-0.535
'[01:30:27.228 22/10/1994]',0.018,112.800,0.029,-0.535
'[01:30:27.230 22/10/1994]',0.016,112.800,0.029,-0.535
'[01:30:27.232 22/10/1994]',0.014,109.700,0.136,-0.535
'[01:30:27.234 22/10/1994]',0.012,109.700,0.136,-0.535
'[01:30:27.236 22/10/1994]',0.009,109.700,0.136,-0.535
'[01:30:27.238 22/10/1994]',0.006,109.700,0.136,-0.535
'[01:30:27.240 22/10/1994]',0.002,106.800,0.248,-0.536
'[01:30:27.242 22/10/1994]',-0.002,106.800,0.248,-0.536
'[01:30:27.244 22/10/1994]',-0.006,106.800,0.248,-0.536
'[01:30:27.246 22/10/1994]',-0.010,106.800,0.248,-0.536
'[01:30:27.248 22/10/1994]',-0.015,104.150,0.338,-0.538
'[01:30:27.250 22/10/1994]',-0.021,104.150,0.338,-0.538
'[01:30:27.252 22/10/1994]',-0.026,104.150,0.338,-0.538
'[01:30:27.254 22/10/1994]',-0.031,104.150,0.338,-0.538
'[01:30:27.256 22/10/1994]',-0.035,101.750,0.417,-0.541
'[01:30:27.258 22/10/1994]',-0.039,101.750,0.417,-0.541
'[01:30:27.260 22/10/1994]',-0.042,101.750,0.417,-0.541
'[01:30:27.262 22/10/1994]',-0.045,101.750,0.417,-0.541
'[01:30:27.264 22/10/1994]',-0.046,99.450,0.478,-0.544
'[01:30:27.266 22/10/1994]',-0.048,99.450,0.478,-0.544
'[01:30:27.268 22/10/1994]',-0.048,99.450,0.478,-0.544
