'Time and date','V ','ABP ','PAP ','ART ','ART1 '
'[12:14:00.600 02/02/1995]',-0.042,63.900,18.212,55.750,54.250
'[12:14:00.602 02/02/1995]',-0.042,63.900,18.212,55.750,54.250
'[12:14:00.604 02/02/1995]',-0.064,63.900,18.212,55.750,54.250
'[12:14:00.606 02/02/1995]',-0.042,63.900,18.212,55.750,54.250
'[12:14:00.608 02/02/1995]',-0.042,62.400,17.925,55.100,53.550
'[12:14:00.610 02/02/1995]',-0.042,62.400,17.925,55.100,53.550
'[12:14:00.612 02/02/1995]',-0.064,62.400,17.925,55.100,53.550
'[12:14:00.614 02/02/1995]',-0.064,62.400,17.925,55.100,53.550
'[12:14:00.616 02/02/1995]',-0.064,60.950,17.750,54.600,52.750
'[12:14:00.618 02/02/1995]',-0.042,60.950,17.750,54.600,52.750
'[12:14:00.620 02/02/1995]',-0.042,60.950,17.750,54.600,52.750
'[12:14:00.622 02/02/1995]',-0.042,60.950,17.750,54.600,52.750
'[12:14:00.624 02/02/1995]',-0.042,59.800,17.688,54.100,52.200
'[12:14:00.626 02/02/1995]',-0.020,59.800,17.688,54.100,52.200
'[12:14:00.628 02/02/1995]',0.002,59.800,17.688,54.100,52.200
'[12:14:00.630 02/02/1995]',0.002,59.800,17.688,54.100,52.200
'[12:14:00.632 02/02/1995]',0.023,58.900,17.625,53.600,51.600
'[12:14:00.634 02/02/1995]',0.023,58.900,17.625,53.600,51.600
'[12:14:00.636 02/02/1995]',0.045,58.900,17.625,53.600,51.600
'[12:14:00.638 02/02/1995]',0.045,58.900,17.625,53.600,51.600
'[12:14:00.640 02/02/1995]',0.067,58.300,17.450,53.050,50.950
'[12:14:00.642 02/02/1995]',0.089,58.300,17.450,53.050,50.950
'[12:14:00.644 02/02/1995]',0.067,58.300,17.450,53.050,50.950
'[12:14:00.646 02/02/1995]',0.089,58.300,17.450,53.050,50.950
'[12:14:00.648 02/02/1995]',0.089,57.750,17.225,52.550,50.200
'[12:14:00.650 02/02/1995]',0.111,57.750,17.225,52.550,50.200
'[12:14:00.652 02/02/1995]',0.111,57.750,17.225,52.550,50.200
'[12:14:00.654 02/02/1995]',0.111,57.750,17.225,52.550,50.200
'[12:14:00.656 02/02/1995]',0.089,57.200,16.812,52.050,49.350
'[12:14:00.658 02/02/1995]',0.089,57.200,16.812,52.050,49.350
'[12:14:00.660 02/02/1995]',0.111,57.200,16.812,52.050,49.350
'[12:14:00.662 02/02/1995]',0.111,57.200,16.812,52.050,49.350
'[12:14:00.664 02/02/1995]',0.111,56.750,16.337,51.600,48.550
'[12:14:00.666 02/02/1995]',0.089,56.750,16.337,51.600,48.550
'[12:14:00.668 02/02/1995]',0.089,56.750,16.337,51.600,48.550
'[12:14:00.670 02/02/1995]',0.089,56.750,16.337,51.600,48.550
'[12:14:00.672 02/02/1995]',0.111,56.300,15.812,51.200,47.900
'[12:14:00.674 02/02/1995]',0.111,56.300,15.812,51.200,47.900
'[12:14:00.676 02/02/1995]',0.111,56.300,15.812,51.200,47.900
'[12:14:00.678 02/02/1995]',0.111,56.300,15.812,51.200,47.900
'[12:14:00.680 02/02/1995]',0.111,55.850,15.287,50.800,47.300
'[12:14:00.682 02/02/1995]',0.111,55.850,15.287,50.800,47.300
'[12:14:00.684 02/02/1995]',0.111,55.850,15.287,50.800,47.300
'[12:14:00.686 02/02/1995]',0.111,55.850,15.287,50.800,47.300
'[12:14:00.688 02/02/1995]',0.155,55.400,14.762,50.350,46.800
'[12:14:00.690 02/02/1995]',0.111,55.400,14.762,50.350,46.800
'[12:14:00.692 02/02/1995]',0.111,55.400,14.762,50.350,46.800
'[12:14:00.694 02/02/1995]',0.111,55.400,14.762,50.350,46.800
'[12:14:00.696 02/02/1995]',0.111,55.000,14.113,50.050,46.200
'[12:14:00.698 02/02/1995]',0.111,55.000,14.113,50.050,46.200
'[12:14:00.700 02/02/1995]',0.111,55.000,14.113,50.050,46.200
'[12:14:00.702 02/02/1995]',0.111,55.000,14.113,50.050,46.200
'[12:14:00.704 02/02/1995]',0.111,54.600,13.588,49.800,45.700
'[12:14:00.706 02/02/1995]',0.111,54.600,13.588,49.800,45.700
'[12:14:00.708 02/02/1995]',0.111,54.600,13.588,49.800,45.700
'[12:14:00.710 02/02/1995]',0.111,54.600,13.588,49.800,45.700
'[12:14:00.712 02/02/1995]',0.111,54.150,13.300,49.500,45.100
'[12:14:00.714 02/02/1995]',0.155,54.150,13.300,49.500,45.100
'[12:14:00.716 02/02/1995]',0.111,54.150,13.300,49.500,45.100
'[12:14:00.718 02/02/1995]',0.111,54.150,13.300,49.500,45.100
'[12:14:00.720 02/02/1995]',0.111,53.750,13.125,49.200,44.550
'[12:14:00.722 02/02/1995]',0.111,53.750,13.125,49.200,44.550
'[12:14:00.724 02/02/1995]',0.155,53.750,13.125,49.200,44.550
'[12:14:00.726 02/02/1995]',0.111,53.750,13.125,49.200,44.550
'[12:14:00.728 02/02/1995]',0.111,53.300,13.125,48.850,44.100
'[12:14:00.730 02/02/1995]',0.155,53.300,13.125,48.850,44.100
'[12:14:00.732 02/02/1995]',0.111,53.300,13.125,48.850,44.100
'[12:14:00.734 02/02/1995]',0.111,53.300,13.125,48.850,44.100
'[12:14:00.736 02/02/1995]',0.111,52.900,13.125,48.550,43.650
'[12:14:00.738 02/02/1995]',0.111,52.900,13.125,48.550,43.650
'[12:14:00.740 02/02/1995]',0.111,52.900,13.125,48.550,43.650
'[12:14:00.742 02/02/1995]',0.111,52.900,13.125,48.550,43.650
'[12:14:00.744 02/02/1995]',0.111,52.400,13.175,48.250,43.150
'[12:14:00.746 02/02/1995]',0.089,52.400,13.175,48.250,43.150
'[12:14:00.748 02/02/1995]',0.111,52.400,13.175,48.250,43.150
'[12:14:00.750 02/02/1995]',0.111,52.400,13.175,48.250,43.150
'[12:14:00.752 02/02/1995]',0.111,51.900,13.238,47.950,42.750
'[12:14:00.754 02/02/1995]',0.155,51.900,13.238,47.950,42.750
'[12:14:00.756 02/02/1995]',0.199,51.900,13.238,47.950,42.750
'[12:14:00.758 02/02/1995]',0.221,51.900,13.238,47.950,42.750
'[12:14:00.760 02/02/1995]',0.243,51.400,13.175,47.650,42.300
'[12:14:00.762 02/02/1995]',0.243,51.400,13.175,47.650,42.300
'[12:14:00.764 02/02/1995]',0.199,51.400,13.175,47.650,42.300
'[12:14:00.766 02/02/1995]',0.111,51.400,13.175,47.650,42.300
'[12:14:00.768 02/02/1995]',0.023,50.950,13.000,47.300,41.950
'[12:14:00.770 02/02/1995]',-0.108,50.950,13.000,47.300,41.950
'[12:14:00.772 02/02/1995]',-0.327,50.950,13.000,47.300,41.950
'[12:14:00.774 02/02/1995]',-0.525,50.950,13.000,47.300,41.950
'[12:14:00.776 02/02/1995]',-0.722,50.550,12.650,47.050,41.600
'[12:14:00.778 02/02/1995]',-0.832,50.550,12.650,47.050,41.600
'[12:14:00.780 02/02/1995]',-0.920,50.550,12.650,47.050,41.600
'[12:14:00.782 02/02/1995]',-1.007,50.550,12.650,47.050,41.600
'[12:14:00.784 02/02/1995]',-1.029,50.200,12.238,46.600,41.250
'[12:14:00.786 02/02/1995]',-1.029,50.200,12.238,46.600,41.250
'[12:14:00.788 02/02/1995]',-1.007,50.200,12.238,46.600,41.250
'[12:14:00.790 02/02/1995]',-0.898,50.200,12.238,46.600,41.250
'[12:14:00.792 02/02/1995]',-0.744,49.800,11.713,46.250,40.950
'[12:14:00.794 02/02/1995]',-0.591,49.800,11.713,46.250,40.950
'[12:14:00.796 02/02/1995]',-0.481,49.800,11.713,46.250,40.950
'[12:14:00.798 02/02/1995]',-0.437,49.800,11.713,46.250,40.950
'[12:14:00.800 02/02/1995]',-0.349,49.450,11.188,45.850,40.700
'[12:14:00.802 02/02/1995]',-0.306,49.450,11.188,45.850,40.700
'[12:14:00.804 02/02/1995]',-0.240,49.450,11.188,45.850,40.700
'[12:14:00.806 02/02/1995]',-0.196,49.450,11.188,45.850,40.700
'[12:14:00.808 02/02/1995]',-0.174,49.150,10.537,45.500,40.400
'[12:14:00.810 02/02/1995]',-0.108,49.150,10.537,45.500,40.400
'[12:14:00.812 02/02/1995]',-0.086,49.150,10.537,45.500,40.400
'[12:14:00.814 02/02/1995]',-0.042,49.150,10.537,45.500,40.400
'[12:14:00.816 02/02/1995]',-0.020,48.850,9.775,45.200,40.150
'[12:14:00.818 02/02/1995]',0.002,48.850,9.775,45.200,40.150
'[12:14:00.820 02/02/1995]',0.023,48.850,9.775,45.200,40.150
'[12:14:00.822 02/02/1995]',0.045,48.850,9.775,45.200,40.150
'[12:14:00.824 02/02/1995]',0.067,48.600,8.900,44.900,39.800
'[12:14:00.826 02/02/1995]',0.067,48.600,8.900,44.900,39.800
'[12:14:00.828 02/02/1995]',0.067,48.600,8.900,44.900,39.800
'[12:14:00.830 02/02/1995]',0.089,48.600,8.900,44.900,39.800
'[12:14:00.832 02/02/1995]',0.089,48.300,7.963,44.600,39.550
'[12:14:00.834 02/02/1995]',0.067,48.300,7.963,44.600,39.550
'[12:14:00.836 02/02/1995]',0.089,48.300,7.963,44.600,39.550
'[12:14:00.838 02/02/1995]',0.089,48.300,7.963,44.600,39.550
'[12:14:00.840 02/02/1995]',0.089,48.000,7.138,44.350,39.150
'[12:14:00.842 02/02/1995]',0.089,48.000,7.138,44.350,39.150
'[12:14:00.844 02/02/1995]',0.089,48.000,7.138,44.350,39.150
'[12:14:00.846 02/02/1995]',0.111,48.000,7.138,44.350,39.150
'[12:14:00.848 02/02/1995]',0.089,47.750,6.562,43.900,38.800
'[12:14:00.850 02/02/1995]',0.111,47.750,6.562,43.900,38.800
'[12:14:00.852 02/02/1995]',0.111,47.750,6.562,43.900,38.800
'[12:14:00.854 02/02/1995]',0.111,47.750,6.562,43.900,38.800
'[12:14:00.856 02/02/1995]',0.155,47.450,6.200,43.500,38.450
'[12:14:00.858 02/02/1995]',0.111,47.450,6.200,43.500,38.450
'[12:14:00.860 02/02/1995]',0.111,47.450,6.200,43.500,38.450
'[12:14:00.862 02/02/1995]',0.111,47.450,6.200,43.500,38.450
'[12:14:00.864 02/02/1995]',0.089,47.100,6.200,43.100,38.200
'[12:14:00.866 02/02/1995]',0.111,47.100,6.200,43.100,38.200
'[12:14:00.868 02/02/1995]',0.111,47.100,6.200,43.100,38.200
'[12:14:00.870 02/02/1995]',0.111,47.100,6.200,43.100,38.200
'[12:14:00.872 02/02/1995]',0.111,46.650,6.612,42.750,37.900
'[12:14:00.874 02/02/1995]',0.089,46.650,6.612,42.750,37.900
'[12:14:00.876 02/02/1995]',0.111,46.650,6.612,42.750,37.900
'[12:14:00.878 02/02/1995]',0.111,46.650,6.612,42.750,37.900
'[12:14:00.880 02/02/1995]',0.089,46.200,7.550,42.450,37.650
'[12:14:00.882 02/02/1995]',0.089,46.200,7.550,42.450,37.650
'[12:14:00.884 02/02/1995]',0.089,46.200,7.550,42.450,37.650
'[12:14:00.886 02/02/1995]',0.089,46.200,7.550,42.450,37.650
'[12:14:00.888 02/02/1995]',0.111,45.750,9.075,42.150,37.350
'[12:14:00.890 02/02/1995]',0.111,45.750,9.075,42.150,37.350
'[12:14:00.892 02/02/1995]',0.089,45.750,9.075,42.150,37.350
'[12:14:00.894 02/02/1995]',0.089,45.750,9.075,42.150,37.350
'[12:14:00.896 02/02/1995]',0.089,45.200,10.838,41.950,37.100
'[12:14:00.898 02/02/1995]',0.089,45.200,10.838,41.950,37.100
'[12:14:00.900 02/02/1995]',0.067,45.200,10.838,41.950,37.100
'[12:14:00.902 02/02/1995]',0.089,45.200,10.838,41.950,37.100
'[12:14:00.904 02/02/1995]',0.089,44.750,12.537,41.750,36.850
'[12:14:00.906 02/02/1995]',0.089,44.750,12.537,41.750,36.850
'[12:14:00.908 02/02/1995]',0.089,44.750,12.537,41.750,36.850
'[12:14:00.910 02/02/1995]',0.089,44.750,12.537,41.750,36.850
'[12:14:00.912 02/02/1995]',0.089,44.350,14.238,41.650,36.600
'[12:14:00.914 02/02/1995]',0.089,44.350,14.238,41.650,36.600
'[12:14:00.916 02/02/1995]',0.089,44.350,14.238,41.650,36.600
'[12:14:00.918 02/02/1995]',0.089,44.350,14.238,41.650,36.600
'[12:14:00.920 02/02/1995]',0.089,44.000,15.750,41.600,36.500
'[12:14:00.922 02/02/1995]',0.089,44.000,15.750,41.600,36.500
'[12:14:00.924 02/02/1995]',0.089,44.000,15.750,41.600,36.500
'[12:14:00.926 02/02/1995]',0.089,44.000,15.750,41.600,36.500
'[12:14:00.928 02/02/1995]',0.089,43.700,17.050,41.750,36.600
'[12:14:00.930 02/02/1995]',0.067,43.700,17.050,41.750,36.600
'[12:14:00.932 02/02/1995]',0.067,43.700,17.050,41.750,36.600
'[12:14:00.934 02/02/1995]',0.067,43.700,17.050,41.750,36.600
'[12:14:00.936 02/02/1995]',0.045,43.500,17.863,42.400,37.100
'[12:14:00.938 02/02/1995]',0.045,43.500,17.863,42.400,37.100
'[12:14:00.940 02/02/1995]',0.067,43.500,17.863,42.400,37.100
'[12:14:00.942 02/02/1995]',0.067,43.500,17.863,42.400,37.100
'[12:14:00.944 02/02/1995]',0.067,43.400,18.275,44.000,38.200
'[12:14:00.946 02/02/1995]',0.067,43.400,18.275,44.000,38.200
'[12:14:00.948 02/02/1995]',0.067,43.400,18.275,44.000,38.200
'[12:14:00.950 02/02/1995]',0.067,43.400,18.275,44.000,38.200
'[12:14:00.952 02/02/1995]',0.067,43.500,18.387,46.950,39.900
'[12:14:00.954 02/02/1995]',0.045,43.500,18.387,46.950,39.900
'[12:14:00.956 02/02/1995]',0.045,43.500,18.387,46.950,39.900
'[12:14:00.958 02/02/1995]',0.045,43.500,18.387,46.950,39.900
'[12:14:00.960 02/02/1995]',0.067,43.750,18.212,51.200,42.350
'[12:14:00.962 02/02/1995]',0.045,43.750,18.212,51.200,42.350
'[12:14:00.964 02/02/1995]',0.045,43.750,18.212,51.200,42.350
'[12:14:00.966 02/02/1995]',0.045,43.750,18.212,51.200,42.350
'[12:14:00.968 02/02/1995]',0.045,44.450,17.688,55.850,45.200
'[12:14:00.970 02/02/1995]',0.045,44.450,17.688,55.850,45.200
'[12:14:00.972 02/02/1995]',0.067,44.450,17.688,55.850,45.200
'[12:14:00.974 02/02/1995]',0.067,44.450,17.688,55.850,45.200
'[12:14:00.976 02/02/1995]',0.067,45.750,16.988,59.850,48.300
'[12:14:00.978 02/02/1995]',0.045,45.750,16.988,59.850,48.300
'[12:14:00.980 02/02/1995]',0.045,45.750,16.988,59.850,48.300
'[12:14:00.982 02/02/1995]',0.045,45.750,16.988,59.850,48.300
'[12:14:00.984 02/02/1995]',0.067,47.850,16.113,62.400,51.250
'[12:14:00.986 02/02/1995]',0.045,47.850,16.113,62.400,51.250
'[12:14:00.988 02/02/1995]',0.045,47.850,16.113,62.400,51.250
'[12:14:00.990 02/02/1995]',0.045,47.850,16.113,62.400,51.250
'[12:14:00.992 02/02/1995]',0.045,50.700,15.225,63.450,53.700
'[12:14:00.994 02/02/1995]',0.023,50.700,15.225,63.450,53.700
'[12:14:00.996 02/02/1995]',0.023,50.700,15.225,63.450,53.700
'[12:14:00.998 02/02/1995]',0.045,50.700,15.225,63.450,53.700
'[12:14:01.000 02/02/1995]',0.045,54.150,14.412,63.600,55.600
'[12:14:01.002 02/02/1995]',0.045,54.150,14.412,63.600,55.600
'[12:14:01.004 02/02/1995]',0.045,54.150,14.412,63.600,55.600
'[12:14:01.006 02/02/1995]',0.045,54.150,14.412,63.600,55.600
'[12:14:01.008 02/02/1995]',0.045,57.750,13.525,63.500,57.000
'[12:14:01.010 02/02/1995]',0.045,57.750,13.525,63.500,57.000
'[12:14:01.012 02/02/1995]',0.067,57.750,13.525,63.500,57.000
'[12:14:01.014 02/02/1995]',0.045,57.750,13.525,63.500,57.000
'[12:14:01.016 02/02/1995]',0.045,61.050,12.825,63.500,57.850
'[12:14:01.018 02/02/1995]',0.023,61.050,12.825,63.500,57.850
'[12:14:01.020 02/02/1995]',0.045,61.050,12.825,63.500,57.850
'[12:14:01.022 02/02/1995]',0.045,61.050,12.825,63.500,57.850
'[12:14:01.024 02/02/1995]',0.045,63.650,12.238,63.850,58.400
'[12:14:01.026 02/02/1995]',0.045,63.650,12.238,63.850,58.400
'[12:14:01.028 02/02/1995]',0.067,63.650,12.238,63.850,58.400
'[12:14:01.030 02/02/1995]',0.067,63.650,12.238,63.850,58.400
'[12:14:01.032 02/02/1995]',0.045,65.550,11.950,64.550,58.700
'[12:14:01.034 02/02/1995]',0.023,65.550,11.950,64.550,58.700
'[12:14:01.036 02/02/1995]',0.045,65.550,11.950,64.550,58.700
'[12:14:01.038 02/02/1995]',0.045,65.550,11.950,64.550,58.700
'[12:14:01.040 02/02/1995]',0.045,66.600,11.775,65.300,58.800
'[12:14:01.042 02/02/1995]',0.045,66.600,11.775,65.300,58.800
'[12:14:01.044 02/02/1995]',0.045,66.600,11.775,65.300,58.800
'[12:14:01.046 02/02/1995]',0.045,66.600,11.775,65.300,58.800
'[12:14:01.048 02/02/1995]',0.045,67.100,11.713,66.050,58.800
'[12:14:01.050 02/02/1995]',0.023,67.100,11.713,66.050,58.800
'[12:14:01.052 02/02/1995]',0.023,67.100,11.713,66.050,58.800
'[12:14:01.054 02/02/1995]',0.045,67.100,11.713,66.050,58.800
'[12:14:01.056 02/02/1995]',0.023,67.100,11.825,66.750,58.700
'[12:14:01.058 02/02/1995]',0.023,67.100,11.825,66.750,58.700
'[12:14:01.060 02/02/1995]',0.045,67.100,11.825,66.750,58.700
'[12:14:01.062 02/02/1995]',0.023,67.100,11.825,66.750,58.700
'[12:14:01.064 02/02/1995]',0.023,66.900,12.000,67.350,58.500
'[12:14:01.066 02/02/1995]',0.023,66.900,12.000,67.350,58.500
'[12:14:01.068 02/02/1995]',0.045,66.900,12.000,67.350,58.500
'[12:14:01.070 02/02/1995]',0.045,66.900,12.000,67.350,58.500
'[12:14:01.072 02/02/1995]',0.067,66.550,12.238,67.650,58.350
'[12:14:01.074 02/02/1995]',0.067,66.550,12.238,67.650,58.350
'[12:14:01.076 02/02/1995]',0.067,66.550,12.238,67.650,58.350
'[12:14:01.078 02/02/1995]',0.067,66.550,12.238,67.650,58.350
'[12:14:01.080 02/02/1995]',0.045,66.000,12.537,67.700,58.150
'[12:14:01.082 02/02/1995]',0.045,66.000,12.537,67.700,58.150
'[12:14:01.084 02/02/1995]',0.045,66.000,12.537,67.700,58.150
'[12:14:01.086 02/02/1995]',0.045,66.000,12.537,67.700,58.150
'[12:14:01.088 02/02/1995]',0.045,65.550,12.762,67.400,58.000
'[12:14:01.090 02/02/1995]',0.023,65.550,12.762,67.400,58.000
'[12:14:01.092 02/02/1995]',0.045,65.550,12.762,67.400,58.000
'[12:14:01.094 02/02/1995]',0.023,65.550,12.762,67.400,58.000
'[12:14:01.096 02/02/1995]',0.045,65.200,12.887,67.000,57.850
'[12:14:01.098 02/02/1995]',0.045,65.200,12.887,67.000,57.850
'[12:14:01.100 02/02/1995]',0.045,65.200,12.887,67.000,57.850
'[12:14:01.102 02/02/1995]',0.045,65.200,12.887,67.000,57.850
'[12:14:01.104 02/02/1995]',0.045,65.000,12.938,66.850,57.700
'[12:14:01.106 02/02/1995]',0.045,65.000,12.938,66.850,57.700
'[12:14:01.108 02/02/1995]',0.045,65.000,12.938,66.850,57.700
'[12:14:01.110 02/02/1995]',0.045,65.000,12.938,66.850,57.700
'[12:14:01.112 02/02/1995]',0.045,65.050,12.887,67.050,57.500
'[12:14:01.114 02/02/1995]',0.045,65.050,12.887,67.050,57.500
'[12:14:01.116 02/02/1995]',0.045,65.050,12.887,67.050,57.500
'[12:14:01.118 02/02/1995]',0.045,65.050,12.887,67.050,57.500
'[12:14:01.120 02/02/1995]',0.045,65.350,12.762,67.900,57.300
'[12:14:01.122 02/02/1995]',0.023,65.350,12.762,67.900,57.300
'[12:14:01.124 02/02/1995]',0.045,65.350,12.762,67.900,57.300
'[12:14:01.126 02/02/1995]',0.045,65.350,12.762,67.900,57.300
'[12:14:01.128 02/02/1995]',0.045,65.800,12.650,69.000,56.950
'[12:14:01.130 02/02/1995]',0.045,65.800,12.650,69.000,56.950
'[12:14:01.132 02/02/1995]',0.045,65.800,12.650,69.000,56.950
'[12:14:01.134 02/02/1995]',0.045,65.800,12.650,69.000,56.950
'[12:14:01.136 02/02/1995]',0.067,66.250,12.475,69.950,56.450
'[12:14:01.138 02/02/1995]',0.045,66.250,12.475,69.950,56.450
'[12:14:01.140 02/02/1995]',0.045,66.250,12.475,69.950,56.450
'[12:14:01.142 02/02/1995]',0.045,66.250,12.475,69.950,56.450
'[12:14:01.144 02/02/1995]',0.045,66.650,12.238,70.350,55.950
'[12:14:01.146 02/02/1995]',0.045,66.650,12.238,70.350,55.950
'[12:14:01.148 02/02/1995]',0.045,66.650,12.238,70.350,55.950
'[12:14:01.150 02/02/1995]',0.045,66.650,12.238,70.350,55.950
'[12:14:01.152 02/02/1995]',0.045,66.750,12.062,70.300,55.300
'[12:14:01.154 02/02/1995]',0.045,66.750,12.062,70.300,55.300
'[12:14:01.156 02/02/1995]',0.045,66.750,12.062,70.300,55.300
'[12:14:01.158 02/02/1995]',0.045,66.750,12.062,70.300,55.300
'[12:14:01.160 02/02/1995]',0.023,66.600,11.825,69.900,54.600
'[12:14:01.162 02/02/1995]',0.023,66.600,11.825,69.900,54.600
'[12:14:01.164 02/02/1995]',0.023,66.600,11.825,69.900,54.600
'[12:14:01.166 02/02/1995]',0.023,66.600,11.825,69.900,54.600
'[12:14:01.168 02/02/1995]',0.023,66.200,11.600,69.450,53.900
'[12:14:01.170 02/02/1995]',0.002,66.200,11.600,69.450,53.900
'[12:14:01.172 02/02/1995]',0.002,66.200,11.600,69.450,53.900
'[12:14:01.174 02/02/1995]',-0.020,66.200,11.600,69.450,53.900
'[12:14:01.176 02/02/1995]',0.002,65.600,11.475,69.250,53.350
'[12:14:01.178 02/02/1995]',-0.020,65.600,11.475,69.250,53.350
'[12:14:01.180 02/02/1995]',-0.020,65.600,11.475,69.250,53.350
'[12:14:01.182 02/02/1995]',-0.020,65.600,11.475,69.250,53.350
'[12:14:01.184 02/02/1995]',-0.042,64.850,11.250,69.300,53.100
'[12:14:01.186 02/02/1995]',-0.042,64.850,11.250,69.300,53.100
'[12:14:01.188 02/02/1995]',-0.064,64.850,11.250,69.300,53.100
'[12:14:01.190 02/02/1995]',-0.064,64.850,11.250,69.300,53.100
'[12:14:01.192 02/02/1995]',-0.064,63.850,11.125,69.550,53.400
'[12:14:01.194 02/02/1995]',-0.064,63.850,11.125,69.550,53.400
'[12:14:01.196 02/02/1995]',-0.064,63.850,11.125,69.550,53.400
'[12:14:01.198 02/02/1995]',-0.086,63.850,11.125,69.550,53.400
'[12:14:01.200 02/02/1995]',-0.086,62.600,11.250,69.950,54.300
'[12:14:01.202 02/02/1995]',-0.086,62.600,11.250,69.950,54.300
'[12:14:01.204 02/02/1995]',-0.086,62.600,11.250,69.950,54.300
'[12:14:01.206 02/02/1995]',-0.086,62.600,11.250,69.950,54.300
'[12:14:01.208 02/02/1995]',-0.064,61.150,11.713,70.400,55.750
'[12:14:01.210 02/02/1995]',-0.064,61.150,11.713,70.400,55.750
'[12:14:01.212 02/02/1995]',-0.064,61.150,11.713,70.400,55.750
'[12:14:01.214 02/02/1995]',-0.064,61.150,11.713,70.400,55.750
'[12:14:01.216 02/02/1995]',-0.064,59.750,12.475,70.750,57.650
'[12:14:01.218 02/02/1995]',-0.064,59.750,12.475,70.750,57.650
'[12:14:01.220 02/02/1995]',-0.064,59.750,12.475,70.750,57.650
'[12:14:01.222 02/02/1995]',-0.064,59.750,12.475,70.750,57.650
'[12:14:01.224 02/02/1995]',-0.064,58.900,13.475,71.000,59.900
'[12:14:01.226 02/02/1995]',-0.042,58.900,13.475,71.000,59.900
'[12:14:01.228 02/02/1995]',-0.064,58.900,13.475,71.000,59.900
'[12:14:01.230 02/02/1995]',-0.042,58.900,13.475,71.000,59.900
'[12:14:01.232 02/02/1995]',-0.042,59.200,14.637,71.000,62.400
'[12:14:01.234 02/02/1995]',-0.042,59.200,14.637,71.000,62.400
'[12:14:01.236 02/02/1995]',-0.042,59.200,14.637,71.000,62.400
'[12:14:01.238 02/02/1995]',-0.020,59.200,14.637,71.000,62.400
'[12:14:01.240 02/02/1995]',0.002,60.550,15.938,70.850,64.850
'[12:14:01.242 02/02/1995]',0.002,60.550,15.938,70.850,64.850
'[12:14:01.244 02/02/1995]',0.023,60.550,15.938,70.850,64.850
'[12:14:01.246 02/02/1995]',0.023,60.550,15.938,70.850,64.850
'[12:14:01.248 02/02/1995]',0.045,62.650,17.225,70.700,67.000
'[12:14:01.250 02/02/1995]',0.023,62.650,17.225,70.700,67.000
'[12:14:01.252 02/02/1995]',0.045,62.650,17.225,70.700,67.000
'[12:14:01.254 02/02/1995]',0.067,62.650,17.225,70.700,67.000
'[12:14:01.256 02/02/1995]',0.067,65.150,18.337,70.350,68.800
'[12:14:01.258 02/02/1995]',0.067,65.150,18.337,70.350,68.800
'[12:14:01.260 02/02/1995]',0.067,65.150,18.337,70.350,68.800
'[12:14:01.262 02/02/1995]',0.045,65.150,18.337,70.350,68.800
'[12:14:01.264 02/02/1995]',0.067,67.550,19.212,69.550,70.300
'[12:14:01.266 02/02/1995]',0.067,67.550,19.212,69.550,70.300
'[12:14:01.268 02/02/1995]',0.067,67.550,19.212,69.550,70.300
'[12:14:01.270 02/02/1995]',0.067,67.550,19.212,69.550,70.300
'[12:14:01.272 02/02/1995]',0.067,69.700,19.863,67.550,71.400
'[12:14:01.274 02/02/1995]',0.067,69.700,19.863,67.550,71.400
'[12:14:01.276 02/02/1995]',0.067,69.700,19.863,67.550,71.400
'[12:14:01.278 02/02/1995]',0.067,69.700,19.863,67.550,71.400
'[12:14:01.280 02/02/1995]',0.067,71.650,20.325,64.350,72.300
'[12:14:01.282 02/02/1995]',0.067,71.650,20.325,64.350,72.300
'[12:14:01.284 02/02/1995]',0.067,71.650,20.325,64.350,72.300
'[12:14:01.286 02/02/1995]',0.067,71.650,20.325,64.350,72.300
'[12:14:01.288 02/02/1995]',0.067,73.350,20.562,60.750,72.900
'[12:14:01.290 02/02/1995]',0.067,73.350,20.562,60.750,72.900
'[12:14:01.292 02/02/1995]',0.067,73.350,20.562,60.750,72.900
'[12:14:01.294 02/02/1995]',0.067,73.350,20.562,60.750,72.900
'[12:14:01.296 02/02/1995]',0.067,74.900,20.562,57.450,73.400
'[12:14:01.298 02/02/1995]',0.089,74.900,20.562,57.450,73.400
'[12:14:01.300 02/02/1995]',0.067,74.900,20.562,57.450,73.400
'[12:14:01.302 02/02/1995]',0.067,74.900,20.562,57.450,73.400
'[12:14:01.304 02/02/1995]',0.067,76.300,20.387,55.300,73.800
'[12:14:01.306 02/02/1995]',0.067,76.300,20.387,55.300,73.800
'[12:14:01.308 02/02/1995]',0.067,76.300,20.387,55.300,73.800
'[12:14:01.310 02/02/1995]',0.067,76.300,20.387,55.300,73.800
'[12:14:01.312 02/02/1995]',0.067,77.550,20.087,54.400,74.050
'[12:14:01.314 02/02/1995]',0.067,77.550,20.087,54.400,74.050
'[12:14:01.316 02/02/1995]',0.045,77.550,20.087,54.400,74.050
'[12:14:01.318 02/02/1995]',0.067,77.550,20.087,54.400,74.050
'[12:14:01.320 02/02/1995]',0.067,78.500,19.913,54.450,74.000
'[12:14:01.322 02/02/1995]',0.067,78.500,19.913,54.450,74.000
'[12:14:01.324 02/02/1995]',0.089,78.500,19.913,54.450,74.000
'[12:14:01.326 02/02/1995]',0.067,78.500,19.913,54.450,74.000
'[12:14:01.328 02/02/1995]',0.067,79.150,20.087,55.150,73.500
