'Time and date','II ','II ','V ','PAP ','PLETH ','RESP '
'[12:49:44.594 25/01/1995]',-0.057,-0.033,0.003,26.256,-0.404,-0.564
'[12:49:44.596 25/01/1995]',-0.057,-0.033,0.003,26.256,-0.404,-0.564
'[12:49:44.598 25/01/1995]',-0.043,-0.033,0.003,26.256,-0.404,-0.564
'[12:49:44.600 25/01/1995]',-0.043,-0.033,0.003,25.905,-0.403,-0.556
'[12:49:44.602 25/01/1995]',-0.043,-0.033,0.003,25.905,-0.403,-0.556
'[12:49:44.604 25/01/1995]',-0.028,-0.033,0.003,25.905,-0.403,-0.556
'[12:49:44.606 25/01/1995]',-0.028,0.003,0.035,25.905,-0.403,-0.556
'[12:49:44.608 25/01/1995]',-0.013,0.003,0.035,25.553,-0.404,-0.549
'[12:49:44.610 25/01/1995]',0.001,0.003,0.068,25.553,-0.404,-0.549
'[12:49:44.612 25/01/1995]',0.001,0.003,0.068,25.553,-0.404,-0.549
'[12:49:44.614 25/01/1995]',0.030,0.037,0.068,25.553,-0.404,-0.549
'[12:49:44.616 25/01/1995]',0.045,0.037,0.068,25.327,-0.406,-0.543
'[12:49:44.618 25/01/1995]',0.074,0.073,0.068,25.327,-0.406,-0.543
'[12:49:44.620 25/01/1995]',0.104,0.109,0.035,25.327,-0.406,-0.543
'[12:49:44.622 25/01/1995]',0.162,0.181,0.035,25.327,-0.406,-0.543
'[12:49:44.624 25/01/1995]',0.221,0.217,0.035,25.025,-0.410,-0.538
'[12:49:44.626 25/01/1995]',0.294,0.324,0.035,25.025,-0.410,-0.538
'[12:49:44.628 25/01/1995]',0.382,0.396,0.035,25.025,-0.410,-0.538
'[12:49:44.630 25/01/1995]',0.485,0.537,0.003,25.025,-0.410,-0.538
'[12:49:44.632 25/01/1995]',0.588,0.645,0.003,24.673,-0.416,-0.534
'[12:49:44.634 25/01/1995]',0.631,0.681,0.003,24.673,-0.416,-0.534
'[12:49:44.636 25/01/1995]',0.602,0.645,0.003,24.673,-0.416,-0.534
'[12:49:44.638 25/01/1995]',0.543,0.573,-0.030,24.673,-0.416,-0.534
'[12:49:44.640 25/01/1995]',0.426,0.432,-0.064,24.322,-0.422,-0.530
'[12:49:44.642 25/01/1995]',0.265,0.252,-0.097,24.322,-0.422,-0.530
'[12:49:44.644 25/01/1995]',0.104,0.109,-0.131,24.322,-0.422,-0.530
'[12:49:44.646 25/01/1995]',-0.028,-0.033,-0.164,24.322,-0.422,-0.530
'[12:49:44.648 25/01/1995]',-0.160,-0.176,-0.164,23.970,-0.430,-0.527
'[12:49:44.650 25/01/1995]',-0.248,-0.248,-0.198,23.970,-0.430,-0.527
'[12:49:44.652 25/01/1995]',-0.336,-0.355,-0.198,23.970,-0.430,-0.527
'[12:49:44.654 25/01/1995]',-0.424,-0.463,-0.231,23.970,-0.430,-0.527
'[12:49:44.656 25/01/1995]',-0.453,-0.498,-0.231,23.668,-0.440,-0.524
'[12:49:44.658 25/01/1995]',-0.468,-0.498,-0.264,23.668,-0.440,-0.524
'[12:49:44.660 25/01/1995]',-0.483,-0.498,-0.264,23.668,-0.440,-0.524
'[12:49:44.662 25/01/1995]',-0.483,-0.498,-0.264,23.668,-0.440,-0.524
'[12:49:44.664 25/01/1995]',-0.439,-0.463,-0.231,23.442,-0.451,-0.521
'[12:49:44.666 25/01/1995]',-0.395,-0.427,-0.231,23.442,-0.451,-0.521
'[12:49:44.668 25/01/1995]',-0.351,-0.355,-0.198,23.442,-0.451,-0.521
'[12:49:44.670 25/01/1995]',-0.292,-0.283,-0.164,23.442,-0.451,-0.521
'[12:49:44.672 25/01/1995]',-0.233,-0.212,-0.131,23.317,-0.462,-0.519
'[12:49:44.674 25/01/1995]',-0.190,-0.176,-0.097,23.317,-0.462,-0.519
'[12:49:44.676 25/01/1995]',-0.160,-0.140,-0.064,23.317,-0.462,-0.519
'[12:49:44.678 25/01/1995]',-0.146,-0.104,-0.064,23.317,-0.462,-0.519
'[12:49:44.680 25/01/1995]',-0.131,-0.104,-0.064,23.141,-0.474,-0.517
'[12:49:44.682 25/01/1995]',-0.131,-0.104,-0.030,23.141,-0.474,-0.517
'[12:49:44.684 25/01/1995]',-0.131,-0.104,-0.030,23.141,-0.474,-0.517
'[12:49:44.686 25/01/1995]',-0.131,-0.104,-0.030,23.141,-0.474,-0.517
'[12:49:44.688 25/01/1995]',-0.131,-0.140,-0.030,23.040,-0.486,-0.515
'[12:49:44.690 25/01/1995]',-0.131,-0.104,-0.030,23.040,-0.486,-0.515
'[12:49:44.692 25/01/1995]',-0.131,-0.104,-0.030,23.040,-0.486,-0.515
'[12:49:44.694 25/01/1995]',-0.131,-0.104,-0.030,23.040,-0.486,-0.515
'[12:49:44.696 25/01/1995]',-0.116,-0.104,-0.030,22.915,-0.499,-0.514
'[12:49:44.698 25/01/1995]',-0.116,-0.104,-0.030,22.915,-0.499,-0.514
'[12:49:44.700 25/01/1995]',-0.116,-0.104,-0.030,22.915,-0.499,-0.514
'[12:49:44.702 25/01/1995]',-0.116,-0.104,-0.030,22.915,-0.499,-0.514
'[12:49:44.704 25/01/1995]',-0.116,-0.104,-0.030,22.789,-0.513,-0.514
'[12:49:44.706 25/01/1995]',-0.102,-0.104,-0.030,22.789,-0.513,-0.514
'[12:49:44.708 25/01/1995]',-0.116,-0.104,-0.030,22.789,-0.513,-0.514
'[12:49:44.710 25/01/1995]',-0.102,-0.104,0.003,22.789,-0.513,-0.514
'[12:49:44.712 25/01/1995]',-0.102,-0.104,0.003,22.739,-0.526,-0.514
'[12:49:44.714 25/01/1995]',-0.102,-0.104,0.003,22.739,-0.526,-0.514
'[12:49:44.716 25/01/1995]',-0.102,-0.104,0.003,22.739,-0.526,-0.514
'[12:49:44.718 25/01/1995]',-0.102,-0.068,0.003,22.739,-0.526,-0.514
'[12:49:44.720 25/01/1995]',-0.102,-0.068,0.003,22.613,-0.540,-0.515
'[12:49:44.722 25/01/1995]',-0.102,-0.068,0.003,22.613,-0.540,-0.515
'[12:49:44.724 25/01/1995]',-0.102,-0.068,0.003,22.613,-0.540,-0.515
'[12:49:44.726 25/01/1995]',-0.102,-0.068,0.003,22.613,-0.540,-0.515
'[12:49:44.728 25/01/1995]',-0.087,-0.068,0.003,22.688,-0.555,-0.517
'[12:49:44.730 25/01/1995]',-0.072,-0.068,0.003,22.688,-0.555,-0.517
'[12:49:44.732 25/01/1995]',-0.072,-0.068,0.003,22.688,-0.555,-0.517
'[12:49:44.734 25/01/1995]',-0.072,-0.068,0.003,22.688,-0.555,-0.517
'[12:49:44.736 25/01/1995]',-0.072,-0.068,0.003,23.090,-0.568,-0.520
'[12:49:44.738 25/01/1995]',-0.072,-0.068,0.003,23.090,-0.568,-0.520
'[12:49:44.740 25/01/1995]',-0.072,-0.068,0.003,23.090,-0.568,-0.520
'[12:49:44.742 25/01/1995]',-0.072,-0.068,0.003,23.090,-0.568,-0.520
'[12:49:44.744 25/01/1995]',-0.072,-0.068,0.003,24.020,-0.581,-0.525
'[12:49:44.746 25/01/1995]',-0.072,-0.068,0.003,24.020,-0.581,-0.525
'[12:49:44.748 25/01/1995]',-0.072,-0.068,0.003,24.020,-0.581,-0.525
'[12:49:44.750 25/01/1995]',-0.057,-0.033,0.003,24.020,-0.581,-0.525
'[12:49:44.752 25/01/1995]',-0.057,-0.033,0.003,25.804,-0.592,-0.530
'[12:49:44.754 25/01/1995]',-0.057,-0.033,0.003,25.804,-0.592,-0.530
'[12:49:44.756 25/01/1995]',-0.057,-0.033,0.003,25.804,-0.592,-0.530
'[12:49:44.758 25/01/1995]',-0.057,-0.033,0.003,25.804,-0.592,-0.530
'[12:49:44.760 25/01/1995]',-0.043,-0.033,0.003,28.342,-0.604,-0.537
'[12:49:44.762 25/01/1995]',-0.043,-0.033,0.003,28.342,-0.604,-0.537
'[12:49:44.764 25/01/1995]',-0.028,-0.033,0.003,28.342,-0.604,-0.537
'[12:49:44.766 25/01/1995]',-0.028,-0.033,0.003,28.342,-0.604,-0.537
'[12:49:44.768 25/01/1995]',-0.028,0.003,0.003,30.854,-0.614,-0.544
'[12:49:44.770 25/01/1995]',-0.013,0.003,0.003,30.854,-0.614,-0.544
'[12:49:44.772 25/01/1995]',0.001,0.003,0.035,30.854,-0.614,-0.544
'[12:49:44.774 25/01/1995]',0.001,0.003,0.035,30.854,-0.614,-0.544
'[12:49:44.776 25/01/1995]',0.015,0.003,0.068,32.111,-0.624,-0.550
'[12:49:44.778 25/01/1995]',0.030,0.037,0.068,32.111,-0.624,-0.550
'[12:49:44.780 25/01/1995]',0.059,0.073,0.102,32.111,-0.624,-0.550
'[12:49:44.782 25/01/1995]',0.074,0.073,0.102,32.111,-0.624,-0.550
'[12:49:44.784 25/01/1995]',0.104,0.109,0.135,31.206,-0.635,-0.556
'[12:49:44.786 25/01/1995]',0.104,0.109,0.135,31.206,-0.635,-0.556
'[12:49:44.788 25/01/1995]',0.104,0.109,0.135,31.206,-0.635,-0.556
'[12:49:44.790 25/01/1995]',0.118,0.109,0.135,31.206,-0.635,-0.556
'[12:49:44.792 25/01/1995]',0.118,0.109,0.102,28.090,-0.644,-0.561
'[12:49:44.794 25/01/1995]',0.118,0.109,0.102,28.090,-0.644,-0.561
'[12:49:44.796 25/01/1995]',0.118,0.109,0.102,28.090,-0.644,-0.561
'[12:49:44.798 25/01/1995]',0.118,0.145,0.102,28.090,-0.644,-0.561
'[12:49:44.800 25/01/1995]',0.133,0.145,0.068,24.146,-0.653,-0.565
'[12:49:44.802 25/01/1995]',0.118,0.109,0.068,24.146,-0.653,-0.565
'[12:49:44.804 25/01/1995]',0.118,0.109,0.068,24.146,-0.653,-0.565
'[12:49:44.806 25/01/1995]',0.118,0.109,0.035,24.146,-0.653,-0.565
'[12:49:44.808 25/01/1995]',0.118,0.109,0.035,21.432,-0.662,-0.568
'[12:49:44.810 25/01/1995]',0.118,0.109,0.035,21.432,-0.662,-0.568
'[12:49:44.812 25/01/1995]',0.118,0.145,0.035,21.432,-0.662,-0.568
'[12:49:44.814 25/01/1995]',0.133,0.145,0.003,21.432,-0.662,-0.568
'[12:49:44.816 25/01/1995]',0.133,0.145,0.003,21.030,-0.672,-0.571
'[12:49:44.818 25/01/1995]',0.148,0.145,0.003,21.030,-0.672,-0.571
'[12:49:44.820 25/01/1995]',0.148,0.145,0.003,21.030,-0.672,-0.571
'[12:49:44.822 25/01/1995]',0.162,0.181,0.003,21.030,-0.672,-0.571
'[12:49:44.824 25/01/1995]',0.162,0.181,0.003,22.437,-0.679,-0.572
'[12:49:44.826 25/01/1995]',0.162,0.181,0.003,22.437,-0.679,-0.572
'[12:49:44.828 25/01/1995]',0.162,0.181,0.003,22.437,-0.679,-0.572
'[12:49:44.830 25/01/1995]',0.177,0.181,0.003,22.437,-0.679,-0.572
'[12:49:44.832 25/01/1995]',0.192,0.181,0.003,24.271,-0.687,-0.573
'[12:49:44.834 25/01/1995]',0.192,0.217,0.003,24.271,-0.687,-0.573
'[12:49:44.836 25/01/1995]',0.207,0.217,0.003,24.271,-0.687,-0.573
'[12:49:44.838 25/01/1995]',0.207,0.217,0.003,24.271,-0.687,-0.573
'[12:49:44.840 25/01/1995]',0.207,0.217,0.003,25.628,-0.693,-0.571
'[12:49:44.842 25/01/1995]',0.207,0.217,0.003,25.628,-0.693,-0.571
'[12:49:44.844 25/01/1995]',0.207,0.217,0.003,25.628,-0.693,-0.571
'[12:49:44.846 25/01/1995]',0.207,0.217,0.003,25.628,-0.693,-0.571
'[12:49:44.848 25/01/1995]',0.207,0.217,0.003,26.734,-0.698,-0.568
'[12:49:44.850 25/01/1995]',0.207,0.217,0.003,26.734,-0.698,-0.568
'[12:49:44.852 25/01/1995]',0.207,0.217,0.003,26.734,-0.698,-0.568
'[12:49:44.854 25/01/1995]',0.207,0.217,0.003,26.734,-0.698,-0.568
'[12:49:44.856 25/01/1995]',0.207,0.217,0.003,28.266,-0.701,-0.564
'[12:49:44.858 25/01/1995]',0.207,0.217,0.003,28.266,-0.701,-0.564
'[12:49:44.860 25/01/1995]',0.207,0.217,0.003,28.266,-0.701,-0.564
'[12:49:44.862 25/01/1995]',0.207,0.217,0.003,28.266,-0.701,-0.564
'[12:49:44.864 25/01/1995]',0.207,0.217,0.003,30.628,-0.697,-0.558
'[12:49:44.866 25/01/1995]',0.207,0.217,0.003,30.628,-0.697,-0.558
'[12:49:44.868 25/01/1995]',0.207,0.217,0.003,30.628,-0.697,-0.558
'[12:49:44.870 25/01/1995]',0.207,0.217,0.003,30.628,-0.697,-0.558
'[12:49:44.872 25/01/1995]',0.207,0.217,0.003,33.442,-0.689,-0.552
'[12:49:44.874 25/01/1995]',0.207,0.217,0.003,33.442,-0.689,-0.552
'[12:49:44.876 25/01/1995]',0.207,0.217,0.003,33.442,-0.689,-0.552
'[12:49:44.878 25/01/1995]',0.207,0.217,0.003,33.442,-0.689,-0.552
'[12:49:44.880 25/01/1995]',0.192,0.217,0.003,36.055,-0.670,-0.546
'[12:49:44.882 25/01/1995]',0.192,0.217,0.003,36.055,-0.670,-0.546
'[12:49:44.884 25/01/1995]',0.192,0.181,0.003,36.055,-0.670,-0.546
'[12:49:44.886 25/01/1995]',0.192,0.181,0.003,36.055,-0.670,-0.546
'[12:49:44.888 25/01/1995]',0.177,0.181,0.003,38.040,-0.638,-0.540
'[12:49:44.890 25/01/1995]',0.177,0.181,0.003,38.040,-0.638,-0.540
'[12:49:44.892 25/01/1995]',0.162,0.181,0.003,38.040,-0.638,-0.540
'[12:49:44.894 25/01/1995]',0.148,0.181,0.003,38.040,-0.638,-0.540
'[12:49:44.896 25/01/1995]',0.148,0.145,0.003,39.573,-0.587,-0.534
'[12:49:44.898 25/01/1995]',0.118,0.145,0.003,39.573,-0.587,-0.534
'[12:49:44.900 25/01/1995]',0.118,0.109,0.003,39.573,-0.587,-0.534
'[12:49:44.902 25/01/1995]',0.118,0.109,0.003,39.573,-0.587,-0.534
'[12:49:44.904 25/01/1995]',0.104,0.109,0.003,40.980,-0.515,-0.529
'[12:49:44.906 25/01/1995]',0.089,0.109,0.003,40.980,-0.515,-0.529
'[12:49:44.908 25/01/1995]',0.074,0.073,0.003,40.980,-0.515,-0.529
'[12:49:44.910 25/01/1995]',0.074,0.073,0.003,40.980,-0.515,-0.529
'[12:49:44.912 25/01/1995]',0.059,0.073,0.003,42.337,-0.423,-0.524
'[12:49:44.914 25/01/1995]',0.059,0.037,0.003,42.337,-0.423,-0.524
'[12:49:44.916 25/01/1995]',0.045,0.037,0.003,42.337,-0.423,-0.524
'[12:49:44.918 25/01/1995]',0.030,0.037,0.003,42.337,-0.423,-0.524
'[12:49:44.920 25/01/1995]',0.030,0.037,0.003,43.518,-0.310,-0.519
'[12:49:44.922 25/01/1995]',0.015,0.003,0.003,43.518,-0.310,-0.519
'[12:49:44.924 25/01/1995]',0.015,0.003,0.003,43.518,-0.310,-0.519
'[12:49:44.926 25/01/1995]',0.001,0.003,0.003,43.518,-0.310,-0.519
'[12:49:44.928 25/01/1995]',0.001,0.003,0.003,44.221,-0.180,-0.515
'[12:49:44.930 25/01/1995]',0.001,0.003,0.003,44.221,-0.180,-0.515
'[12:49:44.932 25/01/1995]',0.015,0.003,0.003,44.221,-0.180,-0.515
'[12:49:44.934 25/01/1995]',0.015,0.037,0.035,44.221,-0.180,-0.515
'[12:49:44.936 25/01/1995]',0.030,0.037,0.035,44.397,-0.036,-0.511
'[12:49:44.938 25/01/1995]',0.030,0.037,0.068,44.397,-0.036,-0.511
'[12:49:44.940 25/01/1995]',0.045,0.037,0.068,44.397,-0.036,-0.511
'[12:49:44.942 25/01/1995]',0.059,0.073,0.068,44.397,-0.036,-0.511
'[12:49:44.944 25/01/1995]',0.059,0.073,0.068,44.221,0.112,-0.507
'[12:49:44.946 25/01/1995]',0.059,0.073,0.102,44.221,0.112,-0.507
'[12:49:44.948 25/01/1995]',0.045,0.037,0.068,44.221,0.112,-0.507
'[12:49:44.950 25/01/1995]',0.030,0.037,0.068,44.221,0.112,-0.507
'[12:49:44.952 25/01/1995]',0.030,0.037,0.068,43.945,0.257,-0.504
'[12:49:44.954 25/01/1995]',0.030,0.037,0.068,43.945,0.257,-0.504
'[12:49:44.956 25/01/1995]',0.030,0.037,0.035,43.945,0.257,-0.504
'[12:49:44.958 25/01/1995]',0.015,0.037,0.035,43.945,0.257,-0.504
'[12:49:44.960 25/01/1995]',0.015,0.003,0.035,43.518,0.394,-0.501
'[12:49:44.962 25/01/1995]',0.015,0.003,0.035,43.518,0.394,-0.501
'[12:49:44.964 25/01/1995]',0.001,0.003,0.003,43.518,0.394,-0.501
'[12:49:44.966 25/01/1995]',0.001,0.003,0.003,43.518,0.394,-0.501
'[12:49:44.968 25/01/1995]',0.001,0.003,0.003,42.990,0.515,-0.500
'[12:49:44.970 25/01/1995]',0.001,0.003,0.003,42.990,0.515,-0.500
'[12:49:44.972 25/01/1995]',0.001,0.003,0.003,42.990,0.515,-0.500
'[12:49:44.974 25/01/1995]',0.001,0.003,0.003,42.990,0.515,-0.500
'[12:49:44.976 25/01/1995]',-0.013,0.003,0.003,42.060,0.619,-0.500
'[12:49:44.978 25/01/1995]',-0.013,0.003,0.003,42.060,0.619,-0.500
'[12:49:44.980 25/01/1995]',-0.013,0.003,-0.030,42.060,0.619,-0.500
'[12:49:44.982 25/01/1995]',-0.013,0.003,-0.030,42.060,0.619,-0.500
'[12:49:44.984 25/01/1995]',-0.013,0.003,-0.030,40.804,0.698,-0.501
'[12:49:44.986 25/01/1995]',-0.013,0.003,-0.030,40.804,0.698,-0.501
'[12:49:44.988 25/01/1995]',-0.013,0.003,-0.030,40.804,0.698,-0.501
'[12:49:44.990 25/01/1995]',-0.013,0.003,-0.030,40.804,0.698,-0.501
'[12:49:44.992 25/01/1995]',-0.013,0.003,-0.030,39.397,0.758,-0.502
'[12:49:44.994 25/01/1995]',-0.013,0.003,-0.030,39.397,0.758,-0.502
'[12:49:44.996 25/01/1995]',0.001,0.003,-0.030,39.397,0.758,-0.502
'[12:49:44.998 25/01/1995]',0.001,0.003,-0.030,39.397,0.758,-0.502
'[12:49:45.000 25/01/1995]',0.001,0.003,-0.030,37.940,0.798,-0.504
'[12:49:45.002 25/01/1995]',0.001,0.003,-0.030,37.940,0.798,-0.504
'[12:49:45.004 25/01/1995]',0.001,0.003,-0.030,37.940,0.798,-0.504
'[12:49:45.006 25/01/1995]',0.001,0.003,-0.030,37.940,0.798,-0.504
'[12:49:45.008 25/01/1995]',0.001,0.003,-0.030,36.583,0.822,-0.505
'[12:49:45.010 25/01/1995]',0.001,0.003,-0.030,36.583,0.822,-0.505
'[12:49:45.012 25/01/1995]',0.001,0.003,-0.030,36.583,0.822,-0.505
'[12:49:45.014 25/01/1995]',-0.013,0.003,-0.030,36.583,0.822,-0.505
'[12:49:45.016 25/01/1995]',-0.013,0.003,-0.030,35.402,0.830,-0.507
'[12:49:45.018 25/01/1995]',-0.028,0.003,-0.030,35.402,0.830,-0.507
'[12:49:45.020 25/01/1995]',-0.013,0.003,-0.030,35.402,0.830,-0.507
'[12:49:45.022 25/01/1995]',-0.013,0.003,-0.030,35.402,0.830,-0.507
'[12:49:45.024 25/01/1995]',-0.013,0.003,-0.030,34.397,0.826,-0.509
'[12:49:45.026 25/01/1995]',-0.013,0.003,-0.030,34.397,0.826,-0.509
'[12:49:45.028 25/01/1995]',-0.013,0.003,-0.030,34.397,0.826,-0.509
'[12:49:45.030 25/01/1995]',-0.013,0.003,-0.030,34.397,0.826,-0.509
'[12:49:45.032 25/01/1995]',-0.013,0.003,-0.030,33.618,0.814,-0.511
'[12:49:45.034 25/01/1995]',-0.013,0.003,-0.030,33.618,0.814,-0.511
'[12:49:45.036 25/01/1995]',-0.013,0.003,-0.030,33.618,0.814,-0.511
'[12:49:45.038 25/01/1995]',0.001,0.003,-0.030,33.618,0.814,-0.511
'[12:49:45.040 25/01/1995]',0.001,0.003,0.003,32.814,0.793,-0.514
'[12:49:45.042 25/01/1995]',0.001,0.003,0.003,32.814,0.793,-0.514
'[12:49:45.044 25/01/1995]',-0.013,0.003,-0.030,32.814,0.793,-0.514
'[12:49:45.046 25/01/1995]',0.001,0.003,0.003,32.814,0.793,-0.514
'[12:49:45.048 25/01/1995]',0.001,0.003,0.003,31.809,0.764,-0.517
'[12:49:45.050 25/01/1995]',0.001,0.003,0.003,31.809,0.764,-0.517
'[12:49:45.052 25/01/1995]',0.001,0.003,0.003,31.809,0.764,-0.517
'[12:49:45.054 25/01/1995]',0.001,0.003,0.003,31.809,0.764,-0.517
'[12:49:45.056 25/01/1995]',0.001,0.003,0.003,30.678,0.730,-0.520
'[12:49:45.058 25/01/1995]',0.001,0.003,0.003,30.678,0.730,-0.520
'[12:49:45.060 25/01/1995]',0.001,0.003,0.003,30.678,0.730,-0.520
'[12:49:45.062 25/01/1995]',0.001,0.003,0.003,30.678,0.730,-0.520
'[12:49:45.064 25/01/1995]',0.001,0.003,0.003,29.447,0.689,-0.522
'[12:49:45.066 25/01/1995]',0.001,0.003,0.003,29.447,0.689,-0.522
'[12:49:45.068 25/01/1995]',0.001,0.003,0.003,29.447,0.689,-0.522
'[12:49:45.070 25/01/1995]',-0.013,0.003,0.003,29.447,0.689,-0.522
'[12:49:45.072 25/01/1995]',-0.013,0.003,0.003,28.442,0.642,-0.523
'[12:49:45.074 25/01/1995]',-0.013,0.003,0.003,28.442,0.642,-0.523
'[12:49:45.076 25/01/1995]',-0.013,0.003,0.003,28.442,0.642,-0.523
'[12:49:45.078 25/01/1995]',-0.013,0.003,0.003,28.442,0.642,-0.523
'[12:49:45.080 25/01/1995]',-0.013,0.003,0.003,27.563,0.592,-0.523
'[12:49:45.082 25/01/1995]',-0.013,0.003,0.003,27.563,0.592,-0.523
'[12:49:45.084 25/01/1995]',0.001,0.003,0.003,27.563,0.592,-0.523
'[12:49:45.086 25/01/1995]',0.001,0.003,0.003,27.563,0.592,-0.523
'[12:49:45.088 25/01/1995]',0.015,0.037,0.035,26.910,0.535,-0.523
'[12:49:45.090 25/01/1995]',0.030,0.037,0.035,26.910,0.535,-0.523
'[12:49:45.092 25/01/1995]',0.030,0.037,0.035,26.910,0.535,-0.523
'[12:49:45.094 25/01/1995]',0.030,0.037,0.068,26.910,0.535,-0.523
'[12:49:45.096 25/01/1995]',0.045,0.037,0.068,26.508,0.476,-0.522
'[12:49:45.098 25/01/1995]',0.030,0.037,0.068,26.508,0.476,-0.522
'[12:49:45.100 25/01/1995]',0.030,0.037,0.068,26.508,0.476,-0.522
'[12:49:45.102 25/01/1995]',0.015,0.003,0.068,26.508,0.476,-0.522
'[12:49:45.104 25/01/1995]',0.015,0.003,0.068,26.206,0.414,-0.521
'[12:49:45.106 25/01/1995]',0.015,0.003,0.068,26.206,0.414,-0.521
'[12:49:45.108 25/01/1995]',0.015,0.003,0.035,26.206,0.414,-0.521
'[12:49:45.110 25/01/1995]',0.001,0.003,0.035,26.206,0.414,-0.521
'[12:49:45.112 25/01/1995]',0.001,0.003,0.035,26.156,0.350,-0.519
'[12:49:45.114 25/01/1995]',0.001,0.003,0.035,26.156,0.350,-0.519
'[12:49:45.116 25/01/1995]',0.001,0.003,0.003,26.156,0.350,-0.519
'[12:49:45.118 25/01/1995]',0.001,0.003,0.003,26.156,0.350,-0.519
'[12:49:45.120 25/01/1995]',0.001,0.003,0.003,26.332,0.286,-0.516
'[12:49:45.122 25/01/1995]',0.001,0.003,0.003,26.332,0.286,-0.516
'[12:49:45.124 25/01/1995]',0.001,0.003,0.003,26.332,0.286,-0.516
'[12:49:45.126 25/01/1995]',0.001,0.003,0.003,26.332,0.286,-0.516
'[12:49:45.128 25/01/1995]',-0.013,0.003,0.003,26.683,0.221,-0.512
'[12:49:45.130 25/01/1995]',-0.028,0.003,0.003,26.683,0.221,-0.512
'[12:49:45.132 25/01/1995]',-0.028,-0.033,-0.030,26.683,0.221,-0.512
'[12:49:45.134 25/01/1995]',-0.057,-0.033,-0.030,26.683,0.221,-0.512
'[12:49:45.136 25/01/1995]',-0.057,-0.033,-0.030,27.035,0.158,-0.508
'[12:49:45.138 25/01/1995]',-0.072,-0.068,-0.030,27.035,0.158,-0.508
'[12:49:45.140 25/01/1995]',-0.072,-0.068,-0.030,27.035,0.158,-0.508
'[12:49:45.142 25/01/1995]',-0.072,-0.068,-0.030,27.035,0.158,-0.508
'[12:49:45.144 25/01/1995]',-0.072,-0.068,-0.030,27.387,0.098,-0.504
'[12:49:45.146 25/01/1995]',-0.057,-0.068,-0.030,27.387,0.098,-0.504
'[12:49:45.148 25/01/1995]',-0.057,-0.068,-0.030,27.387,0.098,-0.504
'[12:49:45.150 25/01/1995]',-0.057,-0.033,-0.030,27.387,0.098,-0.504
'[12:49:45.152 25/01/1995]',-0.072,-0.068,-0.030,27.613,0.041,-0.499
'[12:49:45.154 25/01/1995]',-0.072,-0.068,-0.030,27.613,0.041,-0.499
'[12:49:45.156 25/01/1995]',-0.072,-0.068,-0.030,27.613,0.041,-0.499
'[12:49:45.158 25/01/1995]',-0.102,-0.068,-0.030,27.613,0.041,-0.499
'[12:49:45.160 25/01/1995]',-0.102,-0.104,-0.030,27.739,-0.014,-0.493
'[12:49:45.162 25/01/1995]',-0.102,-0.104,-0.030,27.739,-0.014,-0.493
'[12:49:45.164 25/01/1995]',-0.102,-0.068,-0.030,27.739,-0.014,-0.493
'[12:49:45.166 25/01/1995]',-0.102,-0.068,-0.030,27.739,-0.014,-0.493
'[12:49:45.168 25/01/1995]',-0.102,-0.068,-0.030,27.739,-0.061,-0.487
'[12:49:45.170 25/01/1995]',-0.102,-0.104,-0.030,27.739,-0.061,-0.487
'[12:49:45.172 25/01/1995]',-0.102,-0.104,-0.064,27.739,-0.061,-0.487
'[12:49:45.174 25/01/1995]',-0.102,-0.104,-0.030,27.739,-0.061,-0.487
'[12:49:45.176 25/01/1995]',-0.102,-0.104,-0.030,27.437,-0.106,-0.481
'[12:49:45.178 25/01/1995]',-0.102,-0.104,-0.064,27.437,-0.106,-0.481
'[12:49:45.180 25/01/1995]',-0.116,-0.104,-0.030,27.437,-0.106,-0.481
'[12:49:45.182 25/01/1995]',-0.102,-0.104,-0.030,27.437,-0.106,-0.481
'[12:49:45.184 25/01/1995]',-0.102,-0.104,-0.030,27.035,-0.143,-0.474
'[12:49:45.186 25/01/1995]',-0.102,-0.104,-0.030,27.035,-0.143,-0.474
'[12:49:45.188 25/01/1995]',-0.102,-0.068,-0.030,27.035,-0.143,-0.474
'[12:49:45.190 25/01/1995]',-0.087,-0.068,-0.030,27.035,-0.143,-0.474
'[12:49:45.192 25/01/1995]',-0.072,-0.068,-0.030,26.457,-0.176,-0.467
'[12:49:45.194 25/01/1995]',-0.072,-0.068,-0.030,26.457,-0.176,-0.467
'[12:49:45.196 25/01/1995]',-0.072,-0.068,-0.030,26.457,-0.176,-0.467
'[12:49:45.198 25/01/1995]',-0.072,-0.068,-0.030,26.457,-0.176,-0.467
'[12:49:45.200 25/01/1995]',-0.072,-0.068,-0.030,25.905,-0.204,-0.460
'[12:49:45.202 25/01/1995]',-0.072,-0.068,-0.030,25.905,-0.204,-0.460
'[12:49:45.204 25/01/1995]',-0.072,-0.068,-0.030,25.905,-0.204,-0.460
'[12:49:45.206 25/01/1995]',-0.072,-0.068,-0.030,25.905,-0.204,-0.460
'[12:49:45.208 25/01/1995]',-0.072,-0.068,-0.030,25.377,-0.227,-0.453
'[12:49:45.210 25/01/1995]',-0.057,-0.068,-0.030,25.377,-0.227,-0.453
'[12:49:45.212 25/01/1995]',-0.072,-0.068,-0.030,25.377,-0.227,-0.453
'[12:49:45.214 25/01/1995]',-0.072,-0.068,-0.030,25.377,-0.227,-0.453
