'Time and date','II','V','ABP','PAP','UAP','PLETH','RESP'
'[09:06:45.760 05/12/1995]',-0.020,-0.005,87.827,50.725,63.950,-0.042,0.868
'[09:06:45.762 05/12/1995]',-0.040,-0.005,87.827,50.725,63.950,-0.042,0.868
'[09:06:45.764 05/12/1995]',-0.040,-0.005,87.827,50.725,63.950,-0.042,0.868
'[09:06:45.766 05/12/1995]',-0.030,-0.005,87.827,50.725,63.950,-0.042,0.868
'[09:06:45.768 05/12/1995]',-0.009,-0.005,85.502,49.450,64.200,-0.006,0.865
'[09:06:45.770 05/12/1995]',0.001,-0.011,85.502,49.450,64.200,-0.006,0.865
'[09:06:45.772 05/12/1995]',0.001,-0.011,85.502,49.450,64.200,-0.006,0.865
'[09:06:45.774 05/12/1995]',0.001,-0.005,85.502,49.450,64.200,-0.006,0.865
'[09:06:45.776 05/12/1995]',-0.009,-0.005,83.027,47.500,64.500,0.032,0.860
'[09:06:45.778 05/12/1995]',-0.030,0.001,83.027,47.500,64.500,0.032,0.860
'[09:06:45.780 05/12/1995]',-0.040,0.001,83.027,47.500,64.500,0.032,0.860
'[09:06:45.782 05/12/1995]',-0.040,0.001,83.027,47.500,64.500,0.032,0.860
'[09:06:45.784 05/12/1995]',-0.030,-0.005,80.327,45.575,64.700,0.067,0.853
'[09:06:45.786 05/12/1995]',-0.009,-0.011,80.327,45.575,64.700,0.067,0.853
'[09:06:45.788 05/12/1995]',0.001,-0.011,80.327,45.575,64.700,0.067,0.853
'[09:06:45.790 05/12/1995]',0.001,-0.011,80.327,45.575,64.700,0.067,0.853
'[09:06:45.792 05/12/1995]',-0.009,-0.005,77.627,44.225,65.000,0.102,0.846
'[09:06:45.794 05/12/1995]',-0.030,-0.005,77.627,44.225,65.000,0.102,0.846
'[09:06:45.796 05/12/1995]',-0.040,0.001,77.627,44.225,65.000,0.102,0.846
'[09:06:45.798 05/12/1995]',-0.040,0.001,77.627,44.225,65.000,0.102,0.846
'[09:06:45.800 05/12/1995]',-0.030,-0.005,74.702,43.225,65.250,0.130,0.840
'[09:06:45.802 05/12/1995]',-0.020,-0.005,74.702,43.225,65.250,0.130,0.840
'[09:06:45.804 05/12/1995]',-0.009,-0.005,74.702,43.225,65.250,0.130,0.840
'[09:06:45.806 05/12/1995]',-0.009,-0.005,74.702,43.225,65.250,0.130,0.840
'[09:06:45.808 05/12/1995]',-0.020,-0.005,71.777,42.350,65.600,0.156,0.833
'[09:06:45.810 05/12/1995]',-0.040,0.001,71.777,42.350,65.600,0.156,0.833
'[09:06:45.812 05/12/1995]',-0.051,0.001,71.777,42.350,65.600,0.156,0.833
'[09:06:45.814 05/12/1995]',-0.061,0.006,71.777,42.350,65.600,0.156,0.833
'[09:06:45.816 05/12/1995]',-0.040,0.001,68.777,41.875,65.900,0.179,0.826
'[09:06:45.818 05/12/1995]',-0.040,-0.011,68.777,41.875,65.900,0.179,0.826
'[09:06:45.820 05/12/1995]',-0.009,-0.011,68.777,41.875,65.900,0.179,0.826
'[09:06:45.822 05/12/1995]',0.001,-0.023,68.777,41.875,65.900,0.179,0.826
'[09:06:45.824 05/12/1995]',-0.009,-0.011,66.002,42.475,66.200,0.199,0.819
'[09:06:45.826 05/12/1995]',-0.030,-0.011,66.002,42.475,66.200,0.199,0.819
'[09:06:45.828 05/12/1995]',-0.040,-0.011,66.002,42.475,66.200,0.199,0.819
'[09:06:45.830 05/12/1995]',-0.040,0.001,66.002,42.475,66.200,0.199,0.819
'[09:06:45.832 05/12/1995]',-0.040,-0.005,63.452,44.875,66.400,0.217,0.811
'[09:06:45.834 05/12/1995]',-0.040,-0.005,63.452,44.875,66.400,0.217,0.811
'[09:06:45.836 05/12/1995]',-0.020,-0.011,63.452,44.875,66.400,0.217,0.811
'[09:06:45.838 05/12/1995]',-0.009,-0.011,63.452,44.875,66.400,0.217,0.811
'[09:06:45.840 05/12/1995]',-0.020,-0.005,61.127,49.675,66.650,0.231,0.803
'[09:06:45.842 05/12/1995]',-0.030,-0.005,61.127,49.675,66.650,0.231,0.803
'[09:06:45.844 05/12/1995]',-0.040,0.001,61.127,49.675,66.650,0.231,0.803
'[09:06:45.846 05/12/1995]',-0.051,0.001,61.127,49.675,66.650,0.231,0.803
'[09:06:45.848 05/12/1995]',-0.051,0.001,59.176,56.050,66.850,0.240,0.795
'[09:06:45.850 05/12/1995]',-0.030,-0.005,59.176,56.050,66.850,0.240,0.795
'[09:06:45.852 05/12/1995]',-0.009,-0.011,59.176,56.050,66.850,0.240,0.795
'[09:06:45.854 05/12/1995]',0.001,-0.023,59.176,56.050,66.850,0.240,0.795
'[09:06:45.856 05/12/1995]',0.001,-0.011,57.376,62.150,66.950,0.248,0.786
'[09:06:45.858 05/12/1995]',-0.009,-0.011,57.376,62.150,66.950,0.248,0.786
'[09:06:45.860 05/12/1995]',-0.020,-0.005,57.376,62.150,66.950,0.248,0.786
'[09:06:45.862 05/12/1995]',-0.040,-0.005,57.376,62.150,66.950,0.248,0.786
'[09:06:45.864 05/12/1995]',-0.040,0.001,55.801,65.625,67.200,0.257,0.776
'[09:06:45.866 05/12/1995]',-0.040,-0.005,55.801,65.625,67.200,0.257,0.776
'[09:06:45.868 05/12/1995]',-0.020,-0.005,55.801,65.625,67.200,0.257,0.776
'[09:06:45.870 05/12/1995]',0.001,-0.011,55.801,65.625,67.200,0.257,0.776
'[09:06:45.872 05/12/1995]',0.001,-0.023,54.376,64.800,67.350,0.261,0.766
'[09:06:45.874 05/12/1995]',0.001,-0.005,54.376,64.800,67.350,0.261,0.766
'[09:06:45.876 05/12/1995]',-0.009,-0.005,54.376,64.800,67.350,0.261,0.766
'[09:06:45.878 05/12/1995]',-0.030,-0.005,54.376,64.800,67.350,0.261,0.766
'[09:06:45.880 05/12/1995]',-0.040,0.001,53.101,59.525,67.550,0.261,0.754
'[09:06:45.882 05/12/1995]',-0.040,0.001,53.101,59.525,67.550,0.261,0.754
'[09:06:45.884 05/12/1995]',-0.030,0.001,53.101,59.525,67.550,0.261,0.754
'[09:06:45.886 05/12/1995]',-0.009,-0.011,53.101,59.525,67.550,0.261,0.754
'[09:06:45.888 05/12/1995]',0.001,-0.011,52.051,50.900,67.750,0.259,0.743
'[09:06:45.890 05/12/1995]',-0.009,-0.005,52.051,50.900,67.750,0.259,0.743
'[09:06:45.892 05/12/1995]',-0.020,0.001,52.051,50.900,67.750,0.259,0.743
'[09:06:45.894 05/12/1995]',-0.030,0.001,52.051,50.900,67.750,0.259,0.743
'[09:06:45.896 05/12/1995]',-0.040,0.006,51.151,41.250,68.100,0.257,0.731
'[09:06:45.898 05/12/1995]',-0.040,0.006,51.151,41.250,68.100,0.257,0.731
'[09:06:45.900 05/12/1995]',-0.040,0.001,51.151,41.250,68.100,0.257,0.731
'[09:06:45.902 05/12/1995]',-0.009,0.001,51.151,41.250,68.100,0.257,0.731
'[09:06:45.904 05/12/1995]',0.001,-0.005,50.326,32.850,68.400,0.255,0.718
'[09:06:45.906 05/12/1995]',0.001,-0.005,50.326,32.850,68.400,0.255,0.718
'[09:06:45.908 05/12/1995]',0.001,-0.005,50.326,32.850,68.400,0.255,0.718
'[09:06:45.910 05/12/1995]',-0.020,0.001,50.326,32.850,68.400,0.255,0.718
'[09:06:45.912 05/12/1995]',-0.030,0.001,49.576,27.700,68.650,0.248,0.705
'[09:06:45.914 05/12/1995]',-0.040,0.001,49.576,27.700,68.650,0.248,0.705
'[09:06:45.916 05/12/1995]',-0.020,0.001,49.576,27.700,68.650,0.248,0.705
'[09:06:45.918 05/12/1995]',-0.020,-0.005,49.576,27.700,68.650,0.248,0.705
'[09:06:45.920 05/12/1995]',0.001,-0.005,48.976,26.425,68.800,0.240,0.692
'[09:06:45.922 05/12/1995]',0.001,-0.011,48.976,26.425,68.800,0.240,0.692
'[09:06:45.924 05/12/1995]',0.001,-0.005,48.976,26.425,68.800,0.240,0.692
'[09:06:45.926 05/12/1995]',0.001,-0.005,48.976,26.425,68.800,0.240,0.692
'[09:06:45.928 05/12/1995]',-0.009,0.006,48.451,28.525,69.050,0.231,0.679
'[09:06:45.930 05/12/1995]',-0.020,0.006,48.451,28.525,69.050,0.231,0.679
'[09:06:45.932 05/12/1995]',-0.020,0.001,48.451,28.525,69.050,0.231,0.679
'[09:06:45.934 05/12/1995]',-0.009,0.001,48.451,28.525,69.050,0.231,0.679
'[09:06:45.936 05/12/1995]',0.001,-0.005,47.926,32.750,69.250,0.223,0.667
'[09:06:45.938 05/12/1995]',0.001,-0.005,47.926,32.750,69.250,0.223,0.667
'[09:06:45.940 05/12/1995]',0.001,-0.005,47.926,32.750,69.250,0.223,0.667
'[09:06:45.942 05/12/1995]',-0.009,0.001,47.926,32.750,69.250,0.223,0.667
'[09:06:45.944 05/12/1995]',-0.020,0.001,47.551,37.375,69.400,0.211,0.654
'[09:06:45.946 05/12/1995]',-0.030,0.001,47.551,37.375,69.400,0.211,0.654
'[09:06:45.948 05/12/1995]',-0.030,0.006,47.551,37.375,69.400,0.211,0.654
'[09:06:45.950 05/12/1995]',-0.020,0.001,47.551,37.375,69.400,0.211,0.654
'[09:06:45.952 05/12/1995]',0.001,-0.005,47.101,40.875,69.650,0.199,0.642
'[09:06:45.954 05/12/1995]',0.001,-0.005,47.101,40.875,69.650,0.199,0.642
'[09:06:45.956 05/12/1995]',0.011,-0.005,47.101,40.875,69.650,0.199,0.642
'[09:06:45.958 05/12/1995]',0.001,-0.005,47.101,40.875,69.650,0.199,0.642
'[09:06:45.960 05/12/1995]',0.001,0.001,46.801,42.525,69.800,0.185,0.629
'[09:06:45.962 05/12/1995]',-0.009,0.006,46.801,42.525,69.800,0.185,0.629
'[09:06:45.964 05/12/1995]',-0.030,0.006,46.801,42.525,69.800,0.185,0.629
'[09:06:45.966 05/12/1995]',-0.020,0.006,46.801,42.525,69.800,0.185,0.629
'[09:06:45.968 05/12/1995]',-0.009,0.001,46.426,42.125,70.050,0.173,0.617
'[09:06:45.970 05/12/1995]',0.001,0.001,46.426,42.125,70.050,0.173,0.617
'[09:06:45.972 05/12/1995]',0.001,-0.005,46.426,42.125,70.050,0.173,0.617
'[09:06:45.974 05/12/1995]',0.001,0.001,46.426,42.125,70.050,0.173,0.617
'[09:06:45.976 05/12/1995]',0.001,0.001,46.126,40.000,70.300,0.160,0.605
'[09:06:45.978 05/12/1995]',-0.020,0.006,46.126,40.000,70.300,0.160,0.605
'[09:06:45.980 05/12/1995]',-0.020,0.006,46.126,40.000,70.300,0.160,0.605
'[09:06:45.982 05/12/1995]',-0.020,0.006,46.126,40.000,70.300,0.160,0.605
'[09:06:45.984 05/12/1995]',-0.020,0.001,45.751,37.075,70.500,0.144,0.592
'[09:06:45.986 05/12/1995]',0.001,-0.005,45.751,37.075,70.500,0.144,0.592
'[09:06:45.988 05/12/1995]',0.001,-0.005,45.751,37.075,70.500,0.144,0.592
'[09:06:45.990 05/12/1995]',0.001,0.001,45.751,37.075,70.500,0.144,0.592
'[09:06:45.992 05/12/1995]',-0.009,0.006,45.526,34.200,70.750,0.128,0.580
'[09:06:45.994 05/12/1995]',-0.020,0.006,45.526,34.200,70.750,0.128,0.580
'[09:06:45.996 05/12/1995]',-0.030,0.012,45.526,34.200,70.750,0.128,0.580
'[09:06:45.998 05/12/1995]',-0.030,0.012,45.526,34.200,70.750,0.128,0.580
'[09:06:46.000 05/12/1995]',-0.009,0.006,45.301,32.150,71.000,0.115,0.567
'[09:06:46.002 05/12/1995]',0.001,0.001,45.301,32.150,71.000,0.115,0.567
'[09:06:46.004 05/12/1995]',0.001,-0.005,45.301,32.150,71.000,0.115,0.567
'[09:06:46.006 05/12/1995]',0.011,-0.011,45.301,32.150,71.000,0.115,0.567
'[09:06:46.008 05/12/1995]',0.001,-0.005,45.076,31.050,71.150,0.097,0.554
'[09:06:46.010 05/12/1995]',0.001,-0.005,45.076,31.050,71.150,0.097,0.554
'[09:06:46.012 05/12/1995]',-0.009,0.001,45.076,31.050,71.150,0.097,0.554
'[09:06:46.014 05/12/1995]',-0.009,0.001,45.076,31.050,71.150,0.097,0.554
'[09:06:46.016 05/12/1995]',0.001,0.001,44.926,30.925,71.400,0.081,0.542
'[09:06:46.018 05/12/1995]',0.001,-0.005,44.926,30.925,71.400,0.081,0.542
'[09:06:46.020 05/12/1995]',0.011,-0.005,44.926,30.925,71.400,0.081,0.542
'[09:06:46.022 05/12/1995]',0.001,-0.005,44.926,30.925,71.400,0.081,0.542
'[09:06:46.024 05/12/1995]',0.001,-0.005,44.701,31.450,71.600,0.061,0.529
'[09:06:46.026 05/12/1995]',0.001,-0.005,44.701,31.450,71.600,0.061,0.529
'[09:06:46.028 05/12/1995]',-0.020,0.001,44.701,31.450,71.600,0.061,0.529
'[09:06:46.030 05/12/1995]',-0.020,0.001,44.701,31.450,71.600,0.061,0.529
'[09:06:46.032 05/12/1995]',-0.020,0.001,44.626,32.275,71.650,0.045,0.515
'[09:06:46.034 05/12/1995]',0.001,-0.005,44.626,32.275,71.650,0.045,0.515
'[09:06:46.036 05/12/1995]',0.001,-0.011,44.626,32.275,71.650,0.045,0.515
'[09:06:46.038 05/12/1995]',0.011,-0.011,44.626,32.275,71.650,0.045,0.515
'[09:06:46.040 05/12/1995]',0.011,-0.011,44.401,33.150,71.750,0.029,0.502
'[09:06:46.042 05/12/1995]',0.001,-0.011,44.401,33.150,71.750,0.029,0.502
'[09:06:46.044 05/12/1995]',0.001,-0.005,44.401,33.150,71.750,0.029,0.502
'[09:06:46.046 05/12/1995]',-0.009,0.001,44.401,33.150,71.750,0.029,0.502
'[09:06:46.048 05/12/1995]',-0.009,0.001,44.251,33.750,71.950,0.078,0.488
'[09:06:46.050 05/12/1995]',0.001,0.001,44.251,33.750,71.950,0.078,0.488
'[09:06:46.052 05/12/1995]',0.011,-0.005,44.251,33.750,71.950,0.078,0.488
'[09:06:46.054 05/12/1995]',0.021,-0.005,44.251,33.750,71.950,0.078,0.488
'[09:06:46.056 05/12/1995]',0.031,-0.011,44.176,33.975,72.150,0.059,0.475
'[09:06:46.058 05/12/1995]',0.021,-0.011,44.176,33.975,72.150,0.059,0.475
'[09:06:46.060 05/12/1995]',0.011,-0.005,44.176,33.975,72.150,0.059,0.475
'[09:06:46.062 05/12/1995]',0.001,-0.005,44.176,33.975,72.150,0.059,0.475
'[09:06:46.064 05/12/1995]',0.001,-0.005,43.951,33.800,72.400,0.040,0.463
'[09:06:46.066 05/12/1995]',0.001,0.001,43.951,33.800,72.400,0.040,0.463
'[09:06:46.068 05/12/1995]',0.021,-0.011,43.951,33.800,72.400,0.040,0.463
'[09:06:46.070 05/12/1995]',0.042,-0.011,43.951,33.800,72.400,0.040,0.463
'[09:06:46.072 05/12/1995]',0.042,-0.011,43.801,33.450,72.650,0.023,0.450
'[09:06:46.074 05/12/1995]',0.042,-0.011,43.801,33.450,72.650,0.023,0.450
'[09:06:46.076 05/12/1995]',0.021,-0.011,43.801,33.450,72.650,0.023,0.450
'[09:06:46.078 05/12/1995]',0.011,-0.005,43.801,33.450,72.650,0.023,0.450
'[09:06:46.080 05/12/1995]',0.001,-0.005,43.651,32.925,72.850,0.006,0.438
'[09:06:46.082 05/12/1995]',0.011,-0.005,43.651,32.925,72.850,0.006,0.438
'[09:06:46.084 05/12/1995]',0.021,-0.005,43.651,32.925,72.850,0.006,0.438
'[09:06:46.086 05/12/1995]',0.031,-0.005,43.651,32.925,72.850,0.006,0.438
'[09:06:46.088 05/12/1995]',0.042,-0.005,43.501,32.500,73.050,-0.009,0.426
'[09:06:46.090 05/12/1995]',0.042,-0.005,43.501,32.500,73.050,-0.009,0.426
'[09:06:46.092 05/12/1995]',0.031,-0.005,43.501,32.500,73.050,-0.009,0.426
'[09:06:46.094 05/12/1995]',0.011,-0.005,43.501,32.500,73.050,-0.009,0.426
'[09:06:46.096 05/12/1995]',0.001,0.001,43.351,32.325,73.150,-0.025,0.414
'[09:06:46.098 05/12/1995]',0.001,0.006,43.351,32.325,73.150,-0.025,0.414
'[09:06:46.100 05/12/1995]',0.011,0.001,43.351,32.325,73.150,-0.025,0.414
'[09:06:46.102 05/12/1995]',0.031,-0.005,43.351,32.325,73.150,-0.025,0.414
'[09:06:46.104 05/12/1995]',0.042,-0.005,43.126,32.400,73.350,-0.041,0.403
'[09:06:46.106 05/12/1995]',0.021,-0.005,43.126,32.400,73.350,-0.041,0.403
'[09:06:46.108 05/12/1995]',0.011,0.001,43.126,32.400,73.350,-0.041,0.403
'[09:06:46.110 05/12/1995]',0.001,0.006,43.126,32.400,73.350,-0.041,0.403
'[09:06:46.112 05/12/1995]',0.001,0.012,42.976,32.925,73.550,-0.055,0.392
'[09:06:46.114 05/12/1995]',-0.009,0.006,42.976,32.925,73.550,-0.055,0.392
'[09:06:46.116 05/12/1995]',0.001,0.006,42.976,32.925,73.550,-0.055,0.392
'[09:06:46.118 05/12/1995]',0.001,0.001,42.976,32.925,73.550,-0.055,0.392
'[09:06:46.120 05/12/1995]',0.011,0.001,42.826,33.850,73.850,-0.068,0.381
'[09:06:46.122 05/12/1995]',0.011,-0.005,42.826,33.850,73.850,-0.068,0.381
'[09:06:46.124 05/12/1995]',0.011,0.001,42.826,33.850,73.850,-0.068,0.381
'[09:06:46.126 05/12/1995]',0.001,0.006,42.826,33.850,73.850,-0.068,0.381
'[09:06:46.128 05/12/1995]',-0.009,0.012,42.676,34.900,74.100,-0.083,0.370
'[09:06:46.130 05/12/1995]',-0.020,0.012,42.676,34.900,74.100,-0.083,0.370
'[09:06:46.132 05/12/1995]',-0.020,0.012,42.676,34.900,74.100,-0.083,0.370
'[09:06:46.134 05/12/1995]',0.001,0.006,42.676,34.900,74.100,-0.083,0.370
'[09:06:46.136 05/12/1995]',0.001,0.006,42.526,35.550,74.250,-0.098,0.359
'[09:06:46.138 05/12/1995]',0.011,0.001,42.526,35.550,74.250,-0.098,0.359
'[09:06:46.140 05/12/1995]',0.001,0.006,42.526,35.550,74.250,-0.098,0.359
'[09:06:46.142 05/12/1995]',0.001,0.006,42.526,35.550,74.250,-0.098,0.359
'[09:06:46.144 05/12/1995]',-0.009,0.012,42.301,35.250,74.400,-0.108,0.349
'[09:06:46.146 05/12/1995]',-0.020,0.006,42.301,35.250,74.400,-0.108,0.349
'[09:06:46.148 05/12/1995]',-0.020,0.012,42.301,35.250,74.400,-0.108,0.349
'[09:06:46.150 05/12/1995]',-0.009,0.006,42.301,35.250,74.400,-0.108,0.349
'[09:06:46.152 05/12/1995]',0.001,0.006,42.151,34.025,74.450,-0.121,0.340
'[09:06:46.154 05/12/1995]',0.001,0.001,42.151,34.025,74.450,-0.121,0.340
'[09:06:46.156 05/12/1995]',0.001,0.001,42.151,34.025,74.450,-0.121,0.340
'[09:06:46.158 05/12/1995]',0.001,0.001,42.151,34.025,74.450,-0.121,0.340
'[09:06:46.160 05/12/1995]',-0.009,0.006,42.001,32.100,74.500,-0.134,0.331
'[09:06:46.162 05/12/1995]',-0.020,0.012,42.001,32.100,74.500,-0.134,0.331
'[09:06:46.164 05/12/1995]',-0.020,0.012,42.001,32.100,74.500,-0.134,0.331
'[09:06:46.166 05/12/1995]',-0.009,0.006,42.001,32.100,74.500,-0.134,0.331
'[09:06:46.168 05/12/1995]',0.001,0.001,41.776,30.175,74.700,-0.146,0.322
'[09:06:46.170 05/12/1995]',0.001,-0.005,41.776,30.175,74.700,-0.146,0.322
'[09:06:46.172 05/12/1995]',0.021,-0.005,41.776,30.175,74.700,-0.146,0.322
'[09:06:46.174 05/12/1995]',0.011,-0.005,41.776,30.175,74.700,-0.146,0.322
'[09:06:46.176 05/12/1995]',0.001,0.001,41.626,28.575,74.850,-0.159,0.313
'[09:06:46.178 05/12/1995]',-0.009,0.006,41.626,28.575,74.850,-0.159,0.313
'[09:06:46.180 05/12/1995]',-0.020,0.012,41.626,28.575,74.850,-0.159,0.313
'[09:06:46.182 05/12/1995]',-0.009,0.006,41.626,28.575,74.850,-0.159,0.313
'[09:06:46.184 05/12/1995]',0.001,0.006,41.476,27.875,75.050,-0.166,0.304
'[09:06:46.186 05/12/1995]',0.001,0.006,41.476,27.875,75.050,-0.166,0.304
'[09:06:46.188 05/12/1995]',0.011,0.001,41.476,27.875,75.050,-0.166,0.304
'[09:06:46.190 05/12/1995]',0.011,0.001,41.476,27.875,75.050,-0.166,0.304
'[09:06:46.192 05/12/1995]',0.001,0.006,41.326,28.050,75.200,-0.176,0.296
'[09:06:46.194 05/12/1995]',-0.009,0.006,41.326,28.050,75.200,-0.176,0.296
'[09:06:46.196 05/12/1995]',-0.020,0.006,41.326,28.050,75.200,-0.176,0.296
'[09:06:46.198 05/12/1995]',-0.020,0.006,41.326,28.050,75.200,-0.176,0.296
'[09:06:46.200 05/12/1995]',0.001,0.006,41.176,29.050,75.350,-0.186,0.288
'[09:06:46.202 05/12/1995]',0.001,0.001,41.176,29.050,75.350,-0.186,0.288
'[09:06:46.204 05/12/1995]',0.011,-0.005,41.176,29.050,75.350,-0.186,0.288
'[09:06:46.206 05/12/1995]',0.011,-0.005,41.176,29.050,75.350,-0.186,0.288
'[09:06:46.208 05/12/1995]',0.001,0.001,41.026,30.625,75.500,-0.197,0.280
'[09:06:46.210 05/12/1995]',0.001,0.006,41.026,30.625,75.500,-0.197,0.280
'[09:06:46.212 05/12/1995]',0.001,0.006,41.026,30.625,75.500,-0.197,0.280
'[09:06:46.214 05/12/1995]',0.001,0.006,41.026,30.625,75.500,-0.197,0.280
'[09:06:46.216 05/12/1995]',0.011,0.006,40.951,32.325,75.600,-0.203,0.271
'[09:06:46.218 05/12/1995]',0.031,0.012,40.951,32.325,75.600,-0.203,0.271
'[09:06:46.220 05/12/1995]',0.063,0.024,40.951,32.325,75.600,-0.203,0.271
'[09:06:46.222 05/12/1995]',0.094,0.036,40.951,32.325,75.600,-0.203,0.271
'[09:06:46.224 05/12/1995]',0.104,0.053,40.726,33.500,75.850,-0.214,0.262
'[09:06:46.226 05/12/1995]',0.114,0.089,40.726,33.500,75.850,-0.214,0.262
'[09:06:46.228 05/12/1995]',0.125,0.112,40.726,33.500,75.850,-0.214,0.262
'[09:06:46.230 05/12/1995]',0.145,0.142,40.726,33.500,75.850,-0.214,0.262
'[09:06:46.232 05/12/1995]',0.186,0.159,40.576,33.925,76.050,-0.221,0.252
'[09:06:46.234 05/12/1995]',0.238,0.165,40.576,33.925,76.050,-0.221,0.252
'[09:06:46.236 05/12/1995]',0.290,0.177,40.576,33.925,76.050,-0.221,0.252
'[09:06:46.238 05/12/1995]',0.341,0.177,40.576,33.925,76.050,-0.221,0.252
'[09:06:46.240 05/12/1995]',0.362,0.183,40.351,33.375,76.250,-0.231,0.242
'[09:06:46.242 05/12/1995]',0.382,0.195,40.351,33.375,76.250,-0.231,0.242
'[09:06:46.244 05/12/1995]',0.403,0.206,40.351,33.375,76.250,-0.231,0.242
'[09:06:46.246 05/12/1995]',0.413,0.206,40.351,33.375,76.250,-0.231,0.242
'[09:06:46.248 05/12/1995]',0.444,0.200,40.126,32.275,76.400,-0.237,0.233
'[09:06:46.250 05/12/1995]',0.475,0.183,40.126,32.275,76.400,-0.237,0.233
'[09:06:46.252 05/12/1995]',0.496,0.159,40.126,32.275,76.400,-0.237,0.233
'[09:06:46.254 05/12/1995]',0.496,0.142,40.126,32.275,76.400,-0.237,0.233
'[09:06:46.256 05/12/1995]',0.496,0.118,39.976,31.150,76.550,-0.245,0.223
'[09:06:46.258 05/12/1995]',0.475,0.112,39.976,31.150,76.550,-0.245,0.223
'[09:06:46.260 05/12/1995]',0.444,0.100,39.976,31.150,76.550,-0.245,0.223
'[09:06:46.262 05/12/1995]',0.403,0.089,39.976,31.150,76.550,-0.245,0.223
'[09:06:46.264 05/12/1995]',0.382,0.065,39.901,30.575,76.750,-0.252,0.212
'[09:06:46.266 05/12/1995]',0.362,0.036,39.901,30.575,76.750,-0.252,0.212
'[09:06:46.268 05/12/1995]',0.362,0.030,39.901,30.575,76.750,-0.252,0.212
'[09:06:46.270 05/12/1995]',0.372,0.012,39.901,30.575,76.750,-0.252,0.212
'[09:06:46.272 05/12/1995]',0.372,0.006,39.901,30.875,76.900,-0.261,0.202
'[09:06:46.274 05/12/1995]',0.362,0.006,39.901,30.875,76.900,-0.261,0.202
'[09:06:46.276 05/12/1995]',0.351,0.012,39.901,30.875,76.900,-0.261,0.202
'[09:06:46.278 05/12/1995]',0.331,0.012,39.901,30.875,76.900,-0.261,0.202
'[09:06:46.280 05/12/1995]',0.310,0.012,39.826,31.925,77.100,-0.267,0.191
'[09:06:46.282 05/12/1995]',0.310,0.006,39.826,31.925,77.100,-0.267,0.191
'[09:06:46.284 05/12/1995]',0.310,0.001,39.826,31.925,77.100,-0.267,0.191
'[09:06:46.286 05/12/1995]',0.320,-0.005,39.826,31.925,77.100,-0.267,0.191
'[09:06:46.288 05/12/1995]',0.310,-0.005,39.751,33.275,77.250,-0.274,0.179
'[09:06:46.290 05/12/1995]',0.290,-0.005,39.751,33.275,77.250,-0.274,0.179
'[09:06:46.292 05/12/1995]',0.259,-0.005,39.751,33.275,77.250,-0.274,0.179
'[09:06:46.294 05/12/1995]',0.207,0.006,39.751,33.275,77.250,-0.274,0.179
'[09:06:46.296 05/12/1995]',0.176,0.012,39.601,34.550,77.450,-0.278,0.168
'[09:06:46.298 05/12/1995]',0.135,0.012,39.601,34.550,77.450,-0.278,0.168
'[09:06:46.300 05/12/1995]',0.104,0.012,39.601,34.550,77.450,-0.278,0.168
'[09:06:46.302 05/12/1995]',0.073,0.006,39.601,34.550,77.450,-0.278,0.168
'[09:06:46.304 05/12/1995]',0.052,0.012,39.526,35.325,77.650,-0.281,0.156
'[09:06:46.306 05/12/1995]',0.031,0.006,39.526,35.325,77.650,-0.281,0.156
'[09:06:46.308 05/12/1995]',0.001,0.012,39.526,35.325,77.650,-0.281,0.156
'[09:06:46.310 05/12/1995]',-0.030,0.012,39.526,35.325,77.650,-0.281,0.156
'[09:06:46.312 05/12/1995]',-0.071,0.012,39.376,35.625,77.950,-0.286,0.144
'[09:06:46.314 05/12/1995]',-0.082,0.012,39.376,35.625,77.950,-0.286,0.144
'[09:06:46.316 05/12/1995]',-0.082,0.012,39.376,35.625,77.950,-0.286,0.144
'[09:06:46.318 05/12/1995]',-0.082,0.001,39.376,35.625,77.950,-0.286,0.144
'[09:06:46.320 05/12/1995]',-0.082,0.001,39.301,35.850,78.200,-0.290,0.132
'[09:06:46.322 05/12/1995]',-0.082,0.001,39.301,35.850,78.200,-0.290,0.132
'[09:06:46.324 05/12/1995]',-0.092,0.001,39.301,35.850,78.200,-0.290,0.132
'[09:06:46.326 05/12/1995]',-0.102,0.001,39.301,35.850,78.200,-0.290,0.132
'[09:06:46.328 05/12/1995]',-0.113,0.006,39.076,36.375,78.300,-0.294,0.118
'[09:06:46.330 05/12/1995]',-0.134,0.006,39.076,36.375,78.300,-0.294,0.118
'[09:06:46.332 05/12/1995]',-0.113,0.001,39.076,36.375,78.300,-0.294,0.118
'[09:06:46.334 05/12/1995]',-0.102,0.001,39.076,36.375,78.300,-0.294,0.118
'[09:06:46.336 05/12/1995]',-0.082,-0.005,38.926,37.425,78.350,-0.294,0.105
'[09:06:46.338 05/12/1995]',-0.082,-0.005,38.926,37.425,78.350,-0.294,0.105
'[09:06:46.340 05/12/1995]',-0.071,-0.011,38.926,37.425,78.350,-0.294,0.105
'[09:06:46.342 05/12/1995]',-0.082,-0.011,38.926,37.425,78.350,-0.294,0.105
'[09:06:46.344 05/12/1995]',-0.092,-0.005,38.776,38.950,78.350,-0.298,0.092
'[09:06:46.346 05/12/1995]',-0.092,0.001,38.776,38.950,78.350,-0.298,0.092
'[09:06:46.348 05/12/1995]',-0.113,0.001,38.776,38.950,78.350,-0.298,0.092
