'Time and date','II','aVF','V','ABP','PAP','CVP','PLETH'
'[14:49:49.746 29/04/1996]',-0.069,-0.083,-0.031,83.950,29.950,14.162,-0.636
'[14:49:49.748 29/04/1996]',-0.069,-0.066,-0.031,83.950,29.950,14.162,-0.636
'[14:49:49.750 29/04/1996]',-0.061,-0.066,-0.031,83.950,29.950,14.162,-0.636
'[14:49:49.752 29/04/1996]',-0.069,-0.066,-0.031,91.650,32.800,13.812,-0.647
'[14:49:49.754 29/04/1996]',-0.069,-0.083,-0.047,91.650,32.800,13.812,-0.647
'[14:49:49.756 29/04/1996]',-0.069,-0.066,-0.047,91.650,32.800,13.812,-0.647
'[14:49:49.758 29/04/1996]',-0.069,-0.083,-0.031,91.650,32.800,13.812,-0.647
'[14:49:49.760 29/04/1996]',-0.069,-0.083,-0.047,102.900,35.925,13.400,-0.636
'[14:49:49.762 29/04/1996]',-0.069,-0.066,-0.031,102.900,35.925,13.400,-0.636
'[14:49:49.764 29/04/1996]',-0.076,-0.083,-0.031,102.900,35.925,13.400,-0.636
'[14:49:49.766 29/04/1996]',-0.076,-0.066,-0.047,102.900,35.925,13.400,-0.636
'[14:49:49.768 29/04/1996]',-0.069,-0.066,-0.031,115.950,38.850,12.938,-0.606
'[14:49:49.770 29/04/1996]',-0.069,-0.066,-0.047,115.950,38.850,12.938,-0.606
'[14:49:49.772 29/04/1996]',-0.069,-0.066,-0.047,115.950,38.850,12.938,-0.606
'[14:49:49.774 29/04/1996]',-0.069,-0.066,-0.047,115.950,38.850,12.938,-0.606
'[14:49:49.776 29/04/1996]',-0.069,-0.066,-0.047,127.950,41.375,12.412,-0.574
'[14:49:49.778 29/04/1996]',-0.069,-0.083,-0.047,127.950,41.375,12.412,-0.574
'[14:49:49.780 29/04/1996]',-0.069,-0.066,-0.047,127.950,41.375,12.412,-0.574
'[14:49:49.782 29/04/1996]',-0.069,-0.066,-0.047,127.950,41.375,12.412,-0.574
'[14:49:49.784 29/04/1996]',-0.069,-0.066,-0.047,137.200,43.350,11.938,-0.501
'[14:49:49.786 29/04/1996]',-0.061,-0.066,-0.047,137.200,43.350,11.938,-0.501
'[14:49:49.788 29/04/1996]',-0.061,-0.049,-0.031,137.200,43.350,11.938,-0.501
'[14:49:49.790 29/04/1996]',-0.061,-0.049,-0.047,137.200,43.350,11.938,-0.501
'[14:49:49.792 29/04/1996]',-0.061,-0.066,-0.031,143.700,44.825,11.412,-0.428
'[14:49:49.794 29/04/1996]',-0.069,-0.066,-0.031,143.700,44.825,11.412,-0.428
'[14:49:49.796 29/04/1996]',-0.069,-0.066,-0.031,143.700,44.825,11.412,-0.428
'[14:49:49.798 29/04/1996]',-0.069,-0.049,-0.047,143.700,44.825,11.412,-0.428
'[14:49:49.800 29/04/1996]',-0.061,-0.049,-0.031,148.700,45.475,11.000,-0.324
'[14:49:49.802 29/04/1996]',-0.061,-0.049,-0.031,148.700,45.475,11.000,-0.324
'[14:49:49.804 29/04/1996]',-0.061,-0.049,-0.031,148.700,45.475,11.000,-0.324
'[14:49:49.806 29/04/1996]',-0.061,-0.049,-0.031,148.700,45.475,11.000,-0.324
'[14:49:49.808 29/04/1996]',-0.061,-0.049,-0.031,153.150,45.350,10.588,-0.219
'[14:49:49.810 29/04/1996]',-0.053,-0.049,-0.031,153.150,45.350,10.588,-0.219
'[14:49:49.812 29/04/1996]',-0.038,-0.032,-0.031,153.150,45.350,10.588,-0.219
'[14:49:49.814 29/04/1996]',-0.038,-0.032,-0.031,153.150,45.350,10.588,-0.219
'[14:49:49.816 29/04/1996]',-0.038,-0.032,-0.031,157.050,44.400,10.300,-0.104
'[14:49:49.818 29/04/1996]',-0.038,-0.032,-0.031,157.050,44.400,10.300,-0.104
'[14:49:49.820 29/04/1996]',-0.030,-0.015,-0.031,157.050,44.400,10.300,-0.104
'[14:49:49.822 29/04/1996]',-0.030,-0.015,-0.031,157.050,44.400,10.300,-0.104
'[14:49:49.824 29/04/1996]',-0.038,-0.032,-0.015,159.800,43.000,10.062,0.032
'[14:49:49.826 29/04/1996]',-0.038,-0.032,-0.031,159.800,43.000,10.062,0.032
'[14:49:49.828 29/04/1996]',-0.053,-0.032,-0.031,159.800,43.000,10.062,0.032
'[14:49:49.830 29/04/1996]',-0.053,-0.032,-0.015,159.800,43.000,10.062,0.032
'[14:49:49.832 29/04/1996]',-0.038,-0.015,-0.015,160.800,41.300,10.000,0.146
'[14:49:49.834 29/04/1996]',-0.038,-0.015,-0.015,160.800,41.300,10.000,0.146
'[14:49:49.836 29/04/1996]',-0.030,-0.015,-0.015,160.800,41.300,10.000,0.146
'[14:49:49.838 29/04/1996]',-0.022,-0.015,-0.015,160.800,41.300,10.000,0.146
'[14:49:49.840 29/04/1996]',-0.015,-0.015,-0.015,159.950,39.500,10.000,0.261
'[14:49:49.842 29/04/1996]',-0.015,0.002,-0.015,159.950,39.500,10.000,0.261
'[14:49:49.844 29/04/1996]',-0.007,0.002,-0.015,159.950,39.500,10.000,0.261
'[14:49:49.846 29/04/1996]',-0.007,0.002,-0.015,159.950,39.500,10.000,0.261
'[14:49:49.848 29/04/1996]',-0.007,0.002,0.001,157.700,37.550,10.062,0.365
'[14:49:49.850 29/04/1996]',-0.007,0.002,0.001,157.700,37.550,10.062,0.365
'[14:49:49.852 29/04/1996]',-0.007,0.002,0.001,157.700,37.550,10.062,0.365
'[14:49:49.854 29/04/1996]',0.001,0.002,-0.015,157.700,37.550,10.062,0.365
'[14:49:49.856 29/04/1996]',-0.007,0.002,-0.015,154.650,35.675,10.238,0.469
'[14:49:49.858 29/04/1996]',-0.007,0.002,-0.015,154.650,35.675,10.238,0.469
'[14:49:49.860 29/04/1996]',-0.015,-0.015,-0.015,154.650,35.675,10.238,0.469
'[14:49:49.862 29/04/1996]',-0.015,0.002,-0.015,154.650,35.675,10.238,0.469
'[14:49:49.864 29/04/1996]',-0.007,0.002,-0.015,151.300,33.700,10.363,0.543
'[14:49:49.866 29/04/1996]',-0.015,0.002,0.001,151.300,33.700,10.363,0.543
'[14:49:49.868 29/04/1996]',-0.007,0.002,0.001,151.300,33.700,10.363,0.543
'[14:49:49.870 29/04/1996]',-0.015,0.002,0.001,151.300,33.700,10.363,0.543
'[14:49:49.872 29/04/1996]',-0.007,0.002,0.001,147.800,31.700,10.537,0.595
'[14:49:49.874 29/04/1996]',-0.007,0.002,0.001,147.800,31.700,10.537,0.595
'[14:49:49.876 29/04/1996]',-0.007,0.002,0.001,147.800,31.700,10.537,0.595
'[14:49:49.878 29/04/1996]',-0.007,0.002,0.001,147.800,31.700,10.537,0.595
'[14:49:49.880 29/04/1996]',-0.007,0.002,0.001,144.150,29.700,10.650,0.647
'[14:49:49.882 29/04/1996]',0.001,0.018,0.001,144.150,29.700,10.650,0.647
'[14:49:49.884 29/04/1996]',0.001,0.018,0.001,144.150,29.700,10.650,0.647
'[14:49:49.886 29/04/1996]',0.001,0.018,0.001,144.150,29.700,10.650,0.647
'[14:49:49.888 29/04/1996]',-0.007,0.002,0.001,140.350,27.775,10.762,0.678
'[14:49:49.890 29/04/1996]',-0.007,0.002,0.001,140.350,27.775,10.762,0.678
'[14:49:49.892 29/04/1996]',-0.007,0.002,-0.015,140.350,27.775,10.762,0.678
'[14:49:49.894 29/04/1996]',-0.007,0.002,0.001,140.350,27.775,10.762,0.678
'[14:49:49.896 29/04/1996]',-0.007,0.018,0.001,136.300,26.000,10.938,0.700
'[14:49:49.898 29/04/1996]',-0.015,0.002,0.001,136.300,26.000,10.938,0.700
'[14:49:49.900 29/04/1996]',0.001,0.018,0.001,136.300,26.000,10.938,0.700
'[14:49:49.902 29/04/1996]',0.001,0.018,0.001,136.300,26.000,10.938,0.700
'[14:49:49.904 29/04/1996]',-0.007,0.002,0.001,132.050,24.550,11.175,0.678
'[14:49:49.906 29/04/1996]',-0.007,0.002,-0.015,132.050,24.550,11.175,0.678
'[14:49:49.908 29/04/1996]',-0.007,0.002,-0.015,132.050,24.550,11.175,0.678
'[14:49:49.910 29/04/1996]',-0.007,0.002,-0.015,132.050,24.550,11.175,0.678
'[14:49:49.912 29/04/1996]',-0.007,0.002,-0.015,127.500,23.375,11.525,0.668
'[14:49:49.914 29/04/1996]',-0.007,0.002,0.001,127.500,23.375,11.525,0.668
'[14:49:49.916 29/04/1996]',-0.007,0.002,0.001,127.500,23.375,11.525,0.668
'[14:49:49.918 29/04/1996]',0.001,0.018,0.001,127.500,23.375,11.525,0.668
'[14:49:49.920 29/04/1996]',0.001,0.002,0.001,122.550,22.550,12.050,0.636
'[14:49:49.922 29/04/1996]',-0.007,0.018,0.001,122.550,22.550,12.050,0.636
'[14:49:49.924 29/04/1996]',0.001,0.018,0.001,122.550,22.550,12.050,0.636
'[14:49:49.926 29/04/1996]',0.001,0.018,0.001,122.550,22.550,12.050,0.636
'[14:49:49.928 29/04/1996]',0.016,0.035,0.001,117.400,22.075,12.637,0.595
'[14:49:49.930 29/04/1996]',0.016,0.035,0.001,117.400,22.075,12.637,0.595
'[14:49:49.932 29/04/1996]',0.031,0.052,0.017,117.400,22.075,12.637,0.595
'[14:49:49.934 29/04/1996]',0.031,0.052,0.017,117.400,22.075,12.637,0.595
'[14:49:49.936 29/04/1996]',0.039,0.052,0.017,112.200,21.900,13.350,0.543
'[14:49:49.938 29/04/1996]',0.039,0.052,0.017,112.200,21.900,13.350,0.543
'[14:49:49.940 29/04/1996]',0.039,0.052,0.017,112.200,21.900,13.350,0.543
'[14:49:49.942 29/04/1996]',0.039,0.052,0.017,112.200,21.900,13.350,0.543
'[14:49:49.944 29/04/1996]',0.039,0.052,0.017,107.500,22.075,13.988,0.490
'[14:49:49.946 29/04/1996]',0.054,0.052,0.033,107.500,22.075,13.988,0.490
'[14:49:49.948 29/04/1996]',0.054,0.069,0.017,107.500,22.075,13.988,0.490
'[14:49:49.950 29/04/1996]',0.062,0.069,0.033,107.500,22.075,13.988,0.490
'[14:49:49.952 29/04/1996]',0.062,0.069,0.033,103.850,22.625,14.688,0.417
'[14:49:49.954 29/04/1996]',0.054,0.069,0.033,103.850,22.625,14.688,0.417
'[14:49:49.956 29/04/1996]',0.062,0.069,0.017,103.850,22.625,14.688,0.417
'[14:49:49.958 29/04/1996]',0.070,0.069,0.017,103.850,22.625,14.688,0.417
'[14:49:49.960 29/04/1996]',0.070,0.085,0.033,101.500,23.500,15.338,0.355
'[14:49:49.962 29/04/1996]',0.078,0.069,0.033,101.500,23.500,15.338,0.355
'[14:49:49.964 29/04/1996]',0.078,0.085,0.033,101.500,23.500,15.338,0.355
'[14:49:49.966 29/04/1996]',0.085,0.085,0.033,101.500,23.500,15.338,0.355
'[14:49:49.968 29/04/1996]',0.085,0.085,0.033,100.250,24.725,15.863,0.292
'[14:49:49.970 29/04/1996]',0.078,0.085,0.049,100.250,24.725,15.863,0.292
'[14:49:49.972 29/04/1996]',0.085,0.085,0.049,100.250,24.725,15.863,0.292
'[14:49:49.974 29/04/1996]',0.085,0.085,0.049,100.250,24.725,15.863,0.292
'[14:49:49.976 29/04/1996]',0.101,0.085,0.049,99.550,26.075,16.275,0.230
'[14:49:49.978 29/04/1996]',0.101,0.102,0.049,99.550,26.075,16.275,0.230
'[14:49:49.980 29/04/1996]',0.101,0.102,0.065,99.550,26.075,16.275,0.230
'[14:49:49.982 29/04/1996]',0.108,0.119,0.065,99.550,26.075,16.275,0.230
'[14:49:49.984 29/04/1996]',0.124,0.119,0.081,99.000,27.350,16.625,0.167
'[14:49:49.986 29/04/1996]',0.124,0.119,0.081,99.000,27.350,16.625,0.167
'[14:49:49.988 29/04/1996]',0.116,0.102,0.081,99.000,27.350,16.625,0.167
'[14:49:49.990 29/04/1996]',0.108,0.102,0.065,99.000,27.350,16.625,0.167
'[14:49:49.992 29/04/1996]',0.108,0.102,0.065,98.400,28.250,16.800,0.115
'[14:49:49.994 29/04/1996]',0.078,0.085,0.049,98.400,28.250,16.800,0.115
'[14:49:49.996 29/04/1996]',0.070,0.085,0.033,98.400,28.250,16.800,0.115
'[14:49:49.998 29/04/1996]',0.039,0.069,0.033,98.400,28.250,16.800,0.115
'[14:49:50.000 29/04/1996]',0.024,0.052,0.017,97.750,28.650,16.800,0.052
'[14:49:50.002 29/04/1996]',0.008,0.035,0.017,97.750,28.650,16.800,0.052
'[14:49:50.004 29/04/1996]',-0.007,0.018,0.001,97.750,28.650,16.800,0.052
'[14:49:50.006 29/04/1996]',-0.015,0.002,0.001,97.750,28.650,16.800,0.052
'[14:49:50.008 29/04/1996]',-0.022,0.002,-0.015,97.100,28.475,16.738,0.011
'[14:49:50.010 29/04/1996]',-0.030,0.002,-0.015,97.100,28.475,16.738,0.011
'[14:49:50.012 29/04/1996]',-0.038,0.002,-0.015,97.100,28.475,16.738,0.011
'[14:49:50.014 29/04/1996]',-0.038,0.002,-0.015,97.100,28.475,16.738,0.011
'[14:49:50.016 29/04/1996]',-0.053,-0.015,-0.015,96.550,27.875,16.562,-0.021
'[14:49:50.018 29/04/1996]',-0.061,-0.015,-0.031,96.550,27.875,16.562,-0.021
'[14:49:50.020 29/04/1996]',-0.069,-0.032,-0.031,96.550,27.875,16.562,-0.021
'[14:49:50.022 29/04/1996]',-0.076,-0.032,-0.031,96.550,27.875,16.562,-0.021
'[14:49:50.024 29/04/1996]',-0.069,-0.032,-0.015,95.900,27.075,16.387,-0.073
'[14:49:50.026 29/04/1996]',-0.076,-0.032,-0.031,95.900,27.075,16.387,-0.073
'[14:49:50.028 29/04/1996]',-0.069,-0.032,-0.015,95.900,27.075,16.387,-0.073
'[14:49:50.030 29/04/1996]',-0.069,-0.032,-0.031,95.900,27.075,16.387,-0.073
'[14:49:50.032 29/04/1996]',-0.069,-0.032,-0.031,95.200,26.125,16.100,-0.115
'[14:49:50.034 29/04/1996]',-0.069,-0.015,-0.031,95.200,26.125,16.100,-0.115
'[14:49:50.036 29/04/1996]',-0.069,-0.015,-0.031,95.200,26.125,16.100,-0.115
'[14:49:50.038 29/04/1996]',-0.069,-0.032,-0.031,95.200,26.125,16.100,-0.115
'[14:49:50.040 29/04/1996]',-0.069,-0.032,-0.031,94.450,25.125,15.800,-0.146
'[14:49:50.042 29/04/1996]',-0.069,-0.032,-0.031,94.450,25.125,15.800,-0.146
'[14:49:50.044 29/04/1996]',-0.069,-0.032,-0.031,94.450,25.125,15.800,-0.146
'[14:49:50.046 29/04/1996]',-0.069,-0.032,-0.031,94.450,25.125,15.800,-0.146
'[14:49:50.048 29/04/1996]',-0.069,-0.032,-0.031,93.750,24.075,15.512,-0.188
'[14:49:50.050 29/04/1996]',-0.069,-0.032,-0.031,93.750,24.075,15.512,-0.188
'[14:49:50.052 29/04/1996]',-0.069,-0.032,-0.031,93.750,24.075,15.512,-0.188
'[14:49:50.054 29/04/1996]',-0.076,-0.049,-0.047,93.750,24.075,15.512,-0.188
'[14:49:50.056 29/04/1996]',-0.076,-0.049,-0.031,93.100,23.150,15.225,-0.208
'[14:49:50.058 29/04/1996]',-0.076,-0.049,-0.047,93.100,23.150,15.225,-0.208
'[14:49:50.060 29/04/1996]',-0.076,-0.049,-0.031,93.100,23.150,15.225,-0.208
'[14:49:50.062 29/04/1996]',-0.076,-0.032,-0.031,93.100,23.150,15.225,-0.208
'[14:49:50.064 29/04/1996]',-0.069,-0.032,-0.031,92.600,22.325,14.863,-0.251
'[14:49:50.066 29/04/1996]',-0.069,-0.032,-0.031,92.600,22.325,14.863,-0.251
'[14:49:50.068 29/04/1996]',-0.069,-0.032,-0.031,92.600,22.325,14.863,-0.251
'[14:49:50.070 29/04/1996]',-0.076,-0.032,-0.031,92.600,22.325,14.863,-0.251
'[14:49:50.072 29/04/1996]',-0.069,-0.032,-0.031,92.150,21.675,14.575,-0.272
'[14:49:50.074 29/04/1996]',-0.069,-0.049,-0.031,92.150,21.675,14.575,-0.272
'[14:49:50.076 29/04/1996]',-0.069,-0.049,-0.031,92.150,21.675,14.575,-0.272
'[14:49:50.078 29/04/1996]',-0.069,-0.049,-0.031,92.150,21.675,14.575,-0.272
'[14:49:50.080 29/04/1996]',-0.061,-0.032,-0.031,91.750,21.325,14.400,-0.302
'[14:49:50.082 29/04/1996]',-0.061,-0.032,-0.031,91.750,21.325,14.400,-0.302
'[14:49:50.084 29/04/1996]',-0.069,-0.032,-0.031,91.750,21.325,14.400,-0.302
'[14:49:50.086 29/04/1996]',-0.069,-0.049,-0.031,91.750,21.325,14.400,-0.302
'[14:49:50.088 29/04/1996]',-0.076,-0.049,-0.031,91.250,21.150,14.225,-0.324
'[14:49:50.090 29/04/1996]',-0.076,-0.049,-0.031,91.250,21.150,14.225,-0.324
'[14:49:50.092 29/04/1996]',-0.076,-0.049,-0.031,91.250,21.150,14.225,-0.324
'[14:49:50.094 29/04/1996]',-0.076,-0.049,-0.031,91.250,21.150,14.225,-0.324
'[14:49:50.096 29/04/1996]',-0.084,-0.049,-0.031,90.750,21.200,14.162,-0.344
'[14:49:50.098 29/04/1996]',-0.076,-0.049,-0.031,90.750,21.200,14.162,-0.344
'[14:49:50.100 29/04/1996]',-0.076,-0.049,-0.031,90.750,21.200,14.162,-0.344
'[14:49:50.102 29/04/1996]',-0.084,-0.066,-0.047,90.750,21.200,14.162,-0.344
'[14:49:50.104 29/04/1996]',-0.115,-0.100,-0.063,90.050,21.450,14.225,-0.365
'[14:49:50.106 29/04/1996]',-0.122,-0.117,-0.063,90.050,21.450,14.225,-0.365
'[14:49:50.108 29/04/1996]',-0.122,-0.117,-0.063,90.050,21.450,14.225,-0.365
'[14:49:50.110 29/04/1996]',-0.107,-0.117,-0.047,90.050,21.450,14.225,-0.365
'[14:49:50.112 29/04/1996]',-0.084,-0.100,-0.031,89.250,21.800,14.287,-0.386
'[14:49:50.114 29/04/1996]',-0.053,-0.083,-0.015,89.250,21.800,14.287,-0.386
'[14:49:50.116 29/04/1996]',-0.015,-0.066,0.001,89.250,21.800,14.287,-0.386
'[14:49:50.118 29/04/1996]',0.039,-0.015,0.049,89.250,21.800,14.287,-0.386
'[14:49:50.120 29/04/1996]',0.101,0.018,0.097,88.300,22.250,14.400,-0.397
'[14:49:50.122 29/04/1996]',0.154,0.035,0.129,88.300,22.250,14.400,-0.397
'[14:49:50.124 29/04/1996]',0.201,0.069,0.161,88.300,22.250,14.400,-0.397
'[14:49:50.126 29/04/1996]',0.224,0.085,0.193,88.300,22.250,14.400,-0.397
'[14:49:50.128 29/04/1996]',0.247,0.085,0.193,87.200,22.725,14.575,-0.417
'[14:49:50.130 29/04/1996]',0.270,0.102,0.209,87.200,22.725,14.575,-0.417
'[14:49:50.132 29/04/1996]',0.301,0.136,0.225,87.200,22.725,14.575,-0.417
'[14:49:50.134 29/04/1996]',0.308,0.153,0.240,87.200,22.725,14.575,-0.417
'[14:49:50.136 29/04/1996]',0.316,0.187,0.240,86.100,23.200,14.688,-0.428
'[14:49:50.138 29/04/1996]',0.324,0.221,0.256,86.100,23.200,14.688,-0.428
'[14:49:50.140 29/04/1996]',0.308,0.221,0.240,86.100,23.200,14.688,-0.428
'[14:49:50.142 29/04/1996]',0.301,0.238,0.240,86.100,23.200,14.688,-0.428
'[14:49:50.144 29/04/1996]',0.301,0.254,0.225,85.100,23.675,14.863,-0.449
'[14:49:50.146 29/04/1996]',0.301,0.288,0.225,85.100,23.675,14.863,-0.449
'[14:49:50.148 29/04/1996]',0.293,0.288,0.209,85.100,23.675,14.863,-0.449
'[14:49:50.150 29/04/1996]',0.293,0.288,0.193,85.100,23.675,14.863,-0.449
'[14:49:50.152 29/04/1996]',0.301,0.305,0.209,84.150,24.075,14.988,-0.459
'[14:49:50.154 29/04/1996]',0.308,0.305,0.209,84.150,24.075,14.988,-0.459
'[14:49:50.156 29/04/1996]',0.324,0.322,0.225,84.150,24.075,14.988,-0.459
'[14:49:50.158 29/04/1996]',0.316,0.322,0.209,84.150,24.075,14.988,-0.459
'[14:49:50.160 29/04/1996]',0.293,0.288,0.193,83.350,24.325,15.100,-0.480
'[14:49:50.162 29/04/1996]',0.262,0.254,0.177,83.350,24.325,15.100,-0.480
'[14:49:50.164 29/04/1996]',0.216,0.221,0.145,83.350,24.325,15.100,-0.480
'[14:49:50.166 29/04/1996]',0.170,0.170,0.113,83.350,24.325,15.100,-0.480
'[14:49:50.168 29/04/1996]',0.116,0.102,0.081,82.550,24.600,15.100,-0.511
'[14:49:50.170 29/04/1996]',0.078,0.069,0.049,82.550,24.600,15.100,-0.511
'[14:49:50.172 29/04/1996]',0.054,0.035,0.033,82.550,24.600,15.100,-0.511
'[14:49:50.174 29/04/1996]',0.024,0.002,0.017,82.550,24.600,15.100,-0.511
'[14:49:50.176 29/04/1996]',0.008,0.002,0.017,81.700,24.950,15.100,-0.522
'[14:49:50.178 29/04/1996]',0.001,-0.015,0.017,81.700,24.950,15.100,-0.522
'[14:49:50.180 29/04/1996]',-0.015,-0.015,0.001,81.700,24.950,15.100,-0.522
'[14:49:50.182 29/04/1996]',-0.022,-0.015,0.001,81.700,24.950,15.100,-0.522
'[14:49:50.184 29/04/1996]',-0.022,-0.032,0.001,80.900,25.650,15.050,-0.542
'[14:49:50.186 29/04/1996]',-0.030,-0.032,-0.015,80.900,25.650,15.050,-0.542
'[14:49:50.188 29/04/1996]',-0.038,-0.049,-0.015,80.900,25.650,15.050,-0.542
'[14:49:50.190 29/04/1996]',-0.038,-0.049,-0.031,80.900,25.650,15.050,-0.542
'[14:49:50.192 29/04/1996]',-0.053,-0.049,-0.031,80.150,26.600,14.988,-0.553
'[14:49:50.194 29/04/1996]',-0.061,-0.066,-0.031,80.150,26.600,14.988,-0.553
'[14:49:50.196 29/04/1996]',-0.069,-0.049,-0.031,80.150,26.600,14.988,-0.553
'[14:49:50.198 29/04/1996]',-0.061,-0.066,-0.015,80.150,26.600,14.988,-0.553
'[14:49:50.200 29/04/1996]',-0.069,-0.066,-0.031,79.350,27.600,14.925,-0.574
'[14:49:50.202 29/04/1996]',-0.069,-0.066,-0.031,79.350,27.600,14.925,-0.574
'[14:49:50.204 29/04/1996]',-0.076,-0.066,-0.031,79.350,27.600,14.925,-0.574
'[14:49:50.206 29/04/1996]',-0.084,-0.083,-0.031,79.350,27.600,14.925,-0.574
'[14:49:50.208 29/04/1996]',-0.084,-0.083,-0.047,78.600,28.525,14.812,-0.574
'[14:49:50.210 29/04/1996]',-0.100,-0.083,-0.047,78.600,28.525,14.812,-0.574
'[14:49:50.212 29/04/1996]',-0.100,-0.083,-0.047,78.600,28.525,14.812,-0.574
'[14:49:50.214 29/04/1996]',-0.100,-0.083,-0.063,78.600,28.525,14.812,-0.574
'[14:49:50.216 29/04/1996]',-0.100,-0.083,-0.047,77.900,29.225,14.750,-0.574
'[14:49:50.218 29/04/1996]',-0.107,-0.100,-0.063,77.900,29.225,14.750,-0.574
'[14:49:50.220 29/04/1996]',-0.100,-0.083,-0.047,77.900,29.225,14.750,-0.574
'[14:49:50.222 29/04/1996]',-0.107,-0.100,-0.063,77.900,29.225,14.750,-0.574
'[14:49:50.224 29/04/1996]',-0.107,-0.100,-0.063,77.300,29.475,14.637,-0.585
'[14:49:50.226 29/04/1996]',-0.107,-0.100,-0.063,77.300,29.475,14.637,-0.585
'[14:49:50.228 29/04/1996]',-0.107,-0.100,-0.047,77.300,29.475,14.637,-0.585
'[14:49:50.230 29/04/1996]',-0.100,-0.083,-0.047,77.300,29.475,14.637,-0.585
'[14:49:50.232 29/04/1996]',-0.100,-0.083,-0.047,77.050,29.125,14.575,-0.585
'[14:49:50.234 29/04/1996]',-0.100,-0.083,-0.047,77.050,29.125,14.575,-0.585
'[14:49:50.236 29/04/1996]',-0.100,-0.083,-0.047,77.050,29.125,14.575,-0.585
'[14:49:50.238 29/04/1996]',-0.100,-0.083,-0.047,77.050,29.125,14.575,-0.585
'[14:49:50.240 29/04/1996]',-0.100,-0.083,-0.063,77.050,28.250,14.512,-0.595
'[14:49:50.242 29/04/1996]',-0.100,-0.100,-0.063,77.050,28.250,14.512,-0.595
'[14:49:50.244 29/04/1996]',-0.107,-0.100,-0.063,77.050,28.250,14.512,-0.595
'[14:49:50.246 29/04/1996]',-0.107,-0.100,-0.063,77.050,28.250,14.512,-0.595
'[14:49:50.248 29/04/1996]',-0.100,-0.083,-0.047,77.500,27.475,14.400,-0.595
'[14:49:50.250 29/04/1996]',-0.100,-0.100,-0.063,77.500,27.475,14.400,-0.595
'[14:49:50.252 29/04/1996]',-0.100,-0.083,-0.047,77.500,27.475,14.400,-0.595
'[14:49:50.254 29/04/1996]',-0.100,-0.100,-0.047,77.500,27.475,14.400,-0.595
'[14:49:50.256 29/04/1996]',-0.107,-0.100,-0.047,78.800,27.525,14.162,-0.606
'[14:49:50.258 29/04/1996]',-0.107,-0.100,-0.047,78.800,27.525,14.162,-0.606
'[14:49:50.260 29/04/1996]',-0.100,-0.100,-0.047,78.800,27.525,14.162,-0.606
'[14:49:50.262 29/04/1996]',-0.100,-0.100,-0.047,78.800,27.525,14.162,-0.606
'[14:49:50.264 29/04/1996]',-0.076,-0.083,-0.047,81.850,28.775,13.812,-0.616
'[14:49:50.266 29/04/1996]',-0.076,-0.083,-0.031,81.850,28.775,13.812,-0.616
'[14:49:50.268 29/04/1996]',-0.076,-0.083,-0.031,81.850,28.775,13.812,-0.616
'[14:49:50.270 29/04/1996]',-0.076,-0.100,-0.031,81.850,28.775,13.812,-0.616
'[14:49:50.272 29/04/1996]',-0.076,-0.083,-0.031,87.800,31.100,13.463,-0.595
'[14:49:50.274 29/04/1996]',-0.084,-0.083,-0.047,87.800,31.100,13.463,-0.595
'[14:49:50.276 29/04/1996]',-0.084,-0.083,-0.047,87.800,31.100,13.463,-0.595
'[14:49:50.278 29/04/1996]',-0.084,-0.100,-0.047,87.800,31.100,13.463,-0.595
'[14:49:50.280 29/04/1996]',-0.084,-0.083,-0.031,97.550,33.975,12.988,-0.585
'[14:49:50.282 29/04/1996]',-0.084,-0.083,-0.047,97.550,33.975,12.988,-0.585
'[14:49:50.284 29/04/1996]',-0.100,-0.083,-0.031,97.550,33.975,12.988,-0.585
'[14:49:50.286 29/04/1996]',-0.100,-0.083,-0.031,97.550,33.975,12.988,-0.585
'[14:49:50.288 29/04/1996]',-0.084,-0.100,-0.047,109.800,36.900,12.525,-0.564
'[14:49:50.290 29/04/1996]',-0.076,-0.100,-0.047,109.800,36.900,12.525,-0.564
'[14:49:50.292 29/04/1996]',-0.076,-0.083,-0.047,109.800,36.900,12.525,-0.564
'[14:49:50.294 29/04/1996]',-0.076,-0.083,-0.047,109.800,36.900,12.525,-0.564
'[14:49:50.296 29/04/1996]',-0.069,-0.083,-0.047,122.200,39.725,12.000,-0.532
'[14:49:50.298 29/04/1996]',-0.076,-0.083,-0.047,122.200,39.725,12.000,-0.532
'[14:49:50.300 29/04/1996]',-0.069,-0.066,-0.047,122.200,39.725,12.000,-0.532
'[14:49:50.302 29/04/1996]',-0.069,-0.066,-0.047,122.200,39.725,12.000,-0.532
'[14:49:50.304 29/04/1996]',-0.069,-0.083,-0.047,132.450,42.175,11.475,-0.469
'[14:49:50.306 29/04/1996]',-0.069,-0.083,-0.047,132.450,42.175,11.475,-0.469
'[14:49:50.308 29/04/1996]',-0.069,-0.083,-0.047,132.450,42.175,11.475,-0.469
'[14:49:50.310 29/04/1996]',-0.069,-0.083,-0.047,132.450,42.175,11.475,-0.469
'[14:49:50.312 29/04/1996]',-0.069,-0.066,-0.031,139.700,44.125,11.000,-0.397
'[14:49:50.314 29/04/1996]',-0.069,-0.083,-0.031,139.700,44.125,11.000,-0.397
'[14:49:50.316 29/04/1996]',-0.069,-0.066,-0.031,139.700,44.125,11.000,-0.397
'[14:49:50.318 29/04/1996]',-0.069,-0.066,-0.031,139.700,44.125,11.000,-0.397
