'Time and date','III','II','V','ABP','PLETH','RESP'
'[14:50:11.368 01/03/1996]',-0.343,-0.401,1.282,91.955,-0.504,-0.491
'[14:50:11.370 01/03/1996]',-0.347,-0.401,1.282,91.955,-0.504,-0.491
'[14:50:11.372 01/03/1996]',-0.348,-0.401,1.282,91.955,-0.504,-0.491
'[14:50:11.374 01/03/1996]',-0.350,-0.383,1.282,91.955,-0.504,-0.491
'[14:50:11.376 01/03/1996]',-0.348,-0.383,1.282,99.173,-0.495,-0.491
'[14:50:11.378 01/03/1996]',-0.347,-0.383,1.282,99.173,-0.495,-0.491
'[14:50:11.380 01/03/1996]',-0.343,-0.383,1.282,99.173,-0.495,-0.491
'[14:50:11.382 01/03/1996]',-0.340,-0.383,1.282,99.173,-0.495,-0.491
'[14:50:11.384 01/03/1996]',-0.332,-0.383,1.245,106.541,-0.479,-0.491
'[14:50:11.386 01/03/1996]',-0.323,-0.364,1.208,106.541,-0.479,-0.491
'[14:50:11.388 01/03/1996]',-0.312,-0.346,1.208,106.541,-0.479,-0.491
'[14:50:11.390 01/03/1996]',-0.302,-0.328,1.172,106.541,-0.479,-0.491
'[14:50:11.392 01/03/1996]',-0.289,-0.328,1.135,113.985,-0.454,-0.491
'[14:50:11.394 01/03/1996]',-0.277,-0.309,1.098,113.985,-0.454,-0.491
'[14:50:11.396 01/03/1996]',-0.261,-0.309,1.062,113.985,-0.454,-0.491
'[14:50:11.398 01/03/1996]',-0.245,-0.309,1.027,113.985,-0.454,-0.491
'[14:50:11.400 01/03/1996]',-0.229,-0.273,0.953,121.203,-0.414,-0.491
'[14:50:11.402 01/03/1996]',-0.213,-0.255,0.917,121.203,-0.414,-0.491
'[14:50:11.404 01/03/1996]',-0.198,-0.237,0.880,121.203,-0.414,-0.491
'[14:50:11.406 01/03/1996]',-0.182,-0.200,0.807,121.203,-0.414,-0.491
'[14:50:11.408 01/03/1996]',-0.164,-0.182,0.770,128.045,-0.363,-0.492
'[14:50:11.410 01/03/1996]',-0.147,-0.163,0.697,128.045,-0.363,-0.492
'[14:50:11.412 01/03/1996]',-0.131,-0.145,0.660,128.045,-0.363,-0.492
'[14:50:11.414 01/03/1996]',-0.115,-0.127,0.587,128.045,-0.363,-0.492
'[14:50:11.416 01/03/1996]',-0.100,-0.127,0.550,134.286,-0.298,-0.493
'[14:50:11.418 01/03/1996]',-0.085,-0.108,0.515,134.286,-0.298,-0.493
'[14:50:11.420 01/03/1996]',-0.071,-0.072,0.442,134.286,-0.298,-0.493
'[14:50:11.422 01/03/1996]',-0.057,-0.072,0.405,134.286,-0.298,-0.493
'[14:50:11.424 01/03/1996]',-0.045,-0.053,0.368,140.000,-0.221,-0.494
'[14:50:11.426 01/03/1996]',-0.033,-0.035,0.332,140.000,-0.221,-0.494
'[14:50:11.428 01/03/1996]',-0.023,-0.017,0.295,140.000,-0.221,-0.494
'[14:50:11.430 01/03/1996]',-0.013,-0.017,0.258,140.000,-0.221,-0.494
'[14:50:11.432 01/03/1996]',-0.007,-0.017,0.222,145.188,-0.135,-0.496
'[14:50:11.434 01/03/1996]',0.000,-0.017,0.185,145.188,-0.135,-0.496
'[14:50:11.436 01/03/1996]',0.005,-0.017,0.148,145.188,-0.135,-0.496
'[14:50:11.438 01/03/1996]',0.010,0.002,0.112,145.188,-0.135,-0.496
'[14:50:11.440 01/03/1996]',0.013,0.002,0.112,149.699,-0.042,-0.498
'[14:50:11.442 01/03/1996]',0.017,0.002,0.075,149.699,-0.042,-0.498
'[14:50:11.444 01/03/1996]',0.018,0.002,0.075,149.699,-0.042,-0.498
'[14:50:11.446 01/03/1996]',0.018,0.002,0.075,149.699,-0.042,-0.498
'[14:50:11.448 01/03/1996]',0.018,0.002,0.038,153.534,0.053,-0.500
'[14:50:11.450 01/03/1996]',0.018,-0.017,0.038,153.534,0.053,-0.500
'[14:50:11.452 01/03/1996]',0.018,-0.017,0.038,153.534,0.053,-0.500
'[14:50:11.454 01/03/1996]',0.018,0.002,0.003,153.534,0.053,-0.500
'[14:50:11.456 01/03/1996]',0.018,0.002,0.003,156.692,0.143,-0.503
'[14:50:11.458 01/03/1996]',0.018,0.002,0.003,156.692,0.143,-0.503
'[14:50:11.460 01/03/1996]',0.018,0.002,0.003,156.692,0.143,-0.503
'[14:50:11.462 01/03/1996]',0.018,0.002,0.003,156.692,0.143,-0.503
'[14:50:11.464 01/03/1996]',0.019,-0.017,0.003,159.023,0.228,-0.505
'[14:50:11.466 01/03/1996]',0.020,-0.017,0.003,159.023,0.228,-0.505
'[14:50:11.468 01/03/1996]',0.022,-0.017,0.003,159.023,0.228,-0.505
'[14:50:11.470 01/03/1996]',0.023,-0.017,0.003,159.023,0.228,-0.505
'[14:50:11.472 01/03/1996]',0.024,0.002,0.003,160.526,0.302,-0.508
'[14:50:11.474 01/03/1996]',0.025,0.002,0.003,160.526,0.302,-0.508
'[14:50:11.476 01/03/1996]',0.024,0.002,0.003,160.526,0.302,-0.508
'[14:50:11.478 01/03/1996]',0.023,0.002,0.003,160.526,0.302,-0.508
'[14:50:11.480 01/03/1996]',0.023,-0.017,0.003,161.128,0.366,-0.511
'[14:50:11.482 01/03/1996]',0.023,-0.017,0.003,161.128,0.366,-0.511
'[14:50:11.484 01/03/1996]',0.022,-0.017,0.003,161.128,0.366,-0.511
'[14:50:11.486 01/03/1996]',0.022,-0.017,0.003,161.128,0.366,-0.511
'[14:50:11.488 01/03/1996]',0.020,0.002,0.003,161.053,0.416,-0.513
'[14:50:11.490 01/03/1996]',0.018,0.002,0.003,161.053,0.416,-0.513
'[14:50:11.492 01/03/1996]',0.018,0.002,0.003,161.053,0.416,-0.513
'[14:50:11.494 01/03/1996]',0.017,-0.017,0.003,161.053,0.416,-0.513
'[14:50:11.496 01/03/1996]',0.018,-0.017,0.003,160.000,0.456,-0.516
'[14:50:11.498 01/03/1996]',0.018,-0.035,0.003,160.000,0.456,-0.516
'[14:50:11.500 01/03/1996]',0.018,-0.035,0.003,160.000,0.456,-0.516
'[14:50:11.502 01/03/1996]',0.018,-0.035,0.003,160.000,0.456,-0.516
'[14:50:11.504 01/03/1996]',0.018,-0.017,0.003,158.271,0.484,-0.518
'[14:50:11.506 01/03/1996]',0.018,-0.017,0.003,158.271,0.484,-0.518
'[14:50:11.508 01/03/1996]',0.018,0.002,0.003,158.271,0.484,-0.518
'[14:50:11.510 01/03/1996]',0.018,-0.017,0.003,158.271,0.484,-0.518
'[14:50:11.512 01/03/1996]',0.018,-0.017,0.003,155.789,0.503,-0.520
'[14:50:11.514 01/03/1996]',0.018,-0.035,0.003,155.789,0.503,-0.520
'[14:50:11.516 01/03/1996]',0.018,-0.035,0.003,155.789,0.503,-0.520
'[14:50:11.518 01/03/1996]',0.018,-0.035,0.003,155.789,0.503,-0.520
'[14:50:11.520 01/03/1996]',0.018,-0.017,0.003,152.632,0.513,-0.522
'[14:50:11.522 01/03/1996]',0.018,-0.017,0.003,152.632,0.513,-0.522
'[14:50:11.524 01/03/1996]',0.018,-0.017,0.003,152.632,0.513,-0.522
'[14:50:11.526 01/03/1996]',0.018,-0.017,0.003,152.632,0.513,-0.522
'[14:50:11.528 01/03/1996]',0.018,-0.017,0.003,148.947,0.516,-0.524
'[14:50:11.530 01/03/1996]',0.018,-0.035,0.003,148.947,0.516,-0.524
'[14:50:11.532 01/03/1996]',0.018,-0.035,0.003,148.947,0.516,-0.524
'[14:50:11.534 01/03/1996]',0.018,-0.035,0.003,148.947,0.516,-0.524
'[14:50:11.536 01/03/1996]',0.018,-0.035,0.003,144.737,0.511,-0.525
'[14:50:11.538 01/03/1996]',0.017,-0.035,0.003,144.737,0.511,-0.525
'[14:50:11.540 01/03/1996]',0.015,-0.017,0.003,144.737,0.511,-0.525
'[14:50:11.542 01/03/1996]',0.013,-0.017,0.003,144.737,0.511,-0.525
'[14:50:11.544 01/03/1996]',0.012,-0.017,0.003,140.301,0.498,-0.527
'[14:50:11.546 01/03/1996]',0.010,-0.017,0.003,140.301,0.498,-0.527
'[14:50:11.548 01/03/1996]',0.011,-0.035,0.003,140.301,0.498,-0.527
'[14:50:11.550 01/03/1996]',0.012,-0.035,0.003,140.301,0.498,-0.527
'[14:50:11.552 01/03/1996]',0.012,-0.035,0.003,135.564,0.480,-0.528
'[14:50:11.554 01/03/1996]',0.012,-0.035,0.003,135.564,0.480,-0.528
'[14:50:11.556 01/03/1996]',0.012,-0.017,0.003,135.564,0.480,-0.528
'[14:50:11.558 01/03/1996]',0.012,-0.017,0.003,135.564,0.480,-0.528
'[14:50:11.560 01/03/1996]',0.012,-0.017,0.003,130.677,0.457,-0.530
'[14:50:11.562 01/03/1996]',0.012,-0.035,0.003,130.677,0.457,-0.530
'[14:50:11.564 01/03/1996]',0.012,-0.035,0.003,130.677,0.457,-0.530
'[14:50:11.566 01/03/1996]',0.012,-0.035,0.003,130.677,0.457,-0.530
'[14:50:11.568 01/03/1996]',0.012,-0.035,0.003,125.789,0.428,-0.532
'[14:50:11.570 01/03/1996]',0.012,-0.035,0.003,125.789,0.428,-0.532
'[14:50:11.572 01/03/1996]',0.012,-0.017,0.003,125.789,0.428,-0.532
'[14:50:11.574 01/03/1996]',0.012,-0.017,0.003,125.789,0.428,-0.532
'[14:50:11.576 01/03/1996]',0.013,-0.017,0.003,121.128,0.387,-0.534
'[14:50:11.578 01/03/1996]',0.013,-0.017,0.003,121.128,0.387,-0.534
'[14:50:11.580 01/03/1996]',0.015,-0.017,0.003,121.128,0.387,-0.534
'[14:50:11.582 01/03/1996]',0.017,-0.017,0.038,121.128,0.387,-0.534
'[14:50:11.584 01/03/1996]',0.018,-0.017,0.003,116.842,0.349,-0.536
'[14:50:11.586 01/03/1996]',0.018,-0.017,0.003,116.842,0.349,-0.536
'[14:50:11.588 01/03/1996]',0.018,0.002,0.003,116.842,0.349,-0.536
'[14:50:11.590 01/03/1996]',0.018,0.002,0.003,116.842,0.349,-0.536
'[14:50:11.592 01/03/1996]',0.018,0.002,0.003,113.008,0.309,-0.537
'[14:50:11.594 01/03/1996]',0.018,0.002,0.003,113.008,0.309,-0.537
'[14:50:11.596 01/03/1996]',0.018,-0.017,0.003,113.008,0.309,-0.537
'[14:50:11.598 01/03/1996]',0.018,-0.017,0.003,113.008,0.309,-0.537
'[14:50:11.600 01/03/1996]',0.018,-0.017,0.003,109.774,0.267,-0.538
'[14:50:11.602 01/03/1996]',0.018,-0.017,0.003,109.774,0.267,-0.538
'[14:50:11.604 01/03/1996]',0.019,-0.017,0.003,109.774,0.267,-0.538
'[14:50:11.606 01/03/1996]',0.020,0.002,0.003,109.774,0.267,-0.538
'[14:50:11.608 01/03/1996]',0.022,0.002,0.003,106.992,0.220,-0.539
'[14:50:11.610 01/03/1996]',0.023,0.002,0.003,106.992,0.220,-0.539
'[14:50:11.612 01/03/1996]',0.024,0.002,0.003,106.992,0.220,-0.539
'[14:50:11.614 01/03/1996]',0.025,0.002,0.003,106.992,0.220,-0.539
'[14:50:11.616 01/03/1996]',0.024,0.002,0.003,104.586,0.173,-0.541
'[14:50:11.618 01/03/1996]',0.023,0.002,0.003,104.586,0.173,-0.541
'[14:50:11.620 01/03/1996]',0.023,0.002,0.003,104.586,0.173,-0.541
'[14:50:11.622 01/03/1996]',0.023,0.002,0.003,104.586,0.173,-0.541
'[14:50:11.624 01/03/1996]',0.024,0.002,0.003,102.556,0.125,-0.542
'[14:50:11.626 01/03/1996]',0.025,0.002,0.003,102.556,0.125,-0.542
'[14:50:11.628 01/03/1996]',0.026,0.002,0.003,102.556,0.125,-0.542
'[14:50:11.630 01/03/1996]',0.027,0.002,0.003,102.556,0.125,-0.542
'[14:50:11.632 01/03/1996]',0.026,0.002,0.003,100.827,0.076,-0.544
'[14:50:11.634 01/03/1996]',0.025,0.002,0.003,100.827,0.076,-0.544
'[14:50:11.636 01/03/1996]',0.024,0.002,0.003,100.827,0.076,-0.544
'[14:50:11.638 01/03/1996]',0.023,0.002,0.003,100.827,0.076,-0.544
'[14:50:11.640 01/03/1996]',0.024,0.019,0.003,99.248,0.028,-0.546
'[14:50:11.642 01/03/1996]',0.025,0.019,0.003,99.248,0.028,-0.546
'[14:50:11.644 01/03/1996]',0.027,0.019,0.003,99.248,0.028,-0.546
'[14:50:11.646 01/03/1996]',0.028,0.002,0.003,99.248,0.028,-0.546
'[14:50:11.648 01/03/1996]',0.030,0.002,0.003,97.970,-0.019,-0.548
'[14:50:11.650 01/03/1996]',0.032,0.002,0.003,97.970,-0.019,-0.548
'[14:50:11.652 01/03/1996]',0.031,0.002,0.003,97.970,-0.019,-0.548
'[14:50:11.654 01/03/1996]',0.030,0.002,0.003,97.970,-0.019,-0.548
'[14:50:11.656 01/03/1996]',0.030,0.002,0.003,96.692,-0.064,-0.549
'[14:50:11.658 01/03/1996]',0.030,0.019,0.003,96.692,-0.064,-0.549
'[14:50:11.660 01/03/1996]',0.030,0.019,0.003,96.692,-0.064,-0.549
'[14:50:11.662 01/03/1996]',0.030,0.002,0.003,96.692,-0.064,-0.549
'[14:50:11.664 01/03/1996]',0.030,0.002,0.003,95.564,-0.103,-0.551
'[14:50:11.666 01/03/1996]',0.030,0.002,0.003,95.564,-0.103,-0.551
'[14:50:11.668 01/03/1996]',0.030,0.002,0.003,95.564,-0.103,-0.551
'[14:50:11.670 01/03/1996]',0.030,0.002,0.003,95.564,-0.103,-0.551
'[14:50:11.672 01/03/1996]',0.031,0.019,-0.033,94.586,-0.141,-0.552
'[14:50:11.674 01/03/1996]',0.032,0.019,0.003,94.586,-0.141,-0.552
'[14:50:11.676 01/03/1996]',0.033,0.019,0.003,94.586,-0.141,-0.552
'[14:50:11.678 01/03/1996]',0.035,0.019,0.003,94.586,-0.141,-0.552
'[14:50:11.680 01/03/1996]',0.036,0.002,0.003,93.609,-0.176,-0.554
'[14:50:11.682 01/03/1996]',0.037,0.002,0.003,93.609,-0.176,-0.554
'[14:50:11.684 01/03/1996]',0.037,0.002,0.003,93.609,-0.176,-0.554
'[14:50:11.686 01/03/1996]',0.037,0.002,0.003,93.609,-0.176,-0.554
'[14:50:11.688 01/03/1996]',0.038,0.019,0.003,92.782,-0.205,-0.555
'[14:50:11.690 01/03/1996]',0.040,0.037,0.003,92.782,-0.205,-0.555
'[14:50:11.692 01/03/1996]',0.044,0.037,0.003,92.782,-0.205,-0.555
'[14:50:11.694 01/03/1996]',0.048,0.037,0.003,92.782,-0.205,-0.555
'[14:50:11.696 01/03/1996]',0.052,0.037,0.003,91.955,-0.233,-0.557
'[14:50:11.698 01/03/1996]',0.057,0.037,0.003,91.955,-0.233,-0.557
'[14:50:11.700 01/03/1996]',0.059,0.037,0.003,91.955,-0.233,-0.557
'[14:50:11.702 01/03/1996]',0.062,0.037,0.003,91.955,-0.233,-0.557
'[14:50:11.704 01/03/1996]',0.065,0.074,0.003,91.203,-0.257,-0.558
'[14:50:11.706 01/03/1996]',0.068,0.092,0.003,91.203,-0.257,-0.558
'[14:50:11.708 01/03/1996]',0.070,0.092,0.003,91.203,-0.257,-0.558
'[14:50:11.710 01/03/1996]',0.072,0.092,0.003,91.203,-0.257,-0.558
'[14:50:11.712 01/03/1996]',0.073,0.074,0.003,90.451,-0.277,-0.559
'[14:50:11.714 01/03/1996]',0.075,0.074,0.003,90.451,-0.277,-0.559
'[14:50:11.716 01/03/1996]',0.077,0.074,0.003,90.451,-0.277,-0.559
'[14:50:11.718 01/03/1996]',0.080,0.074,0.003,90.451,-0.277,-0.559
'[14:50:11.720 01/03/1996]',0.082,0.092,0.003,89.624,-0.295,-0.560
'[14:50:11.722 01/03/1996]',0.083,0.092,0.003,89.624,-0.295,-0.560
'[14:50:11.724 01/03/1996]',0.084,0.092,0.003,89.624,-0.295,-0.560
'[14:50:11.726 01/03/1996]',0.085,0.092,-0.033,89.624,-0.295,-0.560
'[14:50:11.728 01/03/1996]',0.082,0.092,-0.033,88.947,-0.312,-0.561
'[14:50:11.730 01/03/1996]',0.078,0.074,-0.033,88.947,-0.312,-0.561
'[14:50:11.732 01/03/1996]',0.075,0.074,-0.033,88.947,-0.312,-0.561
'[14:50:11.734 01/03/1996]',0.072,0.074,-0.033,88.947,-0.312,-0.561
'[14:50:11.736 01/03/1996]',0.068,0.074,-0.033,88.120,-0.329,-0.563
'[14:50:11.738 01/03/1996]',0.065,0.074,-0.033,88.120,-0.329,-0.563
'[14:50:11.740 01/03/1996]',0.062,0.092,-0.033,88.120,-0.329,-0.563
'[14:50:11.742 01/03/1996]',0.058,0.092,-0.033,88.120,-0.329,-0.563
'[14:50:11.744 01/03/1996]',0.055,0.074,-0.033,87.293,-0.342,-0.565
'[14:50:11.746 01/03/1996]',0.052,0.056,-0.033,87.293,-0.342,-0.565
'[14:50:11.748 01/03/1996]',0.047,0.037,0.003,87.293,-0.342,-0.565
'[14:50:11.750 01/03/1996]',0.042,0.037,0.003,87.293,-0.342,-0.565
'[14:50:11.752 01/03/1996]',0.038,0.019,0.003,86.541,-0.357,-0.567
'[14:50:11.754 01/03/1996]',0.035,0.037,0.003,86.541,-0.357,-0.567
'[14:50:11.756 01/03/1996]',0.033,0.019,0.003,86.541,-0.357,-0.567
'[14:50:11.758 01/03/1996]',0.030,0.019,0.003,86.541,-0.357,-0.567
'[14:50:11.760 01/03/1996]',0.029,0.019,-0.033,85.639,-0.368,-0.570
'[14:50:11.762 01/03/1996]',0.028,0.002,-0.033,85.639,-0.368,-0.570
'[14:50:11.764 01/03/1996]',0.029,0.002,-0.033,85.639,-0.368,-0.570
'[14:50:11.766 01/03/1996]',0.030,0.002,0.003,85.639,-0.368,-0.570
'[14:50:11.768 01/03/1996]',0.030,0.002,0.003,84.812,-0.382,-0.572
'[14:50:11.770 01/03/1996]',0.030,0.002,-0.033,84.812,-0.382,-0.572
'[14:50:11.772 01/03/1996]',0.030,0.002,-0.033,84.812,-0.382,-0.572
'[14:50:11.774 01/03/1996]',0.030,0.019,-0.033,84.812,-0.382,-0.572
'[14:50:11.776 01/03/1996]',0.030,0.002,-0.033,83.985,-0.393,-0.575
'[14:50:11.778 01/03/1996]',0.030,0.002,-0.033,83.985,-0.393,-0.575
'[14:50:11.780 01/03/1996]',0.030,0.002,0.003,83.985,-0.393,-0.575
'[14:50:11.782 01/03/1996]',0.030,0.002,0.003,83.985,-0.393,-0.575
'[14:50:11.784 01/03/1996]',0.030,0.002,0.003,83.158,-0.404,-0.577
'[14:50:11.786 01/03/1996]',0.030,0.002,-0.033,83.158,-0.404,-0.577
'[14:50:11.788 01/03/1996]',0.030,0.002,-0.033,83.158,-0.404,-0.577
'[14:50:11.790 01/03/1996]',0.030,0.019,-0.033,83.158,-0.404,-0.577
'[14:50:11.792 01/03/1996]',0.029,0.002,0.003,82.331,-0.414,-0.579
'[14:50:11.794 01/03/1996]',0.028,0.002,0.003,82.331,-0.414,-0.579
'[14:50:11.796 01/03/1996]',0.028,0.002,0.003,82.331,-0.414,-0.579
'[14:50:11.798 01/03/1996]',0.027,0.002,0.003,82.331,-0.414,-0.579
'[14:50:11.800 01/03/1996]',0.030,0.002,0.003,81.579,-0.425,-0.581
'[14:50:11.802 01/03/1996]',0.033,0.002,0.003,81.579,-0.425,-0.581
'[14:50:11.804 01/03/1996]',0.046,0.002,0.003,81.579,-0.425,-0.581
'[14:50:11.806 01/03/1996]',0.058,0.019,0.003,81.579,-0.425,-0.581
'[14:50:11.808 01/03/1996]',0.082,0.037,0.038,80.752,-0.435,-0.583
'[14:50:11.810 01/03/1996]',0.105,0.056,0.003,80.752,-0.435,-0.583
'[14:50:11.812 01/03/1996]',0.140,0.074,-0.107,80.752,-0.435,-0.583
'[14:50:11.814 01/03/1996]',0.175,0.111,-0.290,80.752,-0.435,-0.583
'[14:50:11.816 01/03/1996]',0.221,0.129,-0.545,80.075,-0.444,-0.586
'[14:50:11.818 01/03/1996]',0.267,0.184,-0.802,80.075,-0.444,-0.586
'[14:50:11.820 01/03/1996]',0.317,0.239,-1.057,80.075,-0.444,-0.586
'[14:50:11.822 01/03/1996]',0.367,0.275,-1.313,80.075,-0.444,-0.586
'[14:50:11.824 01/03/1996]',0.417,0.348,-1.533,79.398,-0.454,-0.589
'[14:50:11.826 01/03/1996]',0.467,0.385,-1.752,79.398,-0.454,-0.589
'[14:50:11.828 01/03/1996]',0.511,0.422,-1.972,79.398,-0.454,-0.589
'[14:50:11.830 01/03/1996]',0.555,0.477,-2.190,79.398,-0.454,-0.589
'[14:50:11.832 01/03/1996]',0.593,0.513,-2.373,78.872,-0.462,-0.591
'[14:50:11.834 01/03/1996]',0.632,0.568,-2.593,78.872,-0.462,-0.591
'[14:50:11.836 01/03/1996]',0.662,0.604,-2.738,78.872,-0.462,-0.591
'[14:50:11.838 01/03/1996]',0.693,0.641,-2.848,78.872,-0.462,-0.591
'[14:50:11.840 01/03/1996]',0.717,0.696,-2.885,78.346,-0.470,-0.593
'[14:50:11.842 01/03/1996]',0.740,0.733,-2.922,78.346,-0.470,-0.593
'[14:50:11.844 01/03/1996]',0.757,0.769,-2.922,78.346,-0.470,-0.593
'[14:50:11.846 01/03/1996]',0.775,0.805,-2.885,78.346,-0.470,-0.593
'[14:50:11.848 01/03/1996]',0.786,0.805,-2.848,77.820,-0.478,-0.595
'[14:50:11.850 01/03/1996]',0.797,0.823,-2.812,77.820,-0.478,-0.595
'[14:50:11.852 01/03/1996]',0.800,0.842,-2.702,77.820,-0.478,-0.595
'[14:50:11.854 01/03/1996]',0.803,0.860,-2.665,77.820,-0.478,-0.595
'[14:50:11.856 01/03/1996]',0.800,0.878,-2.557,77.293,-0.486,-0.596
'[14:50:11.858 01/03/1996]',0.797,0.878,-2.447,77.293,-0.486,-0.596
'[14:50:11.860 01/03/1996]',0.788,0.878,-2.337,77.293,-0.486,-0.596
'[14:50:11.862 01/03/1996]',0.780,0.878,-2.227,77.293,-0.486,-0.596
'[14:50:11.864 01/03/1996]',0.767,0.878,-2.117,76.767,-0.493,-0.597
'[14:50:11.866 01/03/1996]',0.753,0.860,-2.045,76.767,-0.493,-0.597
'[14:50:11.868 01/03/1996]',0.735,0.860,-1.935,76.767,-0.493,-0.597
'[14:50:11.870 01/03/1996]',0.717,0.860,-1.862,76.767,-0.493,-0.597
'[14:50:11.872 01/03/1996]',0.693,0.860,-1.752,76.241,-0.500,-0.599
'[14:50:11.874 01/03/1996]',0.670,0.842,-1.642,76.241,-0.500,-0.599
'[14:50:11.876 01/03/1996]',0.642,0.805,-1.533,76.241,-0.500,-0.599
'[14:50:11.878 01/03/1996]',0.613,0.769,-1.387,76.241,-0.500,-0.599
'[14:50:11.880 01/03/1996]',0.579,0.733,-1.277,75.714,-0.504,-0.600
'[14:50:11.882 01/03/1996]',0.545,0.696,-1.167,75.714,-0.504,-0.600
'[14:50:11.884 01/03/1996]',0.507,0.677,-1.057,75.714,-0.504,-0.600
'[14:50:11.886 01/03/1996]',0.468,0.659,-0.948,75.714,-0.504,-0.600
'[14:50:11.888 01/03/1996]',0.423,0.641,-0.838,75.188,-0.509,-0.602
'[14:50:11.890 01/03/1996]',0.378,0.604,-0.728,75.188,-0.509,-0.602
'[14:50:11.892 01/03/1996]',0.328,0.568,-0.582,75.188,-0.509,-0.602
'[14:50:11.894 01/03/1996]',0.278,0.513,-0.473,75.188,-0.509,-0.602
'[14:50:11.896 01/03/1996]',0.228,0.422,-0.363,74.737,-0.513,-0.603
'[14:50:11.898 01/03/1996]',0.178,0.367,-0.253,74.737,-0.513,-0.603
'[14:50:11.900 01/03/1996]',0.133,0.312,-0.143,74.737,-0.513,-0.603
'[14:50:11.902 01/03/1996]',0.087,0.239,-0.070,74.737,-0.513,-0.603
'[14:50:11.904 01/03/1996]',0.050,0.184,0.003,74.286,-0.516,-0.605
'[14:50:11.906 01/03/1996]',0.013,0.111,0.075,74.286,-0.516,-0.605
'[14:50:11.908 01/03/1996]',-0.014,0.074,0.185,74.286,-0.516,-0.605
'[14:50:11.910 01/03/1996]',-0.042,0.002,0.258,74.286,-0.516,-0.605
'[14:50:11.912 01/03/1996]',-0.061,-0.035,0.332,73.910,-0.519,-0.608
'[14:50:11.914 01/03/1996]',-0.080,-0.072,0.368,73.910,-0.519,-0.608
'[14:50:11.916 01/03/1996]',-0.092,-0.090,0.442,73.910,-0.519,-0.608
'[14:50:11.918 01/03/1996]',-0.103,-0.108,0.478,73.910,-0.519,-0.608
'[14:50:11.920 01/03/1996]',-0.110,-0.127,0.515,73.534,-0.520,-0.610
'[14:50:11.922 01/03/1996]',-0.117,-0.127,0.550,73.534,-0.520,-0.610
'[14:50:11.924 01/03/1996]',-0.121,-0.127,0.550,73.534,-0.520,-0.610
'[14:50:11.926 01/03/1996]',-0.125,-0.145,0.587,73.534,-0.520,-0.610
'[14:50:11.928 01/03/1996]',-0.127,-0.163,0.587,73.083,-0.522,-0.613
'[14:50:11.930 01/03/1996]',-0.128,-0.182,0.587,73.083,-0.522,-0.613
'[14:50:11.932 01/03/1996]',-0.130,-0.182,0.623,73.083,-0.522,-0.613
'[14:50:11.934 01/03/1996]',-0.132,-0.182,0.623,73.083,-0.522,-0.613
'[14:50:11.936 01/03/1996]',-0.133,-0.182,0.623,72.707,-0.523,-0.615
'[14:50:11.938 01/03/1996]',-0.133,-0.163,0.623,72.707,-0.523,-0.615
'[14:50:11.940 01/03/1996]',-0.135,-0.163,0.623,72.707,-0.523,-0.615
'[14:50:11.942 01/03/1996]',-0.137,-0.182,0.623,72.707,-0.523,-0.615
'[14:50:11.944 01/03/1996]',-0.138,-0.182,0.623,72.256,-0.524,-0.617
'[14:50:11.946 01/03/1996]',-0.138,-0.200,0.623,72.256,-0.524,-0.617
'[14:50:11.948 01/03/1996]',-0.138,-0.200,0.623,72.256,-0.524,-0.617
'[14:50:11.950 01/03/1996]',-0.137,-0.200,0.623,72.256,-0.524,-0.617
'[14:50:11.952 01/03/1996]',-0.137,-0.200,0.623,71.880,-0.523,-0.618
'[14:50:11.954 01/03/1996]',-0.137,-0.182,0.623,71.880,-0.523,-0.618
'[14:50:11.956 01/03/1996]',-0.139,-0.163,0.623,71.880,-0.523,-0.618
'[14:50:11.958 01/03/1996]',-0.142,-0.182,0.623,71.880,-0.523,-0.618
'[14:50:11.960 01/03/1996]',-0.145,-0.182,0.660,71.429,-0.523,-0.620
'[14:50:11.962 01/03/1996]',-0.148,-0.200,0.660,71.429,-0.523,-0.620
'[14:50:11.964 01/03/1996]',-0.152,-0.200,0.660,71.429,-0.523,-0.620
'[14:50:11.966 01/03/1996]',-0.155,-0.200,0.660,71.429,-0.523,-0.620
'[14:50:11.968 01/03/1996]',-0.158,-0.200,0.660,71.053,-0.522,-0.621
'[14:50:11.970 01/03/1996]',-0.160,-0.200,0.660,71.053,-0.522,-0.621
'[14:50:11.972 01/03/1996]',-0.163,-0.182,0.660,71.053,-0.522,-0.621
'[14:50:11.974 01/03/1996]',-0.165,-0.182,0.660,71.053,-0.522,-0.621
'[14:50:11.976 01/03/1996]',-0.166,-0.182,0.697,70.677,-0.520,-0.621
'[14:50:11.978 01/03/1996]',-0.167,-0.200,0.697,70.677,-0.520,-0.621
'[14:50:11.980 01/03/1996]',-0.168,-0.218,0.697,70.677,-0.520,-0.621
'[14:50:11.982 01/03/1996]',-0.170,-0.218,0.697,70.677,-0.520,-0.621
'[14:50:11.984 01/03/1996]',-0.172,-0.218,0.697,70.376,-0.519,-0.622
'[14:50:11.986 01/03/1996]',-0.173,-0.218,0.697,70.376,-0.519,-0.622
'[14:50:11.988 01/03/1996]',-0.176,-0.200,0.733,70.376,-0.519,-0.622
'[14:50:11.990 01/03/1996]',-0.178,-0.200,0.733,70.376,-0.519,-0.622
'[14:50:11.992 01/03/1996]',-0.181,-0.200,0.770,70.301,-0.517,-0.622
