'Time and date','V','ABP','PLETH','RESP'
'[08:27:09.898 17/05/1995]',0.174,58.866,0.000,0.879
'[08:27:09.900 17/05/1995]',0.173,58.866,0.000,0.879
'[08:27:09.902 17/05/1995]',0.171,58.866,0.000,0.879
'[08:27:09.904 17/05/1995]',0.170,58.660,0.000,0.873
'[08:27:09.906 17/05/1995]',0.169,58.660,0.000,0.873
'[08:27:09.908 17/05/1995]',0.168,58.660,0.000,0.873
'[08:27:09.910 17/05/1995]',0.167,58.660,0.000,0.873
'[08:27:09.912 17/05/1995]',0.167,59.072,0.000,0.865
'[08:27:09.914 17/05/1995]',0.167,59.072,0.000,0.865
'[08:27:09.916 17/05/1995]',0.167,59.072,0.000,0.865
'[08:27:09.918 17/05/1995]',0.167,59.072,0.000,0.865
'[08:27:09.920 17/05/1995]',0.167,60.722,0.000,0.858
'[08:27:09.922 17/05/1995]',0.167,60.722,0.000,0.858
'[08:27:09.924 17/05/1995]',0.167,60.722,0.000,0.858
'[08:27:09.926 17/05/1995]',0.167,60.722,0.000,0.858
'[08:27:09.928 17/05/1995]',0.166,64.330,0.000,0.853
'[08:27:09.930 17/05/1995]',0.165,64.330,0.000,0.853
'[08:27:09.932 17/05/1995]',0.163,64.330,0.000,0.853
'[08:27:09.934 17/05/1995]',0.160,64.330,0.000,0.853
'[08:27:09.936 17/05/1995]',0.157,70.000,0.000,0.850
'[08:27:09.938 17/05/1995]',0.154,70.000,0.000,0.850
'[08:27:09.940 17/05/1995]',0.153,70.000,0.000,0.850
'[08:27:09.942 17/05/1995]',0.152,70.000,0.000,0.850
'[08:27:09.944 17/05/1995]',0.152,77.629,0.000,0.848
'[08:27:09.946 17/05/1995]',0.152,77.629,0.000,0.848
'[08:27:09.948 17/05/1995]',0.151,77.629,0.000,0.848
'[08:27:09.950 17/05/1995]',0.149,77.629,0.000,0.848
'[08:27:09.952 17/05/1995]',0.146,86.701,0.000,0.846
'[08:27:09.954 17/05/1995]',0.143,86.701,0.000,0.846
'[08:27:09.956 17/05/1995]',0.139,86.701,0.000,0.846
'[08:27:09.958 17/05/1995]',0.134,86.701,0.000,0.846
'[08:27:09.960 17/05/1995]',0.129,96.392,0.000,0.845
'[08:27:09.962 17/05/1995]',0.125,96.392,0.000,0.845
'[08:27:09.964 17/05/1995]',0.121,96.392,0.000,0.845
'[08:27:09.966 17/05/1995]',0.118,96.392,0.000,0.845
'[08:27:09.968 17/05/1995]',0.115,105.773,0.000,0.843
'[08:27:09.970 17/05/1995]',0.112,105.773,0.000,0.843
'[08:27:09.972 17/05/1995]',0.109,105.773,0.000,0.843
'[08:27:09.974 17/05/1995]',0.107,105.773,0.000,0.843
'[08:27:09.976 17/05/1995]',0.104,114.536,0.000,0.841
'[08:27:09.978 17/05/1995]',0.101,114.536,0.000,0.841
'[08:27:09.980 17/05/1995]',0.099,114.536,0.000,0.841
'[08:27:09.982 17/05/1995]',0.097,114.536,0.000,0.841
'[08:27:09.984 17/05/1995]',0.096,122.474,0.000,0.839
'[08:27:09.986 17/05/1995]',0.094,122.474,0.000,0.839
'[08:27:09.988 17/05/1995]',0.089,122.474,0.000,0.839
'[08:27:09.990 17/05/1995]',0.084,122.474,0.000,0.839
'[08:27:09.992 17/05/1995]',0.083,129.278,0.000,0.837
'[08:27:09.994 17/05/1995]',0.081,129.278,0.000,0.837
'[08:27:09.996 17/05/1995]',0.079,129.278,0.000,0.837
'[08:27:09.998 17/05/1995]',0.077,129.278,0.000,0.837
'[08:27:10.000 17/05/1995]',0.075,134.948,0.000,0.835
'[08:27:10.002 17/05/1995]',0.073,134.948,0.000,0.835
'[08:27:10.004 17/05/1995]',0.070,134.948,0.000,0.835
'[08:27:10.006 17/05/1995]',0.066,134.948,0.000,0.835
'[08:27:10.008 17/05/1995]',0.066,139.794,0.000,0.832
'[08:27:10.010 17/05/1995]',0.066,139.794,0.000,0.832
'[08:27:10.012 17/05/1995]',0.066,139.794,0.000,0.832
'[08:27:10.014 17/05/1995]',0.066,139.794,0.000,0.832
'[08:27:10.016 17/05/1995]',0.066,143.608,0.000,0.830
'[08:27:10.018 17/05/1995]',0.066,143.608,0.000,0.830
'[08:27:10.020 17/05/1995]',0.065,143.608,0.000,0.830
'[08:27:10.022 17/05/1995]',0.064,143.608,0.000,0.830
'[08:27:10.024 17/05/1995]',0.062,146.495,0.000,0.826
'[08:27:10.026 17/05/1995]',0.061,146.495,0.000,0.826
'[08:27:10.028 17/05/1995]',0.059,146.495,0.000,0.826
'[08:27:10.030 17/05/1995]',0.057,146.495,0.000,0.826
'[08:27:10.032 17/05/1995]',0.055,148.454,0.000,0.822
'[08:27:10.034 17/05/1995]',0.053,148.454,0.000,0.822
'[08:27:10.036 17/05/1995]',0.054,148.454,0.000,0.822
'[08:27:10.038 17/05/1995]',0.055,148.454,0.000,0.822
'[08:27:10.040 17/05/1995]',0.057,149.691,0.000,0.818
'[08:27:10.042 17/05/1995]',0.059,149.691,0.000,0.818
'[08:27:10.044 17/05/1995]',0.060,149.691,0.000,0.818
'[08:27:10.046 17/05/1995]',0.061,149.691,0.000,0.818
'[08:27:10.048 17/05/1995]',0.060,150.309,0.000,0.812
'[08:27:10.050 17/05/1995]',0.059,150.309,0.000,0.812
'[08:27:10.052 17/05/1995]',0.055,150.309,0.000,0.812
'[08:27:10.054 17/05/1995]',0.051,150.309,0.000,0.812
'[08:27:10.056 17/05/1995]',0.050,150.206,0.000,0.805
'[08:27:10.058 17/05/1995]',0.048,150.206,0.000,0.805
'[08:27:10.060 17/05/1995]',0.047,150.206,0.000,0.805
'[08:27:10.062 17/05/1995]',0.046,150.206,0.000,0.805
'[08:27:10.064 17/05/1995]',0.046,149.588,0.000,0.797
'[08:27:10.066 17/05/1995]',0.046,149.588,0.000,0.797
'[08:27:10.068 17/05/1995]',0.045,149.588,0.000,0.797
'[08:27:10.070 17/05/1995]',0.044,149.588,0.000,0.797
'[08:27:10.072 17/05/1995]',0.042,148.247,0.000,0.787
'[08:27:10.074 17/05/1995]',0.040,148.247,0.000,0.787
'[08:27:10.076 17/05/1995]',0.039,148.247,0.000,0.787
'[08:27:10.078 17/05/1995]',0.039,148.247,0.000,0.787
'[08:27:10.080 17/05/1995]',0.037,146.495,0.000,0.777
'[08:27:10.082 17/05/1995]',0.035,146.495,0.000,0.777
'[08:27:10.084 17/05/1995]',0.032,146.495,0.000,0.777
'[08:27:10.086 17/05/1995]',0.029,146.495,0.000,0.777
'[08:27:10.088 17/05/1995]',0.028,144.330,0.000,0.767
'[08:27:10.090 17/05/1995]',0.028,144.330,0.000,0.767
'[08:27:10.092 17/05/1995]',0.027,144.330,0.000,0.767
'[08:27:10.094 17/05/1995]',0.026,144.330,0.000,0.767
'[08:27:10.096 17/05/1995]',0.027,141.649,0.000,0.756
'[08:27:10.098 17/05/1995]',0.028,141.649,0.000,0.756
'[08:27:10.100 17/05/1995]',0.029,141.649,0.000,0.756
'[08:27:10.102 17/05/1995]',0.031,141.649,0.000,0.756
'[08:27:10.104 17/05/1995]',0.034,138.660,0.000,0.746
'[08:27:10.106 17/05/1995]',0.037,138.660,0.000,0.746
'[08:27:10.108 17/05/1995]',0.039,138.660,0.000,0.746
'[08:27:10.110 17/05/1995]',0.040,138.660,0.000,0.746
'[08:27:10.112 17/05/1995]',0.043,135.258,0.000,0.735
'[08:27:10.114 17/05/1995]',0.046,135.258,0.000,0.735
'[08:27:10.116 17/05/1995]',0.047,135.258,0.000,0.735
'[08:27:10.118 17/05/1995]',0.048,135.258,0.000,0.735
'[08:27:10.120 17/05/1995]',0.047,131.340,0.000,0.724
'[08:27:10.122 17/05/1995]',0.046,131.340,0.000,0.724
'[08:27:10.124 17/05/1995]',0.046,131.340,0.000,0.724
'[08:27:10.126 17/05/1995]',0.046,131.340,0.000,0.724
'[08:27:10.128 17/05/1995]',0.046,127.113,0.000,0.712
'[08:27:10.130 17/05/1995]',0.046,127.113,0.000,0.712
'[08:27:10.132 17/05/1995]',0.047,127.113,0.000,0.712
'[08:27:10.134 17/05/1995]',0.048,127.113,0.000,0.712
'[08:27:10.136 17/05/1995]',0.051,122.474,0.000,0.701
'[08:27:10.138 17/05/1995]',0.053,122.474,0.000,0.701
'[08:27:10.140 17/05/1995]',0.056,122.474,0.000,0.701
'[08:27:10.142 17/05/1995]',0.059,122.474,0.000,0.701
'[08:27:10.144 17/05/1995]',0.060,117.526,0.000,0.689
'[08:27:10.146 17/05/1995]',0.061,117.526,0.000,0.689
'[08:27:10.148 17/05/1995]',0.062,117.526,0.000,0.689
'[08:27:10.150 17/05/1995]',0.062,117.526,0.000,0.689
'[08:27:10.152 17/05/1995]',0.063,112.371,0.000,0.677
'[08:27:10.154 17/05/1995]',0.064,112.371,0.000,0.677
'[08:27:10.156 17/05/1995]',0.065,112.371,0.000,0.677
'[08:27:10.158 17/05/1995]',0.066,112.371,0.000,0.677
'[08:27:10.160 17/05/1995]',0.066,107.320,0.000,0.665
'[08:27:10.162 17/05/1995]',0.066,107.320,0.000,0.665
'[08:27:10.164 17/05/1995]',0.066,107.320,0.000,0.665
'[08:27:10.166 17/05/1995]',0.066,107.320,0.000,0.665
'[08:27:10.168 17/05/1995]',0.066,102.371,0.000,0.653
'[08:27:10.170 17/05/1995]',0.066,102.371,0.000,0.653
'[08:27:10.172 17/05/1995]',0.065,102.371,0.000,0.653
'[08:27:10.174 17/05/1995]',0.064,102.371,0.000,0.653
'[08:27:10.176 17/05/1995]',0.062,97.835,0.000,0.642
'[08:27:10.178 17/05/1995]',0.061,97.835,0.000,0.642
'[08:27:10.180 17/05/1995]',0.060,97.835,0.000,0.642
'[08:27:10.182 17/05/1995]',0.059,97.835,0.000,0.642
'[08:27:10.184 17/05/1995]',0.059,93.814,0.000,0.631
'[08:27:10.186 17/05/1995]',0.059,93.814,0.000,0.631
'[08:27:10.188 17/05/1995]',0.060,93.814,0.000,0.631
'[08:27:10.190 17/05/1995]',0.061,93.814,0.000,0.631
'[08:27:10.192 17/05/1995]',0.060,90.309,0.000,0.621
'[08:27:10.194 17/05/1995]',0.059,90.309,0.000,0.621
'[08:27:10.196 17/05/1995]',0.056,90.309,0.000,0.621
'[08:27:10.198 17/05/1995]',0.053,90.309,0.000,0.621
'[08:27:10.200 17/05/1995]',0.052,87.320,0.000,0.611
'[08:27:10.202 17/05/1995]',0.051,87.320,0.000,0.611
'[08:27:10.204 17/05/1995]',0.050,87.320,0.000,0.611
'[08:27:10.206 17/05/1995]',0.048,87.320,0.000,0.611
'[08:27:10.208 17/05/1995]',0.047,84.742,0.000,0.601
'[08:27:10.210 17/05/1995]',0.046,84.742,0.000,0.601
'[08:27:10.212 17/05/1995]',0.046,84.742,0.000,0.601
'[08:27:10.214 17/05/1995]',0.046,84.742,0.000,0.601
'[08:27:10.216 17/05/1995]',0.046,82.680,0.000,0.592
'[08:27:10.218 17/05/1995]',0.046,82.680,0.000,0.592
'[08:27:10.220 17/05/1995]',0.046,82.680,0.000,0.592
'[08:27:10.222 17/05/1995]',0.046,82.680,0.000,0.592
'[08:27:10.224 17/05/1995]',0.046,80.928,0.000,0.583
'[08:27:10.226 17/05/1995]',0.046,80.928,0.000,0.583
'[08:27:10.228 17/05/1995]',0.046,80.928,0.000,0.583
'[08:27:10.230 17/05/1995]',0.046,80.928,0.000,0.583
'[08:27:10.232 17/05/1995]',0.045,79.588,0.000,0.574
'[08:27:10.234 17/05/1995]',0.044,79.588,0.000,0.574
'[08:27:10.236 17/05/1995]',0.042,79.588,0.000,0.574
'[08:27:10.238 17/05/1995]',0.040,79.588,0.000,0.574
'[08:27:10.240 17/05/1995]',0.039,78.351,0.000,0.565
'[08:27:10.242 17/05/1995]',0.039,78.351,0.000,0.565
'[08:27:10.244 17/05/1995]',0.037,78.351,0.000,0.565
'[08:27:10.246 17/05/1995]',0.035,78.351,0.000,0.565
'[08:27:10.248 17/05/1995]',0.032,77.320,0.000,0.556
'[08:27:10.250 17/05/1995]',0.029,77.320,0.000,0.556
'[08:27:10.252 17/05/1995]',0.028,77.320,0.000,0.556
'[08:27:10.254 17/05/1995]',0.028,77.320,0.000,0.556
'[08:27:10.256 17/05/1995]',0.027,76.495,0.000,0.548
'[08:27:10.258 17/05/1995]',0.026,76.495,0.000,0.548
'[08:27:10.260 17/05/1995]',0.025,76.495,0.000,0.548
'[08:27:10.262 17/05/1995]',0.024,76.495,0.000,0.548
'[08:27:10.264 17/05/1995]',0.021,75.773,0.000,0.540
'[08:27:10.266 17/05/1995]',0.018,75.773,0.000,0.540
'[08:27:10.268 17/05/1995]',0.014,75.773,0.000,0.540
'[08:27:10.270 17/05/1995]',0.009,75.773,0.000,0.540
'[08:27:10.272 17/05/1995]',0.002,75.155,0.000,0.531
'[08:27:10.274 17/05/1995]',-0.006,75.155,0.000,0.531
'[08:27:10.276 17/05/1995]',-0.014,75.155,0.000,0.531
'[08:27:10.278 17/05/1995]',-0.022,75.155,0.000,0.531
'[08:27:10.280 17/05/1995]',-0.029,74.639,0.000,0.522
'[08:27:10.282 17/05/1995]',-0.037,74.639,0.000,0.522
'[08:27:10.284 17/05/1995]',-0.040,74.639,0.000,0.522
'[08:27:10.286 17/05/1995]',-0.044,74.639,0.000,0.522
'[08:27:10.288 17/05/1995]',-0.046,74.124,0.000,0.511
'[08:27:10.290 17/05/1995]',-0.048,74.124,0.000,0.511
'[08:27:10.292 17/05/1995]',-0.047,74.124,0.000,0.511
'[08:27:10.294 17/05/1995]',-0.046,74.124,0.000,0.511
'[08:27:10.296 17/05/1995]',-0.043,73.608,0.000,0.500
'[08:27:10.298 17/05/1995]',-0.040,73.608,0.000,0.500
'[08:27:10.300 17/05/1995]',-0.037,73.608,0.000,0.500
'[08:27:10.302 17/05/1995]',-0.033,73.608,0.000,0.500
'[08:27:10.304 17/05/1995]',-0.028,73.093,0.000,0.488
'[08:27:10.306 17/05/1995]',-0.024,73.093,0.000,0.488
'[08:27:10.308 17/05/1995]',-0.017,73.093,0.000,0.488
'[08:27:10.310 17/05/1995]',-0.009,73.093,0.000,0.488
'[08:27:10.312 17/05/1995]',-0.001,72.680,0.000,0.477
'[08:27:10.314 17/05/1995]',0.007,72.680,0.000,0.477
'[08:27:10.316 17/05/1995]',0.016,72.680,0.000,0.477
'[08:27:10.318 17/05/1995]',0.024,72.680,0.000,0.477
'[08:27:10.320 17/05/1995]',0.029,72.268,0.000,0.467
'[08:27:10.322 17/05/1995]',0.035,72.268,0.000,0.467
'[08:27:10.324 17/05/1995]',0.039,72.268,0.000,0.467
'[08:27:10.326 17/05/1995]',0.042,72.268,0.000,0.467
'[08:27:10.328 17/05/1995]',0.046,71.856,0.000,0.457
'[08:27:10.330 17/05/1995]',0.050,71.856,0.000,0.457
'[08:27:10.332 17/05/1995]',0.054,71.856,0.000,0.457
'[08:27:10.334 17/05/1995]',0.059,71.856,0.000,0.457
'[08:27:10.336 17/05/1995]',0.061,71.443,0.000,0.448
'[08:27:10.338 17/05/1995]',0.062,71.443,0.000,0.448
'[08:27:10.340 17/05/1995]',0.063,71.443,0.000,0.448
'[08:27:10.342 17/05/1995]',0.064,71.443,0.000,0.448
'[08:27:10.344 17/05/1995]',0.063,70.928,0.000,0.441
'[08:27:10.346 17/05/1995]',0.062,70.928,0.000,0.441
'[08:27:10.348 17/05/1995]',0.062,70.928,0.000,0.441
'[08:27:10.350 17/05/1995]',0.062,70.928,0.000,0.441
'[08:27:10.352 17/05/1995]',0.062,70.309,0.000,0.434
'[08:27:10.354 17/05/1995]',0.062,70.309,0.000,0.434
'[08:27:10.356 17/05/1995]',0.063,70.309,0.000,0.434
'[08:27:10.358 17/05/1995]',0.064,70.309,0.000,0.434
'[08:27:10.360 17/05/1995]',0.065,69.691,0.000,0.429
'[08:27:10.362 17/05/1995]',0.066,69.691,0.000,0.429
'[08:27:10.364 17/05/1995]',0.066,69.691,0.000,0.429
'[08:27:10.366 17/05/1995]',0.066,69.691,0.000,0.429
'[08:27:10.368 17/05/1995]',0.066,69.072,0.000,0.425
'[08:27:10.370 17/05/1995]',0.066,69.072,0.000,0.425
'[08:27:10.372 17/05/1995]',0.067,69.072,0.000,0.425
'[08:27:10.374 17/05/1995]',0.068,69.072,0.000,0.425
'[08:27:10.376 17/05/1995]',0.072,68.454,0.000,0.422
'[08:27:10.378 17/05/1995]',0.075,68.454,0.000,0.422
'[08:27:10.380 17/05/1995]',0.080,68.454,0.000,0.422
'[08:27:10.382 17/05/1995]',0.084,68.454,0.000,0.422
'[08:27:10.384 17/05/1995]',0.093,67.938,0.000,0.420
'[08:27:10.386 17/05/1995]',0.101,67.938,0.000,0.420
'[08:27:10.388 17/05/1995]',0.107,67.938,0.000,0.420
'[08:27:10.390 17/05/1995]',0.114,67.938,0.000,0.420
'[08:27:10.392 17/05/1995]',0.107,67.320,0.000,0.418
'[08:27:10.394 17/05/1995]',0.101,67.320,0.000,0.418
'[08:27:10.396 17/05/1995]',0.069,67.320,0.000,0.418
'[08:27:10.398 17/05/1995]',0.037,67.320,0.000,0.418
'[08:27:10.400 17/05/1995]',-0.029,66.804,0.000,0.417
'[08:27:10.402 17/05/1995]',-0.096,66.804,0.000,0.417
'[08:27:10.404 17/05/1995]',-0.199,66.804,0.000,0.417
'[08:27:10.406 17/05/1995]',-0.303,66.804,0.000,0.417
'[08:27:10.408 17/05/1995]',-0.435,66.289,0.000,0.417
'[08:27:10.410 17/05/1995]',-0.567,66.289,0.000,0.417
'[08:27:10.412 17/05/1995]',-0.708,66.289,0.000,0.417
'[08:27:10.414 17/05/1995]',-0.848,66.289,0.000,0.417
'[08:27:10.416 17/05/1995]',-0.966,65.773,0.000,0.417
'[08:27:10.418 17/05/1995]',-1.084,65.773,0.000,0.417
'[08:27:10.420 17/05/1995]',-1.147,65.773,0.000,0.417
'[08:27:10.422 17/05/1995]',-1.210,65.773,0.000,0.417
'[08:27:10.424 17/05/1995]',-1.200,65.258,0.000,0.417
'[08:27:10.426 17/05/1995]',-1.190,65.258,0.000,0.417
'[08:27:10.428 17/05/1995]',-1.114,65.258,0.000,0.417
'[08:27:10.430 17/05/1995]',-1.038,65.258,0.000,0.417
'[08:27:10.432 17/05/1995]',-0.921,64.845,0.000,0.417
'[08:27:10.434 17/05/1995]',-0.804,64.845,0.000,0.417
'[08:27:10.436 17/05/1995]',-0.680,64.845,0.000,0.417
'[08:27:10.438 17/05/1995]',-0.555,64.845,0.000,0.417
'[08:27:10.440 17/05/1995]',-0.444,64.433,0.000,0.416
'[08:27:10.442 17/05/1995]',-0.334,64.433,0.000,0.416
'[08:27:10.444 17/05/1995]',-0.249,64.433,0.000,0.416
'[08:27:10.446 17/05/1995]',-0.163,64.433,0.000,0.416
'[08:27:10.448 17/05/1995]',-0.103,63.918,0.000,0.414
'[08:27:10.450 17/05/1995]',-0.042,63.918,0.000,0.414
'[08:27:10.452 17/05/1995]',0.001,63.918,0.000,0.414
'[08:27:10.454 17/05/1995]',0.044,63.918,0.000,0.414
'[08:27:10.456 17/05/1995]',0.074,63.402,0.000,0.411
'[08:27:10.458 17/05/1995]',0.105,63.402,0.000,0.411
'[08:27:10.460 17/05/1995]',0.126,63.402,0.000,0.411
'[08:27:10.462 17/05/1995]',0.147,63.402,0.000,0.411
'[08:27:10.464 17/05/1995]',0.157,62.887,0.000,0.407
'[08:27:10.466 17/05/1995]',0.167,62.887,0.000,0.407
'[08:27:10.468 17/05/1995]',0.174,62.887,0.000,0.407
'[08:27:10.470 17/05/1995]',0.182,62.887,0.000,0.407
'[08:27:10.472 17/05/1995]',0.187,62.474,0.000,0.400
'[08:27:10.474 17/05/1995]',0.193,62.474,0.000,0.400
'[08:27:10.476 17/05/1995]',0.197,62.474,0.000,0.400
'[08:27:10.478 17/05/1995]',0.200,62.474,0.000,0.400
'[08:27:10.480 17/05/1995]',0.202,61.959,0.000,0.391
'[08:27:10.482 17/05/1995]',0.204,61.959,0.000,0.391
'[08:27:10.484 17/05/1995]',0.205,61.959,0.000,0.391
'[08:27:10.486 17/05/1995]',0.206,61.959,0.000,0.391
'[08:27:10.488 17/05/1995]',0.207,61.443,0.000,0.380
'[08:27:10.490 17/05/1995]',0.208,61.443,0.000,0.380
'[08:27:10.492 17/05/1995]',0.208,61.443,0.000,0.380
'[08:27:10.494 17/05/1995]',0.209,61.443,0.000,0.380
'[08:27:10.496 17/05/1995]',0.208,60.928,0.000,0.367
'[08:27:10.498 17/05/1995]',0.208,60.928,0.000,0.367
'[08:27:10.500 17/05/1995]',0.207,60.928,0.000,0.367
'[08:27:10.502 17/05/1995]',0.206,60.928,0.000,0.367
'[08:27:10.504 17/05/1995]',0.203,60.412,0.000,0.351
'[08:27:10.506 17/05/1995]',0.200,60.412,0.000,0.351
'[08:27:10.508 17/05/1995]',0.197,60.412,0.000,0.351
'[08:27:10.510 17/05/1995]',0.195,60.412,0.000,0.351
'[08:27:10.512 17/05/1995]',0.193,59.897,0.000,0.334
'[08:27:10.514 17/05/1995]',0.191,59.897,0.000,0.334
'[08:27:10.516 17/05/1995]',0.189,59.897,0.000,0.334
'[08:27:10.518 17/05/1995]',0.187,59.897,0.000,0.334
'[08:27:10.520 17/05/1995]',0.187,59.278,0.000,0.314
'[08:27:10.522 17/05/1995]',0.187,59.278,0.000,0.314
'[08:27:10.524 17/05/1995]',0.186,59.278,0.000,0.314
'[08:27:10.526 17/05/1995]',0.185,59.278,0.000,0.314
'[08:27:10.528 17/05/1995]',0.184,58.763,0.000,0.292
'[08:27:10.530 17/05/1995]',0.182,58.763,0.000,0.292
'[08:27:10.532 17/05/1995]',0.181,58.763,0.000,0.292
'[08:27:10.534 17/05/1995]',0.180,58.763,0.000,0.292
'[08:27:10.536 17/05/1995]',0.179,58.247,0.000,0.269
'[08:27:10.538 17/05/1995]',0.178,58.247,0.000,0.269
'[08:27:10.540 17/05/1995]',0.176,58.247,0.000,0.269
'[08:27:10.542 17/05/1995]',0.174,58.247,0.000,0.269
'[08:27:10.544 17/05/1995]',0.173,57.835,0.000,0.243
'[08:27:10.546 17/05/1995]',0.171,57.835,0.000,0.243
'[08:27:10.548 17/05/1995]',0.170,57.835,0.000,0.243
'[08:27:10.550 17/05/1995]',0.169,57.835,0.000,0.243
'[08:27:10.552 17/05/1995]',0.168,57.526,0.000,0.216
'[08:27:10.554 17/05/1995]',0.167,57.526,0.000,0.216
'[08:27:10.556 17/05/1995]',0.167,57.526,0.000,0.216
'[08:27:10.558 17/05/1995]',0.167,57.526,0.000,0.216
'[08:27:10.560 17/05/1995]',0.167,57.732,0.000,0.189
'[08:27:10.562 17/05/1995]',0.167,57.732,0.000,0.189
'[08:27:10.564 17/05/1995]',0.167,57.732,0.000,0.189
'[08:27:10.566 17/05/1995]',0.167,57.732,0.000,0.189
'[08:27:10.568 17/05/1995]',0.166,59.072,0.000,0.162
'[08:27:10.570 17/05/1995]',0.165,59.072,0.000,0.162
'[08:27:10.572 17/05/1995]',0.163,59.072,0.000,0.162
'[08:27:10.574 17/05/1995]',0.162,59.072,0.000,0.162
'[08:27:10.576 17/05/1995]',0.160,62.165,0.000,0.136
'[08:27:10.578 17/05/1995]',0.158,62.165,0.000,0.136
'[08:27:10.580 17/05/1995]',0.156,62.165,0.000,0.136
'[08:27:10.582 17/05/1995]',0.154,62.165,0.000,0.136
'[08:27:10.584 17/05/1995]',0.151,67.320,0.000,0.110
'[08:27:10.586 17/05/1995]',0.147,67.320,0.000,0.110
'[08:27:10.588 17/05/1995]',0.146,67.320,0.000,0.110
'[08:27:10.590 17/05/1995]',0.145,67.320,0.000,0.110
'[08:27:10.592 17/05/1995]',0.142,74.433,0.000,0.085
'[08:27:10.594 17/05/1995]',0.140,74.433,0.000,0.085
'[08:27:10.596 17/05/1995]',0.136,74.433,0.000,0.085
'[08:27:10.598 17/05/1995]',0.132,74.433,0.000,0.085
'[08:27:10.600 17/05/1995]',0.129,82.990,0.000,0.061
'[08:27:10.602 17/05/1995]',0.125,82.990,0.000,0.061
'[08:27:10.604 17/05/1995]',0.123,82.990,0.000,0.061
'[08:27:10.606 17/05/1995]',0.121,82.990,0.000,0.061
'[08:27:10.608 17/05/1995]',0.119,92.371,0.000,0.038
'[08:27:10.610 17/05/1995]',0.118,92.371,0.000,0.038
'[08:27:10.612 17/05/1995]',0.115,92.371,0.000,0.038
'[08:27:10.614 17/05/1995]',0.112,92.371,0.000,0.038
'[08:27:10.616 17/05/1995]',0.109,101.753,0.000,0.015
'[08:27:10.618 17/05/1995]',0.107,101.753,0.000,0.015
'[08:27:10.620 17/05/1995]',0.104,101.753,0.000,0.015
'[08:27:10.622 17/05/1995]',0.101,101.753,0.000,0.015
'[08:27:10.624 17/05/1995]',0.099,110.619,0.000,-0.005
'[08:27:10.626 17/05/1995]',0.097,110.619,0.000,-0.005
'[08:27:10.628 17/05/1995]',0.096,110.619,0.000,-0.005
'[08:27:10.630 17/05/1995]',0.094,110.619,0.000,-0.005
'[08:27:10.632 17/05/1995]',0.089,118.660,0.000,-0.025
'[08:27:10.634 17/05/1995]',0.084,118.660,0.000,-0.025
'[08:27:10.636 17/05/1995]',0.082,118.660,0.000,-0.025
'[08:27:10.638 17/05/1995]',0.079,118.660,0.000,-0.025
'[08:27:10.640 17/05/1995]',0.076,125.773,0.000,-0.044
'[08:27:10.642 17/05/1995]',0.073,125.773,0.000,-0.044
'[08:27:10.644 17/05/1995]',0.072,125.773,0.000,-0.044
'[08:27:10.646 17/05/1995]',0.070,125.773,0.000,-0.044
'[08:27:10.648 17/05/1995]',0.069,131.753,0.000,-0.062
'[08:27:10.650 17/05/1995]',0.068,131.753,0.000,-0.062
'[08:27:10.652 17/05/1995]',0.066,131.753,0.000,-0.062
'[08:27:10.654 17/05/1995]',0.064,131.753,0.000,-0.062
'[08:27:10.656 17/05/1995]',0.062,136.804,0.000,-0.080
'[08:27:10.658 17/05/1995]',0.061,136.804,0.000,-0.080
'[08:27:10.660 17/05/1995]',0.059,136.804,0.000,-0.080
'[08:27:10.662 17/05/1995]',0.057,136.804,0.000,-0.080
'[08:27:10.664 17/05/1995]',0.054,140.825,0.000,-0.098
'[08:27:10.666 17/05/1995]',0.051,140.825,0.000,-0.098
'[08:27:10.668 17/05/1995]',0.050,140.825,0.000,-0.098
'[08:27:10.670 17/05/1995]',0.048,140.825,0.000,-0.098
'[08:27:10.672 17/05/1995]',0.047,143.918,0.000,-0.115
'[08:27:10.674 17/05/1995]',0.046,143.918,0.000,-0.115
'[08:27:10.676 17/05/1995]',0.046,143.918,0.000,-0.115
'[08:27:10.678 17/05/1995]',0.046,143.918,0.000,-0.115
'[08:27:10.680 17/05/1995]',0.046,146.082,0.000,-0.132
'[08:27:10.682 17/05/1995]',0.046,146.082,0.000,-0.132
'[08:27:10.684 17/05/1995]',0.046,146.082,0.000,-0.132
'[08:27:10.686 17/05/1995]',0.046,146.082,0.000,-0.132
'[08:27:10.688 17/05/1995]',0.046,147.526,0.000,-0.147
'[08:27:10.690 17/05/1995]',0.046,147.526,0.000,-0.147
'[08:27:10.692 17/05/1995]',0.046,147.526,0.000,-0.147
'[08:27:10.694 17/05/1995]',0.046,147.526,0.000,-0.147
'[08:27:10.696 17/05/1995]',0.046,148.144,0.000,-0.162
'[08:27:10.698 17/05/1995]',0.046,148.144,0.000,-0.162
'[08:27:10.700 17/05/1995]',0.046,148.144,0.000,-0.162
'[08:27:10.702 17/05/1995]',0.046,148.144,0.000,-0.162
'[08:27:10.704 17/05/1995]',0.045,148.144,0.000,-0.174
'[08:27:10.706 17/05/1995]',0.044,148.144,0.000,-0.174
'[08:27:10.708 17/05/1995]',0.042,148.144,0.000,-0.174
'[08:27:10.710 17/05/1995]',0.040,148.144,0.000,-0.174
'[08:27:10.712 17/05/1995]',0.039,147.423,0.000,-0.185
