'Time and date','III','MCL1'
'[09:33:18.080 04/12/1995]',-0.039,0.370
'[09:33:18.082 04/12/1995]',-0.039,0.370
'[09:33:18.084 04/12/1995]',-0.039,0.370
'[09:33:18.086 04/12/1995]',-0.038,0.370
'[09:33:18.088 04/12/1995]',-0.038,0.370
'[09:33:18.090 04/12/1995]',-0.037,0.370
'[09:33:18.092 04/12/1995]',-0.036,0.370
'[09:33:18.094 04/12/1995]',-0.035,0.370
'[09:33:18.096 04/12/1995]',-0.034,0.370
'[09:33:18.098 04/12/1995]',-0.034,0.336
'[09:33:18.100 04/12/1995]',-0.033,0.336
'[09:33:18.102 04/12/1995]',-0.032,0.336
'[09:33:18.104 04/12/1995]',-0.032,0.336
'[09:33:18.106 04/12/1995]',-0.031,0.336
'[09:33:18.108 04/12/1995]',-0.030,0.303
'[09:33:18.110 04/12/1995]',-0.030,0.303
'[09:33:18.112 04/12/1995]',-0.030,0.303
'[09:33:18.114 04/12/1995]',-0.030,0.303
'[09:33:18.116 04/12/1995]',-0.029,0.269
'[09:33:18.118 04/12/1995]',-0.028,0.269
'[09:33:18.120 04/12/1995]',-0.026,0.269
'[09:33:18.122 04/12/1995]',-0.024,0.236
'[09:33:18.124 04/12/1995]',-0.023,0.236
'[09:33:18.126 04/12/1995]',-0.022,0.236
'[09:33:18.128 04/12/1995]',-0.022,0.236
'[09:33:18.130 04/12/1995]',-0.022,0.202
'[09:33:18.132 04/12/1995]',-0.023,0.202
'[09:33:18.134 04/12/1995]',-0.024,0.202
'[09:33:18.136 04/12/1995]',-0.026,0.169
'[09:33:18.138 04/12/1995]',-0.027,0.169
'[09:33:18.140 04/12/1995]',-0.029,0.169
'[09:33:18.142 04/12/1995]',-0.030,0.135
'[09:33:18.144 04/12/1995]',-0.030,0.135
'[09:33:18.146 04/12/1995]',-0.031,0.102
'[09:33:18.148 04/12/1995]',-0.031,0.102
'[09:33:18.150 04/12/1995]',-0.031,0.102
'[09:33:18.152 04/12/1995]',-0.032,0.102
'[09:33:18.154 04/12/1995]',-0.032,0.068
'[09:33:18.156 04/12/1995]',-0.032,0.068
'[09:33:18.158 04/12/1995]',-0.032,0.068
'[09:33:18.160 04/12/1995]',-0.032,0.035
'[09:33:18.162 04/12/1995]',-0.032,0.068
'[09:33:18.164 04/12/1995]',-0.033,0.035
'[09:33:18.166 04/12/1995]',-0.034,0.035
'[09:33:18.168 04/12/1995]',-0.035,0.035
'[09:33:18.170 04/12/1995]',-0.037,0.035
'[09:33:18.172 04/12/1995]',-0.038,0.035
'[09:33:18.174 04/12/1995]',-0.040,0.035
'[09:33:18.176 04/12/1995]',-0.040,0.003
'[09:33:18.178 04/12/1995]',-0.041,0.003
'[09:33:18.180 04/12/1995]',-0.041,0.003
'[09:33:18.182 04/12/1995]',-0.041,0.003
'[09:33:18.184 04/12/1995]',-0.041,0.003
'[09:33:18.186 04/12/1995]',-0.041,0.003
'[09:33:18.188 04/12/1995]',-0.042,0.003
'[09:33:18.190 04/12/1995]',-0.042,0.003
'[09:33:18.192 04/12/1995]',-0.043,0.003
'[09:33:18.194 04/12/1995]',-0.044,0.003
'[09:33:18.196 04/12/1995]',-0.046,0.003
'[09:33:18.198 04/12/1995]',-0.048,0.003
'[09:33:18.200 04/12/1995]',-0.050,0.003
'[09:33:18.202 04/12/1995]',-0.052,0.003
'[09:33:18.204 04/12/1995]',-0.052,0.003
'[09:33:18.206 04/12/1995]',-0.053,0.003
'[09:33:18.208 04/12/1995]',-0.052,0.003
'[09:33:18.210 04/12/1995]',-0.051,0.003
'[09:33:18.212 04/12/1995]',-0.051,0.003
'[09:33:18.214 04/12/1995]',-0.051,0.003
'[09:33:18.216 04/12/1995]',-0.051,0.003
'[09:33:18.218 04/12/1995]',-0.051,0.003
'[09:33:18.220 04/12/1995]',-0.052,0.003
'[09:33:18.222 04/12/1995]',-0.053,0.003
'[09:33:18.224 04/12/1995]',-0.054,0.003
'[09:33:18.226 04/12/1995]',-0.055,0.003
'[09:33:18.228 04/12/1995]',-0.056,0.003
'[09:33:18.230 04/12/1995]',-0.056,0.003
'[09:33:18.232 04/12/1995]',-0.056,0.003
'[09:33:18.234 04/12/1995]',-0.056,0.003
'[09:33:18.236 04/12/1995]',-0.056,0.003
'[09:33:18.238 04/12/1995]',-0.055,0.003
'[09:33:18.240 04/12/1995]',-0.055,0.003
'[09:33:18.242 04/12/1995]',-0.054,0.003
'[09:33:18.244 04/12/1995]',-0.054,0.003
'[09:33:18.246 04/12/1995]',-0.054,0.003
'[09:33:18.248 04/12/1995]',-0.054,0.003
'[09:33:18.250 04/12/1995]',-0.054,0.003
'[09:33:18.252 04/12/1995]',-0.055,0.003
'[09:33:18.254 04/12/1995]',-0.055,0.003
'[09:33:18.256 04/12/1995]',-0.056,0.003
'[09:33:18.258 04/12/1995]',-0.057,0.003
'[09:33:18.260 04/12/1995]',-0.058,0.003
'[09:33:18.262 04/12/1995]',-0.058,0.003
'[09:33:18.264 04/12/1995]',-0.059,0.003
'[09:33:18.266 04/12/1995]',-0.059,0.003
'[09:33:18.268 04/12/1995]',-0.060,0.035
'[09:33:18.270 04/12/1995]',-0.060,0.003
'[09:33:18.272 04/12/1995]',-0.061,0.035
'[09:33:18.274 04/12/1995]',-0.061,0.003
'[09:33:18.276 04/12/1995]',-0.061,0.003
'[09:33:18.278 04/12/1995]',-0.061,0.035
'[09:33:18.280 04/12/1995]',-0.061,0.035
'[09:33:18.282 04/12/1995]',-0.061,0.035
'[09:33:18.284 04/12/1995]',-0.061,0.035
'[09:33:18.286 04/12/1995]',-0.060,0.035
'[09:33:18.288 04/12/1995]',-0.060,0.035
'[09:33:18.290 04/12/1995]',-0.059,0.035
'[09:33:18.292 04/12/1995]',-0.059,0.003
'[09:33:18.294 04/12/1995]',-0.058,0.003
'[09:33:18.296 04/12/1995]',-0.058,0.035
'[09:33:18.298 04/12/1995]',-0.058,0.035
'[09:33:18.300 04/12/1995]',-0.057,0.003
'[09:33:18.302 04/12/1995]',-0.057,0.003
'[09:33:18.304 04/12/1995]',-0.056,0.003
'[09:33:18.306 04/12/1995]',-0.056,0.003
'[09:33:18.308 04/12/1995]',-0.055,0.003
'[09:33:18.310 04/12/1995]',-0.054,0.003
'[09:33:18.312 04/12/1995]',-0.053,0.003
'[09:33:18.314 04/12/1995]',-0.052,0.003
'[09:33:18.316 04/12/1995]',-0.052,0.035
'[09:33:18.318 04/12/1995]',-0.052,0.035
'[09:33:18.320 04/12/1995]',-0.052,0.003
'[09:33:18.322 04/12/1995]',-0.053,0.003
'[09:33:18.324 04/12/1995]',-0.053,0.003
'[09:33:18.326 04/12/1995]',-0.054,0.003
'[09:33:18.328 04/12/1995]',-0.054,0.003
'[09:33:18.330 04/12/1995]',-0.054,0.003
'[09:33:18.332 04/12/1995]',-0.054,0.003
'[09:33:18.334 04/12/1995]',-0.054,0.003
'[09:33:18.336 04/12/1995]',-0.053,0.003
'[09:33:18.338 04/12/1995]',-0.052,0.003
'[09:33:18.340 04/12/1995]',-0.051,0.003
'[09:33:18.342 04/12/1995]',-0.050,0.003
'[09:33:18.344 04/12/1995]',-0.046,0.003
'[09:33:18.346 04/12/1995]',-0.043,0.003
'[09:33:18.348 04/12/1995]',-0.037,0.003
'[09:33:18.350 04/12/1995]',-0.032,0.003
'[09:33:18.352 04/12/1995]',-0.026,0.003
'[09:33:18.354 04/12/1995]',-0.020,0.003
'[09:33:18.356 04/12/1995]',-0.016,0.003
'[09:33:18.358 04/12/1995]',-0.012,0.003
'[09:33:18.360 04/12/1995]',-0.009,0.035
'[09:33:18.362 04/12/1995]',-0.007,0.035
'[09:33:18.364 04/12/1995]',-0.006,0.035
'[09:33:18.366 04/12/1995]',-0.005,0.035
'[09:33:18.368 04/12/1995]',-0.004,0.035
'[09:33:18.370 04/12/1995]',-0.003,0.035
'[09:33:18.372 04/12/1995]',-0.001,0.035
'[09:33:18.374 04/12/1995]',0.001,0.035
'[09:33:18.376 04/12/1995]',0.003,0.035
'[09:33:18.378 04/12/1995]',0.006,0.035
'[09:33:18.380 04/12/1995]',0.009,0.068
'[09:33:18.382 04/12/1995]',0.012,0.068
'[09:33:18.384 04/12/1995]',0.016,0.068
'[09:33:18.386 04/12/1995]',0.020,0.068
'[09:33:18.388 04/12/1995]',0.024,0.068
'[09:33:18.390 04/12/1995]',0.028,0.068
'[09:33:18.392 04/12/1995]',0.031,0.068
'[09:33:18.394 04/12/1995]',0.034,0.035
'[09:33:18.396 04/12/1995]',0.036,0.035
'[09:33:18.398 04/12/1995]',0.037,0.035
'[09:33:18.400 04/12/1995]',0.036,0.003
'[09:33:18.402 04/12/1995]',0.035,0.003
'[09:33:18.404 04/12/1995]',0.034,0.003
'[09:33:18.406 04/12/1995]',0.032,0.003
'[09:33:18.408 04/12/1995]',0.029,0.003
'[09:33:18.410 04/12/1995]',0.026,0.003
'[09:33:18.412 04/12/1995]',0.022,0.003
'[09:33:18.414 04/12/1995]',0.018,0.003
'[09:33:18.416 04/12/1995]',0.015,0.003
'[09:33:18.418 04/12/1995]',0.011,0.003
'[09:33:18.420 04/12/1995]',0.008,0.003
'[09:33:18.422 04/12/1995]',0.005,0.003
'[09:33:18.424 04/12/1995]',0.001,0.003
'[09:33:18.426 04/12/1995]',-0.002,0.003
'[09:33:18.428 04/12/1995]',-0.005,0.003
'[09:33:18.430 04/12/1995]',-0.008,0.003
'[09:33:18.432 04/12/1995]',-0.012,0.003
'[09:33:18.434 04/12/1995]',-0.017,0.003
'[09:33:18.436 04/12/1995]',-0.020,0.003
'[09:33:18.438 04/12/1995]',-0.024,0.003
'[09:33:18.440 04/12/1995]',-0.027,0.003
'[09:33:18.442 04/12/1995]',-0.031,0.003
'[09:33:18.444 04/12/1995]',-0.033,0.003
'[09:33:18.446 04/12/1995]',-0.036,0.003
'[09:33:18.448 04/12/1995]',-0.038,0.003
'[09:33:18.450 04/12/1995]',-0.040,0.003
'[09:33:18.452 04/12/1995]',-0.042,0.003
'[09:33:18.454 04/12/1995]',-0.044,0.003
'[09:33:18.456 04/12/1995]',-0.046,0.003
'[09:33:18.458 04/12/1995]',-0.048,0.003
'[09:33:18.460 04/12/1995]',-0.049,0.003
'[09:33:18.462 04/12/1995]',-0.050,0.003
'[09:33:18.464 04/12/1995]',-0.050,0.003
'[09:33:18.466 04/12/1995]',-0.050,0.003
'[09:33:18.468 04/12/1995]',-0.050,0.003
'[09:33:18.470 04/12/1995]',-0.049,0.003
'[09:33:18.472 04/12/1995]',-0.048,0.003
'[09:33:18.474 04/12/1995]',-0.048,0.003
'[09:33:18.476 04/12/1995]',-0.048,0.003
'[09:33:18.478 04/12/1995]',-0.048,0.003
'[09:33:18.480 04/12/1995]',-0.048,0.003
'[09:33:18.482 04/12/1995]',-0.047,0.003
'[09:33:18.484 04/12/1995]',-0.047,0.003
'[09:33:18.486 04/12/1995]',-0.047,0.003
'[09:33:18.488 04/12/1995]',-0.046,0.003
'[09:33:18.490 04/12/1995]',-0.046,0.003
'[09:33:18.492 04/12/1995]',-0.046,0.003
'[09:33:18.494 04/12/1995]',-0.047,0.003
'[09:33:18.496 04/12/1995]',-0.047,0.003
'[09:33:18.498 04/12/1995]',-0.047,0.003
'[09:33:18.500 04/12/1995]',-0.046,0.003
'[09:33:18.502 04/12/1995]',-0.046,0.003
'[09:33:18.504 04/12/1995]',-0.046,0.003
'[09:33:18.506 04/12/1995]',-0.046,0.003
'[09:33:18.508 04/12/1995]',-0.047,0.003
'[09:33:18.510 04/12/1995]',-0.047,0.003
'[09:33:18.512 04/12/1995]',-0.048,0.003
'[09:33:18.514 04/12/1995]',-0.048,0.003
'[09:33:18.516 04/12/1995]',-0.049,0.003
'[09:33:18.518 04/12/1995]',-0.049,0.003
'[09:33:18.520 04/12/1995]',-0.048,0.003
'[09:33:18.522 04/12/1995]',-0.047,0.003
'[09:33:18.524 04/12/1995]',-0.045,0.003
'[09:33:18.526 04/12/1995]',-0.044,0.003
'[09:33:18.528 04/12/1995]',-0.042,0.003
'[09:33:18.530 04/12/1995]',-0.040,0.003
'[09:33:18.532 04/12/1995]',-0.039,0.003
'[09:33:18.534 04/12/1995]',-0.038,0.003
'[09:33:18.536 04/12/1995]',-0.038,0.003
'[09:33:18.538 04/12/1995]',-0.037,0.003
'[09:33:18.540 04/12/1995]',-0.036,0.003
'[09:33:18.542 04/12/1995]',-0.035,0.003
'[09:33:18.544 04/12/1995]',-0.033,0.003
'[09:33:18.546 04/12/1995]',-0.031,0.003
'[09:33:18.548 04/12/1995]',-0.025,0.003
'[09:33:18.550 04/12/1995]',-0.019,0.003
'[09:33:18.552 04/12/1995]',-0.009,0.003
'[09:33:18.554 04/12/1995]',0.002,0.003
'[09:33:18.556 04/12/1995]',0.019,-0.030
'[09:33:18.558 04/12/1995]',0.036,-0.030
'[09:33:18.560 04/12/1995]',0.061,-0.030
'[09:33:18.562 04/12/1995]',0.085,0.003
'[09:33:18.564 04/12/1995]',0.116,0.003
'[09:33:18.566 04/12/1995]',0.147,-0.030
'[09:33:18.568 04/12/1995]',0.181,-0.064
'[09:33:18.570 04/12/1995]',0.215,-0.097
'[09:33:18.572 04/12/1995]',0.248,-0.131
'[09:33:18.574 04/12/1995]',0.282,-0.198
'[09:33:18.576 04/12/1995]',0.310,-0.265
'[09:33:18.578 04/12/1995]',0.337,-0.365
'[09:33:18.580 04/12/1995]',0.355,-0.466
'[09:33:18.582 04/12/1995]',0.373,-0.598
'[09:33:18.584 04/12/1995]',0.378,-0.766
'[09:33:18.586 04/12/1995]',0.384,-0.900
'[09:33:18.588 04/12/1995]',0.379,-1.032
'[09:33:18.590 04/12/1995]',0.374,-1.166
'[09:33:18.592 04/12/1995]',0.363,-1.300
'[09:33:18.594 04/12/1995]',0.353,-1.367
'[09:33:18.596 04/12/1995]',0.342,-1.432
'[09:33:18.598 04/12/1995]',0.330,-1.432
'[09:33:18.600 04/12/1995]',0.322,-1.432
'[09:33:18.602 04/12/1995]',0.314,-1.400
'[09:33:18.604 04/12/1995]',0.311,-1.367
'[09:33:18.606 04/12/1995]',0.309,-1.333
'[09:33:18.608 04/12/1995]',0.313,-1.300
'[09:33:18.610 04/12/1995]',0.318,-1.266
'[09:33:18.612 04/12/1995]',0.331,-1.199
'[09:33:18.614 04/12/1995]',0.344,-1.132
'[09:33:18.616 04/12/1995]',0.365,-1.032
'[09:33:18.618 04/12/1995]',0.385,-0.933
'[09:33:18.620 04/12/1995]',0.405,-0.799
'[09:33:18.622 04/12/1995]',0.426,-0.732
'[09:33:18.624 04/12/1995]',0.437,-0.598
'[09:33:18.626 04/12/1995]',0.448,-0.498
'[09:33:18.628 04/12/1995]',0.440,-0.365
'[09:33:18.630 04/12/1995]',0.431,-0.298
'[09:33:18.632 04/12/1995]',0.402,-0.231
'[09:33:18.634 04/12/1995]',0.373,-0.164
'[09:33:18.636 04/12/1995]',0.328,-0.097
'[09:33:18.638 04/12/1995]',0.284,-0.064
'[09:33:18.640 04/12/1995]',0.235,0.003
'[09:33:18.642 04/12/1995]',0.186,0.035
'[09:33:18.644 04/12/1995]',0.142,0.068
'[09:33:18.646 04/12/1995]',0.098,0.102
'[09:33:18.648 04/12/1995]',0.064,0.135
'[09:33:18.650 04/12/1995]',0.030,0.135
'[09:33:18.652 04/12/1995]',0.005,0.169
'[09:33:18.654 04/12/1995]',-0.019,0.169
'[09:33:18.656 04/12/1995]',-0.036,0.202
'[09:33:18.658 04/12/1995]',-0.053,0.202
'[09:33:18.660 04/12/1995]',-0.066,0.202
'[09:33:18.662 04/12/1995]',-0.078,0.202
'[09:33:18.664 04/12/1995]',-0.086,0.236
'[09:33:18.666 04/12/1995]',-0.095,0.236
'[09:33:18.668 04/12/1995]',-0.099,0.236
'[09:33:18.670 04/12/1995]',-0.103,0.236
'[09:33:18.672 04/12/1995]',-0.105,0.236
'[09:33:18.674 04/12/1995]',-0.106,0.236
'[09:33:18.676 04/12/1995]',-0.104,0.236
'[09:33:18.678 04/12/1995]',-0.103,0.269
'[09:33:18.680 04/12/1995]',-0.100,0.269
'[09:33:18.682 04/12/1995]',-0.096,0.269
'[09:33:18.684 04/12/1995]',-0.093,0.269
'[09:33:18.686 04/12/1995]',-0.090,0.269
'[09:33:18.688 04/12/1995]',-0.088,0.269
'[09:33:18.690 04/12/1995]',-0.086,0.269
'[09:33:18.692 04/12/1995]',-0.084,0.269
'[09:33:18.694 04/12/1995]',-0.082,0.269
'[09:33:18.696 04/12/1995]',-0.082,0.269
'[09:33:18.698 04/12/1995]',-0.081,0.269
'[09:33:18.700 04/12/1995]',-0.080,0.269
'[09:33:18.702 04/12/1995]',-0.080,0.269
'[09:33:18.704 04/12/1995]',-0.078,0.269
'[09:33:18.706 04/12/1995]',-0.077,0.269
'[09:33:18.708 04/12/1995]',-0.075,0.269
'[09:33:18.710 04/12/1995]',-0.073,0.269
'[09:33:18.712 04/12/1995]',-0.070,0.303
'[09:33:18.714 04/12/1995]',-0.067,0.303
'[09:33:18.716 04/12/1995]',-0.065,0.303
'[09:33:18.718 04/12/1995]',-0.063,0.303
'[09:33:18.720 04/12/1995]',-0.062,0.303
'[09:33:18.722 04/12/1995]',-0.060,0.303
'[09:33:18.724 04/12/1995]',-0.059,0.303
'[09:33:18.726 04/12/1995]',-0.057,0.303
'[09:33:18.728 04/12/1995]',-0.056,0.303
'[09:33:18.730 04/12/1995]',-0.054,0.336
'[09:33:18.732 04/12/1995]',-0.051,0.336
'[09:33:18.734 04/12/1995]',-0.049,0.336
'[09:33:18.736 04/12/1995]',-0.047,0.336
'[09:33:18.738 04/12/1995]',-0.044,0.336
'[09:33:18.740 04/12/1995]',-0.043,0.336
'[09:33:18.742 04/12/1995]',-0.041,0.336
'[09:33:18.744 04/12/1995]',-0.040,0.336
'[09:33:18.746 04/12/1995]',-0.038,0.336
'[09:33:18.748 04/12/1995]',-0.038,0.370
'[09:33:18.750 04/12/1995]',-0.037,0.370
'[09:33:18.752 04/12/1995]',-0.036,0.370
'[09:33:18.754 04/12/1995]',-0.035,0.370
'[09:33:18.756 04/12/1995]',-0.034,0.370
'[09:33:18.758 04/12/1995]',-0.033,0.370
'[09:33:18.760 04/12/1995]',-0.031,0.370
'[09:33:18.762 04/12/1995]',-0.029,0.370
'[09:33:18.764 04/12/1995]',-0.027,0.403
'[09:33:18.766 04/12/1995]',-0.025,0.403
'[09:33:18.768 04/12/1995]',-0.023,0.403
'[09:33:18.770 04/12/1995]',-0.021,0.403
'[09:33:18.772 04/12/1995]',-0.020,0.403
'[09:33:18.774 04/12/1995]',-0.018,0.403
'[09:33:18.776 04/12/1995]',-0.017,0.403
'[09:33:18.778 04/12/1995]',-0.015,0.403
'[09:33:18.780 04/12/1995]',-0.013,0.403
'[09:33:18.782 04/12/1995]',-0.011,0.403
'[09:33:18.784 04/12/1995]',-0.009,0.403
'[09:33:18.786 04/12/1995]',-0.006,0.403
'[09:33:18.788 04/12/1995]',-0.005,0.403
'[09:33:18.790 04/12/1995]',-0.003,0.370
'[09:33:18.792 04/12/1995]',-0.002,0.370
'[09:33:18.794 04/12/1995]',-0.001,0.370
'[09:33:18.796 04/12/1995]',0.000,0.370
'[09:33:18.798 04/12/1995]',0.001,0.370
'[09:33:18.800 04/12/1995]',0.001,0.370
'[09:33:18.802 04/12/1995]',0.002,0.370
'[09:33:18.804 04/12/1995]',0.003,0.336
'[09:33:18.806 04/12/1995]',0.004,0.336
'[09:33:18.808 04/12/1995]',0.004,0.336
'[09:33:18.810 04/12/1995]',0.005,0.303
'[09:33:18.812 04/12/1995]',0.006,0.303
'[09:33:18.814 04/12/1995]',0.006,0.303
'[09:33:18.816 04/12/1995]',0.007,0.303
'[09:33:18.818 04/12/1995]',0.008,0.303
'[09:33:18.820 04/12/1995]',0.009,0.269
'[09:33:18.822 04/12/1995]',0.009,0.236
'[09:33:18.824 04/12/1995]',0.009,0.236
'[09:33:18.826 04/12/1995]',0.008,0.236
'[09:33:18.828 04/12/1995]',0.008,0.236
'[09:33:18.830 04/12/1995]',0.008,0.202
'[09:33:18.832 04/12/1995]',0.008,0.202
'[09:33:18.834 04/12/1995]',0.008,0.202
'[09:33:18.836 04/12/1995]',0.008,0.169
'[09:33:18.838 04/12/1995]',0.008,0.169
'[09:33:18.840 04/12/1995]',0.007,0.169
'[09:33:18.842 04/12/1995]',0.006,0.135
'[09:33:18.844 04/12/1995]',0.005,0.135
'[09:33:18.846 04/12/1995]',0.004,0.135
'[09:33:18.848 04/12/1995]',0.003,0.102
'[09:33:18.850 04/12/1995]',0.002,0.102
'[09:33:18.852 04/12/1995]',0.001,0.102
'[09:33:18.854 04/12/1995]',0.001,0.068
'[09:33:18.856 04/12/1995]',-0.000,0.068
'[09:33:18.858 04/12/1995]',-0.001,0.068
'[09:33:18.860 04/12/1995]',-0.002,0.068
'[09:33:18.862 04/12/1995]',-0.002,0.035
'[09:33:18.864 04/12/1995]',-0.003,0.035
'[09:33:18.866 04/12/1995]',-0.003,0.035
'[09:33:18.868 04/12/1995]',-0.004,0.035
'[09:33:18.870 04/12/1995]',-0.004,0.035
'[09:33:18.872 04/12/1995]',-0.005,0.035
'[09:33:18.874 04/12/1995]',-0.005,0.035
'[09:33:18.876 04/12/1995]',-0.006,0.003
'[09:33:18.878 04/12/1995]',-0.007,0.003
'[09:33:18.880 04/12/1995]',-0.008,0.003
'[09:33:18.882 04/12/1995]',-0.009,0.003
'[09:33:18.884 04/12/1995]',-0.009,0.003
'[09:33:18.886 04/12/1995]',-0.009,0.003
'[09:33:18.888 04/12/1995]',-0.010,0.003
'[09:33:18.890 04/12/1995]',-0.011,0.003
'[09:33:18.892 04/12/1995]',-0.011,0.003
'[09:33:18.894 04/12/1995]',-0.012,0.003
'[09:33:18.896 04/12/1995]',-0.013,0.003
'[09:33:18.898 04/12/1995]',-0.014,0.003
'[09:33:18.900 04/12/1995]',-0.014,0.003
'[09:33:18.902 04/12/1995]',-0.015,0.003
'[09:33:18.904 04/12/1995]',-0.016,0.003
'[09:33:18.906 04/12/1995]',-0.017,0.003
'[09:33:18.908 04/12/1995]',-0.018,0.003
'[09:33:18.910 04/12/1995]',-0.018,0.003
'[09:33:18.912 04/12/1995]',-0.019,0.003
'[09:33:18.914 04/12/1995]',-0.019,0.003
'[09:33:18.916 04/12/1995]',-0.019,0.003
'[09:33:18.918 04/12/1995]',-0.019,0.003
'[09:33:18.920 04/12/1995]',-0.019,0.003
'[09:33:18.922 04/12/1995]',-0.018,0.003
'[09:33:18.924 04/12/1995]',-0.019,0.003
'[09:33:18.926 04/12/1995]',-0.019,0.003
'[09:33:18.928 04/12/1995]',-0.020,0.003
'[09:33:18.930 04/12/1995]',-0.021,0.003
'[09:33:18.932 04/12/1995]',-0.021,0.003
'[09:33:18.934 04/12/1995]',-0.021,0.003
'[09:33:18.936 04/12/1995]',-0.022,0.003
'[09:33:18.938 04/12/1995]',-0.022,0.003
'[09:33:18.940 04/12/1995]',-0.024,0.003
'[09:33:18.942 04/12/1995]',-0.025,0.003
'[09:33:18.944 04/12/1995]',-0.026,0.003
'[09:33:18.946 04/12/1995]',-0.028,0.003
'[09:33:18.948 04/12/1995]',-0.029,0.035
'[09:33:18.950 04/12/1995]',-0.030,0.003
'[09:33:18.952 04/12/1995]',-0.030,0.035
'[09:33:18.954 04/12/1995]',-0.030,0.035
'[09:33:18.956 04/12/1995]',-0.030,0.003
'[09:33:18.958 04/12/1995]',-0.030,0.003
'[09:33:18.960 04/12/1995]',-0.029,0.035
'[09:33:18.962 04/12/1995]',-0.028,0.035
'[09:33:18.964 04/12/1995]',-0.025,0.035
'[09:33:18.966 04/12/1995]',-0.023,0.035
'[09:33:18.968 04/12/1995]',-0.022,0.035
'[09:33:18.970 04/12/1995]',-0.020,0.035
'[09:33:18.972 04/12/1995]',-0.020,0.035
'[09:33:18.974 04/12/1995]',-0.020,0.035
'[09:33:18.976 04/12/1995]',-0.021,0.035
'[09:33:18.978 04/12/1995]',-0.022,0.035
'[09:33:18.980 04/12/1995]',-0.024,0.035
'[09:33:18.982 04/12/1995]',-0.026,0.035
'[09:33:18.984 04/12/1995]',-0.027,0.035
'[09:33:18.986 04/12/1995]',-0.029,0.035
'[09:33:18.988 04/12/1995]',-0.030,0.035
'[09:33:18.990 04/12/1995]',-0.030,0.035
'[09:33:18.992 04/12/1995]',-0.030,0.035
'[09:33:18.994 04/12/1995]',-0.031,0.035
'[09:33:18.996 04/12/1995]',-0.031,0.035
'[09:33:18.998 04/12/1995]',-0.031,0.035
'[09:33:19.000 04/12/1995]',-0.032,0.035
'[09:33:19.002 04/12/1995]',-0.032,0.035
'[09:33:19.004 04/12/1995]',-0.033,0.035
'[09:33:19.006 04/12/1995]',-0.034,0.035
'[09:33:19.008 04/12/1995]',-0.035,0.035
'[09:33:19.010 04/12/1995]',-0.035,0.003
'[09:33:19.012 04/12/1995]',-0.035,0.035
'[09:33:19.014 04/12/1995]',-0.034,0.003
'[09:33:19.016 04/12/1995]',-0.032,0.035
'[09:33:19.018 04/12/1995]',-0.030,0.003
'[09:33:19.020 04/12/1995]',-0.028,0.003
'[09:33:19.022 04/12/1995]',-0.027,0.003
'[09:33:19.024 04/12/1995]',-0.026,0.003
'[09:33:19.026 04/12/1995]',-0.025,0.003
'[09:33:19.028 04/12/1995]',-0.026,0.003
'[09:33:19.030 04/12/1995]',-0.027,0.003
'[09:33:19.032 04/12/1995]',-0.027,0.003
'[09:33:19.034 04/12/1995]',-0.028,0.003
'[09:33:19.036 04/12/1995]',-0.028,0.003
'[09:33:19.038 04/12/1995]',-0.028,0.003
'[09:33:19.040 04/12/1995]',-0.027,0.003
'[09:33:19.042 04/12/1995]',-0.025,0.003
'[09:33:19.044 04/12/1995]',-0.024,0.003
'[09:33:19.046 04/12/1995]',-0.023,0.003
'[09:33:19.048 04/12/1995]',-0.021,0.003
'[09:33:19.050 04/12/1995]',-0.019,0.003
'[09:33:19.052 04/12/1995]',-0.017,0.003
'[09:33:19.054 04/12/1995]',-0.015,0.003
'[09:33:19.056 04/12/1995]',-0.013,0.003
'[09:33:19.058 04/12/1995]',-0.011,0.003
'[09:33:19.060 04/12/1995]',-0.011,0.003
'[09:33:19.062 04/12/1995]',-0.010,0.003
'[09:33:19.064 04/12/1995]',-0.011,0.003
'[09:33:19.066 04/12/1995]',-0.011,0.003
'[09:33:19.068 04/12/1995]',-0.011,0.003
'[09:33:19.070 04/12/1995]',-0.011,0.003
'[09:33:19.072 04/12/1995]',-0.011,0.003
'[09:33:19.074 04/12/1995]',-0.010,0.003
'[09:33:19.076 04/12/1995]',-0.008,0.003
'[09:33:19.078 04/12/1995]',-0.006,0.003
'[09:33:19.080 04/12/1995]',-0.002,0.003
'[09:33:19.082 04/12/1995]',0.001,0.003
'[09:33:19.084 04/12/1995]',0.004,0.003
'[09:33:19.086 04/12/1995]',0.008,0.003
'[09:33:19.088 04/12/1995]',0.010,0.035
'[09:33:19.090 04/12/1995]',0.013,0.035
'[09:33:19.092 04/12/1995]',0.014,0.035
'[09:33:19.094 04/12/1995]',0.015,0.035
'[09:33:19.096 04/12/1995]',0.016,0.035
'[09:33:19.098 04/12/1995]',0.016,0.035
'[09:33:19.100 04/12/1995]',0.017,0.035
'[09:33:19.102 04/12/1995]',0.018,0.035
'[09:33:19.104 04/12/1995]',0.021,0.035
'[09:33:19.106 04/12/1995]',0.024,0.035
'[09:33:19.108 04/12/1995]',0.029,0.035
'[09:33:19.110 04/12/1995]',0.034,0.068
'[09:33:19.112 04/12/1995]',0.040,0.068
'[09:33:19.114 04/12/1995]',0.046,0.068
'[09:33:19.116 04/12/1995]',0.051,0.068
'[09:33:19.118 04/12/1995]',0.056,0.068
'[09:33:19.120 04/12/1995]',0.059,0.068
