'Time and date','MCL1','III','V','ABP','PAP','CVP','PLETH'
'[13:30:40.128 11/01/1996]',0.001,-0.098,-0.010,61.350,27.500,17.062,-0.469
'[13:30:40.130 11/01/1996]',0.001,-0.098,-0.010,61.350,27.500,17.062,-0.469
'[13:30:40.132 11/01/1996]',0.001,-0.098,-0.010,61.350,27.500,17.062,-0.469
'[13:30:40.134 11/01/1996]',0.001,-0.098,-0.010,61.350,27.500,17.062,-0.469
'[13:30:40.136 11/01/1996]',0.001,-0.087,-0.021,60.900,27.550,17.062,-0.554
'[13:30:40.138 11/01/1996]',0.001,-0.087,-0.010,60.900,27.550,17.062,-0.554
'[13:30:40.140 11/01/1996]',0.001,-0.098,-0.021,60.900,27.550,17.062,-0.554
'[13:30:40.142 11/01/1996]',0.001,-0.098,-0.021,60.900,27.550,17.062,-0.554
'[13:30:40.144 11/01/1996]',0.001,-0.087,-0.010,60.525,27.625,17.188,-0.626
'[13:30:40.146 11/01/1996]',0.001,-0.087,-0.010,60.525,27.625,17.188,-0.626
'[13:30:40.148 11/01/1996]',0.001,-0.087,-0.010,60.525,27.625,17.188,-0.626
'[13:30:40.150 11/01/1996]',0.001,-0.076,-0.010,60.525,27.625,17.188,-0.626
'[13:30:40.152 11/01/1996]',0.001,-0.076,-0.010,60.300,27.550,17.300,-0.725
'[13:30:40.154 11/01/1996]',0.001,-0.076,-0.021,60.300,27.550,17.300,-0.725
'[13:30:40.156 11/01/1996]',0.001,-0.076,-0.010,60.300,27.550,17.300,-0.725
'[13:30:40.158 11/01/1996]',0.001,-0.076,-0.021,60.300,27.550,17.300,-0.725
'[13:30:40.160 11/01/1996]',0.011,-0.076,-0.010,60.225,27.325,17.475,-0.786
'[13:30:40.162 11/01/1996]',0.011,-0.065,0.001,60.225,27.325,17.475,-0.786
'[13:30:40.164 11/01/1996]',0.022,-0.065,0.001,60.225,27.325,17.475,-0.786
'[13:30:40.166 11/01/1996]',0.022,-0.054,0.001,60.225,27.325,17.475,-0.786
'[13:30:40.168 11/01/1996]',0.034,-0.054,0.001,60.225,27.100,17.650,-0.838
'[13:30:40.170 11/01/1996]',0.034,-0.043,0.011,60.225,27.100,17.650,-0.838
'[13:30:40.172 11/01/1996]',0.034,-0.043,0.001,60.225,27.100,17.650,-0.838
'[13:30:40.174 11/01/1996]',0.034,-0.043,-0.010,60.225,27.100,17.650,-0.838
'[13:30:40.176 11/01/1996]',0.044,-0.032,0.011,60.225,26.800,17.825,-0.885
'[13:30:40.178 11/01/1996]',0.034,-0.032,0.001,60.225,26.800,17.825,-0.885
'[13:30:40.180 11/01/1996]',0.034,-0.021,-0.010,60.225,26.800,17.825,-0.885
'[13:30:40.182 11/01/1996]',0.034,0.001,-0.010,60.225,26.800,17.825,-0.885
'[13:30:40.184 11/01/1996]',0.001,0.011,-0.065,60.300,26.625,18.062,-0.923
'[13:30:40.186 11/01/1996]',-0.043,0.001,-0.109,60.300,26.625,18.062,-0.923
'[13:30:40.188 11/01/1996]',-0.076,-0.010,-0.131,60.300,26.625,18.062,-0.923
'[13:30:40.190 11/01/1996]',-0.098,-0.010,-0.142,60.300,26.625,18.062,-0.923
'[13:30:40.192 11/01/1996]',-0.109,-0.021,-0.142,60.375,26.575,18.350,-0.950
'[13:30:40.194 11/01/1996]',-0.109,-0.021,-0.131,60.375,26.575,18.350,-0.950
'[13:30:40.196 11/01/1996]',-0.098,-0.021,-0.120,60.375,26.575,18.350,-0.950
'[13:30:40.198 11/01/1996]',-0.098,-0.010,-0.109,60.375,26.575,18.350,-0.950
'[13:30:40.200 11/01/1996]',-0.087,-0.010,-0.109,60.525,26.625,18.712,-0.978
'[13:30:40.202 11/01/1996]',-0.087,-0.010,-0.098,60.525,26.625,18.712,-0.978
'[13:30:40.204 11/01/1996]',-0.087,-0.021,-0.098,60.525,26.625,18.712,-0.978
'[13:30:40.206 11/01/1996]',-0.087,-0.021,-0.098,60.525,26.625,18.712,-0.978
'[13:30:40.208 11/01/1996]',-0.076,-0.021,-0.076,60.675,26.850,19.062,-0.998
'[13:30:40.210 11/01/1996]',-0.076,-0.010,-0.065,60.675,26.850,19.062,-0.998
'[13:30:40.212 11/01/1996]',-0.054,-0.010,-0.054,60.675,26.850,19.062,-0.998
'[13:30:40.214 11/01/1996]',-0.054,-0.010,-0.054,60.675,26.850,19.062,-0.998
'[13:30:40.216 11/01/1996]',-0.054,-0.010,-0.054,60.825,27.150,19.525,-1.012
'[13:30:40.218 11/01/1996]',-0.054,-0.021,-0.054,60.825,27.150,19.525,-1.012
'[13:30:40.220 11/01/1996]',-0.054,-0.021,-0.054,60.825,27.150,19.525,-1.012
'[13:30:40.222 11/01/1996]',-0.065,-0.021,-0.065,60.825,27.150,19.525,-1.012
'[13:30:40.224 11/01/1996]',-0.076,-0.032,-0.065,61.125,27.625,20.000,-
'[13:30:40.226 11/01/1996]',-0.087,-0.043,-0.065,61.125,27.625,20.000,-
'[13:30:40.228 11/01/1996]',-0.087,-0.043,-0.065,61.125,27.625,20.000,-
'[13:30:40.230 11/01/1996]',-0.087,-0.054,-0.065,61.125,27.625,20.000,-
'[13:30:40.232 11/01/1996]',-0.098,-0.065,-0.076,61.200,28.150,20.400,-
'[13:30:40.234 11/01/1996]',-0.109,-0.076,-0.098,61.200,28.150,20.400,-
'[13:30:40.236 11/01/1996]',-0.120,-0.076,-0.109,61.200,28.150,20.400,-
'[13:30:40.238 11/01/1996]',-0.131,-0.087,-0.109,61.200,28.150,20.400,-
'[13:30:40.240 11/01/1996]',-0.131,-0.087,-0.109,61.350,28.375,20.762,-
'[13:30:40.242 11/01/1996]',-0.131,-0.098,-0.120,61.350,28.375,20.762,-
'[13:30:40.244 11/01/1996]',-0.131,-0.087,-0.109,61.350,28.375,20.762,-
'[13:30:40.246 11/01/1996]',-0.120,-0.098,-0.098,61.350,28.375,20.762,-
'[13:30:40.248 11/01/1996]',-0.120,-0.098,-0.098,61.575,28.200,21.050,-
'[13:30:40.250 11/01/1996]',-0.120,-0.098,-0.098,61.575,28.200,21.050,-
'[13:30:40.252 11/01/1996]',-0.120,-0.098,-0.098,61.575,28.200,21.050,-
'[13:30:40.254 11/01/1996]',-0.120,-0.098,-0.109,61.575,28.200,21.050,-
'[13:30:40.256 11/01/1996]',-0.120,-0.098,-0.109,61.650,27.625,21.337,-
'[13:30:40.258 11/01/1996]',-0.120,-0.098,-0.098,61.650,27.625,21.337,-
'[13:30:40.260 11/01/1996]',-0.109,-0.098,-0.076,61.650,27.625,21.337,-
'[13:30:40.262 11/01/1996]',-0.098,-0.098,-0.076,61.650,27.625,21.337,-
'[13:30:40.264 11/01/1996]',-0.098,-0.098,-0.076,61.800,26.925,21.575,-
'[13:30:40.266 11/01/1996]',-0.098,-0.098,-0.076,61.800,26.925,21.575,-
'[13:30:40.268 11/01/1996]',-0.098,-0.109,-0.076,61.800,26.925,21.575,-
'[13:30:40.270 11/01/1996]',-0.109,-0.109,-0.076,61.800,26.925,21.575,-
'[13:30:40.272 11/01/1996]',-0.098,-0.109,-0.065,61.875,26.275,21.750,-
'[13:30:40.274 11/01/1996]',-0.098,-0.109,-0.065,61.875,26.275,21.750,-
'[13:30:40.276 11/01/1996]',-0.098,-0.109,-0.065,61.875,26.275,21.750,-
'[13:30:40.278 11/01/1996]',-0.098,-0.098,-0.065,61.875,26.275,21.750,-
'[13:30:40.280 11/01/1996]',-0.098,-0.109,-0.054,61.875,25.925,21.875,-
'[13:30:40.282 11/01/1996]',-0.087,-0.109,-0.054,61.875,25.925,21.875,-
'[13:30:40.284 11/01/1996]',-0.076,-0.109,-0.054,61.875,25.925,21.875,-
'[13:30:40.286 11/01/1996]',-0.076,-0.098,-0.054,61.875,25.925,21.875,-
'[13:30:40.288 11/01/1996]',-0.076,-0.109,-0.043,61.950,25.925,21.925,-
'[13:30:40.290 11/01/1996]',-0.054,-0.120,-0.032,61.950,25.925,21.925,-
'[13:30:40.292 11/01/1996]',-0.054,-0.120,-0.021,61.950,25.925,21.925,-
'[13:30:40.294 11/01/1996]',-0.043,-0.120,-0.021,61.950,25.925,21.925,-
'[13:30:40.296 11/01/1996]',-0.021,-0.120,-0.010,61.950,26.100,21.875,-
'[13:30:40.298 11/01/1996]',-0.010,-0.120,0.001,61.950,26.100,21.875,-
'[13:30:40.300 11/01/1996]',-0.010,-0.131,-0.010,61.950,26.100,21.875,-
'[13:30:40.302 11/01/1996]',-0.010,-0.131,-0.010,61.950,26.100,21.875,-
'[13:30:40.304 11/01/1996]',0.001,-0.131,0.001,61.875,26.100,21.700,-
'[13:30:40.306 11/01/1996]',-0.010,-0.131,-0.021,61.875,26.100,21.700,-
'[13:30:40.308 11/01/1996]',-0.032,-0.120,-0.032,61.875,26.100,21.700,-
'[13:30:40.310 11/01/1996]',-0.043,-0.109,-0.054,61.875,26.100,21.700,-
'[13:30:40.312 11/01/1996]',-0.054,-0.109,-0.054,61.875,25.850,21.525,-
'[13:30:40.314 11/01/1996]',-0.065,-0.109,-0.065,61.875,25.850,21.525,-
'[13:30:40.316 11/01/1996]',-0.065,-0.109,-0.065,61.875,25.850,21.525,-
'[13:30:40.318 11/01/1996]',-0.054,-0.120,-0.054,61.875,25.850,21.525,-
'[13:30:40.320 11/01/1996]',-0.043,-0.120,-0.032,61.875,25.500,21.225,-1.016
'[13:30:40.322 11/01/1996]',-0.032,-0.120,-0.021,61.875,25.500,21.225,-1.016
'[13:30:40.324 11/01/1996]',-0.054,-0.120,-0.054,61.875,25.500,21.225,-1.016
'[13:30:40.326 11/01/1996]',-0.065,-0.109,-0.065,61.875,25.500,21.225,-1.016
'[13:30:40.328 11/01/1996]',-0.076,-0.098,-0.098,61.875,25.100,20.988,-1.012
'[13:30:40.330 11/01/1996]',-0.098,-0.087,-0.098,61.875,25.100,20.988,-1.012
'[13:30:40.332 11/01/1996]',-0.098,-0.065,-0.120,61.875,25.100,20.988,-1.012
'[13:30:40.334 11/01/1996]',-0.087,-0.054,-0.109,61.875,25.100,20.988,-1.012
'[13:30:40.336 11/01/1996]',-0.032,-0.032,-0.065,62.100,24.875,20.762,-1.005
'[13:30:40.338 11/01/1996]',0.022,0.001,-0.021,62.100,24.875,20.762,-1.005
'[13:30:40.340 11/01/1996]',0.121,0.034,0.067,62.100,24.875,20.762,-1.005
'[13:30:40.342 11/01/1996]',0.242,0.077,0.198,62.100,24.875,20.762,-1.005
'[13:30:40.344 11/01/1996]',0.406,0.121,0.330,62.175,24.875,20.525,-1.002
'[13:30:40.346 11/01/1996]',0.549,0.165,0.462,62.175,24.875,20.525,-1.002
'[13:30:40.348 11/01/1996]',0.714,0.209,0.604,62.175,24.875,20.525,-1.002
'[13:30:40.350 11/01/1996]',0.845,0.231,0.725,62.175,24.875,20.525,-1.002
'[13:30:40.352 11/01/1996]',0.966,0.253,0.823,62.250,25.150,20.288,-0.992
'[13:30:40.354 11/01/1996]',1.024,0.264,0.900,62.250,25.150,20.288,-0.992
'[13:30:40.356 11/01/1996]',1.024,0.264,0.933,62.250,25.150,20.288,-0.992
'[13:30:40.358 11/01/1996]',1.024,0.242,0.922,62.250,25.150,20.288,-0.992
'[13:30:40.360 11/01/1996]',1.010,0.220,0.856,62.325,25.625,20.175,-0.988
'[13:30:40.362 11/01/1996]',0.878,0.209,0.736,62.325,25.625,20.175,-0.988
'[13:30:40.364 11/01/1996]',0.680,0.165,0.549,62.325,25.625,20.175,-0.988
'[13:30:40.366 11/01/1996]',0.440,0.121,0.341,62.325,25.625,20.175,-0.988
'[13:30:40.368 11/01/1996]',0.231,0.111,0.154,62.175,26.225,20.175,-0.981
'[13:30:40.370 11/01/1996]',0.056,0.100,0.011,62.175,26.225,20.175,-0.981
'[13:30:40.372 11/01/1996]',-0.065,0.100,-0.098,62.175,26.225,20.175,-0.981
'[13:30:40.374 11/01/1996]',-0.131,0.111,-0.142,62.175,26.225,20.175,-0.981
'[13:30:40.376 11/01/1996]',-0.142,0.143,-0.153,62.025,26.800,20.225,-0.974
'[13:30:40.378 11/01/1996]',-0.153,0.187,-0.164,62.025,26.800,20.225,-0.974
'[13:30:40.380 11/01/1996]',-0.153,0.187,-0.164,62.025,26.800,20.225,-0.974
'[13:30:40.382 11/01/1996]',-0.164,0.187,-0.164,62.025,26.800,20.225,-0.974
'[13:30:40.384 11/01/1996]',-0.185,0.154,-0.174,61.800,27.275,20.400,-0.968
'[13:30:40.386 11/01/1996]',-0.197,0.143,-0.207,61.800,27.275,20.400,-0.968
'[13:30:40.388 11/01/1996]',-0.197,0.121,-0.207,61.800,27.275,20.400,-0.968
'[13:30:40.390 11/01/1996]',-0.207,0.111,-0.207,61.800,27.275,20.400,-0.968
'[13:30:40.392 11/01/1996]',-0.207,0.088,-0.207,61.425,27.550,20.587,-0.964
'[13:30:40.394 11/01/1996]',-0.207,0.088,-0.207,61.425,27.550,20.587,-0.964
'[13:30:40.396 11/01/1996]',-0.207,0.077,-0.218,61.425,27.550,20.587,-0.964
'[13:30:40.398 11/01/1996]',-0.207,0.067,-0.207,61.425,27.550,20.587,-0.964
'[13:30:40.400 11/01/1996]',-0.207,0.067,-0.197,61.125,27.675,20.875,-0.954
'[13:30:40.402 11/01/1996]',-0.207,0.056,-0.197,61.125,27.675,20.875,-0.954
'[13:30:40.404 11/01/1996]',-0.197,0.067,-0.174,61.125,27.675,20.875,-0.954
'[13:30:40.406 11/01/1996]',-0.185,0.056,-0.174,61.125,27.675,20.875,-0.954
'[13:30:40.408 11/01/1996]',-0.174,0.056,-0.164,60.825,27.550,21.163,-0.954
'[13:30:40.410 11/01/1996]',-0.164,0.056,-0.153,60.825,27.550,21.163,-0.954
'[13:30:40.412 11/01/1996]',-0.153,0.044,-0.142,60.825,27.550,21.163,-0.954
'[13:30:40.414 11/01/1996]',-0.153,0.034,-0.142,60.825,27.550,21.163,-0.954
'[13:30:40.416 11/01/1996]',-0.153,0.034,-0.131,60.525,26.925,21.400,-0.947
'[13:30:40.418 11/01/1996]',-0.153,0.022,-0.131,60.525,26.925,21.400,-0.947
'[13:30:40.420 11/01/1996]',-0.142,0.011,-0.131,60.525,26.925,21.400,-0.947
'[13:30:40.422 11/01/1996]',-0.142,0.001,-0.120,60.525,26.925,21.400,-0.947
'[13:30:40.424 11/01/1996]',-0.131,-0.010,-0.120,60.225,25.500,21.700,-0.944
'[13:30:40.426 11/01/1996]',-0.120,-0.010,-0.109,60.225,25.500,21.700,-0.944
'[13:30:40.428 11/01/1996]',-0.120,-0.032,-0.098,60.225,25.500,21.700,-0.944
'[13:30:40.430 11/01/1996]',-0.109,-0.032,-0.098,60.225,25.500,21.700,-0.944
'[13:30:40.432 11/01/1996]',-0.098,-0.043,-0.065,60.075,23.750,21.812,-0.944
'[13:30:40.434 11/01/1996]',-0.098,-0.054,-0.076,60.075,23.750,21.812,-0.944
'[13:30:40.436 11/01/1996]',-0.098,-0.043,-0.065,60.075,23.750,21.812,-0.944
'[13:30:40.438 11/01/1996]',-0.087,-0.043,-0.065,60.075,23.750,21.812,-0.944
'[13:30:40.440 11/01/1996]',-0.087,-0.043,-0.065,59.775,22.875,21.875,-0.944
'[13:30:40.442 11/01/1996]',-0.076,-0.054,-0.054,59.775,22.875,21.875,-0.944
'[13:30:40.444 11/01/1996]',-0.076,-0.043,-0.054,59.775,22.875,21.875,-0.944
'[13:30:40.446 11/01/1996]',-0.076,-0.043,-0.054,59.775,22.875,21.875,-0.944
'[13:30:40.448 11/01/1996]',-0.076,-0.054,-0.054,59.475,24.050,21.812,-0.950
'[13:30:40.450 11/01/1996]',-0.087,-0.043,-0.065,59.475,24.050,21.812,-0.950
'[13:30:40.452 11/01/1996]',-0.098,-0.043,-0.076,59.475,24.050,21.812,-0.950
'[13:30:40.454 11/01/1996]',-0.109,-0.032,-0.098,59.475,24.050,21.812,-0.950
'[13:30:40.456 11/01/1996]',-0.109,-0.032,-0.109,59.100,27.275,21.700,-0.954
'[13:30:40.458 11/01/1996]',-0.120,-0.032,-0.120,59.100,27.275,21.700,-0.954
'[13:30:40.460 11/01/1996]',-0.120,-0.032,-0.109,59.100,27.275,21.700,-0.954
'[13:30:40.462 11/01/1996]',-0.109,-0.043,-0.109,59.100,27.275,21.700,-0.954
'[13:30:40.464 11/01/1996]',-0.098,-0.032,-0.098,58.575,31.250,21.575,-0.964
'[13:30:40.466 11/01/1996]',-0.109,-0.043,-0.098,58.575,31.250,21.575,-0.964
'[13:30:40.468 11/01/1996]',-0.098,-0.032,-0.098,58.575,31.250,21.575,-0.964
'[13:30:40.470 11/01/1996]',-0.098,-0.032,-0.098,58.575,31.250,21.575,-0.964
'[13:30:40.472 11/01/1996]',-0.098,-0.032,-0.098,58.125,34.600,21.400,-0.968
'[13:30:40.474 11/01/1996]',-0.098,-0.032,-0.098,58.125,34.600,21.400,-0.968
'[13:30:40.476 11/01/1996]',-0.098,-0.032,-0.076,58.125,34.600,21.400,-0.968
'[13:30:40.478 11/01/1996]',-0.098,-0.032,-0.076,58.125,34.600,21.400,-0.968
'[13:30:40.480 11/01/1996]',-0.087,-0.032,-0.065,57.600,36.525,21.288,-0.974
'[13:30:40.482 11/01/1996]',-0.087,-0.032,-0.065,57.600,36.525,21.288,-0.974
'[13:30:40.484 11/01/1996]',-0.098,-0.032,-0.065,57.600,36.525,21.288,-0.974
'[13:30:40.486 11/01/1996]',-0.098,-0.032,-0.065,57.600,36.525,21.288,-0.974
'[13:30:40.488 11/01/1996]',-0.087,-0.032,-0.065,57.150,37.100,21.225,-0.988
'[13:30:40.490 11/01/1996]',-0.087,-0.032,-0.065,57.150,37.100,21.225,-0.988
'[13:30:40.492 11/01/1996]',-0.098,-0.043,-0.065,57.150,37.100,21.225,-0.988
'[13:30:40.494 11/01/1996]',-0.087,-0.032,-0.065,57.150,37.100,21.225,-0.988
'[13:30:40.496 11/01/1996]',-0.076,-0.032,-0.054,56.775,36.925,21.225,-0.995
'[13:30:40.498 11/01/1996]',-0.076,-0.043,-0.054,56.775,36.925,21.225,-0.995
'[13:30:40.500 11/01/1996]',-0.076,-0.032,-0.054,56.775,36.925,21.225,-0.995
'[13:30:40.502 11/01/1996]',-0.076,-0.032,-0.054,56.775,36.925,21.225,-0.995
'[13:30:40.504 11/01/1996]',-0.076,-0.021,-0.054,56.700,36.700,21.163,-0.998
'[13:30:40.506 11/01/1996]',-0.065,-0.021,-0.054,56.700,36.700,21.163,-0.998
'[13:30:40.508 11/01/1996]',-0.065,-0.021,-0.054,56.700,36.700,21.163,-0.998
'[13:30:40.510 11/01/1996]',-0.065,-0.021,-0.043,56.700,36.700,21.163,-0.998
'[13:30:40.512 11/01/1996]',-0.054,-0.021,-0.043,57.075,36.700,21.050,-1.002
'[13:30:40.514 11/01/1996]',-0.054,-0.021,-0.032,57.075,36.700,21.050,-1.002
'[13:30:40.516 11/01/1996]',-0.054,-0.021,-0.032,57.075,36.700,21.050,-1.002
'[13:30:40.518 11/01/1996]',-0.054,-0.021,-0.043,57.075,36.700,21.050,-1.002
'[13:30:40.520 11/01/1996]',-0.054,-0.021,-0.043,58.575,37.050,20.988,-0.998
'[13:30:40.522 11/01/1996]',-0.054,-0.021,-0.043,58.575,37.050,20.988,-0.998
'[13:30:40.524 11/01/1996]',-0.054,-0.032,-0.043,58.575,37.050,20.988,-0.998
'[13:30:40.526 11/01/1996]',-0.054,-0.021,-0.032,58.575,37.050,20.988,-0.998
'[13:30:40.528 11/01/1996]',-0.032,-0.021,-0.021,61.875,38.100,20.938,-0.985
'[13:30:40.530 11/01/1996]',-0.032,-0.021,-0.021,61.875,38.100,20.938,-0.985
'[13:30:40.532 11/01/1996]',-0.021,-0.021,-0.021,61.875,38.100,20.938,-0.985
'[13:30:40.534 11/01/1996]',-0.021,-0.010,-0.021,61.875,38.100,20.938,-0.985
'[13:30:40.536 11/01/1996]',-0.021,-0.010,-0.021,67.050,39.875,20.938,-0.957
'[13:30:40.538 11/01/1996]',-0.021,-0.010,-0.021,67.050,39.875,20.938,-0.957
'[13:30:40.540 11/01/1996]',-0.010,-0.010,-0.010,67.050,39.875,20.938,-0.957
'[13:30:40.542 11/01/1996]',-0.010,-0.010,0.001,67.050,39.875,20.938,-0.957
'[13:30:40.544 11/01/1996]',0.001,0.001,0.001,73.200,42.100,21.113,-0.906
'[13:30:40.546 11/01/1996]',0.001,0.001,0.011,73.200,42.100,21.113,-0.906
'[13:30:40.548 11/01/1996]',0.001,0.001,0.011,73.200,42.100,21.113,-0.906
'[13:30:40.550 11/01/1996]',0.001,0.001,0.011,73.200,42.100,21.113,-0.906
'[13:30:40.552 11/01/1996]',0.001,0.011,0.011,79.275,44.500,21.337,-0.831
'[13:30:40.554 11/01/1996]',0.001,0.011,0.011,79.275,44.500,21.337,-0.831
'[13:30:40.556 11/01/1996]',0.001,0.001,0.011,79.275,44.500,21.337,-0.831
'[13:30:40.558 11/01/1996]',0.001,0.011,0.011,79.275,44.500,21.337,-0.831
'[13:30:40.560 11/01/1996]',0.022,0.011,0.034,84.975,46.650,21.750,-0.721
'[13:30:40.562 11/01/1996]',0.034,0.011,0.034,84.975,46.650,21.750,-0.721
'[13:30:40.564 11/01/1996]',0.044,0.022,0.044,84.975,46.650,21.750,-0.721
'[13:30:40.566 11/01/1996]',0.044,0.022,0.044,84.975,46.650,21.750,-0.721
'[13:30:40.568 11/01/1996]',0.044,0.034,0.044,90.600,48.250,22.163,-0.588
'[13:30:40.570 11/01/1996]',0.044,0.034,0.044,90.600,48.250,22.163,-0.588
'[13:30:40.572 11/01/1996]',0.056,0.044,0.044,90.600,48.250,22.163,-0.588
'[13:30:40.574 11/01/1996]',0.056,0.044,0.056,90.600,48.250,22.163,-0.588
'[13:30:40.576 11/01/1996]',0.067,0.044,0.056,96.675,48.950,22.575,-0.423
'[13:30:40.578 11/01/1996]',0.077,0.056,0.067,96.675,48.950,22.575,-0.423
'[13:30:40.580 11/01/1996]',0.077,0.056,0.067,96.675,48.950,22.575,-0.423
'[13:30:40.582 11/01/1996]',0.088,0.056,0.077,96.675,48.950,22.575,-0.423
'[13:30:40.584 11/01/1996]',0.088,0.067,0.077,102.675,48.725,22.925,-0.228
'[13:30:40.586 11/01/1996]',0.088,0.067,0.067,102.675,48.725,22.925,-0.228
'[13:30:40.588 11/01/1996]',0.088,0.067,0.067,102.675,48.725,22.925,-0.228
'[13:30:40.590 11/01/1996]',0.088,0.044,0.100,102.675,48.725,22.925,-0.228
'[13:30:40.592 11/01/1996]',0.187,0.022,0.231,108.000,47.650,23.212,-0.009
'[13:30:40.594 11/01/1996]',0.242,0.011,0.275,108.000,47.650,23.212,-0.009
'[13:30:40.596 11/01/1996]',0.275,0.022,0.297,108.000,47.650,23.212,-0.009
'[13:30:40.598 11/01/1996]',0.275,0.022,0.275,108.000,47.650,23.212,-0.009
'[13:30:40.600 11/01/1996]',0.264,0.044,0.242,112.275,46.250,23.450,0.210
'[13:30:40.602 11/01/1996]',0.198,0.088,0.133,112.275,46.250,23.450,0.210
'[13:30:40.604 11/01/1996]',0.111,0.111,0.034,112.275,46.250,23.450,0.210
'[13:30:40.606 11/01/1996]',0.077,0.121,0.011,112.275,46.250,23.450,0.210
'[13:30:40.608 11/01/1996]',0.056,0.133,0.001,115.425,44.975,23.625,0.435
'[13:30:40.610 11/01/1996]',0.056,0.121,0.011,115.425,44.975,23.625,0.435
'[13:30:40.612 11/01/1996]',0.067,0.133,0.022,115.425,44.975,23.625,0.435
'[13:30:40.614 11/01/1996]',0.067,0.133,0.034,115.425,44.975,23.625,0.435
'[13:30:40.616 11/01/1996]',0.077,0.133,0.044,117.750,43.900,23.688,0.651
'[13:30:40.618 11/01/1996]',0.077,0.133,0.044,117.750,43.900,23.688,0.651
'[13:30:40.620 11/01/1996]',0.067,0.133,0.034,117.750,43.900,23.688,0.651
'[13:30:40.622 11/01/1996]',0.067,0.133,0.034,117.750,43.900,23.688,0.651
'[13:30:40.624 11/01/1996]',0.077,0.133,0.044,119.100,42.900,23.688,0.843
'[13:30:40.626 11/01/1996]',0.067,0.121,0.044,119.100,42.900,23.688,0.843
'[13:30:40.628 11/01/1996]',0.088,0.133,0.056,119.100,42.900,23.688,0.843
'[13:30:40.630 11/01/1996]',0.077,0.121,0.056,119.100,42.900,23.688,0.843
'[13:30:40.632 11/01/1996]',0.077,0.121,0.056,119.475,41.750,23.625,1.010
'[13:30:40.634 11/01/1996]',0.067,0.111,0.056,119.475,41.750,23.625,1.010
'[13:30:40.636 11/01/1996]',0.056,0.111,0.044,119.475,41.750,23.625,1.010
'[13:30:40.638 11/01/1996]',0.056,0.100,0.034,119.475,41.750,23.625,1.010
'[13:30:40.640 11/01/1996]',0.056,0.100,0.034,119.175,40.325,23.575,1.024
'[13:30:40.642 11/01/1996]',0.044,0.088,0.034,119.175,40.325,23.575,1.024
'[13:30:40.644 11/01/1996]',0.056,0.088,0.044,119.175,40.325,23.575,1.024
'[13:30:40.646 11/01/1996]',0.056,0.077,0.044,119.175,40.325,23.575,1.024
'[13:30:40.648 11/01/1996]',0.044,0.067,0.034,118.050,38.875,23.512,1.024
'[13:30:40.650 11/01/1996]',0.034,0.067,0.011,118.050,38.875,23.512,1.024
'[13:30:40.652 11/01/1996]',0.011,0.056,0.011,118.050,38.875,23.512,1.024
'[13:30:40.654 11/01/1996]',0.011,0.056,0.001,118.050,38.875,23.512,1.024
'[13:30:40.656 11/01/1996]',0.011,0.044,0.011,116.400,37.275,23.400,1.024
'[13:30:40.658 11/01/1996]',0.001,0.034,0.001,116.400,37.275,23.400,1.024
'[13:30:40.660 11/01/1996]',0.001,0.044,0.011,116.400,37.275,23.400,1.024
'[13:30:40.662 11/01/1996]',0.001,0.034,0.011,116.400,37.275,23.400,1.024
'[13:30:40.664 11/01/1996]',0.001,0.034,0.011,114.150,36.000,23.337,1.024
'[13:30:40.666 11/01/1996]',0.001,0.022,0.011,114.150,36.000,23.337,1.024
'[13:30:40.668 11/01/1996]',0.001,-0.010,0.034,114.150,36.000,23.337,1.024
'[13:30:40.670 11/01/1996]',0.100,-0.043,0.143,114.150,36.000,23.337,1.024
'[13:30:40.672 11/01/1996]',0.143,-0.032,0.165,111.450,35.300,23.212,1.024
'[13:30:40.674 11/01/1996]',0.154,-0.043,0.176,111.450,35.300,23.212,1.024
'[13:30:40.676 11/01/1996]',0.154,-0.043,0.154,111.450,35.300,23.212,1.024
'[13:30:40.678 11/01/1996]',0.133,-0.032,0.133,111.450,35.300,23.212,1.024
'[13:30:40.680 11/01/1996]',0.111,-0.032,0.100,108.300,35.475,23.163,1.024
'[13:30:40.682 11/01/1996]',0.100,-0.043,0.100,108.300,35.475,23.163,1.024
'[13:30:40.684 11/01/1996]',0.100,-0.054,0.077,108.300,35.475,23.163,1.024
'[13:30:40.686 11/01/1996]',0.100,-0.054,0.077,108.300,35.475,23.163,1.024
'[13:30:40.688 11/01/1996]',0.100,-0.043,0.067,104.775,36.400,23.100,1.024
'[13:30:40.690 11/01/1996]',0.077,-0.043,0.034,104.775,36.400,23.100,1.024
'[13:30:40.692 11/01/1996]',0.034,-0.021,0.001,104.775,36.400,23.100,1.024
'[13:30:40.694 11/01/1996]',0.001,-0.010,-0.032,104.775,36.400,23.100,1.024
'[13:30:40.696 11/01/1996]',-0.010,-0.010,-0.054,100.875,37.400,23.038,1.024
'[13:30:40.698 11/01/1996]',-0.032,0.001,-0.065,100.875,37.400,23.038,1.024
'[13:30:40.700 11/01/1996]',-0.043,0.001,-0.076,100.875,37.400,23.038,1.024
'[13:30:40.702 11/01/1996]',-0.054,0.001,-0.076,100.875,37.400,23.038,1.024
'[13:30:40.704 11/01/1996]',-0.065,0.001,-0.098,96.975,37.700,22.988,1.024
'[13:30:40.706 11/01/1996]',-0.065,-0.010,-0.098,96.975,37.700,22.988,1.024
