'Time and date','II','aVR','V','ABP','PAP','CVP','PLETH'
'[15:27:14.608 06/04/1996]',-0.255,-0.182,0.374,60.600,22.350,13.062,0.000
'[15:27:14.610 06/04/1996]',-0.264,-0.145,0.330,60.600,22.350,13.062,0.000
'[15:27:14.612 06/04/1996]',-0.273,-0.108,0.309,60.600,22.350,13.062,0.000
'[15:27:14.614 06/04/1996]',-0.273,-0.090,0.265,60.600,22.350,13.062,0.000
'[15:27:14.616 06/04/1996]',-0.255,-0.072,0.243,60.450,22.300,12.762,0.000
'[15:27:14.618 06/04/1996]',-0.264,-0.053,0.199,60.450,22.300,12.762,0.000
'[15:27:14.620 06/04/1996]',-0.255,-0.035,0.177,60.450,22.300,12.762,0.000
'[15:27:14.622 06/04/1996]',-0.246,-0.017,0.133,60.450,22.300,12.762,0.000
'[15:27:14.624 06/04/1996]',-0.228,0.002,0.111,60.450,22.175,12.412,0.000
'[15:27:14.626 06/04/1996]',-0.219,0.002,0.089,60.450,22.175,12.412,0.000
'[15:27:14.628 06/04/1996]',-0.200,0.002,0.067,60.450,22.175,12.412,0.000
'[15:27:14.630 06/04/1996]',-0.200,0.019,0.045,60.450,22.175,12.412,0.000
'[15:27:14.632 06/04/1996]',-0.182,0.037,0.023,60.375,22.000,12.000,0.000
'[15:27:14.634 06/04/1996]',-0.182,0.037,0.023,60.375,22.000,12.000,0.000
'[15:27:14.636 06/04/1996]',-0.173,0.037,0.002,60.375,22.000,12.000,0.000
'[15:27:14.638 06/04/1996]',-0.164,0.037,0.002,60.375,22.000,12.000,0.000
'[15:27:14.640 06/04/1996]',-0.173,0.056,0.002,60.225,21.825,11.600,0.000
'[15:27:14.642 06/04/1996]',-0.155,0.056,0.002,60.225,21.825,11.600,0.000
'[15:27:14.644 06/04/1996]',-0.164,0.056,0.002,60.225,21.825,11.600,0.000
'[15:27:14.646 06/04/1996]',-0.164,0.056,0.002,60.225,21.825,11.600,0.000
'[15:27:14.648 06/04/1996]',-0.155,0.056,0.002,60.075,21.700,11.188,0.000
'[15:27:14.650 06/04/1996]',-0.164,0.056,0.002,60.075,21.700,11.188,0.000
'[15:27:14.652 06/04/1996]',-0.155,0.074,0.002,60.075,21.700,11.188,0.000
'[15:27:14.654 06/04/1996]',-0.155,0.074,0.002,60.075,21.700,11.188,0.000
'[15:27:14.656 06/04/1996]',-0.155,0.074,-0.020,59.850,21.650,10.775,0.000
'[15:27:14.658 06/04/1996]',-0.155,0.074,-0.020,59.850,21.650,10.775,0.000
'[15:27:14.660 06/04/1996]',-0.145,0.056,-0.020,59.850,21.650,10.775,0.000
'[15:27:14.662 06/04/1996]',-0.145,0.056,-0.020,59.850,21.650,10.775,0.000
'[15:27:14.664 06/04/1996]',-0.145,0.074,0.002,59.475,21.700,10.363,0.000
'[15:27:14.666 06/04/1996]',-0.145,0.074,-0.020,59.475,21.700,10.363,0.000
'[15:27:14.668 06/04/1996]',-0.155,0.074,-0.020,59.475,21.700,10.363,0.000
'[15:27:14.670 06/04/1996]',-0.145,0.074,-0.020,59.475,21.700,10.363,0.000
'[15:27:14.672 06/04/1996]',-0.145,0.074,-0.020,59.100,21.875,10.075,0.000
'[15:27:14.674 06/04/1996]',-0.145,0.074,-0.020,59.100,21.875,10.075,0.000
'[15:27:14.676 06/04/1996]',-0.145,0.056,-0.020,59.100,21.875,10.075,0.000
'[15:27:14.678 06/04/1996]',-0.155,0.056,-0.020,59.100,21.875,10.075,0.000
'[15:27:14.680 06/04/1996]',-0.145,0.074,-0.020,58.650,22.050,9.950,0.000
'[15:27:14.682 06/04/1996]',-0.155,0.074,-0.020,58.650,22.050,9.950,0.000
'[15:27:14.684 06/04/1996]',-0.145,0.074,-0.020,58.650,22.050,9.950,0.000
'[15:27:14.686 06/04/1996]',-0.145,0.074,-0.020,58.650,22.050,9.950,0.000
'[15:27:14.688 06/04/1996]',-0.145,0.074,0.002,58.350,22.300,9.950,0.000
'[15:27:14.690 06/04/1996]',-0.145,0.074,-0.020,58.350,22.300,9.950,0.000
'[15:27:14.692 06/04/1996]',-0.145,0.074,0.002,58.350,22.300,9.950,0.000
'[15:27:14.694 06/04/1996]',-0.145,0.074,-0.020,58.350,22.300,9.950,0.000
'[15:27:14.696 06/04/1996]',-0.155,0.074,-0.020,58.125,22.650,9.950,0.000
'[15:27:14.698 06/04/1996]',-0.145,0.074,-0.020,58.125,22.650,9.950,0.000
'[15:27:14.700 06/04/1996]',-0.145,0.074,-0.020,58.125,22.650,9.950,0.000
'[15:27:14.702 06/04/1996]',-0.145,0.074,-0.020,58.125,22.650,9.950,0.000
'[15:27:14.704 06/04/1996]',-0.145,0.074,0.002,57.900,23.225,9.950,0.000
'[15:27:14.706 06/04/1996]',-0.145,0.074,-0.020,57.900,23.225,9.950,0.000
'[15:27:14.708 06/04/1996]',-0.145,0.074,-0.020,57.900,23.225,9.950,0.000
'[15:27:14.710 06/04/1996]',-0.145,0.074,-0.020,57.900,23.225,9.950,0.000
'[15:27:14.712 06/04/1996]',-0.155,0.074,0.002,57.600,24.050,10.075,0.000
'[15:27:14.714 06/04/1996]',-0.145,0.074,-0.020,57.600,24.050,10.075,0.000
'[15:27:14.716 06/04/1996]',-0.145,0.074,0.002,57.600,24.050,10.075,0.000
'[15:27:14.718 06/04/1996]',-0.145,0.074,0.002,57.600,24.050,10.075,0.000
'[15:27:14.720 06/04/1996]',-0.145,0.074,0.002,57.375,24.875,10.250,0.000
'[15:27:14.722 06/04/1996]',-0.155,0.074,-0.020,57.375,24.875,10.250,0.000
'[15:27:14.724 06/04/1996]',-0.145,0.074,-0.020,57.375,24.875,10.250,0.000
'[15:27:14.726 06/04/1996]',-0.145,0.074,0.002,57.375,24.875,10.250,0.000
'[15:27:14.728 06/04/1996]',-0.145,0.074,0.002,57.225,25.400,10.537,0.000
'[15:27:14.730 06/04/1996]',-0.145,0.074,0.002,57.225,25.400,10.537,0.000
'[15:27:14.732 06/04/1996]',-0.145,0.074,0.002,57.225,25.400,10.537,0.000
'[15:27:14.734 06/04/1996]',-0.145,0.074,0.002,57.225,25.400,10.537,0.000
'[15:27:14.736 06/04/1996]',-0.145,0.074,0.002,57.450,25.450,10.838,0.000
'[15:27:14.738 06/04/1996]',-0.145,0.074,0.002,57.450,25.450,10.838,0.000
'[15:27:14.740 06/04/1996]',-0.155,0.074,0.002,57.450,25.450,10.838,0.000
'[15:27:14.742 06/04/1996]',-0.145,0.074,0.002,57.450,25.450,10.838,0.000
'[15:27:14.744 06/04/1996]',-0.145,0.074,0.002,58.200,25.100,11.125,0.000
'[15:27:14.746 06/04/1996]',-0.155,0.074,0.002,58.200,25.100,11.125,0.000
'[15:27:14.748 06/04/1996]',-0.145,0.074,0.002,58.200,25.100,11.125,0.000
'[15:27:14.750 06/04/1996]',-0.145,0.074,0.002,58.200,25.100,11.125,0.000
'[15:27:14.752 06/04/1996]',-0.136,0.074,0.002,60.150,24.650,11.300,0.000
'[15:27:14.754 06/04/1996]',-0.145,0.074,0.002,60.150,24.650,11.300,0.000
'[15:27:14.756 06/04/1996]',-0.145,0.074,0.002,60.150,24.650,11.300,0.000
'[15:27:14.758 06/04/1996]',-0.145,0.074,0.002,60.150,24.650,11.300,0.000
'[15:27:14.760 06/04/1996]',-0.145,0.074,0.002,63.675,24.350,11.363,0.000
'[15:27:14.762 06/04/1996]',-0.136,0.074,0.002,63.675,24.350,11.363,0.000
'[15:27:14.764 06/04/1996]',-0.136,0.074,0.002,63.675,24.350,11.363,0.000
'[15:27:14.766 06/04/1996]',-0.136,0.074,0.002,63.675,24.350,11.363,0.000
'[15:27:14.768 06/04/1996]',-0.136,0.074,0.002,68.775,24.450,11.300,0.000
'[15:27:14.770 06/04/1996]',-0.136,0.074,0.002,68.775,24.450,11.300,0.000
'[15:27:14.772 06/04/1996]',-0.136,0.074,0.002,68.775,24.450,11.300,0.000
'[15:27:14.774 06/04/1996]',-0.136,0.056,0.002,68.775,24.450,11.300,0.000
'[15:27:14.776 06/04/1996]',-0.118,0.056,0.002,74.625,25.175,11.062,0.000
'[15:27:14.778 06/04/1996]',-0.128,0.056,0.002,74.625,25.175,11.062,0.000
'[15:27:14.780 06/04/1996]',-0.109,0.056,0.002,74.625,25.175,11.062,0.000
'[15:27:14.782 06/04/1996]',-0.109,0.056,0.002,74.625,25.175,11.062,0.000
'[15:27:14.784 06/04/1996]',-0.109,0.056,0.002,80.100,26.450,10.887,0.000
'[15:27:14.786 06/04/1996]',-0.109,0.056,0.002,80.100,26.450,10.887,0.000
'[15:27:14.788 06/04/1996]',-0.109,0.037,0.002,80.100,26.450,10.887,0.000
'[15:27:14.790 06/04/1996]',-0.109,0.037,0.002,80.100,26.450,10.887,0.000
'[15:27:14.792 06/04/1996]',-0.100,0.037,0.002,84.375,28.275,10.713,0.000
'[15:27:14.794 06/04/1996]',-0.100,0.037,0.002,84.375,28.275,10.713,0.000
'[15:27:14.796 06/04/1996]',-0.100,0.037,0.002,84.375,28.275,10.713,0.000
'[15:27:14.798 06/04/1996]',-0.091,0.037,0.002,84.375,28.275,10.713,0.000
'[15:27:14.800 06/04/1996]',-0.091,0.037,0.002,87.750,30.625,10.475,0.000
'[15:27:14.802 06/04/1996]',-0.091,0.037,0.002,87.750,30.625,10.475,0.000
'[15:27:14.804 06/04/1996]',-0.100,0.037,0.002,87.750,30.625,10.475,0.000
'[15:27:14.806 06/04/1996]',-0.109,0.019,0.002,87.750,30.625,10.475,0.000
'[15:27:14.808 06/04/1996]',-0.091,0.019,0.002,90.750,33.475,10.250,0.000
'[15:27:14.810 06/04/1996]',-0.091,0.019,0.002,90.750,33.475,10.250,0.000
'[15:27:14.812 06/04/1996]',-0.091,0.037,0.002,90.750,33.475,10.250,0.000
'[15:27:14.814 06/04/1996]',-0.091,0.037,0.002,90.750,33.475,10.250,0.000
'[15:27:14.816 06/04/1996]',-0.091,0.037,0.002,94.050,36.525,10.075,0.000
'[15:27:14.818 06/04/1996]',-0.100,0.037,0.002,94.050,36.525,10.075,0.000
'[15:27:14.820 06/04/1996]',-0.100,0.019,0.002,94.050,36.525,10.075,0.000
'[15:27:14.822 06/04/1996]',-0.109,0.019,0.002,94.050,36.525,10.075,0.000
'[15:27:14.824 06/04/1996]',-0.118,0.037,0.002,97.500,39.700,9.900,0.000
'[15:27:14.826 06/04/1996]',-0.118,0.037,0.002,97.500,39.700,9.900,0.000
'[15:27:14.828 06/04/1996]',-0.118,0.019,0.002,97.500,39.700,9.900,0.000
'[15:27:14.830 06/04/1996]',-0.118,0.037,0.002,97.500,39.700,9.900,0.000
'[15:27:14.832 06/04/1996]',-0.118,0.037,0.002,100.800,42.850,9.900,0.000
'[15:27:14.834 06/04/1996]',-0.128,0.037,0.002,100.800,42.850,9.900,0.000
'[15:27:14.836 06/04/1996]',-0.136,0.037,0.002,100.800,42.850,9.900,0.000
'[15:27:14.838 06/04/1996]',-0.136,0.037,0.002,100.800,42.850,9.900,0.000
'[15:27:14.840 06/04/1996]',-0.136,0.037,0.002,103.800,45.800,9.900,0.000
'[15:27:14.842 06/04/1996]',-0.136,0.019,0.002,103.800,45.800,9.900,0.000
'[15:27:14.844 06/04/1996]',-0.136,0.037,0.002,103.800,45.800,9.900,0.000
'[15:27:14.846 06/04/1996]',-0.136,0.037,0.023,103.800,45.800,9.900,0.000
'[15:27:14.848 06/04/1996]',-0.136,0.037,0.002,106.350,48.375,9.950,0.000
'[15:27:14.850 06/04/1996]',-0.136,0.037,0.023,106.350,48.375,9.950,0.000
'[15:27:14.852 06/04/1996]',-0.145,0.037,0.023,106.350,48.375,9.950,0.000
'[15:27:14.854 06/04/1996]',-0.155,0.037,0.023,106.350,48.375,9.950,0.000
'[15:27:14.856 06/04/1996]',-0.155,0.037,0.023,108.675,50.300,9.950,0.000
'[15:27:14.858 06/04/1996]',-0.173,0.037,0.023,108.675,50.300,9.950,0.000
'[15:27:14.860 06/04/1996]',-0.164,0.056,0.023,108.675,50.300,9.950,0.000
'[15:27:14.862 06/04/1996]',-0.164,0.037,0.023,108.675,50.300,9.950,0.000
'[15:27:14.864 06/04/1996]',-0.155,0.056,0.023,110.625,51.475,10.012,0.000
'[15:27:14.866 06/04/1996]',-0.155,0.056,0.023,110.625,51.475,10.012,0.000
'[15:27:14.868 06/04/1996]',-0.164,0.037,0.023,110.625,51.475,10.012,0.000
'[15:27:14.870 06/04/1996]',-0.164,0.037,0.002,110.625,51.475,10.012,0.000
'[15:27:14.872 06/04/1996]',-0.155,0.037,0.002,112.200,52.000,10.125,0.000
'[15:27:14.874 06/04/1996]',-0.164,0.037,0.002,112.200,52.000,10.125,0.000
'[15:27:14.876 06/04/1996]',-0.155,0.037,0.023,112.200,52.000,10.125,0.000
'[15:27:14.878 06/04/1996]',-0.145,0.037,0.023,112.200,52.000,10.125,0.000
'[15:27:14.880 06/04/1996]',-0.155,0.056,0.023,113.475,52.000,10.300,0.000
'[15:27:14.882 06/04/1996]',-0.164,0.056,0.023,113.475,52.000,10.300,0.000
'[15:27:14.884 06/04/1996]',-0.155,0.056,0.023,113.475,52.000,10.300,0.000
'[15:27:14.886 06/04/1996]',-0.155,0.056,0.023,113.475,52.000,10.300,0.000
'[15:27:14.888 06/04/1996]',-0.155,0.056,0.023,114.375,51.525,10.475,0.000
'[15:27:14.890 06/04/1996]',-0.145,0.037,0.023,114.375,51.525,10.475,0.000
'[15:27:14.892 06/04/1996]',-0.155,0.037,0.023,114.375,51.525,10.475,0.000
'[15:27:14.894 06/04/1996]',-0.155,0.037,0.023,114.375,51.525,10.475,0.000
'[15:27:14.896 06/04/1996]',-0.145,0.037,0.045,114.975,50.650,10.662,0.000
'[15:27:14.898 06/04/1996]',-0.155,0.037,0.045,114.975,50.650,10.662,0.000
'[15:27:14.900 06/04/1996]',-0.173,0.037,0.023,114.975,50.650,10.662,0.000
'[15:27:14.902 06/04/1996]',-0.173,0.037,0.023,114.975,50.650,10.662,0.000
'[15:27:14.904 06/04/1996]',-0.164,0.056,0.045,115.125,49.375,10.775,0.000
'[15:27:14.906 06/04/1996]',-0.173,0.037,0.023,115.125,49.375,10.775,0.000
'[15:27:14.908 06/04/1996]',-0.173,0.056,0.045,115.125,49.375,10.775,0.000
'[15:27:14.910 06/04/1996]',-0.164,0.056,0.045,115.125,49.375,10.775,0.000
'[15:27:14.912 06/04/1996]',-0.164,0.056,0.045,114.825,47.775,10.838,0.000
'[15:27:14.914 06/04/1996]',-0.164,0.056,0.045,114.825,47.775,10.838,0.000
'[15:27:14.916 06/04/1996]',-0.155,0.056,0.045,114.825,47.775,10.838,0.000
'[15:27:14.918 06/04/1996]',-0.155,0.056,0.045,114.825,47.775,10.838,0.000
'[15:27:14.920 06/04/1996]',-0.155,0.037,0.045,114.225,45.900,10.838,0.000
'[15:27:14.922 06/04/1996]',-0.155,0.037,0.045,114.225,45.900,10.838,0.000
'[15:27:14.924 06/04/1996]',-0.155,0.037,0.045,114.225,45.900,10.838,0.000
'[15:27:14.926 06/04/1996]',-0.145,0.037,0.045,114.225,45.900,10.838,0.000
'[15:27:14.928 06/04/1996]',-0.145,0.056,0.045,113.250,43.800,10.775,0.000
'[15:27:14.930 06/04/1996]',-0.145,0.056,0.045,113.250,43.800,10.775,0.000
'[15:27:14.932 06/04/1996]',-0.155,0.037,0.045,113.250,43.800,10.775,0.000
'[15:27:14.934 06/04/1996]',-0.164,0.037,0.045,113.250,43.800,10.775,0.000
'[15:27:14.936 06/04/1996]',-0.155,0.056,0.045,112.125,41.575,10.600,0.000
'[15:27:14.938 06/04/1996]',-0.164,0.037,0.045,112.125,41.575,10.600,0.000
'[15:27:14.940 06/04/1996]',-0.155,0.056,0.045,112.125,41.575,10.600,0.000
'[15:27:14.942 06/04/1996]',-0.155,0.056,0.045,112.125,41.575,10.600,0.000
'[15:27:14.944 06/04/1996]',-0.155,0.056,0.045,110.925,39.275,10.300,0.000
'[15:27:14.946 06/04/1996]',-0.164,0.056,0.045,110.925,39.275,10.300,0.000
'[15:27:14.948 06/04/1996]',-0.164,0.056,0.045,110.925,39.275,10.300,0.000
'[15:27:14.950 06/04/1996]',-0.164,0.056,0.045,110.925,39.275,10.300,0.000
'[15:27:14.952 06/04/1996]',-0.155,0.056,0.045,109.500,37.000,9.838,0.000
'[15:27:14.954 06/04/1996]',-0.155,0.056,0.045,109.500,37.000,9.838,0.000
'[15:27:14.956 06/04/1996]',-0.155,0.037,0.045,109.500,37.000,9.838,0.000
'[15:27:14.958 06/04/1996]',-0.164,0.056,0.045,109.500,37.000,9.838,0.000
'[15:27:14.960 06/04/1996]',-0.155,0.056,0.045,107.850,34.725,9.250,0.000
'[15:27:14.962 06/04/1996]',-0.164,0.056,0.045,107.850,34.725,9.250,0.000
'[15:27:14.964 06/04/1996]',-0.164,0.056,0.045,107.850,34.725,9.250,0.000
'[15:27:14.966 06/04/1996]',-0.164,0.056,0.045,107.850,34.725,9.250,0.000
'[15:27:14.968 06/04/1996]',-0.155,0.056,0.045,105.675,32.500,8.662,0.000
'[15:27:14.970 06/04/1996]',-0.164,0.037,0.045,105.675,32.500,8.662,0.000
'[15:27:14.972 06/04/1996]',-0.155,0.056,0.045,105.675,32.500,8.662,0.000
'[15:27:14.974 06/04/1996]',-0.155,0.056,0.045,105.675,32.500,8.662,0.000
'[15:27:14.976 06/04/1996]',-0.155,0.056,0.045,103.050,30.275,8.025,0.000
'[15:27:14.978 06/04/1996]',-0.155,0.056,0.045,103.050,30.275,8.025,0.000
'[15:27:14.980 06/04/1996]',-0.145,0.056,0.045,103.050,30.275,8.025,0.000
'[15:27:14.982 06/04/1996]',-0.145,0.056,0.045,103.050,30.275,8.025,0.000
'[15:27:14.984 06/04/1996]',-0.145,0.056,0.045,99.825,28.275,7.263,0.000
'[15:27:14.986 06/04/1996]',-0.145,0.056,0.045,99.825,28.275,7.263,0.000
'[15:27:14.988 06/04/1996]',-0.155,0.056,0.045,99.825,28.275,7.263,0.000
'[15:27:14.990 06/04/1996]',-0.155,0.056,0.045,99.825,28.275,7.263,0.000
'[15:27:14.992 06/04/1996]',-0.164,0.056,0.045,96.300,26.400,6.500,0.000
'[15:27:14.994 06/04/1996]',-0.164,0.056,0.045,96.300,26.400,6.500,0.000
'[15:27:14.996 06/04/1996]',-0.173,0.056,0.045,96.300,26.400,6.500,0.000
'[15:27:14.998 06/04/1996]',-0.173,0.056,0.045,96.300,26.400,6.500,0.000
'[15:27:15.000 06/04/1996]',-0.155,0.056,0.045,93.075,24.700,5.737,0.000
'[15:27:15.002 06/04/1996]',-0.164,0.056,0.045,93.075,24.700,5.737,0.000
'[15:27:15.004 06/04/1996]',-0.155,0.056,0.045,93.075,24.700,5.737,0.000
'[15:27:15.006 06/04/1996]',-0.155,0.056,0.045,93.075,24.700,5.737,0.000
'[15:27:15.008 06/04/1996]',-0.155,0.056,0.045,90.525,23.125,4.975,0.000
'[15:27:15.010 06/04/1996]',-0.164,0.056,0.045,90.525,23.125,4.975,0.000
'[15:27:15.012 06/04/1996]',-0.173,0.056,0.045,90.525,23.125,4.975,0.000
'[15:27:15.014 06/04/1996]',-0.164,0.056,0.045,90.525,23.125,4.975,0.000
'[15:27:15.016 06/04/1996]',-0.164,0.074,0.045,88.875,21.650,4.325,0.000
'[15:27:15.018 06/04/1996]',-0.164,0.074,0.045,88.875,21.650,4.325,0.000
'[15:27:15.020 06/04/1996]',-0.164,0.056,0.045,88.875,21.650,4.325,0.000
'[15:27:15.022 06/04/1996]',-0.164,0.056,0.045,88.875,21.650,4.325,0.000
'[15:27:15.024 06/04/1996]',-0.155,0.056,0.045,87.750,20.300,3.625,0.000
'[15:27:15.026 06/04/1996]',-0.155,0.056,0.045,87.750,20.300,3.625,0.000
'[15:27:15.028 06/04/1996]',-0.155,0.056,0.045,87.750,20.300,3.625,0.000
'[15:27:15.030 06/04/1996]',-0.155,0.037,0.045,87.750,20.300,3.625,0.000
'[15:27:15.032 06/04/1996]',-0.155,0.056,0.045,86.850,19.075,2.975,0.000
'[15:27:15.034 06/04/1996]',-0.155,0.056,0.045,86.850,19.075,2.975,0.000
'[15:27:15.036 06/04/1996]',-0.164,0.056,0.045,86.850,19.075,2.975,0.000
'[15:27:15.038 06/04/1996]',-0.164,0.056,0.045,86.850,19.075,2.975,0.000
'[15:27:15.040 06/04/1996]',-0.164,0.056,0.045,85.875,18.075,2.400,0.000
'[15:27:15.042 06/04/1996]',-0.164,0.056,0.045,85.875,18.075,2.400,0.000
'[15:27:15.044 06/04/1996]',-0.164,0.056,0.045,85.875,18.075,2.400,0.000
'[15:27:15.046 06/04/1996]',-0.155,0.056,0.045,85.875,18.075,2.400,0.000
'[15:27:15.048 06/04/1996]',-0.145,0.056,0.045,84.525,17.200,1.863,0.000
'[15:27:15.050 06/04/1996]',-0.145,0.056,0.045,84.525,17.200,1.863,0.000
'[15:27:15.052 06/04/1996]',-0.145,0.056,0.045,84.525,17.200,1.863,0.000
'[15:27:15.054 06/04/1996]',-0.145,0.037,0.045,84.525,17.200,1.863,0.000
'[15:27:15.056 06/04/1996]',-0.145,0.037,0.045,83.175,16.675,1.400,0.000
'[15:27:15.058 06/04/1996]',-0.145,0.056,0.045,83.175,16.675,1.400,0.000
'[15:27:15.060 06/04/1996]',-0.145,0.037,0.045,83.175,16.675,1.400,0.000
'[15:27:15.062 06/04/1996]',-0.145,0.037,0.045,83.175,16.675,1.400,0.000
'[15:27:15.064 06/04/1996]',-0.145,0.056,0.045,81.900,16.375,0.988,0.000
'[15:27:15.066 06/04/1996]',-0.145,0.037,0.045,81.900,16.375,0.988,0.000
'[15:27:15.068 06/04/1996]',-0.145,0.056,0.045,81.900,16.375,0.988,0.000
'[15:27:15.070 06/04/1996]',-0.155,0.056,0.067,81.900,16.375,0.988,0.000
'[15:27:15.072 06/04/1996]',-0.155,0.056,0.067,80.775,16.375,0.525,0.000
'[15:27:15.074 06/04/1996]',-0.155,0.037,0.067,80.775,16.375,0.525,0.000
'[15:27:15.076 06/04/1996]',-0.164,0.037,0.067,80.775,16.375,0.525,0.000
'[15:27:15.078 06/04/1996]',-0.164,0.056,0.067,80.775,16.375,0.525,0.000
'[15:27:15.080 06/04/1996]',-0.173,0.056,0.067,79.725,16.675,0.125,0.000
'[15:27:15.082 06/04/1996]',-0.164,0.056,0.067,79.725,16.675,0.125,0.000
'[15:27:15.084 06/04/1996]',-0.145,0.056,0.045,79.725,16.675,0.125,0.000
'[15:27:15.086 06/04/1996]',-0.145,0.037,0.045,79.725,16.675,0.125,0.000
'[15:27:15.088 06/04/1996]',-0.145,0.037,0.045,78.750,17.250,-0.287,0.000
'[15:27:15.090 06/04/1996]',-0.155,0.056,0.045,78.750,17.250,-0.287,0.000
'[15:27:15.092 06/04/1996]',-0.164,0.037,0.045,78.750,17.250,-0.287,0.000
'[15:27:15.094 06/04/1996]',-0.155,0.037,0.045,78.750,17.250,-0.287,0.000
'[15:27:15.096 06/04/1996]',-0.155,0.056,0.045,77.850,17.950,-0.525,0.000
'[15:27:15.098 06/04/1996]',-0.173,0.056,0.045,77.850,17.950,-0.525,0.000
'[15:27:15.100 06/04/1996]',-0.155,0.056,0.045,77.850,17.950,-0.525,0.000
'[15:27:15.102 06/04/1996]',-0.164,0.056,0.045,77.850,17.950,-0.525,0.000
'[15:27:15.104 06/04/1996]',-0.182,0.074,0.045,77.025,18.650,-0.700,0.000
'[15:27:15.106 06/04/1996]',-0.191,0.074,0.045,77.025,18.650,-0.700,0.000
'[15:27:15.108 06/04/1996]',-0.191,0.074,0.045,77.025,18.650,-0.700,0.000
'[15:27:15.110 06/04/1996]',-0.200,0.074,0.045,77.025,18.650,-0.700,0.000
'[15:27:15.112 06/04/1996]',-0.200,0.074,0.045,76.125,19.250,-0.762,0.000
'[15:27:15.114 06/04/1996]',-0.200,0.074,0.045,76.125,19.250,-0.762,0.000
'[15:27:15.116 06/04/1996]',-0.210,0.074,0.045,76.125,19.250,-0.762,0.000
'[15:27:15.118 06/04/1996]',-0.210,0.074,0.045,76.125,19.250,-0.762,0.000
'[15:27:15.120 06/04/1996]',-0.219,0.074,0.045,75.225,19.550,-0.812,0.000
'[15:27:15.122 06/04/1996]',-0.219,0.074,0.045,75.225,19.550,-0.812,0.000
'[15:27:15.124 06/04/1996]',-0.219,0.074,0.045,75.225,19.550,-0.812,0.000
'[15:27:15.126 06/04/1996]',-0.228,0.074,0.045,75.225,19.550,-0.812,0.000
'[15:27:15.128 06/04/1996]',-0.219,0.074,0.045,74.325,19.550,-0.875,0.000
'[15:27:15.130 06/04/1996]',-0.228,0.074,0.045,74.325,19.550,-0.875,0.000
'[15:27:15.132 06/04/1996]',-0.210,0.074,0.045,74.325,19.550,-0.875,0.000
'[15:27:15.134 06/04/1996]',-0.210,0.074,0.045,74.325,19.550,-0.875,0.000
'[15:27:15.136 06/04/1996]',-0.210,0.074,0.045,73.425,19.200,-0.938,0.000
'[15:27:15.138 06/04/1996]',-0.219,0.074,0.045,73.425,19.200,-0.938,0.000
'[15:27:15.140 06/04/1996]',-0.219,0.074,0.045,73.425,19.200,-0.938,0.000
'[15:27:15.142 06/04/1996]',-0.219,0.074,0.045,73.425,19.200,-0.938,0.000
'[15:27:15.144 06/04/1996]',-0.228,0.092,0.045,72.450,18.600,-0.938,0.000
'[15:27:15.146 06/04/1996]',-0.228,0.092,0.045,72.450,18.600,-0.938,0.000
'[15:27:15.148 06/04/1996]',-0.228,0.092,0.045,72.450,18.600,-0.938,0.000
'[15:27:15.150 06/04/1996]',-0.228,0.092,0.045,72.450,18.600,-0.938,0.000
'[15:27:15.152 06/04/1996]',-0.228,0.092,0.045,71.700,17.850,-0.988,0.000
'[15:27:15.154 06/04/1996]',-0.228,0.092,0.045,71.700,17.850,-0.988,0.000
'[15:27:15.156 06/04/1996]',-0.237,0.092,0.023,71.700,17.850,-0.988,0.000
'[15:27:15.158 06/04/1996]',-0.246,0.092,0.045,71.700,17.850,-0.988,0.000
'[15:27:15.160 06/04/1996]',-0.228,0.092,0.045,71.175,16.950,-1.050,0.000
'[15:27:15.162 06/04/1996]',-0.237,0.092,0.045,71.175,16.950,-1.050,0.000
'[15:27:15.164 06/04/1996]',-0.237,0.092,0.045,71.175,16.950,-1.050,0.000
'[15:27:15.166 06/04/1996]',-0.246,0.111,0.045,71.175,16.950,-1.050,0.000
'[15:27:15.168 06/04/1996]',-0.246,0.111,0.045,70.575,15.975,-1.113,0.000
'[15:27:15.170 06/04/1996]',-0.246,0.111,0.045,70.575,15.975,-1.113,0.000
'[15:27:15.172 06/04/1996]',-0.246,0.111,0.045,70.575,15.975,-1.113,0.000
'[15:27:15.174 06/04/1996]',-0.246,0.111,0.045,70.575,15.975,-1.113,0.000
'[15:27:15.176 06/04/1996]',-0.255,0.111,0.045,69.975,14.975,-1.225,0.000
'[15:27:15.178 06/04/1996]',-0.255,0.111,0.045,69.975,14.975,-1.225,0.000
'[15:27:15.180 06/04/1996]',-0.255,0.111,0.045,69.975,14.975,-1.225,0.000
'[15:27:15.182 06/04/1996]',-0.246,0.111,0.045,69.975,14.975,-1.225,0.000
'[15:27:15.184 06/04/1996]',-0.246,0.111,0.045,69.450,14.025,-1.337,0.000
'[15:27:15.186 06/04/1996]',-0.237,0.111,0.045,69.450,14.025,-1.337,0.000
'[15:27:15.188 06/04/1996]',-0.237,0.111,0.023,69.450,14.025,-1.337,0.000
'[15:27:15.190 06/04/1996]',-0.237,0.092,0.023,69.450,14.025,-1.337,0.000
'[15:27:15.192 06/04/1996]',-0.228,0.111,0.045,69.000,13.150,-1.337,0.000
'[15:27:15.194 06/04/1996]',-0.237,0.111,0.023,69.000,13.150,-1.337,0.000
'[15:27:15.196 06/04/1996]',-0.246,0.111,0.045,69.000,13.150,-1.337,0.000
