'Time and date','II','aVF','ABP','PAP','CVP','LAP','PLETH','CO2'
'[22:44:23.302 23/02/1996]',0.030,0.016,84.200,26.736,11.350,7.562,0.120,57.700
'[22:44:23.304 23/02/1996]',0.035,0.020,84.250,22.936,11.175,7.213,0.086,57.817
'[22:44:23.306 23/02/1996]',0.039,0.024,84.250,22.936,11.175,7.213,0.086,57.817
'[22:44:23.308 23/02/1996]',0.044,0.029,84.250,22.936,11.175,7.213,0.086,57.817
'[22:44:23.310 23/02/1996]',0.049,0.035,84.250,22.936,11.175,7.213,0.086,57.817
'[22:44:23.312 23/02/1996]',0.056,0.041,84.700,17.616,10.938,6.862,0.048,57.933
'[22:44:23.314 23/02/1996]',0.062,0.046,84.700,17.616,10.938,6.862,0.048,57.933
'[22:44:23.316 23/02/1996]',0.069,0.051,84.700,17.616,10.938,6.862,0.048,57.933
'[22:44:23.318 23/02/1996]',0.075,0.056,84.700,17.616,10.938,6.862,0.048,57.933
'[22:44:23.320 23/02/1996]',0.081,0.059,85.350,12.944,10.588,6.625,0.018,58.050
'[22:44:23.322 23/02/1996]',0.086,0.063,85.350,12.944,10.588,6.625,0.018,58.050
'[22:44:23.324 23/02/1996]',0.089,0.064,85.350,12.944,10.588,6.625,0.018,58.050
'[22:44:23.326 23/02/1996]',0.092,0.065,85.350,12.944,10.588,6.625,0.018,58.050
'[22:44:23.328 23/02/1996]',0.093,0.063,86.050,10.502,10.238,6.513,-0.013,58.167
'[22:44:23.330 23/02/1996]',0.094,0.061,86.050,10.502,10.238,6.513,-0.013,58.167
'[22:44:23.332 23/02/1996]',0.090,0.056,86.050,10.502,10.238,6.513,-0.013,58.167
'[22:44:23.334 23/02/1996]',0.087,0.051,86.050,10.502,10.238,6.513,-0.013,58.167
'[22:44:23.336 23/02/1996]',0.078,0.044,86.750,10.552,9.825,6.562,-0.038,57.950
'[22:44:23.338 23/02/1996]',0.069,0.037,86.750,10.552,9.825,6.562,-0.038,57.950
'[22:44:23.340 23/02/1996]',0.057,0.029,86.750,10.552,9.825,6.562,-0.038,57.950
'[22:44:23.342 23/02/1996]',0.045,0.022,86.750,10.552,9.825,6.562,-0.038,57.950
'[22:44:23.344 23/02/1996]',0.032,0.015,87.400,12.421,9.475,6.800,-0.060,57.767
'[22:44:23.346 23/02/1996]',0.018,0.007,87.400,12.421,9.475,6.800,-0.060,57.767
'[22:44:23.348 23/02/1996]',0.006,0.001,87.400,12.421,9.475,6.800,-0.060,57.767
'[22:44:23.350 23/02/1996]',-0.005,-0.006,87.400,12.421,9.475,6.800,-0.060,57.767
'[22:44:23.352 23/02/1996]',-0.014,-0.011,87.950,14.813,9.188,7.325,-0.086,57.583
'[22:44:23.354 23/02/1996]',-0.023,-0.017,87.950,14.813,9.188,7.325,-0.086,57.583
'[22:44:23.356 23/02/1996]',-0.029,-0.021,87.950,14.813,9.188,7.325,-0.086,57.583
'[22:44:23.358 23/02/1996]',-0.036,-0.025,87.950,14.813,9.188,7.325,-0.086,57.583
'[22:44:23.360 23/02/1996]',-0.041,-0.029,88.250,16.919,8.950,8.025,-0.103,57.400
'[22:44:23.362 23/02/1996]',-0.046,-0.032,88.250,16.919,8.950,8.025,-0.103,57.400
'[22:44:23.364 23/02/1996]',-0.050,-0.036,88.250,16.919,8.950,8.025,-0.103,57.400
'[22:44:23.366 23/02/1996]',-0.054,-0.041,88.250,16.919,8.950,8.025,-0.103,57.400
'[22:44:23.368 23/02/1996]',-0.059,-0.046,88.350,18.202,8.713,8.912,-0.120,57.367
'[22:44:23.370 23/02/1996]',-0.064,-0.051,88.350,18.202,8.713,8.912,-0.120,57.367
'[22:44:23.372 23/02/1996]',-0.068,-0.055,88.350,18.202,8.713,8.912,-0.120,57.367
'[22:44:23.374 23/02/1996]',-0.072,-0.059,88.350,18.202,8.713,8.912,-0.120,57.367
'[22:44:23.376 23/02/1996]',-0.075,-0.061,88.300,18.787,8.662,9.725,-0.129,57.333
'[22:44:23.378 23/02/1996]',-0.079,-0.063,88.300,18.787,8.662,9.725,-0.129,57.333
'[22:44:23.380 23/02/1996]',-0.082,-0.063,88.300,18.787,8.662,9.725,-0.129,57.333
'[22:44:23.382 23/02/1996]',-0.084,-0.063,88.300,18.787,8.662,9.725,-0.129,57.333
'[22:44:23.384 23/02/1996]',-0.086,-0.063,88.000,18.962,8.662,10.438,-0.146,57.300
'[22:44:23.386 23/02/1996]',-0.087,-0.063,88.000,18.962,8.662,10.438,-0.146,57.300
'[22:44:23.388 23/02/1996]',-0.086,-0.063,88.000,18.962,8.662,10.438,-0.146,57.300
'[22:44:23.390 23/02/1996]',-0.086,-0.063,88.000,18.962,8.662,10.438,-0.146,57.300
'[22:44:23.392 23/02/1996]',-0.086,-0.063,87.500,18.787,8.775,11.012,-0.154,57.267
'[22:44:23.394 23/02/1996]',-0.085,-0.063,87.500,18.787,8.775,11.012,-0.154,57.267
'[22:44:23.396 23/02/1996]',-0.084,-0.063,87.500,18.787,8.775,11.012,-0.154,57.267
'[22:44:23.398 23/02/1996]',-0.083,-0.063,87.500,18.787,8.775,11.012,-0.154,57.267
'[22:44:23.400 23/02/1996]',-0.082,-0.063,86.950,18.090,9.062,11.375,-0.168,57.350
'[22:44:23.402 23/02/1996]',-0.081,-0.063,86.950,18.090,9.062,11.375,-0.168,57.350
'[22:44:23.404 23/02/1996]',-0.082,-0.063,86.950,18.090,9.062,11.375,-0.168,57.350
'[22:44:23.406 23/02/1996]',-0.082,-0.063,86.950,18.090,9.062,11.375,-0.168,57.350
'[22:44:23.408 23/02/1996]',-0.084,-0.063,86.200,16.632,9.475,11.550,-0.180,57.483
'[22:44:23.410 23/02/1996]',-0.085,-0.063,86.200,16.632,9.475,11.550,-0.180,57.483
'[22:44:23.412 23/02/1996]',-0.086,-0.064,86.200,16.632,9.475,11.550,-0.180,57.483
'[22:44:23.414 23/02/1996]',-0.088,-0.064,86.200,16.632,9.475,11.550,-0.180,57.483
'[22:44:23.416 23/02/1996]',-0.089,-0.065,85.300,14.352,9.950,11.550,-0.198,57.617
'[22:44:23.418 23/02/1996]',-0.090,-0.066,85.300,14.352,9.950,11.550,-0.198,57.617
'[22:44:23.420 23/02/1996]',-0.090,-0.066,85.300,14.352,9.950,11.550,-0.198,57.617
'[22:44:23.422 23/02/1996]',-0.091,-0.066,85.300,14.352,9.950,11.550,-0.198,57.617
'[22:44:23.424 23/02/1996]',-0.092,-0.067,84.350,11.723,10.537,11.488,-0.206,57.750
'[22:44:23.426 23/02/1996]',-0.093,-0.067,84.350,11.723,10.537,11.488,-0.206,57.750
'[22:44:23.428 23/02/1996]',-0.096,-0.070,84.350,11.723,10.537,11.488,-0.206,57.750
'[22:44:23.430 23/02/1996]',-0.098,-0.072,84.350,11.723,10.537,11.488,-0.206,57.750
'[22:44:23.432 23/02/1996]',-0.104,-0.080,83.400,9.792,11.113,11.312,-0.224,57.850
'[22:44:23.434 23/02/1996]',-0.111,-0.087,83.400,9.792,11.113,11.312,-0.224,57.850
'[22:44:23.436 23/02/1996]',-0.123,-0.101,83.400,9.792,11.113,11.312,-0.224,57.850
'[22:44:23.438 23/02/1996]',-0.136,-0.114,83.400,9.792,11.113,11.312,-0.224,57.850
'[22:44:23.440 23/02/1996]',-0.155,-0.136,82.450,9.444,11.650,11.075,-0.240,58.000
'[22:44:23.442 23/02/1996]',-0.175,-0.158,82.450,9.444,11.650,11.075,-0.240,58.000
'[22:44:23.444 23/02/1996]',-0.199,-0.187,82.450,9.444,11.650,11.075,-0.240,58.000
'[22:44:23.446 23/02/1996]',-0.223,-0.216,82.450,9.444,11.650,11.075,-0.240,58.000
'[22:44:23.448 23/02/1996]',-0.248,-0.251,81.550,10.851,12.113,10.900,-0.254,58.150
'[22:44:23.450 23/02/1996]',-0.273,-0.285,81.550,10.851,12.113,10.900,-0.254,58.150
'[22:44:23.452 23/02/1996]',-0.292,-0.321,81.550,10.851,12.113,10.900,-0.254,58.150
'[22:44:23.454 23/02/1996]',-0.312,-0.356,81.550,10.851,12.113,10.900,-0.254,58.150
'[22:44:23.456 23/02/1996]',-0.319,-0.389,80.750,13.355,12.463,10.725,-0.275,58.300
'[22:44:23.458 23/02/1996]',-0.325,-0.421,80.750,13.355,12.463,10.725,-0.275,58.300
'[22:44:23.460 23/02/1996]',-0.316,-0.445,80.750,13.355,12.463,10.725,-0.275,58.300
'[22:44:23.462 23/02/1996]',-0.307,-0.469,80.750,13.355,12.463,10.725,-0.275,58.300
'[22:44:23.464 23/02/1996]',-0.282,-0.478,79.900,15.810,12.700,10.550,-0.292,58.300
'[22:44:23.466 23/02/1996]',-0.258,-0.487,79.900,15.810,12.700,10.550,-0.292,58.300
'[22:44:23.468 23/02/1996]',-0.220,-0.472,79.900,15.810,12.700,10.550,-0.292,58.300
'[22:44:23.470 23/02/1996]',-0.182,-0.458,79.900,15.810,12.700,10.550,-0.292,58.300
'[22:44:23.472 23/02/1996]',-0.134,-0.416,79.150,17.093,12.812,10.375,-0.309,58.350
'[22:44:23.474 23/02/1996]',-0.085,-0.374,79.150,17.093,12.812,10.375,-0.309,58.350
'[22:44:23.476 23/02/1996]',-0.035,-0.308,79.150,17.093,12.812,10.375,-0.309,58.350
'[22:44:23.478 23/02/1996]',0.016,-0.242,79.150,17.093,12.812,10.375,-0.309,58.350
'[22:44:23.480 23/02/1996]',0.059,-0.168,78.400,16.981,12.762,10.137,-0.331,58.400
'[22:44:23.482 23/02/1996]',0.101,-0.093,78.400,16.981,12.762,10.137,-0.331,58.400
'[22:44:23.484 23/02/1996]',0.127,-0.029,78.400,16.981,12.762,10.137,-0.331,58.400
'[22:44:23.486 23/02/1996]',0.152,0.035,78.400,16.981,12.762,10.137,-0.331,58.400
'[22:44:23.488 23/02/1996]',0.155,0.072,77.550,15.698,12.700,9.850,-0.348,58.450
'[22:44:23.490 23/02/1996]',0.158,0.110,77.550,15.698,12.700,9.850,-0.348,58.450
'[22:44:23.492 23/02/1996]',0.142,0.117,77.550,15.698,12.700,9.850,-0.348,58.450
'[22:44:23.494 23/02/1996]',0.127,0.125,77.550,15.698,12.700,9.850,-0.348,58.450
'[22:44:23.496 23/02/1996]',0.099,0.111,76.750,14.003,12.463,9.613,-0.391,58.317
'[22:44:23.498 23/02/1996]',0.071,0.096,76.750,14.003,12.463,9.613,-0.391,58.317
'[22:44:23.500 23/02/1996]',0.039,0.073,76.750,14.003,12.463,9.613,-0.391,58.317
'[22:44:23.502 23/02/1996]',0.007,0.051,76.750,14.003,12.463,9.613,-0.391,58.317
'[22:44:23.504 23/02/1996]',-0.020,0.031,75.900,12.720,12.175,9.375,-0.408,58.200
'[22:44:23.506 23/02/1996]',-0.047,0.011,75.900,12.720,12.175,9.375,-0.408,58.200
'[22:44:23.508 23/02/1996]',-0.065,-0.002,75.900,12.720,12.175,9.375,-0.408,58.200
'[22:44:23.510 23/02/1996]',-0.082,-0.015,75.900,12.720,12.175,9.375,-0.408,58.200
'[22:44:23.512 23/02/1996]',-0.089,-0.019,75.100,12.371,11.825,9.137,-0.421,58.083
'[22:44:23.514 23/02/1996]',-0.096,-0.023,75.100,12.371,11.825,9.137,-0.421,58.083
'[22:44:23.516 23/02/1996]',-0.092,-0.020,75.100,12.371,11.825,9.137,-0.421,58.083
'[22:44:23.518 23/02/1996]',-0.089,-0.017,75.100,12.371,11.825,9.137,-0.421,58.083
'[22:44:23.520 23/02/1996]',-0.078,-0.009,74.300,13.069,11.525,8.912,-0.434,57.967
'[22:44:23.522 23/02/1996]',-0.067,-0.001,74.300,13.069,11.525,8.912,-0.434,57.967
'[22:44:23.524 23/02/1996]',-0.053,0.008,74.300,13.069,11.525,8.912,-0.434,57.967
'[22:44:23.526 23/02/1996]',-0.040,0.017,74.300,13.069,11.525,8.912,-0.434,57.967
'[22:44:23.528 23/02/1996]',-0.028,0.025,73.400,14.414,11.175,8.675,-0.438,57.933
'[22:44:23.530 23/02/1996]',-0.016,0.032,73.400,14.414,11.175,8.675,-0.438,57.933
'[22:44:23.532 23/02/1996]',-0.006,0.037,73.400,14.414,11.175,8.675,-0.438,57.933
'[22:44:23.534 23/02/1996]',0.003,0.043,73.400,14.414,11.175,8.675,-0.438,57.933
'[22:44:23.536 23/02/1996]',0.009,0.048,72.600,15.698,10.887,8.387,-0.443,57.900
'[22:44:23.538 23/02/1996]',0.015,0.053,72.600,15.698,10.887,8.387,-0.443,57.900
'[22:44:23.540 23/02/1996]',0.019,0.056,72.600,15.698,10.887,8.387,-0.443,57.900
'[22:44:23.542 23/02/1996]',0.023,0.059,72.600,15.698,10.887,8.387,-0.443,57.900
'[22:44:23.544 23/02/1996]',0.027,0.061,71.800,16.570,10.650,8.150,-0.451,57.867
'[22:44:23.546 23/02/1996]',0.031,0.064,71.800,16.570,10.650,8.150,-0.451,57.867
'[22:44:23.548 23/02/1996]',0.034,0.067,71.800,16.570,10.650,8.150,-0.451,57.867
'[22:44:23.550 23/02/1996]',0.037,0.070,71.800,16.570,10.650,8.150,-0.451,57.867
'[22:44:23.552 23/02/1996]',0.040,0.074,71.100,17.392,10.475,7.975,-0.456,57.833
'[22:44:23.554 23/02/1996]',0.042,0.078,71.100,17.392,10.475,7.975,-0.456,57.833
'[22:44:23.556 23/02/1996]',0.045,0.082,71.100,17.392,10.475,7.975,-0.456,57.833
'[22:44:23.558 23/02/1996]',0.048,0.085,71.100,17.392,10.475,7.975,-0.456,57.833
'[22:44:23.560 23/02/1996]',0.051,0.087,70.550,18.613,10.350,7.800,-0.460,57.850
'[22:44:23.562 23/02/1996]',0.055,0.089,70.550,18.613,10.350,7.800,-0.460,57.850
'[22:44:23.564 23/02/1996]',0.058,0.090,70.550,18.613,10.350,7.800,-0.460,57.850
'[22:44:23.566 23/02/1996]',0.060,0.091,70.550,18.613,10.350,7.800,-0.460,57.850
'[22:44:23.568 23/02/1996]',0.061,0.091,70.050,20.071,10.350,7.562,-0.468,57.917
'[22:44:23.570 23/02/1996]',0.063,0.092,70.050,20.071,10.350,7.562,-0.468,57.917
'[22:44:23.572 23/02/1996]',0.065,0.093,70.050,20.071,10.350,7.562,-0.468,57.917
'[22:44:23.574 23/02/1996]',0.066,0.095,70.050,20.071,10.350,7.562,-0.468,57.917
'[22:44:23.576 23/02/1996]',0.069,0.097,69.750,21.242,10.412,7.388,-0.468,57.983
'[22:44:23.578 23/02/1996]',0.071,0.099,69.750,21.242,10.412,7.388,-0.468,57.983
'[22:44:23.580 23/02/1996]',0.074,0.102,69.750,21.242,10.412,7.388,-0.468,57.983
'[22:44:23.582 23/02/1996]',0.078,0.104,69.750,21.242,10.412,7.388,-0.468,57.983
'[22:44:23.584 23/02/1996]',0.082,0.107,69.750,21.939,10.588,7.213,-0.477,58.050
'[22:44:23.586 23/02/1996]',0.086,0.110,69.750,21.939,10.588,7.213,-0.477,58.050
'[22:44:23.588 23/02/1996]',0.089,0.113,69.750,21.939,10.588,7.213,-0.477,58.050
'[22:44:23.590 23/02/1996]',0.092,0.116,69.750,21.939,10.588,7.213,-0.477,58.050
'[22:44:23.592 23/02/1996]',0.094,0.118,69.950,22.350,10.762,7.088,-0.485,58.150
'[22:44:23.594 23/02/1996]',0.096,0.121,69.950,22.350,10.762,7.088,-0.485,58.150
'[22:44:23.596 23/02/1996]',0.098,0.123,69.950,22.350,10.762,7.088,-0.485,58.150
'[22:44:23.598 23/02/1996]',0.099,0.125,69.950,22.350,10.762,7.088,-0.485,58.150
'[22:44:23.600 23/02/1996]',0.101,0.127,70.700,22.699,10.887,7.037,-0.485,58.267
'[22:44:23.602 23/02/1996]',0.103,0.128,70.700,22.699,10.887,7.037,-0.485,58.267
'[22:44:23.604 23/02/1996]',0.104,0.130,70.700,22.699,10.887,7.037,-0.485,58.267
'[22:44:23.606 23/02/1996]',0.106,0.132,70.700,22.699,10.887,7.037,-0.485,58.267
'[22:44:23.608 23/02/1996]',0.106,0.134,72.700,23.048,10.887,7.037,-0.489,58.383
'[22:44:23.610 23/02/1996]',0.107,0.136,72.700,23.048,10.887,7.037,-0.489,58.383
'[22:44:23.612 23/02/1996]',0.108,0.138,72.700,23.048,10.887,7.037,-0.489,58.383
'[22:44:23.614 23/02/1996]',0.109,0.140,72.700,23.048,10.887,7.037,-0.489,58.383
'[22:44:23.616 23/02/1996]',0.111,0.141,76.750,23.285,10.825,7.037,-0.494,58.500
'[22:44:23.618 23/02/1996]',0.112,0.143,76.750,23.285,10.825,7.037,-0.494,58.500
'[22:44:23.620 23/02/1996]',0.114,0.144,76.750,23.285,10.825,7.037,-0.494,58.500
'[22:44:23.622 23/02/1996]',0.115,0.146,76.750,23.285,10.825,7.037,-0.494,58.500
'[22:44:23.624 23/02/1996]',0.117,0.147,83.500,23.347,10.650,7.037,-0.485,58.417
'[22:44:23.626 23/02/1996]',0.120,0.148,83.500,23.347,10.650,7.037,-0.485,58.417
'[22:44:23.628 23/02/1996]',0.121,0.148,83.500,23.347,10.650,7.037,-0.485,58.417
'[22:44:23.630 23/02/1996]',0.122,0.148,83.500,23.347,10.650,7.037,-0.485,58.417
'[22:44:23.632 23/02/1996]',0.122,0.147,92.350,23.285,10.412,7.150,-0.468,58.333
'[22:44:23.634 23/02/1996]',0.123,0.146,92.350,23.285,10.412,7.150,-0.468,58.333
'[22:44:23.636 23/02/1996]',0.122,0.144,92.350,23.285,10.412,7.150,-0.468,58.333
'[22:44:23.638 23/02/1996]',0.122,0.142,92.350,23.285,10.412,7.150,-0.468,58.333
'[22:44:23.640 23/02/1996]',0.121,0.140,102.150,23.110,10.238,7.325,-0.447,58.250
'[22:44:23.642 23/02/1996]',0.121,0.138,102.150,23.110,10.238,7.325,-0.447,58.250
'[22:44:23.644 23/02/1996]',0.120,0.136,102.150,23.110,10.238,7.325,-0.447,58.250
'[22:44:23.646 23/02/1996]',0.119,0.133,102.150,23.110,10.238,7.325,-0.447,58.250
'[22:44:23.648 23/02/1996]',0.117,0.130,111.900,22.525,10.125,7.625,-0.408,58.167
'[22:44:23.650 23/02/1996]',0.116,0.126,111.900,22.525,10.125,7.625,-0.408,58.167
'[22:44:23.652 23/02/1996]',0.114,0.122,111.900,22.525,10.125,7.625,-0.408,58.167
'[22:44:23.654 23/02/1996]',0.111,0.118,111.900,22.525,10.125,7.625,-0.408,58.167
'[22:44:23.656 23/02/1996]',0.108,0.113,120.750,21.304,10.062,7.912,-0.356,58.100
'[22:44:23.658 23/02/1996]',0.106,0.107,120.750,21.304,10.062,7.912,-0.356,58.100
'[22:44:23.660 23/02/1996]',0.102,0.102,120.750,21.304,10.062,7.912,-0.356,58.100
'[22:44:23.662 23/02/1996]',0.099,0.096,120.750,21.304,10.062,7.912,-0.356,58.100
'[22:44:23.664 23/02/1996]',0.095,0.091,128.050,19.958,10.175,8.262,-0.287,58.083
'[22:44:23.666 23/02/1996]',0.091,0.086,128.050,19.958,10.175,8.262,-0.287,58.083
'[22:44:23.668 23/02/1996]',0.087,0.082,128.050,19.958,10.175,8.262,-0.287,58.083
'[22:44:23.670 23/02/1996]',0.084,0.077,128.050,19.958,10.175,8.262,-0.287,58.083
'[22:44:23.672 23/02/1996]',0.080,0.072,133.300,19.198,10.350,8.562,-0.219,58.067
'[22:44:23.674 23/02/1996]',0.076,0.068,133.300,19.198,10.350,8.562,-0.219,58.067
'[22:44:23.676 23/02/1996]',0.071,0.064,133.300,19.198,10.350,8.562,-0.219,58.067
'[22:44:23.678 23/02/1996]',0.067,0.060,133.300,19.198,10.350,8.562,-0.219,58.067
'[22:44:23.680 23/02/1996]',0.064,0.057,136.100,19.547,10.713,8.912,-0.124,58.050
'[22:44:23.682 23/02/1996]',0.061,0.053,136.100,19.547,10.713,8.912,-0.124,58.050
'[22:44:23.684 23/02/1996]',0.059,0.050,136.100,19.547,10.713,8.912,-0.124,58.050
'[22:44:23.686 23/02/1996]',0.057,0.046,136.100,19.547,10.713,8.912,-0.124,58.050
'[22:44:23.688 23/02/1996]',0.056,0.042,136.600,20.831,11.113,9.200,-0.038,58.000
'[22:44:23.690 23/02/1996]',0.054,0.037,136.600,20.831,11.113,9.200,-0.038,58.000
'[22:44:23.692 23/02/1996]',0.052,0.033,136.600,20.831,11.113,9.200,-0.038,58.000
'[22:44:23.694 23/02/1996]',0.050,0.029,136.600,20.831,11.113,9.200,-0.038,58.000
'[22:44:23.696 23/02/1996]',0.048,0.026,135.300,22.413,11.525,9.500,0.060,57.983
'[22:44:23.698 23/02/1996]',0.046,0.023,135.300,22.413,11.525,9.500,0.060,57.983
'[22:44:23.700 23/02/1996]',0.044,0.021,135.300,22.413,11.525,9.500,0.060,57.983
'[22:44:23.702 23/02/1996]',0.043,0.018,135.300,22.413,11.525,9.500,0.060,57.983
'[22:44:23.704 23/02/1996]',0.041,0.018,132.600,23.459,11.938,9.675,0.150,57.967
'[22:44:23.706 23/02/1996]',0.039,0.017,132.600,23.459,11.938,9.675,0.150,57.967
'[22:44:23.708 23/02/1996]',0.037,0.018,132.600,23.459,11.938,9.675,0.150,57.967
'[22:44:23.710 23/02/1996]',0.036,0.018,132.600,23.459,11.938,9.675,0.150,57.967
'[22:44:23.712 23/02/1996]',0.036,0.018,128.950,23.584,12.287,9.725,0.224,57.950
'[22:44:23.714 23/02/1996]',0.036,0.018,128.950,23.584,12.287,9.725,0.224,57.950
'[22:44:23.716 23/02/1996]',0.036,0.018,128.950,23.584,12.287,9.725,0.224,57.950
'[22:44:23.718 23/02/1996]',0.036,0.018,128.950,23.584,12.287,9.725,0.224,57.950
'[22:44:23.720 23/02/1996]',0.035,0.018,124.800,22.649,12.588,9.725,0.292,57.883
'[22:44:23.722 23/02/1996]',0.035,0.018,124.800,22.649,12.588,9.725,0.292,57.883
'[22:44:23.724 23/02/1996]',0.034,0.018,124.800,22.649,12.588,9.725,0.292,57.883
'[22:44:23.726 23/02/1996]',0.033,0.017,124.800,22.649,12.588,9.725,0.292,57.883
'[22:44:23.728 23/02/1996]',0.032,0.016,120.550,21.130,12.762,9.725,0.348,57.850
'[22:44:23.730 23/02/1996]',0.031,0.015,120.550,21.130,12.762,9.725,0.348,57.850
'[22:44:23.732 23/02/1996]',0.029,0.015,120.550,21.130,12.762,9.725,0.348,57.850
'[22:44:23.734 23/02/1996]',0.028,0.014,120.550,21.130,12.762,9.725,0.348,57.850
'[22:44:23.736 23/02/1996]',0.026,0.014,116.450,19.435,12.812,9.675,0.387,57.817
'[22:44:23.738 23/02/1996]',0.025,0.014,116.450,19.435,12.812,9.675,0.387,57.817
'[22:44:23.740 23/02/1996]',0.023,0.014,116.450,19.435,12.812,9.675,0.387,57.817
'[22:44:23.742 23/02/1996]',0.021,0.014,116.450,19.435,12.812,9.675,0.387,57.817
'[22:44:23.744 23/02/1996]',0.019,0.014,112.650,17.741,12.762,9.550,0.408,57.783
'[22:44:23.746 23/02/1996]',0.018,0.014,112.650,17.741,12.762,9.550,0.408,57.783
'[22:44:23.748 23/02/1996]',0.017,0.014,112.650,17.741,12.762,9.550,0.408,57.783
'[22:44:23.750 23/02/1996]',0.016,0.014,112.650,17.741,12.762,9.550,0.408,57.783
'[22:44:23.752 23/02/1996]',0.015,0.014,109.050,16.047,12.700,9.375,0.421,57.850
'[22:44:23.754 23/02/1996]',0.015,0.014,109.050,16.047,12.700,9.375,0.421,57.850
'[22:44:23.756 23/02/1996]',0.014,0.014,109.050,16.047,12.700,9.375,0.421,57.850
'[22:44:23.758 23/02/1996]',0.013,0.014,109.050,16.047,12.700,9.375,0.421,57.850
'[22:44:23.760 23/02/1996]',0.011,0.014,105.450,14.240,12.525,9.262,0.425,57.933
'[22:44:23.762 23/02/1996]',0.010,0.014,105.450,14.240,12.525,9.262,0.425,57.933
'[22:44:23.764 23/02/1996]',0.008,0.013,105.450,14.240,12.525,9.262,0.425,57.933
'[22:44:23.766 23/02/1996]',0.006,0.013,105.450,14.240,12.525,9.262,0.425,57.933
'[22:44:23.768 23/02/1996]',0.004,0.012,101.800,12.483,12.287,9.137,0.425,58.017
'[22:44:23.770 23/02/1996]',0.002,0.011,101.800,12.483,12.287,9.137,0.425,58.017
'[22:44:23.772 23/02/1996]',0.001,0.010,101.800,12.483,12.287,9.137,0.425,58.017
'[22:44:23.774 23/02/1996]',0.000,0.009,101.800,12.483,12.287,9.137,0.425,58.017
'[22:44:23.776 23/02/1996]',-0.001,0.009,98.000,11.312,12.050,9.088,0.417,58.100
'[22:44:23.778 23/02/1996]',-0.002,0.008,98.000,11.312,12.050,9.088,0.417,58.100
'[22:44:23.780 23/02/1996]',-0.002,0.006,98.000,11.312,12.050,9.088,0.417,58.100
'[22:44:23.782 23/02/1996]',-0.002,0.005,98.000,11.312,12.050,9.088,0.417,58.100
'[22:44:23.784 23/02/1996]',-0.002,0.004,94.200,11.786,11.825,8.912,0.400,58.117
'[22:44:23.786 23/02/1996]',-0.002,0.003,94.200,11.786,11.825,8.912,0.400,58.117
'[22:44:23.788 23/02/1996]',-0.003,0.001,94.200,11.786,11.825,8.912,0.400,58.117
'[22:44:23.790 23/02/1996]',-0.004,-0.001,94.200,11.786,11.825,8.912,0.400,58.117
'[22:44:23.792 23/02/1996]',-0.006,-0.003,90.850,14.701,11.525,8.613,0.379,58.133
'[22:44:23.794 23/02/1996]',-0.008,-0.005,90.850,14.701,11.525,8.613,0.379,58.133
'[22:44:23.796 23/02/1996]',-0.011,-0.006,90.850,14.701,11.525,8.613,0.379,58.133
'[22:44:23.798 23/02/1996]',-0.013,-0.008,90.850,14.701,11.525,8.613,0.379,58.133
'[22:44:23.800 23/02/1996]',-0.015,-0.010,88.100,19.672,11.287,8.200,0.352,58.150
'[22:44:23.802 23/02/1996]',-0.018,-0.012,88.100,19.672,11.287,8.200,0.352,58.150
'[22:44:23.804 23/02/1996]',-0.018,-0.013,88.100,19.672,11.287,8.200,0.352,58.150
'[22:44:23.806 23/02/1996]',-0.019,-0.014,88.100,19.672,11.287,8.200,0.352,58.150
'[22:44:23.808 23/02/1996]',-0.018,-0.013,86.100,24.693,11.000,7.675,0.323,58.167
'[22:44:23.810 23/02/1996]',-0.017,-0.011,86.100,24.693,11.000,7.675,0.323,58.167
'[22:44:23.812 23/02/1996]',-0.013,-0.008,86.100,24.693,11.000,7.675,0.323,58.167
'[22:44:23.814 23/02/1996]',-0.009,-0.005,86.100,24.693,11.000,7.675,0.323,58.167
'[22:44:23.816 23/02/1996]',-0.002,-0.001,84.850,27.259,10.713,7.213,0.292,58.250
'[22:44:23.818 23/02/1996]',0.005,0.004,84.850,27.259,10.713,7.213,0.292,58.250
'[22:44:23.820 23/02/1996]',0.011,0.008,84.850,27.259,10.713,7.213,0.292,58.250
'[22:44:23.822 23/02/1996]',0.017,0.012,84.850,27.259,10.713,7.213,0.292,58.250
'[22:44:23.824 23/02/1996]',0.021,0.014,84.100,26.026,10.412,6.688,0.254,58.333
'[22:44:23.826 23/02/1996]',0.024,0.016,84.100,26.026,10.412,6.688,0.254,58.333
'[22:44:23.828 23/02/1996]',0.028,0.018,84.100,26.026,10.412,6.688,0.254,58.333
'[22:44:23.830 23/02/1996]',0.031,0.020,84.100,26.026,10.412,6.688,0.254,58.333
'[22:44:23.832 23/02/1996]',0.037,0.024,84.000,21.591,10.125,6.275,0.220,58.417
'[22:44:23.834 23/02/1996]',0.043,0.027,84.000,21.591,10.125,6.275,0.220,58.417
'[22:44:23.836 23/02/1996]',0.051,0.032,84.000,21.591,10.125,6.275,0.220,58.417
'[22:44:23.838 23/02/1996]',0.058,0.036,84.000,21.591,10.125,6.275,0.220,58.417
'[22:44:23.840 23/02/1996]',0.066,0.043,84.250,16.047,9.825,5.925,0.185,58.500
'[22:44:23.842 23/02/1996]',0.073,0.049,84.250,16.047,9.825,5.925,0.185,58.500
