'Time and date','II ','MCL1 ','V ','ABP ','PLETH ','RESP '
'[13:14:59.194 19/05/1995]',0.157,0.018,0.001,90.651,-0.388,-0.192
'[13:14:59.196 19/05/1995]',0.157,0.018,-0.009,90.651,-0.388,-0.192
'[13:14:59.198 19/05/1995]',0.157,0.009,0.001,90.651,-0.388,-0.192
'[13:14:59.200 19/05/1995]',0.142,0.018,0.001,91.903,-0.327,-0.180
'[13:14:59.202 19/05/1995]',0.142,0.018,0.001,91.903,-0.327,-0.180
'[13:14:59.204 19/05/1995]',0.142,0.018,-0.009,91.903,-0.327,-0.180
'[13:14:59.206 19/05/1995]',0.142,0.009,-0.009,91.903,-0.327,-0.180
'[13:14:59.208 19/05/1995]',0.128,0.001,-0.009,92.404,-0.258,-0.170
'[13:14:59.210 19/05/1995]',0.114,0.001,-0.009,92.404,-0.258,-0.170
'[13:14:59.212 19/05/1995]',0.114,0.001,-0.009,92.404,-0.258,-0.170
'[13:14:59.214 19/05/1995]',0.114,0.001,0.001,92.404,-0.258,-0.170
'[13:14:59.216 19/05/1995]',0.114,0.001,-0.009,92.103,-0.191,-0.159
'[13:14:59.218 19/05/1995]',0.114,0.001,-0.009,92.103,-0.191,-0.159
'[13:14:59.220 19/05/1995]',0.114,0.001,-0.019,92.103,-0.191,-0.159
'[13:14:59.222 19/05/1995]',0.114,0.001,-0.009,92.103,-0.191,-0.159
'[13:14:59.224 19/05/1995]',0.114,0.009,-0.009,91.152,-0.117,-0.147
'[13:14:59.226 19/05/1995]',0.100,0.001,-0.009,91.152,-0.117,-0.147
'[13:14:59.228 19/05/1995]',0.086,0.001,-0.009,91.152,-0.117,-0.147
'[13:14:59.230 19/05/1995]',0.086,0.001,0.001,91.152,-0.117,-0.147
'[13:14:59.232 19/05/1995]',0.086,0.009,0.001,89.649,-0.052,-0.136
'[13:14:59.234 19/05/1995]',0.086,0.001,0.001,89.649,-0.052,-0.136
'[13:14:59.236 19/05/1995]',0.072,0.001,0.001,89.649,-0.052,-0.136
'[13:14:59.238 19/05/1995]',0.072,0.001,-0.009,89.649,-0.052,-0.136
'[13:14:59.240 19/05/1995]',0.072,0.001,-0.009,87.596,0.009,-0.124
'[13:14:59.242 19/05/1995]',0.072,0.001,-0.019,87.596,0.009,-0.124
'[13:14:59.244 19/05/1995]',0.086,0.001,-0.019,87.596,0.009,-0.124
'[13:14:59.246 19/05/1995]',0.086,0.001,-0.029,87.596,0.009,-0.124
'[13:14:59.248 19/05/1995]',0.086,0.001,-0.019,85.242,0.056,-0.112
'[13:14:59.250 19/05/1995]',0.086,0.001,-0.009,85.242,0.056,-0.112
'[13:14:59.252 19/05/1995]',0.086,0.001,-0.019,85.242,0.056,-0.112
'[13:14:59.254 19/05/1995]',0.072,0.001,-0.009,85.242,0.056,-0.112
'[13:14:59.256 19/05/1995]',0.086,0.001,-0.009,82.588,0.097,-0.098
'[13:14:59.258 19/05/1995]',0.072,0.001,-0.009,82.588,0.097,-0.098
'[13:14:59.260 19/05/1995]',0.086,0.001,-0.009,82.588,0.097,-0.098
'[13:14:59.262 19/05/1995]',0.086,0.001,-0.009,82.588,0.097,-0.098
'[13:14:59.264 19/05/1995]',0.072,0.001,-0.009,79.883,0.125,-0.084
'[13:14:59.266 19/05/1995]',0.072,0.001,-0.009,79.883,0.125,-0.084
'[13:14:59.268 19/05/1995]',0.072,0.001,-0.019,79.883,0.125,-0.084
'[13:14:59.270 19/05/1995]',0.072,0.001,-0.009,79.883,0.125,-0.084
'[13:14:59.272 19/05/1995]',0.057,0.001,-0.009,77.229,0.144,-0.070
'[13:14:59.274 19/05/1995]',0.043,0.009,0.001,77.229,0.144,-0.070
'[13:14:59.276 19/05/1995]',0.043,0.009,0.001,77.229,0.144,-0.070
'[13:14:59.278 19/05/1995]',0.072,0.001,0.001,77.229,0.144,-0.070
'[13:14:59.280 19/05/1995]',0.072,0.001,0.001,74.825,0.150,-0.056
'[13:14:59.282 19/05/1995]',0.072,0.001,0.001,74.825,0.150,-0.056
'[13:14:59.284 19/05/1995]',0.072,0.009,-0.009,74.825,0.150,-0.056
'[13:14:59.286 19/05/1995]',0.072,0.001,-0.009,74.825,0.150,-0.056
'[13:14:59.288 19/05/1995]',0.072,0.009,0.001,72.721,0.144,-0.041
'[13:14:59.290 19/05/1995]',0.072,0.018,0.001,72.721,0.144,-0.041
'[13:14:59.292 19/05/1995]',0.057,0.018,-0.009,72.721,0.144,-0.041
'[13:14:59.294 19/05/1995]',0.057,0.009,0.001,72.721,0.144,-0.041
'[13:14:59.296 19/05/1995]',0.057,0.009,0.001,70.918,0.125,-0.025
'[13:14:59.298 19/05/1995]',0.072,0.009,0.001,70.918,0.125,-0.025
'[13:14:59.300 19/05/1995]',0.086,0.001,-0.009,70.918,0.125,-0.025
'[13:14:59.302 19/05/1995]',0.086,0.018,0.001,70.918,0.125,-0.025
'[13:14:59.304 19/05/1995]',0.086,0.018,0.001,69.315,0.100,-0.011
'[13:14:59.306 19/05/1995]',0.086,0.018,0.001,69.315,0.100,-0.011
'[13:14:59.308 19/05/1995]',0.086,0.026,0.001,69.315,0.100,-0.011
'[13:14:59.310 19/05/1995]',0.086,0.035,0.001,69.315,0.100,-0.011
'[13:14:59.312 19/05/1995]',0.086,0.026,0.001,67.913,0.070,0.004
'[13:14:59.314 19/05/1995]',0.072,0.035,0.001,67.913,0.070,0.004
'[13:14:59.316 19/05/1995]',0.072,0.026,0.001,67.913,0.070,0.004
'[13:14:59.318 19/05/1995]',0.086,0.026,0.001,67.913,0.070,0.004
'[13:14:59.320 19/05/1995]',0.086,0.026,0.001,66.761,0.030,0.018
'[13:14:59.322 19/05/1995]',0.086,0.035,0.001,66.761,0.030,0.018
'[13:14:59.324 19/05/1995]',0.086,0.035,0.010,66.761,0.030,0.018
'[13:14:59.326 19/05/1995]',0.086,0.035,0.010,66.761,0.030,0.018
'[13:14:59.328 19/05/1995]',0.086,0.026,0.001,65.709,-0.008,0.033
'[13:14:59.330 19/05/1995]',0.086,0.018,0.001,65.709,-0.008,0.033
'[13:14:59.332 19/05/1995]',0.114,0.018,0.001,65.709,-0.008,0.033
'[13:14:59.334 19/05/1995]',0.128,0.009,0.001,65.709,-0.008,0.033
'[13:14:59.336 19/05/1995]',0.142,0.009,0.001,64.858,-0.056,0.050
'[13:14:59.338 19/05/1995]',0.128,0.009,0.001,64.858,-0.056,0.050
'[13:14:59.340 19/05/1995]',0.128,0.009,0.001,64.858,-0.056,0.050
'[13:14:59.342 19/05/1995]',0.142,0.009,0.001,64.858,-0.056,0.050
'[13:14:59.344 19/05/1995]',0.142,0.018,0.001,64.307,-0.100,0.068
'[13:14:59.346 19/05/1995]',0.142,0.009,0.001,64.307,-0.100,0.068
'[13:14:59.348 19/05/1995]',0.128,0.001,-0.009,64.307,-0.100,0.068
'[13:14:59.350 19/05/1995]',0.142,0.001,-0.009,64.307,-0.100,0.068
'[13:14:59.352 19/05/1995]',0.128,0.001,-0.009,63.806,-0.147,0.087
'[13:14:59.354 19/05/1995]',0.128,0.001,-0.019,63.806,-0.147,0.087
'[13:14:59.356 19/05/1995]',0.142,0.001,-0.009,63.806,-0.147,0.087
'[13:14:59.358 19/05/1995]',0.142,0.001,-0.009,63.806,-0.147,0.087
'[13:14:59.360 19/05/1995]',0.142,0.001,-0.019,63.506,-0.189,0.108
'[13:14:59.362 19/05/1995]',0.142,-0.008,-0.019,63.506,-0.189,0.108
'[13:14:59.364 19/05/1995]',0.142,0.001,-0.019,63.506,-0.189,0.108
'[13:14:59.366 19/05/1995]',0.114,-0.008,-0.039,63.506,-0.189,0.108
'[13:14:59.368 19/05/1995]',0.100,-0.025,-0.039,63.355,-0.235,0.132
'[13:14:59.370 19/05/1995]',0.086,-0.025,-0.039,63.355,-0.235,0.132
'[13:14:59.372 19/05/1995]',0.086,-0.016,-0.039,63.355,-0.235,0.132
'[13:14:59.374 19/05/1995]',0.086,-0.025,-0.039,63.355,-0.235,0.132
'[13:14:59.376 19/05/1995]',0.086,-0.034,-0.039,63.205,-0.280,0.156
'[13:14:59.378 19/05/1995]',0.072,-0.034,-0.029,63.205,-0.280,0.156
'[13:14:59.380 19/05/1995]',0.057,-0.034,-0.029,63.205,-0.280,0.156
'[13:14:59.382 19/05/1995]',0.043,-0.016,-0.029,63.205,-0.280,0.156
'[13:14:59.384 19/05/1995]',0.029,-0.025,-0.039,63.055,-0.327,0.182
'[13:14:59.386 19/05/1995]',0.015,-0.025,-0.039,63.055,-0.327,0.182
'[13:14:59.388 19/05/1995]',0.029,-0.025,-0.039,63.055,-0.327,0.182
'[13:14:59.390 19/05/1995]',0.029,-0.025,-0.029,63.055,-0.327,0.182
'[13:14:59.392 19/05/1995]',0.043,-0.016,-0.019,62.805,-0.366,0.209
'[13:14:59.394 19/05/1995]',0.029,-0.016,-0.019,62.805,-0.366,0.209
'[13:14:59.396 19/05/1995]',0.029,-0.008,-0.019,62.805,-0.366,0.209
'[13:14:59.398 19/05/1995]',0.043,-0.008,-0.019,62.805,-0.366,0.209
'[13:14:59.400 19/05/1995]',0.029,-0.016,-0.009,62.654,-0.407,0.238
'[13:14:59.402 19/05/1995]',0.029,-0.016,-0.029,62.654,-0.407,0.238
'[13:14:59.404 19/05/1995]',0.015,-0.025,-0.029,62.654,-0.407,0.238
'[13:14:59.406 19/05/1995]',0.015,-0.025,-0.029,62.654,-0.407,0.238
'[13:14:59.408 19/05/1995]',0.015,-0.025,-0.029,62.454,-0.447,0.270
'[13:14:59.410 19/05/1995]',0.015,-0.016,-0.029,62.454,-0.447,0.270
'[13:14:59.412 19/05/1995]',0.015,-0.016,-0.019,62.454,-0.447,0.270
'[13:14:59.414 19/05/1995]',0.029,0.001,-0.009,62.454,-0.447,0.270
'[13:14:59.416 19/05/1995]',0.015,0.001,0.001,62.354,-0.479,0.302
'[13:14:59.418 19/05/1995]',0.029,-0.008,-0.009,62.354,-0.479,0.302
'[13:14:59.420 19/05/1995]',0.029,-0.008,-0.009,62.354,-0.479,0.302
'[13:14:59.422 19/05/1995]',0.015,-0.025,-0.009,62.354,-0.479,0.302
'[13:14:59.424 19/05/1995]',0.015,-0.016,-0.019,62.354,-0.513,0.336
'[13:14:59.426 19/05/1995]',0.015,-0.034,-0.019,62.354,-0.513,0.336
'[13:14:59.428 19/05/1995]',0.015,-0.025,-0.009,62.354,-0.513,0.336
'[13:14:59.430 19/05/1995]',0.001,-0.025,-0.019,62.354,-0.513,0.336
'[13:14:59.432 19/05/1995]',0.001,-0.034,-0.029,62.354,-0.540,0.370
'[13:14:59.434 19/05/1995]',0.015,-0.025,-0.029,62.354,-0.540,0.370
'[13:14:59.436 19/05/1995]',0.015,-0.034,-0.019,62.354,-0.540,0.370
'[13:14:59.438 19/05/1995]',0.015,-0.042,-0.029,62.354,-0.540,0.370
'[13:14:59.440 19/05/1995]',0.015,-0.042,-0.029,62.354,-0.563,0.405
'[13:14:59.442 19/05/1995]',0.015,-0.051,-0.039,62.354,-0.563,0.405
'[13:14:59.444 19/05/1995]',0.015,-0.051,-0.039,62.354,-0.563,0.405
'[13:14:59.446 19/05/1995]',0.043,-0.059,-0.029,62.354,-0.563,0.405
'[13:14:59.448 19/05/1995]',0.043,-0.042,-0.019,62.354,-0.585,0.441
'[13:14:59.450 19/05/1995]',0.043,-0.042,-0.029,62.354,-0.585,0.441
'[13:14:59.452 19/05/1995]',0.029,-0.034,-0.029,62.354,-0.585,0.441
'[13:14:59.454 19/05/1995]',0.043,-0.042,-0.029,62.354,-0.585,0.441
'[13:14:59.456 19/05/1995]',0.029,-0.034,-0.019,62.354,-0.610,0.476
'[13:14:59.458 19/05/1995]',0.015,-0.034,-0.019,62.354,-0.610,0.476
'[13:14:59.460 19/05/1995]',0.029,-0.025,-0.009,62.354,-0.610,0.476
'[13:14:59.462 19/05/1995]',0.029,-0.016,0.001,62.354,-0.610,0.476
'[13:14:59.464 19/05/1995]',0.029,-0.008,0.001,62.354,-0.629,0.510
'[13:14:59.466 19/05/1995]',0.043,-0.008,0.001,62.354,-0.629,0.510
'[13:14:59.468 19/05/1995]',0.029,-0.008,-0.009,62.354,-0.629,0.510
'[13:14:59.470 19/05/1995]',0.015,-0.008,-0.009,62.354,-0.629,0.510
'[13:14:59.472 19/05/1995]',0.015,-0.008,-0.009,62.354,-0.654,0.543
'[13:14:59.474 19/05/1995]',0.015,-0.016,-0.009,62.354,-0.654,0.543
'[13:14:59.476 19/05/1995]',0.043,-0.008,-0.009,62.354,-0.654,0.543
'[13:14:59.478 19/05/1995]',0.029,0.001,0.001,62.354,-0.654,0.543
'[13:14:59.480 19/05/1995]',0.029,0.001,0.001,62.354,-0.671,0.575
'[13:14:59.482 19/05/1995]',0.029,-0.008,0.001,62.354,-0.671,0.575
'[13:14:59.484 19/05/1995]',0.029,-0.008,0.001,62.354,-0.671,0.575
'[13:14:59.486 19/05/1995]',0.029,-0.008,0.001,62.354,-0.671,0.575
'[13:14:59.488 19/05/1995]',0.015,0.001,0.001,62.304,-0.699,0.605
'[13:14:59.490 19/05/1995]',0.015,0.001,0.001,62.304,-0.699,0.605
'[13:14:59.492 19/05/1995]',0.029,0.001,0.001,62.304,-0.699,0.605
'[13:14:59.494 19/05/1995]',0.029,0.001,0.001,62.304,-0.699,0.605
'[13:14:59.496 19/05/1995]',0.029,0.001,0.001,62.153,-0.718,0.631
'[13:14:59.498 19/05/1995]',0.043,0.001,0.001,62.153,-0.718,0.631
'[13:14:59.500 19/05/1995]',0.029,0.001,0.001,62.153,-0.718,0.631
'[13:14:59.502 19/05/1995]',0.015,0.001,0.001,62.153,-0.718,0.631
'[13:14:59.504 19/05/1995]',0.015,-0.008,0.001,62.053,-0.738,0.656
'[13:14:59.506 19/05/1995]',0.015,-0.016,-0.009,62.053,-0.738,0.656
'[13:14:59.508 19/05/1995]',0.015,-0.025,-0.009,62.053,-0.738,0.656
'[13:14:59.510 19/05/1995]',0.015,-0.025,0.001,62.053,-0.738,0.656
'[13:14:59.512 19/05/1995]',0.015,-0.025,0.001,61.853,-0.760,0.679
'[13:14:59.514 19/05/1995]',0.015,-0.034,0.001,61.853,-0.760,0.679
'[13:14:59.516 19/05/1995]',0.015,-0.042,-0.009,61.853,-0.760,0.679
'[13:14:59.518 19/05/1995]',0.015,-0.042,-0.009,61.853,-0.760,0.679
'[13:14:59.520 19/05/1995]',0.015,-0.051,-0.009,61.803,-0.782,0.701
'[13:14:59.522 19/05/1995]',0.015,-0.042,-0.009,61.803,-0.782,0.701
'[13:14:59.524 19/05/1995]',0.015,-0.042,-0.009,61.803,-0.782,0.701
'[13:14:59.526 19/05/1995]',0.015,-0.034,0.001,61.803,-0.782,0.701
'[13:14:59.528 19/05/1995]',0.015,-0.025,0.001,61.753,-0.801,0.721
'[13:14:59.530 19/05/1995]',0.001,-0.025,0.001,61.753,-0.801,0.721
'[13:14:59.532 19/05/1995]',0.001,-0.025,0.001,61.753,-0.801,0.721
'[13:14:59.534 19/05/1995]',-0.013,-0.051,0.001,61.753,-0.801,0.721
'[13:14:59.536 19/05/1995]',-0.027,-0.068,-0.019,61.753,-0.821,0.740
'[13:14:59.538 19/05/1995]',-0.041,-0.094,-0.039,61.753,-0.821,0.740
'[13:14:59.540 19/05/1995]',-0.070,-0.154,-0.079,61.753,-0.821,0.740
'[13:14:59.542 19/05/1995]',-0.112,-0.214,-0.129,61.753,-0.821,0.740
'[13:14:59.544 19/05/1995]',-0.155,-0.256,-0.159,61.653,-0.838,0.758
'[13:14:59.546 19/05/1995]',-0.183,-0.282,-0.179,61.653,-0.838,0.758
'[13:14:59.548 19/05/1995]',-0.211,-0.299,-0.189,61.653,-0.838,0.758
'[13:14:59.550 19/05/1995]',-0.225,-0.308,-0.199,61.653,-0.838,0.758
'[13:14:59.552 19/05/1995]',-0.253,-0.317,-0.209,61.452,-0.854,0.775
'[13:14:59.554 19/05/1995]',-0.282,-0.325,-0.209,61.452,-0.854,0.775
'[13:14:59.556 19/05/1995]',-0.310,-0.342,-0.219,61.452,-0.854,0.775
'[13:14:59.558 19/05/1995]',-0.353,-0.368,-0.229,61.452,-0.854,0.775
'[13:14:59.560 19/05/1995]',-0.381,-0.385,-0.239,61.252,-0.868,0.791
'[13:14:59.562 19/05/1995]',-0.409,-0.411,-0.259,61.252,-0.868,0.791
'[13:14:59.564 19/05/1995]',-0.437,-0.462,-0.298,61.252,-0.868,0.791
'[13:14:59.566 19/05/1995]',-0.466,-0.513,-0.338,61.252,-0.868,0.791
'[13:14:59.568 19/05/1995]',-0.508,-0.556,-0.379,60.951,-0.882,0.807
'[13:14:59.570 19/05/1995]',-0.508,-0.591,-0.389,60.951,-0.882,0.807
'[13:14:59.572 19/05/1995]',-0.494,-0.616,-0.399,60.951,-0.882,0.807
'[13:14:59.574 19/05/1995]',-0.494,-0.633,-0.399,60.951,-0.882,0.807
'[13:14:59.576 19/05/1995]',-0.480,-0.642,-0.399,60.701,-0.890,0.822
'[13:14:59.578 19/05/1995]',-0.480,-0.642,-0.399,60.701,-0.890,0.822
'[13:14:59.580 19/05/1995]',-0.494,-0.633,-0.389,60.701,-0.890,0.822
'[13:14:59.582 19/05/1995]',-0.494,-0.616,-0.379,60.701,-0.890,0.822
'[13:14:59.584 19/05/1995]',-0.494,-0.591,-0.348,60.601,-0.898,0.835
'[13:14:59.586 19/05/1995]',-0.480,-0.556,-0.318,60.601,-0.898,0.835
'[13:14:59.588 19/05/1995]',-0.466,-0.522,-0.298,60.601,-0.898,0.835
'[13:14:59.590 19/05/1995]',-0.451,-0.513,-0.288,60.601,-0.898,0.835
'[13:14:59.592 19/05/1995]',-0.451,-0.488,-0.269,60.601,-0.906,0.847
'[13:14:59.594 19/05/1995]',-0.451,-0.479,-0.259,60.601,-0.906,0.847
'[13:14:59.596 19/05/1995]',-0.466,-0.471,-0.229,60.601,-0.906,0.847
'[13:14:59.598 19/05/1995]',-0.466,-0.445,-0.219,60.601,-0.906,0.847
'[13:14:59.600 19/05/1995]',-0.466,-0.436,-0.209,60.551,-0.912,0.857
'[13:14:59.602 19/05/1995]',-0.466,-0.411,-0.189,60.551,-0.912,0.857
'[13:14:59.604 19/05/1995]',-0.466,-0.402,-0.169,60.551,-0.912,0.857
'[13:14:59.606 19/05/1995]',-0.466,-0.376,-0.159,60.551,-0.912,0.857
'[13:14:59.608 19/05/1995]',-0.466,-0.351,-0.129,60.551,-0.918,0.865
'[13:14:59.610 19/05/1995]',-0.451,-0.325,-0.119,60.551,-0.918,0.865
'[13:14:59.612 19/05/1995]',-0.423,-0.299,-0.099,60.551,-0.918,0.865
'[13:14:59.614 19/05/1995]',-0.423,-0.291,-0.079,60.551,-0.918,0.865
'[13:14:59.616 19/05/1995]',-0.395,-0.274,-0.079,60.451,-0.926,0.873
'[13:14:59.618 19/05/1995]',-0.395,-0.248,-0.059,60.451,-0.926,0.873
'[13:14:59.620 19/05/1995]',-0.395,-0.222,-0.059,60.451,-0.926,0.873
'[13:14:59.622 19/05/1995]',-0.367,-0.197,-0.049,60.451,-0.926,0.873
'[13:14:59.624 19/05/1995]',-0.353,-0.171,-0.039,60.401,-0.934,0.878
'[13:14:59.626 19/05/1995]',-0.296,-0.154,-0.029,60.401,-0.934,0.878
'[13:14:59.628 19/05/1995]',-0.268,-0.128,-0.009,60.401,-0.934,0.878
'[13:14:59.630 19/05/1995]',-0.225,-0.094,0.001,60.401,-0.934,0.878
'[13:14:59.632 19/05/1995]',-0.211,-0.077,0.001,60.250,-0.938,0.883
'[13:14:59.634 19/05/1995]',-0.183,-0.051,0.001,60.250,-0.938,0.883
'[13:14:59.636 19/05/1995]',-0.141,-0.025,0.010,60.250,-0.938,0.883
'[13:14:59.638 19/05/1995]',-0.112,0.001,0.030,60.250,-0.938,0.883
'[13:14:59.640 19/05/1995]',-0.112,0.001,0.030,60.050,-0.949,0.887
'[13:14:59.642 19/05/1995]',-0.084,0.018,0.030,60.050,-0.949,0.887
'[13:14:59.644 19/05/1995]',-0.055,0.035,0.040,60.050,-0.949,0.887
'[13:14:59.646 19/05/1995]',-0.041,0.043,0.051,60.050,-0.949,0.887
'[13:14:59.648 19/05/1995]',-0.041,0.069,0.061,59.800,-0.957,0.890
'[13:14:59.650 19/05/1995]',-0.013,0.069,0.071,59.800,-0.957,0.890
'[13:14:59.652 19/05/1995]',-0.013,0.061,0.051,59.800,-0.957,0.890
'[13:14:59.654 19/05/1995]',-0.013,0.061,0.051,59.800,-0.957,0.890
'[13:14:59.656 19/05/1995]',0.001,0.061,0.040,59.599,-0.965,0.891
'[13:14:59.658 19/05/1995]',0.015,0.078,0.061,59.599,-0.965,0.891
'[13:14:59.660 19/05/1995]',0.029,0.095,0.061,59.599,-0.965,0.891
'[13:14:59.662 19/05/1995]',0.043,0.104,0.071,59.599,-0.965,0.891
'[13:14:59.664 19/05/1995]',0.072,0.112,0.081,59.399,-0.974,0.890
'[13:14:59.666 19/05/1995]',0.100,0.129,0.081,59.399,-0.974,0.890
'[13:14:59.668 19/05/1995]',0.114,0.138,0.091,59.399,-0.974,0.890
'[13:14:59.670 19/05/1995]',0.128,0.146,0.081,59.399,-0.974,0.890
'[13:14:59.672 19/05/1995]',0.142,0.146,0.081,59.249,-0.979,0.888
'[13:14:59.674 19/05/1995]',0.157,0.163,0.081,59.249,-0.979,0.888
'[13:14:59.676 19/05/1995]',0.157,0.181,0.101,59.249,-0.979,0.888
'[13:14:59.678 19/05/1995]',0.185,0.189,0.111,59.249,-0.979,0.888
'[13:14:59.680 19/05/1995]',0.185,0.189,0.111,59.098,-0.990,0.885
'[13:14:59.682 19/05/1995]',0.185,0.189,0.111,59.098,-0.990,0.885
'[13:14:59.684 19/05/1995]',0.199,0.198,0.111,59.098,-0.990,0.885
'[13:14:59.686 19/05/1995]',0.199,0.189,0.111,59.098,-0.990,0.885
'[13:14:59.688 19/05/1995]',0.199,0.181,0.101,59.048,-0.999,0.881
'[13:14:59.690 19/05/1995]',0.213,0.172,0.101,59.048,-0.999,0.881
'[13:14:59.692 19/05/1995]',0.213,0.181,0.101,59.048,-0.999,0.881
'[13:14:59.694 19/05/1995]',0.199,0.181,0.111,59.048,-0.999,0.881
'[13:14:59.696 19/05/1995]',0.199,0.181,0.111,58.998,-1.004,0.877
'[13:14:59.698 19/05/1995]',0.199,0.172,0.101,58.998,-1.004,0.877
'[13:14:59.700 19/05/1995]',0.213,0.181,0.091,58.998,-1.004,0.877
'[13:14:59.702 19/05/1995]',0.213,0.181,0.101,58.998,-1.004,0.877
'[13:14:59.704 19/05/1995]',0.227,0.181,0.111,58.998,-1.010,0.872
'[13:14:59.706 19/05/1995]',0.227,0.181,0.111,58.998,-1.010,0.872
'[13:14:59.708 19/05/1995]',0.227,0.189,0.111,58.998,-1.010,0.872
'[13:14:59.710 19/05/1995]',0.227,0.198,0.111,58.998,-1.010,0.872
'[13:14:59.712 19/05/1995]',0.213,0.189,0.101,58.998,-1.018,0.865
'[13:14:59.714 19/05/1995]',0.213,0.189,0.111,58.998,-1.018,0.865
'[13:14:59.716 19/05/1995]',0.227,0.189,0.101,58.998,-1.018,0.865
'[13:14:59.718 19/05/1995]',0.241,0.189,0.111,58.998,-1.018,0.865
'[13:14:59.720 19/05/1995]',0.255,0.189,0.111,59.048,-1.020,0.857
'[13:14:59.722 19/05/1995]',0.241,0.181,0.101,59.048,-1.020,0.857
'[13:14:59.724 19/05/1995]',0.227,0.181,0.101,59.048,-1.020,0.857
'[13:14:59.726 19/05/1995]',0.255,0.181,0.111,59.048,-1.020,0.857
'[13:14:59.728 19/05/1995]',0.255,0.189,0.121,59.199,-,0.848
'[13:14:59.730 19/05/1995]',0.241,0.189,0.111,59.199,-,0.848
'[13:14:59.732 19/05/1995]',0.227,0.189,0.101,59.199,-,0.848
'[13:14:59.734 19/05/1995]',0.227,0.189,0.101,59.199,-,0.848
'[13:14:59.736 19/05/1995]',0.227,0.181,0.101,59.399,-,0.838
'[13:14:59.738 19/05/1995]',0.227,0.189,0.101,59.399,-,0.838
'[13:14:59.740 19/05/1995]',0.241,0.189,0.101,59.399,-,0.838
'[13:14:59.742 19/05/1995]',0.227,0.198,0.111,59.399,-,0.838
'[13:14:59.744 19/05/1995]',0.241,0.189,0.111,59.900,-,0.827
'[13:14:59.746 19/05/1995]',0.241,0.198,0.111,59.900,-,0.827
'[13:14:59.748 19/05/1995]',0.255,0.198,0.111,59.900,-,0.827
'[13:14:59.750 19/05/1995]',0.241,0.198,0.111,59.900,-,0.827
'[13:14:59.752 19/05/1995]',0.255,0.198,0.111,60.701,-,0.816
'[13:14:59.754 19/05/1995]',0.255,0.198,0.111,60.701,-,0.816
'[13:14:59.756 19/05/1995]',0.270,0.206,0.121,60.701,-,0.816
'[13:14:59.758 19/05/1995]',0.284,0.206,0.121,60.701,-,0.816
'[13:14:59.760 19/05/1995]',0.284,0.198,0.121,62.153,-,0.803
'[13:14:59.762 19/05/1995]',0.270,0.198,0.111,62.153,-,0.803
'[13:14:59.764 19/05/1995]',0.241,0.189,0.111,62.153,-,0.803
'[13:14:59.766 19/05/1995]',0.255,0.189,0.101,62.153,-,0.803
'[13:14:59.768 19/05/1995]',0.255,0.189,0.101,64.357,-,0.790
'[13:14:59.770 19/05/1995]',0.255,0.189,0.101,64.357,-,0.790
'[13:14:59.772 19/05/1995]',0.255,0.189,0.111,64.357,-,0.790
'[13:14:59.774 19/05/1995]',0.241,0.181,0.101,64.357,-,0.790
'[13:14:59.776 19/05/1995]',0.241,0.181,0.101,67.312,-,0.777
'[13:14:59.778 19/05/1995]',0.227,0.172,0.101,67.312,-,0.777
'[13:14:59.780 19/05/1995]',0.227,0.181,0.101,67.312,-,0.777
'[13:14:59.782 19/05/1995]',0.241,0.172,0.111,67.312,-,0.777
'[13:14:59.784 19/05/1995]',0.241,0.189,0.101,71.168,-,0.763
'[13:14:59.786 19/05/1995]',0.241,0.189,0.101,71.168,-,0.763
'[13:14:59.788 19/05/1995]',0.241,0.189,0.101,71.168,-,0.763
'[13:14:59.790 19/05/1995]',0.241,0.181,0.101,71.168,-,0.763
'[13:14:59.792 19/05/1995]',0.241,0.181,0.101,75.576,-,0.749
'[13:14:59.794 19/05/1995]',0.255,0.189,0.111,75.576,-,0.749
'[13:14:59.796 19/05/1995]',0.241,0.172,0.101,75.576,-,0.749
'[13:14:59.798 19/05/1995]',0.227,0.172,0.101,75.576,-,0.749
'[13:14:59.800 19/05/1995]',0.227,0.172,0.101,80.434,-,0.734
'[13:14:59.802 19/05/1995]',0.227,0.172,0.091,80.434,-,0.734
'[13:14:59.804 19/05/1995]',0.227,0.163,0.091,80.434,-,0.734
'[13:14:59.806 19/05/1995]',0.213,0.163,0.091,80.434,-,0.734
'[13:14:59.808 19/05/1995]',0.213,0.155,0.081,85.392,-,0.719
'[13:14:59.810 19/05/1995]',0.213,0.155,0.081,85.392,-,0.719
'[13:14:59.812 19/05/1995]',0.213,0.146,0.091,85.392,-,0.719
'[13:14:59.814 19/05/1995]',0.213,0.138,0.081,85.392,-,0.719
'[13:14:59.816 19/05/1995]',0.199,0.129,0.071,90.300,-0.996,0.704
'[13:14:59.818 19/05/1995]',0.199,0.129,0.071,90.300,-0.996,0.704
'[13:14:59.820 19/05/1995]',0.185,0.129,0.081,90.300,-0.996,0.704
'[13:14:59.822 19/05/1995]',0.199,0.129,0.081,90.300,-0.996,0.704
'[13:14:59.824 19/05/1995]',0.185,0.129,0.081,94.858,-0.951,0.690
'[13:14:59.826 19/05/1995]',0.185,0.129,0.081,94.858,-0.951,0.690
'[13:14:59.828 19/05/1995]',0.171,0.129,0.071,94.858,-0.951,0.690
'[13:14:59.830 19/05/1995]',0.157,0.121,0.071,94.858,-0.951,0.690
