'Time and date','II','MCL1','ABP','PAP','ART','PLETH','RESP'
'[14:12:25.024 07/05/1995]',0.001,0.014,112.150,31.600,111.778,-0.181,-0.486
'[14:12:25.026 07/05/1995]',0.001,0.001,112.150,31.600,111.778,-0.181,-0.486
'[14:12:25.028 07/05/1995]',0.017,0.007,112.150,31.600,111.778,-0.181,-0.486
'[14:12:25.030 07/05/1995]',0.017,0.007,112.150,31.600,111.778,-0.181,-0.486
'[14:12:25.032 07/05/1995]',0.017,0.007,107.900,31.150,115.604,-0.155,-0.482
'[14:12:25.034 07/05/1995]',0.033,0.001,107.900,31.150,115.604,-0.155,-0.482
'[14:12:25.036 07/05/1995]',0.033,0.007,107.900,31.150,115.604,-0.155,-0.482
'[14:12:25.038 07/05/1995]',0.050,0.001,107.900,31.150,115.604,-0.155,-0.482
'[14:12:25.040 07/05/1995]',0.050,0.007,102.850,31.150,118.530,-0.121,-0.478
'[14:12:25.042 07/05/1995]',0.050,0.007,102.850,31.150,118.530,-0.121,-0.478
'[14:12:25.044 07/05/1995]',0.050,0.007,102.850,31.150,118.530,-0.121,-0.478
'[14:12:25.046 07/05/1995]',0.050,0.007,102.850,31.150,118.530,-0.121,-0.478
'[14:12:25.048 07/05/1995]',0.050,0.007,98.750,31.250,120.555,-0.083,-0.475
'[14:12:25.050 07/05/1995]',0.050,0.001,98.750,31.250,120.555,-0.083,-0.475
'[14:12:25.052 07/05/1995]',0.050,-0.006,98.750,31.250,120.555,-0.083,-0.475
'[14:12:25.054 07/05/1995]',0.050,-0.013,98.750,31.250,120.555,-0.083,-0.475
'[14:12:25.056 07/05/1995]',0.050,-0.013,96.550,31.375,121.905,-0.035,-0.471
'[14:12:25.058 07/05/1995]',0.050,-0.027,96.550,31.375,121.905,-0.035,-0.471
'[14:12:25.060 07/05/1995]',0.050,-0.034,96.550,31.375,121.905,-0.035,-0.471
'[14:12:25.062 07/05/1995]',0.050,-0.034,96.550,31.375,121.905,-0.035,-0.471
'[14:12:25.064 07/05/1995]',0.033,-0.041,96.200,31.550,122.431,0.022,-0.469
'[14:12:25.066 07/05/1995]',0.033,-0.041,96.200,31.550,122.431,0.022,-0.469
'[14:12:25.068 07/05/1995]',0.033,-0.054,96.200,31.550,122.431,0.022,-0.469
'[14:12:25.070 07/05/1995]',0.033,-0.041,96.200,31.550,122.431,0.022,-0.469
'[14:12:25.072 07/05/1995]',0.017,-0.041,96.800,31.850,121.980,0.076,-0.466
'[14:12:25.074 07/05/1995]',0.017,-0.041,96.800,31.850,121.980,0.076,-0.466
'[14:12:25.076 07/05/1995]',0.017,-0.041,96.800,31.850,121.980,0.076,-0.466
'[14:12:25.078 07/05/1995]',0.017,-0.034,96.800,31.850,121.980,0.076,-0.466
'[14:12:25.080 07/05/1995]',0.001,-0.034,96.650,32.075,120.405,0.131,-0.463
'[14:12:25.082 07/05/1995]',0.017,-0.034,96.650,32.075,120.405,0.131,-0.463
'[14:12:25.084 07/05/1995]',0.017,-0.034,96.650,32.075,120.405,0.131,-0.463
'[14:12:25.086 07/05/1995]',0.017,-0.034,96.650,32.075,120.405,0.131,-0.463
'[14:12:25.088 07/05/1995]',0.017,-0.041,94.750,31.900,117.779,0.188,-0.460
'[14:12:25.090 07/05/1995]',0.017,-0.041,94.750,31.900,117.779,0.188,-0.460
'[14:12:25.092 07/05/1995]',0.017,-0.041,94.750,31.900,117.779,0.188,-0.460
'[14:12:25.094 07/05/1995]',0.033,-0.034,94.750,31.900,117.779,0.188,-0.460
'[14:12:25.096 07/05/1995]',0.017,-0.034,90.700,31.025,114.329,0.238,-0.458
'[14:12:25.098 07/05/1995]',0.017,-0.027,90.700,31.025,114.329,0.238,-0.458
'[14:12:25.100 07/05/1995]',0.017,-0.013,90.700,31.025,114.329,0.238,-0.458
'[14:12:25.102 07/05/1995]',0.017,-0.006,90.700,31.025,114.329,0.238,-0.458
'[14:12:25.104 07/05/1995]',0.017,-0.006,85.150,29.550,110.578,0.284,-0.456
'[14:12:25.106 07/05/1995]',0.001,-0.006,85.150,29.550,110.578,0.284,-0.456
'[14:12:25.108 07/05/1995]',0.001,0.001,85.150,29.550,110.578,0.284,-0.456
'[14:12:25.110 07/05/1995]',-0.015,0.007,85.150,29.550,110.578,0.284,-0.456
'[14:12:25.112 07/05/1995]',-0.015,0.014,79.150,28.100,106.602,0.321,-0.454
'[14:12:25.114 07/05/1995]',-0.031,0.014,79.150,28.100,106.602,0.321,-0.454
'[14:12:25.116 07/05/1995]',-0.031,0.014,79.150,28.100,106.602,0.321,-0.454
'[14:12:25.118 07/05/1995]',-0.031,0.014,79.150,28.100,106.602,0.321,-0.454
'[14:12:25.120 07/05/1995]',-0.047,0.014,74.200,27.150,102.626,0.350,-0.452
'[14:12:25.122 07/05/1995]',-0.047,0.028,74.200,27.150,102.626,0.350,-0.452
'[14:12:25.124 07/05/1995]',-0.047,0.028,74.200,27.150,102.626,0.350,-0.452
'[14:12:25.126 07/05/1995]',-0.047,0.028,74.200,27.150,102.626,0.350,-0.452
'[14:12:25.128 07/05/1995]',-0.047,0.028,70.950,27.050,98.650,0.373,-0.451
'[14:12:25.130 07/05/1995]',-0.047,0.028,70.950,27.050,98.650,0.373,-0.451
'[14:12:25.132 07/05/1995]',-0.047,0.028,70.950,27.050,98.650,0.373,-0.451
'[14:12:25.134 07/05/1995]',-0.047,0.028,70.950,27.050,98.650,0.373,-0.451
'[14:12:25.136 07/05/1995]',-0.047,0.014,69.750,27.500,94.824,0.387,-0.450
'[14:12:25.138 07/05/1995]',-0.047,0.014,69.750,27.500,94.824,0.387,-0.450
'[14:12:25.140 07/05/1995]',-0.047,0.028,69.750,27.500,94.824,0.387,-0.450
'[14:12:25.142 07/05/1995]',-0.047,0.014,69.750,27.500,94.824,0.387,-0.450
'[14:12:25.144 07/05/1995]',-0.047,0.014,70.150,28.275,91.073,0.393,-0.449
'[14:12:25.146 07/05/1995]',-0.047,0.007,70.150,28.275,91.073,0.393,-0.449
'[14:12:25.148 07/05/1995]',-0.047,0.007,70.150,28.275,91.073,0.393,-0.449
'[14:12:25.150 07/05/1995]',-0.047,0.007,70.150,28.275,91.073,0.393,-0.449
'[14:12:25.152 07/05/1995]',-0.047,0.014,71.600,28.800,87.622,0.387,-0.448
'[14:12:25.154 07/05/1995]',-0.047,0.014,71.600,28.800,87.622,0.387,-0.448
'[14:12:25.156 07/05/1995]',-0.047,0.007,71.600,28.800,87.622,0.387,-0.448
'[14:12:25.158 07/05/1995]',-0.047,0.007,71.600,28.800,87.622,0.387,-0.448
'[14:12:25.160 07/05/1995]',-0.047,0.007,73.550,28.975,84.471,0.373,-0.447
'[14:12:25.162 07/05/1995]',-0.047,0.007,73.550,28.975,84.471,0.373,-0.447
'[14:12:25.164 07/05/1995]',-0.047,0.007,73.550,28.975,84.471,0.373,-0.447
'[14:12:25.166 07/05/1995]',-0.047,0.014,73.550,28.975,84.471,0.373,-0.447
'[14:12:25.168 07/05/1995]',-0.047,0.014,75.350,28.925,81.545,0.350,-0.447
'[14:12:25.170 07/05/1995]',-0.047,0.007,75.350,28.925,81.545,0.350,-0.447
'[14:12:25.172 07/05/1995]',-0.047,0.007,75.350,28.925,81.545,0.350,-0.447
'[14:12:25.174 07/05/1995]',-0.047,0.007,75.350,28.925,81.545,0.350,-0.447
'[14:12:25.176 07/05/1995]',-0.047,0.007,76.600,28.675,78.995,0.325,-0.446
'[14:12:25.178 07/05/1995]',-0.031,0.007,76.600,28.675,78.995,0.325,-0.446
'[14:12:25.180 07/05/1995]',-0.031,0.007,76.600,28.675,78.995,0.325,-0.446
'[14:12:25.182 07/05/1995]',-0.047,0.007,76.600,28.675,78.995,0.325,-0.446
'[14:12:25.184 07/05/1995]',-0.031,0.007,77.050,28.325,76.594,0.292,-0.446
'[14:12:25.186 07/05/1995]',-0.047,0.007,77.050,28.325,76.594,0.292,-0.446
'[14:12:25.188 07/05/1995]',-0.047,0.007,77.050,28.325,76.594,0.292,-0.446
'[14:12:25.190 07/05/1995]',-0.047,0.007,77.050,28.325,76.594,0.292,-0.446
'[14:12:25.192 07/05/1995]',-0.047,0.014,76.750,27.850,74.644,0.254,-0.446
'[14:12:25.194 07/05/1995]',-0.047,0.028,76.750,27.850,74.644,0.254,-0.446
'[14:12:25.196 07/05/1995]',-0.047,0.042,76.750,27.850,74.644,0.254,-0.446
'[14:12:25.198 07/05/1995]',-0.047,0.083,76.750,27.850,74.644,0.254,-0.446
'[14:12:25.200 07/05/1995]',-0.080,0.117,75.850,27.225,72.843,0.213,-0.446
'[14:12:25.202 07/05/1995]',-0.080,0.179,75.850,27.225,72.843,0.213,-0.446
'[14:12:25.204 07/05/1995]',-0.096,0.233,75.850,27.225,72.843,0.213,-0.446
'[14:12:25.206 07/05/1995]',-0.096,0.302,75.850,27.225,72.843,0.213,-0.446
'[14:12:25.208 07/05/1995]',-0.096,0.364,74.400,26.700,71.418,0.173,-0.446
'[14:12:25.210 07/05/1995]',-0.096,0.418,74.400,26.700,71.418,0.173,-0.446
'[14:12:25.212 07/05/1995]',-0.064,0.460,74.400,26.700,71.418,0.173,-0.446
'[14:12:25.214 07/05/1995]',-0.015,0.480,74.400,26.700,71.418,0.173,-0.446
'[14:12:25.216 07/05/1995]',0.033,0.487,72.800,26.450,70.218,0.129,-0.447
'[14:12:25.218 07/05/1995]',0.115,0.487,72.800,26.450,70.218,0.129,-0.447
'[14:12:25.220 07/05/1995]',0.180,0.480,72.800,26.450,70.218,0.129,-0.447
'[14:12:25.222 07/05/1995]',0.261,0.460,72.800,26.450,70.218,0.129,-0.447
'[14:12:25.224 07/05/1995]',0.342,0.412,70.950,26.700,69.167,0.086,-0.447
'[14:12:25.226 07/05/1995]',0.326,0.378,70.950,26.700,69.167,0.086,-0.447
'[14:12:25.228 07/05/1995]',0.277,0.364,70.950,26.700,69.167,0.086,-0.447
'[14:12:25.230 07/05/1995]',0.147,0.364,70.950,26.700,69.167,0.086,-0.447
'[14:12:25.232 07/05/1995]',-0.015,0.357,68.950,27.050,68.417,0.043,-0.448
'[14:12:25.234 07/05/1995]',-0.178,0.336,68.950,27.050,68.417,0.043,-0.448
'[14:12:25.236 07/05/1995]',-0.340,0.309,68.950,27.050,68.417,0.043,-0.448
'[14:12:25.238 07/05/1995]',-0.470,0.268,68.950,27.050,68.417,0.043,-0.448
'[14:12:25.240 07/05/1995]',-0.567,0.254,66.750,26.975,67.817,0.000,-0.448
'[14:12:25.242 07/05/1995]',-0.633,0.233,66.750,26.975,67.817,0.000,-0.448
'[14:12:25.244 07/05/1995]',-0.681,0.213,66.750,26.975,67.817,0.000,-0.448
'[14:12:25.246 07/05/1995]',-0.697,0.193,66.750,26.975,67.817,0.000,-0.448
'[14:12:25.248 07/05/1995]',-0.697,0.158,64.350,26.400,67.367,-0.041,-0.449
'[14:12:25.250 07/05/1995]',-0.665,0.110,64.350,26.400,67.367,-0.041,-0.449
'[14:12:25.252 07/05/1995]',-0.616,0.076,64.350,26.400,67.367,-0.041,-0.449
'[14:12:25.254 07/05/1995]',-0.551,0.042,64.350,26.400,67.367,-0.041,-0.449
'[14:12:25.256 07/05/1995]',-0.470,0.014,62.300,25.625,66.992,-0.079,-0.449
'[14:12:25.258 07/05/1995]',-0.405,-0.006,62.300,25.625,66.992,-0.079,-0.449
'[14:12:25.260 07/05/1995]',-0.324,-0.027,62.300,25.625,66.992,-0.079,-0.449
'[14:12:25.262 07/05/1995]',-0.242,-0.041,62.300,25.625,66.992,-0.079,-0.449
'[14:12:25.264 07/05/1995]',-0.161,-0.061,60.850,25.225,66.767,-0.115,-0.449
'[14:12:25.266 07/05/1995]',-0.096,-0.075,60.850,25.225,66.767,-0.115,-0.449
'[14:12:25.268 07/05/1995]',-0.047,-0.075,60.850,25.225,66.767,-0.115,-0.449
'[14:12:25.270 07/05/1995]',-0.031,-0.082,60.850,25.225,66.767,-0.115,-0.449
'[14:12:25.272 07/05/1995]',-0.015,-0.075,59.700,25.450,66.617,-0.151,-0.448
'[14:12:25.274 07/05/1995]',-0.015,-0.075,59.700,25.450,66.617,-0.151,-0.448
'[14:12:25.276 07/05/1995]',-0.015,-0.075,59.700,25.450,66.617,-0.151,-0.448
'[14:12:25.278 07/05/1995]',-0.015,-0.075,59.700,25.450,66.617,-0.151,-0.448
'[14:12:25.280 07/05/1995]',-0.015,-0.075,58.500,26.325,66.467,-0.183,-0.447
'[14:12:25.282 07/05/1995]',0.001,-0.075,58.500,26.325,66.467,-0.183,-0.447
'[14:12:25.284 07/05/1995]',0.001,-0.061,58.500,26.325,66.467,-0.183,-0.447
'[14:12:25.286 07/05/1995]',0.001,-0.075,58.500,26.325,66.467,-0.183,-0.447
'[14:12:25.288 07/05/1995]',0.001,-0.061,56.950,27.500,66.167,-0.213,-0.446
'[14:12:25.290 07/05/1995]',0.001,-0.061,56.950,27.500,66.167,-0.213,-0.446
'[14:12:25.292 07/05/1995]',0.001,-0.061,56.950,27.500,66.167,-0.213,-0.446
'[14:12:25.294 07/05/1995]',0.001,-0.075,56.950,27.500,66.167,-0.213,-0.446
'[14:12:25.296 07/05/1995]',0.001,-0.061,55.200,28.575,65.716,-0.242,-0.446
'[14:12:25.298 07/05/1995]',0.001,-0.061,55.200,28.575,65.716,-0.242,-0.446
'[14:12:25.300 07/05/1995]',0.017,-0.061,55.200,28.575,65.716,-0.242,-0.446
'[14:12:25.302 07/05/1995]',0.017,-0.075,55.200,28.575,65.716,-0.242,-0.446
'[14:12:25.304 07/05/1995]',0.017,-0.061,53.150,29.025,65.116,-0.266,-0.446
'[14:12:25.306 07/05/1995]',0.017,-0.075,53.150,29.025,65.116,-0.266,-0.446
'[14:12:25.308 07/05/1995]',0.017,-0.075,53.150,29.025,65.116,-0.266,-0.446
'[14:12:25.310 07/05/1995]',0.017,-0.075,53.150,29.025,65.116,-0.266,-0.446
'[14:12:25.312 07/05/1995]',0.033,-0.061,50.800,28.625,64.291,-0.290,-0.446
'[14:12:25.314 07/05/1995]',0.033,-0.075,50.800,28.625,64.291,-0.290,-0.446
'[14:12:25.316 07/05/1995]',0.033,-0.075,50.800,28.625,64.291,-0.290,-0.446
'[14:12:25.318 07/05/1995]',0.033,-0.061,50.800,28.625,64.291,-0.290,-0.446
'[14:12:25.320 07/05/1995]',0.033,-0.061,48.650,27.325,63.316,-0.310,-0.447
'[14:12:25.322 07/05/1995]',0.033,-0.075,48.650,27.325,63.316,-0.310,-0.447
'[14:12:25.324 07/05/1995]',0.050,-0.075,48.650,27.325,63.316,-0.310,-0.447
'[14:12:25.326 07/05/1995]',0.050,-0.075,48.650,27.325,63.316,-0.310,-0.447
'[14:12:25.328 07/05/1995]',0.050,-0.075,47.250,25.975,62.191,-0.329,-0.449
'[14:12:25.330 07/05/1995]',0.050,-0.075,47.250,25.975,62.191,-0.329,-0.449
'[14:12:25.332 07/05/1995]',0.050,-0.075,47.250,25.975,62.191,-0.329,-0.449
'[14:12:25.334 07/05/1995]',0.050,-0.075,47.250,25.975,62.191,-0.329,-0.449
'[14:12:25.336 07/05/1995]',0.050,-0.075,47.200,25.400,60.840,-0.343,-0.451
'[14:12:25.338 07/05/1995]',0.050,-0.075,47.200,25.400,60.840,-0.343,-0.451
'[14:12:25.340 07/05/1995]',0.066,-0.075,47.200,25.400,60.840,-0.343,-0.451
'[14:12:25.342 07/05/1995]',0.066,-0.075,47.200,25.400,60.840,-0.343,-0.451
'[14:12:25.344 07/05/1995]',0.066,-0.075,48.700,25.925,59.340,-0.359,-0.453
'[14:12:25.346 07/05/1995]',0.066,-0.082,48.700,25.925,59.340,-0.359,-0.453
'[14:12:25.348 07/05/1995]',0.066,-0.075,48.700,25.925,59.340,-0.359,-0.453
'[14:12:25.350 07/05/1995]',0.066,-0.082,48.700,25.925,59.340,-0.359,-0.453
'[14:12:25.352 07/05/1995]',0.066,-0.075,51.300,27.625,57.839,-0.371,-0.455
'[14:12:25.354 07/05/1995]',0.066,-0.082,51.300,27.625,57.839,-0.371,-0.455
'[14:12:25.356 07/05/1995]',0.082,-0.075,51.300,27.625,57.839,-0.371,-0.455
'[14:12:25.358 07/05/1995]',0.082,-0.082,51.300,27.625,57.839,-0.371,-0.455
'[14:12:25.360 07/05/1995]',0.082,-0.082,54.400,30.975,56.264,-0.381,-0.458
'[14:12:25.362 07/05/1995]',0.082,-0.082,54.400,30.975,56.264,-0.381,-0.458
'[14:12:25.364 07/05/1995]',0.082,-0.082,54.400,30.975,56.264,-0.381,-0.458
'[14:12:25.366 07/05/1995]',0.082,-0.082,54.400,30.975,56.264,-0.381,-0.458
'[14:12:25.368 07/05/1995]',0.082,-0.082,57.300,36.350,54.914,-0.395,-0.462
'[14:12:25.370 07/05/1995]',0.082,-0.082,57.300,36.350,54.914,-0.395,-0.462
'[14:12:25.372 07/05/1995]',0.099,-0.082,57.300,36.350,54.914,-0.395,-0.462
'[14:12:25.374 07/05/1995]',0.082,-0.082,57.300,36.350,54.914,-0.395,-0.462
'[14:12:25.376 07/05/1995]',0.099,-0.075,60.350,42.575,53.788,-0.405,-0.466
'[14:12:25.378 07/05/1995]',0.082,-0.082,60.350,42.575,53.788,-0.405,-0.466
'[14:12:25.380 07/05/1995]',0.082,-0.082,60.350,42.575,53.788,-0.405,-0.466
'[14:12:25.382 07/05/1995]',0.099,-0.082,60.350,42.575,53.788,-0.405,-0.466
'[14:12:25.384 07/05/1995]',0.099,-0.082,64.650,47.500,53.038,-0.408,-0.469
'[14:12:25.386 07/05/1995]',0.099,-0.082,64.650,47.500,53.038,-0.408,-0.469
'[14:12:25.388 07/05/1995]',0.099,-0.082,64.650,47.500,53.038,-0.408,-0.469
'[14:12:25.390 07/05/1995]',0.099,-0.082,64.650,47.500,53.038,-0.408,-0.469
'[14:12:25.392 07/05/1995]',0.099,-0.082,70.650,50.250,53.038,-0.423,-0.472
'[14:12:25.394 07/05/1995]',0.099,-0.082,70.650,50.250,53.038,-0.423,-0.472
'[14:12:25.396 07/05/1995]',0.099,-0.082,70.650,50.250,53.038,-0.423,-0.472
'[14:12:25.398 07/05/1995]',0.099,-0.082,70.650,50.250,53.038,-0.423,-0.472
'[14:12:25.400 07/05/1995]',0.099,-0.082,77.650,51.300,53.713,-0.438,-0.475
'[14:12:25.402 07/05/1995]',0.099,-0.082,77.650,51.300,53.713,-0.438,-0.475
'[14:12:25.404 07/05/1995]',0.099,-0.082,77.650,51.300,53.713,-0.438,-0.475
'[14:12:25.406 07/05/1995]',0.099,-0.082,77.650,51.300,53.713,-0.438,-0.475
'[14:12:25.408 07/05/1995]',0.099,-0.082,83.400,52.000,55.214,-0.455,-0.477
'[14:12:25.410 07/05/1995]',0.099,-0.082,83.400,52.000,55.214,-0.455,-0.477
'[14:12:25.412 07/05/1995]',0.099,-0.082,83.400,52.000,55.214,-0.455,-0.477
'[14:12:25.414 07/05/1995]',0.099,-0.075,83.400,52.000,55.214,-0.455,-0.477
'[14:12:25.416 07/05/1995]',0.099,-0.082,85.850,52.950,57.089,-0.474,-0.480
'[14:12:25.418 07/05/1995]',0.099,-0.075,85.850,52.950,57.089,-0.474,-0.480
'[14:12:25.420 07/05/1995]',0.099,-0.082,85.850,52.950,57.089,-0.474,-0.480
'[14:12:25.422 07/05/1995]',0.099,-0.075,85.850,52.950,57.089,-0.474,-0.480
'[14:12:25.424 07/05/1995]',0.099,-0.075,84.850,54.175,59.190,-0.493,-0.482
'[14:12:25.426 07/05/1995]',0.099,-0.075,84.850,54.175,59.190,-0.493,-0.482
'[14:12:25.428 07/05/1995]',0.099,-0.061,84.850,54.175,59.190,-0.493,-0.482
'[14:12:25.430 07/05/1995]',0.099,-0.075,84.850,54.175,59.190,-0.493,-0.482
'[14:12:25.432 07/05/1995]',0.099,-0.061,82.000,55.400,61.365,-0.514,-0.485
'[14:12:25.434 07/05/1995]',0.099,-0.061,82.000,55.400,61.365,-0.514,-0.485
'[14:12:25.436 07/05/1995]',0.082,-0.061,82.000,55.400,61.365,-0.514,-0.485
'[14:12:25.438 07/05/1995]',0.099,-0.061,82.000,55.400,61.365,-0.514,-0.485
'[14:12:25.440 07/05/1995]',0.082,-0.061,78.900,56.325,63.766,-0.533,-0.487
'[14:12:25.442 07/05/1995]',0.082,-0.061,78.900,56.325,63.766,-0.533,-0.487
'[14:12:25.444 07/05/1995]',0.082,-0.054,78.900,56.325,63.766,-0.533,-0.487
'[14:12:25.446 07/05/1995]',0.082,-0.054,78.900,56.325,63.766,-0.533,-0.487
'[14:12:25.448 07/05/1995]',0.082,-0.041,76.400,56.750,66.167,-0.552,-0.489
'[14:12:25.450 07/05/1995]',0.082,-0.041,76.400,56.750,66.167,-0.552,-0.489
'[14:12:25.452 07/05/1995]',0.082,-0.041,76.400,56.750,66.167,-0.552,-0.489
'[14:12:25.454 07/05/1995]',0.066,-0.041,76.400,56.750,66.167,-0.552,-0.489
'[14:12:25.456 07/05/1995]',0.066,-0.041,74.700,56.750,68.867,-0.565,-0.493
'[14:12:25.458 07/05/1995]',0.050,-0.034,74.700,56.750,68.867,-0.565,-0.493
'[14:12:25.460 07/05/1995]',0.050,-0.034,74.700,56.750,68.867,-0.565,-0.493
'[14:12:25.462 07/05/1995]',0.050,-0.027,74.700,56.750,68.867,-0.565,-0.493
'[14:12:25.464 07/05/1995]',0.050,-0.027,73.800,56.450,71.568,-0.576,-0.497
'[14:12:25.466 07/05/1995]',0.050,-0.027,73.800,56.450,71.568,-0.576,-0.497
'[14:12:25.468 07/05/1995]',0.033,-0.027,73.800,56.450,71.568,-0.576,-0.497
'[14:12:25.470 07/05/1995]',0.033,-0.027,73.800,56.450,71.568,-0.576,-0.497
'[14:12:25.472 07/05/1995]',0.033,-0.013,73.450,56.225,74.419,-0.582,-0.501
'[14:12:25.474 07/05/1995]',0.033,-0.027,73.450,56.225,74.419,-0.582,-0.501
'[14:12:25.476 07/05/1995]',0.033,-0.013,73.450,56.225,74.419,-0.582,-0.501
'[14:12:25.478 07/05/1995]',0.033,-0.006,73.450,56.225,74.419,-0.582,-0.501
'[14:12:25.480 07/05/1995]',0.017,-0.006,73.600,56.225,77.044,-0.582,-0.506
'[14:12:25.482 07/05/1995]',0.017,-0.013,73.600,56.225,77.044,-0.582,-0.506
'[14:12:25.484 07/05/1995]',0.017,-0.006,73.600,56.225,77.044,-0.582,-0.506
'[14:12:25.486 07/05/1995]',0.001,-0.006,73.600,56.225,77.044,-0.582,-0.506
'[14:12:25.488 07/05/1995]',0.017,-0.006,74.050,56.525,79.370,-0.570,-0.510
'[14:12:25.490 07/05/1995]',0.001,-0.006,74.050,56.525,79.370,-0.570,-0.510
'[14:12:25.492 07/05/1995]',0.001,0.001,74.050,56.525,79.370,-0.570,-0.510
'[14:12:25.494 07/05/1995]',0.001,0.001,74.050,56.525,79.370,-0.570,-0.510
'[14:12:25.496 07/05/1995]',0.001,0.001,74.550,56.925,81.320,-0.554,-0.513
'[14:12:25.498 07/05/1995]',0.001,0.007,74.550,56.925,81.320,-0.554,-0.513
'[14:12:25.500 07/05/1995]',0.001,0.007,74.550,56.925,81.320,-0.554,-0.513
'[14:12:25.502 07/05/1995]',0.001,0.007,74.550,56.925,81.320,-0.554,-0.513
'[14:12:25.504 07/05/1995]',0.001,0.007,74.750,57.500,82.971,-0.531,-0.517
'[14:12:25.506 07/05/1995]',0.001,0.007,74.750,57.500,82.971,-0.531,-0.517
'[14:12:25.508 07/05/1995]',0.001,0.014,74.750,57.500,82.971,-0.531,-0.517
'[14:12:25.510 07/05/1995]',0.001,0.014,74.750,57.500,82.971,-0.531,-0.517
'[14:12:25.512 07/05/1995]',0.001,0.014,74.650,57.925,84.246,-0.505,-0.520
'[14:12:25.514 07/05/1995]',0.001,0.014,74.650,57.925,84.246,-0.505,-0.520
'[14:12:25.516 07/05/1995]',-0.015,0.014,74.650,57.925,84.246,-0.505,-0.520
'[14:12:25.518 07/05/1995]',0.001,0.014,74.650,57.925,84.246,-0.505,-0.520
'[14:12:25.520 07/05/1995]',-0.015,0.014,74.050,57.850,85.296,-0.471,-0.523
'[14:12:25.522 07/05/1995]',-0.015,0.014,74.050,57.850,85.296,-0.471,-0.523
'[14:12:25.524 07/05/1995]',-0.015,0.014,74.050,57.850,85.296,-0.471,-0.523
'[14:12:25.526 07/05/1995]',-0.015,0.014,74.050,57.850,85.296,-0.471,-0.523
'[14:12:25.528 07/05/1995]',-0.015,0.014,72.950,57.150,85.971,-0.438,-0.527
'[14:12:25.530 07/05/1995]',-0.015,0.014,72.950,57.150,85.971,-0.438,-0.527
'[14:12:25.532 07/05/1995]',-0.015,0.014,72.950,57.150,85.971,-0.438,-0.527
'[14:12:25.534 07/05/1995]',-0.015,0.014,72.950,57.150,85.971,-0.438,-0.527
'[14:12:25.536 07/05/1995]',-0.015,0.014,71.500,55.750,86.272,-0.406,-0.530
'[14:12:25.538 07/05/1995]',-0.015,0.014,71.500,55.750,86.272,-0.406,-0.530
'[14:12:25.540 07/05/1995]',-0.015,0.014,71.500,55.750,86.272,-0.406,-0.530
'[14:12:25.542 07/05/1995]',-0.015,0.007,71.500,55.750,86.272,-0.406,-0.530
'[14:12:25.544 07/05/1995]',-0.015,0.014,69.750,53.925,86.197,-0.372,-0.533
'[14:12:25.546 07/05/1995]',-0.015,0.014,69.750,53.925,86.197,-0.372,-0.533
'[14:12:25.548 07/05/1995]',-0.015,0.007,69.750,53.925,86.197,-0.372,-0.533
'[14:12:25.550 07/05/1995]',-0.015,0.007,69.750,53.925,86.197,-0.372,-0.533
'[14:12:25.552 07/05/1995]',-0.015,0.007,68.100,51.875,85.671,-0.340,-0.536
'[14:12:25.554 07/05/1995]',-0.015,0.014,68.100,51.875,85.671,-0.340,-0.536
'[14:12:25.556 07/05/1995]',-0.015,0.007,68.100,51.875,85.671,-0.340,-0.536
'[14:12:25.558 07/05/1995]',-0.015,0.007,68.100,51.875,85.671,-0.340,-0.536
'[14:12:25.560 07/05/1995]',-0.015,0.007,67.050,49.775,84.771,-0.312,-0.538
'[14:12:25.562 07/05/1995]',-0.015,0.007,67.050,49.775,84.771,-0.312,-0.538
'[14:12:25.564 07/05/1995]',-0.015,0.007,67.050,49.775,84.771,-0.312,-0.538
'[14:12:25.566 07/05/1995]',-0.015,0.007,67.050,49.775,84.771,-0.312,-0.538
'[14:12:25.568 07/05/1995]',-0.015,0.007,66.750,47.675,83.496,-0.287,-0.540
'[14:12:25.570 07/05/1995]',-0.015,0.001,66.750,47.675,83.496,-0.287,-0.540
'[14:12:25.572 07/05/1995]',-0.015,0.001,66.750,47.675,83.496,-0.287,-0.540
'[14:12:25.574 07/05/1995]',-0.015,0.001,66.750,47.675,83.496,-0.287,-0.540
'[14:12:25.576 07/05/1995]',-0.015,0.001,66.700,45.375,81.845,-0.268,-0.541
'[14:12:25.578 07/05/1995]',-0.015,0.001,66.700,45.375,81.845,-0.268,-0.541
'[14:12:25.580 07/05/1995]',-0.015,0.001,66.700,45.375,81.845,-0.268,-0.541
'[14:12:25.582 07/05/1995]',-0.015,0.001,66.700,45.375,81.845,-0.268,-0.541
'[14:12:25.584 07/05/1995]',-0.015,0.001,66.400,42.800,79.895,-0.251,-0.543
'[14:12:25.586 07/05/1995]',-0.015,0.001,66.400,42.800,79.895,-0.251,-0.543
'[14:12:25.588 07/05/1995]',-0.015,0.001,66.400,42.800,79.895,-0.251,-0.543
'[14:12:25.590 07/05/1995]',0.001,0.001,66.400,42.800,79.895,-0.251,-0.543
'[14:12:25.592 07/05/1995]',0.001,0.001,65.950,39.875,77.944,-0.236,-0.544
'[14:12:25.594 07/05/1995]',0.001,0.001,65.950,39.875,77.944,-0.236,-0.544
'[14:12:25.596 07/05/1995]',0.001,-0.006,65.950,39.875,77.944,-0.236,-0.544
