'Time and date','MCL1','II','ABP','PAP','CVP','PLETH'
'[10:39:10.780 09/02/1996]',0.065,-0.093,116.734,35.279,13.287,-0.422
'[10:39:10.782 09/02/1996]',0.068,-0.089,116.734,35.279,13.287,-0.422
'[10:39:10.784 09/02/1996]',0.071,-0.082,126.633,36.105,13.350,-0.378
'[10:39:10.786 09/02/1996]',0.075,-0.074,126.633,36.105,13.350,-0.378
'[10:39:10.788 09/02/1996]',0.080,-0.065,126.633,36.105,13.350,-0.378
'[10:39:10.790 09/02/1996]',0.085,-0.055,126.633,36.105,13.350,-0.378
'[10:39:10.792 09/02/1996]',0.089,-0.045,133.116,36.931,13.287,-0.319
'[10:39:10.794 09/02/1996]',0.093,-0.036,133.116,36.931,13.287,-0.319
'[10:39:10.796 09/02/1996]',0.097,-0.028,133.116,36.931,13.287,-0.319
'[10:39:10.798 09/02/1996]',0.100,-0.019,133.116,36.931,13.287,-0.319
'[10:39:10.800 09/02/1996]',0.101,-0.012,136.030,37.756,13.225,-0.248
'[10:39:10.802 09/02/1996]',0.102,-0.005,136.030,37.756,13.225,-0.248
'[10:39:10.804 09/02/1996]',0.098,0.000,136.030,37.756,13.225,-0.248
'[10:39:10.806 09/02/1996]',0.093,0.005,136.030,37.756,13.225,-0.248
'[10:39:10.808 09/02/1996]',0.082,0.009,136.432,38.407,13.050,-0.160
'[10:39:10.810 09/02/1996]',0.071,0.012,136.432,38.407,13.050,-0.160
'[10:39:10.812 09/02/1996]',0.058,0.013,136.432,38.407,13.050,-0.160
'[10:39:10.814 09/02/1996]',0.044,0.014,136.432,38.407,13.050,-0.160
'[10:39:10.816 09/02/1996]',0.034,0.015,135.729,38.932,12.650,-0.063
'[10:39:10.818 09/02/1996]',0.024,0.015,135.729,38.932,12.650,-0.063
'[10:39:10.820 09/02/1996]',0.019,0.015,135.729,38.932,12.650,-0.063
'[10:39:10.822 09/02/1996]',0.014,0.014,135.729,38.932,12.650,-0.063
'[10:39:10.824 09/02/1996]',0.013,0.014,134.523,39.283,12.113,0.049
'[10:39:10.826 09/02/1996]',0.013,0.014,134.523,39.283,12.113,0.049
'[10:39:10.828 09/02/1996]',0.013,0.014,134.523,39.283,12.113,0.049
'[10:39:10.830 09/02/1996]',0.014,0.014,134.523,39.283,12.113,0.049
'[10:39:10.832 09/02/1996]',0.014,0.014,132.764,39.458,11.825,0.119
'[10:39:10.834 09/02/1996]',0.014,0.014,132.764,39.458,11.825,0.119
'[10:39:10.836 09/02/1996]',0.014,0.014,132.764,39.458,11.825,0.119
'[10:39:10.838 09/02/1996]',0.014,0.014,132.764,39.458,11.825,0.119
'[10:39:10.840 09/02/1996]',0.014,0.014,130.553,39.458,11.713,0.231
'[10:39:10.842 09/02/1996]',0.014,0.014,130.553,39.458,11.713,0.231
'[10:39:10.844 09/02/1996]',0.014,0.014,130.553,39.458,11.713,0.231
'[10:39:10.846 09/02/1996]',0.014,0.014,130.553,39.458,11.713,0.231
'[10:39:10.848 09/02/1996]',0.014,0.014,128.191,39.333,11.650,0.337
'[10:39:10.850 09/02/1996]',0.014,0.014,128.191,39.333,11.650,0.337
'[10:39:10.852 09/02/1996]',0.014,0.014,128.191,39.333,11.650,0.337
'[10:39:10.854 09/02/1996]',0.014,0.014,128.191,39.333,11.650,0.337
'[10:39:10.856 09/02/1996]',0.014,0.014,125.930,38.982,11.537,0.438
'[10:39:10.858 09/02/1996]',0.014,0.014,125.930,38.982,11.537,0.438
'[10:39:10.860 09/02/1996]',0.014,0.014,125.930,38.982,11.537,0.438
'[10:39:10.862 09/02/1996]',0.014,0.014,125.930,38.982,11.537,0.438
'[10:39:10.864 09/02/1996]',0.014,0.014,123.518,38.407,11.412,0.525
'[10:39:10.866 09/02/1996]',0.014,0.014,123.518,38.407,11.412,0.525
'[10:39:10.868 09/02/1996]',0.014,0.014,123.518,38.407,11.412,0.525
'[10:39:10.870 09/02/1996]',0.014,0.014,123.518,38.407,11.412,0.525
'[10:39:10.872 09/02/1996]',0.014,0.014,120.804,37.631,11.238,0.601
'[10:39:10.874 09/02/1996]',0.014,0.014,120.804,37.631,11.238,0.601
'[10:39:10.876 09/02/1996]',0.014,0.014,120.804,37.631,11.238,0.601
'[10:39:10.878 09/02/1996]',0.014,0.014,120.804,37.631,11.238,0.601
'[10:39:10.880 09/02/1996]',0.014,0.014,117.538,36.706,11.000,0.664
'[10:39:10.882 09/02/1996]',0.014,0.014,117.538,36.706,11.000,0.664
'[10:39:10.884 09/02/1996]',0.014,0.014,117.538,36.706,11.000,0.664
'[10:39:10.886 09/02/1996]',0.014,0.014,117.538,36.706,11.000,0.664
'[10:39:10.888 09/02/1996]',0.014,0.014,113.819,35.580,10.713,0.712
'[10:39:10.890 09/02/1996]',0.014,0.014,113.819,35.580,10.713,0.712
'[10:39:10.892 09/02/1996]',0.014,0.014,113.819,35.580,10.713,0.712
'[10:39:10.894 09/02/1996]',0.014,0.014,113.819,35.580,10.713,0.712
'[10:39:10.896 09/02/1996]',0.014,0.014,109.698,34.479,10.475,0.746
'[10:39:10.898 09/02/1996]',0.014,0.014,109.698,34.479,10.475,0.746
'[10:39:10.900 09/02/1996]',0.014,0.014,109.698,34.479,10.475,0.746
'[10:39:10.902 09/02/1996]',0.014,0.014,109.698,34.479,10.475,0.746
'[10:39:10.904 09/02/1996]',0.014,0.014,105.176,33.403,10.300,0.768
'[10:39:10.906 09/02/1996]',0.014,0.014,105.176,33.403,10.300,0.768
'[10:39:10.908 09/02/1996]',0.014,0.014,105.176,33.403,10.300,0.768
'[10:39:10.910 09/02/1996]',0.014,0.014,105.176,33.403,10.300,0.768
'[10:39:10.912 09/02/1996]',0.014,0.014,100.302,32.427,10.125,0.777
'[10:39:10.914 09/02/1996]',0.014,0.014,100.302,32.427,10.125,0.777
'[10:39:10.916 09/02/1996]',0.014,0.014,100.302,32.427,10.125,0.777
'[10:39:10.918 09/02/1996]',0.014,0.014,100.302,32.427,10.125,0.777
'[10:39:10.920 09/02/1996]',0.014,0.014,95.176,31.601,9.950,0.772
'[10:39:10.922 09/02/1996]',0.014,0.014,95.176,31.601,9.950,0.772
'[10:39:10.924 09/02/1996]',0.014,0.014,95.176,31.601,9.950,0.772
'[10:39:10.926 09/02/1996]',0.014,0.014,95.176,31.601,9.950,0.772
'[10:39:10.928 09/02/1996]',0.014,0.014,90.050,30.826,9.887,0.758
'[10:39:10.930 09/02/1996]',0.014,0.014,90.050,30.826,9.887,0.758
'[10:39:10.932 09/02/1996]',0.014,0.014,90.050,30.826,9.887,0.758
'[10:39:10.934 09/02/1996]',0.014,0.014,90.050,30.826,9.887,0.758
'[10:39:10.936 09/02/1996]',0.014,0.014,85.176,30.075,9.950,0.733
'[10:39:10.938 09/02/1996]',0.014,0.014,85.176,30.075,9.950,0.733
'[10:39:10.940 09/02/1996]',0.014,0.014,85.176,30.075,9.950,0.733
'[10:39:10.942 09/02/1996]',0.014,0.014,85.176,30.075,9.950,0.733
'[10:39:10.944 09/02/1996]',0.014,0.014,80.854,29.374,9.950,0.700
'[10:39:10.946 09/02/1996]',0.014,0.014,80.854,29.374,9.950,0.700
'[10:39:10.948 09/02/1996]',0.014,0.014,80.854,29.374,9.950,0.700
'[10:39:10.950 09/02/1996]',0.014,0.014,80.854,29.374,9.950,0.700
'[10:39:10.952 09/02/1996]',0.014,0.014,77.487,28.674,9.887,0.659
'[10:39:10.954 09/02/1996]',0.014,0.014,77.487,28.674,9.887,0.659
'[10:39:10.956 09/02/1996]',0.014,0.014,77.487,28.674,9.887,0.659
'[10:39:10.958 09/02/1996]',0.014,0.014,77.487,28.674,9.887,0.659
'[10:39:10.960 09/02/1996]',0.014,0.014,75.377,27.948,9.775,0.610
'[10:39:10.962 09/02/1996]',0.014,0.014,75.377,27.948,9.775,0.610
'[10:39:10.964 09/02/1996]',0.014,0.014,75.377,27.948,9.775,0.610
'[10:39:10.966 09/02/1996]',0.014,0.014,75.377,27.948,9.775,0.610
'[10:39:10.968 09/02/1996]',0.014,0.014,74.523,27.423,9.600,0.555
'[10:39:10.970 09/02/1996]',0.014,0.014,74.523,27.423,9.600,0.555
'[10:39:10.972 09/02/1996]',0.014,0.014,74.523,27.423,9.600,0.555
'[10:39:10.974 09/02/1996]',0.014,0.014,74.523,27.423,9.600,0.555
'[10:39:10.976 09/02/1996]',0.014,0.014,74.573,27.022,9.363,0.494
'[10:39:10.978 09/02/1996]',0.014,0.014,74.573,27.022,9.363,0.494
'[10:39:10.980 09/02/1996]',0.014,0.014,74.573,27.022,9.363,0.494
'[10:39:10.982 09/02/1996]',0.014,0.014,74.573,27.022,9.363,0.494
'[10:39:10.984 09/02/1996]',0.014,0.014,75.226,26.722,9.125,0.433
'[10:39:10.986 09/02/1996]',0.014,0.014,75.226,26.722,9.125,0.433
'[10:39:10.988 09/02/1996]',0.014,0.014,75.226,26.722,9.125,0.433
'[10:39:10.990 09/02/1996]',0.014,0.014,75.226,26.722,9.125,0.433
'[10:39:10.992 09/02/1996]',0.014,0.014,76.080,26.497,8.838,0.370
'[10:39:10.994 09/02/1996]',0.014,0.014,76.080,26.497,8.838,0.370
'[10:39:10.996 09/02/1996]',0.014,0.014,76.080,26.497,8.838,0.370
'[10:39:10.998 09/02/1996]',0.014,0.014,76.080,26.497,8.838,0.370
'[10:39:11.000 09/02/1996]',0.014,0.014,76.834,26.322,8.425,0.308
'[10:39:11.002 09/02/1996]',0.014,0.014,76.834,26.322,8.425,0.308
'[10:39:11.004 09/02/1996]',0.014,0.014,76.834,26.322,8.425,0.308
'[10:39:11.006 09/02/1996]',0.014,0.014,76.834,26.322,8.425,0.308
'[10:39:11.008 09/02/1996]',0.014,0.014,77.337,26.147,8.137,0.247
'[10:39:11.010 09/02/1996]',0.014,0.014,77.337,26.147,8.137,0.247
'[10:39:11.012 09/02/1996]',0.014,0.014,77.337,26.147,8.137,0.247
'[10:39:11.014 09/02/1996]',0.014,0.014,77.337,26.147,8.137,0.247
'[10:39:11.016 09/02/1996]',0.014,0.014,77.487,26.022,7.838,0.182
'[10:39:11.018 09/02/1996]',0.014,0.014,77.487,26.022,7.838,0.182
'[10:39:11.020 09/02/1996]',0.014,0.014,77.487,26.022,7.838,0.182
'[10:39:11.022 09/02/1996]',0.014,0.014,77.487,26.022,7.838,0.182
'[10:39:11.024 09/02/1996]',0.014,0.014,77.387,25.847,7.600,0.126
'[10:39:11.026 09/02/1996]',0.014,0.014,77.387,25.847,7.600,0.126
'[10:39:11.028 09/02/1996]',0.014,0.014,77.387,25.847,7.600,0.126
'[10:39:11.030 09/02/1996]',0.014,0.014,77.387,25.847,7.600,0.126
'[10:39:11.032 09/02/1996]',0.014,0.014,75.879,25.196,7.375,0.071
'[10:39:11.034 09/02/1996]',0.014,0.014,75.879,25.196,7.375,0.071
'[10:39:11.036 09/02/1996]',0.014,0.014,75.879,25.196,7.375,0.071
'[10:39:11.038 09/02/1996]',0.014,0.014,75.879,25.196,7.375,0.071
'[10:39:11.040 09/02/1996]',0.014,0.014,68.492,22.569,6.612,0.019
'[10:39:11.042 09/02/1996]',0.014,0.014,68.492,22.569,6.612,0.019
'[10:39:11.044 09/02/1996]',0.014,0.014,68.492,22.569,6.612,0.019
'[10:39:11.046 09/02/1996]',0.014,0.014,68.492,22.569,6.612,0.019
'[10:39:11.048 09/02/1996]',0.014,0.014,50.402,16.514,4.912,-0.029
'[10:39:11.050 09/02/1996]',0.014,0.014,50.402,16.514,4.912,-0.029
'[10:39:11.052 09/02/1996]',0.014,0.014,50.402,16.514,4.912,-0.029
'[10:39:11.054 09/02/1996]',0.014,0.014,50.402,16.514,4.912,-0.029
'[10:39:11.056 09/02/1996]',0.014,0.014,26.382,8.607,2.562,-0.073
'[10:39:11.058 09/02/1996]',0.014,0.014,26.382,8.607,2.562,-0.073
'[10:39:11.060 09/02/1996]',0.014,0.014,26.382,8.607,2.562,-0.073
'[10:39:11.062 09/02/1996]',0.014,0.014,26.382,8.607,2.562,-0.073
'[10:39:11.064 09/02/1996]',0.014,0.014,8.392,2.677,0.812,-0.117
'[10:39:11.066 09/02/1996]',0.014,0.014,8.392,2.677,0.812,-0.117
'[10:39:11.068 09/02/1996]',0.014,0.014,8.392,2.677,0.812,-0.117
'[10:39:11.070 09/02/1996]',0.014,0.014,8.392,2.677,0.812,-0.117
'[10:39:11.072 09/02/1996]',0.014,0.014,1.106,0.350,0.113,-0.153
'[10:39:11.074 09/02/1996]',0.014,0.014,1.106,0.350,0.113,-0.153
'[10:39:11.076 09/02/1996]',0.014,0.014,1.106,0.350,0.113,-0.153
'[10:39:11.078 09/02/1996]',0.014,0.014,1.106,0.350,0.113,-0.153
'[10:39:11.080 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.186
'[10:39:11.082 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.186
'[10:39:11.084 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.186
'[10:39:11.086 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.186
'[10:39:11.088 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.217
'[10:39:11.090 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.217
'[10:39:11.092 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.217
'[10:39:11.094 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.217
'[10:39:11.096 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.245
'[10:39:11.098 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.245
'[10:39:11.100 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.245
'[10:39:11.102 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.245
'[10:39:11.104 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.270
'[10:39:11.106 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.270
'[10:39:11.108 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.270
'[10:39:11.110 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.270
'[10:39:11.112 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.293
'[10:39:11.114 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.293
'[10:39:11.116 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.293
'[10:39:11.118 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.293
'[10:39:11.120 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.316
'[10:39:11.122 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.316
'[10:39:11.124 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.316
'[10:39:11.126 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.316
'[10:39:11.128 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.337
'[10:39:11.130 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.337
'[10:39:11.132 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.337
'[10:39:11.134 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.337
'[10:39:11.136 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.358
'[10:39:11.138 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.358
'[10:39:11.140 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.358
'[10:39:11.142 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.358
'[10:39:11.144 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.374
'[10:39:11.146 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.374
'[10:39:11.148 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.374
'[10:39:11.150 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.374
'[10:39:11.152 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.396
'[10:39:11.154 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.396
'[10:39:11.156 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.396
'[10:39:11.158 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.396
'[10:39:11.160 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.412
'[10:39:11.162 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.412
'[10:39:11.164 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.412
'[10:39:11.166 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.412
'[10:39:11.168 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.433
'[10:39:11.170 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.433
'[10:39:11.172 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.433
'[10:39:11.174 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.433
'[10:39:11.176 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.452
'[10:39:11.178 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.452
'[10:39:11.180 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.452
'[10:39:11.182 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.452
'[10:39:11.184 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.471
'[10:39:11.186 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.471
'[10:39:11.188 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.471
'[10:39:11.190 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.471
'[10:39:11.192 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.490
'[10:39:11.194 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.490
'[10:39:11.196 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.490
'[10:39:11.198 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.490
'[10:39:11.200 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.511
'[10:39:11.202 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.511
'[10:39:11.204 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.511
'[10:39:11.206 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.511
'[10:39:11.208 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.529
'[10:39:11.210 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.529
'[10:39:11.212 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.529
'[10:39:11.214 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.529
'[10:39:11.216 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.550
'[10:39:11.218 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.550
'[10:39:11.220 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.550
'[10:39:11.222 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.550
'[10:39:11.224 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.570
'[10:39:11.226 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.570
'[10:39:11.228 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.570
'[10:39:11.230 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.570
'[10:39:11.232 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.589
'[10:39:11.234 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.589
'[10:39:11.236 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.589
'[10:39:11.238 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.589
'[10:39:11.240 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.605
'[10:39:11.242 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.605
'[10:39:11.244 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.605
'[10:39:11.246 09/02/1996]',0.014,0.014,0.000,0.000,0.000,-0.605
'[10:39:11.248 09/02/1996]',0.014,0.014,0.000,0.000,0.062,-0.624
'[10:39:11.250 09/02/1996]',0.014,0.014,0.000,0.000,0.062,-0.624
'[10:39:11.252 09/02/1996]',0.014,0.014,0.000,0.000,0.062,-0.624
'[10:39:11.254 09/02/1996]',0.014,0.014,0.000,0.000,0.062,-0.624
'[10:39:11.256 09/02/1996]',0.014,0.014,0.352,0.450,0.512,-0.636
'[10:39:11.258 09/02/1996]',0.014,0.014,0.352,0.450,0.512,-0.636
'[10:39:11.260 09/02/1996]',0.014,0.014,0.352,0.450,0.512,-0.636
'[10:39:11.262 09/02/1996]',0.014,0.014,0.352,0.450,0.512,-0.636
'[10:39:11.264 09/02/1996]',0.014,0.014,3.166,3.278,3.275,-0.651
'[10:39:11.266 09/02/1996]',0.014,0.014,3.166,3.278,3.275,-0.651
'[10:39:11.268 09/02/1996]',0.014,0.014,3.166,3.278,3.275,-0.651
'[10:39:11.270 09/02/1996]',0.014,0.014,3.166,3.278,3.275,-0.651
'[10:39:11.272 09/02/1996]',0.014,0.014,10.201,10.309,10.238,-0.663
'[10:39:11.274 09/02/1996]',0.014,0.014,10.201,10.309,10.238,-0.663
'[10:39:11.276 09/02/1996]',0.014,0.014,10.201,10.309,10.238,-0.663
'[10:39:11.278 09/02/1996]',0.014,0.014,10.201,10.309,10.238,-0.663
'[10:39:11.280 09/02/1996]',0.014,0.014,19.598,19.691,19.613,-0.672
'[10:39:11.282 09/02/1996]',0.014,0.014,19.598,19.691,19.613,-0.672
'[10:39:11.284 09/02/1996]',0.014,0.014,19.598,19.691,19.613,-0.672
'[10:39:11.286 09/02/1996]',0.014,0.014,19.598,19.691,19.613,-0.672
'[10:39:11.288 09/02/1996]',0.014,0.014,26.633,26.722,26.650,-0.678
'[10:39:11.290 09/02/1996]',0.014,0.014,26.633,26.722,26.650,-0.678
'[10:39:11.292 09/02/1996]',0.014,0.014,26.633,26.722,26.650,-0.678
'[10:39:11.294 09/02/1996]',0.014,0.014,26.633,26.722,26.650,-0.678
'[10:39:11.296 09/02/1996]',0.014,0.014,29.447,29.550,29.462,-0.680
'[10:39:11.298 09/02/1996]',0.014,0.014,29.447,29.550,29.462,-0.680
'[10:39:11.300 09/02/1996]',0.014,0.014,29.447,29.550,29.462,-0.680
'[10:39:11.302 09/02/1996]',0.014,0.014,29.447,29.550,29.462,-0.680
'[10:39:11.304 09/02/1996]',0.014,0.014,29.899,30.000,29.925,-0.680
'[10:39:11.306 09/02/1996]',0.014,0.014,29.899,30.000,29.925,-0.680
'[10:39:11.308 09/02/1996]',0.014,0.014,29.899,30.000,29.925,-0.680
'[10:39:11.310 09/02/1996]',0.014,0.014,29.899,30.000,29.925,-0.680
'[10:39:11.312 09/02/1996]',0.015,0.013,30.000,30.000,29.988,-0.670
'[10:39:11.314 09/02/1996]',0.016,0.011,30.000,30.000,29.988,-0.670
'[10:39:11.316 09/02/1996]',0.018,0.006,30.000,30.000,29.988,-0.670
'[10:39:11.318 09/02/1996]',0.021,0.001,30.000,30.000,29.988,-0.670
'[10:39:11.320 09/02/1996]',0.025,-0.007,30.000,30.000,29.988,-0.651
'[10:39:11.322 09/02/1996]',0.030,-0.016,30.000,30.000,29.988,-0.651
'[10:39:11.324 09/02/1996]',0.035,-0.025,30.000,30.000,29.988,-0.651
'[10:39:11.326 09/02/1996]',0.039,-0.035,30.000,30.000,29.988,-0.651
'[10:39:11.328 09/02/1996]',0.043,-0.042,30.000,30.000,29.988,-0.624
'[10:39:11.330 09/02/1996]',0.047,-0.048,30.000,30.000,29.988,-0.624
'[10:39:11.332 09/02/1996]',0.050,-0.051,30.000,30.000,29.988,-0.624
'[10:39:11.334 09/02/1996]',0.053,-0.055,30.000,30.000,29.988,-0.624
'[10:39:11.336 09/02/1996]',0.054,-0.054,30.000,30.000,29.988,-0.582
'[10:39:11.338 09/02/1996]',0.055,-0.054,30.000,30.000,29.988,-0.582
'[10:39:11.340 09/02/1996]',0.056,-0.051,30.000,30.000,29.988,-0.582
'[10:39:11.342 09/02/1996]',0.057,-0.049,30.000,30.000,29.988,-0.582
'[10:39:11.344 09/02/1996]',0.058,-0.047,30.000,30.000,29.988,-0.528
'[10:39:11.346 09/02/1996]',0.059,-0.045,30.000,30.000,29.988,-0.528
'[10:39:11.348 09/02/1996]',0.059,-0.043,30.000,30.000,29.988,-0.528
'[10:39:11.350 09/02/1996]',0.058,-0.041,30.000,30.000,29.988,-0.528
'[10:39:11.352 09/02/1996]',0.058,-0.041,30.000,30.000,29.988,-0.466
'[10:39:11.354 09/02/1996]',0.058,-0.040,30.000,30.000,29.988,-0.466
'[10:39:11.356 09/02/1996]',0.058,-0.041,30.000,30.000,29.988,-0.466
'[10:39:11.358 09/02/1996]',0.058,-0.041,30.000,30.000,29.988,-0.466
'[10:39:11.360 09/02/1996]',0.058,-0.042,30.000,30.000,29.988,-0.394
'[10:39:11.362 09/02/1996]',0.058,-0.042,30.000,30.000,29.988,-0.394
'[10:39:11.364 09/02/1996]',0.058,-0.042,30.000,30.000,29.988,-0.394
'[10:39:11.366 09/02/1996]',0.058,-0.041,30.000,30.000,29.988,-0.394
'[10:39:11.368 09/02/1996]',0.059,-0.040,30.000,30.000,29.988,-0.312
'[10:39:11.370 09/02/1996]',0.059,-0.039,30.000,30.000,29.988,-0.312
'[10:39:11.372 09/02/1996]',0.060,-0.038,30.000,30.000,29.988,-0.312
'[10:39:11.374 09/02/1996]',0.061,-0.038,30.000,30.000,29.988,-0.312
'[10:39:11.376 09/02/1996]',0.061,-0.038,30.000,30.000,29.988,-0.224
'[10:39:11.378 09/02/1996]',0.062,-0.039,30.000,30.000,29.988,-0.224
'[10:39:11.380 09/02/1996]',0.061,-0.039,30.000,30.000,29.988,-0.224
'[10:39:11.382 09/02/1996]',0.061,-0.039,30.000,30.000,29.988,-0.224
'[10:39:11.384 09/02/1996]',0.060,-0.040,29.899,30.000,29.988,-0.134
'[10:39:11.386 09/02/1996]',0.059,-0.040,29.899,30.000,29.988,-0.134
'[10:39:11.388 09/02/1996]',0.058,-0.041,29.899,30.000,29.988,-0.134
'[10:39:11.390 09/02/1996]',0.057,-0.042,29.899,30.000,29.988,-0.134
'[10:39:11.392 09/02/1996]',0.056,-0.043,29.899,30.000,29.988,-0.044
'[10:39:11.394 09/02/1996]',0.055,-0.043,29.899,30.000,29.988,-0.044
'[10:39:11.396 09/02/1996]',0.054,-0.043,29.899,30.000,29.988,-0.044
'[10:39:11.398 09/02/1996]',0.054,-0.043,29.899,30.000,29.988,-0.044
'[10:39:11.400 09/02/1996]',0.054,-0.042,29.899,30.000,29.988,0.042
'[10:39:11.402 09/02/1996]',0.055,-0.040,29.899,30.000,29.988,0.042
'[10:39:11.404 09/02/1996]',0.056,-0.038,29.899,30.000,29.988,0.042
'[10:39:11.406 09/02/1996]',0.056,-0.037,29.899,30.000,29.988,0.042
'[10:39:11.408 09/02/1996]',0.057,-0.036,29.899,30.000,29.988,0.118
'[10:39:11.410 09/02/1996]',0.058,-0.035,29.899,30.000,29.988,0.118
'[10:39:11.412 09/02/1996]',0.059,-0.035,29.899,30.000,29.988,0.118
'[10:39:11.414 09/02/1996]',0.059,-0.035,29.899,30.000,29.988,0.118
'[10:39:11.416 09/02/1996]',0.058,-0.035,29.899,30.000,29.988,0.188
'[10:39:11.418 09/02/1996]',0.057,-0.036,29.899,30.000,29.988,0.188
'[10:39:11.420 09/02/1996]',0.056,-0.037,29.899,30.000,29.988,0.188
'[10:39:11.422 09/02/1996]',0.055,-0.038,29.899,30.000,29.988,0.188
'[10:39:11.424 09/02/1996]',0.054,-0.039,29.899,30.000,29.988,0.242
'[10:39:11.426 09/02/1996]',0.054,-0.040,29.899,30.000,29.988,0.242
'[10:39:11.428 09/02/1996]',0.055,-0.041,29.899,30.000,29.988,0.242
'[10:39:11.430 09/02/1996]',0.056,-0.041,29.899,30.000,29.988,0.242
