'Time and date','II','aVF','V','ABP','PLETH','RESP'
'[13:40:08.194 02/12/1995]',-0.086,-0.054,-0.029,91.953,0.518,-0.259
'[13:40:08.196 02/12/1995]',-0.097,-0.054,-0.029,91.953,0.518,-0.259
'[13:40:08.198 02/12/1995]',-0.097,-0.043,-0.038,91.953,0.518,-0.259
'[13:40:08.200 02/12/1995]',-0.086,-0.021,-0.048,90.300,0.548,-0.265
'[13:40:08.202 02/12/1995]',-0.076,-0.021,-0.048,90.300,0.548,-0.265
'[13:40:08.204 02/12/1995]',-0.076,-0.010,-0.058,90.300,0.548,-0.265
'[13:40:08.206 02/12/1995]',-0.086,-0.021,-0.048,90.300,0.548,-0.265
'[13:40:08.208 02/12/1995]',-0.097,-0.043,-0.048,88.297,0.563,-0.270
'[13:40:08.210 02/12/1995]',-0.119,-0.065,-0.038,88.297,0.563,-0.270
'[13:40:08.212 02/12/1995]',-0.119,-0.076,-0.029,88.297,0.563,-0.270
'[13:40:08.214 02/12/1995]',-0.119,-0.054,-0.038,88.297,0.563,-0.270
'[13:40:08.216 02/12/1995]',-0.108,-0.043,-0.048,85.993,0.548,-0.275
'[13:40:08.218 02/12/1995]',-0.086,-0.032,-0.058,85.993,0.548,-0.275
'[13:40:08.220 02/12/1995]',-0.086,-0.021,-0.058,85.993,0.548,-0.275
'[13:40:08.222 02/12/1995]',-0.086,-0.032,-0.058,85.993,0.548,-0.275
'[13:40:08.224 02/12/1995]',-0.086,-0.043,-0.048,83.389,0.548,-0.280
'[13:40:08.226 02/12/1995]',-0.108,-0.076,-0.048,83.389,0.548,-0.280
'[13:40:08.228 02/12/1995]',-0.119,-0.087,-0.038,83.389,0.548,-0.280
'[13:40:08.230 02/12/1995]',-0.119,-0.076,-0.048,83.389,0.548,-0.280
'[13:40:08.232 02/12/1995]',-0.119,-0.054,-0.058,80.434,0.533,-0.285
'[13:40:08.234 02/12/1995]',-0.086,-0.032,-0.058,80.434,0.533,-0.285
'[13:40:08.236 02/12/1995]',-0.086,-0.032,-0.068,80.434,0.533,-0.285
'[13:40:08.238 02/12/1995]',-0.086,-0.032,-0.058,80.434,0.533,-0.285
'[13:40:08.240 02/12/1995]',-0.086,-0.043,-0.058,77.379,0.518,-0.291
'[13:40:08.242 02/12/1995]',-0.119,-0.076,-0.048,77.379,0.518,-0.291
'[13:40:08.244 02/12/1995]',-0.119,-0.087,-0.048,77.379,0.518,-0.291
'[13:40:08.246 02/12/1995]',-0.141,-0.087,-0.048,77.379,0.518,-0.291
'[13:40:08.248 02/12/1995]',-0.119,-0.076,-0.048,74.424,0.504,-0.298
'[13:40:08.250 02/12/1995]',-0.108,-0.054,-0.058,74.424,0.504,-0.298
'[13:40:08.252 02/12/1995]',-0.086,-0.032,-0.068,74.424,0.504,-0.298
'[13:40:08.254 02/12/1995]',-0.086,-0.032,-0.068,74.424,0.504,-0.298
'[13:40:08.256 02/12/1995]',-0.097,-0.054,-0.058,71.920,0.460,-0.304
'[13:40:08.258 02/12/1995]',-0.119,-0.076,-0.048,71.920,0.460,-0.304
'[13:40:08.260 02/12/1995]',-0.130,-0.087,-0.048,71.920,0.460,-0.304
'[13:40:08.262 02/12/1995]',-0.141,-0.087,-0.048,71.920,0.460,-0.304
'[13:40:08.264 02/12/1995]',-0.141,-0.087,-0.048,70.117,0.429,-0.310
'[13:40:08.266 02/12/1995]',-0.119,-0.054,-0.058,70.117,0.429,-0.310
'[13:40:08.268 02/12/1995]',-0.108,-0.043,-0.068,70.117,0.429,-0.310
'[13:40:08.270 02/12/1995]',-0.097,-0.032,-0.068,70.117,0.429,-0.310
'[13:40:08.272 02/12/1995]',-0.108,-0.043,-0.068,69.416,0.370,-0.316
'[13:40:08.274 02/12/1995]',-0.119,-0.065,-0.058,69.416,0.370,-0.316
'[13:40:08.276 02/12/1995]',-0.141,-0.098,-0.058,69.416,0.370,-0.316
'[13:40:08.278 02/12/1995]',-0.141,-0.109,-0.048,69.416,0.370,-0.316
'[13:40:08.280 02/12/1995]',-0.141,-0.098,-0.058,69.766,0.326,-0.321
'[13:40:08.282 02/12/1995]',-0.130,-0.076,-0.068,69.766,0.326,-0.321
'[13:40:08.284 02/12/1995]',-0.119,-0.054,-0.068,69.766,0.326,-0.321
'[13:40:08.286 02/12/1995]',-0.108,-0.043,-0.068,69.766,0.326,-0.321
'[13:40:08.288 02/12/1995]',-0.108,-0.043,-0.068,70.918,0.252,-0.326
'[13:40:08.290 02/12/1995]',-0.119,-0.065,-0.068,70.918,0.252,-0.326
'[13:40:08.292 02/12/1995]',-0.130,-0.087,-0.058,70.918,0.252,-0.326
'[13:40:08.294 02/12/1995]',-0.141,-0.109,-0.058,70.918,0.252,-0.326
'[13:40:08.296 02/12/1995]',-0.141,-0.109,-0.048,72.370,0.193,-0.331
'[13:40:08.298 02/12/1995]',-0.141,-0.087,-0.058,72.370,0.193,-0.331
'[13:40:08.300 02/12/1995]',-0.119,-0.065,-0.068,72.370,0.193,-0.331
'[13:40:08.302 02/12/1995]',-0.108,-0.043,-0.068,72.370,0.193,-0.331
'[13:40:08.304 02/12/1995]',-0.108,-0.054,-0.068,73.723,0.104,-0.336
'[13:40:08.306 02/12/1995]',-0.119,-0.054,-0.068,73.723,0.104,-0.336
'[13:40:08.308 02/12/1995]',-0.130,-0.087,-0.058,73.723,0.104,-0.336
'[13:40:08.310 02/12/1995]',-0.141,-0.098,-0.048,73.723,0.104,-0.336
'[13:40:08.312 02/12/1995]',-0.152,-0.109,-0.048,74.524,0.059,-0.341
'[13:40:08.314 02/12/1995]',-0.141,-0.109,-0.058,74.524,0.059,-0.341
'[13:40:08.316 02/12/1995]',-0.141,-0.076,-0.058,74.524,0.059,-0.341
'[13:40:08.318 02/12/1995]',-0.119,-0.054,-0.068,74.524,0.059,-0.341
'[13:40:08.320 02/12/1995]',-0.108,-0.043,-0.078,74.774,-0.015,-0.345
'[13:40:08.322 02/12/1995]',-0.119,-0.054,-0.068,74.774,-0.015,-0.345
'[13:40:08.324 02/12/1995]',-0.119,-0.076,-0.058,74.774,-0.015,-0.345
'[13:40:08.326 02/12/1995]',-0.141,-0.098,-0.048,74.774,-0.015,-0.345
'[13:40:08.328 02/12/1995]',-0.141,-0.109,-0.048,74.674,-0.088,-0.350
'[13:40:08.330 02/12/1995]',-0.141,-0.087,-0.048,74.674,-0.088,-0.350
'[13:40:08.332 02/12/1995]',-0.141,-0.087,-0.058,74.674,-0.088,-0.350
'[13:40:08.334 02/12/1995]',-0.119,-0.054,-0.058,74.674,-0.088,-0.350
'[13:40:08.336 02/12/1995]',-0.119,-0.043,-0.078,74.374,-0.118,-0.354
'[13:40:08.338 02/12/1995]',-0.119,-0.054,-0.068,74.374,-0.118,-0.354
'[13:40:08.340 02/12/1995]',-0.119,-0.076,-0.068,74.374,-0.118,-0.354
'[13:40:08.342 02/12/1995]',-0.141,-0.098,-0.058,74.374,-0.118,-0.354
'[13:40:08.344 02/12/1995]',-0.152,-0.109,-0.048,73.923,-0.177,-0.358
'[13:40:08.346 02/12/1995]',-0.163,-0.120,-0.058,73.923,-0.177,-0.358
'[13:40:08.348 02/12/1995]',-0.141,-0.098,-0.058,73.923,-0.177,-0.358
'[13:40:08.350 02/12/1995]',-0.141,-0.076,-0.068,73.923,-0.177,-0.358
'[13:40:08.352 02/12/1995]',-0.130,-0.065,-0.078,73.522,-0.207,-0.362
'[13:40:08.354 02/12/1995]',-0.119,-0.065,-0.068,73.522,-0.207,-0.362
'[13:40:08.356 02/12/1995]',-0.130,-0.076,-0.058,73.522,-0.207,-0.362
'[13:40:08.358 02/12/1995]',-0.141,-0.098,-0.058,73.522,-0.207,-0.362
'[13:40:08.360 02/12/1995]',-0.141,-0.120,-0.048,73.022,-0.237,-0.365
'[13:40:08.362 02/12/1995]',-0.152,-0.120,-0.048,73.022,-0.237,-0.365
'[13:40:08.364 02/12/1995]',-0.152,-0.109,-0.048,73.022,-0.237,-0.365
'[13:40:08.366 02/12/1995]',-0.130,-0.076,-0.058,73.022,-0.237,-0.365
'[13:40:08.368 02/12/1995]',-0.119,-0.065,-0.068,72.571,-0.237,-0.369
'[13:40:08.370 02/12/1995]',-0.119,-0.054,-0.068,72.571,-0.237,-0.369
'[13:40:08.372 02/12/1995]',-0.119,-0.065,-0.068,72.571,-0.237,-0.369
'[13:40:08.374 02/12/1995]',-0.130,-0.087,-0.058,72.571,-0.237,-0.369
'[13:40:08.376 02/12/1995]',-0.141,-0.098,-0.048,72.120,-0.252,-0.372
'[13:40:08.378 02/12/1995]',-0.141,-0.109,-0.048,72.120,-0.252,-0.372
'[13:40:08.380 02/12/1995]',-0.141,-0.098,-0.048,72.120,-0.252,-0.372
'[13:40:08.382 02/12/1995]',-0.141,-0.087,-0.048,72.120,-0.252,-0.372
'[13:40:08.384 02/12/1995]',-0.119,-0.054,-0.058,71.619,-0.267,-0.376
'[13:40:08.386 02/12/1995]',-0.108,-0.043,-0.058,71.619,-0.267,-0.376
'[13:40:08.388 02/12/1995]',-0.119,-0.054,-0.058,71.619,-0.267,-0.376
'[13:40:08.390 02/12/1995]',-0.119,-0.065,-0.048,71.619,-0.267,-0.376
'[13:40:08.392 02/12/1995]',-0.141,-0.087,-0.048,71.219,-0.281,-0.380
'[13:40:08.394 02/12/1995]',-0.141,-0.109,-0.038,71.219,-0.281,-0.380
'[13:40:08.396 02/12/1995]',-0.141,-0.098,-0.038,71.219,-0.281,-0.380
'[13:40:08.398 02/12/1995]',-0.141,-0.098,-0.048,71.219,-0.281,-0.380
'[13:40:08.400 02/12/1995]',-0.119,-0.054,-0.058,70.818,-0.281,-0.383
'[13:40:08.402 02/12/1995]',-0.119,-0.043,-0.058,70.818,-0.281,-0.383
'[13:40:08.404 02/12/1995]',-0.097,-0.054,-0.068,70.818,-0.281,-0.383
'[13:40:08.406 02/12/1995]',-0.108,-0.065,-0.058,70.818,-0.281,-0.383
'[13:40:08.408 02/12/1995]',-0.130,-0.087,-0.038,70.317,-0.281,-0.387
'[13:40:08.410 02/12/1995]',-0.141,-0.109,-0.038,70.317,-0.281,-0.387
'[13:40:08.412 02/12/1995]',-0.141,-0.109,-0.038,70.317,-0.281,-0.387
'[13:40:08.414 02/12/1995]',-0.141,-0.087,-0.038,70.317,-0.281,-0.387
'[13:40:08.416 02/12/1995]',-0.130,-0.076,-0.048,69.916,-0.311,-0.391
'[13:40:08.418 02/12/1995]',-0.119,-0.054,-0.058,69.916,-0.311,-0.391
'[13:40:08.420 02/12/1995]',-0.108,-0.054,-0.058,69.916,-0.311,-0.391
'[13:40:08.422 02/12/1995]',-0.108,-0.043,-0.048,69.916,-0.311,-0.391
'[13:40:08.424 02/12/1995]',-0.119,-0.076,-0.048,69.466,-0.296,-0.394
'[13:40:08.426 02/12/1995]',-0.141,-0.087,-0.038,69.466,-0.296,-0.394
'[13:40:08.428 02/12/1995]',-0.141,-0.109,-0.038,69.466,-0.296,-0.394
'[13:40:08.430 02/12/1995]',-0.141,-0.098,-0.038,69.466,-0.296,-0.394
'[13:40:08.432 02/12/1995]',-0.130,-0.087,-0.038,68.915,-0.326,-0.398
'[13:40:08.434 02/12/1995]',-0.119,-0.054,-0.048,68.915,-0.326,-0.398
'[13:40:08.436 02/12/1995]',-0.108,-0.043,-0.048,68.915,-0.326,-0.398
'[13:40:08.438 02/12/1995]',-0.108,-0.043,-0.048,68.915,-0.326,-0.398
'[13:40:08.440 02/12/1995]',-0.119,-0.065,-0.048,68.464,-0.341,-0.401
'[13:40:08.442 02/12/1995]',-0.130,-0.087,-0.038,68.464,-0.341,-0.401
'[13:40:08.444 02/12/1995]',-0.141,-0.098,-0.029,68.464,-0.341,-0.401
'[13:40:08.446 02/12/1995]',-0.141,-0.109,-0.038,68.464,-0.341,-0.401
'[13:40:08.448 02/12/1995]',-0.141,-0.087,-0.038,67.913,-0.355,-0.404
'[13:40:08.450 02/12/1995]',-0.119,-0.054,-0.048,67.913,-0.355,-0.404
'[13:40:08.452 02/12/1995]',-0.108,-0.043,-0.058,67.913,-0.355,-0.404
'[13:40:08.454 02/12/1995]',-0.108,-0.043,-0.058,67.913,-0.355,-0.404
'[13:40:08.456 02/12/1995]',-0.119,-0.054,-0.048,67.412,-0.400,-0.407
'[13:40:08.458 02/12/1995]',-0.130,-0.076,-0.038,67.412,-0.400,-0.407
'[13:40:08.460 02/12/1995]',-0.141,-0.098,-0.029,67.412,-0.400,-0.407
'[13:40:08.462 02/12/1995]',-0.141,-0.098,-0.029,67.412,-0.400,-0.407
'[13:40:08.464 02/12/1995]',-0.141,-0.098,-0.029,66.861,-0.429,-0.410
'[13:40:08.466 02/12/1995]',-0.130,-0.076,-0.048,66.861,-0.429,-0.410
'[13:40:08.468 02/12/1995]',-0.119,-0.065,-0.048,66.861,-0.429,-0.410
'[13:40:08.470 02/12/1995]',-0.108,-0.043,-0.048,66.861,-0.429,-0.410
'[13:40:08.472 02/12/1995]',-0.119,-0.054,-0.048,66.360,-0.444,-0.413
'[13:40:08.474 02/12/1995]',-0.130,-0.076,-0.038,66.360,-0.444,-0.413
'[13:40:08.476 02/12/1995]',-0.141,-0.098,-0.038,66.360,-0.444,-0.413
'[13:40:08.478 02/12/1995]',-0.141,-0.109,-0.029,66.360,-0.444,-0.413
'[13:40:08.480 02/12/1995]',-0.141,-0.098,-0.038,65.860,-0.474,-0.416
'[13:40:08.482 02/12/1995]',-0.130,-0.076,-0.048,65.860,-0.474,-0.416
'[13:40:08.484 02/12/1995]',-0.119,-0.054,-0.038,65.860,-0.474,-0.416
'[13:40:08.486 02/12/1995]',-0.119,-0.054,-0.048,65.860,-0.474,-0.416
'[13:40:08.488 02/12/1995]',-0.108,-0.054,-0.048,65.459,-0.488,-0.419
'[13:40:08.490 02/12/1995]',-0.119,-0.054,-0.038,65.459,-0.488,-0.419
'[13:40:08.492 02/12/1995]',-0.130,-0.087,-0.029,65.459,-0.488,-0.419
'[13:40:08.494 02/12/1995]',-0.141,-0.098,-0.029,65.459,-0.488,-0.419
'[13:40:08.496 02/12/1995]',-0.141,-0.098,-0.029,65.058,-0.533,-0.423
'[13:40:08.498 02/12/1995]',-0.141,-0.087,-0.038,65.058,-0.533,-0.423
'[13:40:08.500 02/12/1995]',-0.119,-0.065,-0.048,65.058,-0.533,-0.423
'[13:40:08.502 02/12/1995]',-0.119,-0.043,-0.048,65.058,-0.533,-0.423
'[13:40:08.504 02/12/1995]',-0.108,-0.043,-0.048,64.658,-0.548,-0.427
'[13:40:08.506 02/12/1995]',-0.119,-0.065,-0.048,64.658,-0.548,-0.427
'[13:40:08.508 02/12/1995]',-0.119,-0.087,-0.029,64.658,-0.548,-0.427
'[13:40:08.510 02/12/1995]',-0.141,-0.098,-0.029,64.658,-0.548,-0.427
'[13:40:08.512 02/12/1995]',-0.141,-0.109,-0.029,64.357,-0.548,-0.432
'[13:40:08.514 02/12/1995]',-0.141,-0.098,-0.029,64.357,-0.548,-0.432
'[13:40:08.516 02/12/1995]',-0.130,-0.076,-0.038,64.357,-0.548,-0.432
'[13:40:08.518 02/12/1995]',-0.119,-0.054,-0.048,64.357,-0.548,-0.432
'[13:40:08.520 02/12/1995]',-0.108,-0.054,-0.048,64.007,-0.593,-0.436
'[13:40:08.522 02/12/1995]',-0.119,-0.054,-0.038,64.007,-0.593,-0.436
'[13:40:08.524 02/12/1995]',-0.119,-0.076,-0.038,64.007,-0.593,-0.436
'[13:40:08.526 02/12/1995]',-0.141,-0.087,-0.019,64.007,-0.593,-0.436
'[13:40:08.528 02/12/1995]',-0.141,-0.109,-0.019,63.656,-0.593,-0.441
'[13:40:08.530 02/12/1995]',-0.141,-0.098,-0.029,63.656,-0.593,-0.441
'[13:40:08.532 02/12/1995]',-0.141,-0.087,-0.029,63.656,-0.593,-0.441
'[13:40:08.534 02/12/1995]',-0.119,-0.054,-0.038,63.656,-0.593,-0.441
'[13:40:08.536 02/12/1995]',-0.119,-0.043,-0.048,63.355,-0.622,-0.445
'[13:40:08.538 02/12/1995]',-0.119,-0.054,-0.048,63.355,-0.622,-0.445
'[13:40:08.540 02/12/1995]',-0.119,-0.065,-0.029,63.355,-0.622,-0.445
'[13:40:08.542 02/12/1995]',-0.130,-0.087,-0.029,63.355,-0.622,-0.445
'[13:40:08.544 02/12/1995]',-0.141,-0.098,-0.019,63.005,-0.622,-0.449
'[13:40:08.546 02/12/1995]',-0.141,-0.098,-0.019,63.005,-0.622,-0.449
'[13:40:08.548 02/12/1995]',-0.141,-0.087,-0.029,63.005,-0.622,-0.449
'[13:40:08.550 02/12/1995]',-0.119,-0.065,-0.038,63.005,-0.622,-0.449
'[13:40:08.552 02/12/1995]',-0.119,-0.043,-0.038,62.754,-0.637,-0.453
'[13:40:08.554 02/12/1995]',-0.119,-0.043,-0.048,62.754,-0.637,-0.453
'[13:40:08.556 02/12/1995]',-0.119,-0.065,-0.038,62.754,-0.637,-0.453
'[13:40:08.558 02/12/1995]',-0.130,-0.087,-0.029,62.754,-0.637,-0.453
'[13:40:08.560 02/12/1995]',-0.141,-0.109,-0.019,62.554,-0.637,-0.456
'[13:40:08.562 02/12/1995]',-0.141,-0.109,-0.019,62.554,-0.637,-0.456
'[13:40:08.564 02/12/1995]',-0.141,-0.098,-0.029,62.554,-0.637,-0.456
'[13:40:08.566 02/12/1995]',-0.119,-0.065,-0.038,62.554,-0.637,-0.456
'[13:40:08.568 02/12/1995]',-0.119,-0.054,-0.038,62.304,-0.637,-0.459
'[13:40:08.570 02/12/1995]',-0.119,-0.054,-0.048,62.304,-0.637,-0.459
'[13:40:08.572 02/12/1995]',-0.119,-0.054,-0.038,62.304,-0.637,-0.459
'[13:40:08.574 02/12/1995]',-0.119,-0.076,-0.029,62.304,-0.637,-0.459
'[13:40:08.576 02/12/1995]',-0.141,-0.098,-0.019,62.103,-0.652,-0.461
'[13:40:08.578 02/12/1995]',-0.141,-0.109,-0.019,62.103,-0.652,-0.461
'[13:40:08.580 02/12/1995]',-0.141,-0.098,-0.019,62.103,-0.652,-0.461
'[13:40:08.582 02/12/1995]',-0.141,-0.087,-0.029,62.103,-0.652,-0.461
'[13:40:08.584 02/12/1995]',-0.119,-0.065,-0.029,61.953,-0.652,-0.463
'[13:40:08.586 02/12/1995]',-0.108,-0.043,-0.038,61.953,-0.652,-0.463
'[13:40:08.588 02/12/1995]',-0.119,-0.054,-0.038,61.953,-0.652,-0.463
'[13:40:08.590 02/12/1995]',-0.119,-0.065,-0.029,61.953,-0.652,-0.463
'[13:40:08.592 02/12/1995]',-0.141,-0.098,-0.019,61.753,-0.652,-0.465
'[13:40:08.594 02/12/1995]',-0.141,-0.109,-0.019,61.753,-0.652,-0.465
'[13:40:08.596 02/12/1995]',-0.141,-0.109,-0.019,61.753,-0.652,-0.465
'[13:40:08.598 02/12/1995]',-0.141,-0.087,-0.019,61.753,-0.652,-0.465
'[13:40:08.600 02/12/1995]',-0.119,-0.065,-0.029,61.603,-0.666,-0.467
'[13:40:08.602 02/12/1995]',-0.108,-0.054,-0.038,61.603,-0.666,-0.467
'[13:40:08.604 02/12/1995]',-0.108,-0.043,-0.038,61.603,-0.666,-0.467
'[13:40:08.606 02/12/1995]',-0.119,-0.054,-0.029,61.603,-0.666,-0.467
'[13:40:08.608 02/12/1995]',-0.130,-0.087,-0.019,61.352,-0.666,-0.468
'[13:40:08.610 02/12/1995]',-0.141,-0.098,-0.019,61.352,-0.666,-0.468
'[13:40:08.612 02/12/1995]',-0.141,-0.109,-0.009,61.352,-0.666,-0.468
'[13:40:08.614 02/12/1995]',-0.141,-0.098,-0.019,61.352,-0.666,-0.468
'[13:40:08.616 02/12/1995]',-0.119,-0.076,-0.029,61.102,-0.681,-0.469
'[13:40:08.618 02/12/1995]',-0.119,-0.054,-0.029,61.102,-0.681,-0.469
'[13:40:08.620 02/12/1995]',-0.119,-0.054,-0.029,61.102,-0.681,-0.469
'[13:40:08.622 02/12/1995]',-0.119,-0.054,-0.029,61.102,-0.681,-0.469
'[13:40:08.624 02/12/1995]',-0.119,-0.076,-0.019,60.951,-0.697,-0.471
'[13:40:08.626 02/12/1995]',-0.141,-0.109,-0.009,60.951,-0.697,-0.471
'[13:40:08.628 02/12/1995]',-0.141,-0.109,-0.009,60.951,-0.697,-0.471
'[13:40:08.630 02/12/1995]',-0.141,-0.109,-0.019,60.951,-0.697,-0.471
'[13:40:08.632 02/12/1995]',-0.130,-0.076,-0.029,60.751,-0.681,-0.473
'[13:40:08.634 02/12/1995]',-0.119,-0.054,-0.038,60.751,-0.681,-0.473
'[13:40:08.636 02/12/1995]',-0.108,-0.043,-0.038,60.751,-0.681,-0.473
'[13:40:08.638 02/12/1995]',-0.108,-0.054,-0.029,60.751,-0.681,-0.473
'[13:40:08.640 02/12/1995]',-0.119,-0.065,-0.019,60.601,-0.697,-0.475
'[13:40:08.642 02/12/1995]',-0.119,-0.076,-0.009,60.601,-0.697,-0.475
'[13:40:08.644 02/12/1995]',-0.119,-0.087,0.001,60.601,-0.697,-0.475
'[13:40:08.646 02/12/1995]',-0.119,-0.076,0.001,60.601,-0.697,-0.475
'[13:40:08.648 02/12/1995]',-0.108,-0.043,0.001,60.401,-0.681,-0.477
'[13:40:08.650 02/12/1995]',-0.086,-0.032,-0.009,60.401,-0.681,-0.477
'[13:40:08.652 02/12/1995]',-0.076,-0.010,-0.009,60.401,-0.681,-0.477
'[13:40:08.654 02/12/1995]',-0.065,-0.010,-0.009,60.401,-0.681,-0.477
'[13:40:08.656 02/12/1995]',-0.076,-0.021,0.001,60.250,-0.697,-0.480
'[13:40:08.658 02/12/1995]',-0.086,-0.032,0.001,60.250,-0.697,-0.480
'[13:40:08.660 02/12/1995]',-0.086,-0.043,0.001,60.250,-0.697,-0.480
'[13:40:08.662 02/12/1995]',-0.097,-0.043,0.001,60.250,-0.697,-0.480
'[13:40:08.664 02/12/1995]',-0.086,-0.043,0.001,60.000,-0.697,-0.482
'[13:40:08.666 02/12/1995]',-0.086,-0.021,0.001,60.000,-0.697,-0.482
'[13:40:08.668 02/12/1995]',-0.065,0.001,0.001,60.000,-0.697,-0.482
'[13:40:08.670 02/12/1995]',-0.054,0.001,0.001,60.000,-0.697,-0.482
'[13:40:08.672 02/12/1995]',-0.054,0.001,0.001,59.850,-0.711,-0.485
'[13:40:08.674 02/12/1995]',-0.076,-0.021,0.001,59.850,-0.711,-0.485
'[13:40:08.676 02/12/1995]',-0.086,-0.043,0.001,59.850,-0.711,-0.485
'[13:40:08.678 02/12/1995]',-0.108,-0.054,0.001,59.850,-0.711,-0.485
'[13:40:08.680 02/12/1995]',-0.108,-0.043,0.001,59.599,-0.711,-0.487
'[13:40:08.682 02/12/1995]',-0.097,-0.043,0.001,59.599,-0.711,-0.487
'[13:40:08.684 02/12/1995]',-0.086,-0.021,-0.009,59.599,-0.711,-0.487
'[13:40:08.686 02/12/1995]',-0.086,-0.021,-0.019,59.599,-0.711,-0.487
'[13:40:08.688 02/12/1995]',-0.086,-0.032,-0.019,59.399,-0.726,-0.489
'[13:40:08.690 02/12/1995]',-0.108,-0.054,-0.019,59.399,-0.726,-0.489
'[13:40:08.692 02/12/1995]',-0.119,-0.076,-0.009,59.399,-0.726,-0.489
'[13:40:08.694 02/12/1995]',-0.141,-0.109,-0.009,59.399,-0.726,-0.489
'[13:40:08.696 02/12/1995]',-0.141,-0.109,-0.019,59.249,-0.726,-0.491
'[13:40:08.698 02/12/1995]',-0.141,-0.098,-0.029,59.249,-0.726,-0.491
'[13:40:08.700 02/12/1995]',-0.119,-0.076,-0.038,59.249,-0.726,-0.491
'[13:40:08.702 02/12/1995]',-0.119,-0.076,-0.048,59.249,-0.726,-0.491
'[13:40:08.704 02/12/1995]',-0.119,-0.076,-0.048,59.048,-0.726,-0.493
'[13:40:08.706 02/12/1995]',-0.119,-0.098,-0.048,59.048,-0.726,-0.493
'[13:40:08.708 02/12/1995]',-0.141,-0.120,-0.038,59.048,-0.726,-0.493
'[13:40:08.710 02/12/1995]',-0.152,-0.142,-0.038,59.048,-0.726,-0.493
'[13:40:08.712 02/12/1995]',-0.163,-0.142,-0.038,58.848,-0.726,-0.495
'[13:40:08.714 02/12/1995]',-0.152,-0.131,-0.038,58.848,-0.726,-0.495
'[13:40:08.716 02/12/1995]',-0.141,-0.120,-0.058,58.848,-0.726,-0.495
'[13:40:08.718 02/12/1995]',-0.130,-0.087,-0.058,58.848,-0.726,-0.495
'[13:40:08.720 02/12/1995]',-0.130,-0.098,-0.058,58.648,-0.755,-0.497
'[13:40:08.722 02/12/1995]',-0.130,-0.098,-0.048,58.648,-0.755,-0.497
'[13:40:08.724 02/12/1995]',-0.141,-0.120,-0.038,58.648,-0.755,-0.497
'[13:40:08.726 02/12/1995]',-0.141,-0.120,-0.029,58.648,-0.755,-0.497
'[13:40:08.728 02/12/1995]',-0.141,-0.131,-0.029,58.447,-0.755,-0.499
'[13:40:08.730 02/12/1995]',-0.152,-0.131,-0.029,58.447,-0.755,-0.499
'[13:40:08.732 02/12/1995]',-0.141,-0.098,-0.029,58.447,-0.755,-0.499
'[13:40:08.734 02/12/1995]',-0.130,-0.076,-0.038,58.447,-0.755,-0.499
'[13:40:08.736 02/12/1995]',-0.119,-0.054,-0.048,58.247,-0.755,-0.500
'[13:40:08.738 02/12/1995]',-0.119,-0.076,-0.038,58.247,-0.755,-0.500
'[13:40:08.740 02/12/1995]',-0.141,-0.098,-0.038,58.247,-0.755,-0.500
'[13:40:08.742 02/12/1995]',-0.152,-0.120,-0.029,58.247,-0.755,-0.500
'[13:40:08.744 02/12/1995]',-0.163,-0.131,-0.019,57.997,-0.770,-0.502
'[13:40:08.746 02/12/1995]',-0.163,-0.131,-0.029,57.997,-0.770,-0.502
'[13:40:08.748 02/12/1995]',-0.163,-0.120,-0.038,57.997,-0.770,-0.502
'[13:40:08.750 02/12/1995]',-0.141,-0.098,-0.038,57.997,-0.770,-0.502
'[13:40:08.752 02/12/1995]',-0.141,-0.076,-0.048,57.796,-0.755,-0.503
'[13:40:08.754 02/12/1995]',-0.130,-0.076,-0.048,57.796,-0.755,-0.503
'[13:40:08.756 02/12/1995]',-0.141,-0.087,-0.038,57.796,-0.755,-0.503
'[13:40:08.758 02/12/1995]',-0.152,-0.120,-0.029,57.796,-0.755,-0.503
'[13:40:08.760 02/12/1995]',-0.163,-0.131,-0.019,57.546,-0.755,-0.504
'[13:40:08.762 02/12/1995]',-0.163,-0.142,-0.029,57.546,-0.755,-0.504
'[13:40:08.764 02/12/1995]',-0.163,-0.120,-0.029,57.546,-0.755,-0.504
'[13:40:08.766 02/12/1995]',-0.141,-0.098,-0.038,57.546,-0.755,-0.504
'[13:40:08.768 02/12/1995]',-0.130,-0.076,-0.038,57.295,-0.770,-0.505
'[13:40:08.770 02/12/1995]',-0.119,-0.076,-0.038,57.295,-0.770,-0.505
'[13:40:08.772 02/12/1995]',-0.130,-0.087,-0.038,57.295,-0.770,-0.505
'[13:40:08.774 02/12/1995]',-0.141,-0.098,-0.029,57.295,-0.770,-0.505
'[13:40:08.776 02/12/1995]',-0.152,-0.131,-0.029,57.095,-0.755,-0.507
'[13:40:08.778 02/12/1995]',-0.163,-0.153,-0.029,57.095,-0.755,-0.507
'[13:40:08.780 02/12/1995]',-0.173,-0.164,-0.038,57.095,-0.755,-0.507
'[13:40:08.782 02/12/1995]',-0.163,-0.164,-0.058,57.095,-0.755,-0.507
'[13:40:08.784 02/12/1995]',-0.163,-0.153,-0.078,56.845,-0.770,-0.508
'[13:40:08.786 02/12/1995]',-0.152,-0.153,-0.078,56.845,-0.770,-0.508
'[13:40:08.788 02/12/1995]',-0.163,-0.164,-0.078,56.845,-0.770,-0.508
'[13:40:08.790 02/12/1995]',-0.152,-0.174,-0.048,56.845,-0.770,-0.508
